ID,PackageID,ItemID,ItemQuantity,DisplayType
1848,268,87287,1,1
1849,268,87288,1,1
1850,268,87289,1,1
1851,268,87290,1,1
1852,268,87291,1,1
1853,269,87292,1,1
1854,269,87293,1,1
1855,269,87294,1,1
1856,269,87295,1,1
1857,269,87296,1,1
1858,269,87297,1,1
1859,269,87298,1,1
1860,269,87299,1,1
1861,269,87300,1,1
1862,270,87315,1,1
1863,270,87316,1,1
1864,270,87317,1,1
1865,270,87318,1,1
1866,270,87319,1,1
1867,270,87320,1,1
1868,270,87321,1,1
1869,270,87322,1,1
1870,270,87323,1,1
1871,271,87324,1,1
1872,271,87325,1,1
1873,271,87326,1,1
1874,271,87327,1,1
1875,271,87328,1,1
1876,271,87329,1,1
1877,271,87330,1,1
1878,271,87331,1,1
1879,271,87332,1,1
1880,272,87333,1,1
1881,272,87334,1,1
1882,272,87335,1,1
1883,272,87336,1,1
1884,272,87337,1,1
1885,272,87338,1,1
1886,272,87339,1,1
1887,272,87340,1,1
1888,272,87341,1,1
1889,273,87342,1,1
1890,273,87343,1,1
1891,273,87344,1,1
1892,273,87345,1,1
1893,273,87346,1,1
1894,273,87347,1,1
1895,273,87348,1,1
1896,273,87349,1,1
1897,273,87350,1,1
1898,274,87351,1,1
1899,274,87352,1,1
1900,274,87353,1,1
1901,274,87354,1,1
1902,274,87355,1,1
1903,275,87356,1,1
1904,275,87357,1,1
1905,275,87358,1,1
1906,275,87359,1,1
1907,275,87360,1,1
1908,276,87361,1,1
1909,276,87362,1,1
1910,276,87363,1,1
1911,276,87364,1,1
1912,276,87365,1,1
1913,276,87366,1,1
1914,276,87367,1,1
1915,276,87368,1,1
1916,276,87369,1,1
1917,277,87370,1,1
1918,277,87371,1,1
1919,277,87372,1,1
1920,277,87373,1,1
1921,277,87374,1,1
1922,277,87375,1,1
1923,277,87376,1,1
1924,277,87377,1,1
1925,277,87378,1,1
1926,278,87379,1,1
1927,278,87380,1,1
1928,278,87381,1,1
1929,278,87382,1,1
1930,278,87383,1,1
1931,278,87384,1,1
1932,278,87385,1,1
1933,278,87386,1,1
1934,278,87387,1,1
1935,279,80689,1,0
1936,279,87286,1,0
1943,282,89576,1,0
1944,282,89577,1,0
1947,282,89606,1,0
1977,206,90076,1,1
1978,206,90077,1,0
1980,294,90466,1,1
1981,294,90465,1,1
1982,294,90464,1,1
1983,294,90463,1,1
1984,294,90462,1,1
1985,294,90461,1,1
1986,294,90460,1,1
1987,294,90459,1,1
1988,295,90329,1,0
1989,295,90336,1,0
1990,295,90324,1,0
1991,295,90322,1,0
1992,295,90323,1,0
1993,295,90326,1,0
1994,295,90325,1,0
1995,295,90327,1,0
1996,295,90328,1,0
1997,296,90375,1,0
1998,296,90376,1,0
1999,296,90382,1,0
2000,296,90377,1,0
2001,296,90379,1,0
2002,296,90381,1,0
2003,296,90380,1,0
2004,296,90383,1,0
2005,296,90378,1,0
2006,296,90374,1,0
2007,297,90302,1,0
2008,297,90301,1,0
2009,297,90296,1,0
2010,297,90303,1,0
2011,297,90299,1,0
2012,297,90295,1,0
2013,297,90300,1,0
2014,297,90298,1,0
2015,297,90297,1,0
2016,298,90354,1,0
2017,298,90353,1,0
2018,298,90348,1,0
2019,298,90355,1,0
2020,298,90351,1,0
2021,298,90347,1,0
2022,298,90352,1,0
2023,298,90350,1,0
2024,298,90349,1,0
2025,299,90310,1,0
2026,299,90305,1,0
2027,299,90312,1,0
2028,299,90308,1,0
2029,299,90304,1,0
2030,299,90311,1,0
2031,299,90309,1,0
2032,299,90307,1,0
2033,299,90306,1,0
2034,300,90362,1,0
2035,300,90357,1,0
2036,300,90364,1,0
2037,300,90360,1,0
2038,300,90356,1,0
2039,300,90363,1,0
2040,300,90361,1,0
2041,300,90359,1,0
2042,300,90358,1,0
2043,301,90319,1,0
2044,301,90314,1,0
2045,301,90313,1,0
2046,301,90317,1,0
2047,301,90321,1,0
2048,301,90318,1,0
2049,301,90316,1,0
2050,301,90315,1,0
2051,301,90320,1,0
2052,302,90371,1,0
2053,302,90366,1,0
2054,302,90365,1,0
2055,302,90369,1,0
2056,302,90373,1,0
2057,302,90370,1,0
2058,302,90368,1,0
2059,302,90367,1,0
2060,302,90372,1,0
2061,303,90293,1,0
2062,303,90292,1,0
2063,303,90290,1,0
2064,303,90294,1,0
2065,303,90287,1,0
2066,303,90285,1,0
2067,303,90286,1,0
2068,303,90288,1,0
2069,303,90289,1,0
2070,304,90345,1,0
2071,304,90344,1,0
2072,304,90339,1,0
2073,304,90346,1,0
2074,304,90342,1,0
2075,304,90338,1,0
2076,304,90343,1,0
2077,304,90341,1,0
2078,304,90340,1,0
2079,305,90334,1,0
2080,305,90335,1,0
2081,305,90337,1,0
2082,305,90333,1,0
2083,305,90330,1,0
2084,305,90332,1,0
2085,306,90387,1,0
2086,306,90388,1,0
2087,306,90385,1,0
2088,306,90384,1,0
2089,306,90386,1,0
2090,306,90389,1,0
2091,307,90609,1,1
2092,307,90607,1,1
2093,307,90603,1,1
2094,307,90602,1,1
2095,307,90601,1,1
2096,307,90600,1,1
2097,307,90599,1,1
2098,307,90598,1,1
2099,307,90597,1,1
2100,308,90618,1,1
2101,308,90617,1,1
2102,308,90616,1,1
2103,308,90615,1,1
2104,308,90614,1,1
2111,207,90104,1,1
2112,207,90105,1,1
2113,222,90467,1,1
2114,222,90468,1,1
2115,153,90488,1,1
2116,153,90489,1,1
2117,132,90542,1,1
2118,132,90545,1,1
2119,115,90546,1,1
2120,115,90547,1,1
2121,132,90622,1,2
2122,115,90622,1,2
2123,153,90623,1,2
2124,222,90623,1,2
2125,207,90624,1,2
2138,319,90914,1,1
2139,319,90913,1,1
2140,319,90912,1,1
2141,319,90911,1,1
2142,319,90910,1,1
2143,319,90909,1,1
2144,319,90908,1,1
2145,319,90907,1,1
2146,319,90906,1,1
2154,252,90623,1,2
2155,246,90622,1,2
2158,325,90859,1,1
2159,325,90860,1,1
2160,325,90862,1,1
2161,325,90861,1,1
2162,325,90858,1,1
2173,52,90331,1,0
2207,344,90914,1,1
2208,344,90913,1,1
2209,344,90912,1,1
2210,344,90911,1,1
2211,344,90910,1,1
2212,344,90909,1,1
2213,344,90908,1,1
2214,344,90907,1,1
2215,344,90906,1,1
2248,356,98137,1,1
2249,356,98138,1,1
2250,356,98139,1,1
2251,356,98140,1,1
2252,356,98141,1,1
2253,356,98142,1,1
2254,356,98143,1,1
2255,356,98144,1,1
2256,356,98145,1,1
