ID,GarrAbilityID,AbilityAction,AbilityTargetType,GarrMechanicTypeID,CombatWeightBase,CombatWeightMax,ActionValueFlat,ActionRace,ActionHours,ActionRecordID,Flags
843,716,22,1,0,0,0,15,0,0,85,0
844,717,22,1,0,0,0,20,0,0,85,0
845,718,22,1,0,0,0,10,0,0,99,0
846,719,22,1,0,0,0,20,0,0,99,0
847,720,22,1,0,0,0,15,0,0,100,0
848,721,22,1,0,0,0,20,0,0,100,0
849,722,22,1,0,0,0,10,0,0,102,0
850,723,22,1,0,0,0,20,0,0,102,0
851,724,22,1,0,0,0,15,0,0,103,0
852,725,22,1,0,0,0,20,0,0,103,0
853,726,22,1,0,0,0,10,0,0,67,0
854,727,22,1,0,0,0,20,0,0,67,0
855,728,22,1,0,0,0,15,0,0,66,0
856,729,22,1,0,0,0,20,0,0,66,0
857,730,22,1,0,0,0,10,0,0,81,0
858,731,22,1,0,0,0,20,0,0,81,0
859,732,22,1,0,0,0,15,0,0,82,0
860,733,22,1,0,0,0,20,0,0,82,0
861,734,22,1,0,0,0,10,0,0,87,0
862,735,22,1,0,0,0,20,0,0,87,0
863,736,22,1,0,0,0,15,0,0,88,0
864,737,22,1,0,0,0,20,0,0,88,0
865,738,22,1,0,0,0,10,0,0,91,0
866,739,22,1,0,0,0,20,0,0,91,0
867,740,22,1,0,0,0,15,0,0,92,0
868,741,22,1,0,0,0,20,0,0,92,0
869,742,22,1,0,0,0,10,0,0,75,0
870,743,22,1,0,0,0,20,0,0,75,0
871,744,22,1,0,0,0,15,0,0,76,0
872,745,22,1,0,0,0,20,0,0,76,0
873,691,2,0,0,0,0,5,0,0,0,0
874,689,37,0,0,0,0,1,0,0,33,0
875,690,17,0,0,0,0,0.95,0,0,0,0
876,696,37,0,0,0,0,1,0,0,34,0
877,695,37,0,0,0,0,1,0,0,33,0
878,697,17,0,0,0,0,0.95,0,0,0,0
879,686,37,0,0,0,0,1,0,0,34,0
880,688,2,0,0,0,0,5,0,0,0,0
881,687,17,0,0,0,0,0.95,0,0,0,0
882,693,37,0,0,0,0,1,0,0,34,0
883,694,2,0,0,0,0,5,0,0,0,0
884,692,37,0,0,0,0,1,0,0,33,0
885,746,37,0,0,0,0,1,0,0,38,0
886,747,37,0,0,0,0,1,0,0,38,0
887,748,2,0,0,0,0,20,0,0,0,0
888,749,2,0,0,0,0,30,0,0,0,0
889,546,23,0,113,0,0,20,0,0,0,0
890,546,23,0,114,0,0,20,0,0,0,0
891,546,23,0,109,0,0,20,0,0,0,0
896,634,2,0,0,0,0,20,0,0,0,0
897,750,2,0,0,0,0,20,0,0,0,0
898,751,2,0,0,0,0,1,0,0,0,0
899,752,2,0,0,0,0,25,0,0,0,0
900,753,34,0,0,0,0,1,0,0,82,0
901,754,7,0,0,0,0,20,0,4,0,0
902,755,7,0,0,0,0,40,0,4,0,0
903,756,7,0,0,0,0,30,0,4,0,0
904,757,6,0,0,0,0,20,0,8,0,0
905,758,6,0,0,0,0,30,0,8,0,0
906,759,6,0,0,0,0,40,0,8,0,0
907,760,2,0,0,0,0,-100,0,0,0,1
908,761,2,0,0,0,0,75,0,0,0,1
909,762,2,0,0,0,0,-15,0,0,0,1
910,763,2,0,0,0,0,-25,0,0,0,1
912,629,34,0,0,0,0,1,0,0,75,0
913,615,34,0,0,0,0,1,0,0,79,0
914,579,34,0,0,0,0,1,0,0,97,0
915,585,34,0,0,0,0,1,0,0,86,0
916,571,34,0,0,0,0,1,0,0,67,0
917,498,34,0,0,0,0,1,0,0,102,0
918,598,34,0,0,0,0,1,0,0,99,0
919,753,34,0,0,0,0,1,0,0,81,0
920,594,34,0,0,0,0,1,0,0,87,0
921,658,34,0,0,0,0,1,0,0,91,0
922,764,21,0,0,0,0,1,0,0,68568,0
923,765,2,0,0,0,0,20,0,0,0,0
924,766,23,0,121,0,0,15,0,0,0,0
925,767,23,0,121,0,0,15,0,0,0,0
926,768,23,0,121,0,0,15,0,0,0,0
927,769,23,0,115,0,0,15,0,0,0,0
928,769,23,0,110,0,0,15,0,0,0,0
929,770,23,0,121,0,0,15,0,0,0,0
930,771,23,0,110,0,0,15,0,0,0,0
931,772,23,0,110,0,0,15,0,0,0,0
932,773,23,0,115,0,0,15,0,0,0,0
933,773,23,0,110,0,0,15,0,0,0,0
934,774,23,0,121,0,0,15,0,0,0,0
935,775,21,0,0,0,0,0,0,0,68587,0
936,776,2,0,0,0,0,20,0,0,0,0
937,777,23,0,121,0,0,15,0,0,0,0
938,778,2,0,0,0,0,30,0,0,0,0
939,779,23,0,121,0,0,15,0,0,0,0
940,780,23,0,115,0,0,15,0,0,0,0
941,781,23,0,110,0,0,15,0,0,0,0
942,782,21,0,0,0,0,1,0,0,68589,0
943,783,37,0,0,0,0,1,0,0,38,0
944,784,37,0,0,0,0,1,0,0,38,0
945,785,21,0,0,0,0,1,0,0,70306,0
946,786,37,0,0,0,0,1,0,0,38,0
947,787,21,0,0,0,0,1,0,0,70306,0
948,788,21,0,0,0,0,1,0,0,70306,0
949,789,21,0,0,0,0,1,0,0,68600,0
951,791,2,0,0,0,0,5,0,0,0,0
952,792,2,0,0,0,0,2,0,0,0,0
953,793,2,0,0,0,0,10,0,0,0,0
954,794,2,0,0,0,0,50,0,0,0,0
955,795,2,0,0,0,0,25,0,0,0,0
956,796,2,0,0,0,0,100,0,0,0,0
957,588,34,0,0,0,0,1,0,0,73,0
958,645,34,0,0,0,0,1,0,0,93,0
960,798,23,0,113,0,0,50,0,0,0,0
961,798,23,0,114,0,0,50,0,0,0,0
962,798,23,0,109,0,0,50,0,0,0,0
963,799,23,0,115,0,0,15,0,0,0,0
964,799,23,0,121,0,0,15,0,0,0,0
965,800,21,0,0,0,0,20,0,0,70341,0
966,801,23,0,115,0,0,15,0,0,0,0
967,802,2,0,0,0,0,30,0,0,0,0
968,803,23,0,110,0,0,15,0,0,0,0
969,804,23,0,121,0,0,15,0,0,0,0
970,805,23,0,113,0,0,75,0,0,0,0
971,805,23,0,114,0,0,75,0,0,0,0
972,805,23,0,109,0,0,75,0,0,0,0
973,806,23,0,115,0,0,15,0,0,0,0
974,807,21,0,0,0,0,1,0,0,70764,0
975,808,2,0,0,0,0,20,0,0,0,0
977,810,23,0,115,0,0,15,0,0,0,0
978,811,23,0,115,0,0,15,0,0,0,0
979,812,24,2,0,0,0,5,0,0,0,0
980,813,24,2,0,0,0,5,0,0,0,0
981,814,21,0,0,0,0,1,0,0,71305,0
982,815,2,0,0,0,0,40,0,0,0,0
983,816,21,0,0,0,0,1,0,0,71308,0
984,817,2,0,0,0,0,40,0,0,0,0
985,818,2,0,0,0,0,40,0,0,0,0
986,818,28,0,0,0,1,0,0,0,0,0
987,819,23,0,115,0,0,15,0,0,0,0
988,820,21,0,0,0,0,1,0,0,71310,0
989,821,2,0,0,0,0,20,0,0,0,0
990,822,23,0,115,0,0,15,0,0,0,0
991,823,23,0,121,0,0,15,0,0,0,0
992,824,24,2,0,0,0,5,0,0,0,0
993,825,24,2,0,0,0,5,0,0,0,0
994,826,6,0,0,0,0,15,0,8,0,0
995,827,26,1,0,0,0,20,0,0,478,0
996,827,26,1,0,0,0,20,0,0,480,0
997,827,26,1,0,0,0,20,0,0,755,0
998,827,26,1,0,0,0,20,0,0,479,0
999,827,26,1,0,0,0,20,0,0,757,0
1000,827,26,1,0,0,0,20,0,0,756,0
1001,827,26,1,0,0,0,20,0,0,758,0
1002,827,26,1,0,0,0,20,0,0,759,0
1003,827,26,1,0,0,0,20,0,0,1000,0
1004,828,23,0,121,0,0,15,0,0,0,0
1005,829,23,0,121,0,0,15,0,0,0,0
1033,855,12,0,0,0,0,0,0,0,0,0
1054,876,2,1,0,0,0,30,0,0,0,0
1055,877,2,0,0,0,0,30,0,0,0,0
1056,878,2,0,0,0,0,30,0,0,0,0
1057,879,2,0,0,0,0,30,0,0,0,0
1064,884,2,0,0,0,0,30,0,0,0,0
1066,885,2,0,0,0,0,30,0,0,0,0
1069,886,2,0,0,0,0,30,0,0,0,0
1071,887,2,0,0,0,0,30,0,0,0,0
1073,888,2,0,0,0,0,30,0,0,0,0
1075,889,2,0,0,0,0,30,0,0,0,0
1078,890,2,0,0,0,0,30,0,0,0,0
1080,891,2,0,0,0,0,30,0,0,0,0
1086,892,15,0,0,0,0,1,0,0,0,0
1101,905,37,0,0,0,0,1,0,0,36,0
1102,905,37,0,0,0,0,1,0,0,38,0
1106,906,2,0,0,0,0,15,0,0,0,0
1109,907,37,0,0,0,0,1,0,0,38,0
1113,908,2,0,0,0,0,15,0,0,0,0
1114,908,17,0,0,0,0,0.85,0,0,0,0
1118,906,23,0,115,0,0,15,0,0,0,0
1121,909,2,0,0,0,0,15,0,0,0,0
1122,909,23,0,121,0,0,15,0,0,0,0
1125,910,2,0,0,0,0,15,0,0,0,0
1126,910,23,0,110,0,0,15,0,0,0,0
1129,911,37,0,0,0,0,1,0,0,36,0
1132,912,22,1,0,0,0,20,0,0,149,0
1134,913,22,1,0,0,0,20,0,0,154,0
1136,914,22,1,0,0,0,20,0,0,152,0
1138,915,22,1,0,0,0,20,0,0,157,0
1140,916,22,1,0,0,0,20,0,0,155,0
1142,917,22,1,0,0,0,20,0,0,156,0
1144,918,22,1,0,0,0,20,0,0,153,0
1146,919,22,1,0,0,0,20,0,0,147,0
1148,920,22,1,0,0,0,20,0,0,158,0
1150,921,22,1,0,0,0,20,0,0,150,0
1152,922,22,1,0,0,0,20,0,0,151,0
1155,923,22,1,0,0,0,20,0,0,148,0
1188,952,23,0,110,0,0,75,0,0,0,0
1189,954,23,0,115,0,0,75,0,0,0,0
1190,953,23,0,121,0,0,75,0,0,0,0
1196,959,2,0,0,0,0,0,0,0,0,1
1197,960,6,0,0,0,0,30,0,8,0,0
1199,961,2,0,0,0,0,20,0,0,0,0
1201,962,23,0,110,0,0,30,0,0,0,0
1203,963,7,0,0,0,0,40,0,8,0,0
1205,964,17,0,0,0,0,0.75,0,0,0,0
1207,965,23,0,121,0,0,40,0,0,0,0
1209,966,7,0,0,0,0,50,0,8,0,0
1211,967,6,0,0,0,0,50,0,8,0,0
1213,968,2,0,0,0,0,30,0,0,0,0
1214,969,17,0,0,0,0,0.7,0,0,0,0
1215,970,23,0,115,0,0,50,0,0,0,0
1218,971,2,0,0,0,0,25,0,0,0,0
1219,971,17,0,0,0,0,0.75,0,0,0,0
1220,972,7,0,0,0,0,40,0,8,0,0
1221,972,23,0,115,0,0,40,0,0,0,0
1224,973,7,0,0,0,0,40,0,8,0,0
1225,973,23,0,121,0,0,40,0,0,0,0
1228,974,6,0,0,0,0,40,0,8,0,0
1229,974,23,0,115,0,0,40,0,0,0,0
1232,975,6,0,0,0,0,40,0,8,0,0
1233,975,23,0,110,0,0,40,0,0,0,0
1236,976,2,0,0,0,0,25,0,0,0,0
1237,976,23,0,121,0,0,40,0,0,0,0
1240,977,2,0,0,0,0,25,0,0,0,0
1241,977,23,0,110,0,0,40,0,0,0,0
1242,978,0,0,135,650,800,0,0,0,0,0
1251,987,2,0,0,0,0,-25,0,0,0,1
1252,988,2,0,0,0,0,-50,0,0,0,1
1253,989,2,0,0,0,0,-75,0,0,0,1
1254,990,2,0,0,0,0,-100,0,0,0,1
1256,991,7,0,0,0,0,30,0,8,0,0
1258,992,23,0,115,0,0,30,0,0,0,0
1259,993,17,0,0,0,0,0.8,0,0,0,0
1260,994,23,0,121,0,0,30,0,0,0,0
1261,995,23,0,110,0,0,50,0,0,0,0
1262,996,23,0,121,0,0,50,0,0,0,0
1263,997,2,0,0,0,0,25,0,0,0,0
1264,998,23,0,110,0,0,40,0,0,0,0
1265,999,23,0,115,0,0,40,0,0,0,0
1266,1000,6,0,0,0,0,40,0,8,0,0
1311,1042,0,0,138,650,650,0,0,0,0,0
1313,1043,0,0,147,650,650,0,0,0,0,0
1319,1046,2,0,0,0,0,-25,0,0,0,0
1323,1047,23,0,143,0,0,50,0,0,0,0
1330,1053,2,0,0,0,0,-25,0,0,0,1
1332,1054,0,0,141,0,0,100,0,0,0,0
1338,1056,2,0,0,0,0,15,0,0,0,0
1340,1057,2,0,0,0,0,15,0,0,0,0
1341,1058,2,0,0,0,0,15,0,0,0,0
1343,1059,23,0,139,0,0,50,0,0,0,0
1344,1060,2,0,0,0,0,15,0,0,0,0
1345,1061,17,0,0,0,0,-50,0,0,0,0
1347,1062,0,0,149,650,900,0,0,0,0,0
1349,1063,13,2,0,0,0,0,0,0,0,1
1350,1064,2,0,0,0,0,15,0,0,0,0
1351,1065,2,0,0,0,0,15,0,0,0,0
1352,1066,2,0,0,0,0,15,0,0,0,0
1353,1067,23,0,139,0,0,100,0,0,0,0
1354,1067,23,0,150,0,0,0,0,0,0,0
1356,1068,2,0,0,0,0,15,0,0,0,1
1358,1040,24,0,0,0,0,10,0,0,0,0
1364,1073,2,0,0,0,0,0,0,0,0,1
1370,1078,17,0,0,0,0,2,0,0,0,1
1371,1079,39,0,0,0,0,2,0,0,1220,1
1373,1080,27,0,0,0,0,1,0,0,0,1
1375,1081,29,0,0,0,0,-20000,0,0,0,1
1377,1082,2,0,0,0,0,0,0,0,0,1
1379,1083,0,0,143,100,100,0,0,0,0,0
1380,1084,0,0,144,100,100,0,0,0,0,0
1383,1085,0,0,142,100,100,0,0,0,0,0
1384,1086,23,0,144,0,0,30,0,0,0,0
1385,1087,23,0,144,0,0,30,0,0,0,0
1386,1088,35,0,0,0,1,50,0,0,0,0
1387,1089,23,0,144,0,0,30,0,0,0,0
1388,1090,23,0,142,0,0,30,0,0,0,0
1389,1091,23,0,143,0,0,30,0,0,0,0
1390,1092,2,0,0,650,650,20,0,0,0,0
1391,1093,23,0,142,0,0,30,0,0,0,0
1392,1094,23,0,143,0,0,30,0,0,0,0
1394,1096,2,0,0,0,0,15,0,0,0,0
1395,1097,17,0,0,0,0,0.5,0,0,0,0
1396,1098,29,0,0,0,0,30,0,0,0,0
1397,1099,28,0,0,0,1,1,0,0,0,0
1398,1100,12,0,0,0,0,0,0,0,0,0
1399,1101,12,0,0,0,0,0,0,0,0,0
1400,1099,2,0,0,0,0,25,0,0,0,0
1401,1102,26,2,0,0,0,20,0,0,1063,0
1402,1103,26,2,0,0,0,20,0,0,1067,0
1403,1104,35,2,0,1,1,50,0,0,0,0
1410,1111,17,0,0,0,0,0.5,0,0,0,0
1439,1112,26,2,0,0,0,20,0,0,1063,0
1440,1113,2,1,0,0,0,20,0,0,0,0
1441,1114,26,2,0,0,0,15,0,0,1067,0
1442,1114,26,2,0,0,0,15,0,0,1063,0
1443,1114,26,2,0,0,0,15,0,0,1066,0
1444,1114,26,2,0,0,0,15,0,0,1064,0
1445,1114,26,2,0,0,0,15,0,0,1070,0
1446,1114,26,2,0,0,0,15,0,0,1071,0
1447,1114,26,2,0,0,0,15,0,0,1073,0
1448,1115,0,0,141,0,0,100,0,0,0,0
1449,1116,28,7,0,-1,0,1,0,0,0,0
1451,1117,24,2,0,0,0,1,0,0,0,0
1453,1118,25,1,0,1,1,20,0,0,0,0
1455,1119,17,1,0,0,0,0.5,0,0,0,0
1456,1095,2,0,0,0,0,0,0,0,0,0
1457,1120,2,0,0,0,0,0,0,0,0,0
1459,1121,25,1,0,0,1,15,0,0,0,0
1467,1122,26,2,0,0,0,10,0,0,1067,0
1468,1122,26,2,0,0,0,15,0,0,1063,0
1469,1122,26,2,0,0,0,15,0,0,1066,0
1470,1122,26,2,0,0,0,15,0,0,1064,0
1471,1122,26,2,0,0,0,15,0,0,1070,0
1472,1122,26,2,0,0,0,15,0,0,1071,0
1473,1122,26,2,0,0,0,15,0,0,1073,0
1474,1123,0,0,141,0,0,100,0,0,0,0
1475,1124,0,0,141,0,0,100,0,0,0,0
1476,1125,28,1,0,-1,0,1,0,0,0,0
1478,1126,17,0,0,0,0,0.5,0,0,0,0
1490,1131,26,2,0,0,0,15,0,0,1067,0
1491,1131,26,2,0,0,0,15,0,0,1063,0
1492,1131,26,2,0,0,0,15,0,0,1066,0
1493,1131,26,2,0,0,0,15,0,0,1064,0
1494,1131,26,2,0,0,0,15,0,0,1070,0
1495,1131,26,2,0,0,0,15,0,0,1071,0
1496,1131,26,2,0,0,0,15,0,0,1073,0
1500,1102,26,2,0,0,0,20,0,0,1064,0
1502,1112,26,2,0,0,0,20,0,0,1066,0
1503,1103,26,2,0,0,0,20,0,0,1071,0
1504,1103,26,2,0,0,0,20,0,0,1073,0
1508,1132,37,0,0,0,0,1,0,0,38,0
1510,1133,37,0,0,0,0,1,0,0,38,0
1511,1134,37,0,0,0,0,1,0,0,38,0
1512,1135,37,0,0,0,0,1,0,0,38,0
1514,1136,23,0,115,0,0,15,0,0,0,0
1516,1137,23,0,115,0,0,15,0,0,0,0
1518,1138,2,0,0,0,0,10,0,0,0,0
1520,1139,2,0,0,0,0,10,0,0,0,0
1524,1140,22,0,0,0,0,-100,0,0,193,1
1525,1084,2,1,0,0,0,10,0,0,0,1
1527,1083,2,0,0,0,0,10,0,0,0,1
1529,1085,2,0,0,0,0,10,0,0,0,1
1537,1145,28,7,0,-1,0,1,0,0,0,0
1539,1140,22,0,0,0,0,-100,0,0,194,0
1549,1040,2,0,0,0,0,-25,0,0,0,1
1550,1146,21,0,0,0,0,100,0,0,89481,0
1551,1147,21,0,0,0,0,100,0,0,89479,0
1552,1148,21,0,0,0,0,100,0,0,89469,0
1553,1149,21,0,0,0,0,100,0,0,89475,0
1554,1150,21,0,0,0,0,100,0,0,89473,0
1555,1151,21,0,0,0,0,100,0,0,89467,0
1556,1152,21,0,0,0,0,100,0,0,89477,0
1557,1153,21,0,0,0,0,50,0,0,89466,0
1558,1154,21,0,0,0,0,100,0,0,89471,0
1559,1155,2,0,0,0,0,10,0,0,0,0
1560,1156,17,0,0,0,0,0.8,0,0,0,0
1561,1157,26,2,0,0,0,10,0,0,1067,0
1650,1246,23,0,115,0,0,10,0,0,0,0
1658,1252,2,0,0,0,0,40,0,0,0,0
1661,1253,2,0,0,0,0,20,0,0,0,0
1662,1253,2,0,0,0,0,5,0,0,0,0
1664,1254,34,0,0,0,0,2,0,0,193,0
1667,1255,2,0,0,0,0,100,0,0,0,0
1669,1256,2,0,0,0,0,10,0,0,0,0
1672,1257,2,0,0,0,0,80,0,0,0,0
1674,1258,2,0,0,0,0,15,0,0,0,0
1678,1254,34,0,0,0,0,2,0,0,194,0
1679,1114,26,2,0,0,0,15,0,0,1177,0
1680,1114,26,2,0,0,0,15,0,0,1178,0
1681,1114,26,2,0,0,0,15,0,0,1179,0
1682,1131,26,2,0,0,0,15,0,0,1177,0
1683,1131,26,2,0,0,0,15,0,0,1178,0
1684,1131,26,2,0,0,0,15,0,0,1179,0
1685,1157,26,2,0,0,0,10,0,0,1063,0
1686,1157,26,2,0,0,0,10,0,0,1066,0
1687,1157,26,2,0,0,0,10,0,0,1064,0
1688,1157,26,2,0,0,0,10,0,0,1070,0
1689,1157,26,2,0,0,0,10,0,0,1071,0
1690,1157,26,2,0,0,0,10,0,0,1073,0
1691,1157,26,2,0,0,0,10,0,0,1177,0
1692,1157,26,2,0,0,0,10,0,0,1178,0
1693,1157,26,2,0,0,0,10,0,0,1179,0
1695,1102,26,2,0,0,0,20,0,0,1179,0
1697,1103,26,2,0,0,0,20,0,0,1178,0
1699,1112,26,2,0,0,0,20,0,0,1179,0
1701,1259,17,0,0,0,0,0.5,0,0,0,0
1702,1260,17,0,0,0,0,0.5,0,0,0,0
1704,1261,2,0,0,0,0,5,0,0,0,0
1706,1262,0,0,153,650,650,0,0,0,0,0
1707,1263,2,0,0,0,0,-50,0,0,0,1
1710,1257,2,0,0,0,0,20,0,0,0,0
1711,1264,3,0,0,579,0,0,0,0,0,1
1712,1264,3,0,0,575,0,0,0,0,0,1
1713,1264,3,0,0,458,0,0,0,0,0,1
1714,1264,3,0,0,454,0,0,0,0,0,1
1718,1266,0,0,256,650,650,0,0,0,0,0
1719,1267,0,0,256,650,650,0,0,0,0,0
1720,1268,23,0,143,0,0,30,0,0,0,0
1721,1269,23,0,256,0,0,30,0,0,0,0
1722,1270,2,0,0,0,0,10,0,0,0,0
1723,1265,2,0,0,0,0,-100,0,0,0,1
1725,1103,26,2,0,0,0,20,0,0,1183,0
1727,1114,26,2,0,0,0,15,0,0,1183,0
1729,1131,26,2,0,0,0,15,0,0,1183,0
1731,1157,26,2,0,0,0,10,0,0,1183,0
1743,1271,2,0,0,0,0,100,0,0,0,0
1744,1271,2,0,0,0,0,200,0,0,0,0
1745,1271,2,0,0,0,0,300,0,0,0,0
1747,1272,21,0,0,0,0,100,0,0,100766,0
1780,1114,26,2,0,0,0,15,0,0,1184,0
1781,1114,26,2,0,0,0,15,0,0,1185,0
1782,1114,26,2,0,0,0,15,0,0,1186,0
1783,1114,26,2,0,0,0,15,0,0,1187,0
1784,1114,26,2,0,0,0,15,0,0,1189,0
1785,1114,26,2,0,0,0,15,0,0,1190,0
1786,1114,26,2,0,0,0,15,0,0,1191,0
1787,1114,26,2,0,0,0,15,0,0,1192,0
1788,1114,26,2,0,0,0,15,0,0,1193,0
1789,1114,26,2,0,0,0,15,0,0,1194,0
1790,1114,26,2,0,0,0,15,0,0,1195,0
1791,1114,26,2,0,0,0,15,0,0,1196,0
1792,1114,26,2,0,0,0,15,0,0,1197,0
1793,1114,26,2,0,0,0,15,0,0,1198,0
1794,1114,26,2,0,0,0,15,0,0,1188,0
1795,1114,26,2,0,0,0,15,0,0,1199,0
1796,1114,26,2,0,0,0,15,0,0,1200,0
1797,1114,26,2,0,0,0,15,0,0,1202,0
1798,1114,26,2,0,0,0,15,0,0,1201,0
1804,1131,26,2,0,0,0,15,0,0,1184,0
1805,1131,26,2,0,0,0,15,0,0,1185,0
1806,1131,26,2,0,0,0,15,0,0,1186,0
1807,1131,26,2,0,0,0,15,0,0,1187,0
1808,1131,26,2,0,0,0,15,0,0,1189,0
1809,1131,26,2,0,0,0,15,0,0,1190,0
1810,1131,26,2,0,0,0,15,0,0,1191,0
1811,1131,26,2,0,0,0,15,0,0,1192,0
1812,1131,26,2,0,0,0,15,0,0,1193,0
1813,1131,26,2,0,0,0,15,0,0,1194,0
1814,1131,26,2,0,0,0,15,0,0,1195,0
1815,1131,26,2,0,0,0,15,0,0,1196,0
1816,1131,26,2,0,0,0,15,0,0,1197,0
1817,1131,26,2,0,0,0,15,0,0,1198,0
1818,1131,26,2,0,0,0,15,0,0,1188,0
1819,1131,26,2,0,0,0,15,0,0,1199,0
1820,1131,26,2,0,0,0,15,0,0,1200,0
1821,1131,26,2,0,0,0,15,0,0,1201,0
1822,1131,26,2,0,0,0,15,0,0,1202,0
1823,1102,26,2,0,0,0,20,0,0,1184,0
1824,1102,26,2,0,0,0,20,0,0,1186,0
1825,1102,26,2,0,0,0,20,0,0,1190,0
1826,1102,26,2,0,0,0,20,0,0,1192,0
1827,1102,26,2,0,0,0,20,0,0,1198,0
1828,1102,26,2,0,0,0,20,0,0,1199,0
1829,1102,26,2,0,0,0,20,0,0,1201,0
1830,1103,26,2,0,0,0,20,0,0,1189,0
1831,1103,26,2,0,0,0,20,0,0,1194,0
1832,1103,26,2,0,0,0,20,0,0,1195,0
1833,1103,26,2,0,0,0,20,0,0,1197,0
1834,1103,26,2,0,0,0,20,0,0,1188,0
1835,1112,26,2,0,0,0,20,0,0,1184,0
1836,1112,26,2,0,0,0,20,0,0,1187,0
1837,1112,26,2,0,0,0,20,0,0,1190,0
1838,1112,26,2,0,0,0,20,0,0,1191,0
1839,1112,26,2,0,0,0,20,0,0,1198,0
1840,1112,26,2,0,0,0,20,0,0,1199,0
1841,1112,26,2,0,0,0,20,0,0,1202,0
1843,1273,17,0,0,0,0,0.75,0,0,0,0
1844,1274,14,0,0,0,0,1.25,0,0,0,0
1957,1321,0,0,114,650,800,0,0,0,0,0
