ID,LabelID,CreatureDifficultyID
91680,6746,238932
91681,6746,1981
91682,6746,230729
91683,6746,238113
91684,6746,346703
91685,6746,12944
91686,6746,238992
91687,6746,4849
91688,6746,239627
91689,6746,7037
91690,6746,1054
91691,6746,6228
91692,6746,269818
91693,6746,239218
91694,6746,8899
91695,6746,211096
91696,6746,238914
91697,6746,2740
91698,6746,4847
91699,6746,239626
91700,6746,9476
91701,6746,238926
91702,6746,3180
91703,6746,8898
91704,6746,211103
91705,6746,238911
91706,6746,6729
91707,6746,238876
91708,6746,4844
91709,6746,8895
91710,6746,211101
91711,6746,238919
91712,6746,9040
91713,6746,238937
91714,6746,2741
91715,6746,8283
91716,6746,1053
91809,6546,352273
91850,6543,352356
91861,6543,352481
92475,6563,352837
92476,6564,352837
92516,6563,352865
92590,6543,353334
92591,6543,353350
92970,6531,354609
92971,6532,354610
93176,6949,355473
93177,6949,355475
93178,6949,355474
93179,6939,344014
93180,6939,344015
93181,5309,344017
93182,5307,344010
93183,5309,344016
93184,5301,344003
93266,6531,355627
93303,6520,355841
93328,6549,356124
93539,6543,356714
93699,6543,356778
93986,7022,357318
93987,7022,357319
93988,7022,357320
93989,7022,357321
94130,6551,357614
94239,6559,358060
94240,6936,358060
94241,6563,358061
94242,6563,358062
94244,6543,358065
94249,6543,358105
94454,6543,358767
95111,6531,359505
95112,6531,359506
95410,6546,359977
95444,6532,360057
95473,6520,360127
