Name_lang,Pos[0],Pos[1],Pos[2],Rot[0],Rot[1],Rot[2],Rot[3],ID,OwnerID,DisplayID,Flags,Scale,TypeID,PhaseUseFlags,PhaseID,PhaseGroupID,Field_11_0_0_54210_011,PropValue[0],PropValue[1],PropValue[2],PropValue[3],PropValue[4],PropValue[5],PropValue[6],PropValue[7]
Tarren Mill,-777.27454,-1471.4723,61.135994,0,0,-0.707107,0.707107,1794,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Southshore,-777.27454,-1471.4723,60.635994,0,0,-0.707107,0.707107,1795,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Tarren Mill,-19.944336,-709.556,70.31881,0,0,1,0,2016,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Alterac Mountains,-19.891275,-709.50543,70.32528,0,0,-0.707107,0.707107,2017,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Alterac City,-19.90267,-709.5159,69.823906,0,0,-0.707107,0.707107,2018,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Strahnbrad,-19.922419,-709.51483,69.26715,0,0,-0.707107,0.707107,2019,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Durnholde Keep,-20.009983,-709.5384,69.28859,0,0,0.707107,0.707107,2020,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hillsbrad,-19.990234,-709.5395,69.84415,0,0,0.707107,0.707107,2021,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Southshore,-19.978842,-709.529,70.31802,0,0,0.707107,0.707107,2022,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Strahnbrad,455.82657,-628.81335,167.55013,0,0,0.996195,0.087156,2023,0,203,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Andorhal,452.4271,-629.57294,166.34795,0.576802,-0.173584,0.779713,0.170927,2024,0,203,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Alterac City,455.83557,-628.7837,167.56007,0,0,-0.091502,0.995805,2025,0,203,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hillsbrad Foothills,455.85938,-628.7778,167.57002,0,0,0.639439,0.768842,2026,0,203,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Andorhal,638.1336,-966.6539,164.82747,0,0,1,0,2027,0,203,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Strahnbrad,638.1872,-966.6467,164.82674,0,0,-0.707107,0.707107,2028,0,203,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Alterac City,638.1491,-966.61066,164.82562,0,0,0,1,2029,0,203,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Alterac City,758.71216,-1467.8291,78.66837,0,0,0.659346,0.75184,2030,0,203,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Andorhal,758.73016,-1467.8185,78.663414,0,0,-0.75184,0.659346,2031,0,203,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Warning!!!! Plaguelands,758.99817,-1467.1802,78.806694,-0.010186,-0.095401,0.993556,0.060349,2032,0,22,0,0.84,5,0,0,0,0,1,1,0,0,0,0,0,0
Agamand Mills,2374.4695,1263.3555,31.343763,0,0,0.984041,0.177944,2033,0,27,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Brill,2374.4006,1263.281,29.954874,0,0,0.984041,0.177944,2034,0,27,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Deathknell,2373.7825,1264.7754,31.34211,0,0,0.569997,0.821647,2035,0,27,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Agamand Mills,2349.638,1071.8871,39.379948,0,0,-0.707107,0.707107,2036,0,27,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Deathknell,2347.3054,1071.9126,39.392437,0,0,0.707107,0.707107,2037,0,27,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Brill,2347.2668,1071.8909,38.05783,0,0,0.707107,0.707107,2038,0,27,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hillsbrad Foothills,-549.53796,727.1287,91.10257,0,0,0.993068,0.117537,2048,0,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Gilneas,-549.49005,727.23004,91.09926,0,0,-0.117537,0.993068,2049,0,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Pyrewood Village,-549.49005,727.23004,90.5437,0,0,-0.117537,0.993068,2050,0,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Shadowfang Keep,-549.46594,727.2306,89.9898,0,0,-0.117537,0.993068,2051,0,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ambermill,-549.4887,727.17883,91.1012,0,0,-0.785317,0.619094,2052,0,150,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Wetlands,-2227.415,-2459.2708,81.66203,0,0,0.75184,0.659346,2670,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stromgarde,-2227.2031,-2459.254,81.66038,0,0,-0.659346,0.75184,2672,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thandol Span,-1553.6085,-2490.5435,55.007915,0,0,0.748956,0.66262,2673,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Wetlands,-1553.6086,-2490.55,54.450703,0,0,0.748956,0.66262,2674,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stromgarde,-1553.3745,-2490.5247,54.99099,0,0,-0.66262,0.748956,2675,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thandol Span,-1322.2177,-1848.6573,63.28964,0,0,0.98245,0.186524,2676,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Wetlands,-1322.2233,-1848.6467,62.734085,0,0,0.98245,0.186524,2677,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hillsbrad Plains,-1322.165,-1848.4679,63.304546,0,0,-0.186524,0.98245,2678,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stromgarde,-1322.291,-1848.5287,63.34851,0,0,0.562805,0.82659,2679,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hammerfall,-1553.447,-2490.6956,54.966152,0,0,0.998848,-0.047978,2680,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hammerfall,-1566.7916,-2697.9375,34.74491,0,0,0.99999,-0.004363,2681,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stromgarde,-1566.7928,-2697.7844,34.719673,0,0,0.004363,0.99999,2682,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Hammerfall,-1246.2129,-3229.962,35.06243,0,0,0.891007,-0.45399,2683,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stromgarde,-1246.4115,-3229.8362,35.03631,0,0,0.453991,0.891007,2684,0,195,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Refuge Pointe,-1456.3854,-2432.934,59.194756,0.022529,0.02936,0.990676,-0.131116,2685,0,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Bloodhoof Village,-1416.9518,87.15118,18.710594,0,0,0.374607,0.927184,2968,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thunder Bluff,-2309.8213,-599.0781,-7.035268,0,0,0.922201,-0.38671,2969,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Bloodhoof Village,-2311.9854,-599.9092,-7.035268,0,0,-0.104529,0.994522,2970,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-2310.763,-601.5215,-7.035268,0,0,0.688354,0.725374,2971,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Camp Narache,-2311.9849,-599.90356,-7.868601,0,0,-0.104529,0.994522,2972,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Camp Narache,-2472.8235,-492.04297,-6.20265,0,0,-0.394744,0.918791,2973,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thunder Bluff,-2470.7778,-493.88715,-6.202651,0,0,0.918791,0.394745,2974,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Bloodhoof Village,-2470.908,-491.9744,-6.20265,0,0,0.92881,-0.370557,2975,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-2470.7812,-493.8854,-7.035983,0,0,0.918791,0.394745,2976,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Bloodhoof Village,-2965.5977,-263.16037,55.371315,0,0,-0.03926,0.999229,3194,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thunder Bluff,-1415.0538,89.32639,18.65799,0,0,0.925541,-0.378648,3195,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thunder Bluff,-1792.9983,-17.67014,-7.201968,0,0,0.989651,-0.143493,3196,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Bloodhoof Village,-1795.6735,-18.67258,-7.148249,0,0,0.143493,0.989651,3197,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Bloodhoof Village,-2376.427,-901.55554,-6.59151,0,0,-0.760406,0.649448,3198,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-2376.6128,-904.2656,-6.535955,0,0,0.649448,0.760406,3199,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Grom'gol,-12167.854,-229.59201,33.280144,0,0,0.96005,0.279829,3202,0,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Arena,-12167.736,-230.05904,32.342823,0,0,-0.845728,0.533615,3203,0,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Booty Bay,-12167.743,-230.07812,33.28585,0,0,-0.845728,0.533615,3204,0,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Arena,-12205.785,-536.6424,29.194452,0.05583,0.08211,0.94166,0.321586,3205,0,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Booty Bay,-12205.601,-536.29517,27.903425,0.033132,0.002429,0.945127,0.32501,3206,0,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Duskwood,-12205.744,-535.4503,29.862715,0.062972,-0.044691,-0.323067,0.94322,3207,0,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Booty Bay,-13338.155,67.86903,25.728876,0,0,0.911762,0.410719,3208,0,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Grom'Gol,-13337.747,67.47613,25.648308,0,0,-0.410719,0.911762,3209,0,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Arena,-13337.598,67.98383,25.799154,0,0,0.354291,0.935135,3210,0,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Duskwood,-13331.591,62.018013,23.246155,0,0,0.935135,-0.354291,3211,0,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Booty Bay,-13332.118,61.86144,21.772646,0.08197,-0.0511,0.380991,0.919519,3212,0,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Arena,-13332.603,62.044487,22.580225,0,0,-0.410719,0.911762,3213,0,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Arena,-14253.895,301.95255,30.471872,0,0,-0.678801,0.734323,3214,0,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Grom'Gol,-14253.912,301.96902,29.640198,0,0,-0.678801,0.734323,3215,0,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Arena,-14238.786,301.40833,27.871958,0,0,0.999962,0.008727,3216,0,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Duskwood,-14238.755,301.0497,27.120619,-0.003861,0.056728,0.998342,0.00896,3217,0,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Razor Hill,1303.6061,-4397.3584,29.140507,0,0,0.999914,-0.01309,3224,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Razor Hill,285.14758,-3992.0205,36.100777,0,0,-0.740218,0.672367,3225,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Orgrimmar,306.62305,-4741.7324,12.867159,0,0,0.017452,0.999848,3226,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Den,305.82855,-4741.751,12.85134,0,0,0.999848,-0.017452,3227,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,306.1736,-4741.3213,12.875438,0,0,0.71934,0.694658,3228,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Den,-94.873695,-4739.0806,24.716887,0,0,1,0,3229,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Razor Hill,-94.099396,-4738.996,24.664032,0,0,0,1,3230,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Razor Hill,-591.9351,-4300.3037,40.37638,0,0,-0.757565,0.65276,3231,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Razor Hill,-602.69446,-4708.817,38.039024,0,0,-0.300706,0.953717,3232,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Den,-603.05493,-4708.276,38.114876,0,0,0.768842,0.639439,3233,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Orgrimmar,285.14908,-3991.9888,35.321026,0,0,-0.740218,0.672367,3234,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Orgrimmar,-94.13086,-4738.999,23.833153,0,0,0,1,3235,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Sen'jin Village,-603.3281,-4708.8022,38.054768,0,0,0.989651,-0.143493,3276,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,285.20096,-3991.1863,36.039795,0,0,0.672367,0.740218,3314,1,309,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ratchet,-452.22504,-2664.516,98.11682,0,0,0.707107,0.707107,4097,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Durotar,-450.99567,-2663.0232,98.07164,0,0,1,0,4098,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Mulgore,-453.70312,-2663.2744,98.07826,0,0,0,1,4099,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stonetalon Mountains,-452.41733,-2661.8518,98.0802,0,0,-0.707107,0.707107,4100,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Crossroads,-958.2309,-3680.3455,10.462513,0,0,-0.71934,0.694658,4101,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Crossroads,-532.6797,-1571.9144,94.00031,0,0,0.707107,0.707107,4102,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stonetalon Mountains,-532.87195,-1569.2501,94.00031,0,0,-0.707107,0.707107,4103,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ashenvale,-450.99673,-2663.0325,97.23887,0,0,1,0,4104,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dustwallow Marsh,-453.73938,-2663.2678,97.29931,0,0,0,1,4105,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thousand Needles,-453.727,-2663.2607,96.46641,0,0,0,1,4106,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Crossroads,-2286.4392,-2170.9287,98.52444,0,0,0.961262,0.275637,4115,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dustwallow Marsh,-2288.9253,-2171.0168,98.59141,0,0,0.207912,0.978148,4116,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Mulgore,-2287.7778,-2168.8352,98.63802,0,0,-0.704015,0.710185,4117,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thousand Needles,-2288.9233,-2171.0151,97.75798,0,0,0.207912,0.978148,4118,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Durotar,-2286.4583,-2170.918,97.74781,0,0,0.961262,0.275637,4119,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Mulgore,-3475.8298,-2045.368,99.08103,0,0,1,0,4120,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dustwallow Marsh,-3477.1035,-2046.7751,99.0788,0,0,0.707107,0.707107,4121,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Thousand Needles,-3478.5684,-2045.5955,99.0567,0,0,0,1,4122,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Crossroads,-3475.8022,-2045.368,98.2476,0,0,1,0,4123,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ashenvale,48.172092,-2707.7673,94.00626,0,0,1,0,4132,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Crossroads,45.464085,-2708.0176,94.002304,0,0,0,1,4133,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Durotar,46.942818,-2709.2603,94.00138,0,0,0.707107,0.707107,4134,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Crossroads,313.7936,-3599.1106,29.257446,0,0,-0.398749,0.91706,4135,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Durotar,314.78647,-3601.5107,29.303663,0,0,0.694658,0.71934,4136,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Mulgore,313.82812,-3599.1423,28.480917,0,0,-0.402747,0.915311,4137,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Mulgore,45.477432,-2708.007,93.16898,0,0,0,1,4138,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dolanaar,10374.567,743.24347,1322.1462,0,0,0.902585,0.430511,12351,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Starbreeze Village,10374.584,743.2652,1321.5323,0,0,0.902585,0.430511,12352,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Shadowglen,9955.029,659.7487,1310.2056,0,0,0.918791,-0.394744,12353,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Aldrassil,9955.029,659.7487,1309.5388,0,0,0.918791,-0.394744,12354,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Starbreeze Village,9954.965,659.80646,1310.2123,0,0,0.92881,0.370557,12355,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dolanaar,9955.044,659.7958,1310.2073,0,0,0.394744,0.918791,12356,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Darnassus,9955.045,659.7832,1309.5962,0,0,0.394744,0.918791,12357,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Starbreeze Village,9891.843,919.7804,1307.5563,0,0,0.986996,-0.160743,12358,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Shadowglen,9891.841,919.7698,1306.8896,0,0,0.986996,-0.160743,12359,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Oracle Glade,9891.901,919.8542,1306.8981,0,0,0.160742,0.986996,12360,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dolanaar,9891.888,919.88306,1307.5646,0,0,0.160742,0.986996,12361,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Aldrassil,9891.832,919.75024,1306.1656,0,0,0.986996,-0.160743,12362,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Darnassus,9891.887,919.88214,1306.2296,0,0,0.160742,0.986996,12363,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dolanaar,10019.191,1825.5045,1319.686,0,0,0.942641,-0.333807,12364,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Oracle Glade,10019.202,1825.5538,1319.6823,0,0,-0.430511,0.902585,12365,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Darnassus,10019.181,1825.5577,1319.6827,0,0,0.333807,0.942641,12366,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Grove of the Ancients,4982.9385,218.76042,38.966255,0,0,1,0,12893,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ameth'Aran,4983.033,218.7448,38.95688,0,0,-0.70710695,0.7071066,12894,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ashenvale,4982.9263,218.8368,38.969982,0,0,0.71325,0.70090973,12895,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Auberdine,4983.0347,218.73611,38.400867,0,0,-0.70710695,0.7071066,12896,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ameth'Aran,5633.7603,324.2396,19.910852,0,0,0.99965733,0.026176993,12897,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Grove of the Ancients,5633.6685,324.34897,19.976343,0,0,0.688355,0.7253739,12898,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ashenvale,5633.6685,324.34897,19.309675,0,0,0.688355,0.7253739,12899,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Bashal'Aran,5633.8516,324.27084,19.293118,0,0,-0.725374,0.688355,12900,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Auberdine,5633.8516,324.27084,19.959785,0,0,-0.725374,0.688355,12901,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Bashal'Aran,6303.993,325.89062,24.225233,0,0,1,0,12902,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Mathystra,6303.993,325.89062,23.669678,0,0,1,0,12903,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Ashenvale,6303.934,326.03125,24.222929,0,0,0.707107,0.707107,12904,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Mathystra,6817.335,48.414932,16.836472,0,0,1,0,12907,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Auberdine,6817.3335,48.557293,16.847315,0,0,0,1,12908,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Bashal'Aran,6817.2754,48.540474,16.844908,0,0,0.707107,0.707107,12909,1,388,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Darkshore,3230.698,233.38194,10.209317,0,0,-0.707107,0.707107,13348,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Astranaar,3230.6545,233.42188,10.222753,0,0,0.707107,0.707107,13349,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Astranaar,2834.1528,158.17014,102.28117,0,0,0.979925,0.199368,13350,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Darkshore,2834.1528,158.12326,102.27123,0,0,-0.199368,0.979925,13351,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Shrine of Aessina,2834.1511,158.17014,102.28117,0,0,0.551937,0.833886,13352,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Shrine of Aessina,3230.6511,233.42188,9.334446,0,0,0.707107,0.707107,13353,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Shrine of Aessina,2797.6094,-298.65103,107.24384,0,0,-0.246153,0.969231,13354,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Darkshore,2797.6206,-298.6427,106.63273,0,0,-0.246153,0.969231,13355,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,2667.9895,-417.02432,107.42522,0,0,0.889017,0.457874,13356,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Felwood,2667.9954,-417.03702,106.81246,0,0,0.889017,0.457874,13357,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Azshara,2668.0364,-416.9896,106.09361,0,0,0.889017,0.457874,13358,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Felwood,2270.184,-1739.4242,112.59631,0,0,0.994056,-0.108867,13405,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Astranaar,2270.1477,-1739.3547,112.59962,0,0,0.108867,0.994056,13406,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,2270.1672,-1739.4049,112.59631,0,0,0.779884,0.625924,13407,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Azshara,2270.1685,-1739.3906,111.98576,0,0,0.779884,0.625924,13408,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Azshara,1937.4896,-2171.9966,94.465096,0,0,1,0,13409,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,1937.4805,-2171.8984,94.46537,0,0,0.707107,0.707107,13410,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Felwood,1937.5009,-2171.9302,94.466286,0,0,0,1,13411,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Astranaar,1937.5009,-2171.9302,93.85518,0,0,0,1,13412,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Moonbrook,-9979.234,1007.1389,31.137272,0.087147936,0.0011410024,0.013040036,0.99610937,16396,0,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Mulgore,-2348.2212,-1910.5758,98.171425,0,0,-0.707107,0.707107,18033,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Crossroads,-2347.9966,-1913.2096,98.196815,0,0,0.707107,0.707107,18034,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Scarlet Watch Post,2654.6985,-633.4156,108.54667,0,0,0.104528,0.994522,19028,0,22,0,0.67,5,0,0,0,0,1,1,0,0,0,0,0,0
The Barrens,-1795.6414,-18.644587,-8.207746,0,0,0.152123,0.988362,19033,1,308,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Oracle Glade,9988.922,1958.5209,1326.1667,0,0,1,0,19545,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Dolanaar,9988.912,1958.5131,1325.5552,0,0,1,0,19546,1,386,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Greatwood Vale,-247.69466,-990.19574,18.311853,0.077955,-0.008882,-0.112854,0.990509,19553,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stonetalon Peak,-247.78993,-990.6992,16.216383,0,0,-0.087156,0.996195,19554,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Windshear Crag,-247.68576,-990.16754,17.751333,0.077955,-0.008882,-0.112854,0.990509,19555,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
The Charred Vale,-247.62196,-990.05164,17.234776,0.10287,-0.020455,-0.111672,0.988195,19556,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Welcome,-249.24957,-992.1007,16.497221,-0.143518,-0.084764,-0.574212,0.80156,19557,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Windshear Crag,92.3087,-55.574978,22.152306,0.073728,-0.026835,-0.340966,0.936796,19558,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Sun Rock Retreat,92.32943,-55.554092,21.601717,0.073728,-0.026835,-0.340966,0.936796,19559,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Stonetalon Peak,92.43924,-55.479656,21.116617,0.095253,-0.043904,-0.339276,0.934821,19560,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
Greatwood Vale,92.58941,-56.886936,19.967966,0.019279,0.081575,0.921872,0.378319,19561,1,22,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0
