ID,TraitCondID,TraitNodeID
15469,20241,82203
15470,20240,82204
15471,20236,82205
15472,20247,82215
15477,20286,82437
15478,20291,82680
15479,20305,82682
15480,20300,82682
15481,20287,82704
15482,20296,82705
15483,20301,82705
15492,20364,79976
15520,22570,86725
15539,22727,90061
15544,22739,90261
15545,22749,90325
15546,22748,90327
15547,22742,90330
15548,22794,91040
15549,22795,91041
15550,22793,91042
15551,22796,91043
15552,22798,91044
15553,22797,91045
15554,22801,91046
15555,22799,91046
15556,22802,91047
15557,22800,91047
15558,22803,82201
15559,22804,82212
15584,22873,92220
15585,22872,81603
15586,22871,81603
15587,22890,92537
15589,22966,92672
15619,22996,81075
15639,23119,93168
15640,23120,93168
15641,23118,93008
15643,23123,93176
15644,23125,93177
15645,23124,81625
15646,23127,93180
15647,23128,93181
15648,23126,81479
15649,23130,93187
15650,23132,93188
15651,23133,93189
15652,23131,81613
15653,23129,93174
15654,23135,93191
15655,23134,93192
15656,23136,81618
15660,23149,93356
15661,23150,93357
15662,23151,81624
