ID,NameSubtext_lang,Description_lang,AuraDescription_lang
25190,,"Charges an enemy, inflicting normal damage plus $s2",
25191,,"Charges an enemy, inflicting normal damage plus $s2",
25195,,"Forces nearby enemies to speak in Demonic, reducing their casting speed by $s1% for $d. Only one curse per warlock can be active on any one target.",Casting speed reduced by $s1%.
25198,,Inflicts $s1 Nature damage to nearby enemies every $t1 sec. for $d.,$s1 Nature damage inflicted every $t1 sec.
25199,,Transform yourself into a frog.  Lasts $d.,Frogger.
25201,,,
25207,,Gives $M1 additional spirit to nearby party members for $d.,Spirit increased by $s1.
25211,,Gives $M1 additional strength to nearby party members for $d.,Strength increased by $s1.
25229,,"Allows a jewelcrafter to make jewelry, up to to a maximum potential skill of 75.  Requires precious gems and metals gathered with the Mining skill.",
25230,,"Allows a jewelcrafter to make fantastic jewelry, up to a maximum potential skill of 150.",
25245,,,
25246,,,
25247,,Allows you to look far into the distance.,Increased vision range until you move.
25255,,,
25260,,The unnatural movement of the abomination's wings fill you with fear.,Fleeing in fear.
25262,,"Shoots poison at an enemy, inflicting Nature damage, then additional damage every $t2 sec. for $d.",Nature damage inflicted every $t2 sec.
25263,,Calls upon Holy magic to heal an ally.,
25278,,,
25280,,,
25281,,You've slain a turkey. Beware.,Nearby Turkeys are watching you.
25282,,Makes the caster immune to all schools of magic for 6 sec.,Immune to all schools.
25283,,,
25284,,,
25285,,You've incurred the wrath of nearby turkeys!,You've incurred the wrath of nearby turkeys!
25287,,,
25301,,Calls an Angry Turkey to attack you.,
25305,,,
25317,,,
25318,,,
25320,,,
25321,,,
25322,,"Inflicts normal damage plus $s1 to enemies in a cone in front of the caster, knocking them back.",
25323,,,
25339,,,
25371,,"Consumes the target, dealing Nature damage and healing the caster.",You are being consumed!
25373,,Drains health from the target.,You are being consumed!
25378,,Heals the caster.,Heals the caster.
25383,,,
25424,,"Shoots poison at an enemy, inflicting Nature damage, then additional damage every $t2 sec. for $d.",Deals $s2 nature damage every $t2 sec.
25425,,"Inflicts Nature damage to nearby enemies, reducing their attack speed and slowing their movement speed for $d.",Stunned.
25430,,Permits passengers to ride in the sidecar.,Allowing passengers to ride.
25462,,Increases physical damage dealt.,Physical damage dealt is increased by $s1.
25465,,Shoots a firework at target.,
25471,,Marks the target for death.,Marked for death...
25490,,,
25493,,,
25495,,Stuns for $d.,Stunned.
25497,,"Spits poison at an enemy, inflicting Nature damage, then additional damage every $t2 sec. for $d.",Nature damage inflicted every $t2 sec.
25498,,,
25504,,Imbue the Shaman's weapon with wind.  Each hit has a 20% chance of dealing additional damage equal to three extra attacks with extra attack power.  Lasts 60 minutes.,
25514,,Calls upon Holy magic to heal an ally.,
25515,,"Stuns an enemy, rendering it unable to move or attack for $d.",Stunned.
25516,,Increases nearby allies' attack speed and casting speed and heals them every 3 seconds.,"Heals $s1 health every $t1 sec.
Attack speed increased by $s2%
Casting speed increased by $s3%"
25565,,,
25572,Rank 1,"Causes $s1 Shadow damage instantly, but the damage caused will begin healing itself $t seconds after landing.","Causes Shadow damage instantly, but the damage caused will begin healing itself $25572t seconds after landing."
25586,,"Hurls missiles of dark magic, inflicting Shadow damage to nearby enemies.",
25595,,,
25599,,Deals Nature damage to enemies and knocks them back.,
25602,,"Reduces an enemy's armor for $d. While affected, the target cannot use stealth or invisibility.","Armor reduced by $s1.
Cannot use stealth or invisibility."
25603,,"Reduces an enemy's attack speed by $s1%, increases casting time by $s1% and slows its movement to $s2% of normal for $d.",Movement speed reduced by $s2%.  Time between melee and ranged attacks increased by $s1%.  Casting time increased by $s1%.
25605,,Inflicts Nature damage to an enemy every $t1 sec. for $d.,Deals $s1 nature damage every $t1 sec.
25606,,Gives $M1 additional stamina to nearby party members for $d.,Stamina increased by $s1.
25607,,Increases spell power of all nearby party members by $M1 for $d.,Spell power increased by $s1.
25608,,Restores $s1 health to all nearby party members every 5 seconds for $d.,Restores $s1 health every 5 seconds.
25610,,,
25612,,,
25613,,,
25614,,,
25615,,,
25617,,,
25618,,,
25619,,,
25620,,,
25621,,,
25622,,,
25640,,Thorns sprout from the friendly target causing $s1 Nature damage to attackers when hit.  Lasts $d.,Causes $s1 Nature damage to attackers.
25641,,Absorbs $s1 Frost damage.  Lasts $d.,Absorbs Frost damage.
25645,,Inflicts Nature damage to an enemy every $t1 sec. for $d.,Deals $s1 nature damage every $t1 sec.
25646,,"A punshing blow strikes the target, reducing the effectiveness of healing spells by $s1%.",Healing reduced by $s1%.
25648,,,
25649,,,
25650,,,
25651,,Inflicts $s1 Fire damage to an enemy and increases the Fire damage it takes by $s2 for $d.,Fire damage taken is increased by $s2.
25652,,,
25653,,"Inflicts $s1 damage on enemies in a cone behind the caster, knocking them back.",$s1 Fire damage every $t1 seconds.
25654,,,Stunned.
25655,,,Not wielding a weapon.
25656,,Reduces the chance to hit of nearby enemies and prevents them from casting spells for 20 sec.,"Chance to hit reduced by $s2%.
Unable to cast spells."
25659,,,
25660,,Restores $o1 health over $d.  Must remain seated while eating.  If you spend at least 10 seconds eating you will become well fed and gain $25661s1 Stamina for $24799d.,Restores $/5;s1 health per second.
25661,,Increases Stamina by $s1 for $d.,Stamina increased by $s1.
25668,,Inflicts $s1 Fire damage to an enemy and increases the Fire damage it takes by $s2 for $d.,Fire damage taken is increased by $s2.
25669,,"Chance to decapitate the target on a melee swing, causing $24241s1 damage.",
25671,,Drains mana from the target and returns mana to Moam.,
25672,,Deals Arcane damage and knocks enemies into the air.,
25673,,,Riding Har'koa's Kitten.
25675,,Summons and dismisses a reindeer mount.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
25677,,Throw me before I melt!,
25678,,,
25679,,"Sends out a blast wave of magic, inflicting $s1 Arcane damage to nearby enemies.",
25681,,Summons a Mana Fiend to aid Moam in battle.,
25682,,,
25683,,,
25685,,"Energizes Moam, restoring his mana.",Gaining $s2 mana every $t2 sec.
25686,,Throw me at someone!,
25687,,Throw me at someone!,
25688,,Transforms the appearance of the recipient to resemble Narain Soothfancy.,You are Narain! Shhhh!
25689,,Increases fire spell power by $s1.,
25690,,Restores $25702o1 health and $25703o1 mana over $25702d.  Must remain seated while eating.  If you spend at least 10 seconds eating you will become well fed and gain $25694s1 Mana every 5 seconds for $25694d.,Restores $/5;s1 mana per second.
25691,,Restores $25888o1 health and $25889o1 mana over $25888d.  Must remain seated while eating.  If you spend at least 10 seconds eating you will become well fed and gain $25941s1 Mana every 5 seconds for $25941d.,Restores $/5;s1 mana per second.
25692,,Restores $25700o1 health and $25701o1 mana over $25700d.  Must remain seated while eating.,
25693,,Restores $25886o1 health and $25887o1 mana over $25887d.  Must remain seated while eating.,
25694,,Mana Regeneration increased by $s1 per 5 seconds. Lasts $d.,Mana Regeneration increased by $w1 per 5 seconds.
25695,,,Restores $/5;s1 health per second.
25696,,,Restores $/5;s2 mana per second.
25697,,Restores $o1 health and $o2 mana over $d.  Must remain seated while eating.,Restores $/5;s1 health and $/5;s2 mana per second.
25698,,Sacrifices the caster's life in order to inflict Fire damage to nearby enemies.,Preparing to explode.
25699,,Sacrifices the caster's life in order to inflict $s1 Fire damage to nearby enemies.,
25700,,Restores $o1 health over $d.  Must remain seated while eating.,Restores $/5;s1 health per second.
25701,,Restores $o1 mana over $d.  Must remain seated while eating.,Restores $/5;s1 mana per second.
25702,,,Restores $/5;s1 health per second.
25703,,,Restores $/5;s1 mana per second.
25704,,,
25706,,Increases shadow spell power by $s1.,
25709,,,
25710,,A strong attack that increases melee damage by $s1.,
25712,Rank 3,A strong attack that deals weapon damage plus 32.,
25715,,,
25716,,,
25717,,Increases your fire spell penetration by $s1.,
25718,,Decreases the Frost resistance of your spell targets by $s1.,
25719,,Combine with Draconic For Dummies Chapters 1 - 8 to create Draconic for Dummies: Volume II.,
25720,,Places the Bag of Gold at the designated Drop-Off Point.,
25721,,,
25722,,Increases Stamina by $s1 for $d and gets you drunk to boot!,Stamina increased by $s1.
25725,,Stuns the target and teleports them to Ayamiss.,Stunned.
25727,,,
25729,,,
25730,,,
25732,,,
25733,,,
25734,,,
25743,,,
25744,,"Charges an enemy, inflicting $s3 damage to the target and any of its nearby allies, as well as knocking them all back.",
25745,,"Possess the target, inhabiting their body.  Range is $r yards.",Possessed by Lady Nightswood!
25746,,Absorbs $s1 physical damage.  Lasts $d.,Absorbs $s1 physical damage.
25747,,Absorbs $s1 physical damage.  Lasts $d.,Absorbs $s1 physical damage.
25748,,"Stings an enemy, inflicting $s1 Nature damage and an additional $s2 damage per $t2 second for each application.",$s2 damage every $t2 sec.
25749,,Deals Nature damage in a cone in front of Ayamiss.,
25750,,Absorbs $s1 physical damage.  Lasts $d.,Absorbs $s1 physical damage.
25755,,Drains $s1 mana from the target.,
25756,,"Deals Nature damage, stuns, and dispels positive effects off of enemies within 40 yards.",Stunned.
25759,,,$20963s1 Holy damage taken when stunned.
25760,,,$20964s1 Holy damage taken when stunned.
25761,,,$20965s1 Holy damage taken when stunned.
25762,,,$20966s1 Holy damage taken when stunned.
25766,,Increases your fire spell penetration by $s1.,
25767,,Gives a chance when your harmful spells land to reduce the magical resistances of your spell targets by $25768s1 for $25768d.,
25768,,,Magical resistances of your spell targets reduced by $s1.
25770,,,
25771,,"Cannot be affected by Divine Shield, Hand of Protection or Lay on Hands for $25771d.","Cannot be affected by Divine Shield, Hand of Protection or Lay on Hands."
25772,,"Control the mind of a target enemy, forcing them to do your bidding.",You have been reduced to a mind servant of the Weavil one!
25774,,"Shatters the minds of nearby enemies, dealing Shadow damage and stunning them for $d.",Stunned.
25777,,Thorns sprout from the friendly target causing $s1 Nature damage to attackers when hit.  Lasts $d.,Causes $s1 Nature damage to attackers.
25778,,Inflicts normal damage plus $s1 to an enemy and knocks it back.,
25779,,"Hits an enemy with an anti-mana bolt. For each point of mana consumed by the bolt, the target takes $e1 damage.",
25780,,"Increases your threat generation while active, making you a more effective tank.",Increases your threat generation while active.
25781,,,
25783,,"Places Arcanite Buoy at the Swirling Maelstrom in the Bay of Storms. This should coax Maws out of his minnow disguise. Hopefully, you brought some friends!",
25786,,Inflicts $s1 Nature damage to nearby enemies every $t1 sec. for $d.,$s1 Nature damage inflicted every $t1 sec.
25787,,"Charges an enemy, inflicting $s3 damage to the target and any of its nearby allies, as well as knocking them all back.",
25788,,Pummels an enemy for $s1 damage and interrupts the spell being cast for $d.,
25790,,"Attack speed increased by $s1%.
Physical damage increased by $s2%.","Attack speed increased by $s1%.
Physical damage increased by $s2%."
25791,,,
25793,,Place the torch in the mouth of Grolnar's cave to summon the demon that is corrupting the Winterfall furbolgs.  Bring some friends before planting it...,
25794,,,"Damage taken reduced.
Stamina increased.
Health regeneration increased."
25795,,,"Damage taken reduced.
Stamina increased.
Health regeneration increased."
25796,,,"Damage taken reduced.
Stamina increased.
Health regeneration increased."
25797,,,"Damage taken reduced.
Intellect increased.
Magic damage dealt increased."
25798,,,"Damage taken reduced.
Intellect increased.
Magic damage dealt increased."
25799,,,"Damage taken reduced.
Intellect increased.
Magic damage dealt increased."
25800,,,
25801,,Increases the attack speed of all nearby party members by $s1% and attack damage by $s2%,Attack speed increased by $s1%.
25802,,,
25803,,,
25804,,Goes down smooth. A strong alcohol.,
25805,,"All stats reduced by 100.
Shadow damage inflicted every 5 sec.","All stats reduced by 100.
$s2 Shadow damage inflicted every 5 sec."
25806,,Takes control of a humanoid enemy up to level $s1 for $d.,Charmed and bent on destruction.
25807,,Calls upon Holy magic to heal an ally.,
25808,,"Dispels magic on an ally, removing $s1 harmful $lspell:spells;.",
25809,Rank 1,Movement slowed by $s1%. Lasts $d.,Movement slowed by $s1%.
25810,,Casting speed slowed by $s1%. Lasts $d.,Casting speed slowed by $s1%.
25811,,"Shoots poison at an enemy, inflicting Nature damage, then additional damage every $t2 sec. for $d.",Nature damage inflicted every $t2 sec.
25812,,Inflicts Nature damage to an enemy.,Deals $s2 nature damage every $t2 seconds.
25813,,,
25814,Rank 1,Inflicts normal damage plus $s1 to enemies in a cone in front of the caster.,
25815,,The  Hunter-Killer's shriek fills you with fear.,Fleeing in fear.
25816,Rank 6,"Weakens the target enemy, reducing damage caused by $s1 for $d.",Physical damage done reduced by $s1.
25817,,Regenerates all nearby group members for $s1 every $t1 seconds for $d.  Druid must channel to maintain the spell.,Heals nearby party members for $s1 every $t1 seconds.
25818,,Causes the caster to automatically inflict $25819s1 Nature damage every $t1 sec. to nearby enemies. The aura lasts until cancelled.,Automatically inflicting $25819s1 Nature damage every $t1 sec. to nearby enemies.
25819,,,
25820,,Fears attackers.,Chance on hit to inspire fear.
25821,,"Charges an enemy, inflicting normal damage plus $s2 and stuns the opponent for $d.",Stunned.
25822,,Throw on the ground!,
25823,,Summon a ring of light on a specific location that lasts for $d.,
25824,,,
25825,,,
25826,,,
25827,,,
25828,,,
25831,,Summons a Spawn of Fankriss from the depths of Ahn'Qiraj.,
25832,,Summons a Spawn of Fankriss from the depths of Ahn'Qiraj.,
25838,,,The sands of Ahn'Qiraj throttle your attempts to breathe.
25839,,"Applies an aura to all nearby allies, restoring $s1 health every $t1 sec for $d.",Healing between 4163 and 4837 every 2 seconds.
25840,,Fully restores the health of an ally.,
25841,,,
25843,,,
25845,,,
25846,,,
25847,,,
25848,,Target gets +10% melee crit.,+10% melee crit.
25849,,Right Click to summon and dismiss your Baby Shark   He really requires water.,
25850,,,
25851,,Drink me.  I'm delicious!,You feel light as a feather...
25852,,Stuns an enemy for $d. and has a chance to disarm.,Stunned.
25853,,Fill at a Festive Keg!,
25854,,,
25855,,Fill me at a Festive Keg.,
25856,,,
25858,,Summons and dismisses a rideable reindeer.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
25859,,Summons and dismisses a rideable reindeer.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
25860,,Transforms your mount into something more festive.,
25861,,,
25863,,Summons and dismisses a rideable Qiraji battle tank.,$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
25864,,,
25865,,,
25866,,,
25867,,,
25868,,,
25869,,,
25870,,,
25871,,,
25872,,,
25873,,,
25874,,,
25875,,,
25876,,,
25877,,,
25878,,,
25879,,,
25880,,,
25881,,,
25882,,,
25883,,,
25884,,,
25886,,Restores $o1 health over $d.  Must remain seated while eating.,Restores $/5;s1 health per second.
25887,,Restores $o1 mana over $d.  Must remain seated while eating.,Restores $/5;s1 mana per second.
25888,,,Restores $/5;s1 health per second.
25889,,,Restores $/5;s1 mana per second.
25891,,Increases your melee and ranged attack power by $s1.  Effect lasts for $d.,Increases melee and ranged attack power by $s1.
25892,,"Reduces your threat to enemy targets within $a1 yards, making them less likely to attack you.",
25896,,,
25901,,+$s1 Weapon Damage.,
25906,,Gives a chance when your harmful spells land to increase the damage of your spells and effects by $25907s1 for $25907d.,
25907,,,Spell effects increased by $s1.
25912,,"Blasts the target with Holy energy, causing $25912s1 Holy damage to an enemy, or $25914s1 healing to an ally, and granting a charge of Holy Power.",
25914,,"Blasts the target with Holy energy, causing $25912s1 Holy damage to an enemy, or $25914s1 healing to an ally, and granting a charge of Holy Power.",
25937,,,
25938,,,
25941,,Mana Regeneration increased by $s1 per 5 seconds. Lasts $d.,Mana Regeneration increased by $w1 per 5 seconds.
25947,,Your spirits are lifted.,"Your spirits are lifted, +$s1."
25952,,,
25953,,"Emits a high frequency sound, forcing a silithid tank to burrow out from its home beneath the Temple of Ahn'Qiraj. The silithid is obedient to the summoner and can be used as a mount within the Temple of Ahn'Qiraj. Any hostile action towards the rider forces the tank underground.",$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
25954,,,
25956,,"Melee haste effects lower the cooldown and global cooldown of your $?s112859[Holy Shock, ][] Judgment, Crusader Strike, $?s53592[Hammer of the Righteous, Consecration, Holy Wrath, Avenger's Shield, Shield of the Righteous, ][]$?s53503[Hammer of the Righteous, Exorcism, ][]and Hammer of Wrath.",
25975,,Increases your spell penetration by $s1.,
25988,Rank 2,All magic attacks against you have a $h% chance to cause $s1% of the damage taken back to the attacker as well.,
25989,,"Deals $s1 Nature damage every $t1 sec to targets within $a1 yards, reducing their movement speed for $d.","Deals $s1 damage every $t1 sec.
Slows movement by $s2%."
25990,,Restores $s1% of your health and mana per second for $d.  Must remain seated while eating.  You should also probably like the taste of fruitcake.,Restores $s1% of your health and mana per second.  Mmmm... fruitcake...
25991,,"Shoots poison at an enemy, inflicting Nature damage, then additional damage every $t2 sec. for $d.",$s2 nature damage inflicted every $t2 sec.
25992,,Increase your reputation permanently with the Brood of Nozdormu.,
25993,,"Splashes all targets in front of the caster with poison, dealing $s1 Nature damage.",
25995,,Throw me before I melt!,
25996,,Throw me before I melt!,
25997,,All magical attacks against you have a chance to cause a percentage of the damage back to the attacker as well.,
25999,,"Your pet charges an enemy, immobilizing the target and increasing the pet's melee attack power for its next attack.",Immobilized.
26000,,,
26001,,Increase your reputation permanently with the Brood of Nozdomru and the Cenarion Circle.,
26003,,,
26004,,Wish a friend some Season's Greetings!,Season's Greetings!  Increase Spirit by $s2!
26005,,,
26006,,"Hurls a bolt of dark magic at an enemy, inflicting Shadow damage.",
26007,,"Inflicts normal damage plus $s1 to an enemy, knocking it back.",
26008,,Raise a toast to your friend!,A toast to your health!  +$s1 Stamina!
26009,,,
26010,,Right Click to summon and dismiss your Tranquil Mechanical Yeti.,
26011,,,
26012,,,
26013,,,You left a battleground before it was complete and must wait before entering another one.
26016,,Your Crusader Strike and Hammer of the Righteous reduce physical damage done by their primary targets by $26017s1% for $26017d.,
26017,,Your Crusader Strike and Hammer of the Righteous reduce physical damage done by their primary targets by $26017s1% for $26017d.,Physical damage done reduced by $s1%.
26023,,"You gain $s1% movement speed at all times, plus an additional $s8% movement speed for each current charge of Holy Power up to 3.",
26025,,Inflicts Physical damage to an enemy every $t2 sec. for $d.,$s2 damage inflicted every $t2 sec.
26027,,"Knocks away all enemies within $r1, ignoring them.",
26029,,Deals $s1 Shadow damage to all enemies in front of the caster.,
26030,,Restores $o1 health over $d.   Must remain seated while eating.   Also increases your Stamina by $18191s for $18191d.,Restores $/5;s1 health per second.
26034,,,
26035,,Celebrate good times!,+$s1% to all stats!
26036,,,
26038,,Attacks nearby enemies in a whirlwind of steel that lasts $d. and inflicts normal damage plus $26686s1.,Attacking all nearby enemies for normal damage plus $26686s1.
26041,,Decreases the time between your attacks by $s1% for $d.,Attack speed increased by $s1%.
26042,,"Lets out a psychic scream, causing up to $i nearby enemies to flee for $d.",Fleeing in fear.
26043,,Increases the melee attack power of nearby party members by $s1 for $d.,Melee attack power increased by $s1.
26044,,Inflicts Shadow damage to an enemy and reduces its movement speed for $d.,"$s1 Shadow damage inflicted every second for $d.
Reduced movement speed.
Fleeing in fear."
26045,,"Right Click to build or destroy a tiny snowman.

The snowman is larger and lasts longer during Winter Veil.",
26046,,"Hits nearby enemies with anti-mana bolts. For each point of mana consumed from a target, that target takes $e1 damage.",
26047,,,
26048,,"Inflicts Shadow damage to an enemy, but causes a high amount of threat.",
26049,,"Hits nearby enemies with anti-mana bolts. For each point of mana consumed from a target, that target takes $e1 damage.",Fleeing in fear.
26050,,Inflicts Nature damage to an enemy every $t1 sec. for $d.,Deals $s1 nature damage every $t1 sec.
26051,,Decreases the time between your attacks by $s1% for $d.,Attack speed increased by $s1%.
26052,,"Shoots poison at all enemies, inflicting Nature damage.",
26053,,"Spits a noxious poison onto the target and any enemies within $r1 yd of the target, dealing $s1 Nature damage and silencing them for $d.","Deals $s1 nature damage every $t1 sec.
Cannot cast spells."
26054,,"Emits a high frequency sound, forcing a silithid tank to burrow out from its home beneath the Temple of Ahn'Qiraj. The silithid is obedient to the summoner and can be used as a mount within the Temple of Ahn'Qiraj. Any hostile action towards the rider forces the tank underground.",$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
26055,,"Emits a high frequency sound, forcing a silithid tank to burrow out from its home beneath the Temple of Ahn'Qiraj. The silithid is obedient to the summoner and can be used as a mount within the Temple of Ahn'Qiraj. Any hostile action towards the rider forces the tank underground.",$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
26056,,"Emits a high frequency sound, forcing a silithid tank to burrow out from its home beneath the Temple of Ahn'Qiraj. The silithid is obedient to the summoner and can be used as a mount within the Temple of Ahn'Qiraj. Any hostile action towards the rider forces the tank underground.",$?j1g[Increases ground speed by $j1g%. ][]$?j1f[Increases flight speed by $j1f%. ][]$?j1s[Increases swim speed by $j1s%. ][]
26058,,Ouro's submersion creates $s1 aftershocks.,
26059,,Sacrifices the caster's life in order to inflict $s1 Fire damage to nearby enemies.,
26060,,,
26061,,,
26062,,,
26063,,,
26064,Special Ability,"The turtle partially withdraws into its shell, reducing damage taken by $s1% for $d.",Damage reduced by $s1%.
26066,,Calls forth a Timbermaw Ancestor to fight at your side and heal you.,
26067,,Summons a mechanical Greench that will protect you for $d.,
26068,,,Attack speed increased by $s1%.
26069,Rank 1,"Silences nearby enemies, preventing them from casting spells for $d.",Cannot cast spells.
26070,,"Strikes fear in an enemy, causing it to flee in terror for up to $d. Only 1 target can be feared at a time.",Fleeing in fear.
26071,,"Entangles an enemy in roots, inflicting Nature damage every $t2 sec. and immobilizing it for up to $d.","Immobilized.
Nature damage inflicted every $t2 sec."
26072,,Reduces nearby enemies' chance to hit by $s1% for $d.,Chance to hit reduced by $s1%.
26073,,Inflicts Fire damage to nearby enemies.,
26074,,Fills targets with holiday cheer.,
26077,,Inflict an itch on the target that eventually turns into a poison.,"Your skin feels itchy
"
26078,,"The target's skin erupts with poison. Its movement speed is reduced by $s1%, suffers $s2 damage every $t2 seconds and takes additional damage from Vekniss Stings.","Movement speed reduced by $s1%.
$s2 damage every $t2 seconds.
Increased damage from Vekniss Stings."
26079,,"Drives an enemy target temporarily insane, speeding its attacks by $s2% and its movement by $s3%, as well as causing it to attack its own allies for $d.","Charmed.
Attack speed increased by $s2%.
Movement speed increased by $s3%."
26081,,"Charges an enemy, inflicting normal damage plus $s2",
26082,,"Charges an enemy, inflicting normal damage plus $s2",
26083,,Attacks nearby enemies in a whirlwind of steel that lasts $d. and inflicts normal damage plus $15576s1.,"Attacking all nearby enemies for normal damage plus $15576s1.
Immune to stun."
26084,,Attacks nearby enemies in a whirlwind of steel that inflicts normal damage plus $s1.,
26085,,,
26086,,,
26087,,,
26090,Special Ability,"Pummel the target, interrupting spellcasting and preventing any spell in that school from being cast for $d.",
26093,,The ground quakes dealing $s1 Nature damage to targets caught in the aftermath.,
26095,,,
26097,,Calls upon Nature magic to heal an ally.,
26098,,"Blasts an enemy with lightning, inflicting Nature damage.",
26099,,Increases the damage of nearby party members by $s1% and attack speed by $s2% for $d.,Damage increased by $s1% and attack speed by $s2%
26100,,"The ground beneath the target ruptures, dealing $s1 damage and knocking the target back.",
26102,,"Spews sand at any targets in a hemisphere around Ouro, dealing $s1 Nature damage and stunning them for $d. Targets hit by Sand Blast are ignored.",Stunned.
26103,,"Deals $s1 damage to any enemies within $r1, knocking them back.",
26106,,Reduces the cooldown of Rebirth by $/60000;s1 minutes.,
26107,,"Your finishing moves now refund 30 energy on a Miss, Dodge, Block, or Parry.",
26108,,"Disorients the target, causing it to wander aimlessly for up to $d.",Disoriented.
26109,,Decreases the rage cost of all Warrior shouts by $s1%.,
26110,,Increases the damage of Thunder Clap by $s1%.,
26111,,-$/10;s1 rage cost to Intercept.,
26112,,Reduces the cooldown of your Evasion ability by $/60000;s1 min.,
26113,,$s1% increased damage to your Eviscerate ability.,
26114,,-$s1 energy cost for your Slice and Dice ability.,
26115,,Nothing like a drunken nap to take the edge off a long day at work...,
26116,,$s1% increased damage on your Immolate spell.,
26117,,Reduces the mana cost of Shadow Bolt by $s1%.,
26118,,$s1% increased Shadow and Fire damage.,
26119,,"Your Lightning Bolt, Chain Lightning, and Shock spells have a 20% chance to grant $26121s1 nature spell power for $26121d.",
26121,,Increases nature spell power by $s1 for $d.,Increased nature spell power by $s1.
26122,,-$/1000;S1 seconds on the casting time of your Chain Heal spell.,
26123,,Increases the chain target damage multiplier of your Chain Lightning spell by $s1%.,
26125,,,
26126,,,
26127,,Your Blizzard spell has a 30% chance to be uninterruptible.,
26128,,Grants +$26129s1% increased spell hit chance for $26129d when one of your spells is resisted.,
26129,,Increases spell hit by $s1 for $d. Stacks up to 4 times.,Increases spell hit by $s1.
26130,,Increases the duration of your Judgements by $s1%.,
26131,,$s1% increase to the total damage absorbed by Mana Shield.,
26132,,,Uninterruptable while casting Blizzard.
26134,,Deals $s1 Nature damage to the target and up to $x1 additional targets.,
26135,,20% chance to regain 100 mana when you cast a Judgement.,
26136,,,
26137,,,
26139,,Deals $s1 damage to all enemies within $a1 yards.,
26141,,"Inflicts weapon damage plus $s1 to an enemy, reducing its movement speed by $s2% for $d.",Movement speed reduced by $s2%.
26142,,Increases spell power by $s1.,
26143,,Inflicts Shadow damage to an enemy and reduces its movement speed for $d.,"$s1 Shadow damage inflicted every second for $d.
Movement speed reduced to $s2% of normal."
26153,,"Increases attack power by $s1 in Cat, Bear, Dire Bear, and Moonkin forms only.",
26154,,Increases spell power by $s1.,
26155,,Increases spell power by $s1.,
26157,,,Happy Holidays!
26158,,Increases spell power by $s1.,
26166,,"Increases spell power by $s1, and decreases the magical resistances of your spell targets by $s2 for $d.","Spell power increased by $s1.
Magical resistances of your spell targets reduced by $s2."
26167,,"Deals $s1 damage to all enemies within range, knocking them back.",
26168,,Spikes sprout from you causing $s1 Nature damage to attackers when hit.  Lasts $d.,Causes $s1 Nature damage to attackers.
26169,,20% chance that your heals on others will also heal you 10% of the amount healed.,
26170,,Heal your target for $s1.,
26171,,Increases the duration of your Renew spell by $/1000;s1 sec.,
26172,,Increases the damage of your Shadow Word: Pain spell by $s1%.,
26173,,Reduces the cost of your Arcane Shots by $s1%.,
26174,,Reduces the cooldown of your Rapid Fire ability by $/60000;s1 minutes.,
26175,,Increases your spell penetration by $s1.,
26176,,Increases your pet's damage by $s1%.,
26180,,A stinging shot that puts the target to sleep for $d.  Any damage will cancel the effect.,Asleep.
26181,,,
26192,,"Sends out a blast wave of magic, inflicting Arcane damage to nearby enemies.",
26193,,,
26194,,"Shocks an enemy with concussive force, inflicting Nature damage and interrupting the spell being cast for $d.",
26195,,Takes control of a humanoid enemy up to level $s1 for $d.,"You serve C'Thun now, mortal."
26196,,,You are being consumed!
26197,,Takes control of a humanoid enemy up to level $s1 for $d.,"You serve C'Thun now, mortal."
26198,,Takes control of a humanoid enemy up to level $s1 for $d.,"You serve C'Thun now, mortal."
26203,,Increases your fire spell penetration by $s1.,
26204,,Decreases the Frost resistance of your spell targets by $s1.,
26206,,,
26207,,,
26208,,Increases your resistance to silence effects by $s1%.,
26211,,"Inflicts weapon damage plus $s1 to an enemy, reducing its movement speed by $s2% for $d.",Movement speed reduced by $s2%.
26218,,,You've kissed someone under a sprig of mistletoe!
26221,,,
26225,,Increases spell power by $s1.,
26227,,Increases spell power by $s1.,
26228,,Increases spell power by $s1.,
26232,,,
26233,,Deals Nature damage when the target is awakened.,
26234,,,
26235,,,
26258,,Takes control of a humanoid enemy up to level $s1 for $d.,"You serve C'Thun now, mortal."
26259,,Takes control of a humanoid enemy up to level $s1 for $d.,"You serve C'Thun now, mortal."
26260,,,Restores $/5;s1 health per second.
26261,,,Restores $/5;s2 mana per second.
26262,,,
