ID,SpecID,ItemID
32752,103,100195
32753,104,100195
32754,253,100195
32755,254,100195
32756,255,100195
32757,259,100195
32758,260,100195
32759,261,100195
32760,263,100195
32761,268,100195
32762,269,100195
32763,103,100200
32764,104,100200
32765,253,100200
32766,254,100200
32767,255,100200
32768,259,100200
32769,260,100200
32770,261,100200
32771,263,100200
32772,268,100200
32773,269,100200
32774,250,100243
32775,251,100243
32776,252,100243
32777,250,100244
32778,251,100244
32779,252,100244
32780,250,100245
32781,251,100245
32782,252,100245
32783,250,100246
32784,251,100246
32785,252,100246
32786,250,100247
32787,251,100247
32788,252,100247
32789,250,100248
32790,251,100248
32791,252,100248
32792,250,100249
32793,251,100249
32794,252,100249
32795,250,100250
32796,251,100250
32797,252,100250
32798,250,100251
32799,251,100251
32800,252,100251
32801,250,100252
32802,251,100252
32803,252,100252
32804,105,100268
32805,105,100269
32806,105,100270
32807,105,100271
32808,105,100272
32809,105,100273
32810,105,100274
32811,105,100275
32812,105,100276
32813,105,100277
32814,102,100285
32815,102,100286
32816,102,100287
32817,102,100288
32818,102,100289
32819,102,100290
32820,102,100291
32821,102,100292
32822,102,100293
32823,102,100294
32824,62,100305
32825,63,100305
32826,64,100305
32827,65,100305
32828,66,100305
32829,70,100305
32830,71,100305
32831,72,100305
32832,73,100305
32833,102,100305
32834,103,100305
32835,104,100305
32836,105,100305
32837,250,100305
32838,251,100305
32839,252,100305
32840,253,100305
32841,254,100305
32842,255,100305
32843,256,100305
32844,257,100305
32845,258,100305
32846,259,100305
32847,260,100305
32848,261,100305
32849,262,100305
32850,263,100305
32851,264,100305
32852,265,100305
32853,266,100305
32854,267,100305
32855,268,100305
32856,269,100305
32857,270,100305
32858,62,100306
32859,63,100306
32860,64,100306
32861,65,100306
32862,66,100306
32863,70,100306
32864,71,100306
32865,72,100306
32866,73,100306
32867,102,100306
32868,103,100306
32869,104,100306
32870,105,100306
32871,250,100306
32872,251,100306
32873,252,100306
32874,253,100306
32875,254,100306
32876,255,100306
32877,256,100306
32878,257,100306
32879,258,100306
32880,259,100306
32881,260,100306
32882,261,100306
32883,262,100306
32884,263,100306
32885,264,100306
32886,265,100306
32887,266,100306
32888,267,100306
32889,268,100306
32892,65,100307
32893,102,100307
32894,105,100307
32895,256,100307
32896,257,100307
32897,258,100307
32898,262,100307
32899,264,100307
32900,270,100307
32914,250,100394
32915,251,100394
32916,252,100394
32928,72,100396
32929,73,100396
32944,72,100398
32945,73,100398
32962,250,100400
32963,251,100400
32964,252,100400
32981,256,100405
32982,257,100405
32983,256,100406
32984,257,100406
32985,256,100407
32986,257,100407
32987,256,100408
32988,257,100408
32989,256,100409
32990,257,100409
32991,256,100410
32992,257,100410
32993,256,100411
32994,257,100411
32995,256,100412
32996,257,100412
32997,256,100413
32998,257,100413
32999,256,100414
33000,257,100414
33001,258,100415
33002,258,100416
33003,258,100417
33004,258,100418
33005,258,100419
33006,258,100420
33007,258,100421
33008,258,100422
33009,258,100423
33010,258,100424
33011,62,100490
33012,63,100490
33013,64,100490
33014,65,100490
33015,102,100490
33016,105,100490
33017,256,100490
33018,257,100490
33019,258,100490
33020,262,100490
33021,264,100490
33022,265,100490
33023,266,100490
33024,267,100490
33025,270,100490
33026,62,100491
33027,63,100491
33028,64,100491
33029,65,100491
33030,102,100491
33031,105,100491
33032,256,100491
33033,257,100491
33034,258,100491
33035,262,100491
33036,264,100491
33037,265,100491
33038,266,100491
33039,267,100491
33040,270,100491
33041,66,100500
33042,70,100500
33043,71,100500
33044,72,100500
33045,73,100500
33046,250,100500
33047,251,100500
33048,252,100500
33049,66,100505
33050,70,100505
33051,71,100505
33052,72,100505
33053,73,100505
33054,250,100505
33055,251,100505
33056,252,100505
33057,71,100520
33058,72,100520
33059,73,100520
33060,71,100521
33061,72,100521
33062,73,100521
33063,71,100522
33064,72,100522
33065,73,100522
33066,71,100523
33067,72,100523
33068,73,100523
33069,71,100524
33070,72,100524
33071,73,100524
33072,71,100525
33073,72,100525
33074,73,100525
33075,71,100526
33076,72,100526
33077,73,100526
33078,71,100527
33079,72,100527
33080,73,100527
33081,71,100528
33082,72,100528
33083,73,100528
33084,71,100529
33085,72,100529
33086,73,100529
33087,102,100557
33088,256,100558
33089,257,100558
33090,65,100559
33091,102,100559
33092,105,100559
33093,256,100559
33094,257,100559
33095,258,100559
33096,262,100559
33097,264,100559
33098,270,100559
33099,71,100561
33100,72,100561
33101,73,100561
33102,71,100562
33103,72,100562
33104,73,100562
33105,258,100564
33106,258,100565
33107,65,100568
33108,102,100568
33109,104,100568
33110,256,100568
33111,257,100568
33112,258,100568
33113,262,100568
33114,264,100568
33115,270,100568
33116,62,100576
33117,63,100576
33118,64,100576
33119,65,100576
33120,102,100576
33121,105,100576
33122,256,100576
33123,257,100576
33124,258,100576
33125,262,100576
33126,265,100576
33127,266,100576
33128,267,100576
33129,270,100576
33130,102,100577
33131,66,100579
33132,70,100579
33133,71,100579
33134,72,100579
33135,73,100579
33136,250,100579
33137,251,100579
33138,252,100579
33147,103,100586
33148,104,100586
33149,253,100586
33150,254,100586
33151,255,100586
33152,259,100586
33153,260,100586
33154,261,100586
33155,263,100586
33156,268,100586
33157,269,100586
33158,62,100591
33159,63,100591
33160,64,100591
33161,65,100591
33162,66,100591
33163,70,100591
33164,71,100591
33165,72,100591
33166,73,100591
33167,102,100591
33168,103,100591
33169,104,100591
33170,105,100591
33171,250,100591
33172,251,100591
33173,252,100591
33174,253,100591
33175,254,100591
33176,255,100591
33177,256,100591
33178,257,100591
33179,258,100591
33180,259,100591
33181,260,100591
33182,261,100591
33183,262,100591
33184,263,100591
33185,264,100591
33186,265,100591
33187,266,100591
33188,267,100591
33189,268,100591
33192,250,100594
33193,251,100594
33194,252,100594
33195,250,100595
33196,251,100595
33197,252,100595
33198,250,100596
33199,251,100596
33200,252,100596
33201,105,100601
33202,105,100602
33203,103,100603
33204,104,100603
33205,253,100603
33206,254,100603
33207,255,100603
33208,259,100603
33209,260,100603
33210,261,100603
33211,263,100603
33212,268,100603
33213,269,100603
33214,258,100615
33215,62,100616
33216,63,100616
33217,64,100616
33218,65,100616
33219,66,100616
33220,70,100616
33221,71,100616
33222,72,100616
33223,73,100616
33224,102,100616
33225,103,100616
33226,104,100616
33227,105,100616
33228,250,100616
33229,251,100616
33230,252,100616
33231,253,100616
33232,254,100616
33233,255,100616
33234,256,100616
33235,257,100616
33236,258,100616
33237,259,100616
33238,260,100616
33239,261,100616
33240,262,100616
33241,263,100616
33242,264,100616
33243,265,100616
33244,266,100616
33245,267,100616
33246,268,100616
33247,269,100616
33248,270,100616
33249,62,100617
33250,63,100617
33251,64,100617
33252,65,100617
33253,66,100617
33254,70,100617
33255,71,100617
33256,72,100617
33257,73,100617
33258,102,100617
33259,103,100617
33260,104,100617
33261,105,100617
33262,250,100617
33263,251,100617
33264,252,100617
33265,253,100617
33266,254,100617
33267,255,100617
33268,256,100617
33269,257,100617
33270,258,100617
33271,259,100617
33272,260,100617
33273,261,100617
33274,262,100617
33275,263,100617
33276,264,100617
33277,265,100617
33278,266,100617
33279,267,100617
33280,268,100617
33283,65,100618
33284,102,100618
33285,105,100618
33286,256,100618
33287,257,100618
33288,258,100618
33289,262,100618
33290,264,100618
33291,270,100618
33292,250,100622
33293,251,100622
33294,252,100622
33295,62,100626
33296,63,100626
33297,64,100626
33298,65,100626
33299,66,100626
33300,70,100626
33301,71,100626
33302,72,100626
33303,73,100626
33304,102,100626
33305,103,100626
33306,104,100626
33307,105,100626
33308,250,100626
33309,251,100626
33310,252,100626
33311,253,100626
33312,254,100626
33313,255,100626
33314,256,100626
33315,257,100626
33316,258,100626
33317,259,100626
33318,260,100626
33319,261,100626
33320,262,100626
33321,263,100626
33322,264,100626
33323,265,100626
33324,266,100626
33325,267,100626
33326,268,100626
33327,269,100626
33328,270,100626
33329,256,100627
33330,257,100627
33331,71,100631
33332,72,100631
33333,73,100631
33334,102,100642
33343,66,100645
33344,70,100645
33345,71,100645
33346,72,100645
33347,73,100645
33348,250,100645
33349,251,100645
33350,252,100645
33351,102,100646
33360,256,100649
33361,257,100649
33362,256,100650
33363,257,100650
33364,62,100652
33365,63,100652
33366,64,100652
33367,65,100652
33368,66,100652
33369,70,100652
33370,71,100652
33371,72,100652
33372,73,100652
33373,102,100652
33374,103,100652
33375,104,100652
33376,105,100652
33377,250,100652
33378,251,100652
33379,252,100652
33380,253,100652
33381,254,100652
33382,255,100652
33383,256,100652
33384,257,100652
33385,258,100652
33386,259,100652
33387,260,100652
33388,261,100652
33389,262,100652
33390,263,100652
33391,264,100652
33392,265,100652
33393,266,100652
33394,267,100652
33395,268,100652
33398,258,100653
33399,250,100659
33400,251,100659
33401,252,100659
33402,105,100667
33411,71,100674
33412,72,100674
33413,73,100674
33414,71,100678
33415,72,100678
33416,73,100678
33417,62,100684
33418,63,100684
33419,64,100684
33420,65,100684
33421,66,100684
33422,70,100684
33423,71,100684
33424,72,100684
33425,73,100684
33426,102,100684
33427,103,100684
33428,104,100684
33429,105,100684
33430,250,100684
33431,251,100684
33432,252,100684
33433,253,100684
33434,254,100684
33435,255,100684
33436,256,100684
33437,257,100684
33438,258,100684
33439,259,100684
33440,260,100684
33441,261,100684
33442,262,100684
33443,263,100684
33444,264,100684
33445,265,100684
33446,266,100684
33447,267,100684
33448,268,100684
33449,269,100684
33450,270,100684
33459,256,100696
33460,257,100696
33461,258,100697
33462,105,100707
33463,62,100712
33464,63,100712
33465,64,100712
33466,65,100712
33467,102,100712
33468,105,100712
33469,256,100712
33470,257,100712
33471,258,100712
33472,262,100712
33473,264,100712
33474,265,100712
33475,266,100712
33476,267,100712
33477,270,100712
33478,102,100713
33487,105,100722
33753,264,91358
33755,264,91359
33756,264,91360
33758,264,91361
33759,264,91362
33761,264,91363
33762,264,91364
33764,264,91365
33765,264,91366
33766,264,91367
33767,262,91380
33768,262,91382
33769,262,91381
33771,262,91389
33772,262,91388
33773,262,91799
33774,262,91387
33776,262,91386
33777,262,91385
33779,262,91384
33780,262,91383
33923,256,73111
33924,257,73111
33966,269,88639
33990,102,100944
33991,105,100944
33992,256,100944
33993,257,100944
33994,258,100944
33995,270,100944
33996,103,93419
33997,104,93419
33998,253,93419
33999,254,93419
34000,255,93419
34001,259,93419
34002,260,93419
34003,261,93419
34004,263,93419
34005,268,93419
34006,269,93419
34016,65,93564
34017,102,93564
34018,105,93564
34019,256,93564
34020,257,93564
34021,258,93564
34022,262,93564
34023,264,93564
34024,270,93564
34272,66,91267
34273,70,91267
34278,66,91269
34279,70,91269
34284,66,91271
34285,70,91271
34290,66,91273
34291,70,91273
34296,66,91275
34297,70,91275
34302,103,101451
34303,104,101451
34304,259,101451
34305,260,101451
34306,261,101451
34307,268,101451
34308,270,101451
35226,253,100319
35227,254,100319
35228,255,100319
35229,270,102138
35230,103,102143
35231,104,102143
35235,268,100341
35236,269,100341
35237,105,100264
35238,259,100428
35239,260,100428
35240,261,100428
35241,263,100459
35242,262,100471
35243,256,100210
35244,257,100210
35245,65,100384
35247,264,100449
35248,258,102141
35249,66,100364
35250,70,100364
35254,102,100281
35255,253,100321
35256,254,100321
35257,255,100321
35258,253,100323
35259,254,100323
35260,255,100323
35261,253,100325
35262,254,100325
35263,255,100325
35264,253,100309
35265,254,100309
35266,255,100309
35267,253,100313
35268,254,100313
35269,255,100313
35270,253,100327
35271,254,100327
35272,255,100327
35273,270,100354
35274,270,100356
35275,270,100358
35276,270,100360
35277,270,100362
35278,270,102139
35279,103,102142
35280,104,102142
35281,103,100254
35282,104,100254
35283,103,100256
35284,104,100256
35285,103,100258
35286,104,100258
35287,103,100260
35288,104,100260
35289,103,100262
35290,104,100262
35291,265,100208
35292,266,100208
35293,267,100208
35303,265,100214
35304,266,100214
35305,267,100214
35309,268,100344
35310,269,100344
35311,268,100346
35312,269,100346
35313,268,100348
35314,269,100348
35315,268,100350
35316,269,100350
35317,268,100352
35318,269,100352
35319,268,100339
35320,269,100339
35321,105,100266
35337,259,100426
35338,260,100426
35339,261,100426
35340,263,100461
35341,263,100463
35342,263,100465
35343,263,100315
35344,263,100467
35345,263,100311
35346,262,100445
35347,262,100473
35348,262,100475
35349,262,100477
35350,262,100479
35351,262,100469
35352,256,100216
35353,257,100216
35354,65,100376
35355,65,100386
35356,65,100378
35357,65,100388
35358,65,100390
35359,65,100392
35360,71,100396
35361,71,100398
35362,264,100443
35363,264,100451
35364,264,100453
35365,264,100455
35366,264,100457
35367,264,100441
35368,258,102140
35369,66,100374
35370,70,100374
35371,66,100366
35372,70,100366
35373,66,100380
35374,70,100380
35375,66,100368
35376,70,100368
35377,66,100370
35378,70,100370
35379,66,100372
35380,70,100372
35381,65,100509
35382,66,100509
35383,62,100206
35384,63,100206
35385,64,100206
35395,62,100212
35396,63,100212
35397,64,100212
35401,102,100283
35402,62,100238
35403,63,100238
35404,64,100238
35405,102,100238
35406,105,100238
35407,256,100238
35408,257,100238
35409,258,100238
35410,265,100238
35411,266,100238
35412,267,100238
35413,62,100224
35414,63,100224
35415,64,100224
35416,102,100224
35417,105,100224
35418,256,100224
35419,257,100224
35420,258,100224
35421,265,100224
35422,266,100224
35423,267,100224
35424,73,100509
35425,262,100509
35426,264,100509
35427,65,100302
35428,66,100302
35429,73,100302
35430,262,100302
35431,264,100302
35432,65,100226
35433,66,100226
35434,73,100226
35435,262,100226
35436,264,100226
35437,62,100304
35438,63,100304
35439,64,100304
35440,102,100304
35441,105,100304
35442,256,100304
35443,257,100304
35444,258,100304
35445,262,100304
35446,264,100304
35447,265,100304
35448,266,100304
35449,267,100304
35450,270,100304
35451,62,100230
35452,63,100230
35453,64,100230
35454,102,100230
35455,105,100230
35456,256,100230
35457,257,100230
35458,258,100230
35459,262,100230
35460,264,100230
35461,265,100230
35462,266,100230
35463,267,100230
35464,270,100230
35465,65,100300
35466,102,100300
35467,105,100300
35468,256,100300
35469,257,100300
35470,258,100300
35471,262,100300
35472,264,100300
35473,270,100300
35474,62,100489
35475,63,100489
35476,64,100489
35477,65,100489
35478,265,100489
35479,266,100489
35480,267,100489
35481,270,100489
35485,62,100228
35486,63,100228
35487,64,100228
35488,102,100228
35489,105,100228
35490,256,100228
35491,257,100228
35492,258,100228
35493,262,100228
35494,264,100228
35495,265,100228
35496,266,100228
35497,267,100228
35498,103,100404
35499,104,100404
35500,268,100404
35501,269,100404
35502,70,100188
35503,71,100188
35504,72,100188
35505,250,100188
35506,251,100188
35507,252,100188
35509,70,100184
35510,71,100184
35511,72,100184
35512,250,100184
35513,251,100184
35514,252,100184
35516,70,100186
35517,71,100186
35518,72,100186
35519,250,100186
35520,251,100186
35521,252,100186
35523,253,100204
35524,254,100204
35525,255,100204
35526,253,100242
35527,254,100242
35528,255,100242
35529,253,100298
35530,254,100298
35531,255,100298
35532,103,100279
35533,104,100279
35534,268,100279
35535,269,100279
35536,62,100240
35537,63,100240
35538,64,100240
35539,256,100240
35540,257,100240
35541,258,100240
35542,265,100240
35543,266,100240
35544,267,100240
35545,62,100493
35546,63,100493
35547,64,100493
35548,256,100493
35549,257,100493
35550,258,100493
35551,265,100493
35552,266,100493
35553,267,100493
35554,260,100194
35555,261,100194
35556,268,100194
35557,269,100194
35558,260,100192
35559,261,100192
35560,263,100192
35561,268,100192
35562,269,100192
35563,260,100190
35564,261,100190
35565,263,100190
35566,268,100190
35567,269,100190
35568,259,100481
35569,260,100481
35570,261,100481
35571,260,100483
35572,261,100483
35573,263,100483
35574,268,100483
35575,269,100483
35576,66,100495
35577,72,100495
35578,73,100495
35579,251,100495
35580,66,100497
35581,72,100497
35582,73,100497
35583,251,100497
35584,72,100487
35585,73,100487
35588,66,100499
35589,72,100499
35590,73,100499
35591,251,100499
35592,251,86913
35593,252,86913
35594,70,87099
35595,257,87104
35596,270,87089
35597,66,87109
35598,263,87134
35599,73,87197
35600,251,86914
35601,252,86914
35602,251,86917
35603,252,86917
35604,250,86918
35605,250,86919
35606,250,86920
35607,250,86921
35608,270,87090
35609,270,87091
35610,270,87092
35611,270,87093
35612,70,87100
35613,70,87103
35614,257,87105
35615,257,87106
35616,257,87107
35617,257,87108
35618,66,87110
35619,66,87111
35620,66,87112
35621,256,87115
35622,257,87115
35623,258,87120
35624,263,87135
35625,263,87136
35626,263,87137
35627,263,87138
35628,71,87193
35629,72,87193
35630,71,87194
35631,72,87194
35632,71,87196
35633,72,87196
35634,73,87198
35635,73,87199
35636,73,87200
35637,251,85338
35638,252,85338
35639,251,85337
35640,252,85337
35641,251,85334
35642,252,85334
35643,250,85318
35644,250,85317
35645,250,85316
35646,250,85315
35647,270,85389
35648,270,85390
35649,270,85391
35650,270,85392
35651,270,85393
35652,70,85343
35653,70,85342
35654,70,85339
35655,257,85348
35656,257,85347
35657,257,85346
35658,257,85345
35659,257,85344
35660,66,85323
35661,66,85322
35662,66,85321
35663,66,85320
35664,263,85288
35665,263,85287
35666,263,85286
35667,263,85285
35668,263,85284
35669,71,85332
35670,72,85332
35671,71,85331
35672,72,85331
35673,71,85329
35674,72,85329
35675,73,85328
35676,73,85327
35677,73,85326
35678,73,85325
35679,251,86678
35680,252,86678
35681,251,86677
35682,252,86677
35683,251,86674
35684,252,86674
35685,250,86658
35686,250,86657
35687,250,86656
35688,250,86655
35689,270,86729
35690,270,86730
35691,270,86731
35692,270,86732
35693,270,86733
35694,70,86683
35695,70,86682
35696,70,86679
35697,257,86688
35698,257,86687
35699,257,86686
35700,257,86685
35701,257,86684
35702,66,86663
35703,66,86662
35704,66,86661
35705,66,86660
35706,263,86628
35707,263,86627
35708,263,86626
35709,263,86625
35710,263,86624
35711,71,86672
35712,72,86672
35713,71,86671
35714,72,86671
35715,71,86669
35716,72,86669
35717,73,86668
35718,73,86667
35719,73,86666
35720,73,86665
35858,265,93254
35859,266,93254
35860,267,93254
35861,270,93254
35862,256,93255
35863,257,93255
35864,258,93255
35865,262,93255
35866,264,93255
35867,270,93255
35868,268,93257
35869,265,93259
35870,266,93259
35871,267,93259
35872,270,93259
35873,256,93260
35874,257,93260
35875,258,93260
35876,262,93260
35877,264,93260
35878,270,93260
35879,268,93262
35883,268,89079
36190,62,102480
36191,63,102480
36192,64,102480
36193,65,102480
36194,66,102480
36195,70,102480
36196,71,102480
36197,72,102480
36198,73,102480
36199,102,102480
36200,103,102480
36201,104,102480
36202,105,102480
36203,250,102480
36204,251,102480
36205,252,102480
36206,253,102480
36207,254,102480
36208,255,102480
36209,256,102480
36210,257,102480
36211,258,102480
36212,259,102480
36213,260,102480
36214,261,102480
36215,262,102480
36216,263,102480
36217,264,102480
36218,265,102480
36219,266,102480
36220,267,102480
36221,268,102480
36222,269,102480
36223,270,102480
36224,62,102481
36225,63,102481
36226,64,102481
36227,65,102481
36228,66,102481
36229,70,102481
36230,71,102481
36231,72,102481
36232,73,102481
36233,102,102481
36234,103,102481
36235,104,102481
36236,105,102481
36237,250,102481
36238,251,102481
36239,252,102481
36240,253,102481
36241,254,102481
36242,255,102481
36243,256,102481
36244,257,102481
36245,258,102481
36246,259,102481
36247,260,102481
36248,261,102481
36249,262,102481
36250,263,102481
36251,264,102481
36252,265,102481
36253,266,102481
36254,267,102481
36255,268,102481
36256,269,102481
36257,270,102481
36258,62,102483
36259,63,102483
36260,64,102483
36261,65,102483
36262,66,102483
36263,70,102483
36264,71,102483
36265,72,102483
36266,73,102483
36267,102,102483
36268,103,102483
36269,104,102483
36270,105,102483
36271,250,102483
36272,251,102483
36273,252,102483
36274,253,102483
36275,254,102483
36276,255,102483
36277,256,102483
36278,257,102483
36279,258,102483
36280,259,102483
36281,260,102483
36282,261,102483
36283,262,102483
36284,263,102483
36285,264,102483
36286,265,102483
36287,266,102483
36288,267,102483
36289,268,102483
36290,269,102483
36291,270,102483
36386,103,98755
36387,104,98755
36388,253,98755
36389,254,98755
36390,255,98755
36391,259,98755
36392,260,98755
36393,261,98755
36394,263,98755
36395,268,98755
36396,269,98755
36397,103,102292
36398,253,102292
36399,254,102292
36400,255,102292
36401,259,102292
36402,260,102292
36403,261,102292
36404,263,102292
36405,269,102292
36408,103,102301
36409,253,102301
36410,254,102301
36411,255,102301
36412,259,102301
36413,260,102301
36414,261,102301
36419,103,102302
36420,253,102302
36421,254,102302
36422,255,102302
36423,259,102302
36424,260,102302
36425,261,102302
36426,263,102302
36427,269,102302
36430,253,102311
36431,254,102311
36432,255,102311
36433,259,102311
36434,260,102311
36435,261,102311
36436,263,102311
36437,268,102311
36438,269,102311
36441,103,102312
36442,253,102312
36443,254,102312
36444,255,102312
36445,259,102312
36446,260,102312
36447,261,102312
36448,263,102312
36449,269,102312
36452,62,102293
36453,63,102293
36454,64,102293
36455,102,102293
36456,258,102293
36457,262,102293
36458,265,102293
36459,266,102293
36460,267,102293
36461,62,102300
36462,63,102300
36463,64,102300
36464,102,102300
36465,258,102300
36466,262,102300
36467,265,102300
36468,266,102300
36469,267,102300
36470,62,102303
36471,63,102303
36472,64,102303
36473,102,102303
36474,258,102303
36475,262,102303
36476,265,102303
36477,266,102303
36478,267,102303
36479,62,102310
36480,63,102310
36481,64,102310
36482,102,102310
36483,258,102310
36484,262,102310
36485,265,102310
36486,266,102310
36487,267,102310
36488,62,102313
36489,63,102313
36490,64,102313
36491,102,102313
36492,258,102313
36493,262,102313
36494,265,102313
36495,266,102313
36496,267,102313
36497,65,102294
36498,105,102294
36499,256,102294
36500,257,102294
36501,264,102294
36502,270,102294
36506,65,102299
36507,105,102299
36508,256,102299
36509,257,102299
36510,264,102299
36511,270,102299
36515,65,102304
36516,105,102304
36517,256,102304
36518,257,102304
36519,264,102304
36520,270,102304
36524,65,102309
36525,105,102309
36526,256,102309
36527,257,102309
36528,264,102309
36529,270,102309
36533,65,102314
36534,102,102314
36535,105,102314
36536,256,102314
36537,257,102314
36538,258,102314
36539,262,102314
36540,264,102314
36541,270,102314
36542,70,102295
36543,71,102295
36544,72,102295
36545,251,102295
36546,252,102295
36550,70,102298
36551,71,102298
36552,72,102298
36553,251,102298
36554,252,102298
36555,70,102305
36556,71,102305
36557,72,102305
36558,251,102305
36559,252,102305
36560,70,102308
36561,71,102308
36562,72,102308
36563,251,102308
36564,252,102308
36565,251,102315
36566,70,102315
36567,71,102315
36568,72,102315
36569,252,102315
36570,66,102296
36571,73,102296
36572,104,102296
36573,250,102296
36574,268,102296
36575,66,102297
36576,73,102297
36577,104,102297
36578,250,102297
36579,268,102297
36580,66,102306
36581,73,102306
36582,104,102306
36583,250,102306
36584,268,102306
36585,66,102307
36586,73,102307
36587,104,102307
36588,250,102307
36589,268,102307
36590,66,102316
36591,73,102316
36592,104,102316
36593,250,102316
36594,268,102316
36598,65,102616
36599,102,102616
36600,105,102616
36601,256,102616
36602,257,102616
36603,258,102616
36604,262,102616
36605,264,102616
36606,270,102616
36615,65,102625
36616,102,102625
36617,104,102625
36618,256,102625
36619,257,102625
36620,258,102625
36621,262,102625
36622,264,102625
36623,270,102625
36624,62,102633
36625,63,102633
36626,64,102633
36627,65,102633
36628,102,102633
36629,105,102633
36630,256,102633
36631,257,102633
36632,258,102633
36633,262,102633
36634,265,102633
36635,266,102633
36636,267,102633
36637,270,102633
36639,66,102636
36640,70,102636
36641,71,102636
36642,72,102636
36643,73,102636
36644,250,102636
36645,251,102636
36646,252,102636
36655,103,102643
36656,104,102643
36657,253,102643
36658,254,102643
36659,255,102643
36660,259,102643
36661,260,102643
36662,261,102643
36663,263,102643
36664,268,102643
36665,269,102643
36677,103,102659
36678,104,102659
36679,253,102659
36680,254,102659
36681,255,102659
36682,259,102659
36683,260,102659
36684,261,102659
36685,263,102659
36686,268,102659
36687,269,102659
36689,62,102672
36690,63,102672
36691,64,102672
36692,65,102672
36693,66,102672
36694,70,102672
36695,71,102672
36696,72,102672
36697,73,102672
36698,102,102672
36699,103,102672
36700,104,102672
36701,105,102672
36702,250,102672
36703,251,102672
36704,252,102672
36705,253,102672
36706,254,102672
36707,255,102672
36708,256,102672
36709,257,102672
36710,258,102672
36711,259,102672
36712,260,102672
36713,261,102672
36714,262,102672
36715,263,102672
36716,264,102672
36717,265,102672
36718,266,102672
36719,267,102672
36720,268,102672
36726,62,102680
36727,63,102680
36728,64,102680
36729,65,102680
36730,66,102680
36731,70,102680
36732,71,102680
36733,72,102680
36734,73,102680
36735,102,102680
36736,103,102680
36737,104,102680
36738,105,102680
36739,250,102680
36740,251,102680
36741,252,102680
36742,253,102680
36743,254,102680
36744,255,102680
36745,256,102680
36746,257,102680
36747,258,102680
36748,259,102680
36749,260,102680
36750,261,102680
36751,262,102680
36752,263,102680
36753,264,102680
36754,265,102680
36755,266,102680
36756,267,102680
36757,268,102680
36758,269,102680
36759,270,102680
36774,66,102699
36775,70,102699
36776,71,102699
36777,72,102699
36778,73,102699
36779,250,102699
36780,251,102699
36781,252,102699
36795,62,102706
36796,63,102706
36797,64,102706
36798,65,102706
36799,66,102706
36800,70,102706
36801,71,102706
36802,72,102706
36803,73,102706
36804,102,102706
36805,103,102706
36806,104,102706
36807,105,102706
36808,250,102706
36809,251,102706
36810,252,102706
36811,253,102706
36812,254,102706
36813,255,102706
36814,256,102706
36815,257,102706
36816,258,102706
36817,259,102706
36818,260,102706
36819,261,102706
36820,262,102706
36821,263,102706
36822,264,102706
36823,265,102706
36824,266,102706
36825,267,102706
36826,268,102706
36848,62,102738
36849,63,102738
36850,64,102738
36851,65,102738
36852,66,102738
36853,70,102738
36854,71,102738
36855,72,102738
36856,73,102738
36857,102,102738
36858,103,102738
36859,104,102738
36860,105,102738
36861,250,102738
36862,251,102738
36863,252,102738
36864,253,102738
36865,254,102738
36866,255,102738
36867,256,102738
36868,257,102738
36869,258,102738
36870,259,102738
36871,260,102738
36872,261,102738
36873,262,102738
36874,263,102738
36875,264,102738
36876,265,102738
36877,266,102738
36878,267,102738
36879,268,102738
36880,269,102738
36881,270,102738
36894,62,102766
36895,63,102766
36896,64,102766
36897,65,102766
36898,102,102766
36899,105,102766
36900,256,102766
36901,257,102766
36902,258,102766
36903,262,102766
36904,264,102766
36905,265,102766
36906,266,102766
36907,267,102766
36908,270,102766
36922,65,102813
36923,102,102813
36924,105,102813
36925,256,102813
36926,257,102813
36927,258,102813
36928,262,102813
36929,264,102813
36930,270,102813
36939,65,102822
36940,102,102822
36941,104,102822
36942,256,102822
36943,257,102822
36944,258,102822
36945,262,102822
36946,264,102822
36947,270,102822
36948,62,102830
36949,63,102830
36950,64,102830
36951,65,102830
36952,102,102830
36953,105,102830
36954,256,102830
36955,257,102830
36956,258,102830
36957,262,102830
36958,265,102830
36959,266,102830
36960,267,102830
36961,270,102830
36963,66,102833
36964,70,102833
36965,71,102833
36966,72,102833
36967,73,102833
36968,250,102833
36969,251,102833
36970,252,102833
36979,103,102840
36980,104,102840
36981,253,102840
36982,254,102840
36983,255,102840
36984,259,102840
36985,260,102840
36986,261,102840
36987,263,102840
36988,268,102840
36989,269,102840
37001,103,102856
37002,104,102856
37003,253,102856
37004,254,102856
37005,255,102856
37006,259,102856
37007,260,102856
37008,261,102856
37009,263,102856
37010,268,102856
37011,269,102856
37013,62,102869
37014,63,102869
37015,64,102869
37016,65,102869
37017,66,102869
37018,70,102869
37019,71,102869
37020,72,102869
37021,73,102869
37022,102,102869
37023,103,102869
37024,104,102869
37025,105,102869
37026,250,102869
37027,251,102869
37028,252,102869
37029,253,102869
37030,254,102869
37031,255,102869
37032,256,102869
37033,257,102869
37034,258,102869
37035,259,102869
37036,260,102869
37037,261,102869
37038,262,102869
37039,263,102869
37040,264,102869
37041,265,102869
37042,266,102869
37043,267,102869
37044,268,102869
37045,269,102869
37046,270,102869
37050,62,102877
37051,63,102877
37052,64,102877
37053,65,102877
37054,66,102877
37055,70,102877
37056,71,102877
37057,72,102877
37058,73,102877
37059,102,102877
