ID,BattlePetAbilityID,OrderIndex,TurnTypeEnum,EventTypeEnum,BattlePetVisualID
2851,1670,1,0,255,286
2852,1671,1,0,255,0
2855,1671,0,1,6,0
2856,1672,1,0,255,347
2857,1673,1,0,255,0
2858,1674,1,0,255,0
2867,1679,1,0,255,919
2868,1679,0,1,6,0
2869,1679,0,1,7,0
2870,1680,1,0,255,0
2871,1681,1,0,255,90
2872,1681,2,0,255,90
2873,1681,3,0,255,90
2874,1682,1,0,255,272
2883,1687,1,0,255,863
2941,1717,1,0,255,286
2942,1718,1,0,255,0
2943,1718,0,1,5,921
2944,1719,1,0,255,922
2945,1720,1,0,255,923
2946,1721,0,1,2,0
2947,1722,1,0,255,68
2948,1723,1,0,255,0
2949,1724,1,0,255,516
2950,1725,0,1,1,0
2951,1726,0,1,1,0
2960,1731,1,0,255,926
2961,1733,1,0,255,568
2962,1734,1,0,255,0
2963,1735,1,0,255,0
2964,1736,1,0,255,929
2965,1737,1,0,255,930
2966,1738,1,0,255,887
2969,1586,0,1,0,0
2970,1739,0,1,5,0
2972,1740,1,0,255,931
2973,1741,1,0,255,932
2998,1754,1,0,255,934
2999,1755,0,1,1,0
3000,1756,1,0,255,195
3001,1757,1,0,255,0
3002,1758,1,0,255,1204
3003,1759,1,0,255,0
3004,1759,2,0,255,0
3005,1759,3,0,255,0
3006,1759,4,0,255,101
3007,1760,1,0,255,100
3008,1761,1,0,255,449
3009,1762,1,0,255,449
3010,1763,1,0,255,351
3011,1764,1,0,255,935
3012,1765,1,0,255,936
3021,1770,1,0,255,296
3022,1771,1,0,255,0
3023,1772,1,0,255,626
3024,1773,1,0,255,90
3025,1773,2,0,255,90
3050,1786,1,0,255,937
3051,1787,1,0,255,209
3068,1796,1,0,255,90
3069,1796,2,0,255,90
3070,1796,3,0,255,90
3071,1797,1,0,255,563
3072,1797,2,0,255,564
3097,1810,1,0,255,938
3155,1840,1,0,255,939
3181,1857,1,0,255,400
3182,1857,0,1,6,0
3183,1857,0,1,7,0
3184,1858,1,0,255,942
3185,1859,1,0,255,0
3186,1859,0,1,9,246
3187,1860,1,0,255,943
3188,1860,0,1,7,944
3189,1861,1,0,255,0
3190,1862,1,0,255,945
3191,1862,0,1,7,946
3192,1863,1,0,255,0
3193,1864,1,0,255,0
3194,1865,1,0,255,947
3195,1865,0,1,7,948
3196,1866,1,0,255,0
3197,1867,1,0,255,950
3198,1867,0,1,7,949
3210,1874,1,0,255,43
3211,1875,1,0,255,888
3220,1880,1,0,255,791
3237,1889,1,0,255,954
3238,1890,1,0,255,952
3247,1895,1,0,255,955
3264,1904,1,0,255,956
3266,1905,1,0,255,344
3267,1906,1,0,255,0
3268,1904,0,1,10,344
3269,1907,0,1,7,462
3278,1912,1,0,255,832
3279,1912,0,1,6,0
3280,1912,0,1,7,0
3289,1917,1,0,255,936
3290,1918,1,0,255,424
3291,1919,1,0,255,957
3292,1920,1,0,255,114
3293,1921,1,0,255,285
3294,1921,0,1,6,0
3295,1921,0,1,7,0
3296,1922,1,0,255,958
3305,1927,1,0,255,0
3314,1932,1,0,255,956
3315,1932,0,1,7,0
3316,1933,1,0,255,959
3317,1934,1,0,255,960
3318,1935,1,0,255,357
3319,1936,1,0,255,832
3320,1936,0,1,6,0
3321,1936,0,1,7,0
3322,1937,1,0,255,679
3323,1938,1,0,255,961
3344,1944,1,0,255,87
3345,1945,1,0,255,962
3349,1939,0,1,11,0
3375,1954,1,0,255,145
3376,1955,1,0,255,317
3377,1956,1,0,255,36
3378,1957,1,0,255,337
3379,1957,2,0,255,337
3380,1957,3,0,255,337
3381,1958,1,0,255,70
3382,1959,1,0,255,844
3383,1960,1,0,255,952
3384,1961,1,0,255,347
3385,1961,0,1,2,648
3386,1962,1,0,255,399
3387,1963,1,0,255,195
3388,1964,1,0,255,402
3389,1965,1,0,255,552
3390,1966,1,0,255,577
3391,1967,1,0,255,963
3392,1968,1,0,255,964
3393,1968,2,0,255,0
3394,1968,3,0,255,0
3435,1989,1,0,255,965
3436,1990,1,0,255,0
3437,1991,1,0,255,966
3473,2009,1,0,255,187
3474,2009,0,1,6,0
3475,2009,0,1,7,0
3476,2010,1,0,255,972
3477,2010,2,0,255,126
3478,2011,1,0,255,968
3479,2012,1,0,255,194
3482,2013,1,0,255,967
3496,2023,1,0,255,971
3497,2023,2,0,255,971
3498,2023,3,0,255,971
3499,2024,1,0,255,348
3500,2025,1,0,255,378
3501,2026,1,0,255,519
3502,2027,1,0,255,378
3503,2028,1,0,255,378
3504,2029,1,0,255,378
3558,2058,1,0,255,973
3559,2059,1,0,255,974
3560,2060,1,0,255,0
3561,2061,1,0,255,0
3562,2061,0,1,5,0
3563,2062,1,0,255,977
3564,2063,1,0,255,0
3565,2063,2,0,255,0
3566,2063,3,0,255,976
3567,2064,1,0,255,276
3568,2065,1,0,255,614
3569,2066,1,0,255,0
3570,2066,2,0,255,0
3571,2066,3,0,255,0
3572,2067,1,0,255,978
3573,2068,1,0,255,1102
3575,2070,1,0,255,979
3579,2069,0,1,2,0
3580,2071,1,0,255,1103
3583,2073,0,1,7,0
3584,2074,1,0,255,0
3585,2075,0,1,7,0
3586,2076,1,0,255,979
3587,2077,0,1,7,0
3596,2082,1,0,255,981
3597,2083,1,0,255,0
3598,2084,1,0,255,982
3599,2085,1,0,255,223
3600,2086,1,0,255,983
3601,2087,1,0,255,984
3602,2088,1,0,255,154
3603,2089,1,0,255,987
3605,2090,1,0,255,988
3606,2092,1,0,255,987
3607,2093,1,0,255,590
3608,2094,1,0,255,358
3609,2095,0,1,7,0
3610,2096,1,0,255,0
3611,2097,1,0,255,991
3612,2098,1,0,255,990
3613,2099,1,0,255,992
3614,2100,1,0,255,220
3615,2101,1,0,255,609
3616,2102,1,0,255,993
3617,2103,1,0,255,226
3618,2104,1,0,255,995
3620,2106,1,0,255,58
3626,2111,1,0,255,44
3627,2107,0,1,5,0
3628,2105,0,1,5,0
3629,2108,0,1,5,0
3630,2109,0,1,5,0
3631,2110,0,1,5,44
3632,2112,1,0,255,0
3633,2113,1,0,255,309
3719,2205,1,0,255,1096
3720,2206,1,0,255,1097
3721,2207,1,0,255,109
3723,2209,1,0,255,1098
3724,2210,1,0,255,1101
3725,2211,1,0,255,0
3726,2211,0,1,5,0
3727,2212,1,0,255,17
3728,2213,0,1,9,0
3729,2214,1,0,255,1099
3730,2215,0,1,1,0
3731,2216,0,1,0,1100
3742,2223,1,0,255,1101
3744,2225,1,0,255,1104
3749,2225,0,1,6,0
3750,2225,0,1,7,0
3751,2228,1,0,255,1105
3752,2229,1,0,255,1106
3753,2230,1,0,255,1107
3754,2231,1,0,255,1106
3755,2232,1,0,255,1109
3756,2233,1,0,255,0
3757,2234,1,0,255,1110
3758,2235,1,0,255,0
3759,2236,1,0,255,320
3760,2237,1,0,255,692
3761,2238,1,0,255,0
3762,2239,1,0,255,974
3763,2240,1,0,255,590
3764,2241,1,0,255,1112
3765,2242,1,0,255,1111
3766,2243,1,0,255,1113
3767,2245,1,0,255,0
3768,2244,0,1,7,0
3769,2246,1,0,255,1114
3770,2247,1,0,255,1115
3771,2248,1,0,255,1116
3773,2249,0,1,1,0
3774,2249,0,1,2,0
3775,2250,1,0,255,286
3776,2250,2,0,255,286
3777,2250,3,0,255,286
3778,2251,1,0,255,1117
3779,2252,0,1,7,0
3781,2253,1,0,255,616
3782,2254,0,1,2,0
3783,2255,1,0,255,1119
3784,2256,1,0,255,1120
3785,2257,1,0,255,1124
3786,2258,1,0,255,1122
3787,2259,1,0,255,1111
3788,2260,1,0,255,1111
3789,2261,0,1,7,1147
3791,2263,1,0,255,1111
3792,2264,1,0,255,1120
3793,2265,1,0,255,1111
3794,2266,1,0,255,1111
3811,2280,1,0,255,1111
3812,2281,1,0,255,0
3813,2282,1,0,255,1111
3814,403,0,1,0,0
3815,2283,1,0,255,1129
3816,2284,1,0,255,1130
3818,2285,0,1,0,0
3821,2288,1,0,255,1131
3822,2289,1,0,255,1132
3823,2290,1,0,255,387
3824,2291,1,0,255,1134
3825,2292,1,0,255,1136
3826,2293,1,0,255,1135
3827,2294,1,0,255,1137
3829,2296,0,1,7,0
3830,2297,1,0,255,36
3831,2295,0,1,0,0
3832,2298,1,0,255,1139
3833,2298,0,1,7,0
3834,2299,1,0,255,1140
3835,2300,1,0,255,1144
3836,2301,0,1,5,1145
3837,2302,1,0,255,573
3838,2303,1,0,255,1142
3839,2304,1,0,255,1143
3840,2262,0,1,0,0
3841,2305,1,0,255,220
3842,2306,1,0,255,573
3843,2307,1,0,255,529
3844,2308,1,0,255,306
3845,2309,1,0,255,193
3846,2310,1,0,255,558
3847,2310,2,0,255,558
3848,2311,1,0,255,79
3849,2312,1,0,255,134
3850,2313,1,0,255,978
3851,2315,1,0,255,700
3852,2316,0,1,1,0
3853,2317,1,0,255,617
3854,2318,1,0,255,507
3855,2319,1,0,255,36
3856,2320,0,1,2,546
3857,2321,1,0,255,98
3858,2322,1,0,255,556
3859,2323,0,1,1,0
3860,2324,1,0,255,56
3861,2325,1,0,255,1099
3862,2326,1,0,255,332
3863,2327,1,0,255,1109
3864,2328,1,0,255,910
3865,2329,0,1,1,0
3866,2330,1,0,255,598
3867,2331,1,0,255,559
3868,2332,1,0,255,185
3869,2333,1,0,255,200
3870,2333,2,0,255,201
3871,2334,1,0,255,90
3872,2334,2,0,255,90
3873,2334,3,0,255,90
3874,2335,1,0,255,202
3875,2335,0,1,1,0
3876,2335,0,1,6,0
3877,2336,1,0,255,236
3878,2337,0,1,11,48
3879,2338,1,0,255,563
3880,2338,2,0,255,564
3881,2339,1,0,255,0
3882,2340,1,0,255,1149
3883,2341,1,0,255,1148
3884,2342,1,0,255,1154
3885,2343,1,0,255,379
3886,2344,1,0,255,1155
3887,2345,1,0,255,1156
3888,2346,1,0,255,1158
3889,2347,1,0,255,1150
3890,2348,1,0,255,1150
3892,2349,1,0,255,1152
3893,2351,1,0,255,965
3894,2352,1,0,255,1157
3895,2353,1,0,255,1157
3896,2354,1,0,255,416
3898,2355,0,1,0,0
3899,2356,1,0,255,1159
3900,2357,1,0,255,0
3901,2357,2,0,255,0
3902,2357,3,0,255,0
3903,2358,1,0,255,1161
3904,2359,1,0,255,0
3905,2359,2,0,255,0
3906,2359,3,0,255,1164
3907,2360,1,0,255,1163
3908,2361,1,0,255,1166
3910,2363,0,1,1,0
3911,2363,0,1,2,0
3912,2364,1,0,255,1167
3913,2365,1,0,255,1167
3914,2366,1,0,255,1168
3915,2367,0,1,1,0
3916,2368,1,0,255,1169
3917,653,0,1,6,0
3918,2369,1,0,255,0
3919,2370,1,0,255,1174
3920,2370,2,0,255,1171
3921,2370,3,0,255,1172
3922,2371,1,0,255,0
3924,2372,0,1,0,416
3927,2373,0,1,0,1162
3933,2375,1,0,255,1185
3934,2376,1,0,255,178
3935,2377,1,0,255,1176
3936,2378,1,0,255,1177
3937,2380,1,0,255,1184
3938,2381,1,0,255,1180
3939,2382,1,0,255,1181
3940,2383,0,1,2,0
3941,2383,0,1,6,0
3942,2384,1,0,255,1187
3943,2385,1,0,255,1182
3944,2386,0,1,7,0
3947,2388,1,0,255,0
3948,2389,1,0,255,0
3949,2390,1,0,255,0
3950,2391,0,1,5,0
3951,2392,0,1,0,0
3953,2393,0,1,0,0
3954,2394,0,1,0,0
3957,2387,1,0,255,0
3958,2395,0,1,0,0
3959,2396,1,0,255,1183
3960,2398,1,0,255,156
3961,2382,2,0,255,0
3962,2399,1,0,255,1193
3963,2400,1,0,255,1194
3964,2401,1,0,255,523
3965,2402,1,0,255,1190
3966,2403,1,0,255,1192
3967,2403,0,1,6,0
3968,2404,1,0,255,1191
3969,2405,1,0,255,0
3970,2405,0,1,6,0
3971,2405,0,1,12,0
3972,2406,1,0,255,197
3973,2407,1,0,255,1195
3974,2407,2,0,255,1196
3975,2408,1,0,255,0
3976,2409,1,0,255,0
3977,2410,1,0,255,178
3978,2411,1,0,255,109
3979,2412,1,0,255,36
3980,2413,1,0,255,152
3981,2413,0,1,7,156
3982,2414,1,0,255,139
3983,2416,1,0,255,812
3984,2417,1,0,255,1152
3985,2418,1,0,255,0
3986,2419,1,0,255,709
3987,2420,1,0,255,116
3988,2421,1,0,255,616
3989,2422,1,0,255,68
3990,2423,1,0,255,735
3991,2423,0,1,6,0
3992,2424,1,0,255,1157
3993,2425,1,0,255,197
3994,2426,1,0,255,580
3995,2426,2,0,255,580
3996,2427,1,0,255,154
3997,2428,0,1,1,0
3998,2429,1,0,255,48
3999,2430,1,0,255,82
4000,2431,1,0,255,1199
4001,2432,1,0,255,1200
4002,2433,1,0,255,1201
4005,2435,1,0,255,1202
4006,2436,0,1,1,1203
4011,2439,1,0,255,0
4012,2439,2,0,255,0
4013,2439,3,0,255,0
4014,2440,1,0,255,1205
4015,2441,1,0,255,0
4016,2442,1,0,255,385
4021,2444,1,0,255,1206
4022,2445,1,0,255,0
4023,2446,1,0,255,1207
4024,2447,1,0,255,226
4025,2448,1,0,255,221
4026,2449,1,0,255,1208
4027,2450,1,0,255,0
4028,2451,1,0,255,699
4029,2452,1,0,255,640
4030,2453,1,0,255,1209
4031,2453,2,0,255,1219
4032,2454,1,0,255,1220
4033,2455,1,0,255,37
4034,2455,0,1,7,0
4036,2456,1,0,255,195
4037,2456,0,1,7,0
4038,2457,1,0,255,276
4039,2458,1,0,255,449
4040,2459,1,0,255,0
4041,2460,1,0,255,1224
4042,2460,2,0,255,0
4043,2460,0,1,6,0
4045,2460,0,1,7,0
4046,2462,1,0,255,1214
4047,2463,1,0,255,1215
4056,2465,1,0,255,1221
4058,2465,0,1,7,0
4059,2466,1,0,255,1222
4060,2467,1,0,255,1223
4061,2468,1,0,255,1225
4063,1121,0,1,2,0
4064,2451,0,1,2,0
4065,2469,1,0,255,1226
4066,2470,1,0,255,16
4067,2471,1,0,255,640
4068,2472,1,0,255,1227
4069,2473,1,0,255,1232
4070,2474,1,0,255,1233
4071,2475,1,0,255,1231
4072,2476,1,0,255,305
4073,2477,1,0,255,1228
4074,2478,1,0,255,1230
4075,2479,1,0,255,1229
4076,2480,1,0,255,1245
4077,2481,1,0,255,0
4078,2481,2,0,255,0
4079,2481,3,0,255,0
4080,2482,1,0,255,1234
4081,2483,1,0,255,563
4082,2483,2,0,255,564
4083,2484,1,0,255,692
4090,2489,1,0,255,1241
4091,2490,1,0,255,0
4092,2490,0,1,5,1243
4093,2490,0,1,9,0
4094,2491,1,0,255,1244
4095,2492,0,1,5,574
4096,2493,1,0,255,1221
4097,2493,0,1,2,0
4098,2493,0,1,9,0
4099,2495,1,0,255,1246
4102,2498,1,0,255,523
4103,2499,1,0,255,139
4104,2500,1,0,255,1247
4106,2502,1,0,255,1225
4107,2503,1,0,255,1248
4108,2504,1,0,255,0
4109,2505,1,0,255,553
4110,2506,1,0,255,1249
4111,2506,0,1,6,1249
4113,2508,1,0,255,1250
4114,2509,1,0,255,1251
4115,2509,0,1,6,0
4116,2510,1,0,255,0
4117,2511,1,0,255,1253
4118,2512,1,0,255,1252
4119,2513,1,0,255,1254
4120,2514,1,0,255,1225
4121,601,1,0,255,0
4122,601,2,0,255,0
4123,601,3,0,255,0
4125,601,4,0,255,0
4126,2515,1,0,255,1255
4129,2518,1,0,255,1257
4130,2519,1,0,255,1258
4131,2519,0,1,6,0
4132,2519,0,1,7,0
4133,2520,1,0,255,1259
4135,2522,1,0,255,1260
4136,2523,1,0,255,1261
4137,2524,1,0,255,1263
4138,2525,1,0,255,1264
4139,2526,1,0,255,1265
