ID,Field_1_60_1_69876_000,Field_1_60_1_69876_001,Field_1_60_1_69876_002
1514,138291,1.5,1
1515,138292,1.5,1
1516,138293,1.5,1
1517,138294,1.5,1
1519,138295,1.5,1
1520,138296,1.5,1
1521,138297,1.5,1
1522,138298,1.5,1
1523,138299,1.5,1
1524,138300,1.5,1
1525,138301,1.5,1
1526,139097,2,1
1527,139098,2,1
1528,139099,2,1
1529,139100,2,1
1530,139103,2,1
1531,139104,2,1
1532,139105,2,1
1533,139106,2,1
1534,139107,2,1
1535,139108,2,1
1536,139109,2,1
1538,139110,2,1
1539,139111,2,1
1540,139112,2,1
1541,139113,2,1
1542,139114,2,1
1544,139120,2,1
1545,139121,2,1
1546,139122,2,1
1547,139123,2,1
1548,139126,2,1
1549,139127,2,1
1550,139128,2,1
1551,139129,2,1
1552,139130,2,1
1553,139131,2,1
1554,139132,2,1
1555,139133,2,1
1556,139134,2,1
1557,139135,2,1
1558,139136,2,1
1559,139137,2,1
1560,139143,3.2,1
1561,139144,3.2,1
1562,166120,1,1
1563,139145,3.2,1
1564,166122,2.2,1
1565,166124,1.6,1
1566,166131,2.2,1
1567,139146,3.2,1
1568,166134,2.2,1
1569,139149,3.2,1
1570,139150,3.2,1
1571,166144,2.2,1
1572,166147,2.2,1
1573,139151,3.2,1
1574,139152,3.2,1
1575,166149,2.2,1
1576,139153,3.2,1
1577,139154,3.2,1
1578,139155,3.2,1
1579,166150,2.2,1
1580,139155,3.2,1
1581,139157,3.2,1
1582,139158,3.2,1
1583,139159,3.2,1
1586,139160,3.2,1
1587,166157,1.6,1
1588,166162,1.6,1
1589,166163,1.6,1
1590,166165,2.2,1
1591,166166,2.2,1
1592,166167,2.2,1
1593,166168,2.2,1
1594,166169,2.2,1
1595,166170,2.2,1
1596,166172,2.2,1
1597,166173,2.2,1
1598,166175,2.2,1
1599,166176,2.2,1
1600,166186,2.2,1
1601,166187,2.2,1
1602,166189,2.2,1
1604,139676,2.3,1
1605,166191,2.2,1
1606,139677,2.3,1
1607,139678,2.3,1
1608,166193,2.2,1
1609,139679,2.3,1
1610,166196,2.2,1
1611,166197,2.2,1
1612,139682,2.3,1
1613,139683,2.3,1
1614,139684,2.3,1
1615,139685,2.3,1
1616,166203,1.6,1
1617,166204,2.2,1
1618,166205,1.6,1
1619,139686,2.3,1
1620,139687,2.3,1
1621,139688,2.3,1
1622,166221,2.2,1
1623,166237,3.3,0.2
1624,166273,1.6,1
1625,139689,2.3,1
1626,166280,1.6,1
1627,139690,2.3,1
1628,139691,2.3,1
1629,139692,2.3,1
1630,139693,2.3,1
1631,139828,3,1.5
1632,166291,1.6,1
1633,166292,1.6,1
1634,139829,3,1.5
1635,139830,3,1.5
1636,139831,3,1.5
1637,166303,1.6,1
1638,166304,2.2,1
1639,198058,3,1
1640,166325,1,0.75
1641,166324,2.2,1
1642,166326,1,1
1643,166327,2.2,1
1644,199397,1.2,1
1645,199398,1.2,1
1646,166328,2.2,1
1647,166329,1,0.8
1648,189260,1,0.7
1649,189124,1.4,0.8
1650,199806,1,1
1651,199807,1,1
1652,199808,1,1
1653,199809,1,1
1654,198100,1,0.6
1655,199813,0.5,0.5
1656,197705,1.2,1.2
1657,197210,0.5,0.5
1658,189423,2,0.3
1659,201493,1,0.8
1660,201524,0.6,0.8
1661,201542,1,1
1662,198577,1,0.6
1663,198617,0.5,0.4
1664,198618,0.5,0.4
1665,190766,1,0.4
1666,190775,2,0.7
1667,189457,1,0.6
1668,200254,2,1.3
1669,197292,1,1
1670,197293,1,1
1671,197416,1.7,0.5
1673,201968,1.5,1
1674,198754,2,1.5
1675,189958,0.8,1
1676,190793,1.4,1
1677,190794,1.4,1
1678,190795,1.5,1
1679,190796,1.3,1
1680,190797,0.8,0.8
1681,201866,1.2,0.6
1682,201904,1.3,0.5
1683,201905,1.5,0.8
1684,199815,1,1
1685,199818,1,1
1686,199819,1,1
1687,201001,1.8,1
1688,198076,1,1
1689,198386,2,1
1690,198449,2,1
1691,197709,3.5,1.2
1692,203171,0.8,0.2
1693,189375,1,0.6
1694,199118,0.5,1
1695,200407,0.8,0.6
1696,199954,0.6,0.6
1697,198064,1.5,1
1698,198065,1.5,1
1699,189632,1.5,1
1700,198951,2,0.6
1701,198777,1,0.7
1702,199155,1.5,0.3
1703,197411,1,1
1704,199130,1,1
1705,199131,2,0.3
1706,166330,1.75,1
1707,166331,1.75,1
1708,166333,2.2,1
1709,166335,1,1
1710,166336,1,1
1711,166337,1,1
1712,166338,1.6,1
1713,166339,1,1
1714,166349,1.6,1
1715,166351,1.6,1
1716,166354,2.2,1
1717,166355,1.8,1
1718,166356,1.6,1
1719,166369,1,0.06
1720,166370,1.6,1
1721,166371,1,0.06
1722,166379,2.2,0.5
1723,166381,1.28,0.25
1724,166382,2.2,1
1725,166384,2.2,1
1726,166385,1,1
1727,166388,3.6,0.18
1728,166389,2.2,1
1729,166391,1.6,0.25
1730,166397,1.8,1
1731,166401,1.9,1
1732,166402,1.9,1
1733,166403,1.9,1
1734,580090,1.9,1
1735,166414,1.6,0.23
1736,240932,1.94,1
1738,166417,1.94,1
1739,166419,1.94,1
1740,166430,2.2,1
1741,166431,2.2,1
1742,166437,2.2,1
1743,166438,1.9,1
1744,166463,1.9,1
1745,166467,1.94,1
1746,166468,1.94,1
1747,166470,1.94,1
1748,166508,1.6,1
1749,166510,1.6,1
1750,166516,1.6,1
1751,166524,1.6,1
1752,166525,4,1
1753,166531,1.6,1
1754,166537,2.2,1
1755,166538,1.6,1
1756,240957,1.6,1
1757,166547,1.6,1
1758,166554,2.2,1
1759,166559,1.6,1
1760,166583,1.6,1
1761,166593,2.2,1
1762,166594,2.2,0.36
1763,166597,2.2,1
1764,166602,2.2,0.4
1765,166605,2.2,0.4
1772,7660554,1,1
1785,165572,2.2,1
1786,165570,2.2,1
1787,165571,2.2,1
1788,165573,2.2,1
1789,1003766,2.2,1
1791,166211,2.2,5
1793,166129,0.7,1.9
1794,166674,1,1.9
1795,166123,1,1
1796,166214,2.5,1
1797,167214,2.2,1
1798,167213,2.2,1
1799,166492,1,1
1800,166373,2.2,1
1801,240950,2.2,1
1802,166661,1,3
1804,241018,3,3
1810,165616,4,4
1811,165617,3,2
1813,165613,3,2
1814,219221,1,1
1815,219220,1,1
1816,456035,1.5,1.5
1817,456037,1.5,3
1818,1014619,3,1.5
1819,456039,1.5,1
1820,456041,2,1
1822,1014628,1.7,1.5
1823,1014641,2,5
1824,456043,1.5,5
1825,1632981,0.75,0.4
1836,241027,3,2
1837,241028,1.6,1
1838,166526,1,1
1839,166497,1,1
