ID,VendorMapID,VendorPosition[0],VendorPosition[1],VendorPosition[2],VendorItemID,CreatureID,AreaTableID,WMOGroupID,CollectableSourceInfoID
244865,0,-845.5123,-3507.9336,73.613976,138246,15126,45,0,179925
244866,0,-845.5123,-3507.9336,73.613976,138228,15126,45,0,179926
244867,2908,-1189.6962,2686.3264,111.25194,138228,15126,16532,0,179926
244868,2908,-1189.6962,2686.3264,111.25194,138251,15126,16532,0,179927
244869,0,-845.5123,-3507.9336,73.613976,138251,15126,45,0,179927
244870,2908,-1189.6962,2686.3264,111.25194,138245,15126,16532,0,179928
244871,0,-845.5123,-3507.9336,73.613976,138245,15126,45,0,179928
244872,0,-845.5123,-3507.9336,73.613976,138248,15126,45,0,179929
244873,2908,-1189.6962,2686.3264,111.25194,138248,15126,16532,0,179929
244874,2908,-1189.6962,2686.3264,111.25194,138242,15126,16532,0,179930
244875,0,-845.5123,-3507.9336,73.613976,138242,15126,45,0,179930
244876,2908,-1189.6962,2686.3264,111.25194,138236,15126,16532,0,179931
244877,0,-845.5123,-3507.9336,73.613976,138236,15126,45,0,179931
244878,2908,-1189.6962,2686.3264,111.25194,138229,15126,16532,0,179932
244879,0,-845.5123,-3507.9336,73.613976,138229,15126,45,0,179932
244880,2908,-1189.6962,2686.3264,111.25194,138247,15126,16532,0,179933
244881,0,-845.5123,-3507.9336,73.613976,138247,15126,45,0,179933
244882,2908,-1189.6962,2686.3264,111.25194,138234,15126,16532,0,179934
244883,0,-845.5123,-3507.9336,73.613976,138234,15126,45,0,179934
244884,0,-845.5123,-3507.9336,73.613976,138235,15126,45,0,179935
244885,2908,-1189.6962,2686.3264,111.25194,138235,15126,16532,0,179935
244886,2908,-1189.6962,2686.3264,111.25194,138241,15126,16532,0,179936
244887,0,-845.5123,-3507.9336,73.613976,138241,15126,45,0,179936
244888,2908,-1189.6962,2686.3264,111.25194,138243,15126,16532,0,179937
244889,0,-845.5123,-3507.9336,73.613976,138243,15126,45,0,179937
244890,0,-845.5123,-3507.9336,73.613976,138231,15126,45,0,179938
244891,2908,-1189.6962,2686.3264,111.25194,138231,15126,16532,0,179938
244892,2908,-1189.6962,2686.3264,111.25194,138240,15126,16532,0,179939
244893,0,-845.5123,-3507.9336,73.613976,138240,15126,45,0,179939
244894,2908,-1189.6962,2686.3264,111.25194,138238,15126,16532,0,179940
244895,0,-845.5123,-3507.9336,73.613976,138238,15126,45,0,179940
244896,2908,-1189.6962,2686.3264,111.25194,138232,15126,16532,0,179941
244897,0,-845.5123,-3507.9336,73.613976,138232,15126,45,0,179941
244898,2908,-1189.6962,2686.3264,111.25194,138230,15126,16532,0,179942
244899,0,-845.5123,-3507.9336,73.613976,138230,15126,45,0,179942
244900,2908,-1189.6962,2686.3264,111.25194,138249,15126,16532,0,179943
244901,0,-845.5123,-3507.9336,73.613976,138249,15126,45,0,179943
244902,0,-845.5123,-3507.9336,73.613976,138237,15126,45,0,179944
244903,2908,-1189.6962,2686.3264,111.25194,138237,15126,16532,0,179944
244904,2908,-1189.6962,2686.3264,111.25194,138233,15126,16532,0,179945
244905,0,-845.5123,-3507.9336,73.613976,138233,15126,45,0,179945
244906,0,-845.5123,-3507.9336,73.613976,138250,15126,45,0,179946
244907,2908,-1189.6962,2686.3264,111.25194,138250,15126,16532,0,179946
244908,0,-845.5123,-3507.9336,73.613976,138239,15126,45,0,179947
244909,2908,-1189.6962,2686.3264,111.25194,138239,15126,16532,0,179947
244910,2908,-1190.5938,2685.145,111.22061,137906,15127,16532,0,179948
244911,0,-1218.4843,-2521.5596,21.943804,137906,15127,45,0,179948
244912,2908,-1190.5938,2685.145,111.22061,137909,15127,16532,0,179949
244913,0,-1218.4843,-2521.5596,21.943804,137909,15127,45,0,179949
244914,0,-1218.4843,-2521.5596,21.943804,137904,15127,45,0,179950
244915,2908,-1190.5938,2685.145,111.22061,137904,15127,16532,0,179950
244916,0,-1218.4843,-2521.5596,21.943804,137908,15127,45,0,179951
244917,2908,-1190.5938,2685.145,111.22061,137908,15127,16532,0,179951
244918,0,-1218.4843,-2521.5596,21.943804,137911,15127,45,0,179952
244919,2908,-1190.5938,2685.145,111.22061,137911,15127,16532,0,179952
244920,0,-1218.4843,-2521.5596,21.943804,137907,15127,45,0,179953
244921,2908,-1190.5938,2685.145,111.22061,137907,15127,16532,0,179953
244922,2908,-1190.5938,2685.145,111.22061,137903,15127,16532,0,179954
244923,0,-1218.4843,-2521.5596,21.943804,137903,15127,45,0,179954
244924,0,-1218.4843,-2521.5596,21.943804,137905,15127,45,0,179955
244925,2908,-1190.5938,2685.145,111.22061,137905,15127,16532,0,179955
244926,2908,-1190.5938,2685.145,111.22061,137910,15127,16532,0,179956
244927,0,-1218.4843,-2521.5596,21.943804,137910,15127,45,0,179956
244928,0,-1218.4843,-2521.5596,21.943804,137959,15127,45,0,179957
244929,2908,-1190.5938,2685.145,111.22061,137959,15127,16532,0,179957
244930,0,-1218.4843,-2521.5596,21.943804,137957,15127,45,0,179958
244931,2908,-1190.5938,2685.145,111.22061,137957,15127,16532,0,179958
244932,2908,-1190.5938,2685.145,111.22061,137954,15127,16532,0,179959
244933,0,-1218.4843,-2521.5596,21.943804,137954,15127,45,0,179959
244934,0,-1218.4843,-2521.5596,21.943804,137958,15127,45,0,179960
244935,2908,-1190.5938,2685.145,111.22061,137958,15127,16532,0,179960
244936,2908,-1190.5938,2685.145,111.22061,137951,15127,16532,0,179961
244937,0,-1218.4843,-2521.5596,21.943804,137951,15127,45,0,179961
244938,0,-1218.4843,-2521.5596,21.943804,137950,15127,45,0,179962
244939,2908,-1190.5938,2685.145,111.22061,137950,15127,16532,0,179962
244940,0,-1218.4843,-2521.5596,21.943804,137940,15127,45,0,179963
244941,2908,-1190.5938,2685.145,111.22061,137940,15127,16532,0,179963
244942,0,-1218.4843,-2521.5596,21.943804,137945,15127,45,0,179964
244943,2908,-1190.5938,2685.145,111.22061,137945,15127,16532,0,179964
244944,2908,-1190.5938,2685.145,111.22061,137948,15127,16532,0,179965
244945,0,-1218.4843,-2521.5596,21.943804,137948,15127,45,0,179965
244946,0,-1218.4843,-2521.5596,21.943804,137938,15127,45,0,179966
244947,2908,-1190.5938,2685.145,111.22061,137938,15127,16532,0,179966
244948,0,-1218.4843,-2521.5596,21.943804,137955,15127,45,0,179967
244949,2908,-1190.5938,2685.145,111.22061,137955,15127,16532,0,179967
244950,2908,-1190.5938,2685.145,111.22061,137943,15127,16532,0,179968
244951,0,-1218.4843,-2521.5596,21.943804,137943,15127,45,0,179968
244952,0,-1218.4843,-2521.5596,21.943804,137944,15127,45,0,179969
244953,2908,-1190.5938,2685.145,111.22061,137944,15127,16532,0,179969
244954,2908,-1190.5938,2685.145,111.22061,137937,15127,16532,0,179970
244955,0,-1218.4843,-2521.5596,21.943804,137937,15127,45,0,179970
244956,2908,-1190.5938,2685.145,111.22061,137949,15127,16532,0,179971
244957,0,-1218.4843,-2521.5596,21.943804,137949,15127,45,0,179971
244958,0,-1218.4843,-2521.5596,21.943804,137947,15127,45,0,179972
244959,2908,-1190.5938,2685.145,111.22061,137947,15127,16532,0,179972
244960,0,-1218.4843,-2521.5596,21.943804,137960,15127,45,0,179973
244961,2908,-1190.5938,2685.145,111.22061,137960,15127,16532,0,179973
244962,0,-1218.4843,-2521.5596,21.943804,137941,15127,45,0,179974
244963,2908,-1190.5938,2685.145,111.22061,137941,15127,16532,0,179974
244964,2908,-1190.5938,2685.145,111.22061,137942,15127,16532,0,179975
244965,0,-1218.4843,-2521.5596,21.943804,137942,15127,45,0,179975
244966,2908,-1190.5938,2685.145,111.22061,137953,15127,16532,0,179976
244967,0,-1218.4843,-2521.5596,21.943804,137953,15127,45,0,179976
244968,2908,-1190.5938,2685.145,111.22061,137939,15127,16532,0,179977
244969,0,-1218.4843,-2521.5596,21.943804,137939,15127,45,0,179977
244970,2908,-1190.5938,2685.145,111.22061,137946,15127,16532,0,179978
244971,0,-1218.4843,-2521.5596,21.943804,137946,15127,45,0,179978
244972,0,-1218.4843,-2521.5596,21.943804,137956,15127,45,0,179979
244973,2908,-1190.5938,2685.145,111.22061,137956,15127,16532,0,179979
244974,0,-1218.4843,-2521.5596,21.943804,137952,15127,45,0,179980
244975,2908,-1190.5938,2685.145,111.22061,137952,15127,16532,0,179980
244976,2908,-1190.5938,2685.145,111.22061,135704,15127,16532,0,179981
244977,0,-1218.4843,-2521.5596,21.943804,135704,15127,45,0,179981
244978,2908,-1190.5938,2685.145,111.22061,135697,15127,16532,0,179982
244979,0,-1218.4843,-2521.5596,21.943804,135697,15127,45,0,179982
244980,2908,-1190.5938,2685.145,111.22061,135693,15127,16532,0,179983
244981,0,-1218.4843,-2521.5596,21.943804,135693,15127,45,0,179983
244982,0,-1218.4843,-2521.5596,21.943804,135702,15127,45,0,179984
244983,2908,-1190.5938,2685.145,111.22061,135702,15127,16532,0,179984
244984,0,-1218.4843,-2521.5596,21.943804,135691,15127,45,0,179985
244985,2908,-1190.5938,2685.145,111.22061,135691,15127,16532,0,179985
244986,0,-1218.4843,-2521.5596,21.943804,135698,15127,45,0,179986
244987,2908,-1190.5938,2685.145,111.22061,135698,15127,16532,0,179986
244988,2908,-1190.5938,2685.145,111.22061,135687,15127,16532,0,179987
244989,0,-1218.4843,-2521.5596,21.943804,135687,15127,45,0,179987
244990,0,-1218.4843,-2521.5596,21.943804,135703,15127,45,0,179988
244991,2908,-1190.5938,2685.145,111.22061,135703,15127,16532,0,179988
244992,0,-1218.4843,-2521.5596,21.943804,135686,15127,45,0,179989
244993,2908,-1190.5938,2685.145,111.22061,135686,15127,16532,0,179989
244994,2908,-1190.5938,2685.145,111.22061,135707,15127,16532,0,179990
244995,0,-1218.4843,-2521.5596,21.943804,135707,15127,45,0,179990
244996,2908,-1190.5938,2685.145,111.22061,135685,15127,16532,0,179991
244997,0,-1218.4843,-2521.5596,21.943804,135685,15127,45,0,179991
244998,2908,-1190.5938,2685.145,111.22061,135699,15127,16532,0,179992
244999,0,-1218.4843,-2521.5596,21.943804,135699,15127,45,0,179992
245000,0,-1218.4843,-2521.5596,21.943804,135706,15127,45,0,179993
245001,2908,-1190.5938,2685.145,111.22061,135706,15127,16532,0,179993
245002,0,-1218.4843,-2521.5596,21.943804,135690,15127,45,0,179994
245003,2908,-1190.5938,2685.145,111.22061,135690,15127,16532,0,179994
245004,0,-1218.4843,-2521.5596,21.943804,135684,15127,45,0,179995
245005,2908,-1190.5938,2685.145,111.22061,135684,15127,16532,0,179995
245006,0,-1218.4843,-2521.5596,21.943804,135689,15127,45,0,179996
245007,2908,-1190.5938,2685.145,111.22061,135689,15127,16532,0,179996
245008,0,-1218.4843,-2521.5596,21.943804,135701,15127,45,0,179997
245009,2908,-1190.5938,2685.145,111.22061,135701,15127,16532,0,179997
245010,2908,-1190.5938,2685.145,111.22061,135696,15127,16532,0,179998
245011,0,-1218.4843,-2521.5596,21.943804,135696,15127,45,0,179998
245012,0,-1218.4843,-2521.5596,21.943804,135705,15127,45,0,179999
245013,2908,-1190.5938,2685.145,111.22061,135705,15127,16532,0,179999
245014,2908,-1190.5938,2685.145,111.22061,135692,15127,16532,0,180000
245015,0,-1218.4843,-2521.5596,21.943804,135692,15127,45,0,180000
245016,2908,-1190.5938,2685.145,111.22061,135688,15127,16532,0,180001
245017,0,-1218.4843,-2521.5596,21.943804,135688,15127,45,0,180001
245018,0,-1218.4843,-2521.5596,21.943804,135695,15127,45,0,180002
245019,2908,-1190.5938,2685.145,111.22061,135695,15127,16532,0,180002
245020,2908,-1190.5938,2685.145,111.22061,135700,15127,16532,0,180003
245021,0,-1218.4843,-2521.5596,21.943804,135700,15127,45,0,180003
245022,0,-1218.4843,-2521.5596,21.943804,135694,15127,45,0,180004
245023,2908,-1190.5938,2685.145,111.22061,135694,15127,16532,0,180004
245205,0,-9605.451,-1912.5243,61.570915,255891,256389,44,0,180031
245206,1,-376.2691,-2382.217,91.973175,255892,256384,17,0,180032
246020,1,-4379.0303,3311.8333,13.551212,137396,7942,357,0,180630
246021,0,0,0,0,137396,12036,0,0,180630
246022,0,-3745.6924,-888.1896,11.009752,137396,1452,11,0,180630
246023,1,6150.4272,-1941.8499,574.5662,137396,2803,361,0,180630
246024,1,5092.9644,-356.46265,357.31265,137396,2806,361,0,180630
246025,1,2717.7014,-309.6603,110.72793,137396,3962,331,0,180630
246026,0,-24.787706,-935.17706,55.22275,137396,2401,267,0,180630
246027,0,-8189.191,-5607.3228,3.7927887,137396,255895,16591,0,180630
246028,1,7956.803,-2424.4277,488.9465,137396,12021,493,0,180630
246029,1,5200.752,-3308.5503,1644.4518,137396,43411,616,0,180630
246030,1,-5476.704,-2453.5051,89.28373,137396,4876,400,0,180630
246031,0,-9188.099,-5009.6895,36.262657,137396,259860,16591,0,180630
246032,1,-6886.4756,-4842.2837,8.538861,137396,8139,440,0,180630
246033,1,1520.5369,-4355.5845,18.767546,137396,3313,1637,0,180630
246034,0,-774.5174,-505.74567,23.627419,137396,3541,267,0,180630
246035,1,9864.513,2253.2678,1331.968,137396,4170,1657,0,180630
246036,1,-1701.7596,3112.5686,32.673347,137396,12027,405,0,180630
246037,0,-8393.841,-4537.026,24.739092,137396,255895,16591,0,180630
246038,1,-1300.1727,110.54047,131.36844,137396,8362,1638,0,180630
246039,0,-8831.752,596.35547,95.67847,137396,1285,1519,0,180630
246040,0,-3711.3394,-834.5651,11.479589,137396,1448,11,0,180630
246041,0,-10532.26,-1156.6389,28.03629,137396,227,10,0,180630
246042,1,243.01598,1238.5895,192.15305,137396,12960,405,0,180630
246043,1,9864.513,2253.2678,1331.968,137397,4170,1657,0,180631
246044,1,-4379.0303,3311.8333,13.551212,137397,7942,357,0,180631
246045,1,5092.9644,-356.46265,357.31265,137397,2806,361,0,180631
246046,0,-10532.26,-1156.6389,28.03629,137397,227,10,0,180631
246047,1,7956.803,-2424.4277,488.9465,137397,12021,493,0,180631
246048,1,2717.7014,-309.6603,110.72793,137397,3962,331,0,180631
246049,0,-9188.099,-5009.6895,36.262657,137397,259860,16591,0,180631
246050,1,1520.5369,-4355.5845,18.767546,137397,3313,1637,0,180631
246051,1,-6886.4756,-4842.2837,8.538861,137397,8139,440,0,180631
246052,0,-3745.6924,-888.1896,11.009752,137397,1452,11,0,180631
246053,1,6150.4272,-1941.8499,574.5662,137397,2803,361,0,180631
246054,0,-774.5174,-505.74567,23.627419,137397,3541,267,0,180631
246055,1,-5476.704,-2453.5051,89.28373,137397,4876,400,0,180631
246056,1,243.01598,1238.5895,192.15305,137397,12960,405,0,180631
246057,0,-8393.841,-4537.026,24.739092,137397,255895,16591,0,180631
246058,0,0,0,0,137397,12036,0,0,180631
246059,1,5200.752,-3308.5503,1644.4518,137397,43411,616,0,180631
246060,0,-8189.191,-5607.3228,3.7927887,137397,255895,16591,0,180631
246061,1,-1300.1727,110.54047,131.36844,137397,8362,1638,0,180631
246062,0,-8831.752,596.35547,95.67847,137397,1285,1519,0,180631
246063,0,-3711.3394,-834.5651,11.479589,137397,1448,11,0,180631
246064,0,-24.787706,-935.17706,55.22275,137397,2401,267,0,180631
246065,1,-1701.7596,3112.5686,32.673347,137397,12027,405,0,180631
246066,0,-10532.26,-1156.6389,28.03629,137398,227,10,0,180632
246067,0,0,0,0,137398,12036,0,0,180632
246068,0,-8831.752,596.35547,95.67847,137398,1285,1519,0,180632
246069,1,-5476.704,-2453.5051,89.28373,137398,4876,400,0,180632
246070,0,-8393.841,-4537.026,24.739092,137398,255895,16591,0,180632
246071,1,-4379.0303,3311.8333,13.551212,137398,7942,357,0,180632
246072,0,-24.787706,-935.17706,55.22275,137398,2401,267,0,180632
246073,1,-6886.4756,-4842.2837,8.538861,137398,8139,440,0,180632
246074,1,5092.9644,-356.46265,357.31265,137398,2806,361,0,180632
246075,1,1520.5369,-4355.5845,18.767546,137398,3313,1637,0,180632
246076,0,-774.5174,-505.74567,23.627419,137398,3541,267,0,180632
246077,1,243.01598,1238.5895,192.15305,137398,12960,405,0,180632
246078,1,5200.752,-3308.5503,1644.4518,137398,43411,616,0,180632
246079,1,-1300.1727,110.54047,131.36844,137398,8362,1638,0,180632
246080,0,-3745.6924,-888.1896,11.009752,137398,1452,11,0,180632
246081,1,6150.4272,-1941.8499,574.5662,137398,2803,361,0,180632
246082,1,-1701.7596,3112.5686,32.673347,137398,12027,405,0,180632
246083,1,2717.7014,-309.6603,110.72793,137398,3962,331,0,180632
246084,0,-9188.099,-5009.6895,36.262657,137398,259860,16591,0,180632
246085,0,-3711.3394,-834.5651,11.479589,137398,1448,11,0,180632
246086,1,7956.803,-2424.4277,488.9465,137398,12021,493,0,180632
246087,1,9864.513,2253.2678,1331.968,137398,4170,1657,0,180632
246088,0,-8189.191,-5607.3228,3.7927887,137398,255895,16591,0,180632
246089,0,0,0,0,137399,12036,0,0,180633
246090,0,-3745.6924,-888.1896,11.009752,137399,1452,11,0,180633
246091,1,6150.4272,-1941.8499,574.5662,137399,2803,361,0,180633
246092,0,-8831.752,596.35547,95.67847,137399,1285,1519,0,180633
246093,1,243.01598,1238.5895,192.15305,137399,12960,405,0,180633
246094,1,5200.752,-3308.5503,1644.4518,137399,43411,616,0,180633
246095,0,-8393.841,-4537.026,24.739092,137399,255895,16591,0,180633
246096,0,-3711.3394,-834.5651,11.479589,137399,1448,11,0,180633
246097,1,7956.803,-2424.4277,488.9465,137399,12021,493,0,180633
246098,1,2717.7014,-309.6603,110.72793,137399,3962,331,0,180633
246099,0,-8189.191,-5607.3228,3.7927887,137399,255895,16591,0,180633
246100,1,-5476.704,-2453.5051,89.28373,137399,4876,400,0,180633
246101,0,-10532.26,-1156.6389,28.03629,137399,227,10,0,180633
246102,1,-6886.4756,-4842.2837,8.538861,137399,8139,440,0,180633
246103,1,5092.9644,-356.46265,357.31265,137399,2806,361,0,180633
246104,1,1520.5369,-4355.5845,18.767546,137399,3313,1637,0,180633
246105,0,-24.787706,-935.17706,55.22275,137399,2401,267,0,180633
246106,1,-1701.7596,3112.5686,32.673347,137399,12027,405,0,180633
246107,0,-9188.099,-5009.6895,36.262657,137399,259860,16591,0,180633
246108,1,-4379.0303,3311.8333,13.551212,137399,7942,357,0,180633
246109,1,-1300.1727,110.54047,131.36844,137399,8362,1638,0,180633
246110,0,-774.5174,-505.74567,23.627419,137399,3541,267,0,180633
246111,1,9864.513,2253.2678,1331.968,137399,4170,1657,0,180633
246112,0,-10532.26,-1156.6389,28.03629,137400,227,10,0,180634
246113,1,243.01598,1238.5895,192.15305,137400,12960,405,0,180634
246114,0,-8393.841,-4537.026,24.739092,137400,255895,16591,0,180634
246115,1,-4379.0303,3311.8333,13.551212,137400,7942,357,0,180634
246116,0,-3711.3394,-834.5651,11.479589,137400,1448,11,0,180634
246117,0,-774.5174,-505.74567,23.627419,137400,3541,267,0,180634
246118,1,5200.752,-3308.5503,1644.4518,137400,43411,616,0,180634
246119,1,-6886.4756,-4842.2837,8.538861,137400,8139,440,0,180634
246120,1,7956.803,-2424.4277,488.9465,137400,12021,493,0,180634
246121,1,9864.513,2253.2678,1331.968,137400,4170,1657,0,180634
246122,0,-3745.6924,-888.1896,11.009752,137400,1452,11,0,180634
246123,0,-24.787706,-935.17706,55.22275,137400,2401,267,0,180634
246124,1,-1701.7596,3112.5686,32.673347,137400,12027,405,0,180634
246125,0,0,0,0,137400,12036,0,0,180634
246126,1,6150.4272,-1941.8499,574.5662,137400,2803,361,0,180634
246127,1,2717.7014,-309.6603,110.72793,137400,3962,331,0,180634
246128,1,-1300.1727,110.54047,131.36844,137400,8362,1638,0,180634
246129,1,5092.9644,-356.46265,357.31265,137400,2806,361,0,180634
246130,1,1520.5369,-4355.5845,18.767546,137400,3313,1637,0,180634
246131,0,-8189.191,-5607.3228,3.7927887,137400,255895,16591,0,180634
246132,0,-8831.752,596.35547,95.67847,137400,1285,1519,0,180634
246133,1,-5476.704,-2453.5051,89.28373,137400,4876,400,0,180634
246134,0,-9188.099,-5009.6895,36.262657,137400,259860,16591,0,180634
246135,1,-1300.1727,110.54047,131.36844,137401,8362,1638,0,180635
246136,1,1520.5369,-4355.5845,18.767546,137401,3313,1637,0,180635
246137,0,-3745.6924,-888.1896,11.009752,137401,1452,11,0,180635
246138,1,243.01598,1238.5895,192.15305,137401,12960,405,0,180635
246139,0,-9188.099,-5009.6895,36.262657,137401,259860,16591,0,180635
246140,1,-4379.0303,3311.8333,13.551212,137401,7942,357,0,180635
246141,1,6150.4272,-1941.8499,574.5662,137401,2803,361,0,180635
246142,0,-24.787706,-935.17706,55.22275,137401,2401,267,0,180635
246143,1,5092.9644,-356.46265,357.31265,137401,2806,361,0,180635
246144,0,-8831.752,596.35547,95.67847,137401,1285,1519,0,180635
246145,0,-774.5174,-505.74567,23.627419,137401,3541,267,0,180635
246146,1,-5476.704,-2453.5051,89.28373,137401,4876,400,0,180635
246147,0,-8393.841,-4537.026,24.739092,137401,255895,16591,0,180635
246148,0,-3711.3394,-834.5651,11.479589,137401,1448,11,0,180635
246149,1,7956.803,-2424.4277,488.9465,137401,12021,493,0,180635
246150,1,-1701.7596,3112.5686,32.673347,137401,12027,405,0,180635
246151,1,2717.7014,-309.6603,110.72793,137401,3962,331,0,180635
246152,1,-6886.4756,-4842.2837,8.538861,137401,8139,440,0,180635
246153,0,0,0,0,137401,12036,0,0,180635
246154,1,5200.752,-3308.5503,1644.4518,137401,43411,616,0,180635
246155,0,-8189.191,-5607.3228,3.7927887,137401,255895,16591,0,180635
246156,1,9864.513,2253.2678,1331.968,137401,4170,1657,0,180635
246157,0,-10532.26,-1156.6389,28.03629,137401,227,10,0,180635
246158,0,0,0,0,137402,12036,0,0,180636
246159,0,-8831.752,596.35547,95.67847,137402,1285,1519,0,180636
246160,1,1520.5369,-4355.5845,18.767546,137402,3313,1637,0,180636
246161,1,9864.513,2253.2678,1331.968,137402,4170,1657,0,180636
246162,1,-6886.4756,-4842.2837,8.538861,137402,8139,440,0,180636
246163,1,-1300.1727,110.54047,131.36844,137402,8362,1638,0,180636
246164,1,-4379.0303,3311.8333,13.551212,137402,7942,357,0,180636
246165,0,-774.5174,-505.74567,23.627419,137402,3541,267,0,180636
246166,1,-5476.704,-2453.5051,89.28373,137402,4876,400,0,180636
246167,0,-10532.26,-1156.6389,28.03629,137402,227,10,0,180636
246168,1,-1701.7596,3112.5686,32.673347,137402,12027,405,0,180636
246169,1,5200.752,-3308.5503,1644.4518,137402,43411,616,0,180636
246170,1,7956.803,-2424.4277,488.9465,137402,12021,493,0,180636
246171,0,-8393.841,-4537.026,24.739092,137402,255895,16591,0,180636
246172,0,-3711.3394,-834.5651,11.479589,137402,1448,11,0,180636
246173,1,2717.7014,-309.6603,110.72793,137402,3962,331,0,180636
246174,0,-8189.191,-5607.3228,3.7927887,137402,255895,16591,0,180636
246175,1,5092.9644,-356.46265,357.31265,137402,2806,361,0,180636
246176,0,-24.787706,-935.17706,55.22275,137402,2401,267,0,180636
246177,0,-9188.099,-5009.6895,36.262657,137402,259860,16591,0,180636
246178,0,-3745.6924,-888.1896,11.009752,137402,1452,11,0,180636
246179,1,6150.4272,-1941.8499,574.5662,137402,2803,361,0,180636
246180,1,243.01598,1238.5895,192.15305,137402,12960,405,0,180636
246181,0,0,0,0,137403,12036,0,0,180637
246182,1,1520.5369,-4355.5845,18.767546,137403,3313,1637,0,180637
246183,0,-774.5174,-505.74567,23.627419,137403,3541,267,0,180637
246184,1,7956.803,-2424.4277,488.9465,137403,12021,493,0,180637
246185,1,-1300.1727,110.54047,131.36844,137403,8362,1638,0,180637
246186,1,-1701.7596,3112.5686,32.673347,137403,12027,405,0,180637
246187,0,-9188.099,-5009.6895,36.262657,137403,259860,16591,0,180637
246188,0,-10532.26,-1156.6389,28.03629,137403,227,10,0,180637
246189,0,-24.787706,-935.17706,55.22275,137403,2401,267,0,180637
246190,0,-8189.191,-5607.3228,3.7927887,137403,255895,16591,0,180637
246191,1,5092.9644,-356.46265,357.31265,137403,2806,361,0,180637
246192,1,2717.7014,-309.6603,110.72793,137403,3962,331,0,180637
246193,1,-6886.4756,-4842.2837,8.538861,137403,8139,440,0,180637
246194,1,-4379.0303,3311.8333,13.551212,137403,7942,357,0,180637
246195,0,-3745.6924,-888.1896,11.009752,137403,1452,11,0,180637
246196,1,6150.4272,-1941.8499,574.5662,137403,2803,361,0,180637
246197,1,-5476.704,-2453.5051,89.28373,137403,4876,400,0,180637
246198,0,-8831.752,596.35547,95.67847,137403,1285,1519,0,180637
246199,0,-3711.3394,-834.5651,11.479589,137403,1448,11,0,180637
246200,1,9864.513,2253.2678,1331.968,137403,4170,1657,0,180637
246201,1,243.01598,1238.5895,192.15305,137403,12960,405,0,180637
246202,1,5200.752,-3308.5503,1644.4518,137403,43411,616,0,180637
246203,0,-8393.841,-4537.026,24.739092,137403,255895,16591,0,180637
246204,0,-8831.752,596.35547,95.67847,135802,1285,1519,0,175352
246205,0,1564.7578,209.6008,-43.102314,135802,4555,1497,0,175352
246206,1,-1008.6678,-3651.9531,20.066345,135802,3498,17,0,175352
246207,1,2715.8606,1512.9698,236.81364,135802,4084,406,0,175352
246208,1,243.01598,1238.5895,192.15305,135802,12960,405,0,175352
246209,1,-1300.1727,110.54047,131.36844,135802,8362,1638,0,175352
246210,0,-9260.255,-2195.371,63.933426,135802,791,44,0,175352
246211,1,9864.513,2253.2678,1331.968,135802,4170,1657,0,175352
246212,1,5200.752,-3308.5503,1644.4518,135802,43411,616,0,175352
246213,1,-4379.0303,3311.8333,13.551212,135802,7942,357,0,175352
246214,1,1520.5369,-4355.5845,18.767546,135802,3313,1637,0,175352
246215,1,1006.4053,1005.4709,104.9039,135802,4082,406,0,175352
246216,1,-1701.7596,3112.5686,32.673347,135802,12027,405,0,175352
246217,1,1006.4053,1005.4709,104.9039,135803,4082,406,0,180630
246218,1,243.01598,1238.5895,192.15305,135803,12960,405,0,180630
246219,0,-9260.255,-2195.371,63.933426,135803,791,44,0,180630
246220,0,-8831.752,596.35547,95.67847,135803,1285,1519,0,180630
246221,1,9864.513,2253.2678,1331.968,135803,4170,1657,0,180630
246222,1,1520.5369,-4355.5845,18.767546,135803,3313,1637,0,180630
246223,1,2715.8606,1512.9698,236.81364,135803,4084,406,0,180630
246224,1,-1008.6678,-3651.9531,20.066345,135803,3498,17,0,180630
246225,1,-4379.0303,3311.8333,13.551212,135803,7942,357,0,180630
246226,1,-1701.7596,3112.5686,32.673347,135803,12027,405,0,180630
246227,1,-1300.1727,110.54047,131.36844,135803,8362,1638,0,180630
246228,0,1564.7578,209.6008,-43.102314,135803,4555,1497,0,180630
246229,1,5200.752,-3308.5503,1644.4518,135803,43411,616,0,180630
246230,1,2715.8606,1512.9698,236.81364,135804,4084,406,0,175353
246231,1,243.01598,1238.5895,192.15305,135804,12960,405,0,175353
246232,1,-4379.0303,3311.8333,13.551212,135804,7942,357,0,175353
246233,1,-1701.7596,3112.5686,32.673347,135804,12027,405,0,175353
246234,1,1520.5369,-4355.5845,18.767546,135804,3313,1637,0,175353
246235,1,-1008.6678,-3651.9531,20.066345,135804,3498,17,0,175353
246236,1,-1300.1727,110.54047,131.36844,135804,8362,1638,0,175353
246237,0,-9260.255,-2195.371,63.933426,135804,791,44,0,175353
246238,0,-8831.752,596.35547,95.67847,135804,1285,1519,0,175353
246239,1,9864.513,2253.2678,1331.968,135804,4170,1657,0,175353
246240,1,5200.752,-3308.5503,1644.4518,135804,43411,616,0,175353
246241,1,1006.4053,1005.4709,104.9039,135804,4082,406,0,175353
246242,0,1564.7578,209.6008,-43.102314,135804,4555,1497,0,175353
246243,1,-1300.1727,110.54047,131.36844,135805,8362,1638,0,180632
246244,0,-8831.752,596.35547,95.67847,135805,1285,1519,0,180632
