ID,Field_12_0_0_63534_000,Field_12_0_0_63534_001,HouseThemeID,TextureAFileDataID,TextureBFileDataID
1154,18420545436663833205,2,12,6986849,0
1155,18420545436663833205,2,28,6986849,6986849
1156,18420545436663833205,2,13,6986849,6986849
1157,18420545436663833205,3,12,6986845,0
1158,18420545436663833205,3,28,6986845,7254921
1159,18420545436663833205,3,13,6986845,7254937
1160,6820130144046615901,0,12,6986889,0
1161,6820130144046615901,0,28,6986889,6986889
1162,6820130144046615901,0,13,6986889,7254947
1163,6820130144046615901,1,12,6986912,0
1164,6820130144046615901,1,28,6986912,6986912
1165,6820130144046615901,1,13,6986912,7254948
1166,6820130144046615901,2,12,6986915,0
1167,6820130144046615901,2,28,6986915,6986915
1168,6820130144046615901,2,13,6986915,7254949
1169,6820130144046615901,3,12,6986889,0
1170,6820130144046615901,3,28,6986889,6986889
1171,6820130144046615901,3,13,6986889,7254947
1172,1405121374811050776,0,12,6986850,0
1173,1405121374811050776,0,28,6986850,6986850
1174,1405121374811050776,0,13,6986850,7254941
1175,1405121374811050776,1,12,6986866,0
1176,1405121374811050776,1,28,6986866,7254926
1177,1405121374811050776,1,13,6986866,7254942
1178,1405121374811050776,2,12,6986845,0
1179,1405121374811050776,2,28,6986845,7254921
1180,1405121374811050776,2,13,6986845,7254937
1181,1405121374811050776,3,12,6986917,0
1182,1405121374811050776,3,28,6986917,7254930
1183,1405121374811050776,3,13,6986917,7254950
1184,8674001139144463115,0,12,6986918,0
1185,8674001139144463115,0,28,6986918,7254931
1186,8674001139144463115,0,13,6986918,7254951
1187,5708781473189714062,0,12,6986919,0
1188,5708781473189714062,0,28,6986919,6986919
1189,5708781473189714062,0,13,6986919,6986919
1190,12723828752763009721,0,12,6986818,0
1191,12723828752763009721,0,28,6986818,7254917
1192,12723828752763009721,0,13,6986818,7254933
1193,12723828752763009721,1,12,6986834,0
1194,12723828752763009721,1,28,6986834,7254918
1195,12723828752763009721,1,13,6986834,7254934
1196,12723828752763009721,2,12,6986834,0
1197,12723828752763009721,2,28,6986834,7254918
1198,12723828752763009721,2,13,6986834,7254934
1199,12723828752763009721,3,12,6986815,0
1200,12723828752763009721,3,28,6986815,7254915
1201,12723828752763009721,3,13,6986815,6986815
1202,8811134313086672212,0,12,6986845,0
1203,8811134313086672212,0,28,6986845,7254921
1204,8811134313086672212,0,13,6986845,7254937
1205,8811134313086672212,1,12,6986847,0
1206,8811134313086672212,1,28,6986847,7254923
1207,8811134313086672212,1,13,6986847,7254939
1208,2242541222186264663,0,12,6986845,0
1209,2242541222186264663,0,28,6986845,7254921
1210,2242541222186264663,0,13,6986845,7254937
1211,2242541222186264663,2,12,6986845,0
1212,2242541222186264663,2,28,6986845,7254921
1213,2242541222186264663,2,13,6986845,7254937
1214,2242541222186264663,3,12,6986848,0
1215,2242541222186264663,3,28,6986848,7254924
1216,2242541222186264663,3,13,6986848,7254940
1217,8359187016940448506,0,12,6986917,0
1218,8359187016940448506,0,28,6986917,7254930
1219,8359187016940448506,0,13,6986917,7254950
1220,8359187016940448506,1,12,6986845,0
1221,8359187016940448506,1,28,6986845,7254921
1222,8359187016940448506,1,13,6986845,7254937
1223,8359187016940448506,2,12,6986849,0
1224,8359187016940448506,2,28,6986849,6986849
1225,8359187016940448506,2,13,6986849,6986849
1226,8359187016940448506,3,12,6986850,0
1227,8359187016940448506,3,28,6986850,6986850
1228,8359187016940448506,3,13,6986850,7254941
1229,11316091185277460981,0,12,6986915,0
1230,11316091185277460981,0,28,6986915,6986915
1231,11316091185277460981,0,13,6986915,7254949
1232,11316091185277460981,1,12,6986915,0
1233,11316091185277460981,1,28,6986915,6986915
1234,11316091185277460981,1,13,6986915,7254949
1235,11316091185277460981,2,12,6986915,0
1236,11316091185277460981,2,28,6986915,6986915
1237,11316091185277460981,2,13,6986915,7254949
1238,11316091185277460981,3,12,6986915,0
1239,11316091185277460981,3,28,6986915,6986915
1240,11316091185277460981,3,13,6986915,7254949
1241,17650967501749918800,0,12,6986817,0
1242,17650967501749918800,0,28,6986817,7254916
1243,17650967501749918800,0,13,6986817,7254932
1244,17650967501749918800,1,12,6986912,0
1245,17650967501749918800,1,28,6986912,6986912
1246,17650967501749918800,1,13,6986912,7254948
1247,17650967501749918800,2,12,6986912,0
1248,17650967501749918800,2,28,6986912,6986912
1249,17650967501749918800,2,13,6986912,7254948
1250,17650967501749918800,3,12,6986915,0
1251,17650967501749918800,3,28,6986915,6986915
1252,17650967501749918800,3,13,6986915,7254949
1253,5235394728480893495,0,10,7114465,0
1254,5235394728480893495,0,27,7114465,7114465
1255,5235394728480893495,0,11,7114465,7114465
1256,2906876479718359642,0,10,7196783,0
1257,2906876479718359642,0,27,7196783,7196783
1258,2906876479718359642,0,11,7196783,7196783
1259,2202902440920951891,0,10,7114466,0
1260,2202902440920951891,0,27,7114466,7114466
1261,2202902440920951891,0,11,7114466,7114466
1262,9510708285001325463,0,10,7114451,0
1263,9510708285001325463,0,27,7114451,7263133
1264,9510708285001325463,0,11,7114451,7263146
1265,6899263715298993314,0,10,7114453,0
1266,6899263715298993314,0,27,7114453,7263134
1267,6899263715298993314,0,11,7114453,7263147
1268,6899263715298993314,1,10,7114454,0
1269,6899263715298993314,1,27,7114454,7263135
1270,6899263715298993314,1,11,7114454,7263148
1271,6899263715298993314,2,10,7114453,0
1272,6899263715298993314,2,27,7114453,7263134
1273,6899263715298993314,2,11,7114453,7263147
1274,3288883208932529949,0,10,7114455,0
1275,3288883208932529949,0,27,7114455,7263136
1276,3288883208932529949,0,11,7114455,7263149
1277,11155073059652641856,0,10,7114456,0
1278,11155073059652641856,0,27,7114456,7263137
1279,11155073059652641856,0,11,7114456,7263150
1280,11155073059652641856,1,10,7114456,0
1281,11155073059652641856,1,27,7114456,7263137
1282,11155073059652641856,1,11,7114456,7263150
1283,11155073059652641856,2,10,7114457,0
1284,11155073059652641856,2,27,7114457,7263138
1285,11155073059652641856,2,11,7114457,7263151
1286,11155073059652641856,3,10,7114454,0
1287,11155073059652641856,3,27,7114454,7263135
1288,11155073059652641856,3,11,7114454,7263148
1289,2514247734275749091,0,10,7114458,0
1290,2514247734275749091,0,27,7114458,7263139
1291,2514247734275749091,0,11,7114458,7263152
1292,2514247734275749091,1,10,7114458,0
1293,2514247734275749091,1,27,7114458,7263139
1294,2514247734275749091,1,11,7114458,7263152
1295,4911778182653607726,0,10,7114454,0
1296,4911778182653607726,0,27,7114454,7263135
1297,4911778182653607726,0,11,7114454,7263148
1298,2237915982332205214,0,10,7114457,0
1299,2237915982332205214,0,27,7114457,7263138
1300,2237915982332205214,0,11,7114457,7263151
1301,2237915982332205214,1,10,7114457,0
1302,2237915982332205214,1,27,7114457,7263138
1303,2237915982332205214,1,11,7114457,7263151
1304,2237915982332205214,2,10,7114454,0
1305,2237915982332205214,2,27,7114454,7263135
1306,2237915982332205214,2,11,7114454,7263148
1307,2237915982332205214,3,10,7114459,0
1308,2237915982332205214,3,27,7114459,7263140
1309,2237915982332205214,3,11,7114459,7263153
1310,1945096372241005651,0,10,7114460,0
1311,1945096372241005651,0,27,7114460,7263141
1312,1945096372241005651,0,11,7114460,7263154
1313,14462217023400346524,0,10,7114461,0
1314,14462217023400346524,0,27,7114461,7263142
1315,14462217023400346524,0,11,7114461,7263155
1316,14462217023400346524,1,10,7114457,0
1317,14462217023400346524,1,27,7114457,7263138
1318,14462217023400346524,1,11,7114457,7263151
1319,11305132588798687321,0,10,7114462,0
1320,11305132588798687321,0,27,7114462,7263143
1321,11305132588798687321,0,11,7114462,7263156
1322,11305132588798687321,1,10,7114463,0
1323,11305132588798687321,1,27,7114463,7114463
1324,11305132588798687321,1,11,7114463,7114463
1325,11305132588798687321,2,10,7114459,0
1326,11305132588798687321,2,27,7114459,7263140
1327,11305132588798687321,2,11,7114459,7263153
1328,462179330438623274,0,10,7114464,0
1329,462179330438623274,0,27,7114464,7263144
1330,462179330438623274,0,11,7114464,7263157
1331,13318610791730817023,0,10,7114465,0
1332,13318610791730817023,0,27,7114465,7300321
1333,13318610791730817023,0,11,7114465,7300323
1334,12899158322605485000,0,10,7114466,0
1335,12899158322605485000,0,27,7114466,7263145
1336,12899158322605485000,0,11,7114466,7263158
1337,12899158322605485000,1,10,7114459,0
1338,12899158322605485000,1,27,7114459,7263140
1339,12899158322605485000,1,11,7114459,7263153
1340,12899158322605485000,2,10,7114466,0
1341,12899158322605485000,2,27,7114466,7263145
1342,12899158322605485000,2,11,7114466,7263158
1343,12899158322605485000,3,10,7114467,0
1344,12899158322605485000,3,27,7114467,7300322
1345,12899158322605485000,3,11,7114467,7300324
1346,1561777776862168005,0,10,7114467,0
1347,1561777776862168005,0,27,7114467,7300322
1348,1561777776862168005,0,11,7114467,7300324
1349,1561777776862168005,1,10,7114459,0
1350,1561777776862168005,1,27,7114459,7263140
1351,1561777776862168005,1,11,7114459,7263153
1352,5235394728480893495,0,26,6856592,6856592
1353,5235394728480893495,0,9,6856592,6856592
1354,2906876479718359642,0,26,7570326,7570326
1355,2906876479718359642,0,9,7570326,7570326
1356,2202902440920951891,0,26,7535056,7535056
1357,2202902440920951891,0,9,7535056,7535056
1358,14775043624135278320,0,26,6217486,6217486
1359,14775043624135278320,0,9,6217486,6217486
1360,5776747085936181833,0,26,6217487,7481873
1361,5776747085936181833,0,9,6217487,7481907
1362,5776747085936181833,1,26,6217488,7481874
1363,5776747085936181833,1,9,6217488,7481908
1364,5776747085936181833,2,26,6217489,7481875
1365,5776747085936181833,2,9,6217489,7481909
1366,5776747085936181833,3,26,6217490,7481876
1367,5776747085936181833,3,9,6217490,7481910
1368,2836200446420699802,0,26,6217487,7481873
1369,2836200446420699802,0,9,6217487,7481907
1370,2836200446420699802,1,26,6217488,7481874
1371,2836200446420699802,1,9,6217488,7481908
1372,2836200446420699802,2,26,6217491,7481877
1373,2836200446420699802,2,9,6217491,7481911
1374,2836200446420699802,3,26,6217490,7481876
1375,2836200446420699802,3,9,6217490,7481910
1376,218305749846164747,0,26,6217492,7481878
1377,218305749846164747,0,9,6217492,7481912
1378,218305749846164747,1,26,6217493,7481879
1379,218305749846164747,1,9,6217493,7481913
1380,218305749846164747,2,26,6217489,7481875
1381,218305749846164747,2,9,6217489,7481909
1382,218305749846164747,3,26,6217494,7481880
1383,218305749846164747,3,9,6217494,7481914
1384,6137356794505582516,0,26,6217495,7481881
1385,6137356794505582516,0,9,6217495,7481915
1386,6137356794505582516,1,26,6217496,7481882
1387,6137356794505582516,1,9,6217496,7481916
1388,6137356794505582516,2,26,6217489,7481875
1389,6137356794505582516,2,9,6217489,7481909
1390,6871782926012524989,0,26,6217497,7481883
1391,6871782926012524989,0,9,6217497,7481917
1392,6871782926012524989,1,26,6217498,7481884
1393,6871782926012524989,1,9,6217498,7481918
1394,637213248262567565,0,26,6217491,7481877
1395,637213248262567565,0,9,6217491,7481911
1396,637213248262567565,1,26,6217499,7481885
1397,637213248262567565,1,9,6217499,7481919
1398,637213248262567565,2,26,6217500,7481886
1399,637213248262567565,2,9,6217500,7481920
1400,637213248262567565,3,26,6217500,7481886
1401,637213248262567565,3,9,6217500,7481920
1402,7369102740760368516,0,26,6217491,7481877
1403,7369102740760368516,0,9,6217491,7481911
1404,7369102740760368516,1,26,6217501,7481887
1405,7369102740760368516,1,9,6217501,7481921
1406,7369102740760368516,2,26,6217489,7481875
1407,7369102740760368516,2,9,6217489,7481909
1408,7369102740760368516,3,26,6217491,7481877
1409,7369102740760368516,3,9,6217491,7481911
1410,1880936779610732063,0,26,6217502,6217502
1411,1880936779610732063,0,9,6217502,6217502
1412,2765300404950186494,0,26,6217503,6217503
1413,2765300404950186494,0,9,6217503,6217503
1414,7844684435437506888,0,26,6217504,7481888
1415,7844684435437506888,0,9,6217504,7481922
1416,8307304423867301123,0,26,6217487,7481873
1417,8307304423867301123,0,9,6217487,7481907
1418,8307304423867301123,1,26,6217505,7481889
1419,8307304423867301123,1,9,6217505,7481923
1420,8307304423867301123,3,26,6217506,7481890
1421,8307304423867301123,3,9,6217506,7481924
1422,5096204752297315730,0,26,6217504,7481888
1423,5096204752297315730,0,9,6217504,7481922
1424,17096041929114789669,0,26,6217516,7481891
1425,17096041929114789669,0,9,6217516,7481925
1426,17096041929114789669,1,26,6217520,7481892
1427,17096041929114789669,1,9,6217520,7481926
1428,17096041929114789669,2,26,6217489,7481875
1429,17096041929114789669,2,9,6217489,7481909
1430,17096041929114789669,3,26,6217521,7481893
1431,17096041929114789669,3,9,6217521,7481927
1432,9166781415549125340,0,26,6217487,7481873
1433,9166781415549125340,0,9,6217487,7481907
1434,9166781415549125340,1,26,6217505,7481889
1435,9166781415549125340,1,9,6217505,7481923
1436,9166781415549125340,2,26,6217490,7481876
1437,9166781415549125340,2,9,6217490,7481910
1438,5476334423518069692,0,26,6217487,7481873
1439,5476334423518069692,0,9,6217487,7481907
1440,5476334423518069692,1,26,6217505,7481889
1441,5476334423518069692,1,9,6217505,7481923
1442,5476334423518069692,2,26,6217488,7481874
1443,5476334423518069692,2,9,6217488,7481908
1444,6983574322268100997,0,26,6217491,7481877
1445,6983574322268100997,0,9,6217491,7481911
1446,6983574322268100997,1,26,6217499,7481885
1447,6983574322268100997,1,9,6217499,7481919
1448,6983574322268100997,2,26,6217491,7481877
1449,6983574322268100997,2,9,6217491,7481911
1450,6983574322268100997,3,26,6217499,7481885
1451,6983574322268100997,3,9,6217499,7481919
1452,13147441923022165462,0,26,6217522,7481894
1453,13147441923022165462,0,9,6217522,7481928
1454,13147441923022165462,1,26,6217523,7481895
1455,13147441923022165462,1,9,6217523,7481929
1456,13147441923022165462,2,26,6217489,7481875
1457,13147441923022165462,2,9,6217489,7481909
1458,13147441923022165462,3,26,6217524,7481896
1459,13147441923022165462,3,9,6217524,7481930
1460,7996479924220772599,0,26,6217525,7481897
1461,7996479924220772599,0,9,6217525,7481931
1462,7996479924220772599,1,26,6217526,7481898
1463,7996479924220772599,1,9,6217526,7481932
1464,7996479924220772599,2,26,6217489,7481875
1465,7996479924220772599,2,9,6217489,7481909
1466,7996479924220772599,3,26,6217527,7481899
1467,7996479924220772599,3,9,6217527,7481933
1468,11822690365303168096,0,26,6217528,7481900
1469,11822690365303168096,0,9,6217528,7481934
1470,11822690365303168096,1,26,6217529,7481901
1471,11822690365303168096,1,9,6217529,7481935
1472,11822690365303168096,2,26,6217530,7481902
1473,11822690365303168096,2,9,6217530,7481936
1474,8722799569454561721,0,26,6856593,7481871
1475,8722799569454561721,0,9,6856593,7481905
1476,13866992446041475722,0,26,7492723,7526018
1477,13866992446041475722,0,9,7492723,7532045
1478,13866992446041475722,1,26,7492723,7526018
1479,13866992446041475722,1,9,7492723,7532045
1480,13866992446041475722,2,26,7083863,7481903
1481,13866992446041475722,2,9,7083863,7481937
1482,9185597533366094587,0,26,6217523,7481895
1483,9185597533366094587,0,9,6217523,7481929
1484,9185597533366094587,1,26,6217522,7481894
1485,9185597533366094587,1,9,6217522,7481928
1486,9185597533366094587,2,26,6217489,7481875
1487,9185597533366094587,2,9,6217489,7481909
