OffsetPos[0],OffsetPos[1],OffsetPos[2],OffsetRot[0],OffsetRot[1],OffsetRot[2],ID,ComponentType,ExteriorComponentID
-27.1,-13.1,22.7,0,0,0,6176,15,625
0,0,0,0,0,0,6177,16,625
0,0,0,0,0,45,6178,16,625
0,0,0,0,0,90,6179,16,625
0,0,0,0,0,150,6180,16,625
-4.3,4.3,0,0,0,-135,6181,16,625
3.2,-4.2,0,0,0,52.5,6182,12,625
3.2,4.2,0,0,0,-52.5,6183,12,625
4.6,2.7,0,0,0,-30,6184,12,625
0,5.3,0,0,0,-90,6185,12,625
-10.5,7.5,0,0,0,-75,6186,12,625
-7.5,10.5,0,0,0,165,6187,12,625
-4.6,-2.7,0,0,0,150,6188,12,625
0,0,0,0,0,90,6189,11,625
-4.2,4.2,0,0,0,-135,6190,11,625
0,0,0,0,0,-90,6191,11,625
0,0,0,0,0,-30,6192,16,625
0,0,0,0,0,-45,6193,16,625
0,0,0,0,0,-60,6194,16,625
0,0,0,0,0,30,6195,16,625
0,0,0,0,0,60,6196,16,625
0,0,0,0,0,180,6197,16,625
-2.3,11.8,0,0,0,165,6198,16,625
-11.8,2.3,0,0,0,-75,6199,16,625
0,0,0,0,0,-90,6200,16,625
3.8,-3.8,0,0,0,45,6201,12,625
4.2,-3.2,0,0,0,37.5,6202,12,625
4.6,-2.7,0,0,0,30,6203,12,625
2.7,-4.6,0,0,0,60,6204,12,625
2.7,4.6,0,0,0,-60,6205,12,625
3.8,3.8,0,0,0,-45,6206,12,625
4.2,3.2,0,0,0,-37.5,6207,12,625
-8.1,8.1,0,0,0,-135,6208,12,625
-5.3,0,0,0,0,-180,6209,12,625
0,-5.3,0,0,0,90,6210,12,625
-0.1,0,0,0,0,-180,6211,11,625
-0.1,0,0,0,0,0,6212,11,625
-1.8,0,14.2,0,0,0,6213,15,626
-1.5,0.9,14.2,0,0,30,6214,15,626
-0.9,1.5,14.2,0,0,60,6215,15,626
1.8,0,14.2,0,0,180,6216,15,626
0.1,12.5,14.2,0,0,165,6217,15,626
-2.5,2.5,14.2,0,0,-135,6218,15,626
-12.5,-0.2,14.2,0,0,-75,6219,15,626
0,-1.8,14.2,0,0,-90,6220,15,626
-0.9,-1.5,14.2,0,0,-60,6221,15,626
-1.5,-0.9,14.2,0,0,-30,6222,15,626
0,19.5,20.1,0,0,90,6223,15,626
3.8,3.8,0,0,0,-45,6224,14,626
4.6,2.7,0,0,0,-30,6225,14,626
5.2,1.4,0,0,0,-15,6226,14,626
5.4,0,0,0,0,0,6227,14,626
5.3,-1.4,0,0,0,15,6228,14,626
4.7,-2.7,0,0,0,30,6229,14,626
3.9,-3.9,0,0,0,45,6230,14,626
2.7,-4.7,0,0,0,60,6231,14,626
1.4,-5.3,0,0,0,75,6232,14,626
-5.2,-1.4,0,0,0,165,6233,14,626
-5.3,0,0,0,0,-180,6234,14,626
0,5.3,0,0,0,-90,6235,14,626
1.4,5.2,0,0,0,-75,6236,14,626
2.7,4.6,0,0,0,-60,6237,14,626
-10.5,7.3,0,0,0,-75,6238,14,626
-9.1,7.3,0,0,0,-105,6239,14,626
-7.9,7.9,0,0,0,-135,6240,14,626
-7.3,9.1,0,0,0,-165,6241,14,626
-7.3,10.5,0,0,0,165,6242,14,626
1.5,0.9,14.2,0,0,150,6243,15,627
0.9,1.5,14.2,0,0,120,6244,15,627
1.8,0,14.2,0,0,180,6245,15,627
0.1,12.5,14.2,0,0,165,6246,15,627
-2.5,2.5,14.2,0,0,-135,6247,15,627
-12.5,-0.1,14.2,0,0,-75,6248,15,627
0,-1.8,14.2,0,0,-90,6249,15,627
-0.9,-1.5,14.2,0,0,-60,6250,15,627
-1.5,-0.9,14.2,0,0,-30,6251,15,627
-1.8,0,14.2,0,0,0,6252,15,627
-1.5,0.9,14.2,0,0,30,6253,15,627
-0.9,1.5,14.2,0,0,60,6254,15,627
0,1.8,14.2,0,0,90,6255,15,627
0,19.6,20.1,0,0,90,6256,15,627
3.8,3.8,0,0,0,-45,6257,14,627
4.6,2.7,0,0,0,-30,6258,14,627
5.2,1.4,0,0,0,-15,6259,14,627
5.4,0,0,0,0,0,6260,14,627
5.3,-1.4,0,0,0,15,6261,14,627
4.7,-2.7,0,0,0,30,6262,14,627
3.8,-3.9,0,0,0,45,6263,14,627
2.7,-4.7,0,0,0,60,6264,14,627
1.4,-5.3,0,0,0,75,6265,14,627
0,-5.3,0,0,0,90,6266,14,627
-1.4,-5.2,0,0,0,105,6267,14,627
-2.7,-4.6,0,0,0,120,6268,14,627
-3.8,-3.8,0,0,0,135,6269,14,627
-4.6,-2.7,0,0,0,150,6270,14,627
-5.2,-1.4,0,0,0,165,6271,14,627
-5.3,0,0,0,0,-180,6272,14,627
0,5.3,0,0,0,-90,6273,14,627
1.4,5.2,0,0,0,-75,6274,14,627
2.7,4.6,0,0,0,-60,6275,14,627
-10.5,7.3,0,0,0,-75,6276,14,627
-9.1,7.3,0,0,0,-105,6277,14,627
-7.9,7.9,0,0,0,-135,6278,14,627
-7.3,9.1,0,0,0,-165,6279,14,627
-7.3,10.5,0,0,0,165,6280,14,627
3.8,3.8,0,0,0,-45,6281,14,628
4.6,2.7,0,0,0,-30,6282,14,628
5.2,1.4,0,0,0,-15,6283,14,628
5.4,0,0,0,0,0,6284,14,628
5.3,-1.4,0,0,0,15,6285,14,628
4.7,-2.7,0,0,0,30,6286,14,628
3.8,-3.9,0,0,0,45,6287,14,628
2.7,-4.7,0,0,0,60,6288,14,628
1.4,-5.3,0,0,0,75,6289,14,628
0,-5.3,0,0,0,90,6290,14,628
-1.4,-5.2,0,0,0,105,6291,14,628
-2.7,-4.6,0,0,0,120,6292,14,628
-3.8,-3.8,0,0,0,135,6293,14,628
-4.6,-2.7,0,0,0,150,6294,14,628
-5.2,-1.4,0,0,0,165,6295,14,628
-5.3,0,0,0,0,-180,6296,14,628
0,5.3,0,0,0,-90,6297,14,628
1.4,5.2,0,0,0,-75,6298,14,628
2.7,4.6,0,0,0,-60,6299,14,628
-10.5,7.3,0,0,0,-75,6300,14,628
-9.1,7.3,0,0,0,-105,6301,14,628
-7.9,7.9,0,0,0,-135,6302,14,628
-7.3,9.1,0,0,0,-165,6303,14,628
-7.3,10.5,0,0,0,165,6304,14,628
-1.8,0,14.2,0,0,0,6305,15,628
-1.5,0.9,14.2,0,0,30,6306,15,628
-0.9,1.5,14.2,0,0,60,6307,15,628
0,1.8,14.2,0,0,90,6308,15,628
0.9,1.5,14.2,0,0,120,6309,15,628
1.5,0.9,14.2,0,0,150,6310,15,628
0,19.6,20.8,0,0,90,6311,15,628
1.8,0,14.2,0,0,180,6312,15,628
0.1,12.5,14.2,0,0,165,6313,15,628
-2.5,2.5,14.2,0,0,-135,6314,15,628
-12.5,-0.1,14.2,0,0,-75,6315,15,628
0,-1.8,14.2,0,0,-90,6316,15,628
-0.9,-1.5,14.2,0,0,-60,6317,15,628
-1.5,-0.9,14.2,0,0,-30,6318,15,628
0,0,3.6,0,0,-22.5,6319,14,629
0,0,3.6,0,0,0,6320,14,629
0,0,3.6,0,0,22.5,6321,14,629
0,0,3.6,0,0,45,6322,14,629
0,0,3.6,0,0,67.5,6323,14,629
0,0,3.6,0,0,90,6324,14,629
0,0,3.6,0,0,112.5,6325,14,629
0,0,3.6,0,0,135,6326,14,629
0,0,3.6,0,0,157.5,6327,14,629
0,0,3.6,0,0,180,6328,14,629
0,0,3.6,0,0,-157.5,6329,14,629
0,0,3.6,0,0,-135,6330,14,629
0,0,3.6,0,0,-112.5,6331,14,629
0,0,3.6,0,0,-90,6332,14,629
0,0,3.6,0,0,-67.5,6333,14,629
0,0,3.6,0,0,-45,6334,14,629
0,6.2,14.2,0,0,90,6335,15,629
4.4,4.4,14.2,0,0,135,6336,15,629
6.2,0,14.2,0,0,-180,6337,15,629
4.4,-4.4,14.2,0,0,-135,6338,15,629
0,-6.2,14.2,0,0,-90,6339,15,629
-4.4,-4.4,14.2,0,0,-45,6340,15,629
-6.2,0,14.2,0,0,0,6341,15,629
-4.4,4.4,14.2,0,0,45,6342,15,629
19.6,0,22,0,0,-180,6343,15,629
0,0,0,0,0,-30,6344,16,630
0,0,0,0,0,-45,6345,16,630
0,0,0,0,0,-60,6346,16,630
0,0,0,0,0,0,6347,16,630
0,0,0,0,0,30,6348,16,630
0,0,0,0,0,45,6349,16,630
0,0,0,0,0,60,6350,16,630
0,0,0,0,0,90,6351,16,630
0,0,0,0,0,120,6352,16,630
0,0,0,0,0,135,6353,16,630
0,0,0,0,0,150,6354,16,630
0,0,0,0,0,180,6355,16,630
-2.3,11.8,0,0,0,165,6356,16,630
-4.3,4.3,0,0,0,-135,6357,16,630
-11.8,2.3,0,0,0,-75,6358,16,630
0,0,0,0,0,-90,6359,16,630
3.8,-3.8,0,0,0,45,6360,12,630
4.2,-3.2,0,0,0,37.5,6361,12,630
4.6,-2.7,0,0,0,30,6362,12,630
3.2,-4.2,0,0,0,52.5,6363,12,630
2.7,-4.6,0,0,0,60,6364,12,630
2.7,4.6,0,0,0,-60,6365,12,630
3.2,4.2,0,0,0,-52.5,6366,12,630
3.8,3.8,0,0,0,-45,6367,12,630
4.2,3.2,0,0,0,-37.5,6368,12,630
4.6,2.7,0,0,0,-30,6369,12,630
0,5.3,0,0,0,-90,6370,12,630
-10.5,7.5,0,0,0,-75,6371,12,630
-8.1,8.1,0,0,0,-135,6372,12,630
-7.5,10.5,0,0,0,165,6373,12,630
-5.3,0,0,0,0,-180,6374,12,630
-4.2,-3.2,0,0,0,142.5,6375,12,630
-4.6,-2.7,0,0,0,150,6376,12,630
-3.8,-3.8,0,0,0,135,6377,12,630
-3.2,-4.2,0,0,0,127.5,6378,12,630
-2.7,-4.6,0,0,0,120,6379,12,630
0,-5.3,0,0,0,90,6380,12,630
0,0,0,0,0,90,6381,11,630
-0.1,0,0,0,0,-180,6382,11,630
-4.2,4.2,0,0,0,-135,6383,11,630
0,0,0,0,0,-90,6384,11,630
-0.1,0,0,0,0,0,6385,11,630
0,5.3,0,0,0,90,6386,16,631
-3.8,3.8,0,0,0,45,6387,16,631
-5.3,0,0,0,0,0,6388,16,631
3.8,3.8,0,0,0,135,6389,16,631
5.3,0,0,0,0,-180,6390,16,631
3.8,-3.8,0,0,0,-135,6391,16,631
0,-5.3,0,0,0,-90,6392,16,631
-3.8,-3.8,0,0,0,-45,6393,16,631
0,0,0,0,0,90,6394,12,631
0,0,0,0,0,-45,6395,12,631
0,0,0,0,0,-90,6396,12,631
0,0,0,0,0,-135,6397,12,631
0,0,0,0,0,180,6398,12,631
0,0,0,0,0,135,6399,12,631
0,0,0,0,0,45,6400,12,631
0,0,0,0,0,0,6401,12,631
0,5.3,0,0,0,90,6402,11,631
-5.4,0,0,0,0,0,6403,11,631
0,-5.3,0,0,0,-90,6404,11,631
5.2,0,0,0,0,-180,6405,11,631
0,0,0,0,0,-30,6406,16,632
0,0,0,0,0,-45,6407,16,632
0,0,0,0,0,-60,6408,16,632
0,0,0,0,0,0,6409,16,632
0,0,0,0,0,30,6410,16,632
0,0,0,0,0,45,6411,16,632
0,0,0,0,0,60,6412,16,632
0,0,0,0,0,90,6413,16,632
0,0,0,0,0,120,6414,16,632
0,0,0,0,0,135,6415,16,632
0,0,0,0,0,150,6416,16,632
0,0,0,0,0,180,6417,16,632
-2.3,11.8,0,0,0,165,6418,16,632
-4.3,4.3,0,0,0,-135,6419,16,632
-11.8,2.3,0,0,0,-75,6420,16,632
0,0,0,0,0,-90,6421,16,632
3.8,-3.8,0,0,0,45,6422,12,632
4.2,-3.2,0,0,0,37.5,6423,12,632
4.6,-2.7,0,0,0,30,6424,12,632
3.2,-4.2,0,0,0,52.5,6425,12,632
2.7,-4.6,0,0,0,60,6426,12,632
2.7,4.6,0,0,0,-60,6427,12,632
3.2,4.2,0,0,0,-52.5,6428,12,632
3.8,3.8,0,0,0,-45,6429,12,632
4.2,3.2,0,0,0,-37.5,6430,12,632
4.6,2.7,0,0,0,-30,6431,12,632
0,5.3,0,0,0,-90,6432,12,632
-10.5,7.5,0,0,0,-75,6433,12,632
-8.1,8.1,0,0,0,-135,6434,12,632
-7.5,10.5,0,0,0,165,6435,12,632
-5.3,0,0,0,0,-180,6436,12,632
-4.2,-3.2,0,0,0,142.5,6437,12,632
-4.6,-2.7,0,0,0,150,6438,12,632
-3.8,-3.8,0,0,0,135,6439,12,632
-3.2,-4.2,0,0,0,127.5,6440,12,632
-2.7,-4.6,0,0,0,120,6441,12,632
0,-5.3,0,0,0,90,6442,12,632
0,0,0,0,0,90,6443,11,632
-0.1,0,0,0,0,-180,6444,11,632
-4.2,4.2,0,0,0,-135,6445,11,632
0,0,0,0,0,-90,6446,11,632
-0.1,0,0,0,0,0,6447,11,632
0,0,0,0,0,0,6448,16,633
0,0,0,0,0,45,6449,16,633
0,0,0,0,0,90,6450,16,633
0,0,0,0,0,150,6451,16,633
-4.3,4.3,0,0,0,-135,6452,16,633
3.2,-4.2,0,0,0,52.5,6453,12,633
3.2,4.2,0,0,0,-52.5,6454,12,633
4.6,2.7,0,0,0,-30,6455,12,633
0,5.3,0,0,0,-90,6456,12,633
-10.5,7.5,0,0,0,-75,6457,12,633
-7.5,10.5,0,0,0,165,6458,12,633
-4.6,-2.7,0,0,0,150,6459,12,633
0,0,0,0,0,90,6460,11,633
-4.2,4.2,0,0,0,-135,6461,11,633
0,0,0,0,0,-90,6462,11,633
0,0,0,0,0,-30,6463,16,633
0,0,0,0,0,-60,6464,16,633
0,0,0,0,0,30,6465,16,633
0,0,0,0,0,60,6466,16,633
0,0,0,0,0,180,6467,16,633
-2.3,11.8,0,0,0,165,6468,16,633
-11.8,2.3,0,0,0,-75,6469,16,633
0,0,0,0,0,-90,6470,16,633
4.2,-3.2,0,0,0,37.5,6471,12,633
2.7,-4.6,0,0,0,60,6472,12,633
2.7,4.6,0,0,0,-60,6473,12,633
4.2,3.2,0,0,0,-37.5,6474,12,633
-8.1,8.1,0,0,0,-135,6475,12,633
-5.3,0,0,0,0,-180,6476,12,633
0,-5.3,0,0,0,90,6477,12,633
-0.1,0,0,0,0,-180,6478,11,633
3.8,3.8,0,0,0,-45,6479,12,633
4.6,-2.7,0,0,0,30,6480,12,633
-27.1,-13.1,22.7,0,0,0,6481,15,633
3.8,-3.8,0,0,0,45,6482,12,633
-0.1,0,0,0,0,0,6483,11,633
0,0,0,0,0,-45,6484,16,633
-0.9,1.5,14.2,0,0,60,6485,15,634
-1.5,0.9,14.2,0,0,30,6486,15,634
-0.9,-1.5,14.2,0,0,-60,6487,15,634
1.8,0,14.2,0,0,180,6488,15,634
-2.5,2.5,14.2,0,0,-135,6489,15,634
0.1,12.5,14.2,0,0,165,6490,15,634
-12.5,-0.1,14.2,0,0,-75,6491,15,634
0,-1.8,14.2,0,0,-90,6492,15,634
-1.8,0,14.2,0,0,0,6493,15,634
-1.5,-0.9,14.2,0,0,-30,6494,15,634
0,19.5,20.8,0,0,90,6495,15,634
4.7,-2.7,0,0,0,30,6496,14,634
5.3,-1.4,0,0,0,15,6497,14,634
5.4,0,0,0,0,0,6498,14,634
5.2,1.4,0,0,0,-15,6499,14,634
4.6,2.7,0,0,0,-30,6500,14,634
3.8,3.8,0,0,0,-45,6501,14,634
2.7,4.6,0,0,0,-60,6502,14,634
1.4,5.2,0,0,0,-75,6503,14,634
-10.5,7.3,0,0,0,-75,6504,14,634
-9.1,7.3,0,0,0,-105,6505,14,634
0,5.3,0,0,0,-90,6506,14,634
-7.9,7.9,0,0,0,-135,6507,14,634
-7.3,9.1,0,0,0,-165,6508,14,634
-7.3,10.5,0,0,0,165,6509,14,634
-5.3,0,0,0,0,-180,6510,14,634
-5.2,-1.4,0,0,0,165,6511,14,634
1.4,-5.3,0,0,0,75,6512,14,634
2.7,-4.7,0,0,0,60,6513,14,634
3.8,-3.8,0,0,0,45,6514,14,634
0,0,0,0,0,-30,6515,16,635
0,0,0,0,0,-45,6516,16,635
0,0,0,0,0,-60,6517,16,635
0,0,0,0,0,0,6518,16,635
0,0,0,0,0,30,6519,16,635
0,0,0,0,0,45,6520,16,635
0,0,0,0,0,60,6521,16,635
0,0,0,0,0,90,6522,16,635
0,0,0,0,0,120,6523,16,635
0,0,0,0,0,135,6524,16,635
0,0,0,0,0,150,6525,16,635
0,0,0,0,0,180,6526,16,635
-2.3,11.8,0,0,0,165,6527,16,635
-4.3,4.3,0,0,0,-135,6528,16,635
-11.8,2.3,0,0,0,-75,6529,16,635
0,0,0,0,0,-90,6530,16,635
3.8,-3.8,0,0,0,45,6531,12,635
4.2,-3.2,0,0,0,37.5,6532,12,635
4.6,-2.7,0,0,0,30,6533,12,635
3.2,-4.2,0,0,0,52.5,6534,12,635
2.7,-4.6,0,0,0,60,6535,12,635
2.7,4.6,0,0,0,-60,6536,12,635
3.2,4.2,0,0,0,-52.5,6537,12,635
3.8,3.8,0,0,0,-45,6538,12,635
4.2,3.2,0,0,0,-37.5,6539,12,635
4.6,2.7,0,0,0,-30,6540,12,635
0,5.3,0,0,0,-90,6541,12,635
-10.5,7.5,0,0,0,-75,6542,12,635
-8.1,8.1,0,0,0,-135,6543,12,635
-7.5,10.5,0,0,0,165,6544,12,635
-5.3,0,0,0,0,-180,6545,12,635
-4.2,-3.2,0,0,0,142.5,6546,12,635
-4.6,-2.7,0,0,0,150,6547,12,635
-3.8,-3.8,0,0,0,135,6548,12,635
-3.2,-4.2,0,0,0,127.5,6549,12,635
-2.7,-4.6,0,0,0,120,6550,12,635
0,-5.3,0,0,0,90,6551,12,635
0,0,0,0,0,90,6552,11,635
-0.1,0,0,0,0,-180,6553,11,635
-4.2,4.2,0,0,0,-135,6554,11,635
0,0,0,0,0,-90,6555,11,635
-0.1,0,0,0,0,0,6556,11,635
3.8,3.8,3.6,0,0,-45,6557,14,636
4.6,2.7,3.6,0,0,-30,6558,14,636
5.2,1.4,3.6,0,0,-15,6559,14,636
5.4,0,3.6,0,0,0,6560,14,636
5.3,-1.4,3.6,0,0,15,6561,14,636
4.7,-2.7,3.6,0,0,30,6562,14,636
3.8,-3.9,3.6,0,0,45,6563,14,636
2.7,-4.7,3.6,0,0,60,6564,14,636
1.4,-5.3,3.6,0,0,75,6565,14,636
0,-5.3,3.6,0,0,90,6566,14,636
-1.4,-5.2,3.6,0,0,105,6567,14,636
-2.7,-4.6,3.6,0,0,120,6568,14,636
-3.8,-3.8,3.6,0,0,135,6569,14,636
-4.6,-2.7,3.6,0,0,150,6570,14,636
-5.2,-1.4,3.6,0,0,165,6571,14,636
-5.3,0,3.6,0,0,-180,6572,14,636
0,5.3,3.6,0,0,-90,6573,14,636
1.4,5.2,3.6,0,0,-75,6574,14,636
2.7,4.6,3.6,0,0,-60,6575,14,636
-10.5,7.3,3.6,0,0,-75,6576,14,636
-9.1,7.3,3.6,0,0,-105,6577,14,636
-7.9,7.9,3.6,0,0,-135,6578,14,636
-7.3,9.1,3.6,0,0,-165,6579,14,636
-7.3,10.5,3.6,0,0,165,6580,14,636
-1.8,0,14.2,0,0,0,6581,15,636
-1.5,0.9,14.2,0,0,30,6582,15,636
-0.9,1.5,14.2,0,0,60,6583,15,636
0,1.8,14.2,0,0,90,6584,15,636
0.9,1.5,14.2,0,0,120,6585,15,636
1.5,0.9,14.2,0,0,150,6586,15,636
0,19.6,24.1,0,0,90,6587,15,636
1.8,0,14.2,0,0,180,6588,15,636
0.1,12.5,14.2,0,0,165,6589,15,636
-2.5,2.5,14.2,0,0,-135,6590,15,636
-12.5,-0.1,14.2,0,0,-75,6591,15,636
0,-1.8,14.2,0,0,-90,6592,15,636
-0.9,-1.5,14.2,0,0,-60,6593,15,636
-1.5,-0.9,14.2,0,0,-30,6594,15,636
0,0,0,0,0,-135,6595,12,637
0,0,0,0,0,135,6596,12,637
0,0,0,0,0,180,6597,12,637
0,0,0,0,0,-90,6598,12,637
0,0,0,0,0,0,6599,12,637
0,0,0,0,0,-45,6600,12,637
0,0,0,0,0,45,6601,12,637
0,0,0,0,0,90,6602,12,637
0,5.3,0,0,0,90,6603,11,637
-5.4,0,0,0,0,0,6604,11,637
0,-5.3,0,0,0,-90,6605,11,637
5.2,0,0,0,0,-180,6606,11,637
0,0,0,0,0,-22.5,6607,14,645
0,0,0,0,0,0,6608,14,645
0,0,0,0,0,22.5,6609,14,645
0,0,0,0,0,45,6610,14,645
0,0,0,0,0,67.5,6611,14,645
0,0,0,0,0,90,6612,14,645
0,0,0,0,0,112.5,6613,14,645
0,0,0,0,0,135,6614,14,645
0,0,0,0,0,157.5,6615,14,645
0,0,0,0,0,180,6616,14,645
0,0,0,0,0,-157.5,6617,14,645
0,0,0,0,0,-135,6618,14,645
0,0,0,0,0,-112.5,6619,14,645
0,0,0,0,0,-90,6620,14,645
0,0,0,0,0,-67.5,6621,14,645
0,0,0,0,0,-45,6622,14,645
-6.2,0,14.2,0,0,0,6623,15,645
-4.4,4.4,14.2,0,0,45,6624,15,645
0,6.2,14.2,0,0,90,6625,15,645
4.4,4.4,14.2,0,0,135,6626,15,645
6.2,0,14.2,0,0,-180,6627,15,645
4.4,-4.4,14.2,0,0,-135,6628,15,645
0,-6.2,14.2,0,0,-90,6629,15,645
-4.4,-4.4,14.2,0,0,-45,6630,15,645
21.05,-5.0333,4.3556,0,0,0,11456,12,999
21.05,-5.0333,4.3556,0,0,0,11465,12,999
21.05,-5.0333,4.3556,0,0,0,11494,12,1000
-0.475,3.4056,0,0,0,-90,11684,15,1006
0.0167,23.4472,0,0,0,-90,11697,11,1006
21.05,-5.0333,4.3556,0,0,0,11749,12,1009
-0.475,3.4056,0,0,0,-90,11837,15,1012
0.1194,23.7833,0,0,0,-90,11866,11,1012
-4.8,9.7,0,0,0,-180,14265,11,570
4.8,9.6,0,0,0,0,14266,11,570
-12.7,-6,0,0,0,-180,14267,11,570
20.1,-6.1,0,0,0,0,14268,11,570
-4.9,12.5,5.1,0,0,-180,14269,12,570
14.9,0.2,5.1,0,0,-90,14270,12,570
10.8,0.2,5.1,0,0,-90,14271,12,570
8.8,0.2,5.1,0,0,-90,14272,12,570
16.8,0.2,5.1,0,0,-90,14273,12,570
20.2,-6,5.1,0,0,0,14274,12,570
20.2,-8.4,5.1,0,0,0,14275,12,570
20.2,-3.6,5.1,0,0,0,14276,12,570
-9.2,-12.3,5.1,0,0,90,14277,12,570
-9.2,0.2,5.1,0,0,-90,14278,12,570
-0.1,17.6,5.1,0,0,-90,14279,12,570
1.7,17.6,5.1,0,0,-90,14280,12,570
-1.8,17.6,5.1,0,0,-90,14281,12,570
-4.9,9.7,5.1,0,0,-180,14282,12,570
-4.9,15.3,5.1,0,0,-180,14283,12,570
-4.9,4,5.1,0,0,-180,14284,12,570
-4.9,6.9,5.1,0,0,-180,14285,12,570
-0.1,-15.2,5.1,0,0,90,14286,12,570
-1.8,-15.2,5.1,0,0,90,14287,12,570
1.6,-15.2,5.1,0,0,90,14288,12,570
12.9,-12.3,5.1,0,0,90,14289,12,570
16.8,-12.3,5.1,0,0,90,14290,12,570
8.8,-12.3,5.1,0,0,90,14291,12,570
4.8,9.6,5.1,0,0,0,14292,12,570
4.8,6.9,5.1,0,0,0,14293,12,570
4.8,4,5.1,0,0,0,14294,12,570
4.8,15.3,5.1,0,0,0,14295,12,570
4.8,12.5,5.1,0,0,0,14296,12,570
-12.8,-3.6,5.1,0,0,-180,14297,12,570
-12.8,-8.4,5.1,0,0,-180,14298,12,570
-12.8,-6,5.1,0,0,-180,14299,12,570
10.8,-12.3,5.1,0,0,90,14300,12,570
14.9,-12.3,5.1,0,0,90,14301,12,570
12.9,0.2,5.1,0,0,-90,14302,12,570
-4.8,9.7,0,0,0,-180,14303,11,571
4.8,9.6,0,0,0,0,14304,11,571
-12.7,-6,0,0,0,-180,14305,11,571
20.1,-6.1,0,0,0,0,14306,11,571
-5.1,12.5,5.1,0,0,-180,14307,12,571
14.9,0.2,5.1,0,0,-90,14308,12,571
10.8,0.2,5.1,0,0,-90,14309,12,571
8.8,0.2,5.1,0,0,-90,14310,12,571
16.8,0.2,5.1,0,0,-90,14311,12,571
20.2,-6,5.1,0,0,0,14312,12,571
20.2,-8.4,5.1,0,0,0,14313,12,571
20.2,-3.6,5.1,0,0,0,14314,12,571
-9.2,-12.3,5.1,0,0,90,14315,12,571
-9.2,0.2,5.1,0,0,-90,14316,12,571
-0.1,18.5,5.1,0,0,-90,14317,12,571
1.7,18.5,5.1,0,0,-90,14318,12,571
-1.8,18.5,5.1,0,0,-90,14319,12,571
-5.1,9.7,5.1,0,0,-180,14320,12,571
-5.1,15.3,5.1,0,0,-180,14321,12,571
-5.1,4,5.1,0,0,-180,14322,12,571
-5.1,6.9,5.1,0,0,-180,14323,12,571
-0.1,-15.2,5.1,0,0,90,14324,12,571
-1.8,-15.2,5.1,0,0,90,14325,12,571
1.6,-15.2,5.1,0,0,90,14326,12,571
12.9,-12.3,5.1,0,0,90,14327,12,571
16.8,-12.3,5.1,0,0,90,14328,12,571
8.8,-12.3,5.1,0,0,90,14329,12,571
5.1,9.6,5.1,0,0,0,14330,12,571
5.1,6.9,5.1,0,0,0,14331,12,571
5.1,4,5.1,0,0,0,14332,12,571
5.1,15.3,5.1,0,0,0,14333,12,571
5.1,12.5,5.1,0,0,0,14334,12,571
-12.8,-3.6,5.1,0,0,-180,14335,12,571
-12.8,-8.4,5.1,0,0,-180,14336,12,571
-12.8,-6,5.1,0,0,-180,14337,12,571
10.8,-12.3,5.1,0,0,90,14338,12,571
14.9,-12.3,5.1,0,0,90,14339,12,571
12.9,0.2,5.1,0,0,-90,14340,12,571
0,9.8,12,0,0,90,14341,16,572
8.9,-6,10.9,0,0,-180,14342,16,572
0,-6,12.7,0,0,90,14343,16,572
0,-11.3,12.7,0,0,90,14344,16,572
0,-0.9,12,0,0,90,14345,16,572
-7.7,-6,10.3,0,0,-180,14346,16,572
0,14.1,12,0,0,90,14347,16,572
0,4.5,12.1,0,0,90,14348,16,572
14.4,-6,11.2,0,0,-180,14349,16,572
-3.4,9.8,11.5,0,0,-90,14350,14,572
3,15,10.6,0,0,90,14351,14,572
-3.4,-12.4,11.6,0,0,-90,14352,14,572
-3.1,0.6,10.8,0,0,-90,14353,14,572
3.2,-12.3,11.9,0,0,90,14354,14,572
3.1,0.5,11.2,0,0,90,14355,14,572
8.8,-1.8,9.9,0,0,0,14356,14,572
9,-10.1,10,0,0,-180,14357,14,572
14.8,-1.9,10.3,0,0,0,14358,14,572
14.8,-10.1,10,0,0,-180,14359,14,572
-10,-2.9,10,0,0,0,14360,14,572
-10,-9.7,9.8,0,0,-180,14361,14,572
-3.1,5.2,11.2,0,0,-90,14362,14,572
3.1,4.4,10.4,0,0,90,14363,14,572
-3.3,14.1,11,0,0,-90,14364,14,572
-0.2,-6.1,0,0,0,0,14365,15,572
0,-0.6,12.2,0,0,90,14366,16,573
9.3,-6,10.9,0,0,-180,14367,16,573
0,5.2,12.4,0,0,90,14368,16,573
0,11.1,12.7,0,0,90,14369,16,573
0,-6,12.7,0,0,90,14370,16,573
-3.2,-12.4,11.9,0,0,-90,14371,14,573
-2.8,0.6,11.4,0,0,-90,14372,14,573
3,-12.3,12,0,0,90,14373,14,573
3.1,0.6,11.2,0,0,90,14374,14,573
8.9,-2.1,10.2,0,0,0,14375,14,573
9.1,-10.1,10.3,0,0,-180,14376,14,573
14.8,-1.6,10.3,0,0,0,14377,14,573
14.9,-10.3,10.4,0,0,-180,14378,14,573
-9.5,-3,10.5,0,0,0,14379,14,573
-9.5,-9.2,10.5,0,0,-180,14380,14,573
-3.3,5.2,11.4,0,0,-90,14381,14,573
3.1,5.6,11.2,0,0,90,14382,14,573
-3,14.2,11.3,0,0,-90,14383,14,573
3.2,14.1,11.3,0,0,90,14384,14,573
