ID,ClassID,SexID,OutfitID,PetDisplayID,PetFamilyID,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],ItemID[12],ItemID[13],ItemID[14],ItemID[15],ItemID[16],ItemID[17],ItemID[18],ItemID[19],ItemID[20],ItemID[21],ItemID[22],ItemID[23],RaceID
446,10,0,0,0,0,77509,72019,72020,73209,0,0,77272,6948,77526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
447,10,1,0,0,0,77509,72019,72020,73209,0,0,77272,6948,77526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
448,3,0,0,42656,21,77509,72019,72020,0,73211,77272,77526,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,24
449,3,1,0,42656,21,77509,72019,72020,0,73211,77272,77526,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,24
450,8,0,0,0,0,72019,72020,77509,77526,0,76390,76392,77264,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
451,8,1,0,0,0,72019,72020,77509,77526,0,76390,76392,77264,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
452,5,0,0,0,0,72019,77509,72020,73207,76393,77264,0,77526,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
453,5,1,0,0,0,72019,77509,72020,73207,76393,77264,0,77526,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
454,4,0,0,0,0,77509,72019,72020,0,73208,73212,77272,6948,77526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
455,4,1,0,0,0,77509,72019,72020,0,73208,73212,77272,6948,77526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
456,7,0,0,0,0,72019,72020,6948,77272,0,76391,73213,77509,77526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
457,7,1,0,0,0,72019,72020,6948,77272,0,76391,73213,77509,77526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
458,1,0,0,0,0,77509,72019,72020,0,73210,77273,77526,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
459,1,1,0,0,0,77509,72019,72020,0,73210,77273,77526,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
460,10,0,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
461,10,1,0,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
