ID,DifficultyID,ConeDegrees,MaxTargets,MaxTargetLevel,TargetCreatureType,Targets,Width,SpellID
25491,0,0,0,0,0,64,0,181961
25496,0,0,0,0,0,64,0,181499
25500,0,0,0,0,0,64,0,182001
25503,0,0,0,0,0,64,0,182004
25508,0,0,1,0,0,0,0,182013
25512,0,0,0,0,0,64,0,182025
25516,0,0,0,0,0,64,0,181984
25517,0,0,0,0,0,64,0,181986
25522,0,0,0,0,0,16384,0,182021
25524,0,0,0,0,0,64,0,182048
25527,0,0,0,0,0,64,0,182056
25529,0,0,0,0,0,64,0,182075
25538,0,0,0,0,0,64,0,182103
25543,0,60,0,0,0,0,0,182130
25544,0,60,0,0,0,0,0,182134
25547,0,0,1,0,0,0,0,182141
25549,0,0,5,0,0,64,0,182150
25551,0,0,1,0,0,32,0,182173
25552,0,0,0,0,0,64,0,182183
25553,0,60,0,0,0,0,0,182185
25554,0,0,0,0,0,64,0,182186
25555,0,40,0,0,0,0,0,182192
25556,0,0,1,0,0,32,0,182198
25557,0,0,0,0,0,64,0,182201
25560,0,0,0,0,0,64,0,182208
25561,0,0,0,0,0,64,0,182210
25562,0,45,0,0,0,0,0,182110
25563,0,60,0,0,0,0,0,182136
25574,0,0,1,0,0,0,0,181494
25579,0,0,0,0,0,64,0,182281
25580,0,0,1,0,0,0,0,181735
25583,0,0,5,0,0,0,0,182323
25584,0,0,0,0,0,64,0,182315
25594,0,0,1,0,0,0,0,182348
25595,0,0,0,0,0,64,0,182362
25597,0,0,0,0,0,64,0,182370
25598,0,0,0,0,0,0,15,182375
25599,0,0,3,0,0,0,0,180820
25600,0,0,0,0,0,64,0,182382
25601,0,0,0,0,0,64,0,182390
25609,0,0,3,0,0,64,10,182428
25610,0,0,0,0,0,64,0,182432
25611,0,60,0,0,0,0,0,182412
25612,0,0,0,0,0,0,2,182437
25613,0,0,0,0,0,64,0,182443
25615,0,0,0,0,0,64,0,182455
25616,0,0,1,0,0,0,0,182459
25617,0,0,0,0,0,32,0,179852
25618,0,0,0,0,0,64,0,182423
25619,0,0,0,0,0,32,0,179847
25620,0,0,0,0,0,64,0,182465
25621,0,0,0,0,0,64,0,182436
25622,0,0,0,0,0,32,0,182383
25625,0,0,1,0,0,0,0,182499
25626,0,0,0,0,0,32,0,182115
25628,0,0,0,0,0,64,0,182512
25629,0,0,0,0,0,64,0,182516
25631,0,0,0,0,0,64,0,182525
25638,0,0,0,0,0,64,0,180070
25641,0,0,0,0,0,64,0,182574
25642,0,0,0,0,0,64,0,182580
25643,0,0,1,0,0,0,0,182582
25644,0,0,1,0,0,32,0,182588
25651,0,0,0,0,0,32,0,182607
25652,0,0,0,0,0,32,0,182610
25653,0,0,0,0,0,64,0,181932
25656,0,40,0,0,0,0,0,182635
25657,0,0,0,0,0,32,0,182632
25658,0,0,0,0,0,64,0,182640
25663,0,0,1,0,4,32,0,182654
25668,0,0,0,0,0,64,0,182676
25670,0,0,0,0,0,64,0,182697
25672,0,0,0,0,0,64,0,182709
25676,0,0,1,0,0,0,0,182769
25678,0,60,0,0,0,0,0,182775
25681,0,45,0,0,0,0,0,182809
25687,0,0,1,0,0,0,0,182832
25688,0,60,0,0,0,0,0,182836
25689,0,0,0,0,0,32,0,182839
25690,0,0,5,0,0,64,0,182847
25695,0,60,0,0,0,0,5,182869
25696,0,0,0,0,0,64,0,182878
25698,0,0,1,0,0,32,0,182881
25699,0,0,1,0,0,0,0,182895
25702,0,0,1,0,0,0,0,182879
25704,0,0,0,0,0,64,0,182905
25705,0,60,0,0,0,0,0,182906
25706,0,0,0,0,0,64,0,182896
25707,0,0,0,0,0,64,0,180481
25711,0,0,0,0,0,64,0,182994
25712,0,0,0,0,0,64,0,183017
25713,0,0,1,0,0,0,0,183018
25714,0,0,0,0,0,64,0,183019
25715,0,0,1,0,0,0,0,183021
25716,0,0,0,0,0,64,0,183024
25717,0,30,0,0,0,0,0,183051
25719,0,0,0,0,0,64,0,183058
25724,0,0,0,0,0,0,5,183088
25727,0,0,3,0,0,0,0,183092
25729,0,0,3,0,0,0,0,183094
25731,0,0,0,0,0,64,0,183100
25732,0,0,0,0,0,16384,0,183101
25733,0,0,0,0,0,16384,0,183103
25734,0,0,0,0,0,16384,0,183104
25735,0,0,1,0,0,32,0,183102
25741,0,0,0,0,0,16384,0,183149
25742,0,0,1,0,0,0,0,183146
25744,0,0,0,0,0,64,0,183155
25749,0,0,1,0,0,0,0,183159
25750,0,0,0,0,0,64,0,183164
25751,0,0,0,0,0,64,0,183165
25757,0,0,0,0,0,64,0,183162
25758,0,0,0,0,0,64,0,183176
25763,0,0,0,0,0,16384,0,183211
25765,0,0,0,0,0,64,0,183235
25767,0,45,0,0,0,0,0,183202
25768,0,0,0,0,0,64,0,183243
25774,0,0,0,0,0,64,0,45600
25775,0,0,0,0,0,64,0,183255
25779,0,60,0,0,0,0,0,183268
25781,0,0,0,0,0,64,0,183271
25782,0,0,0,0,0,64,0,183287
25783,0,0,0,0,0,64,0,183292
25784,0,0,0,0,0,64,0,183293
25791,0,0,2,0,0,0,0,181563
25796,0,0,1,0,0,0,0,183350
25797,0,75,1,0,0,0,0,183198
25799,0,0,0,0,0,32,0,183352
25802,0,0,1,0,4,0,0,183360
25803,0,0,1,0,0,0,0,183361
25808,0,30,0,0,0,0,0,183386
25810,0,0,0,0,0,64,0,183391
25814,0,0,1,0,0,0,0,179936
25815,0,0,0,0,0,64,0,183408
25817,0,0,0,0,0,64,0,156367
25818,0,0,0,0,0,64,0,183414
25819,0,0,0,0,0,64,0,158548
25820,0,0,0,0,0,64,0,183389
25821,0,0,0,0,0,64,0,183397
25822,0,0,1,0,0,0,0,183420
25823,0,0,1,0,0,0,0,183433
25824,0,0,0,0,0,16,0,183440
25825,0,0,0,0,0,16,0,183441
25826,0,0,0,0,0,16,0,183442
25827,0,0,1,0,0,0,0,183443
25828,0,0,0,0,0,64,0,183444
25829,0,30,0,0,0,0,0,183454
25832,0,0,0,0,0,64,0,183460
25834,0,0,0,0,0,64,0,183466
25835,0,0,0,0,0,64,0,180851
25838,0,120,0,0,0,0,0,183477
25839,0,0,0,0,0,16,0,183484
25843,0,0,1,0,0,0,0,182473
25844,0,0,0,0,0,64,0,183499
25845,0,30,0,0,0,0,0,183502
25852,0,0,1,0,0,0,0,183527
25853,0,0,1,0,0,0,0,183115
25854,0,0,1,0,0,0,0,183532
25855,0,0,0,0,0,64,0,183533
25857,0,0,0,0,0,64,0,183536
25858,0,0,1,0,0,0,0,183540
25859,0,0,0,0,0,64,0,183545
25861,0,0,1,0,0,0,0,183548
25862,0,0,1,0,0,0,0,183560
25863,0,0,0,0,0,64,0,183565
25865,0,0,1,0,0,64,0,183573
25866,0,0,0,0,0,64,0,183544
25867,0,0,0,0,4,0,0,183579
25868,0,0,0,0,0,32,0,183582
25874,0,0,0,0,0,64,0,179911
25875,0,0,0,0,0,64,0,183591
25880,0,0,0,0,0,64,0,183598
25881,0,0,3,0,0,0,0,183602
25882,0,60,0,0,0,0,0,183606
25887,0,0,0,0,0,64,0,183607
25890,0,0,0,0,0,64,0,183637
25891,0,0,1,0,0,0,0,183641
25905,0,0,1,0,0,0,0,183672
25907,0,0,0,0,0,64,0,183685
25908,0,0,0,0,0,64,0,183686
25909,0,60,0,0,0,0,0,183696
25911,0,0,0,0,0,64,0,183704
25912,0,0,0,0,0,64,0,183705
25914,0,0,0,0,0,64,0,183708
25915,0,0,0,0,4,0,0,183578
25916,0,60,0,0,0,0,0,183710
25917,0,60,0,0,0,0,0,183720
25918,0,0,0,0,0,64,0,183735
25919,0,0,0,0,0,64,0,183739
25921,0,0,0,0,0,64,0,183713
25924,0,0,0,0,0,64,0,183757
25925,0,0,1,0,0,0,0,183760
25926,0,0,0,0,0,64,0,183780
25928,0,0,0,0,0,64,0,183790
25930,0,0,0,0,0,64,0,183792
25931,0,0,0,0,0,64,0,183795
25933,0,0,0,0,0,64,0,183799
25935,0,0,0,0,0,64,0,183805
25936,0,0,0,0,0,64,0,183806
25937,0,45,0,0,0,0,0,183810
25938,0,0,0,0,0,64,0,183813
25941,0,0,0,0,0,64,0,182039
25942,0,0,1,0,0,0,0,183817
25943,0,0,0,0,0,64,0,182066
25944,0,0,1,0,0,0,0,183853
25948,0,0,1,0,0,0,0,183870
25950,0,0,1,0,0,0,0,183877
25951,0,60,0,0,0,0,0,183888
25952,0,60,0,0,0,0,0,183890
25954,0,0,10,0,0,0,0,183897
25955,0,0,1,0,0,0,0,183900
25956,0,0,1,0,0,0,0,183903
25957,0,0,1,0,0,0,0,183906
25960,0,0,0,0,0,64,0,183920
25961,0,90,0,0,0,0,0,183922
25962,0,60,0,0,0,0,0,183935
25967,0,0,0,0,0,64,5,183950
25968,0,90,0,0,0,0,0,183947
25969,0,90,0,0,0,0,0,183955
25977,0,0,0,0,0,64,0,183983
25983,0,0,0,0,0,0,3,184027
25985,0,0,1,0,0,0,0,184040
25986,0,0,0,0,0,64,0,184042
25987,0,0,0,0,0,64,0,182092
25991,0,0,0,0,0,64,0,184057
25993,0,15,1,0,0,0,0,184061
25995,0,60,0,0,0,0,0,184077
25996,0,60,0,0,0,0,0,184090
25997,0,0,0,0,0,64,0,184101
25999,0,0,0,0,0,64,0,184104
26003,0,0,0,0,0,64,0,183226
26004,0,0,0,0,0,64,0,184110
26005,0,0,0,0,0,64,0,184111
26007,0,0,1,0,0,0,0,184120
26008,0,0,0,0,0,64,0,184121
26010,0,0,0,0,0,64,0,184164
26012,0,0,0,0,0,64,0,184166
26013,0,0,0,0,0,64,0,184168
26016,0,0,1,0,0,0,0,184102
26018,0,0,0,0,0,64,0,184199
26021,0,45,5,0,0,0,0,184202
26022,0,0,0,0,0,64,0,184197
26024,0,0,0,0,0,0,3,184233
26026,17,0,2,0,0,0,0,176121
26027,16,0,5,0,0,0,0,176121
26028,0,0,3,0,0,0,0,176121
26029,0,25,0,0,0,0,0,184244
26030,0,150,0,0,0,0,0,184248
26031,0,0,0,0,0,16384,0,184251
26032,0,0,0,0,0,64,0,184255
26034,0,0,0,0,0,64,0,184254
26036,0,0,1,0,0,0,0,184277
26037,0,0,255,0,0,0,0,184280
26039,0,0,0,0,0,64,0,184290
26040,0,0,0,0,0,64,0,184294
26041,0,0,0,0,0,64,0,184298
26042,0,60,0,0,0,0,0,184302
26045,0,0,0,0,0,64,0,184321
26046,0,0,0,0,0,64,0,184327
26047,0,0,2,0,0,0,0,184350
26048,0,0,5,0,0,0,0,184355
26051,0,60,0,0,0,0,0,184371
26052,0,0,0,0,0,64,0,184095
26053,0,0,0,0,0,16384,0,184377
26056,0,0,0,0,0,64,0,184394
26059,0,0,2,0,0,0,0,184124
26060,0,0,0,0,0,64,0,184415
26061,0,0,0,0,0,64,0,184374
26064,0,0,0,0,0,64,0,184420
26065,0,0,0,0,0,64,0,184427
26070,0,0,1,0,0,0,0,184439
26071,0,0,1,0,0,0,0,184448
26073,0,0,0,0,0,64,0,184393
26074,0,0,2,0,0,0,0,184449
26076,0,0,0,0,0,64,0,184459
26077,0,0,0,0,0,64,0,184461
26078,0,0,0,0,0,64,0,184467
26089,0,0,0,0,0,64,0,183299
26091,0,0,0,0,0,64,0,184524
26094,0,0,0,0,0,64,0,184516
26098,0,0,0,0,0,64,0,184539
26101,0,0,3,0,0,0,0,184556
26102,0,0,0,0,0,64,0,184558
26103,0,0,0,0,0,64,0,184571
26104,0,0,4,0,0,0,0,184572
26105,0,0,0,0,0,64,0,184578
26106,0,0,2,0,0,0,0,184586
26107,0,60,3,0,0,0,0,184590
26112,0,0,3,0,0,0,0,184607
26115,0,0,1,0,64,0,0,184614
26116,0,0,0,0,0,64,0,184617
26117,0,0,0,0,0,64,0,184623
26120,0,0,1,0,0,0,0,184630
26121,0,0,0,0,0,64,0,184631
26122,0,0,0,0,0,64,0,184632
26123,0,0,0,0,1,0,0,184634
26124,0,0,0,0,0,64,0,184635
26125,0,0,0,0,64,0,0,184648
26126,0,0,0,0,0,64,0,184654
26128,0,0,0,0,0,64,0,184666
26129,0,0,1,0,0,0,0,184684
26130,0,0,1,0,0,0,0,184683
26131,0,0,0,0,0,64,0,184687
26133,0,0,0,0,0,64,0,184724
26134,0,0,0,0,0,64,0,184725
26135,0,60,0,0,0,0,0,184734
26136,0,0,0,0,0,64,0,184745
26139,0,0,0,0,0,64,0,184765
26140,0,0,1,0,0,0,0,184801
26141,0,45,0,0,0,0,0,184802
26143,0,0,0,0,0,64,0,184807
26144,0,0,0,0,0,64,0,184808
26147,0,0,0,0,0,64,0,184811
26148,0,0,0,0,0,64,0,184814
26149,0,0,0,0,0,64,0,184815
26150,0,0,0,0,0,64,0,184816
26151,0,0,1,0,0,0,0,184832
26153,0,0,0,0,0,32,0,184835
26154,0,0,0,0,0,64,0,184842
26155,0,0,0,0,0,64,0,184857
26156,0,0,0,0,0,64,0,184855
26157,0,0,0,0,0,64,0,183821
26161,0,0,0,0,0,64,0,184896
26163,0,0,1,0,0,0,0,184928
26164,0,0,1,0,0,0,0,184930
26165,0,0,3,0,0,0,0,184931
26168,0,0,1,0,0,32,0,184941
26172,0,0,1,0,0,0,0,184977
26174,0,0,0,0,0,64,0,184991
26179,0,0,0,0,0,64,0,185024
26180,0,0,0,0,0,64,0,185025
26184,0,0,0,0,0,64,0,185046
26186,0,0,0,0,0,64,0,185049
26187,0,0,0,0,0,64,0,183090
26188,0,0,0,0,0,64,0,185067
26189,0,0,1,0,0,0,0,185074
26191,0,0,1,0,0,0,0,169823
26192,0,0,1,0,0,0,0,169824
26193,0,0,1,0,0,0,0,169825
26197,0,0,1,0,0,0,0,185109
26200,0,0,0,0,0,0,3,185118
26201,0,60,0,0,0,0,0,185119
26207,0,0,0,0,0,64,0,180383
26208,0,0,0,0,0,64,0,180385
26213,0,60,0,0,0,0,0,185157
26215,0,0,0,0,0,64,0,185168
26216,0,20,0,0,0,0,0,185173
26217,0,45,0,0,0,0,0,185183
26219,0,0,0,0,0,64,0,185185
26220,0,0,0,0,0,64,0,184326
26221,0,0,0,0,0,64,0,185224
26223,0,0,1,0,0,0,0,185237
26224,0,0,1,0,0,0,0,185238
26226,0,0,5,0,0,0,0,185256
26227,0,0,4,0,0,0,0,185248
26228,0,0,3,0,0,0,0,183865
26231,0,0,0,0,0,64,0,185279
26232,0,0,1,0,0,0,0,185281
26235,0,0,0,0,0,64,0,185284
26239,0,0,1,0,0,0,0,185343
26240,0,71,0,0,0,0,0,185347
26243,0,71,0,0,0,0,0,185353
26245,0,0,0,0,0,64,8,185357
26247,0,0,0,0,0,64,0,185367
26248,0,60,0,0,0,0,0,185373
26251,0,0,1,0,0,0,0,185384
26254,0,0,0,0,0,64,0,185408
26255,0,0,0,0,0,64,0,185323
26262,0,0,1,0,0,0,0,185441
26263,0,0,1,0,0,0,0,185446
26264,0,60,0,0,0,0,0,185451
26267,0,0,20,0,0,0,0,185456
26268,0,0,0,0,0,64,0,185457
26269,0,0,0,0,0,64,0,182005
26273,0,0,0,0,0,64,0,184023
26274,0,0,0,0,0,64,0,182522
26275,0,60,0,0,0,0,0,185495
26276,0,0,0,0,0,64,0,181931
26278,0,0,0,0,0,64,0,185503
26283,0,0,0,0,0,64,0,185515
26284,0,0,0,0,0,64,0,185523
26286,0,0,1,0,0,32,0,185526
26289,0,0,4,0,0,0,0,181999
26290,0,0,1,0,0,32,0,185547
26291,0,0,1,0,0,32,0,185551
26292,0,0,0,0,0,64,0,185566
26293,0,0,0,0,0,64,0,185567
26294,0,0,0,0,0,64,0,185568
26295,0,0,0,0,0,64,0,185569
26296,0,0,0,0,0,64,0,185570
26297,0,0,0,0,0,64,0,185575
26298,0,0,0,0,0,64,0,185579
26299,0,0,0,0,0,64,0,185379
26300,0,0,0,0,0,16,0,185587
26302,0,0,0,0,0,64,0,185593
26303,0,0,0,0,0,64,0,185578
26305,0,0,0,0,0,64,0,185612
26306,0,0,0,0,0,64,0,185617
26307,0,0,0,0,0,64,0,185634
26308,0,0,0,0,0,64,0,185635
26312,0,0,0,0,0,64,0,185644
26314,0,0,0,0,0,64,0,185646
26315,0,0,0,0,0,64,0,185649
26317,0,0,0,0,0,64,0,185658
26321,0,0,0,0,0,64,0,185664
26325,0,102,0,0,0,0,0,845
26326,0,0,0,0,0,64,0,185671
26327,0,0,0,0,0,64,0,185680
26328,0,0,0,0,0,64,0,185681
26329,0,0,0,0,0,64,0,185683
26330,0,0,0,0,0,64,0,185692
26331,0,0,0,0,0,64,0,185693
26332,0,0,0,0,0,64,0,185694
26333,0,0,0,0,0,64,0,185695
26334,0,0,0,0,0,64,0,185706
26335,0,0,0,0,0,64,0,185709
26341,0,0,0,0,0,64,0,185739
26342,0,0,0,0,0,64,0,185740
26344,0,0,0,0,0,64,0,185758
26345,0,0,0,0,0,64,0,185764
26346,0,0,0,0,0,1048576,0,185606
26350,0,0,0,0,0,64,0,185780
26355,0,0,0,0,0,64,0,185823
26356,0,60,0,0,0,0,0,185827
26357,0,0,1,0,0,0,0,185828
26358,0,60,0,0,0,0,15,185847
26364,0,0,0,0,0,64,0,185821
26365,0,0,0,0,0,64,0,185885
26366,0,0,0,0,0,64,0,185887
26367,0,0,0,0,0,64,0,185888
26371,0,0,0,0,0,64,0,185893
26372,0,0,0,0,0,64,0,185896
26373,0,0,1,0,0,0,0,185900
26374,0,0,1,0,0,0,0,183026
26379,0,0,1,0,0,64,0,185970
26385,0,0,1,0,0,0,0,185980
26388,0,0,0,0,0,64,0,185656
26389,0,0,0,0,0,64,0,185992
26390,0,0,0,0,0,64,0,180518
26391,0,0,1,0,0,0,0,184265
26394,0,0,0,0,0,64,0,186008
26395,0,0,0,0,0,64,0,186002
26396,0,0,0,0,0,64,0,184212
26397,0,0,0,0,0,64,0,186003
26399,0,0,1,0,0,32,0,186044
26404,0,0,0,0,0,64,0,186078
26405,0,0,0,0,0,64,0,186085
26406,0,0,0,0,0,64,0,186086
26409,0,0,0,0,0,64,0,186130
26411,0,0,0,0,0,0,2,186140
26412,0,0,1,0,0,0,0,185014
26414,0,0,0,0,0,64,0,186187
26415,0,0,1,0,0,0,0,186185
26416,0,60,0,0,0,0,0,186191
26417,0,0,0,0,0,64,5,186124
26420,0,0,0,0,0,64,0,186216
26424,0,0,0,0,0,64,0,186296
26426,0,0,0,0,0,64,0,186304
26428,0,0,0,0,0,64,0,186315
26429,0,0,0,0,0,64,0,186317
26430,0,0,60,0,0,0,0,186030
26431,0,0,0,0,0,64,0,186338
26434,0,0,0,0,0,64,0,186352
26437,0,0,0,0,0,64,0,186358
26438,0,60,0,0,0,0,0,186365
26439,0,60,0,0,0,0,0,186387
26441,0,0,5,0,0,0,0,186407
26442,0,45,0,0,0,0,0,186409
26444,0,0,0,0,0,64,0,186421
26449,0,30,0,0,0,0,0,186446
26454,0,0,0,0,0,64,0,186445
26455,0,0,0,0,0,64,0,186467
26456,0,0,0,0,0,64,0,186449
26457,0,0,0,0,0,64,0,186472
26461,0,0,2,0,0,0,0,186491
26462,0,0,1,0,0,0,0,186499
26466,0,0,0,0,0,64,0,186505
26469,0,60,0,0,0,0,0,186518
26470,0,0,0,0,0,64,0,186519
26471,0,0,0,0,0,64,0,186520
26472,0,0,0,0,0,64,0,186535
26473,0,0,0,0,0,64,0,182108
26474,0,0,0,0,0,64,0,186545
26475,0,0,0,0,0,64,0,186546
26477,0,0,0,0,0,64,0,186549
26479,0,0,0,0,0,64,0,186567
26480,0,0,0,0,0,64,0,186568
26482,0,0,0,0,0,64,0,186579
26483,0,0,0,0,0,64,0,181081
26484,0,0,0,0,0,64,0,181079
26485,0,0,0,0,0,64,0,181080
26487,0,0,0,0,0,64,0,186610
26491,0,0,5,0,0,0,0,186633
26495,0,0,0,0,0,64,0,185283
26497,0,0,0,0,0,64,0,186737
26498,0,0,0,0,0,64,0,186744
26499,0,0,0,0,0,64,0,186745
26500,0,0,0,0,0,64,0,186750
26501,0,0,1,0,0,0,0,186736
26504,0,0,0,0,0,64,0,186761
26507,0,0,0,0,0,64,0,186779
26510,0,0,0,0,0,64,0,186841
26511,0,0,0,0,0,64,0,186848
26512,0,0,0,0,0,64,0,186853
26515,0,53,0,0,0,0,0,186884
26517,0,0,0,0,0,64,0,186901
26518,0,0,0,0,0,64,0,186906
26520,0,0,1,0,0,0,0,186885
26523,0,0,0,0,0,64,0,186959
26525,0,0,0,0,0,64,0,186951
26530,0,0,0,0,0,1048576,0,187001
26531,0,0,0,0,0,1048576,0,187002
26532,0,0,0,0,0,64,0,181094
26533,0,75,5,0,0,0,0,187017
26538,0,0,0,0,0,64,0,187033
26539,0,0,0,0,0,64,0,187035
26540,0,0,0,0,0,64,0,187032
26541,0,0,0,0,0,64,0,187040
26542,0,0,0,0,0,64,0,182082
26543,0,0,0,0,0,64,0,187036
26544,0,0,1,0,0,0,0,187042
26545,0,0,0,0,0,64,0,187037
26546,0,0,0,0,0,64,0,187043
26547,0,0,0,0,0,64,0,187044
26552,0,0,0,0,0,64,0,187093
26553,0,60,0,0,0,0,0,187094
26554,0,30,0,0,0,0,0,187095
26555,0,0,1,0,0,0,0,187099
26558,0,0,1,0,0,0,0,187103
26559,0,0,1,0,0,0,0,187104
26562,0,0,0,0,0,64,0,187108
26563,0,0,1,0,0,0,0,187110
26564,0,0,2,0,0,0,0,187122
26565,0,0,1,0,0,0,0,187124
26568,0,0,0,0,0,64,0,187156
26569,0,0,0,0,0,64,0,187157
26570,0,0,0,0,0,64,0,187161
26571,0,0,0,0,0,64,0,187162
26572,0,0,0,0,0,64,0,187163
26573,0,0,0,0,0,64,0,187164
26574,0,0,0,0,0,64,0,187039
26575,0,0,0,0,0,64,0,187167
26576,0,0,0,0,0,64,0,185250
26580,0,0,0,0,0,16384,0,187208
26590,0,0,0,0,0,64,0,187244
26595,0,0,0,0,0,64,0,187308
26596,0,0,0,0,0,64,0,187309
26597,0,0,1,0,0,0,0,187326
26598,0,0,0,0,0,64,0,187333
26602,0,0,1,0,0,0,0,187340
26603,0,60,0,0,0,0,0,187341
26605,0,0,0,0,0,64,0,187352
26607,0,0,0,0,0,64,0,187364
26609,0,60,0,0,0,0,0,187369
26610,0,0,0,0,0,64,0,187377
26611,0,0,1,0,0,64,0,187378
26614,0,0,2,0,0,0,0,183254
26615,0,0,0,0,0,0,3,187406
26616,0,0,0,0,0,64,0,187414
26618,0,0,0,0,0,64,0,187454
26619,0,0,0,0,0,64,0,187465
26621,0,30,0,0,0,0,0,187482
26622,0,0,0,0,0,0,3,187485
26623,0,45,0,0,0,0,0,187486
26624,0,0,0,0,0,64,0,187488
26625,0,0,0,0,0,16,0,187499
26626,0,0,0,0,0,16,0,187500
26627,0,0,0,0,0,16,0,187501
26628,0,0,0,0,0,16,0,187502
26629,0,0,0,0,0,16,0,187503
26630,0,0,0,0,0,16,0,187504
26631,0,0,0,0,0,16,0,187505
26632,0,0,0,0,0,16,0,187506
26633,0,0,0,0,0,16,0,187507
26634,0,0,0,0,0,16,0,187522
26635,0,0,0,0,0,16,0,187523
26636,0,0,0,0,0,16,0,187524
26637,0,0,0,0,0,16,0,187525
26638,0,0,0,0,0,16,0,187526
26639,0,0,0,0,0,16,0,187527
26640,0,0,0,0,0,16,0,187528
26641,0,0,0,0,0,16,0,187529
26642,0,0,0,0,0,16,0,187530
26643,0,0,0,0,0,16,0,187535
26644,0,0,0,0,0,16,0,187537
26645,0,0,0,0,0,16,0,187538
26646,0,0,0,0,0,16,0,187539
26647,0,0,0,0,0,16,0,187541
26648,0,0,0,0,0,16,0,187546
26649,0,0,0,0,0,16,0,187550
26650,0,0,0,0,0,16,0,187551
26651,0,0,0,0,0,16,0,187552
26652,0,0,1,0,0,0,0,187469
26654,0,0,0,0,0,64,0,187564
26655,0,0,0,0,0,64,0,187586
26656,0,0,0,0,0,64,0,187587
26657,0,0,0,0,0,64,0,187588
26658,0,0,0,0,0,64,0,187589
26660,0,0,0,0,0,64,0,187599
26661,0,0,0,0,0,64,0,187600
26662,0,0,0,0,0,64,0,187601
26663,0,0,0,0,0,64,0,187602
26664,0,0,10,0,0,0,0,187466
26666,0,0,0,0,0,64,0,187644
26667,0,0,0,0,0,64,0,187647
26668,0,0,0,0,0,64,0,187650
26669,0,0,0,0,0,64,0,187651
26670,0,45,0,0,0,0,0,187653
26673,0,0,0,0,0,64,0,187658
26674,0,0,0,0,0,64,0,187660
26677,0,0,0,0,0,64,0,187672
26678,0,0,0,0,0,64,0,187674
26679,0,0,1,0,0,0,0,187667
26682,0,0,0,0,0,64,0,187693
26683,0,0,0,0,0,64,0,187698
26684,0,0,0,0,0,64,0,187699
26685,0,0,0,0,0,64,0,187700
26686,0,180,0,0,0,0,0,187708
26688,0,0,0,0,0,64,0,187722
26689,0,0,1,0,0,0,0,187726
26694,0,0,1,0,0,0,0,187742
26697,0,0,0,0,0,64,0,187748
26698,0,0,0,0,0,64,0,184366
26699,0,0,1,0,0,0,0,187760
26703,0,0,0,0,0,64,0,187779
26704,0,0,0,0,0,64,0,187793
26708,0,0,1,0,0,0,0,187816
26710,0,0,0,0,0,32768,0,187777
26711,0,60,0,0,0,0,0,180184
26716,0,0,0,0,0,64,0,186887
26717,0,120,0,0,0,0,0,187874
26718,0,0,0,0,0,64,0,187160
26719,0,0,0,0,0,64,0,187883
26720,0,0,0,0,0,64,0,187884
26721,0,0,0,0,0,64,0,187885
26722,0,0,0,0,0,64,0,187886
26725,0,0,0,0,0,16,0,187958
26730,0,0,0,0,0,64,0,187996
26731,0,0,0,0,0,64,0,188000
26734,0,0,1,0,0,0,0,187549
26735,0,0,1,0,0,0,0,187739
26736,0,0,1,0,0,0,0,188013
26737,0,0,1,0,0,0,0,188014
26740,0,0,1,0,0,0,0,188073
26743,0,0,1,0,0,0,0,188085
26744,0,0,1,0,0,0,0,188088
26745,0,0,0,0,0,64,0,188093
26746,0,0,1,0,0,0,0,184793
26747,0,0,1,0,0,0,0,188103
26748,0,0,0,0,0,64,0,188106
26749,0,0,1,0,0,0,0,188104
26751,0,60,0,0,0,0,10,188100
26754,0,0,0,0,0,64,0,188036
26755,0,0,1,0,0,0,0,188123
26756,0,0,0,0,0,64,0,180080
26757,0,0,1,0,0,0,0,186762
26758,0,0,0,0,0,64,0,188166
26759,0,0,0,0,0,64,0,188167
26760,0,0,0,0,0,64,0,188170
26761,0,0,0,0,0,64,8,188171
26762,0,0,0,0,0,64,0,188173
26764,0,0,1,0,0,0,0,188181
26768,0,60,0,0,0,0,0,188215
26769,16,0,2,0,0,0,0,184683
26770,16,0,2,0,0,0,0,184684
26771,16,0,3,0,0,0,0,184449
26773,0,0,0,0,0,64,0,188207
26774,0,0,0,0,0,64,0,188223
26775,0,0,0,0,0,64,0,188231
26776,0,60,0,0,0,0,0,188232
26779,0,0,0,0,0,1048576,0,188250
26780,0,0,0,0,0,1048576,0,188251
26781,0,0,0,0,0,1048576,0,188252
26782,0,0,0,0,0,1048576,0,188253
26783,0,0,0,0,0,1048576,0,188254
26784,0,0,0,0,0,1048576,0,188255
26785,0,0,0,0,0,1048576,0,188256
26786,0,0,0,0,0,1048576,0,188257
26787,0,0,0,0,0,1048576,0,188258
26788,0,0,0,0,0,1048576,0,188259
26789,0,0,0,0,0,1048576,0,188260
26790,0,0,0,0,0,1048576,0,188261
26791,0,0,0,0,0,1048576,0,188262
26792,0,0,0,0,0,1048576,0,188263
26793,0,0,0,0,0,1048576,0,188264
26794,0,0,0,0,0,1048576,0,188265
26795,0,0,0,0,0,1048576,0,188266
26796,0,0,0,0,0,64,0,186978
26798,0,0,0,0,0,64,4,188269
26799,0,0,0,0,0,64,0,186749
26802,0,45,0,0,0,0,0,188281
26803,0,60,0,0,0,0,0,188284
26806,0,0,0,0,0,64,0,184628
26807,0,0,1,0,0,0,0,188288
