ID,BattlePetAbilityID,RequiredLevel,SlotEnum,BattlePetSpeciesID
4003,172,20,2,329
4004,178,2,1,333
4005,173,4,2,333
4006,113,10,0,333
4007,764,15,1,333
4008,763,20,2,333
4009,767,4,2,189
4010,768,10,0,189
4011,769,15,1,189
4012,770,20,2,189
4013,774,10,0,122
4014,775,15,1,122
4015,776,20,2,122
4016,357,2,1,130
4017,186,4,2,130
4018,184,10,0,130
4019,567,15,1,130
4020,170,20,2,130
4021,112,1,0,316
4022,357,2,1,316
4023,186,4,2,316
4024,184,10,0,316
4025,567,15,1,316
4026,170,20,2,316
4027,646,2,1,338
4028,301,4,2,338
4029,778,10,0,338
4030,634,15,1,338
4031,209,20,2,338
4032,647,2,1,339
4033,779,4,2,339
4034,515,10,0,339
4035,282,15,1,339
4036,334,20,2,339
4037,524,2,1,168
4038,392,4,2,168
4039,112,10,0,168
4040,640,15,1,168
4041,645,20,2,168
4042,780,2,1,321
4043,538,4,2,321
4044,468,10,0,321
4045,218,15,1,321
4046,649,20,2,321
4047,367,1,0,70
4048,162,2,1,70
4049,364,4,2,70
4050,253,10,0,70
4051,165,15,1,70
4052,159,20,2,70
4053,420,1,0,49
4054,521,2,1,49
4055,170,4,2,49
4056,202,10,0,49
4057,162,15,1,49
4058,190,20,2,49
4059,420,1,0,409
4060,521,2,1,409
4061,170,4,2,409
4062,202,10,0,409
4063,162,15,1,409
4064,190,20,2,409
4065,420,1,0,403
4066,521,2,1,403
4067,170,4,2,403
4068,202,10,0,403
4069,162,15,1,403
4070,190,20,2,403
4071,420,1,0,47
4072,521,2,1,47
4073,170,4,2,47
4074,202,10,0,47
4075,162,15,1,47
4076,190,20,2,47
4077,420,1,0,51
4078,521,2,1,51
4079,170,4,2,51
4080,202,10,0,51
4081,162,15,1,51
4082,190,20,2,51
4083,119,1,0,393
4084,155,2,1,393
4085,706,4,2,393
4086,193,10,0,393
4087,283,15,1,393
4088,519,20,2,393
4089,119,1,0,555
4090,155,2,1,555
4091,706,4,2,555
4092,193,10,0,555
4093,283,15,1,555
4094,519,20,2,555
4095,119,1,0,744
4096,155,2,1,744
4097,706,4,2,744
4098,193,10,0,744
4099,283,15,1,744
4100,519,20,2,744
4101,119,1,0,442
4102,155,2,1,442
4103,706,4,2,442
4104,193,10,0,442
4105,283,15,1,442
4106,519,20,2,442
4107,119,1,0,497
4108,155,2,1,497
4109,706,4,2,497
4110,193,10,0,497
4111,283,15,1,497
4112,519,20,2,497
4113,119,1,0,543
4114,155,2,1,543
4115,706,4,2,543
4116,193,10,0,543
4117,283,15,1,543
4118,519,20,2,543
4119,119,1,0,541
4120,155,2,1,541
4121,706,4,2,541
4122,193,10,0,541
4123,283,15,1,541
4124,519,20,2,541
4125,119,1,0,755
4126,155,2,1,755
4127,706,4,2,755
4128,193,10,0,755
4129,283,15,1,755
4130,519,20,2,755
4131,193,1,0,638
4132,155,2,1,638
4133,706,4,2,638
4134,608,10,0,638
4135,283,15,1,638
4136,519,20,2,638
4137,119,1,0,55
4138,155,2,1,55
4139,706,4,2,55
4140,193,10,0,55
4141,283,15,1,55
4142,519,20,2,55
4143,110,1,0,438
4144,155,2,1,438
4145,159,4,2,438
4146,152,10,0,438
4147,158,15,1,438
4148,156,20,2,438
4149,110,1,0,431
4150,155,2,1,431
4151,159,4,2,431
4152,152,10,0,431
4153,158,15,1,431
4154,156,20,2,431
4155,110,1,0,387
4156,155,2,1,387
4157,159,4,2,387
4158,152,10,0,387
4159,158,15,1,387
4160,156,20,2,387
4161,110,1,0,635
4162,155,2,1,635
4163,159,4,2,635
4164,152,10,0,635
4165,158,15,1,635
4166,156,20,2,635
4167,110,1,0,425
4168,155,2,1,425
4169,159,4,2,425
4170,152,10,0,425
4171,158,15,1,425
4172,156,20,2,425
4173,110,1,0,418
4174,155,2,1,418
4175,159,4,2,418
4176,152,10,0,418
4177,158,15,1,418
4178,156,20,2,418
4179,110,1,0,399
4180,155,2,1,399
4181,159,4,2,399
4182,152,10,0,399
4183,158,15,1,399
4184,156,20,2,399
4185,110,1,0,731
4186,155,2,1,731
4187,159,4,2,731
4188,152,10,0,731
4189,158,15,1,731
4190,156,20,2,731
4191,110,1,0,631
4192,155,2,1,631
4193,159,4,2,631
4194,152,10,0,631
4195,158,15,1,631
4196,156,20,2,631
4197,110,1,0,405
4198,155,2,1,405
4199,159,4,2,405
4200,152,10,0,405
4201,158,15,1,405
4202,156,20,2,405
4203,110,1,0,488
4204,155,2,1,488
4205,159,4,2,488
4206,152,10,0,488
4207,158,15,1,488
4208,156,20,2,488
4209,110,1,0,422
4210,155,2,1,422
4211,159,4,2,422
4212,152,10,0,422
4213,158,15,1,422
4214,156,20,2,422
4215,110,1,0,567
4216,155,2,1,567
4217,159,4,2,567
4218,152,10,0,567
4219,158,15,1,567
4220,156,20,2,567
4233,110,1,0,74
4234,155,2,1,74
4235,159,4,2,74
4236,152,10,0,74
4237,158,15,1,74
4238,156,20,2,74
4239,110,1,0,78
4240,155,2,1,78
4241,159,4,2,78
4242,152,10,0,78
4243,158,15,1,78
4244,156,20,2,78
4245,110,1,0,77
4246,155,2,1,77
4247,159,4,2,77
4248,152,10,0,77
4249,158,15,1,77
4250,156,20,2,77
4251,110,1,0,75
4252,155,2,1,75
4253,159,4,2,75
4254,152,10,0,75
4255,158,15,1,75
4256,156,20,2,75
4257,119,1,0,468
4258,155,2,1,468
4259,706,4,2,468
4260,193,10,0,468
4261,283,15,1,468
4262,519,20,2,468
4263,119,1,0,556
4264,155,2,1,556
4265,706,4,2,556
4266,193,10,0,556
4267,283,15,1,556
4268,519,20,2,556
4269,119,1,0,467
4270,155,2,1,467
4271,706,4,2,467
4272,193,10,0,467
4273,283,15,1,467
4274,519,20,2,467
4281,119,1,0,430
4282,155,2,1,430
4283,706,4,2,430
4284,193,10,0,430
4285,283,15,1,430
4286,519,20,2,430
4287,113,1,0,429
4288,155,2,1,429
4289,172,4,2,429
4290,193,10,0,429
4291,173,15,1,429
4292,519,20,2,429
4293,119,1,0,665
4294,155,2,1,665
4295,706,4,2,665
4296,193,10,0,665
4297,283,15,1,665
4298,519,20,2,665
4299,119,1,0,717
4300,155,2,1,717
4301,706,4,2,717
4302,193,10,0,717
4303,283,15,1,717
4304,519,20,2,717
4305,119,1,0,512
4306,155,2,1,512
4307,706,4,2,512
4308,193,10,0,512
4309,283,15,1,512
4310,519,20,2,512
4311,119,1,0,492
4312,155,2,1,492
4313,706,4,2,492
4314,193,10,0,492
4315,283,15,1,492
4316,519,20,2,492
4317,119,1,0,546
4318,155,2,1,546
4319,706,4,2,546
4320,193,10,0,546
4321,283,15,1,546
4322,519,20,2,546
4323,119,1,0,469
4324,155,2,1,469
4325,706,4,2,469
4326,193,10,0,469
4327,283,15,1,469
4328,519,20,2,469
4353,484,1,0,293
4354,263,2,1,293
4355,621,4,2,293
4356,617,10,0,293
4357,488,15,1,293
4358,606,20,2,293
4377,378,1,0,427
4378,339,2,1,427
4379,383,4,2,427
4380,380,10,0,427
4381,382,15,1,427
4382,250,20,2,427
4383,119,1,0,550
4384,360,2,1,550
4385,163,4,2,550
4386,253,10,0,550
4387,152,15,1,550
4388,283,20,2,550
4389,119,1,0,727
4390,253,2,1,727
4391,163,4,2,727
4392,360,10,0,727
4393,152,15,1,727
4394,283,20,2,727
4395,119,1,0,398
4396,360,2,1,398
4397,163,4,2,398
4398,253,10,0,398
4399,152,15,1,398
4400,283,20,2,398
4401,119,1,0,540
4402,360,2,1,540
4403,163,4,2,540
4404,253,10,0,540
4405,152,15,1,540
4406,283,20,2,540
4407,119,1,0,644
4408,360,2,1,644
4409,163,4,2,644
4410,253,10,0,644
4411,152,15,1,644
4412,283,20,2,644
4413,119,1,0,417
4414,360,2,1,417
4415,163,4,2,417
4416,253,10,0,417
4417,152,15,1,417
4418,283,20,2,417
4419,119,1,0,392
4420,360,2,1,392
4421,163,4,2,392
4422,253,10,0,392
4423,152,15,1,392
4424,283,20,2,392
4425,119,1,0,675
4426,360,2,1,675
4427,163,4,2,675
4428,253,10,0,675
4429,152,15,1,675
4430,283,20,2,675
4431,119,1,0,553
4432,360,2,1,553
4433,163,4,2,553
4434,253,10,0,553
4435,152,15,1,553
4436,283,20,2,553
4437,119,1,0,499
4438,360,2,1,499
4439,163,4,2,499
4440,253,10,0,499
4441,152,15,1,499
4442,283,20,2,499
4443,119,1,0,454
4444,360,2,1,454
4445,163,4,2,454
4446,253,10,0,454
4447,152,15,1,454
4448,283,20,2,454
4449,119,1,0,410
4450,360,2,1,410
4451,163,4,2,410
4452,253,10,0,410
4453,152,15,1,410
4454,283,20,2,410
4455,119,1,0,740
4456,360,2,1,740
4457,163,4,2,740
4458,253,10,0,740
4459,152,15,1,740
4460,283,20,2,740
4467,119,1,0,193
4468,360,2,1,193
4469,163,4,2,193
4470,253,10,0,193
4471,152,15,1,193
4472,283,20,2,193
4473,119,1,0,404
4474,360,2,1,404
4475,163,4,2,404
4476,253,10,0,404
4477,152,15,1,404
4478,283,20,2,404
4479,119,1,0,539
4480,359,2,1,539
4481,163,4,2,539
4482,360,10,0,539
4483,283,15,1,539
4484,253,20,2,539
4485,110,1,0,562
4486,155,2,1,562
4487,159,4,2,562
4488,152,10,0,562
4489,158,15,1,562
4490,156,20,2,562
4491,118,1,0,751
4492,123,2,1,751
4493,497,4,2,751
4494,380,10,0,751
4495,230,15,1,751
4496,297,20,2,751
4497,493,1,0,390
4498,254,2,1,390
4499,539,4,2,390
4500,163,10,0,390
4501,574,15,1,390
4502,376,20,2,390
4515,493,1,0,475
4516,254,2,1,475
4517,376,4,2,475
4518,163,10,0,475
4519,283,15,1,475
4520,539,20,2,475
4551,119,1,0,452
4552,162,2,1,452
4553,167,4,2,452
4554,411,10,0,452
4555,165,15,1,452
4556,163,20,2,452
4563,110,1,0,571
4564,155,2,1,571
4565,159,4,2,571
4566,152,10,0,571
4567,158,15,1,571
4568,156,20,2,571
4569,110,1,0,482
4570,155,2,1,482
4571,159,4,2,482
4572,152,10,0,482
4573,158,15,1,482
4574,156,20,2,482
4581,420,1,0,534
4582,190,2,1,534
4583,521,4,2,534
4584,202,10,0,534
4585,162,15,1,534
4586,170,20,2,534
4587,110,1,0,708
4588,315,2,1,708
4589,283,4,2,708
4590,152,10,0,708
4591,158,15,1,708
4592,566,20,2,708
4593,110,1,0,709
4594,315,2,1,709
4595,283,4,2,709
4596,152,10,0,709
4597,158,15,1,709
4598,566,20,2,709
4599,119,1,0,722
4600,632,2,1,722
4601,706,4,2,722
4602,420,10,0,722
4603,506,15,1,722
4604,270,20,2,722
4617,110,1,0,511
4618,155,2,1,511
4619,159,4,2,511
4620,152,10,0,511
4621,158,15,1,511
4622,156,20,2,511
4623,115,1,0,489
4624,168,2,1,489
4625,170,4,2,489
4626,122,10,0,489
4627,172,15,1,489
4628,169,20,2,489
4659,115,1,0,802
4660,204,2,1,802
4661,190,4,2,802
4662,122,10,0,802
4663,347,15,1,802
4664,170,20,2,802
4694,406,1,0,821
4695,371,2,1,821
4696,669,4,2,821
4697,228,10,0,821
4698,398,15,1,821
4699,668,20,2,821
4700,113,1,0,415
4701,155,2,1,415
4702,172,4,2,415
4703,193,10,0,415
4704,173,15,1,415
4705,519,20,2,415
4706,110,1,0,197
4707,155,2,1,197
4708,159,4,2,197
4709,152,10,0,197
4710,158,15,1,197
4711,156,20,2,197
4748,206,2,1,188
4749,624,4,2,188
4750,782,10,0,188
4751,784,15,1,188
4752,786,20,2,188
4753,172,2,1,294
4754,350,4,2,294
4755,169,10,0,294
4756,256,15,1,294
4757,347,20,2,294
4758,791,2,1,228
4759,645,4,2,228
4760,789,10,0,228
4761,760,15,1,228
4762,301,20,2,228
4763,576,2,1,250
4764,159,4,2,250
4765,253,10,0,250
4766,578,15,1,250
4767,377,20,2,250
4768,110,1,0,725
4769,165,2,1,725
4770,364,4,2,725
4771,360,10,0,725
4772,362,15,1,725
4773,366,20,2,725
4774,112,1,0,705
4775,524,2,1,705
4776,642,4,2,705
4777,420,10,0,705
4778,162,15,1,705
4779,581,20,2,705
4780,589,2,1,57
4781,593,4,2,57
4782,115,10,0,57
4783,592,15,1,57
4784,624,20,2,57
4791,394,1,0,318
4792,396,2,1,318
4793,402,4,2,318
4794,398,10,0,318
4795,303,15,1,318
4796,400,20,2,318
4797,792,2,1,270
4798,179,4,2,270
4799,482,10,0,270
4800,178,15,1,270
4801,794,20,2,270
4814,115,1,0,844
4815,647,2,1,844
4816,282,4,2,844
4817,515,10,0,844
4818,779,15,1,844
4819,334,20,2,844
4820,420,1,0,845
4821,162,2,1,845
4822,170,4,2,845
4823,202,10,0,845
4824,521,15,1,845
4825,190,20,2,845
4826,394,1,0,846
4827,492,2,1,846
4828,621,4,2,846
4829,535,10,0,846
4830,357,15,1,846
4831,536,20,2,846
4846,468,2,1,348
4847,178,2,1,310
4848,112,1,0,68
4849,784,2,1,68
4850,517,4,2,68
4851,184,10,0,68
4852,190,15,1,68
4853,518,20,2,68
4854,112,1,0,67
4855,784,2,1,67
4856,517,4,2,67
4857,184,10,0,67
4858,190,15,1,67
4859,518,20,2,67
4860,112,1,0,325
4861,784,2,1,325
4862,517,4,2,325
4863,184,10,0,325
4864,190,15,1,325
4865,518,20,2,325
4866,112,1,0,507
4867,784,2,1,507
4868,517,4,2,507
4869,184,10,0,507
4870,190,15,1,507
4871,518,20,2,507
4872,112,1,0,149
4873,784,2,1,149
4874,517,4,2,149
4875,184,10,0,149
4876,190,15,1,149
4877,518,20,2,149
4878,112,1,0,69
4879,784,2,1,69
4880,517,4,2,69
4881,184,10,0,69
4882,190,15,1,69
4883,518,20,2,69
4884,119,1,0,455
4885,162,2,1,455
4886,666,4,2,455
4887,411,10,0,455
4888,165,15,1,455
4889,163,20,2,455
4890,119,1,0,487
4891,162,2,1,487
4892,167,4,2,487
4893,411,10,0,487
4894,165,15,1,487
4895,163,20,2,487
4896,119,1,0,647
4897,162,2,1,647
4898,167,4,2,647
4899,411,10,0,647
4900,165,15,1,647
4901,163,20,2,647
4902,119,1,0,379
4903,162,2,1,379
4904,167,4,2,379
4905,411,10,0,379
4906,165,15,1,379
4907,163,20,2,379
4908,119,1,0,323
4909,162,2,1,323
4910,167,4,2,323
4911,411,10,0,323
4912,165,15,1,323
4913,163,20,2,323
4914,119,1,0,641
4915,162,2,1,641
4916,159,4,2,641
4917,360,10,0,641
4918,312,15,1,641
4919,163,20,2,641
4920,119,1,0,640
4921,162,2,1,640
4922,159,4,2,640
4923,360,10,0,640
4924,312,15,1,640
4925,163,20,2,640
4926,119,1,0,441
4927,162,2,1,441
4928,159,4,2,441
4929,360,10,0,441
4930,312,15,1,441
4931,163,20,2,441
4932,119,1,0,391
4933,162,2,1,391
4934,159,4,2,391
4935,360,10,0,391
4936,312,15,1,391
4937,163,20,2,391
4938,119,1,0,479
4939,162,2,1,479
4940,159,4,2,479
4941,360,10,0,479
4942,312,15,1,479
4943,163,20,2,479
4944,119,1,0,200
4945,162,2,1,200
4946,159,4,2,200
4947,360,10,0,200
4948,312,15,1,200
4949,163,20,2,200
4950,119,1,0,137
4951,162,2,1,137
4952,159,4,2,137
4953,360,10,0,137
4954,312,15,1,137
4955,163,20,2,137
4956,119,1,0,848
4957,851,2,1,848
4958,159,4,2,848
4959,849,10,0,848
4960,312,15,1,848
4961,163,20,2,848
4962,119,1,0,72
4963,162,2,1,72
4964,159,4,2,72
4965,360,10,0,72
4966,312,15,1,72
4967,163,20,2,72
4968,113,1,0,279
4969,339,2,1,279
4970,621,4,2,279
4971,383,10,0,279
4972,380,15,1,279
4973,436,20,2,279
4974,113,1,0,480
4975,339,2,1,480
4976,621,4,2,480
4977,383,10,0,480
4978,380,15,1,480
4979,436,20,2,480
4980,113,1,0,554
4981,339,2,1,554
4982,621,4,2,554
4983,383,10,0,554
4984,380,15,1,554
4985,436,20,2,554
4986,113,1,0,838
4987,339,2,1,838
4988,621,4,2,838
4989,383,10,0,838
4990,380,15,1,838
4991,436,20,2,838
4992,115,1,0,58
4993,168,2,1,58
4994,170,4,2,58
4995,122,10,0,58
4996,172,15,1,58
4997,169,20,2,58
4998,115,1,0,243
4999,168,2,1,243
5000,170,4,2,243
5001,122,10,0,243
5002,172,15,1,243
5003,169,20,2,243
5004,119,1,0,272
5005,310,2,1,272
5006,117,4,2,272
5007,202,10,0,272
5008,347,15,1,272
5009,566,20,2,272
5010,119,1,0,485
5011,310,2,1,485
5012,117,4,2,485
5013,202,10,0,485
5014,347,15,1,485
5015,566,20,2,485
5022,429,1,0,517
5023,357,2,1,517
5024,802,4,2,517
5025,616,10,0,517
5026,355,15,1,517
5027,253,20,2,517
5100,429,1,0,726
5101,357,2,1,726
5102,253,4,2,726
5103,563,10,0,726
5104,355,15,1,726
5105,802,20,2,726
5106,429,1,0,433
5107,357,2,1,433
5108,253,4,2,433
5109,563,10,0,433
5110,355,15,1,433
5111,802,20,2,433
5112,429,1,0,408
5113,357,2,1,408
5114,253,4,2,408
5115,563,10,0,408
5116,355,15,1,408
5117,802,20,2,408
5118,429,1,0,504
5119,357,2,1,504
5120,253,4,2,504
5121,563,10,0,504
5122,355,15,1,504
5123,802,20,2,504
5124,429,1,0,466
5125,357,2,1,466
5126,253,4,2,466
5127,563,10,0,466
5128,355,15,1,466
5129,802,20,2,466
5130,429,1,0,632
5131,357,2,1,632
5132,253,4,2,632
5133,563,10,0,632
5134,355,15,1,632
5135,802,20,2,632
5136,429,1,0,851
5137,357,2,1,851
5138,253,4,2,851
5139,563,10,0,851
5140,355,15,1,851
5141,802,20,2,851
5142,110,1,0,508
5143,247,2,1,508
5144,345,4,2,508
5145,347,10,0,508
5146,348,15,1,508
5147,124,20,2,508
5148,110,1,0,205
5149,247,2,1,205
5150,345,4,2,205
5151,347,10,0,205
5152,348,15,1,205
5153,124,20,2,205
5154,110,1,0,317
5155,247,2,1,317
5156,345,4,2,317
5157,347,10,0,317
5158,348,15,1,317
5159,124,20,2,317
5160,636,4,2,191
5161,455,10,0,191
5162,634,15,1,191
5163,293,20,2,191
5164,777,1,0,254
5165,640,2,1,254
5166,636,4,2,254
5167,455,10,0,254
5168,634,15,1,254
5169,293,20,2,254
5170,611,2,1,255
5171,595,4,2,255
5172,347,10,0,255
5173,589,15,1,255
5174,258,20,2,255
5175,509,2,1,174
5176,538,4,2,174
5177,160,10,0,174
5178,118,15,1,174
5179,423,20,2,174
5180,803,1,0,163
5181,509,2,1,163
5182,538,4,2,163
5183,160,10,0,163
5184,118,15,1,163
5185,423,20,2,163
5186,803,1,0,173
5187,509,2,1,173
5188,538,4,2,173
5189,160,10,0,173
5190,118,15,1,173
5191,423,20,2,173
5192,803,1,0,164
5193,509,2,1,164
5194,538,4,2,164
5195,160,10,0,164
5196,118,15,1,164
5197,423,20,2,164
5198,202,10,0,244
5199,312,15,1,244
5200,159,20,2,244
5201,611,2,1,264
5202,218,4,2,264
5203,468,10,0,264
5204,780,15,1,264
5205,476,20,2,264
5224,525,1,0,564
5225,310,2,1,564
5226,376,4,2,564
5227,249,10,0,564
5228,123,15,1,564
5229,566,20,2,564
5230,110,1,0,713
5231,310,2,1,713
5232,376,4,2,713
5233,249,10,0,713
5234,123,15,1,713
5235,566,20,2,713
5236,110,1,0,473
5237,310,2,1,473
5238,376,4,2,473
5239,249,10,0,473
5240,123,15,1,473
5241,566,20,2,473
5248,493,1,0,447
5249,254,2,1,447
5250,539,4,2,447
5251,163,10,0,447
5252,574,15,1,447
5253,376,20,2,447
5254,493,1,0,477
5255,254,2,1,477
5256,539,4,2,477
5257,163,10,0,477
5258,574,15,1,477
5259,376,20,2,477
5260,493,1,0,203
5261,254,2,1,203
5262,539,4,2,203
5263,163,10,0,203
5264,574,15,1,203
5265,376,20,2,203
5266,493,1,0,486
5267,254,2,1,486
5268,539,4,2,486
5269,163,10,0,486
5270,574,15,1,486
5271,376,20,2,486
5272,119,1,0,747
5273,632,2,1,747
5274,706,4,2,747
5275,420,10,0,747
5276,506,15,1,747
5277,270,20,2,747
5278,310,2,1,158
5279,377,4,2,158
5280,112,10,0,158
5281,162,15,1,158
5282,568,20,2,158
5283,595,2,1,59
5284,254,4,2,59
5285,525,10,0,59
5286,597,15,1,59
5287,598,20,2,59
5288,611,2,1,180
5289,170,4,2,180
5290,122,10,0,180
5291,614,15,1,180
5292,860,20,2,180
5293,751,4,2,348
5294,475,10,0,348
5295,323,15,1,348
5296,476,20,2,348
5297,763,4,2,310
5298,501,10,0,310
5299,592,15,1,310
5300,476,20,2,310
5301,210,1,0,346
5302,178,2,1,346
5303,763,4,2,346
5304,501,10,0,346
5305,592,15,1,346
5306,476,20,2,346
5307,210,1,0,218
5308,178,2,1,218
5309,763,4,2,218
5310,501,10,0,218
5311,592,15,1,218
5312,476,20,2,218
5319,117,1,0,456
5320,665,2,1,456
5321,170,4,2,456
5322,420,10,0,456
5323,654,15,1,456
5324,190,20,2,456
5325,420,1,0,259
5326,521,2,1,259
5327,170,4,2,259
5328,202,10,0,259
5329,162,15,1,259
5330,190,20,2,259
5331,420,1,0,537
5332,521,2,1,537
5333,170,4,2,537
5334,202,10,0,537
5335,162,15,1,537
5336,190,20,2,537
5337,420,1,0,260
5338,521,2,1,260
5339,170,4,2,260
5340,202,10,0,260
5341,162,15,1,260
5342,190,20,2,260
5343,420,1,0,395
5344,521,2,1,395
5345,170,4,2,395
5346,202,10,0,395
5347,162,15,1,395
5348,190,20,2,395
5349,493,1,0,476
5350,254,2,1,476
5351,539,4,2,476
5352,163,10,0,476
5353,574,15,1,476
5354,376,20,2,476
5355,654,2,1,190
5356,212,4,2,190
5357,121,10,0,190
5358,442,15,1,190
5359,321,20,2,190
5366,110,1,0,680
5367,357,2,1,680
5368,509,4,2,680
5369,412,10,0,680
5370,283,15,1,680
5371,564,20,2,680
5372,110,1,0,739
5373,357,2,1,739
5374,509,4,2,739
5375,412,10,0,739
5376,283,15,1,739
5377,564,20,2,739
5378,110,1,0,737
5379,357,2,1,737
5380,509,4,2,737
5381,412,10,0,737
5382,283,15,1,737
5383,564,20,2,737
5384,110,1,0,750
5385,357,2,1,750
5386,509,4,2,750
5387,412,10,0,750
5388,283,15,1,750
5389,564,20,2,750
5390,110,1,0,711
5391,357,2,1,711
5392,509,4,2,711
5393,412,10,0,711
5394,283,15,1,711
5395,564,20,2,711
5396,110,1,0,384
5397,357,2,1,384
5398,509,4,2,384
5399,412,10,0,384
5400,283,15,1,384
5401,564,20,2,384
5402,110,1,0,749
5403,357,2,1,749
5404,509,4,2,749
5405,412,10,0,749
5406,283,15,1,749
5407,564,20,2,749
5408,110,1,0,712
5409,357,2,1,712
5410,509,4,2,712
5411,412,10,0,712
5412,283,15,1,712
5413,564,20,2,712
5414,429,1,0,144
5415,492,2,1,144
5416,501,4,2,144
5417,184,10,0,144
5418,179,15,1,144
5419,503,20,2,144
5420,429,1,0,143
5421,492,2,1,143
5422,501,4,2,143
5423,184,10,0,143
5424,179,15,1,143
5425,503,20,2,143
5426,429,1,0,142
5427,492,2,1,142
5428,501,4,2,142
5429,184,10,0,142
5430,179,15,1,142
5431,503,20,2,142
5432,429,1,0,145
5433,492,2,1,145
5434,501,4,2,145
5435,184,10,0,145
5436,179,15,1,145
5437,503,20,2,145
5438,119,1,0,443
5439,162,2,1,443
5440,159,4,2,443
5441,360,10,0,443
5442,312,15,1,443
5443,163,20,2,443
5444,111,1,0,111
5445,756,2,1,111
5446,350,4,2,111
5447,193,10,0,111
5448,757,15,1,111
5449,163,20,2,111
5450,111,1,0,121
5451,756,2,1,121
5452,350,4,2,121
5453,193,10,0,121
5454,757,15,1,121
5455,163,20,2,121
5456,119,1,0,729
5457,162,2,1,729
5458,159,4,2,729
5459,360,10,0,729
5460,312,15,1,729
5461,163,20,2,729
5462,119,1,0,448
5463,162,2,1,448
5464,159,4,2,448
5465,360,10,0,448
5466,312,15,1,448
5467,163,20,2,448
5468,119,1,0,730
5469,162,2,1,730
5470,159,4,2,730
5471,360,10,0,730
5472,312,15,1,730
5473,163,20,2,730
5474,119,1,0,633
5475,492,2,1,633
5476,527,4,2,633
5477,360,10,0,633
5478,576,15,1,633
5479,539,20,2,633
5480,119,1,0,823
5481,492,2,1,823
5482,527,4,2,823
5483,360,10,0,823
5484,576,15,1,823
5485,539,20,2,823
5486,119,1,0,397
5487,492,2,1,397
5488,527,4,2,397
5489,360,10,0,397
5490,576,15,1,397
5491,539,20,2,397
5492,119,1,0,160
5493,492,2,1,160
5494,527,4,2,160
5495,360,10,0,160
5496,576,15,1,160
5497,539,20,2,160
5498,112,1,0,201
5499,524,2,1,201
5500,580,4,2,201
5501,420,10,0,201
5502,579,15,1,201
5503,581,20,2,201
5504,112,1,0,525
5505,524,2,1,525
5506,580,4,2,525
5507,420,10,0,525
5508,579,15,1,525
5509,581,20,2,525
5510,112,1,0,645
5511,524,2,1,645
5512,580,4,2,645
5513,420,10,0,645
5514,579,15,1,645
5515,581,20,2,645
5516,406,1,0,835
5517,371,2,1,835
5518,669,4,2,835
5519,228,10,0,835
5520,398,15,1,835
5521,668,20,2,835
5522,367,1,0,678
5523,369,2,1,678
5524,364,4,2,678
5525,160,10,0,678
5526,371,15,1,678
5527,159,20,2,678
5528,210,1,0,302
5529,212,2,1,302
5530,414,4,2,302
5531,120,10,0,302
5532,214,15,1,302
5533,218,20,2,302
5534,116,1,0,285
5535,278,2,1,285
5536,386,4,2,285
5537,202,10,0,285
5538,279,15,1,285
5539,387,20,2,285
5540,118,1,0,95
5541,123,2,1,95
5542,233,4,2,95
5543,228,10,0,95
5544,230,15,1,95
5545,278,20,2,95
5546,256,2,1,268
5547,606,4,2,268
5548,122,10,0,268
5549,809,15,1,268
5550,607,20,2,268
5551,811,2,1,297
5552,503,4,2,297
5553,319,10,0,297
5554,179,15,1,297
5555,330,20,2,297
5556,777,1,0,258
5557,640,2,1,258
5558,636,4,2,258
5559,455,10,0,258
5560,634,15,1,258
5561,293,20,2,258
5562,777,1,0,227
5563,640,2,1,227
5564,392,4,2,227
5565,455,10,0,227
5566,634,15,1,227
5567,293,20,2,227
5574,777,1,0,86
5575,640,2,1,86
5576,636,4,2,86
5577,455,10,0,86
5578,634,15,1,86
5579,293,20,2,86
5581,593,2,1,320
5582,589,4,2,320
5583,421,10,0,320
5584,592,15,1,320
5585,299,20,2,320
5586,484,1,0,136
5587,486,2,1,136
5588,489,4,2,136
5589,360,10,0,136
5590,488,15,1,136
5591,490,20,2,136
5592,626,1,0,710
5593,706,2,1,710
5594,573,4,2,710
5595,357,10,0,710
5596,506,15,1,710
5597,298,20,2,710
5598,626,1,0,733
5599,706,2,1,733
5600,573,4,2,733
5601,357,10,0,733
5602,506,15,1,733
5603,298,20,2,733
5604,626,1,0,820
5605,706,2,1,820
5606,573,4,2,820
5607,357,10,0,820
5608,506,15,1,820
5609,298,20,2,820
5616,764,2,1,131
5617,609,4,2,131
5618,608,10,0,131
5619,188,15,1,131
5620,752,20,2,131
5621,429,1,0,303
5622,492,2,1,303
5623,538,4,2,303
5624,535,10,0,303
5625,357,15,1,303
5626,536,20,2,303
5627,429,1,0,306
5628,492,2,1,306
5629,538,4,2,306
5630,535,10,0,306
5631,357,15,1,306
5632,536,20,2,306
5633,429,1,0,301
5634,492,2,1,301
5635,538,4,2,301
5636,535,10,0,301
5637,357,15,1,301
5638,536,20,2,301
5645,110,1,0,92
5646,247,2,1,92
5647,345,4,2,92
5648,347,10,0,92
5649,348,15,1,92
5650,124,20,2,92
5651,375,2,1,159
5652,376,4,2,159
5653,377,10,0,159
5654,283,15,1,159
5655,163,20,2,159
5656,384,1,0,261
5657,278,2,1,261
5658,754,4,2,261
5659,202,10,0,261
5660,208,15,1,261
5661,644,20,2,261
5662,110,1,0,124
5663,348,2,1,124
