ID,Name,Pos[0],Pos[1],Pos[2],LookAt[0],LookAt[1],LookAt[2],Up[0],Up[1],Up[2],UiCameraTypeID,AnimID,AnimFrame,AnimVariation,Flags
485,Transmog-Orc-Male-Legs,2.046052,0.032893866,-0.7894727,0.08537251,-0.13333343,0.053334355,0,0,0,15,0,0,0,0
486,Transmog-Orc-Male-Feet,2.171052,-0.07894673,-0.3223674,-1.289718,-0.0397652,0.035554774,0,0,0,15,0,0,0,0
487,Transmog-Orc-Female-Head,3.4934218,0.08552739,-1.9078948,-0.48246372,-0.09777801,0.08888792,0,0,0,15,0,0,0,0
488,Transmog-Orc-Female-Shoulder,2.9802616,-0.26315567,-1.7434196,-0.38964874,-0.026666567,0,0,0,0,15,0,0,0,0
489,Transmog-Orc-Female-Back,2.8749983,0.019739889,-1.1842105,-3.0477686,0,-0.08141355,0,0,0,15,0,1445,0,0
490,Transmog-Orc-Female-Robe,3.1513152,0.07236818,-1.4078941,-0.46604186,-0.053333588,0.053332523,0,0,0,15,0,0,0,0
491,Transmog-Orc-Female-Shirt,3.3092096,0.078950174,-1.5131572,-0.4819427,-0.0799997,0.07111206,0,0,0,15,0,0,0,0
492,Transmog-Orc-Female-Tabard,3.3223681,0.046053328,-1.3749974,-0.21353932,-0.027137756,0.027137447,0,0,0,15,0,0,0,0
493,Transmog-Orc-Female-Wrist,3.4802616,0.29605356,-1.1644745,0.4899831,0,0,0,0,0,15,0,0,0,0
494,Transmog-Orc-Female-Hands,3.203947,-0.26973793,-1.0526321,-0.59444445,0,0,0,0,0,15,0,1280,0,0
495,Transmog-Orc-Female-Waist,3.3026319,0.03289596,-1.2434188,-0.16790153,-0.053333282,0.04070679,0,0,0,15,0,0,0,0
496,Transmog-Orc-Female-Legs,2.7828944,0.03947393,-0.82236844,-0.16000023,0,0,0,0,0,15,0,0,0,0
497,Transmog-Orc-Female-Feet,3.006579,0.0657904,-0.30263022,-1.5550299,0.020352762,0.061061405,0,0,0,15,0,0,0,0
498,Transmog-Tauren-Male-Head,2.4,0.2,-1.8,-0.34024,-0.151111,0.0444428,0,0,0,15,0,0,0,0
499,Transmog-Tauren-Male-Shoulder,1.65,-0.55,-1.8,-0.0209957,0,0,0,0,0,15,0,0,0,0
500,Transmog-Tauren-Male-Back,2,0,-1.15,-3.1,0,0,0,0,0,15,0,620,0,0
501,Transmog-Tauren-Male-Robe,1.5921056,0.13815938,-1.7565805,-0.435387,-0.373334,0.14222288,0,0,0,15,0,0,0,0
502,Transmog-Tauren-Male-Shirt,2.5,0,-1.5,0,-0.3,0,0,0,0,15,0,0,0,0
503,Transmog-Tauren-Male-Tabard,2.3,0.0131614,-1.3,0,-0.24,0.0126263,0,0,0,15,0,0,0,0
504,Transmog-Tauren-Male-Wrist,2.2,0.35,-1.2,1.06598,0,0,0,0,0,15,0,0,0,0
505,Transmog-Tauren-Male-Hands,2,-0.5,-1,-0.65,0,0.0177777,0,0,0,15,0,1765,0,0
506,Transmog-Tauren-Male-Waist,2.5,1.2177E-06,-1.2,0,-0.106667,-0.00711121,0,0,0,15,0,0,0,0
507,Transmog-Tauren-Male-Legs,2,0,-0.8,0,-0.0088887,0,0,0,0,15,0,0,0,0
508,Transmog-Tauren-Male-Feet,2.17763,0.039474633,-0.55921054,-0.41083285,-0.10550459,0,0,0,0,15,0,1663,0,0
509,Transmog-Tauren-Female-Head,3.08,0.15,-2,-0.286907,-0.115556,0.035556,0,0,0,15,0,0,0,0
510,Transmog-Tauren-Female-Shoulder,2.8,-0.407891,-1.78,-0.0476303,0,0,0,0,0,15,0,0,0,0
511,Transmog-Tauren-Female-Back,2.95395,0,-1.55,-3.155,0,0,0,0,0,15,0,1103,0,0
512,Transmog-Tauren-Female-Robe,2.55,0,-1.4,-0.3,-0.106667,0,0,0,0,15,0,0,0,0
513,Transmog-Tauren-Female-Shirt,2.7,0,-1.55,-0.3,-0.0977779,0,0,0,0,15,0,0,0,0
514,Transmog-Tauren-Female-Tabard,2.6,0.00658066,-1.35,-0.0235742,0,-0.0142218,0,0,0,15,0,0,0,0
515,Transmog-Tauren-Female-Wrist,3,0.15,-1.25,0.959315,0,0,0,0,0,15,0,0,0,0
516,Transmog-Tauren-Female-Hands,2.66447,-0.2,-1.1,-0.9,0,0,0,0,0,15,0,1806,0,0
517,Transmog-Tauren-Female-Waist,3.04605,0.0131593,-1.25,0,-0.213333,0,0,0,0,15,0,0,0,0
518,Transmog-Tauren-Female-Legs,2.5,0,-0.68,-0.115556,-0.115556,0,0,0,0,15,0,0,0,0
519,Transmog-Tauren-Female-Feet,2.7763157,0.026313342,-0.4999982,-0.25911286,0,0,0,0,0,15,0,1765,0,0
520,Transmog-Troll-Male-Head,2.322369,0.0921048,-2.1052637,-0.3846845,-0.12444411,0.053333133,0,0,0,15,0,0,0,0
521,Transmog-Troll-Male-Shoulder,2.4868417,-0.49342144,-1.986842,0.20070545,-0.3555564,-0.035555623,0,0,0,15,0,0,0,0
522,Transmog-Troll-Male-Back,2.006578,-0.1578937,-1.519735,-2.9591284,0,-0.0677246,0,0,0,15,0,781,0,0
523,Transmog-Troll-Male-Robe,2.3289473,-0.019736735,-1.6644735,-0.39888853,-0.18666679,0.18666627,0,0,0,15,0,0,0,0
524,Transmog-Troll-Male-Shirt,2.598683,-0.059210036,-1.7500007,-0.54579556,-0.37333325,0.22222227,0,0,0,15,0,0,0,0
525,Transmog-Troll-Male-Tabard,3.052631,-0.08552611,-1.4868411,-0.26950002,-0.34666684,0.1532288,0,0,0,15,0,0,0,0
526,Transmog-Troll-Male-Wrist,2.888157,0.46710888,-1.0855262,0.42064878,0,0,0,0,0,15,0,0,0,0
527,Transmog-Troll-Male-Hands,2.2236848,-0.5789481,-0.9999999,-0.3370898,0,0.080000006,0,0,0,15,0,730,0,0
528,Transmog-Troll-Male-Waist,3.2236848,-0.065789,-1.36842,-0.022305842,-0.19555573,-0.027089845,0,0,0,15,0,0,0,0
529,Transmog-Troll-Male-Legs,2.0131576,-0.04605343,-0.93421066,-0.08761876,0.053332828,0,0,0,0,15,0,0,0,0
530,Transmog-Troll-Male-Feet,2.0328944,-0.1118425,-0.40789396,-0.6589435,-0.07111115,0,0,0,0,15,0,959,0,0
531,Transmog-Troll-Female-Head,3.2434206,0.09210582,-2.2171052,-0.39357442,-0.04444427,0,0,0,0,15,0,0,0,0
532,Transmog-Troll-Female-Shoulder,3.065789,-0.19079159,-1.9802614,-0.24905865,0.044444274,0.044444595,0,0,0,15,0,0,0,0
533,Transmog-Troll-Female-Back,2.9276311,-0.03289244,-1.2763155,-2.6641014,0,0,0,0,0,15,0,537,0,0
534,Transmog-Troll-Female-Robe,3.0657892,0.092104144,-1.6578944,-0.30999997,0,0,0,0,0,15,0,0,0,0
535,Transmog-Troll-Female-Shirt,3.1710522,0.10526317,-1.7368412,-0.3680193,0,0,0,0,0,15,0,0,0,0
536,Transmog-Troll-Female-Tabard,3.1118417,0.07236819,-1.6776304,-0.03246395,-0.017777864,0,0,0,0,15,0,0,0,0
537,Transmog-Troll-Female-Wrist,3.3289459,0.2631586,-1.342105,0.7246481,0,0,0,0,0,15,0,0,0,0
538,Transmog-Troll-Female-Hands,2.9473693,-0.1315801,-1.2368425,-0.7049208,0,0,0,0,0,15,0,0,0,0
539,Transmog-Troll-Female-Waist,3.263158,0.06579078,-1.4473667,-0.015956337,-0.05333374,0.054180913,0,0,0,15,0,0,0,0
540,Transmog-Troll-Female-Legs,2.5986843,0.046052974,-0.96710575,3.7625432E-07,-0.017777257,0,0,0,0,15,0,0,0,0
541,Transmog-Troll-Female-Feet,2.6249993,0.07236928,-0.42105252,-0.40666708,-0.20444413,0.044444554,0,0,0,15,0,0,0,0
542,Transmog-Undead-Male-Head,3.210525,0.2105259,-1.6644748,-0.257701,-0.12444443,0.03132324,0,0,0,15,0,0,0,0
543,Transmog-Undead-Male-Shoulder,3.2368417,-0.22368209,-1.5328944,0.62557274,0.021428984,0.0052221636,0,0,0,15,0,1866,3,0
544,Transmog-Undead-Male-Back,2.9868424,-0.07236783,-1.1052622,-2.0859025,0,0,0,0,0,15,0,1002,0,0
545,Transmog-Undead-Male-Robe,2.9276311,0.09868419,-1.2631574,0.76555675,0.017777763,0.071110845,0,0,0,15,0,0,0,0
546,Transmog-Undead-Male-Shirt,3.1644728,0.052633874,-1.4013155,0.67198056,0,-0.13333312,0,0,0,15,0,0,0,0
547,Transmog-Undead-Male-Tabard,3.480263,0.1184228,-1.2171026,0.6968479,-0.37333313,-0.19555545,0,0,0,15,0,1155,0,0
548,Transmog-Undead-Male-Wrist,3.6381567,0.54605544,-1.0263175,0.80642474,0,-0.008889439,0,0,0,15,0,0,0,0
549,Transmog-Undead-Male-Hands,3.3552635,-0.41447198,-1.0657878,0.47505754,0.088889,0,0,0,0,15,0,799,1,0
550,Transmog-Undead-Male-Waist,3.5847955,0.07237216,-1.0986825,0.40986398,0,0.07449646,0,0,0,15,0,722,0,0
551,Transmog-Undead-Male-Legs,3.0065777,0.09868622,-0.8157878,1.1174617,0,0,0,0,0,15,0,0,0,0
552,Transmog-Undead-Male-Feet,2.9736838,0.0065801134,-0.23684146,-0.61111164,0,0,0,0,0,15,0,0,0,0
553,Transmog-Undead-Female-Head,3.092104,0.085527994,-1.7171059,-0.44098186,-0.12444457,0.05333314,0,0,0,15,0,0,0,0
554,Transmog-Undead-Female-Shoulder,3.072369,-0.256579,-1.5197365,0.021322332,-0.0800003,6.0815364E-07,0,0,0,15,0,0,0,0
555,Transmog-Undead-Female-Back,2.9210527,-0.006579206,-1.1118419,-2.808018,0,0,0,0,0,15,0,579,0,0
556,Transmog-Undead-Female-Robe,2.80921,0.046051916,-1.2697365,-0.3641797,0,0,0,0,0,15,0,0,0,0
557,Transmog-Undead-Female-Shirt,2.9539466,0.05263461,-1.342104,-0.3680193,0,0,0,0,0,15,0,0,0,0
558,Transmog-Undead-Female-Tabard,3.1447358,0.019737914,-1.2434195,-0.011723006,-0.23830715,-0.0050787246,0,0,0,15,0,0,0,0
559,Transmog-Undead-Female-Wrist,3.388157,0.29605353,-1.0460532,0.53264695,0,0,0,0,0,15,0,0,0,0
560,Transmog-Undead-Female-Hands,2.815789,-0.3618425,-0.8881577,-1.0705622,0,-0.17670779,0,0,0,15,0,322,1,0
561,Transmog-Undead-Female-Waist,3.3157904,0.019736685,-1.065788,0.062349927,0.10666626,0.033861697,0,0,0,15,0,0,0,0
562,Transmog-Undead-Female-Legs,2.8618417,0.019735195,-0.80920935,0.017778086,0,0,0,0,0,15,0,522,0,0
563,Transmog-Undead-Female-Feet,2.7368422,0.019736178,-0.2697364,-0.5755558,0,0,0,0,0,15,0,0,0,0
624,Transmog-Weapon-Glaive,-0.25000036,0.046051092,-0.07236656,1.601131,-0.9633913,0,0,0,0,16,0,-1,-1,1
674,Transmog-Human-Male-Chest,2.8684225,0.046053674,-1.4539468,-0.3235687,0,0,0,0,0,15,0,0,0,0
677,Transmog-Draenei-Male-Chest,1.973684,0.37500322,-1.8223681,-0.89739305,-0.06222229,0.07999939,0,0,0,15,0,0,0,0
689,Transmog-Troll-Male-Chest,2.2697358,0.05920781,-1.789475,-0.43281096,-0.18666679,0.18666627,0,0,0,15,0,0,0,0
690,Transmog-Undead-Male-Chest,3.0263162,0.08552647,-1.3749994,0.77234143,-0.18575525,-0.15277715,0,0,0,15,0,0,0,0
723,Transmog-Human-Male-Shoulder-Alt,3.0855262,0.32894853,-1.6973674,0.02985907,0,0,0,0,0,15,0,0,0,0
724,Transmog-Human-Female-Shoulder-Alt,3.3749995,0.21710621,-1.5657883,0.25537595,0,0,0,0,0,15,0,0,0,0
727,Transmog-Worgen-Male-Shoulder-Alt,2.072368,0.53289586,-1.9868418,0.18093717,-0.2933334,0,0,0,0,15,0,0,0,0
728,Transmog-Worgen-Female-Shoulder-Alt,2.710526,0.46710494,-1.9078939,0.43010992,0,0,0,0,0,15,0,0,0,0
729,Transmog-Draenei-Male-Shoulder-Alt,1.9539471,0.5197378,-2.1381578,0.11852611,-0.088888556,0.035555422,0,0,0,15,0,0,0,0
730,Transmog-Draenei-Female-Shoulder-Alt,3.335527,0.18421228,-1.986842,0.23734717,-0.17802916,-0.07698517,0,0,0,15,0,0,0,0
731,Transmog-Dwarf-Male-Shoulder-Alt,2.598684,0.39473876,-1.2368417,0.056994975,0,0,0,0,0,15,0,0,0,0
732,Transmog-Gnome-Male-Shoulder-Alt,3.0526323,0.25657508,-0.7828939,0.3260207,0,-0.00888916,0,0,0,15,0,0,0,0
733,Transmog-Gnome-Female-Shoulder-Alt,3.1513147,0.19736712,-0.7039462,0.23263676,0,0,0,0,0,15,0,0,0,0
734,Transmog-NightElf-Male-Shoulder-Alt,2.467104,0.3815798,-2.0131571,0.23662664,0,0,0,0,0,15,0,0,0,0
735,Transmog-NightElf-Female-Shoulder-Alt,2.888158,0.24342158,-1.8881567,0.34194052,0,0,0,0,0,15,0,0,0,0
736,Transmog-Goblin-Male-Shoulder-Alt,2.9802637,0.32894665,-0.90789473,0.47970468,-0.053333133,0,0,0,0,15,0,0,0,0
737,Transmog-Goblin-Female-Shoulder-Alt,3.0986843,0.3223686,-0.8947349,-0.072410814,0,0.044444587,0,0,0,15,0,0,0,0
738,Transmog-BloodElf-Male-Shoulder-Alt,2.7500005,0.44736692,-1.6907877,0.3764932,0,0,0,0,0,15,0,0,0,0
739,Transmog-BloodElf-Female-Shoulder-Alt,3.3684204,0.21710409,-1.6184206,-0.294229,0,0,0,0,0,15,0,0,0,0
740,Transmog-Orc-Male-Shoulder-Alt,1.9342107,0.6578927,-1.8947366,0.13460883,-0.09777741,0,0,0,0,15,0,0,0,0
741,Transmog-Orc-Female-Shoulder-Alt,2.9802616,0.31579298,-1.7434196,0.051340073,-0.026666567,0,0,0,0,15,0,0,0,0
742,Transmog-Tauren-Male-Shoulder-Alt,1.7565793,0.9078918,-2.2894742,0.00581395,-0.085333556,0,0,0,0,15,0,0,0,0
743,Transmog-Tauren-Female-Shoulder-Alt,2.809211,0.38158113,-2.3881567,0.21696264,0,0,0,0,0,15,0,0,0,0
744,Transmog-Troll-Male-Shoulder-Alt,2.4868417,0.33552632,-1.986842,-0.31491342,-0.3555564,-0.035555623,0,0,0,15,0,0,0,0
745,Transmog-Troll-Female-Shoulder-Alt,3.065789,0.3881565,-1.9605247,0.30726632,0.044444274,0.044444595,0,0,0,15,0,0,0,0
746,Transmog-Undead-Male-Shoulder-Alt,3.25,0.4407899,-1.6052625,0.45596018,-0.053333588,0.011934811,0,0,0,15,0,0,0,0
747,Transmog-Undead-Female-Shoulder-Alt,3.072369,0.28947324,-1.5197365,-0.03973723,-0.0800003,6.0815364E-07,0,0,0,15,0,0,0,0
809,Transmog-Dwarf-Female-Shoulder-Alt,3.276315,0.26315874,-1.1710513,0.25701174,0,0,0,0,0,15,0,0,0,0
995,Transmog-Set-Details-Human-Male,-0.539474,0.019737545,-1.4999996,-0.0017728829,-0.020352166,0.013566894,0,0,0,20,0,0,0,0
996,Transmog-Set-Vendor-Human-Male,1.9473681,0.013159983,-1.5460538,-0.006220922,-0.020352783,0.013566894,0,0,0,19,0,0,0,0
997,Transmog-Set-Details-Human-Female,0.3618413,0.013158787,-1.3749993,-0.001535953,-0.027148128,0.013566894,0,0,0,20,0,982,0,0
998,Transmog-Set-Details-BloodElf-Male�@,-0.8618419,0.026315624,-1.4934207,0.012015685,-0.05428683,0.013566894,0,0,0,20,0,0,0,0
999,Transmog-Set-Details-BloodElf-Female,-0.3355268,0.019737545,-1.414473,-0.028721621,-0.027149059,0.013566894,0,0,0,20,0,0,0,0
1000,Transmog-Set-Details-Draenei-Female,-0.94079,-0.026313761,-1.6907896,-0.06949981,-0.047538787,0.013566894,0,0,0,20,0,0,0,0
1001,Transmog-Set-Details-Draenei-Male,-2.789474,0.03289506,-1.888158,-0.049112245,-0.07472442,0.013566894,0,0,0,20,0,0,0,0
1002,Transmog-Set-Details-Dwarf-FemaleS�*,0.89473695,0.0065802136,-1.1842097,-0.03552338,-0.020267395,-0.0068231206,0,0,0,20,0,0,0,0
1003,Transmog-Set-Details-Dwarf-Male,-0.539474,-0.019735595,-1.1710514,-0.001535954,-0.025260616,0.013566894,0,0,0,20,0,0,0,0
1004,Transmog-Set-Details-Gnome-Female,1.3289475,0,-0.79605377,-0.018450625,-0.020352783,0.013566894,0,0,0,20,0,0,0,0
1005,Transmog-Set-Details-Gnome-Male,0.92105305,0.026314527,-0.8552655,-0.039532788,0.007104502,-0.020383298,0,0,0,20,0,503,0,0
1006,Transmog-Set-Details-Goblin-Female�@,-0.03947401,-0.0065765283,-1.0855274,0.018806458,0.013659665,0.013566894,0,0,0,20,0,580,0,0
1007,Transmog-Set-Details-Goblin-Male,0.21052599,0.013158605,-0.9802625,0.058346864,-0.020352783,0.013566894,0,0,0,20,0,1069,0,0
1008,Transmog-Set-Details-NightElf-Female,-1.5460525,-0.0065786694,-1.631579,0.005260311,-0.01355652,0.013566894,0,0,0,20,0,0,0,0
1009,Transmog-Set-Details-NightElf-Male�@,-1.5855267,0.006578438,-1.7763147,-0.008355411,-0.061022945,0.013566894,0,0,0,20,0,0,0,0
1010,Transmog-Set-Details-Orc-Female,-0.24342093,0.019737545,-1.4868418,-0.0491098,-0.02715057,0.013566894,0,0,0,20,0,0,0,0
1011,Transmog-Set-Details-Orc-Male,-1.447369,0.052633695,-1.6907895,0.032447815,-0.08151977,0.013566894,0,0,0,20,0,0,0,0
1014,Transmog-Set-Details-Tauren-Female6H,-1.6052638,-0.006579259,-1.8618425,0.040815122,-0.02035312,-2.5634654E-05,0,0,0,20,0,0,0,0
1015,Transmog-Set-Details-Tauren-MaleHr\*,-3.0526302,0.019736364,-2.0263157,-0.015128482,-0.054335326,0.013566894,0,0,0,20,0,0,0,0
1016,Transmog-Set-Details-Troll-Female28,-0.94079,0.052632518,-1.703947,-0.035517886,0.020427214,-0.0068225097,0,0,0,20,0,0,0,0
1017,Transmog-Set-Details-Troll-Male,-2.3289487,-0.046051808,-1.697368,-0.015127873,-0.10190973,0.013566894,0,0,0,20,0,0,0,0
1018,Transmog-Set-Details-Undead-FemaleP@,-0.789474,0.026315711,-1.3355259,-0.028721012,-0.06792909,0.013566894,0,0,0,20,0,0,0,0
1019,Transmog-Set-Details-Undead-MaleC,0.17105262,0.046053756,-1.3421044,0.052835375,-0.074724115,0.013566894,0,0,0,20,0,0,0,0
1020,Transmog-Set-Details-Worgen-Female,-1.5986847,0,-1.7500001,0.018854672,-0.033947464,0.013566894,0,0,0,20,0,0,0,0
1021,Transmog-Set-Details-Worgen-Male,-2.539474,-0.006577809,-1.7763157,0.015530068,-0.14268918,0.013566894,0,0,0,20,0,0,0,0
1022,Transmog-Set-Vendor-Human-Female,2.460526,0.01974288,-1.4736872,0.014164736,-0.020352783,0.013566894,0,0,0,19,0,0,0,0
1023,Transmog-Set-Vendor-BloodElf-Female3,2.3684213,-0.013153859,-1.493422,-0.074186005,-0.02035278,-0.027210083,0,0,0,19,0,0,0,0
1024,Transmog-Set-Vendor-BloodElf-Male,1.8092104,0.09868799,-1.5789495,0.027758583,-0.020352783,0.013566894,0,0,0,19,0,0,0,0
1025,Transmog-Set-Vendor-Draenei-Female,2.3421054,-0.03289013,-1.8947382,-0.074185394,-0.020352783,-0.0068231206,0,0,0,19,0,0,0,0
1026,Transmog-Set-Vendor-Draenei-Male,0.18421006,0.0657936,-1.8026336,-0.047000352,-0.020352783,0.013566894,0,0,0,19,0,0,0,0
1027,Transmog-Set-Vendor-Dwarf-FemaleI,2.4210527,2.477318E-06,-1.0657904,0.0073722173,-0.020352783,-0.0068218997,0,0,0,19,0,0,0,0
1028,Transmog-Set-Vendor-Dwarf-Male,1.2171047,3.067311E-06,-1.0526322,-0.019817114,-0.10870665,0.0067700194,0,0,0,19,0,0,0,0
1029,Transmog-Set-Vendor-Gnome-Female,2.4144747,-0.0065756124,-0.63157964,-0.030084448,-0.020352783,0.013566894,0,0,0,19,0,0,0,0
1030,Transmog-Set-Vendor-Gnome-Male,2.210526,-0.013153857,-0.69736874,-0.019814672,-0.020352783,0.013566894,0,0,0,19,0,0,0,0
1031,Transmog-Set-Vendor-Goblin-Female,1.7565787,0.006582416,-0.8618429,0.00737527,-0.020352783,0.013566894,0,0,0,19,0,458,0,0
1032,Transmog-Set-Vendor-Goblin-Male,1.710526,2.4777837E-06,-0.81579,0.0957267,-0.020352783,-0.0068218997,0,0,0,19,0,0,0,0
1033,Transmog-Set-Vendor-NightElf-Female,1.9210529,-0.0065751,-1.815793,0.014169093,-0.020352783,0.013566894,0,0,0,19,0,0,0,0
1034,Transmog-Set-Vendor-NightElf-Male,1.2302628,1.5781261E-06,-1.8289489,0.027762232,-0.020352783,0.006771241,0,0,0,19,0,0,0,0
1035,Transmog-Set-Vendor-Orc-Female,2.1315792,0.026320465,-1.5526329,-0.06059409,-0.02035278,0.013566894,0,0,0,19,0,0,0,0
1036,Transmog-Set-Vendor-Orc-Male,0.4276313,0.039477978,-1.4342127,0.020964136,-0.054334406,0.02036316,0,0,0,19,0,0,0,0
1039,Transmog-Set-Vendor-Tauren-Female,1.4144723,5.4296106E-06,-1.9210538,0.014169093,-0.020352783,-2.6855618E-05,0,0,0,19,0,0,0,0
1040,Transmog-Set-Vendor-Tauren-Male,0.13157932,0.013159402,-1.8815808,-0.013015356,-0.15628205,0.013566894,0,0,0,19,0,0,0,0
1041,Transmog-Set-Vendor-Troll-FemaleC,2.164473,0.046055563,-1.894739,-0.013017797,-0.020352783,-0.020415649,0,0,0,19,0,0,0,0
1042,Transmog-Set-Vendor-Troll-Male,0.6315789,-0.04604883,-1.6710535,0.014168481,-0.020352783,-2.5634654E-05,0,0,0,19,0,0,0,0
1043,Transmog-Set-Vendor-Undead-Female,1.8289471,0.02631928,-1.4210545,-0.026610937,-0.020352783,0.013566894,0,0,0,19,0,0,0,0
1044,Transmog-Set-Vendor-Undead-Male,2.0855262,0.09211041,-1.3618433,0.041354768,-0.061130986,0.013566894,0,0,0,19,0,0,0,0
1045,Transmog-Set-Vendor-Worgen-Female,1.414474,0.052634314,-1.8157914,0.020964745,-0.020352783,0.013566894,0,0,0,19,0,0,0,0
1046,Transmog-Set-Vendor-Worgen-Male,-0.12500006,1.8863939E-06,-1.5592129,0.020964745,-0.20385715,0.006769409,0,0,0,19,0,0,0,0
1490,Transmog-BloodElf-Female-Back-Backpack,2.940791,3.9627776E-07,-1.4605252,-3.381592,0,0.03555542,0,0,0,15,0,1410,1,0
1491,Transmog-BloodElf-Male-Back-Backpack,2.5263145,0.032893717,-1.5789475,-2.8187616,0,0,0,0,0,15,0,1189,1,0
1492,Transmog-Draenei-Female-Back-Backpack,2.9078953,-0.026314605,-1.8026289,-3.0303504,0.12088898,0,0,0,0,15,0,0,1,0
1493,Transmog-Draenei-Male-Back-Backpack,2.4802668,0.13815832,-1.9342111,-3.3283525,-0.17777857,-0.0063132076,0,0,0,15,0,0,1,0
1494,Transmog-Dwarf-Female-Back-Backpack,3.0263157,-0.03289386,-1.072368,-3.0430062,0,0,0,0,0,15,0,0,1,0
1495,Transmog-Dwarf-Male-Back-Backpack,2.3092108,-3.4230761E-06,-1.0921041,-3.0501828,0,0,0,0,0,15,0,0,1,0
1496,Transmog-Gnome-Female-Back-Backpack,3.177633,0.039478086,-0.6249994,-2.9111307,0,0.028444214,0,0,0,15,0,0,1,0
1497,Transmog-Gnome-Male-Back-Backpack,2.723686,-0.013157673,-0.69736516,-2.8450904,0,0.05427612,0,0,0,15,0,0,1,0
1498,Transmog-Goblin-Female-Back-Backpack,2.9078963,-0.03289481,-0.8026305,-2.906018,0,0,0,0,0,15,0,0,1,0
1499,Transmog-Goblin-Male-Back-Backpack,2.5657907,-0.032895807,-0.77631253,-2.7849035,0,0.014221204,0,0,0,15,0,0,1,0
1502,Transmog-Human-Female-Back-Backpack,3.072368,-0.0065766657,-1.4802638,-2.996464,0,0,0,0,0,15,0,0,1,0
1503,Transmog-Human-Male-Back-Backpack,2.5526326,0.00657816,-1.546051,-3.010687,0,-0.047490846,0,0,0,15,0,0,1,0
1511,Transmog-NightElf-Female-Back-Backpack,2.5328953,-0.046050973,-1.697366,-3.0515738,0,0.04266662,0,0,0,15,0,0,1,0
1512,Transmog-NightElf-Male-Back-Backpack,2.552632,0.013158172,-1.8421044,-2.9569197,0,0,0,0,0,15,0,0,1,0
1513,Transmog-Orc-Female-Back-Backpack,2.8223658,0.092108734,-1.4736842,-3.1686566,0,-0.052969947,0,0,0,15,0,1445,1,0
1514,Transmog-Orc-Male-Back-Backpack,1.4539478,0.03947484,-1.769737,-3.0577793,-0.3697778,-0.010629267,0,0,0,15,0,0,1,0
1517,Transmog-Tauren-Female-Back-Backpack,2.5460548,-0.14473648,-2.2499983,-3.5475733,0,0,0,0,0,15,0,1103,1,0
1518,Transmog-Tauren-Male-Back-Backpack,1.3026313,0.07894703,-2.2434216,-2.9233232,0,0,0,0,0,15,0,620,1,0
1519,Transmog-Troll-Female-Back-Backpack,2.7631578,0.0065829083,-1.763157,-3.026771,0,0,0,0,0,15,0,537,1,0
1520,Transmog-Troll-Male-Back-Backpack,1.3618394,0.026318159,-2.17105,-2.8951285,0,-0.0677246,0,0,0,15,0,847,1,0
1521,Transmog-Undead-Female-Back-Backpack,2.5986838,0.052630965,-1.4342088,-3.0284634,0,0,0,0,0,15,0,4037,1,0
1522,Transmog-Undead-Male-Back-Backpack,2.6907892,-0.026313458,-1.5394732,-2.164121,0,0.17066407,0,0,0,15,0,315,2,0
1527,Transmog-Worgen-Female-Back-Backpack,2.2171056,0.07894697,-1.8815781,-2.692464,-0.008888859,-0.12088868,0,0,0,15,0,0,1,0
1528,Transmog-Worgen-Male-Back-Backpack,1.4210535,-0.16447347,-1.8355237,-2.882687,-0.36977762,0.049777225,0,0,0,15,0,534,3,0
1755,Transmog-BloodElf-Female-Wrist-Alt,3.4203203,-0.18420874,-1.0986843,-0.5980184,0,0,0,0,0,15,0,0,1,0
1756,Transmog-BloodElf-Male-Wrist-Alt,3.0921042,-0.15789393,-1.1973697,-0.5980184,0,0,0,0,0,15,0,0,1,0
1758,Transmog-Draenei-Female-Wrist-Alt,3.3377182,-0.22076,-1.3574576,-0.5980184,0,0,0,0,0,15,0,0,1,0
1759,Transmog-Draenei-Male-Wrist-Alt,2.7763147,-0.24999769,-1.6644745,-0.65135175,-0.3111114,0.2666669,0,0,0,15,0,0,1,0
1760,Transmog-Dwarf-Female-Wrist-Alt,3.3472207,-0.22075944,-0.7821643,-0.5980184,0,0,0,0,0,15,0,0,1,0
1761,Transmog-Dwarf-Male-Wrist-Alt,2.9078934,-0.33552542,-0.76315796,-0.5980184,0,0,0,0,0,15,0,0,1,0
1762,Transmog-Gnome-Female-Wrist-Alt,3.7244146,-0.16300988,-0.44956192,-0.5980184,0,0,0,0,0,15,0,0,1,0
1763,Transmog-Gnome-Male-Wrist-Alt,3.4868395,-0.29605114,-0.50000054,-0.5980184,0,0,0,0,0,15,0,0,1,0
1764,Transmog-Goblin-Female-Wrist-Alt,3.4276307,-0.3157881,-0.46052667,-0.6246852,0.30222183,-0.3022223,0,0,0,15,0,0,1,0
1765,Transmog-Goblin-Male-Wrist-Alt,3.0263147,-0.3157881,-0.5592115,-0.5980184,0,0,0,0,0,15,0,0,1,0
1768,Transmog-Human-Female-Wrist-Alt,3.3304088,-0.15789354,-1.046053,-0.5980184,0,0,0,0,0,15,0,0,1,0
1769,Transmog-Human-Male-Wrist-Alt,3.25804,-0.27339074,-1.1250005,-0.5980184,0,0,0,0,0,15,0,0,1,0
1777,Transmog-NightElf-Female-Wrist-Alt,3.2434206,-0.28289375,-1.2894744,-0.5980184,0,0,0,0,0,15,0,0,1,0
