ID,ItemLevel,Cloth,Leather,Mail,Plate
597,597,11587.2,19810.9,30802.9,46262.3
598,598,11626.7,19878.5,30907.9,46420.1
599,599,11666.4,19946.3,31013.3,46578.4
600,600,11706.2,20014.3,31119.1,46737.2
601,601,11746.1,20082.5,31225.2,46896.6
602,602,11786.1,20151,31331.7,47056.5
603,603,11826.3,20219.7,31438.5,47216.9
604,604,11866.6,20288.7,31545.7,47378
605,605,11907.1,20357.8,31653.3,47539.5
606,606,11947.7,20427.3,31761.2,47701.6
607,607,11988.5,20496.9,31869.5,47864.3
608,608,12029.3,20566.8,31978.2,48027.5
609,609,12070.4,20637,32087.2,48191.3
610,610,12111.512,20707.326,32196.656,48355.613
611,611,12152.8,20777.9,32306.4,48520.5
612,612,12194.3,20848.8,32416.6,48686
613,613,12235.8,20919.9,32527.2,48852
614,614,12277.6,20991.2,32638.1,49018.6
615,615,12319.4,21062.8,32749.4,49185.7
616,616,12361.4,21134.6,32861,49353.4
617,617,12403.6,21206.7,32973.1,49521.7
618,618,12445.9,21279,33085.5,49690.6
619,619,12488.3,21351.6,33198.4,49860.1
620,620,12530.9,21424.4,33311.6,50030.1
621,621,12573.64,21497.438,33425.156,50200.676
622,622,12616.5,21570.7,33539.1,50371.9
623,623,12659.5,21644.3,33653.5,50543.6
624,624,12702.7,21718.1,33768.3,50716
625,625,12746,21792.2,33883.4,50888.9
626,626,12789.5,21866.5,33999,51062.5
627,627,12833.1,21941,34114.9,51236.6
628,628,12876.9,22015.9,34231.2,51411.3
629,629,12920.8,22090.9,34348,51586.6
630,630,12964.8,22166.3,34465.1,51762.5
631,631,13009,22241.9,34582.6,51939
632,632,13053.4,22317.7,34700.5,52116.1
633,633,13097.9,22393.8,34818.9,52293.9
634,634,13142.6,22470.2,34937.6,52472.2
635,635,13187.4,22546.8,35056.7,52651.1
636,636,13232.4,22623.7,35176.3,52830.6
637,637,13277.5,22700.8,35296.2,53010.8
638,638,13322.8,22778.2,35416.6,53191.6
639,639,13368.2,22855.9,35537.4,53373
640,640,13413.8,22933.8,35658.5,53555
641,641,13459.5,23012,35780.1,53737.6
642,642,13505.415,23090.516,35902.14,53920.82
643,643,13551.5,23169.3,36024.6,54104.7
644,644,13597.7,23248.3,36147.4,54289.2
645,645,13644,23327.5,36270.7,54474.3
646,646,13690.6,23407.1,36394.4,54660.1
647,647,13737.3,23486.9,36518.5,54846.5
648,648,13784.1,23567,36643,55033.5
649,649,13831.1,23647.4,36767.9,55221.2
650,650,13878.3,23728,36893.3,55409.5
651,651,13925.6,23808.9,37019.1,55598.4
652,652,13973.1,23890.1,37145.4,55788
653,653,14020.7,23971.6,37272,55978.2
654,654,14068.5,24053.3,37399.1,56169.1
655,655,14116.5,24135.3,37526.7,56360.7
656,656,14164.7,24217.6,37654.6,56552.8
657,657,14213,24300.2,37783,56745.7
658,658,14261.4,24383.1,37911.9,56939.2
659,659,14310.1,24466.2,38041.1,57133.4
660,660,14358.8,24549.6,38170.9,57328.2
661,661,14407.8,24633.4,38301,57523.7
662,662,14456.9,24717.4,38431.6,57719.8
663,663,14506.2,24801.6,38562.7,57916.6
664,664,14555.7,24886.2,38694.2,58114.1
665,665,14605.3,24971.1,38826.1,58312.3
666,666,14655.1,25056.2,38958.5,58511.2
667,667,14705.1,25141.7,39091.4,58710.7
668,668,14755.3,25227.4,39224.7,58910.9
669,669,14805.6,25313.4,39358.4,59111.8
670,670,14856.1,25399.8,39492.6,59313.3
671,671,14906.7,25486.4,39627.3,59515.6
672,672,14957.6,25573.3,39762.4,59718.5
673,673,15008.6,25660.5,39898,59922.2
674,674,15059.7,25748,40034.1,60126.5
675,675,15111.1,25835.8,40170.6,60331.6
676,676,15162.6,25923.9,40307.6,60537.3
677,677,15214.3,26012.3,40445,60743.7
678,678,15266.2,26101,40583,60950.9
679,679,15318.3,26190,40721.3,61158.7
680,680,15370.5,26279.3,40860.2,61367.2
681,681,15422.9,26368.9,40999.5,61576.5
682,682,15475.5,26458.8,41139.3,61786.5
683,683,15528.3,26549.1,41279.6,61997.2
684,684,15581.2,26639.6,41420.4,62208.6
685,685,15634.4,26730.4,41561.6,62420.7
686,686,15687.7,26821.6,41703.4,62633.6
687,687,15741.2,26913,41845.6,62847.2
688,688,15794.8,27004.8,41988.3,63061.5
689,689,15848.7,27096.9,42131.4,63276.5
690,690,15902.8,27189.3,42275.1,63492.3
691,691,15957,27282,42419.3,63708.8
692,692,16011.4,27375,42563.9,63926
693,693,16066,27468.4,42709.1,64144
694,694,16120.8,27562.1,42854.7,64362.8
695,695,16175.8,27656,43000.8,64582.2
696,696,16230.9,27750.4,43147.5,64802.5
697,697,16286.3,27845,43294.6,65023.4
698,698,16341.8,27939.9,43442.2,65245.2
699,699,16397.5,28035.2,43590.4,65467.6
700,700,16453.4,28130.8,43739,65690.9
701,701,16509.5,28226.7,43888.2,65914.9
702,702,16565.8,28323,44037.8,66139.7
703,703,16622.3,28419.6,44188,66365.2
704,704,16679,28516.5,44338.7,66591.5
705,705,16735.9,28613.7,44489.9,66818.6
706,706,16793,28711.3,44641.6,67046.4
707,707,16850.2,28809.2,44793.8,67275.1
708,708,16907.7,28907.4,44946.6,67504.5
709,709,16965.3,29006,45099.8,67734.7
710,710,17023.2,29104.9,45253.6,67965.6
711,711,17081.2,29204.2,45407.9,68197.4
712,712,17139.5,29303.8,45562.8,68430
713,713,17197.9,29403.7,45718.1,68663.3
714,714,17256.6,29504,45874,68897.4
715,715,17315.4,29604.6,46030.5,69132.4
716,716,17374.5,29705.5,46187.4,69368.1
717,717,17433.7,29806.8,46344.9,69604.7
718,718,17493.2,29908.5,46503,69842
719,719,17552.8,30010.4,46661.5,70080.2
720,720,17612.7,30112.8,46820.7,70319.2
721,721,17672.7,30215.5,46980.3,70558.9
722,722,17733,30318.5,47140.5,70799.5
723,723,17793.5,30421.9,47301.3,71041
724,724,17854.1,30525.6,47462.6,71283.2
725,725,17915,30629.7,47624.4,71526.3
726,726,17976.1,30734.2,47786.8,71770.2
727,727,18037.4,30839,47949.8,72014.9
728,728,18098.9,30944.1,48113.3,72260.5
729,729,18160.6,31049.6,48277.3,72506.9
730,730,18222.6,31155.5,48442,72754.2
731,731,18284.7,31261.8,48607.2,73002.3
732,732,18347,31368.4,48772.9,73251.2
733,733,18409.6,31475.3,48939.2,73501
734,734,18472.4,31582.7,49106.1,73751.6
735,735,18535.4,31690.4,49273.6,74003.1
736,736,18598.6,31798.4,49441.6,74255.5
737,737,18662,31906.9,49610.2,74508.7
738,738,18725.6,32015.7,49779.3,74762.8
739,739,18789.5,32124.8,49949.1,75017.7
740,740,18853.6,32234.4,50119.4,75273.5
741,741,18917.9,32344.3,50290.3,75530.2
742,742,18982.37,32454.59,50461.812,75787.74
743,743,19047.1,32565.3,50633.9,76046.2
744,744,19112.1,32676.3,50806.6,76305.5
745,745,19177.2,32787.7,50979.8,76565.7
746,746,19242.6,32899.5,51153.6,76826.8
747,747,19308.2,33011.7,51328.1,77088.8
748,748,19374.1,33124.3,51503.1,77351.6
749,749,19440.1,33237.3,51678.7,77615.4
750,750,19506.4,33350.6,51855,77880.1
751,751,19572.9,33464.3,52031.8,78145.6
752,752,19639.7,33578.4,52209.2,78412.1
753,753,19706.7,33692.9,52387.2,78679.5
754,754,19773.9,33807.8,52565.9,78947.8
755,755,19841.3,33923.1,52745.1,79217
756,756,19908.951,34038.785,52924.992,79487.15
757,757,19976.8,34154.9,53105.5,79758.2
758,758,20045,34271.3,53286.6,80030.2
759,759,20113.3,34388.2,53468.3,80303.1
760,760,20181.9,34505.5,53650.6,80576.9
761,761,20250.7,34623.1,53833.5,80851.7
762,762,20319.8,34741.2,54017.1,81127.4
763,763,20389.1,34859.7,54201.3,81404
764,764,20458.6,34978.5,54386.1,81681.6
765,765,20528.4,35097.8,54571.6,81960.1
766,766,20598.4,35217.5,54757.7,82239.6
767,767,20668.6,35337.6,54944.4,82520.1
768,768,20739.1,35458.1,55131.8,82801.5
769,769,20809.8,35579,55319.8,83083.8
770,770,20880.8,35700.3,55508.4,83367.1
771,771,20952,35822.1,55697.7,83651.4
772,772,21023.4,35944.2,55887.6,83936.7
773,773,21095.1,36066.8,56078.2,84222.9
774,774,21167.035,36189.76,56269.42,84510.09
775,775,21239.2,36313.2,56461.3,84798.3
776,776,21311.6,36437,56653.8,85087.4
777,777,21384.3,36561.2,56847,85377.6
778,778,21457.234,36685.918,57040.87,85668.72
779,779,21530.4,36811,57235.4,85960.9
780,780,21603.8,36936.5,57430.6,86254
781,781,21677.5,37062.5,57626.4,86548.1
782,782,21751.4,37188.9,57822.9,86843.2
783,783,21825.6,37315.7,58020.1,87139.4
784,784,21900.008,37442.94,58217.92,87436.516
785,785,21974.7,37570.6,58416.4,87734.7
786,786,22049.6,37698.7,58615.6,88033.8
787,787,22124.8,37827.3,58815.5,88334
788,788,22200.3,37956.3,59016.1,88635.3
789,789,22276,38085.7,59217.3,88937.5
790,790,22351.9,38215.6,59419.3,89240.8
791,791,22428.1,38345.9,59621.9,89545.1
792,792,22504.6,38476.7,59825.2,89850.4
793,793,22581.4,38607.9,60029.2,90156.8
794,794,22658.4,38739.5,60233.9,90464.3
795,795,22735.6,38871.6,60439.3,90772.8
796,796,22813.2,39004.2,60645.4,91082.3
797,797,22890.9,39137.2,60852.2,91392.9
798,798,22969,39270.6,61059.7,91704.5
799,799,23047.3,39404.5,61267.9,92017.2
800,800,23125.9,39538.9,61476.8,92331
801,801,23204.8,39673.7,61686.5,92645.9
802,802,23283.91,39809.03,61896.82,92961.79
803,803,23363.3,39944.8,62107.9,93278.8
804,804,23443,40081,62319.7,93596.9
805,805,23522.9,40217.7,62532.2,93916
806,806,23603.13,40354.81,62745.42,94236.29
807,807,23683.6,40492.4,62959.4,94557.6
808,808,23764.4,40630.5,63174.1,94880.1
809,809,23845.4,40769.1,63389.5,95203.6
810,810,23926.7,40908.1,63605.7,95528.3
811,811,24008.3,41047.6,63822.6,95854
812,812,24090.2,41187.5,64040.2,96180.9
813,813,24172.3,41328,64258.6,96508.9
814,814,24254.8,41468.9,64477.7,96837.9
815,815,24337.47,41610.33,64697.555,97168.164
816,816,24420.5,41752.2,64918.2,97499.5
817,817,24503.7,41894.6,65139.5,97832
818,818,24587.293,42037.453,65361.67,98165.586
819,819,24671.1,42180.8,65584.6,98500.3
820,820,24755.3,42324.6,65808.2,98836.2
821,821,24839.68,42468.965,66032.6,99173.25
822,822,24924.4,42613.8,66257.8,99511.4
823,823,25009.375,42759.098,66483.71,99850.766
824,824,25094.658,42904.906,66710.42,100191.26
825,825,25180.2,43051.2,66937.9,100533
826,826,25266.1,43198,67166.2,100876
827,827,25352.252,43345.32,67395.2,101219.71
828,828,25438.7,43493.1,67625,101565
829,829,25525.4,43641.4,67855.6,101911
830,830,25612.5,43790.3,68087,102259
831,831,25699.8,43939.6,68319.2,102607
832,832,25787.5,44089.4,68552.2,102957
833,833,25875.4,44239.8,68785.9,103308
834,834,25963.6,44390.6,69020.5,103661
835,835,26052.2,44542,69255.8,104014
836,836,26141,44693.9,69492,104369
837,837,26230.2,44846.3,69729,104725
838,838,26319.596,44999.21,69966.74,105081.87
839,839,26409.3,45152.7,70205.3,105440
840,840,26499.4,45306.6,70444.7,105800
841,841,26589.8,45461.1,70684.9,106161
842,842,26680.436,45616.15,70925.98,106522.53
843,843,26771.4,45771.7,71167.8,106886
844,844,26862.7,45927.8,71410.5,107250
845,845,26954.3,46084.4,71654,107616
846,846,27046.2,46241.5,71898.4,107983
847,847,27138.5,46399.2,72143.5,108351
848,848,27231,46557.4,72389.6,108721
849,849,27323.8,46716.2,72636.4,109091
850,850,27417,46875.5,72884.1,109463
851,851,27510.5,47035.4,73132.6,109837
852,852,27604.3,47195.7,73382,110211
853,853,27698.5,47356.7,73632.2,110587
854,854,27792.9,47518.2,73883.3,110964
855,855,27887.684,47680.207,74135.266,111342.51
856,856,27982.8,47842.8,74388.1,111722
857,857,28078.2,48005.9,74641.7,112103
858,858,28173.9,48169.6,74896.3,112485
859,859,28270,48333.9,75151.7,112869
860,860,28366.4,48498.7,75407.9,113254
861,861,28463.2,48664.1,75665.1,113640
862,862,28560.2,48830,75923.1,114028
863,863,28657.6,48996.6,76182,114416
864,864,28755.3,49163.6,76441.8,114807
865,865,28853.4,49331.3,76702.4,115198
866,866,28951.8,49499.5,76964,115591
867,867,29050.5,49668.3,77226.4,115985
868,868,29149.6,49837.7,77489.8,116381
869,869,29249,50007.6,77754,116777
870,870,29348.7,50178.1,78019.2,117176
871,871,29448.8,50349.2,78285.2,117575
872,872,29549.2,50520.9,78552.2,117976
873,873,29650,50693.2,78820,118378
874,874,29751.1,50866.1,79088.8,118782
875,875,29852.5,51039.5,79358.5,119187
876,876,29954.314,51213.57,79629.09,119593.59
877,877,30056.5,51388.2,79900.6,120001
878,878,30159,51563.4,80173.1,120411
879,879,30261.8,51739.3,80446.5,120821
880,880,30365,51915.7,80720.8,121233
881,881,30468.53,52092.74,80996.06,121646.62
882,882,30572.4,52270.4,81272.3,122061
883,883,30676.7,52448.6,81549.4,122478
884,884,30781.287,52627.465,81827.484,122895.31
885,885,30886.3,52806.9,82106.5,123314
886,886,30991.6,52987,82386.5,123735
887,887,31097.3,53167.7,82667.4,124157
888,888,31203.3,53349,82949.3,124580
889,889,31309.7,53530.9,83232.2,125005
890,890,31416.5,53713.4,83516,125431
891,891,31523.6,53896.6,83800.8,125859
892,892,31631.1,54080.4,84086.6,126288
893,893,31739,54264.8,84373.3,126719
894,894,31847.2,54449.9,84661,127151
895,895,31955.8,54635.5,84949.7,127585
896,896,32064.8,54821.8,85239.4,128020
897,897,32174.1,55008.8,85530,128456
898,898,32283.8,55196.4,85821.7,128894
899,899,32393.9,55384.6,86114.4,129334
900,900,32504.4,55573.4,86408,129775
901,901,32615.2,55762.9,86702.7,130217
902,902,32726.4,55953.1,86998.3,130661
903,903,32838,56143.9,87295,131107
904,904,32950,56335.3,87592.7,131554
905,905,33062.3,56527.4,87891.3,132003
906,906,33175.1,56720.2,88191.1,132453
907,907,33288.2,56913.6,88491.8,132904
908,908,33401.7,57107.7,88793.5,133358
909,909,33515.63,57302.434,89096.33,133812.27
910,910,33629.9,57497.8,89400.1,134269
911,911,33744.6,57693.9,89705,134726
912,912,33859.7,57890.6,90010.9,135186
913,913,33975.1,58088,90317.8,135647
914,914,34091,58286.1,90625.8,136109
915,915,34207.2,58484.9,90934.9,136574
916,916,34323.9,58684.3,91244.9,137039
917,917,34440.9,58884.4,91556.1,137507
918,918,34558.4,59085.2,91868.3,137975
919,919,34676.2,59286.7,92181.6,138446
920,920,34794.5,59488.9,92495.9,138918
921,921,34913.1,59691.7,92811.3,139392
922,922,35032.2,59895.3,93127.8,139867
923,923,35151.6,60099.5,93445.4,140344
924,924,35271.5,60304.5,93764,140823
925,925,35391.8,60510.1,94083.8,141303
926,926,35512.4,60716.4,94404.6,141785
927,927,35633.5,60923.5,94726.5,142268
928,928,35755.1,61131.2,95049.5,142753
929,929,35877,61339.7,95373.6,143240
930,930,35999.32,61548.86,95698.85,143728.48
931,931,36122.1,61758.7,96025.2,144219
932,932,36245.3,61969.3,96352.6,144710
933,933,36368.9,62180.7,96681.2,145204
934,934,36492.9,62392.7,97010.9,145699
935,935,36617.3,62605.4,97341.7,146196
936,936,36742.2,62818.9,97673.6,146694
937,937,36867.5,63033.1,98006.7,147195
938,938,36993.184,63248.086,98340.89,147696.52
939,939,37119.3,63463.8,98676.2,148200
940,940,37245.9,63680.2,99012.7,148706
941,941,37372.9,63897.3,99350.4,149213
942,942,37500.4,64115.2,99689.1,149721
943,943,37628.2,64333.8,100029,150232
944,944,37756.5,64553.2,100370,150744
945,945,37885.3,64773.4,100712,151258
946,946,38014.5,64994.2,101056,151774
947,947,38144.1,65215.9,101400,152292
948,948,38274.2,65438.2,101746,152811
949,949,38404.7,65661.4,102093,153332
950,950,38535.7,65885.3,102441,153855
951,951,38667.1,66110,102791,154380
952,952,38798.92,66335.4,103141.18,154905.98
953,953,38931.2,66561.6,103493,155434
954,954,39064,66788.6,103846,155964
955,955,39197.2,67016.3,104200,156496
956,956,39330.9,67244.9,104555,157030
957,957,39465,67474.2,104912,157565
958,958,39599.5,67704.2,105270,158103
959,959,39734.6,67935.1,105628,158642
960,960,39870.1,68166.8,105989,159183
961,961,40006,68399.2,106350,159725
962,962,40142.5,68632.5,106713,160270
963,963,40279.3,68866.5,107077,160817
964,964,40416.7,69101.3,107442,161365
965,965,40554.5,69337,107808,161915
966,966,40692.8,69573.4,108176,162467
967,967,40831.6,69810.7,108545,163021
968,968,40970.8,70048.7,108915,163577
969,969,41110.5,70287.6,109286,164135
970,970,41250.7,70527.3,109659,164695
971,971,41391.4,70767.8,110033,165256
972,972,41532.5,71009.1,110408,165820
973,973,41674.1,71251.2,110785,166385
974,974,41816.2,71494.2,111162,166953
975,975,41958.8,71738,111541,167522
976,976,42101.9,71982.6,111922,168093
977,977,42245.5,72228.1,112303,168667
978,978,42389.5,72474.4,112686,169242
979,979,42534.1,72721.5,113071,169819
980,980,42679.1,72969.5,113456,170398
981,981,42824.7,73218.3,113843,170979
982,982,42970.7,73467.98,114231.23,171561.94
983,983,43117.2,73718.5,114621,172147
984,984,43264.258,73969.88,115011.61,172733.98
985,985,43411.8,74222.1,115404,173323
986,986,43559.8,74475.2,115797,173914
987,987,43708.4,74729.2,116192,174507
988,988,43857.4,74984,116588,175102
989,989,44007,75239.7,116986,175699
990,990,44157,75496.3,117385,176298
991,991,44307.6,75753.7,117785,176900
992,992,44458.7,76012,118187,177503
993,993,44610.293,76271.234,118589.84,178108.08
994,994,44762.4,76531.3,118994,178715
995,995,44915.1,76792.3,119400,179325
996,996,45068.2,77054.1,119807,179936
997,997,45221.9,77316.9,120216,180550
998,998,45376.1,77580.6,120626,181166
999,999,45530.8,77845.1,121037,181783
1000,1000,45686.1,78110.6,121450,182403
