ID,Value[0],Value[1],Value[2],Value[3],ParentItemBonusListID,Type,OrderIndex
28631,4,5666,0,0,13099,2,1
28632,14303,0,0,0,13099,5,2
28633,3,5666,0,0,13100,2,0
28634,5,5666,0,0,13100,2,1
28635,14304,0,0,0,13100,5,2
28636,5,8500,0,0,13101,2,0
28637,45,47500,0,0,13101,2,1
28638,14314,0,0,0,13101,5,2
28639,5,8500,0,0,13102,2,0
28640,42,29767,0,0,13102,2,1
28641,41,89300,0,0,13102,2,2
28642,14315,0,0,0,13102,5,3
28643,12,5667,0,0,13103,2,0
28644,14316,0,0,0,13103,5,1
28645,5,6460,0,0,13104,2,0
28646,7,4306,0,0,13104,2,1
28647,45,47500,0,0,13104,2,2
28648,14325,0,0,0,13104,5,3
28649,5,6460,0,0,13105,2,0
28650,45,47500,0,0,13105,2,1
28651,6,4306,0,0,13105,2,2
28652,14326,0,0,0,13105,5,3
28653,45,47500,0,0,13106,2,0
28654,6,4306,0,0,13106,2,1
28655,7,6460,0,0,13106,2,2
28656,14327,0,0,0,13106,5,3
28657,42,29767,0,0,13107,2,0
28658,41,89300,0,0,13107,2,1
28659,5,4306,0,0,13107,2,2
28660,7,6460,0,0,13107,2,3
28661,14328,0,0,0,13107,5,4
28662,5,6460,0,0,13108,2,0
28663,42,29767,0,0,13108,2,1
28664,41,89300,0,0,13108,2,2
28665,6,4306,0,0,13108,2,3
28666,14328,0,0,0,13108,5,4
28667,42,29767,0,0,13109,2,0
28668,41,89300,0,0,13109,2,1
28669,6,4306,0,0,13109,2,2
28670,7,5666,0,0,13109,2,3
28671,14329,0,0,0,13109,5,4
28672,12,1641,0,0,13110,2,0
28673,7,5604,0,0,13110,2,1
28674,4,3167,0,0,13110,2,2
28675,14332,0,0,0,13110,5,3
28676,12,2111,0,0,13111,2,0
28677,45,2873,0,0,13111,2,1
28678,7,5604,0,0,13111,2,2
28679,14333,0,0,0,13111,5,3
28680,12,5934,0,0,13112,2,0
28681,14316,0,0,0,13112,5,1
28682,5,5933,0,0,13113,2,0
28683,7,5933,0,0,13113,2,1
28684,14300,0,0,0,13113,5,2
28685,6,5933,0,0,13114,2,0
28686,7,5933,0,0,13114,2,1
28687,14301,0,0,0,13114,5,2
28688,5,5933,0,0,13115,2,0
28689,6,5933,0,0,13115,2,1
28690,14299,0,0,0,13115,5,2
28691,5,8900,0,0,13116,2,0
28692,14309,0,0,0,13116,5,1
28693,6,8900,0,0,13117,2,0
28694,14310,0,0,0,13117,5,1
28695,7,8900,0,0,13118,2,0
28696,14311,0,0,0,13118,5,1
28697,56,5933,0,0,13119,2,0
28698,7,5933,0,0,13119,2,1
28699,14320,0,0,0,13119,5,2
28700,51,5933,0,0,13120,2,0
28701,7,5933,0,0,13120,2,1
28702,14321,0,0,0,13120,5,2
28703,52,5933,0,0,13121,2,0
28704,7,5933,0,0,13121,2,1
28705,14322,0,0,0,13121,5,2
28706,55,5933,0,0,13122,2,0
28707,7,5933,0,0,13122,2,1
28708,14323,0,0,0,13122,5,2
28709,54,5933,0,0,13123,2,0
28710,7,5933,0,0,13123,2,1
28711,14324,0,0,0,13123,5,2
28712,42,1806,0,0,13124,2,0
28713,41,5418,0,0,13124,2,1
28714,5,3167,0,0,13124,2,2
28715,7,5604,0,0,13124,2,3
28716,14328,0,0,0,13124,5,4
28717,5,5604,0,0,13125,2,0
28718,42,1806,0,0,13125,2,1
28719,41,5418,0,0,13125,2,2
28720,6,3167,0,0,13125,2,3
28721,14328,0,0,0,13125,5,4
28722,42,1806,0,0,13126,2,0
28723,41,5418,0,0,13126,2,1
28724,6,3167,0,0,13126,2,2
28725,7,5604,0,0,13126,2,3
28726,14329,0,0,0,13126,5,4
28727,5,5604,0,0,13127,2,0
28728,7,3167,0,0,13127,2,1
28729,45,2873,0,0,13127,2,2
28730,14325,0,0,0,13127,5,3
28731,5,5604,0,0,13128,2,0
28732,45,2873,0,0,13128,2,1
28733,6,3167,0,0,13128,2,2
28734,14326,0,0,0,13128,5,3
28735,45,2873,0,0,13129,2,0
28736,6,3167,0,0,13129,2,1
28737,7,5604,0,0,13129,2,2
28738,14327,0,0,0,13129,5,3
28739,45,10413,0,0,13130,2,0
28740,14314,0,0,0,13130,5,1
28741,42,6526,0,0,13131,2,0
28742,41,19580,0,0,13131,2,1
28743,14315,0,0,0,13131,5,2
28744,89,12727,0,0,13132,2,0
28745,14335,0,0,0,13132,5,1
28746,85,12727,0,0,13133,2,0
28747,14336,0,0,0,13133,5,1
28748,87,12727,0,0,13134,2,0
28749,14337,0,0,0,13134,5,1
28750,84,12727,0,0,13135,2,0
28751,14338,0,0,0,13135,5,1
28752,86,12727,0,0,13136,2,0
28753,14339,0,0,0,13136,5,1
28754,88,12727,0,0,13137,2,0
28755,14340,0,0,0,13137,5,1
28756,5,5200,0,0,13138,2,0
28757,7,5200,0,0,13138,2,1
28758,14300,0,0,0,13138,5,2
28759,6,5200,0,0,13139,2,0
28760,7,5200,0,0,13139,2,1
28761,14301,0,0,0,13139,5,2
28762,5,5200,0,0,13140,2,0
28763,6,5200,0,0,13140,2,1
28764,14299,0,0,0,13140,5,2
28765,3,5200,0,0,13141,2,0
28766,7,5200,0,0,13141,2,1
28767,14455,0,0,0,13141,5,2
28768,7,5200,0,0,13142,2,0
28769,4,5200,0,0,13142,2,1
28770,14302,0,0,0,13142,5,2
28771,3,5200,0,0,13143,2,0
28772,5,5200,0,0,13143,2,1
28773,14304,0,0,0,13143,5,2
28774,5,5200,0,0,13144,2,0
28775,4,5200,0,0,13144,2,1
28776,14303,0,0,0,13144,5,2
28777,6,5200,0,0,13145,2,0
28778,4,5200,0,0,13145,2,1
28779,14305,0,0,0,13145,5,2
28780,3,5200,0,0,13146,2,0
28781,6,5200,0,0,13146,2,1
28782,14306,0,0,0,13146,5,2
28783,3,5200,0,0,13147,2,0
28784,4,5200,0,0,13147,2,1
28785,14307,0,0,0,13147,5,2
28786,3,7800,0,0,13148,2,0
28787,14308,0,0,0,13148,5,1
28788,5,7800,0,0,13149,2,0
28789,14309,0,0,0,13149,5,1
28790,6,7800,0,0,13150,2,0
28791,14310,0,0,0,13150,5,1
28792,7,7800,0,0,13151,2,0
28793,14311,0,0,0,13151,5,1
28794,4,7800,0,0,13152,2,0
28795,14312,0,0,0,13152,5,1
28796,38,15600,0,0,13153,2,0
28797,14313,0,0,0,13153,5,1
28798,45,9126,0,0,13154,2,0
28799,14314,0,0,0,13154,5,1
28800,42,5720,0,0,13155,2,0
28801,41,17160,0,0,13155,2,1
28802,14315,0,0,0,13155,5,2
28803,12,5200,0,0,13156,2,0
28804,14316,0,0,0,13156,5,1
28805,56,5200,0,0,13157,2,0
28806,7,5200,0,0,13157,2,1
28807,14344,0,0,0,13157,5,2
28808,51,5200,0,0,13158,2,0
28809,7,5200,0,0,13158,2,1
28810,14321,0,0,0,13158,5,2
28811,52,5200,0,0,13159,2,0
28812,7,5200,0,0,13159,2,1
28813,14322,0,0,0,13159,5,2
28814,55,5200,0,0,13160,2,0
28815,7,5200,0,0,13160,2,1
28816,14323,0,0,0,13160,5,2
28817,54,5200,0,0,13161,2,0
28818,7,5200,0,0,13161,2,1
28819,14324,0,0,0,13161,5,2
28820,89,11154,0,0,13162,2,0
28821,14335,0,0,0,13162,5,1
28822,86,11154,0,0,13163,2,0
28823,14339,0,0,0,13163,5,1
28824,5,4912,0,0,13164,2,0
28825,7,2775,0,0,13164,2,1
28826,45,2518,0,0,13164,2,2
28827,14325,0,0,0,13164,5,3
28828,5,4912,0,0,13165,2,0
28829,45,2518,0,0,13165,2,1
28830,6,2775,0,0,13165,2,2
28831,14326,0,0,0,13165,5,3
28832,45,2518,0,0,13166,2,0
28833,6,2775,0,0,13166,2,1
28834,7,4912,0,0,13166,2,2
28835,14327,0,0,0,13166,5,3
28836,42,1582,0,0,13167,2,0
28837,41,4748,0,0,13167,2,1
28838,5,2775,0,0,13167,2,2
28839,7,4912,0,0,13167,2,3
28840,14328,0,0,0,13167,5,4
28841,5,4912,0,0,13168,2,0
28842,42,1582,0,0,13168,2,1
28843,41,4748,0,0,13168,2,2
28844,6,2775,0,0,13168,2,3
28845,14328,0,0,0,13168,5,4
28846,42,1582,0,0,13169,2,0
28847,41,4748,0,0,13169,2,1
28848,6,2775,0,0,13169,2,2
28849,7,4912,0,0,13169,2,3
28850,14329,0,0,0,13169,5,4
28851,3,2158,0,0,13170,2,0
28852,38,5551,0,0,13170,2,1
28853,7,4912,0,0,13170,2,2
28854,14330,0,0,0,13170,5,3
28855,3,2775,0,0,13171,2,0
28856,7,4912,0,0,13171,2,1
28857,4,2158,0,0,13171,2,2
28858,14331,0,0,0,13171,5,3
28859,12,1439,0,0,13172,2,0
28860,7,4912,0,0,13172,2,1
28861,4,2775,0,0,13172,2,2
28862,14332,0,0,0,13172,5,3
28875,56,5666,0,0,13177,2,0
28876,7,5666,0,0,13177,2,1
28877,14320,0,0,0,13177,5,2
28878,51,5666,0,0,13178,2,0
28879,7,5666,0,0,13178,2,1
28880,14321,0,0,0,13178,5,2
28881,52,5666,0,0,13179,2,0
28882,7,5666,0,0,13179,2,1
28883,14322,0,0,0,13179,5,2
28884,55,5666,0,0,13180,2,0
28885,7,5666,0,0,13180,2,1
28886,14323,0,0,0,13180,5,2
28887,54,5666,0,0,13181,2,0
28888,7,5666,0,0,13181,2,1
28889,14324,0,0,0,13181,5,2
28890,45,2744,0,0,13182,2,0
28891,7,5352,0,0,13182,2,1
28892,4,3024,0,0,13182,2,2
28893,14334,0,0,0,13182,5,3
28901,5,3666,0,0,13188,2,0
28902,7,3666,0,0,13188,2,1
28903,14300,0,0,0,13188,5,2
28904,6,3666,0,0,13189,2,0
28905,7,3666,0,0,13189,2,1
28906,14301,0,0,0,13189,5,2
28907,3,3666,0,0,13190,2,0
28908,7,3666,0,0,13190,2,1
28909,14455,0,0,0,13190,5,2
28910,7,3666,0,0,13191,2,0
28911,4,3666,0,0,13191,2,1
28912,14302,0,0,0,13191,5,2
28913,5,3666,0,0,13192,2,0
28914,4,3666,0,0,13192,2,1
28915,14303,0,0,0,13192,5,2
28916,6,3666,0,0,13193,2,0
28917,4,3666,0,0,13193,2,1
28918,14305,0,0,0,13193,5,2
28919,3,3666,0,0,13194,2,0
28920,4,3666,0,0,13194,2,1
28921,14307,0,0,0,13194,5,2
28922,3,1957,0,0,13195,2,0
28923,7,3463,0,0,13195,2,1
28924,4,1522,0,0,13195,2,2
28925,14331,0,0,0,13195,5,3
28926,45,1775,0,0,13196,2,0
28927,7,3463,0,0,13196,2,1
28928,4,1957,0,0,13196,2,2
28929,14334,0,0,0,13196,5,3
28930,12,3667,0,0,13197,2,0
28931,14316,0,0,0,13197,5,1
28932,12,1014,0,0,13198,2,0
28933,7,3463,0,0,13198,2,1
28934,4,1957,0,0,13198,2,2
28935,14332,0,0,0,13198,5,3
28936,12,1304,0,0,13199,2,0
28937,45,1775,0,0,13199,2,1
28938,7,3463,0,0,13199,2,2
28939,14333,0,0,0,13199,5,3
28940,5,3000,0,0,13200,2,0
28941,7,3000,0,0,13200,2,1
28942,14300,0,0,0,13200,5,2
28943,6,3000,0,0,13201,2,0
28944,7,3000,0,0,13201,2,1
28945,14301,0,0,0,13201,5,2
28946,5,3000,0,0,13202,2,0
28947,6,3000,0,0,13202,2,1
28948,14299,0,0,0,13202,5,2
28949,5,4500,0,0,13203,2,0
28950,14309,0,0,0,13203,5,1
28951,6,4500,0,0,13204,2,0
28952,14310,0,0,0,13204,5,1
28953,3,1666,0,0,13205,2,0
28954,213334,0,0,0,13205,23,1
28955,14319,0,0,0,13205,5,2
29376,215386,0,0,0,13455,23,0
29377,695,0,0,0,13455,35,1
29378,215387,0,0,0,13456,23,0
29379,695,0,0,0,13456,35,1
29380,215388,0,0,0,13457,23,0
29381,695,0,0,0,13457,35,1
29382,215389,0,0,0,13458,23,0
29383,695,0,0,0,13458,35,1
29384,215390,0,0,0,13459,23,0
29385,695,0,0,0,13459,35,1
29386,215391,0,0,0,13460,23,0
29387,695,0,0,0,13460,35,1
29388,215392,0,0,0,13461,23,0
29389,695,0,0,0,13461,35,1
29390,215393,0,0,0,13462,23,0
29391,695,0,0,0,13462,35,1
29392,215394,0,0,0,13463,23,0
29393,695,0,0,0,13463,35,1
29394,215395,0,0,0,13464,23,0
29395,695,0,0,0,13464,35,1
29396,215396,0,0,0,13465,23,0
29397,695,0,0,0,13465,35,1
29398,215397,0,0,0,13466,23,0
29399,695,0,0,0,13466,35,1
31216,14454,0,0,0,13758,5,0
31217,0,0,0,0,13758,0,1
31218,0,0,0,0,13758,54,2
31219,0,0,0,0,13758,55,3
31220,0,0,0,0,13758,56,4
31250,5,5000,0,0,13777,2,0
31251,4,5000,0,0,13777,2,1
31252,14303,0,0,0,13777,5,2
31253,3,5000,0,0,13778,2,0
31254,5,5000,0,0,13778,2,1
31255,14304,0,0,0,13778,5,2
31256,51,5000,0,0,13779,2,0
31257,7,5000,0,0,13779,2,1
31258,14321,0,0,0,13779,5,2
31259,52,5000,0,0,13780,2,0
31260,7,5000,0,0,13780,2,1
31261,14322,0,0,0,13780,5,2
31262,55,5000,0,0,13781,2,0
31263,7,5000,0,0,13781,2,1
31264,14323,0,0,0,13781,5,2
31265,54,5000,0,0,13782,2,0
31266,7,5000,0,0,13782,2,1
31267,14324,0,0,0,13782,5,2
31268,86,10714,0,0,13783,2,0
31269,14339,0,0,0,13783,5,1
31270,45,2421,0,0,13784,2,0
31271,7,4723,0,0,13784,2,1
31272,4,2669,0,0,13784,2,2
31273,14334,0,0,0,13784,5,3
31360,0,0,0,0,13106,54,4
31361,0,0,0,0,12906,54,4
31362,0,0,0,0,12908,54,4
31363,0,0,0,0,12910,54,4
31364,0,0,0,0,12912,54,5
31365,0,0,0,0,12913,54,5
31366,0,0,0,0,12916,54,5
31367,0,0,0,0,12917,54,3
31368,0,0,0,0,12920,54,4
31369,0,0,0,0,13101,54,3
31370,0,0,0,0,13102,54,4
31371,0,0,0,0,13104,54,4
31372,0,0,0,0,13105,54,4
31373,0,0,0,0,13107,54,5
31374,0,0,0,0,13108,54,5
31375,0,0,0,0,13109,54,5
31376,0,0,0,0,12905,54,4
31377,0,0,0,0,12907,54,4
31378,0,0,0,0,12909,54,4
31379,0,0,0,0,12911,54,5
31380,0,0,0,0,12914,54,5
31381,0,0,0,0,12915,54,5
31382,0,0,0,0,12918,54,3
31383,0,0,0,0,12919,54,4
31587,0,0,0,0,13899,0,0
31609,0,0,181,111038,13914,13,0
31611,111082,0,0,0,13914,27,1
31612,0,0,181,111041,13915,13,0
31632,1,0,0,0,13930,3,0
31633,0,0,0,0,13931,54,0
31634,0,0,0,0,13931,55,1
31635,0,0,0,0,13932,54,0
31636,0,0,0,0,13932,56,1
