ID,Offset[0],Offset[1],Offset[2],ObjectEffectGroupID,TriggerType,EventType,EffectRecType,EffectRecID,Attachment,ObjectEffectModifierID
5912,0,0,0,4180,1,0,1,274938,0,0
5913,0,0,0,4180,2,0,1,274939,0,0
5914,0,0,0,4182,2,0,1,274940,0,0
5915,0,0,0,4181,2,0,1,274940,0,0
5917,0,0,0,4179,2,0,1,274941,0,0
5918,0,0,0,4176,2,0,1,274932,0,0
5919,0,0,0,4179,2,0,1,274932,0,0
5920,0,0,0,4183,2,0,1,274941,0,0
5921,0,0,0,4183,2,0,1,274932,0,0
5922,0,0,0,4184,2,0,1,274932,0,0
5923,0,0,0,4184,2,0,1,274941,0,0
5924,0,0,0,4185,2,0,1,274941,0,0
5925,0,0,0,4185,2,0,1,274932,0,0
5930,0,0,0,4188,1,0,1,274732,0,0
5931,0,0,0,4189,1,0,1,274849,0,0
5939,0,0,0,4197,2,0,1,274892,0,0
6413,0,0,0,4408,2,0,1,285209,0,0
6414,0,0,0,4409,1,0,1,285205,0,0
6415,0,0,0,4409,2,0,1,285207,0,0
6416,0,0,0,4409,1,0,1,285206,0,0
6417,0,0,0,4409,1,0,1,285212,0,0
6418,0,0,0,4409,2,0,1,285209,0,0
6419,0,0,0,4409,2,0,1,285211,0,0
6420,0,0,0,4410,1,0,1,285214,0,0
6421,0,0,0,4410,1,0,1,285208,0,0
6422,0,0,0,4410,1,0,1,285206,0,0
6423,0,0,0,4410,1,0,1,285205,0,0
6424,0,0,0,4411,1,0,1,285214,0,0
6425,0,0,0,4411,1,0,1,285208,0,0
6426,0,0,0,4412,1,0,1,285205,0,0
6427,0,0,0,4412,1,0,1,285212,0,0
6428,0,0,0,4412,1,0,1,285206,0,0
6430,0,0,0,4414,2,0,1,285209,0,0
6431,0,0,0,4415,2,0,1,285209,0,0
6432,0,0,0,4415,2,0,1,285211,0,0
6433,0,0,0,4412,1,0,1,285413,0,0
6434,0,0,0,4416,1,0,1,285414,0,0
6565,0,0,0,4480,1,0,1,285167,0,0
6566,0,0,0,4481,2,0,1,289161,0,0
6567,0,0,0,4481,2,0,1,274130,0,0
6568,0,0,0,4481,2,0,1,274129,0,0
6569,0,0,0,4482,1,0,1,289164,0,0
6839,0,0,0,4673,1,0,1,294015,0,0
6840,0,0,0,4673,1,0,1,294017,0,0
6870,0,0,0,4691,1,0,1,294361,0,0
