ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
382,Iron Horde Chef,Talador,"Iron Horde cuisine is revolting, but the refugees need food. Find orc camps and pilfer what rations they have. Mints might be prudent too.",0,0,0,0,2,3,1,3,10,824,0,105,0,11,29928,44,90,0,3600,0,86400,0,100,0,0,0,0,1,0,0
383,"Thunderlords, Ho!",Frostfire Ridge,"Rumor has it that the Thunderlord clan is using strange ""blades of omen"" that can change size. Destroy these weapons while we can.",0,0,0,0,2,3,1,3,10,824,0,101,0,11,29928,44,90,0,3600,0,86400,0,100,0,0,0,0,1,0,0
384,Warchief's Pride,Nagrand,Grommash has a legendary ego and temper. Hit the Warsong hard and he'll be consumed with the need for vengeance. We want him distracted.,0,0,0,0,2,3,1,3,30,824,0,104,0,29,5703,30,100,615,28800,0,129600,0,1500,0,0,0,0,1,0,0
385,Hefty Metal,Gorgrond,Blackrock scouts have discovered a vast trove of metal ore perfect for making weapons. Make sure they never report their findings.,0,0,0,0,2,3,1,2,15,824,0,103,0,11,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
386,The Dark Night Rises,Shadowmoon Valley,"Curiously, our scouts say a Shadowmoon encampment is always vulnerable at night. You'd think they'd be more used to the dark. Oh well.",0,0,0,0,2,3,1,3,10,824,0,106,0,11,29928,44,90,0,3600,0,86400,0,100,0,0,0,0,1,0,0
387,Shattered Land,Spires of Arak,"Some Shattered Hand raiders have scattered, but though they look haggard, they may soon find new victims to splatter.",0,0,0,0,2,3,1,3,10,824,0,107,0,11,29928,44,90,0,3600,0,86400,0,100,0,0,0,0,1,0,0
388,Ogre-Stepping Boundaries,Nagrand,Those Highmaul ogres are annexing more land than we can afford to lose. We're green-lighting a terminal solution to this problem: you.,0,0,0,0,2,3,1,3,10,824,0,104,0,12,29928,44,90,0,3600,0,86400,0,100,0,0,0,0,1,0,0
389,It'll Be Ogre Soon,Frostfire Ridge,Bloodmaul ogres enslave others and then rely on their forced labor. Go inspire the downtrodden by kicking the fight out of their oppressors.,0,0,0,0,2,3,1,3,10,824,0,101,0,23,29928,44,90,0,3600,0,86400,0,100,0,0,0,0,1,0,0
390,Ogre Confident,Frostfire Ridge,"The Bladespire clan has concocted a ""foolproof"" plan of defense. Make it backfire by killing their elite and leaving their ""fools"" alive.",0,0,0,0,2,3,1,3,10,824,0,101,0,12,29928,44,90,0,3600,0,86400,0,100,0,0,0,0,1,0,0
391,Spring Preening,Spires of Arak,We cannot allow the arakkoa to acquire more of their deadly Apexis technology. Raid their excavation sites. Leave nothing but dust behind!,0,0,0,0,2,3,1,2,60,824,0,107,0,22,32934,62,100,675,28800,0,129600,0,1500,0,0,0,0,1,0,0
392,Pluck Them All,Talador,Our alchemists have found uses for the oils secreted by arakkoa feathers. Gather as many as you can - by any means necessary.,0,0,0,0,2,3,1,3,30,824,0,105,0,14,5703,30,100,615,21600,0,129600,0,1500,0,0,0,0,1,0,0
393,Mean Screech,Spires of Arak,We have crafted a device to mimic an arakkoa's cries for help. Deploy it in the Spires of Arak to draw our feathery foes into an ambush.,0,0,0,0,2,3,1,3,10,824,0,107,0,14,29928,44,90,0,3600,0,86400,0,100,0,0,0,0,1,0,0
394,Mulch Ado about Nothing,Gorgrond,"The podlings have been raiding the graves of our allies to feed one of their genesaur. Recover the bodies. If they want mulch, mulch them!",0,0,0,0,2,3,1,2,40,824,0,103,0,25,32745,38,100,660,28800,0,129600,0,1500,0,0,0,0,1,0,0
395,Lunch Breakers,Gorgrond,We need to get the gronn riled again. Kill the local meat-based wildlife and see if starvation turns them against the Iron Horde nearby.,0,0,0,0,2,3,1,2,40,824,0,103,0,15,32929,38,100,660,28800,0,129600,0,1500,0,0,0,0,1,0,0
396,Night of the Primals,Shadowmoon Valley,Our scouts report that the botani are snatching workers from the quarries. Kill the primals and find out what they are using the orcs for.,0,0,0,0,2,3,1,2,60,824,0,106,0,20,32934,62,100,675,28800,0,129600,0,1500,0,0,0,0,1,0,0
397,Green Fel,Shadowmoon Valley,The reckless warlock Gul'dan intends to create a fel volcano in the center of Shadowmoon Valley. Stop him before he dooms us all.,0,0,0,0,2,3,1,2,60,824,0,106,0,26,32934,62,100,675,36000,0,129600,0,1500,0,0,0,0,1,0,0
398,Highway to Fel,Talador,Shadow Council agents plan to cut a path through Tanaan and pave it with their enemies' bones. Such an atrocity must not come to pass.,0,0,0,0,2,3,1,2,40,824,0,105,0,16,32929,38,100,660,28800,0,129600,0,1500,0,0,0,0,1,0,0
399,Felraiser,Talador,"Warlocks in the northwest are draining life from the land, preparing to summon a demon lord. Well? Don't just stand there!",0,0,0,0,2,3,1,2,60,824,0,105,0,16,32934,62,100,675,36000,0,129600,0,1500,0,0,0,0,1,0,0
400,Beyond the Pale,Nagrand,"Pale orcs stole a powerful trinket and fled to the mountains. Now they vow to kill anyone who comes near ""the precious."" Challenge accepted!",0,0,0,0,2,3,1,3,10,824,0,104,0,21,29928,44,90,0,3600,0,86400,0,100,0,0,0,0,1,0,0
401,Bucket Brigade,Nagrand,"Massive flooding has cut off our supply lines, and the water elementals responsible show no signs of stopping. Let's hang them out to dry.",0,0,0,0,2,3,1,2,40,824,0,104,0,18,29928,26,100,660,28800,0,129600,0,1500,0,0,0,0,1,0,0
402,Deathhoof,Nagrand,A doomsday weapon has been enchanted to look like an adorable baby clefthoof. Clefthoof violently defend their young. Proceed with caution.,0,0,0,0,2,3,1,2,10,824,0,104,0,15,32648,31,100,645,21600,0,129600,0,100,0,0,0,1,1,0,0
403,Rock the Boat,Highmaul Harbor,Disrupt tense negotiations between the Iron Horde and the Highmaul ogres to acquire an Abrogator Stone for Khadgar.,0,0,0,0,2,3,1,3,50,824,0,104,0,27,30819,45,100,0,86000,0,1209000,0,1500,0,0,0,1,1,0,0
404,He Keeps it Where?,Bloodmaul Stronghold,A powerful Bloodmaul magma-shaper is using an Abrogator Stone as a piece of navel jewelry. Don't tell Khadgar where we got it.,0,0,0,0,2,3,1,3,50,824,0,101,0,12,30819,45,100,0,86000,0,1209000,0,1500,0,0,0,1,1,0,0
405,Lost in the Weeds,Overlook Ruins,A failed Stonemaul assault on the Overlook Ruins has left ogre corpses everywhere. Search them for an Abrogator stone!,0,0,0,0,2,3,1,3,50,824,0,102,0,20,30819,45,100,0,86000,0,1209000,0,1500,0,0,0,1,1,0,0
406,It's Rigged!,The Ring of Blood,Ogres are wagering an Abrogator Stone on an upcoming Ring of Blood gladiatorial contest. Send in the ringers.,0,0,0,0,2,3,1,3,50,824,0,104,0,27,30819,45,100,0,86000,0,1209000,0,1500,0,0,0,1,1,0,0
407,Tower of Terror,The Haunted Precipice,"Scouts have discovered a ruined ogre guard tower in Talador. It's haunted. Also, we're running out of scouts.",0,0,0,0,2,3,1,3,50,824,0,105,0,13,30819,45,100,0,86000,0,1209000,0,1500,0,0,0,1,1,0,0
408,The Pits,Blackrock Foundry Grounds,Good news! We've located some Elemental Runes that Khadgar is looking for. Bad News: They're in The Pits.,0,0,0,0,2,3,1,3,75,824,0,103,0,11,30820,46,100,0,86000,0,1209000,0,1500,0,0,0,1,1,0,0
409,The Great Train Robbery,Gorgrond,The Iron Horde is moving an Elemental Rune via train to the Blackrock Foundry. It's ambush time.,0,0,0,0,2,3,1,3,75,824,0,103,0,22,30820,46,100,0,86000,0,1209000,0,1500,0,0,0,1,1,0,0
410,A Rune With a View,Sha'tari Skymesa,"In the chaos of the battle of Shattrath, the Sargerei absconded with some of the Elemental Runes that Khadgar is looking for.",0,0,0,0,2,3,1,3,75,824,0,105,0,16,30820,46,100,0,86000,0,1209000,0,1500,0,0,0,1,1,0,0
411,Rocks Fall. Everyone Dies.,Ironfist Harbor,The Iron Horde have subjugated a stone fury in Ironfist Harbor. It's got the Elemental Runes Khadgar seeks.,0,0,0,0,2,3,1,3,75,824,0,104,0,29,30820,46,100,0,86000,0,1209000,0,1500,0,0,0,1,1,0,0
412,Beyond the Pale,Bladefist Hold,The Bladefist clan are capturing pale prisoners. We suspect they're looking for the same Elemental Runes as Khadgar.,0,0,0,0,2,3,1,3,75,824,0,107,0,24,30820,46,100,0,86000,0,1209000,0,1500,0,0,0,1,1,0,0
413,Pumping Iron,Iron Siegeworks,Elemental Runes have been smuggled into the Iron Siegeworks. Essentially a suicide mission. Send followers you don't like.,0,0,0,0,2,3,1,3,75,824,0,101,0,27,30820,46,100,0,86000,0,1209000,0,1500,0,0,0,1,1,0,0
414,Wanted: Amethon,Talador,"Amethon has been long forgotten, deep in a cave in Talador. His crystals are very valuable.",0,0,0,0,2,3,1,3,100,824,0,105,0,24,5703,48,100,0,28800,0,129600,0,20000,0,0,0,0,1,0,0
415,Wanted: Gor'thul,Spires of Arak,"Gor'thul, betrayer of the Shattered Hand, is an outcast. It is said he has befriended a lot of cats.",0,0,0,0,2,3,1,3,100,824,0,107,0,11,5703,48,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
416,Wanted: Nullifier Darkoor,Nagrand,Nullifier Darkoor has been in hiding long enough. It's time to take him down and put an end to the Fel Breakers once and for all.,0,0,0,0,2,3,1,3,100,824,0,104,0,12,5703,48,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
417,Wanted: Undertow,Shadowmoon Valley,"Undertow appears from the depths, pulling boats into the sea and destroying our lines of contact between Tanaan Jungle and Shadowmoon Valley.",0,0,0,0,2,3,1,3,100,824,0,106,0,18,5703,48,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
418,Wanted: Tremor,Gorgrond,"A massive rockworm has taken residence on the shores of Gorgrond, devouring the local lobstroks.",0,0,0,0,2,3,1,3,100,824,0,103,0,22,5703,48,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
419,Wanted: Hivelord Ik'rix,Frostfire Ridge,Hemet Nesingwary would be very interested in his head.,0,0,0,0,2,3,1,3,100,824,0,101,0,15,5703,48,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
420,The Final Relic: Secrets,Spires of Arak,PH,0,0,0,0,2,3,1,3,75,824,0,103,0,22,5703,26,100,645,28800,0,129600,0,1500,0,0,0,1,1,0,0
421,Relic Hunter: Gutrek's Cleaver,Nagrand,Reforge the weapon of the most brutal gladiator to fight in the Ring of Blood.,0,0,0,0,2,3,1,1,75,824,0,104,0,29,5703,48,100,630,14400,0,129600,0,1500,0,0,0,0,1,0,0
422,Relic Hunter: Amulet of Rukhmar,Spires of Arak,Claim the power of the arakkoa god before the Adherents of Rukhmar can take it for themselves.,0,0,0,0,2,3,1,1,75,824,0,107,0,15,5703,48,100,630,14400,0,129600,0,1500,0,0,0,0,1,0,0
423,Relic Hunter: Grimoire of Nameless Void,Shadowmoon Valley,Destroy the ancient barrier to access this dark and powerful tome.,0,0,0,0,2,3,1,1,75,824,0,106,0,26,5703,48,100,630,14400,0,129600,0,1500,0,0,0,0,1,0,0
424,Relic Hunter: Gronnsbane,Frostfire Ridge,Seek the blessings of Frostfire to empower the ancient Thunderlord spear.,0,0,0,0,2,3,1,1,75,824,0,101,0,17,5703,48,100,630,14400,0,129600,0,1500,0,0,0,0,1,0,0
425,Relic Hunter: Silent Skull,Gorgrond,Take the cursed skull mask from the legendary Laughing Skull assassin.,0,0,0,0,2,3,1,1,75,824,0,103,0,22,5703,48,100,630,14400,0,129600,0,1500,0,0,0,0,1,0,0
426,Relic Hunter: Dream of Argus,Shadowmoon Valley,Recover the ancient crystal shards to restore this mysterious artifact of the draenei.,0,0,0,0,2,3,1,3,75,824,0,106,0,11,5703,48,100,630,14400,0,129600,0,1500,0,0,0,0,1,0,0
427,Slagworks,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,18,32558,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
428,Black Forge,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,21,32558,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
429,Iron Assembly,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,24,32558,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
430,Blackhand's Crucible,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,11,32558,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
432,Scouting Draenor: Frostfire Ridge,Frostfire Ridge,Your scouts report that our forces need backup in Frostfire Ridge.,0,0,0,0,2,16,1,2,15,824,0,101,0,23,5703,26,100,615,10800,0,129600,0,1500,0,0,0,0,1,0,0
433,Scouting Draenor: Spires of Arak,Spires of Arak,Your scouts report that our forces need backup in Spires of Arak.,0,0,0,0,2,16,1,2,15,824,0,107,0,26,5703,26,100,615,10800,0,129600,0,1500,0,0,0,0,1,0,0
434,Scouting Draenor: Talador,Talador,Your scouts report that our forces need backup in Talador.,0,0,0,0,2,16,1,2,15,824,0,105,0,27,5703,26,100,615,10800,0,129600,0,1500,0,0,0,0,1,0,0
435,Scouting Draenor: Gorgrond,Gorgrond,Your scouts report that our forces need backup in Gorgrond.,0,0,0,0,2,16,1,2,15,824,0,103,0,22,5703,26,100,615,10800,0,129600,0,1500,0,0,0,0,1,0,0
436,Scouting Draenor: Shadowmoon Valley,Shadowmoon Valley,Your scouts report that our forces need backup in Shadowmoon Valley.,0,0,0,0,2,16,1,2,15,824,0,106,0,21,5703,26,100,615,10800,0,129600,0,1500,0,0,0,0,1,0,0
437,Scouting Draenor: Nagrand,Nagrand,Your scouts report that our forces need backup in Nagrand.,0,0,0,0,2,16,1,2,15,824,0,104,0,29,5703,26,100,615,10800,0,129600,0,1500,0,0,0,0,1,0,0
438,Scouting Draenor: Frostfire Ridge,Frostfire Ridge,Your scouts report that our forces need backup in Frostfire Ridge.,0,0,0,0,2,16,1,2,15,824,0,101,0,23,5703,26,100,615,10800,0,129600,0,1500,0,0,0,0,1,0,0
439,Scouting Draenor: Spires of Arak,Spires of Arak,Your scouts report that our forces need backup in Spires of Arak.,0,0,0,0,2,16,1,2,15,824,0,107,0,26,5703,26,100,615,10800,0,129600,0,1500,0,0,0,0,1,0,0
440,Scouting Draenor: Talador,Talador,Your scouts report that our forces need backup in Talador.,0,0,0,0,2,16,1,2,15,824,0,105,0,27,5703,26,100,615,10800,0,129600,0,1500,0,0,0,0,1,0,0
441,Scouting Draenor: Gorgrond,Gorgrond,Your scouts report that our forces need backup in Gorgrond.,0,0,0,0,2,16,1,2,15,824,0,103,0,22,5703,26,100,615,10800,0,129600,0,1500,0,0,0,0,1,0,0
442,Scouting Draenor: Shadowmoon Valley,Shadowmoon Valley,Your scouts report that our forces need backup in Shadowmoon Valley.,0,0,0,0,2,16,1,2,15,824,0,106,0,21,5703,26,100,615,10800,0,129600,0,1500,0,0,0,0,1,0,0
443,Scouting Draenor: Nagrand,Nagrand,Your scouts report that our forces need backup in Nagrand.,0,0,0,0,2,16,1,2,15,824,0,104,0,29,5703,26,100,615,10800,0,129600,0,1500,0,0,0,0,1,0,0
444,Emancipation,Frostfire Ridge,"The more slaves we free at the Stonefury Cliffs, the more we weaken the Bloodmaul.",0,0,0,0,2,3,1,2,40,824,0,101,0,23,32929,38,100,660,28800,0,129600,0,1500,0,0,0,0,1,0,0
445,Socrethar Sabotage,Shadowmoon Valley,Scouts report that a rapid assault on Socrethar's Rise could turn up an additional stash of apexis crystals.,0,0,0,0,2,3,1,2,40,824,0,106,0,26,32929,38,100,660,28800,0,129600,0,1500,0,0,0,0,1,0,0
446,Slagworks,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,18,32559,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
447,Black Forge,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,21,32559,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
448,Iron Assembly,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,24,32559,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
449,Blackhand's Crucible,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,11,32559,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
450,Slagworks,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,18,32560,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
451,Black Forge,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,21,32560,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
452,Iron Assembly,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,24,32560,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
453,Blackhand's Crucible,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,11,32560,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
454,Slagworks,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,18,32561,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
455,Black Forge,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,21,32561,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
456,Iron Assembly,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,24,32561,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
457,Blackhand's Crucible,Blackrock Foundry,A strike against the Foundry could cripple the war machinery of the Iron Horde. Our forces await your command.,0,0,0,0,2,3,1,3,100,824,0,103,0,11,32561,49,100,660,28800,0,1209000,0,1500,0,0,0,1,1,0,0
458,A Rare Flower,Talador,A rare lily grows in the waters of Talador.  Our alchemists say it is many times more efficient than frostweed.,0,0,0,0,2,18,1,2,20,824,0,105,0,60,27406,53,100,0,14400,0,86400,25,1500,0,0,0,0,1,0,0
459,Fickle Loyalty,Frostfire Ridge,A disgruntled Bladespire Chef has provided us with a lead on an ancient map hidden in the mines beneath the citadel.,0,0,0,0,2,16,1,1,50,824,0,101,0,24,32673,54,91,0,14400,0,259200,50,100,0,0,0,1,1,0,0
460,Fickle Loyalty,Frostfire Ridge,A disgruntled Bladespire Chef has provided us with a lead on an ancient map hidden in the mines beneath the citadel.,0,0,0,0,2,16,1,1,50,824,0,101,0,24,32679,54,100,0,21600,0,259200,50,1500,0,0,0,1,1,0,0
461,It's a Jungle Out There,Gorgrond,"A Steamscar saberon has been caught skulking around our walls. If we let him go, he's agreed to sell out a rival shaman who has been mapping the location of many hidden treasures.",0,0,0,0,2,16,1,1,50,824,0,103,0,21,32675,54,93,0,14400,0,259200,50,300,0,0,0,1,1,0,0
462,Fields of Sorrow,Talador,"A farmer claims knowledge of where many of Talador's secrets are hidden, and will share them if we'll help destroy the demons that ruined his land.",0,0,0,0,2,16,1,2,50,824,0,105,0,29,32676,54,95,0,14400,0,259200,50,600,0,0,0,1,1,0,0
463,Bird Watching,Spires of Arak,Rumors are swirling that a raid on an Outcast hovel has yielded a particularly interesting map. Intercept the arakkoa before they return to Skyreach!,0,0,0,0,2,16,1,3,50,824,0,107,0,14,32677,54,97,0,21600,0,259200,50,1000,0,0,0,1,1,0,0
464,Highplains Robbery,Nagrand,A Warsong elder carrying historical documents important to the clan is communing at the Elemental Plateau. Relieve her of her burdens.,0,0,0,0,2,16,1,3,50,824,0,107,0,29,32678,54,100,0,21600,0,259200,50,1000,0,0,0,1,1,0,0
465,Tomb Raider,Shadowmoon Valley,Ancient carvings in the tombs of the Fortress of Anguish may lead us to discover many secrets in Shadowmoon Valley. We'll have to fight our way in.,0,0,0,0,2,16,1,1,50,824,0,106,0,11,32680,54,100,0,21600,0,259200,50,1500,0,0,0,1,1,0,0
466,Tomb Raider,Shadowmoon Valley,Ancient carvings in the tombs of the Fortress of Anguish may lead us to discover many secrets in Shadowmoon Valley. We'll have to fight our way in.,0,0,0,0,2,16,1,1,50,824,0,106,0,11,32674,54,91,0,14400,0,259200,50,100,0,0,0,1,1,0,0
467,Mushroom Mystery,Shadowmoon Valley,The Umbrafen swamps have been overgrown by giant fungi for as long as anyone can remember - why are Ogre ruins buried here?,0,0,0,0,2,16,1,1,15,824,0,106,0,28,31512,54,91,0,14400,0,129600,0,100,0,0,0,0,1,0,0
468,I See Dead Orcs,Shadowmoon Valley,The Shadowmoon Clan have interred their dead in this area for generations - find out more about their history.,0,0,0,0,2,16,1,1,15,824,0,106,0,28,31512,54,91,0,14400,0,129600,0,100,0,0,0,0,1,0,0
469,The Bigger They Are,Frostfire Ridge,"The Thunderlord regard Colossal's Fall as a sacred location, claiming it was their clan who felled this Colossal many decades ago.",0,0,0,0,2,16,1,1,15,824,0,101,0,23,31514,54,91,0,14400,0,129600,0,100,0,0,0,0,1,0,0
470,Boiling Hot Magma,Frostfire Ridge,Relics of long-forgotten orc clans can be found by carefully traversing between the Daggermaw Flows lava streams - and dealing with deadly fire elementals.,0,0,0,0,2,16,1,1,15,824,0,101,0,23,31514,54,91,0,14400,0,129600,0,100,0,0,0,0,1,0,0
471,Backbreaker,Gorgrond,The Iron Horde are attempting to unearth long-lost ogre artifacts in the Broken Spine area. Evict them and claim the rewards as your own.,0,0,0,0,2,16,1,1,15,824,0,103,0,11,32688,54,91,0,14400,0,129600,0,100,0,0,0,0,1,0,0
472,Green Thumb,Gorgrond,The botani have claimed the abandoned ogre fortress at the Overlook Ruins as a new incubator. Stop them before they overgrow all of Gorgrond.,0,0,0,0,2,16,1,1,15,824,0,103,0,25,32688,54,91,0,14400,0,129600,0,300,0,0,0,0,1,0,0
473,We Will Fight In the Shadar,Talador,The outcast arakkoa were forced to abandon much of their written knowledge and history when the high arakkoa attacked Veil Shadar.,0,0,0,0,2,16,1,2,15,824,0,105,0,14,32687,54,94,0,14400,0,129600,0,600,0,0,0,0,1,0,0
474,I See Dead Ogres,Talador,"The ghosts of ogre sorcerers haunt the Ango'rosh ruins, guarding artifacts forgotten by all others.",0,0,0,0,2,16,1,2,15,824,0,105,0,26,32687,54,94,0,14400,0,129600,0,600,0,0,0,0,1,0,0
475,Pro-Labor,Spries of Arak,"The high arakkoa have enslaved their outcast brethren to dig in the apexis excavation site, looking for ancient artifacts. Set the workers free.",0,0,0,0,2,16,1,2,15,824,0,107,0,14,32686,54,96,0,14400,0,129600,0,800,0,0,0,0,1,0,0
476,Fall From Grace,Spries of Arak,"Many shiny trinkets and precious valuables have been lost in Sethekk Hollow, the place where cursed arakkoa are cast out from Skyreach.",0,0,0,0,2,16,1,2,15,824,0,107,0,28,32686,54,96,0,14400,0,129600,0,800,0,0,0,0,1,0,0
477,Forced Eviction,Nagrand,"The Steamwheedle Preservation Society management needs the Stonecrag dig site to be an ogre-free zone before their workers will agree to excavate, and have promised a cut of the proceeds if we help out.",0,0,0,0,2,16,1,3,15,824,0,104,0,12,32685,54,98,0,14400,0,129600,0,1200,0,0,0,0,1,0,0
478,Early Mover,Nagrand,We've heard reports that the Steamwheedle Preservation Society is looking to start a dig site at the razed Warsong outpost - why wait for them when you can claim the easy finds now?,0,0,0,0,2,16,1,3,15,824,0,104,0,15,32685,54,98,0,14400,0,129600,0,1200,0,0,0,0,1,0,0
479,Mountain of Spirits,Nagrand,"The ancient communal site of Oshu'gun holds offerings from various orc clans. If not for the murderous void elementals unleashed by the pale, it would be a nice place to visit.",0,0,0,0,2,16,1,3,15,824,0,104,0,19,32685,54,98,0,14400,0,129600,0,1200,0,0,0,0,1,0,0
480,Herb Infused,Spires of Arak,A monstrous beast roams the Murkbog.  Our alchemists say they can harvest it for a bounty of alchemy supplies.,0,0,0,0,2,18,1,3,20,824,0,107,0,60,27406,53,100,0,21600,0,86400,25,1500,0,0,0,0,1,0,0
481,Battlefield Scavengers,Spires of Arak,Scavengers gnaw and pick at the fallen.  Kill them so we can do some scavenging of our own.,0,0,0,0,2,19,1,2,20,824,0,107,0,61,26219,55,100,0,14400,0,86400,25,1500,0,0,0,0,1,0,0
482,Flux to Give,Nagrand,Blacksmiths know that furies can be harvested for the best flux.  Snuff the fires and bring it home.,0,0,0,0,2,19,1,3,20,824,0,104,0,61,26219,55,100,0,21600,0,86400,25,1500,0,0,0,0,1,0,0
483,Enchanted Weapons,Shadowmoon Valley,The Shadowmoon clan possess weaponry we can harness for raw magic.  Raid their encampment and collect their enchanted weapons.,0,0,0,0,2,20,1,2,20,824,0,106,0,62,26222,56,100,0,14400,0,86400,25,1500,0,0,0,0,1,0,0
484,"Big Hands, Big Swords",Nagrand,"Ogre are known to possess massive, thick, and long swords.  Disenchanting them makes a tremendous amount of dust.",0,0,0,0,2,20,1,3,20,824,0,104,0,62,26222,56,100,0,21600,0,86400,25,1500,0,0,0,0,1,0,0
485,The Wonder Gears,Gorgrond,Our engineers are excited about tearing apart a siege engine for parts.  Let's take one down and let them have their fun.,0,0,0,0,2,21,1,2,20,824,0,103,0,63,26225,57,100,0,14400,0,86400,25,1500,0,0,0,0,1,0,0
486,You're Fired,Frostfire Ridge,The pale are expert scavengers.  Let's relieve them of some of that salvage.,0,0,0,0,2,21,1,3,20,824,0,101,0,63,26225,57,100,0,21600,0,86400,25,1500,0,0,0,0,1,0,0
487,Jewels of Denial,Spires of Arak,The arakkoa decorate their weapons and armor with fantastic jewels.  Acquire them and let our jewelcrafters cut them into something useful.,0,0,0,0,2,23,1,2,20,824,0,107,0,64,26231,59,100,0,14400,0,86400,25,1500,0,0,0,0,1,0,0
488,"Waste Not, Want Not",Gorgrond,Apparently the goren can't digest the valuable gems they eat.  Your mission should be clear.,0,0,0,0,2,23,1,3,20,824,0,103,0,64,26231,59,100,0,21600,0,86400,25,1500,0,0,0,0,1,0,0
489,Spy Games,Gorgrond,"If we can decipher some stolen iron horde documents, we can find and assassinate their scouts.",0,0,0,0,2,22,1,2,20,824,0,103,0,67,26228,61,100,0,14400,0,86400,25,1500,0,0,0,0,1,0,0
490,The Quill is Mighty,Gorgrond,"It's time to make some changes to the Iron Horde's orders.  If we can kill the guards, we can rewrite history before it happens.",0,0,0,0,2,22,1,3,20,824,0,103,0,67,26228,61,100,0,21600,0,86400,25,1500,0,0,0,0,1,0,0
