ID,SoundEntriesIDDay,SoundEntriesIDNight,SoundAmbienceID
2529,130139,130139,1645
2530,130139,130139,1648
2531,130139,130139,1653
2532,130139,130139,1658
2533,130139,130139,1643
2534,130139,130139,1649
2535,130139,130139,1654
2538,130139,130139,1707
2539,130139,130139,1836
2541,130139,130139,1874
2543,130139,130139,1146
2544,130139,130139,1151
2546,130139,130139,998
2549,130139,130139,464
2550,130139,130139,587
2551,130139,130139,590
2552,130139,130139,596
2555,130139,130139,633
2556,130139,130139,1877
2557,130139,130139,1879
2558,130139,130139,1889
2559,130139,130139,1896
2561,130139,130139,1899
2562,130139,130139,1900
2563,130139,130139,1921
2565,130139,130139,1830
2566,130139,130139,1835
2567,130139,130139,1848
2568,130139,130139,1880
2569,130139,130139,1881
2570,130139,130139,1104
2571,130139,130139,1144
2572,130139,130139,1102
2573,130139,130139,1033
2574,130139,130139,1059
2575,130139,130139,997
2576,130139,130139,918
2577,130139,130139,919
2578,130139,130139,922
2579,130139,130139,453
2580,130139,130139,455
2581,130139,130139,463
2582,130139,130139,465
2583,130139,130139,586
2584,130139,130139,594
2585,130139,130139,600
2586,130139,130139,662
2587,130139,130139,499
2588,130139,130139,616
2589,130139,130139,621
2590,130139,130139,625
2591,130139,130139,626
2592,130139,130139,646
2593,130139,130139,563
2594,130139,130139,564
2595,130139,130139,567
2596,130139,130139,570
2597,130139,130139,572
2598,130139,130139,574
2599,130139,130139,577
2600,130139,130139,579
2601,130139,130139,581
2602,130139,130139,582
2603,130139,130139,439
2604,130139,130139,403
2605,130139,130139,397
2606,130139,130139,42
2607,130139,130139,25
2608,130139,130139,32
2609,130139,130139,35
2610,130139,130139,40
2611,130139,130139,400
2612,130139,130139,429
2613,130139,130139,466
2614,130139,130139,441
2615,130139,130139,916
2616,130139,130139,920
2617,130139,130139,923
2618,130139,130139,1009
2619,130139,130139,1182
2620,130139,130139,1180
2621,130139,130139,1192
2622,130139,130139,1376
2623,130139,130139,1406
2624,130139,130139,1408
2625,130139,130139,1372
2626,130139,130139,1435
2627,130139,130139,1404
2628,130139,130139,1438
2629,130139,130139,1396
2630,130139,130139,1220
2631,130139,130139,1222
2632,130139,130139,1224
2633,130139,130139,1491
2634,130139,130139,1640
2635,130139,130139,1636
2636,130139,130139,1715
2637,130139,130139,1838
2638,130139,130139,1108
2639,130139,130139,454
2640,130139,130139,598
2641,130139,130139,601
2642,130139,130139,623
2643,130139,130139,24
2644,130139,130139,38
2645,130139,130139,565
2646,130139,130139,661
2647,130139,130139,576
2648,130139,130139,580
2649,130139,130139,584
2650,130139,130139,49
2651,130139,130139,28
2652,130139,130139,31
2653,130139,130139,33
2654,130139,130139,37
2655,130139,130139,46
2656,130139,130139,430
2657,130139,130139,452
2658,130139,130139,902
2659,130139,130139,1225
2660,130139,130139,1452
2661,130139,130139,1898
2662,130139,130139,1924
2663,130139,130139,1496
2664,130139,130139,1661
2665,130139,130139,448
2697,134024,134024,1924
2698,134429,134253,2136
2699,112042,0,2137
2700,114205,0,2137
2701,112044,0,2137
2702,134371,0,2137
2703,134372,0,2137
2704,114205,114205,2138
2705,112042,134436,2138
2706,134371,0,2138
2707,134372,0,2138
2708,114303,0,2138
2709,134428,134425,2136
2710,134420,134420,2136
2711,134427,0,2136
2714,134430,134430,2136
2715,134431,134431,2136
2717,134587,134551,2136
2718,136352,134551,2140
2719,134429,134429,2140
2720,134420,134420,2141
2721,134421,134421,2141
2722,134422,134422,2141
2723,134419,134419,2141
2724,134422,134422,2142
2725,134421,134421,2142
2726,134420,134420,2142
2727,134429,134429,2142
2728,134431,134431,2142
2729,134419,134419,2142
2730,134591,134591,2140
2731,134592,134592,2136
2732,134419,134419,2143
2733,134419,134419,2145
2734,134420,134420,2145
2735,134604,134604,2145
2736,134606,134606,2145
2737,134608,134608,2145
2738,134419,134419,2146
2739,135004,135004,2147
2740,138571,138571,2147
2741,138569,138569,2147
2742,134916,134916,2147
2743,134958,134958,2147
2744,138570,138570,2147
2745,135004,135004,2149
2746,138571,138571,2149
2747,138569,138569,2149
2748,134916,134916,2149
2749,134958,134958,2149
2750,138570,138570,2149
2751,35011,35011,2150
2752,27200,27200,2150
2753,134951,134951,2150
2754,134952,134952,2150
2755,134954,134954,2150
2756,134916,134916,2148
2757,134958,134958,2148
2758,134987,134987,2148
2760,135004,135004,2151
2761,138571,138571,2151
2762,138569,138569,2151
2763,134916,134916,2151
2764,134958,134958,2151
2765,138570,138570,2151
2766,134916,134916,2152
2767,134958,134958,2152
2768,134987,134987,2152
2772,138572,138572,2152
2773,135009,135009,2152
2775,135243,135243,2136
2778,130139,130139,2154
2779,134024,134024,2154
2780,135671,0,2154
2781,135672,0,2154
2782,135673,0,2154
2783,135795,135796,2154
2793,53646,0,2156
2794,64046,0,2156
2795,64045,0,2156
2796,74988,0,2156
2797,114385,114385,2156
2798,112042,0,2156
2799,112043,0,2156
2800,130139,130139,2156
2801,130139,130139,2162
2802,134024,134024,2162
2803,135671,0,2162
2804,135672,0,2162
2805,135673,0,2162
2806,134420,134420,2163
2807,134427,0,2163
2808,134431,134431,2163
2809,134587,134551,2163
2810,135243,135243,2163
2811,136719,136719,2163
2815,134420,134420,2164
2816,134587,134551,2164
2817,135243,135243,2164
2818,127764,127764,2164
2824,134421,134421,2165
2825,134422,134422,2165
2826,134419,134419,2165
2828,130139,130139,43
2830,130139,130139,1504
2831,130139,130139,1521
2832,137914,137914,468
2833,134916,134916,2168
2834,134958,134958,2168
2835,134987,134987,2168
2836,138572,138572,2168
2837,135009,135009,2168
2838,48586,48586,2169
2839,37942,37942,2169
2840,37872,37872,2169
2841,37946,37946,2169
2842,138698,138698,2169
2843,138888,138888,465
2845,130139,130139,2173
2847,139690,139690,2173
2854,140376,140376,2178
2855,140377,140377,2178
2856,140378,140378,2178
2857,140379,140379,2178
2858,140380,140380,2178
2860,146361,146361,2179
2861,140379,140379,2179
2862,146359,146359,2179
2863,146360,146360,2179
2864,141668,141668,2173
2865,151502,151502,2180
2866,130139,130139,2182
2870,146352,146352,2186
2871,146353,146353,2186
2872,146354,146354,2186
2873,146355,146355,2186
2874,146356,146356,2186
2875,140378,140378,2187
2876,140379,140379,2187
2877,146359,146359,2187
2880,146360,146360,2187
2881,146361,146361,2187
2882,130139,130139,2188
2884,130139,130139,2190
2885,27187,27187,2191
2886,151454,151454,2179
2887,151455,151455,2179
2888,151456,151456,2179
2889,151457,151457,2179
2890,130139,130139,2192
2892,130139,130139,2193
2894,130139,130139,2194
2896,140377,140377,2195
2897,140378,140378,2195
2898,140379,140379,2195
2899,146974,146974,2195
2900,146977,146977,2195
2901,140377,140377,2196
2902,140378,140378,2196
2903,140379,140379,2196
2913,147860,147860,2198
2914,147859,147859,2198
2915,147862,147862,2198
2916,146360,146360,2198
2917,148725,148725,2198
2973,148070,148070,2178
2974,148069,148069,2178
2975,148068,148068,2178
2976,144852,144852,2182
2978,148992,148992,2182
2979,148992,148992,2192
2980,148992,148992,2194
2981,148992,148992,2193
2983,148068,148068,2195
2984,148069,148069,2195
2985,148070,148070,2179
2986,151459,151459,2186
2987,151503,151503,2180
2988,151504,151504,2180
2989,154280,154280,2180
2990,154298,154298,2180
2991,154299,154299,2180
2992,154187,154187,2180
2993,151501,151501,2180
2994,151506,151506,2180
3001,153474,153474,2204
3002,154950,154950,2202
3003,154949,154949,2202
3004,154948,154948,2202
3005,155334,155334,2208
3006,155327,155327,2208
3007,155328,155328,2208
3008,155325,155325,2208
3009,155326,155326,2208
3010,155333,155333,2208
3011,155331,155331,2208
3012,155330,155330,2208
3013,155332,155332,2208
3015,155327,155327,2209
3016,155328,155328,2209
3017,155325,155325,2209
3018,155326,155326,2209
3019,155333,155333,2209
3020,155331,155331,2209
3021,155330,155330,2209
3022,155439,155439,2209
3023,155512,155512,2209
3024,155327,155327,2210
3025,155328,155328,2210
3026,155325,155325,2210
3027,155326,155326,2210
3028,155333,155333,2210
3029,155331,155331,2210
3030,155330,155330,2210
3031,155332,155332,2210
3032,155439,155439,2210
3036,155516,155516,2184
3037,155517,155517,2184
3038,155331,155331,2184
3039,155330,155330,2184
3040,155333,155333,2184
3041,155325,155325,2184
3042,155512,155512,2184
3043,155518,155518,2184
3044,155519,155519,2184
3045,155524,155524,2184
3048,155524,155524,2209
3049,155512,155512,2210
3050,155512,155512,2208
3051,155330,155330,2212
3052,155333,155333,2212
3053,155325,155325,2212
3054,155512,155512,2212
3055,155524,155524,2212
3056,155326,155326,2212
3057,155511,155511,2212
3058,155526,155526,2212
3059,155327,155327,2212
3061,155528,155528,2212
3062,155330,155330,2213
3063,155333,155333,2213
3064,155325,155325,2213
3065,155512,155512,2213
3066,155524,155524,2213
3067,155511,155511,2213
3068,155526,155526,2213
3069,155327,155327,2213
3070,155528,155528,2213
3071,155517,155517,2213
3072,155330,155330,2214
3073,155333,155333,2214
3074,155325,155325,2214
3075,155512,155512,2214
3076,155524,155524,2214
3077,155511,155511,2214
3078,155526,155526,2214
3079,155327,155327,2214
3080,155528,155528,2214
3081,155517,155517,2214
3082,151507,151507,2180
3083,151508,151508,2180
3084,151509,151509,2180
3085,151505,151505,2180
3086,151500,151500,2180
3087,151502,151502,2180
3088,143913,143913,2180
3089,151504,151504,2180
3090,151503,151503,2180
3091,155328,155328,2214
3092,155525,155525,2214
3093,155331,155331,2214
3094,155332,155332,2214
3095,155332,155332,2213
3096,155525,155525,2213
3104,155328,155328,2212
3105,155328,155328,2209
3106,155328,155328,2184
3107,155328,155328,2213
3108,156208,156208,2218
3110,156208,156208,2220
3111,53646,0,2222
3112,64046,0,2222
3113,64045,0,2222
3114,74988,0,2222
3115,130139,130139,2222
3116,157433,157433,2222
3117,157434,157434,2222
3118,130139,130139,2223
3119,107439,107439,2223
3120,107441,107441,2223
3121,107440,107440,2223
3122,53646,0,2224
3123,64046,0,2224
3124,64045,0,2224
3125,74988,0,2224
3126,130139,130139,2224
3127,134420,134420,2225
3128,157584,157584,2225
3129,157582,157582,2225
3130,157583,157583,2225
3131,53646,0,2228
3132,64046,0,2228
3133,64045,0,2228
3134,74988,0,2228
3135,114385,114385,2228
3136,112042,0,2228
3137,112043,0,2228
3138,130139,130139,2228
3139,157718,157718,2197
3140,157719,157719,2197
3141,162165,162165,2201
3142,162299,162299,2200
3143,162300,162300,2200
3144,162347,162347,2200
3145,162346,162346,2200
3147,162346,162346,2201
3148,162299,162299,2233
3151,162348,162348,2234
3152,162350,162350,2234
3153,162597,162597,2235
3154,162598,162598,2235
3155,162600,162600,2236
3156,162601,162601,2236
3158,162967,162967,2238
3159,162969,162969,2238
3160,162270,162270,2238
3161,162978,162978,2239
3162,162979,162979,2239
3163,163225,163225,2240
3164,163226,163226,2240
3165,163227,163227,2240
3166,163228,163228,2240
3167,154950,154950,2241
3168,154949,154949,2241
3169,154948,154948,2241
3170,163460,163460,2241
3171,154950,154950,2242
3172,154949,154949,2242
3173,154948,154948,2242
3174,163465,163465,2242
3175,163467,163467,2242
3176,154950,154950,2243
3177,154949,154949,2243
3178,154948,154948,2243
3179,163542,163542,2243
3180,154950,154950,2244
3181,154949,154949,2244
3182,154948,154948,2244
3183,163616,163616,2244
3184,163465,163465,2244
3185,163621,163621,2244
3186,156208,156208,2245
3187,154950,154950,2246
3188,154949,154949,2246
3189,154948,154948,2246
3190,163616,163616,2246
3191,163465,163465,2246
3192,163621,163621,2246
3193,154950,154950,2247
3194,154949,154949,2247
3195,154948,154948,2247
3196,163460,163460,2247
3197,154950,154950,2248
3198,154949,154949,2248
3199,154948,154948,2248
3200,163460,163460,2248
3201,162299,162299,2249
3202,162300,162300,2249
3203,162347,162347,2249
3204,162346,162346,2249
3205,164875,164875,2249
3206,164881,164881,2249
3207,162299,162299,2250
3208,162300,162300,2250
3209,162347,162347,2250
3210,162346,162346,2250
3211,164881,164881,2250
3212,162299,162299,2251
3213,162300,162300,2251
3214,162347,162347,2251
3215,162346,162346,2251
3216,164881,164881,2251
3217,164983,164983,2251
3218,164983,164983,2249
3219,164983,164983,2250
3220,154950,154950,2252
3221,154949,154949,2252
3222,154948,154948,2252
3223,163465,163465,2252
3224,163460,163460,2252
3225,164986,164986,2252
3226,154950,154950,2253
3227,154949,154949,2253
3228,154948,154948,2253
3229,163225,163225,2253
3230,165080,165080,2253
3231,165083,165083,2253
3232,163542,163542,2253
3233,162165,162165,2254
3234,162346,162346,2254
3235,164875,164875,2254
3236,163542,163542,2254
3237,165080,165080,2240
3238,160176,160176,2206
3239,153474,153474,2256
3240,162060,162060,2256
3241,153474,153474,2257
3242,158532,158532,2257
3243,165401,165401,2256
3244,162060,162060,2205
3245,156208,156208,2260
3246,165471,165471,2203
3247,155327,155327,2261
3248,155328,155328,2261
3249,155325,155325,2261
3250,155326,155326,2261
3251,155333,155333,2261
3252,155330,155330,2261
3253,155439,155439,2261
3254,155524,155524,2261
3255,155328,155328,2261
3256,156208,156208,2262
3257,156208,156208,2263
3258,153474,153474,2264
3259,156844,156844,2264
3260,162991,162991,2264
3261,153474,153474,2265
3262,161322,161322,2265
3263,159002,159002,2265
3264,161322,161322,2207
3265,159002,159002,2207
3266,153474,153474,2267
3267,165573,165573,2267
3268,165746,165746,2252
3270,166096,166096,2268
3271,166104,166104,2268
3272,162299,162299,2269
3273,162300,162300,2269
3274,162347,162347,2269
3275,162346,162346,2269
3276,153474,153474,2270
3277,165573,165573,2270
3280,166398,166398,2267
3281,154950,154950,2271
3282,154949,154949,2271
3283,154948,154948,2271
3284,163542,163542,2271
3285,163227,163227,2271
3286,163465,163465,2271
3287,165083,165083,2271
3288,162299,162299,2272
3289,162300,162300,2272
3290,162347,162347,2272
3291,162346,162346,2272
3292,164881,164881,2272
3293,164983,164983,2272
3294,162165,162165,2275
3295,162346,162346,2275
3296,164881,164881,2275
3297,164983,164983,2275
3298,153474,153474,2277
3299,162060,162060,2277
3300,167150,167150,2277
3301,167151,167151,2277
3302,167234,167234,2217
3303,153474,153474,2279
3304,161322,161322,2279
3305,159002,159002,2279
3306,156208,156208,2280
3307,167272,167272,2280
3308,167273,167273,2280
3309,167275,167275,2280
3310,167276,167276,2280
3312,167340,167340,2282
3313,153474,153474,2283
3314,165573,165573,2283
3315,166398,166398,2283
3316,153474,153474,2284
3317,165573,165573,2284
3318,166398,166398,2284
3319,167381,167381,2283
3320,162299,162299,2285
3321,162300,162300,2285
3322,162347,162347,2285
3323,162346,162346,2285
3324,167529,167529,2253
3325,155330,155330,2288
3326,155333,155333,2288
3327,155325,155325,2288
3328,155512,155512,2288
3329,155524,155524,2288
3330,155511,155511,2288
3331,155526,155526,2288
3332,155327,155327,2288
3333,155528,155528,2288
3334,155517,155517,2288
3335,155328,155328,2288
3336,155525,155525,2288
3337,155331,155331,2288
3338,155332,155332,2288
3339,153474,153474,2289
3340,162991,162991,2289
3341,161322,161322,2289
3342,159002,159002,2289
3343,167687,167687,2180
3344,156208,156208,2290
3345,156208,156208,2291
3346,155516,155516,2291
3347,155333,155333,2291
3348,155326,155326,2291
3349,155524,155524,2291
3350,156208,156208,2292
3351,155333,155333,2292
3352,155326,155326,2292
3353,155524,155524,2292
3354,155330,155330,2293
3355,155333,155333,2293
3356,155512,155512,2293
3357,155524,155524,2293
3358,155526,155526,2293
3359,155517,155517,2293
3360,155328,155328,2293
3361,155525,155525,2293
3362,167804,167804,2293
3363,161322,161322,2294
3364,159002,159002,2294
3365,167836,167836,2294
3366,151502,151502,2295
3367,151503,151503,2295
3368,154280,154280,2295
3369,154298,154298,2295
3370,154299,154299,2295
3371,154187,154187,2295
3372,151501,151501,2295
3373,151506,151506,2295
3374,151507,151507,2295
3375,151508,151508,2295
3376,151509,151509,2295
3377,151505,151505,2295
3378,151500,151500,2295
3379,151502,151502,2295
3380,151503,151503,2295
3389,168434,168434,2301
3390,156208,156208,2302
3391,168628,168628,2302
3392,155515,155515,2302
3393,155513,155513,2302
3394,155516,155516,2302
3395,155524,155524,2302
3396,156208,156208,2303
3397,155515,155515,2303
3398,155513,155513,2303
3399,155516,155516,2303
3400,155524,155524,2303
3401,155328,155328,2260
3402,155326,155326,2260
3403,155333,155333,2260
3404,155513,155513,2260
3405,168751,168751,2305
3406,168752,168752,2305
3407,168751,168751,2305
3408,168799,168799,2304
3409,168752,168752,2305
3410,168833,168833,2306
3411,168833,168833,2306
3412,154950,154950,2307
3413,154949,154949,2307
3414,154948,154948,2307
3415,151502,151502,2310
3416,151503,151503,2310
3417,154280,154280,2310
3418,154298,154298,2310
3419,154299,154299,2310
3420,154187,154187,2310
3421,151501,151501,2310
3422,151506,151506,2310
3423,151507,151507,2310
3424,151508,151508,2310
3425,151509,151509,2310
3426,151505,151505,2310
3427,151500,151500,2310
3428,151502,151502,2310
3429,151503,151503,2310
3431,169981,169981,2311
3432,169981,169981,2311
3433,169981,169981,2312
3434,169981,169981,2312
3435,169981,169981,2313
3436,169981,169981,2313
3437,169981,169981,2314
3438,169981,169981,2314
3439,169981,169981,2315
3440,169981,169981,2315
3441,154950,154950,2316
3442,154949,154949,2316
3443,154948,154948,2316
3444,163460,163460,2316
3445,164986,164986,2316
3446,163467,163467,2316
3447,163465,163465,2316
3448,130139,130139,2317
3449,130139,130139,2318
3450,170278,170278,2317
3451,170280,170280,2318
3452,170279,170279,2317
3453,130139,130139,2319
3454,170278,170278,2319
3455,130139,130139,2320
3456,170278,170278,2320
3457,130139,130139,2321
3458,170278,170278,2321
3459,130139,130139,2322
3460,170278,170278,2322
3461,130139,130139,2323
3462,170278,170278,2323
3463,130139,130139,2324
3464,170278,170278,2324
3465,130139,130139,2325
3466,170278,170278,2325
3467,130139,130139,2326
3468,170278,170278,2326
3469,166398,166398,2270
3470,167381,167381,2270
3471,167381,167381,2327
3472,166398,166398,2327
3473,165573,165573,2327
3474,167150,167150,2327
3475,170303,170303,2327
3476,170321,170321,2328
3477,161322,161322,2329
3478,159002,159002,2329
3479,167381,167381,2329
3480,165573,165573,2329
3481,165573,165573,2330
3482,166398,166398,2330
3483,167381,167381,2330
3484,170387,170387,2230
3485,151502,151502,2331
3486,151503,151503,2331
3487,151504,151504,2331
3488,154280,154280,2331
3489,154298,154298,2331
3490,154299,154299,2331
3491,154187,154187,2331
3492,151501,151501,2331
3493,151506,151506,2331
3494,151507,151507,2331
3495,151508,151508,2331
3496,151509,151509,2331
3497,151505,151505,2331
3498,151500,151500,2331
3499,151502,151502,2331
3500,143913,143913,2331
3501,151503,151503,2331
3502,170491,170491,2331
3503,170492,170492,2331
3504,170493,170493,2331
3505,170747,170747,2331
3508,155325,155325,2332
3509,155326,155326,2332
3510,155327,155327,2332
3511,155329,155329,2332
3512,155333,155333,2332
3513,171055,171055,2211
3514,171056,171056,2211
3515,171058,171058,2211
3516,171059,171059,2211
3517,171060,171060,2211
3518,171061,171061,2211
3519,171062,171062,2211
3520,171063,171063,2211
3521,171068,171068,2211
3522,171069,171069,2211
3523,171070,171070,2211
3524,171071,171071,2211
3525,171072,171072,2211
3526,171073,171073,2211
3527,171080,171080,2211
3528,171081,171081,2211
3539,171083,171083,2211
3540,134422,134422,2333
3541,134421,134421,2333
3542,134420,134420,2333
3543,134429,134429,2333
3544,134419,134419,2333
3545,171110,171110,2333
3546,171111,171111,2333
3547,155330,155330,2334
3548,155333,155333,2334
3549,155325,155325,2334
3550,155512,155512,2334
3551,155524,155524,2334
3552,155511,155511,2334
3553,155526,155526,2334
3554,155327,155327,2334
3555,155517,155517,2334
3556,155328,155328,2334
3557,155525,155525,2334
3558,155331,155331,2334
3559,155332,155332,2334
3561,171115,171115,2281
3562,171116,171116,2281
3563,171117,171117,2281
3564,171118,171118,2281
3565,171119,171119,2281
3566,171120,171120,2281
3567,171121,171121,2281
3568,171123,171123,2281
3569,171124,171124,2281
3570,171125,171125,2281
3571,171126,171126,2281
3572,171127,171127,2281
3573,171128,171128,2281
3574,171129,171129,2281
3575,171130,171130,2281
3576,171131,171131,2281
3577,171132,171132,2281
3578,171133,171133,2281
3579,171134,171134,2281
3580,171135,171135,2281
3581,171122,171122,2281
3582,171217,171217,2334
3583,171218,171218,2281
3584,171119,171119,2245
3585,171116,171116,2245
3586,171115,171115,2245
3587,171127,171127,2245
3588,171126,171126,2245
3589,171120,171120,2245
3590,171133,171133,2280
3591,171218,171218,2280
3592,171116,171116,2280
3593,171133,171133,2245
3594,171135,171135,2245
3595,171124,171124,2245
3596,171128,171128,2280
3597,171128,171128,2245
3598,171115,171115,2335
3599,171116,171116,2335
3600,171117,171117,2335
3601,171118,171118,2335
3602,171119,171119,2335
3603,171120,171120,2335
3604,171121,171121,2335
3605,171123,171123,2335
3606,171124,171124,2335
3607,171125,171125,2335
3608,171126,171126,2335
3609,171127,171127,2335
3610,171128,171128,2335
3611,171129,171129,2335
3612,171130,171130,2335
3613,171131,171131,2335
3614,171132,171132,2335
3615,171133,171133,2335
3616,171134,171134,2335
3617,171135,171135,2335
3618,171122,171122,2335
3619,171218,171218,2335
3620,171220,171220,2335
3621,177409,177409,2336
3622,177412,177412,2336
3623,177413,177413,2336
3624,177416,177416,2336
3625,177419,177419,2336
3626,177420,177420,2336
3627,177421,177421,2336
3628,177423,177423,2336
3629,177424,177424,2336
3630,177425,177425,2336
3631,177426,177426,2336
3632,177427,177427,2336
3633,177428,177428,2336
3634,177418,177418,2336
3635,177417,177417,2336
3636,171385,171385,2337
3637,171402,171402,2337
3638,171398,171398,2337
3639,171448,171448,2337
3640,171397,171397,2337
3641,171386,171386,2337
3642,171387,171387,2337
3643,171388,171388,2337
3644,171392,171392,2337
3645,171390,171390,2337
3646,171403,171403,2337
3647,171395,171395,2337
3648,171400,171400,2337
3649,171394,171394,2337
3650,171393,171393,2337
3651,171474,171474,2337
3652,177470,177470,2336
3653,171414,171414,2337
3654,171415,171415,2337
3655,171487,171487,2337
3656,48586,48586,2340
3657,37942,37942,2340
3658,37872,37872,2340
3659,37946,37946,2340
3660,162299,162299,2341
3661,162300,162300,2341
3662,162347,162347,2341
3663,162346,162346,2341
3664,90863,90863,2338
3666,151502,151502,2342
3667,151503,151503,2342
3668,151504,151504,2342
3669,154280,154280,2342
3670,154298,154298,2342
3671,154299,154299,2342
3672,154187,154187,2342
3673,151501,151501,2342
3674,151506,151506,2342
3675,151507,151507,2342
3676,151508,151508,2342
3677,151509,151509,2342
3678,151505,151505,2342
3679,151500,151500,2342
3680,151502,151502,2342
3681,143913,143913,2342
3682,151503,151503,2342
3683,171580,171580,2342
3684,171581,171581,2342
3685,171582,171582,2342
3686,171583,171583,2342
3687,171592,171592,2338
3688,115847,115847,2343
3689,115960,115960,2343
3690,171654,171654,2339
3691,171655,171655,2339
3692,171656,171656,2339
3695,167381,167381,2344
3696,171755,171755,2344
3698,151502,151502,2345
3699,151503,151503,2345
3700,175838,175838,2345
3701,175839,175839,2345
3702,175840,175840,2345
3703,175841,175841,2345
3704,175842,175842,2345
3705,151500,151500,2345
3706,151502,151502,2345
3707,151503,151503,2345
3717,151502,151502,2346
3718,154280,154280,2346
3719,154298,154298,2346
3720,154299,154299,2346
3721,154187,154187,2346
3722,151501,151501,2346
3723,161322,161322,2346
3724,167836,167836,2346
3725,151508,151508,2346
3726,151509,151509,2346
3727,151505,151505,2346
3728,151500,151500,2346
3729,151502,151502,2346
3733,162600,162600,2347
3734,162601,162601,2347
3735,172374,172374,2200
3736,172374,172374,2253
3737,151502,151502,2348
3738,151503,151503,2348
3739,154280,154280,2348
3740,154298,154298,2348
3741,154299,154299,2348
3742,154187,154187,2348
3743,151501,151501,2348
3744,151506,151506,2348
3745,151507,151507,2348
3746,151508,151508,2348
3747,151509,151509,2348
3748,151505,151505,2348
3749,151500,151500,2348
3750,151502,151502,2348
3751,151503,151503,2348
3769,171398,171398,2350
3770,171397,171397,2350
3771,171386,171386,2350
3772,171403,171403,2350
3773,171395,171395,2350
3774,171400,171400,2350
3775,171394,171394,2350
3776,171393,171393,2350
3777,171474,171474,2350
3778,171414,171414,2350
3779,171415,171415,2350
3780,171487,171487,2350
3781,172478,172478,2350
3809,172465,172465,2268
3811,172525,172525,2350
3812,172529,172529,2350
3813,151502,151502,2352
3814,151503,151503,2352
3815,154280,154280,2352
3816,154298,154298,2352
3817,154299,154299,2352
3818,154187,154187,2352
3819,151501,151501,2352
3820,151506,151506,2352
3821,151507,151507,2352
3822,151508,151508,2352
3823,151509,151509,2352
3824,151505,151505,2352
3825,151500,151500,2352
3826,151502,151502,2352
3827,151503,151503,2352
3828,154950,154950,2353
3829,154949,154949,2353
3830,154948,154948,2353
3831,164986,164986,2353
3832,163460,163460,2353
3833,173121,173121,2353
3834,173260,173260,2354
3835,173261,173261,2354
3836,173262,173262,2354
3837,173263,173263,2354
3838,173264,173264,2354
3839,173265,173265,2354
3840,173266,173266,2354
3841,173267,173267,2354
3842,173268,173268,2354
3843,173269,173269,2354
3874,173260,173260,2358
3875,173261,173261,2358
3876,173262,173262,2358
3877,173263,173263,2358
3878,173264,173264,2358
3879,173265,173265,2358
3880,173266,173266,2358
3881,173267,173267,2358
3882,173268,173268,2358
3883,173269,173269,2358
3884,173260,173260,2359
3885,173261,173261,2359
3886,173262,173262,2359
3887,173263,173263,2359
3888,173264,173264,2359
3889,173265,173265,2359
3890,173266,173266,2359
3891,173267,173267,2359
3892,173268,173268,2359
3893,173269,173269,2359
3894,173260,173260,2360
3895,173261,173261,2360
3896,173262,173262,2360
3897,173263,173263,2360
3898,173264,173264,2360
3899,173265,173265,2360
3900,173266,173266,2360
3901,173267,173267,2360
3902,173268,173268,2360
3903,173269,173269,2360
3904,173283,173283,2359
3905,173284,173284,2360
3906,171115,171115,2362
3907,171116,171116,2362
3908,171117,171117,2362
3909,171118,171118,2362
3910,171120,171120,2362
3911,171123,171123,2362
3912,171124,171124,2362
3913,171125,171125,2362
3914,171126,171126,2362
3915,171127,171127,2362
3916,171128,171128,2362
3917,171129,171129,2362
3918,171218,171218,2362
3919,173833,173833,2362
3930,173845,173845,2363
3931,173846,173846,2363
3932,173121,173121,2243
3933,174361,174361,2243
3935,174385,174385,2239
3936,154950,154950,2365
3937,154949,154949,2365
3938,154948,154948,2365
3939,164986,164986,2365
3940,163460,163460,2365
3941,163465,163465,2365
3942,163467,163467,2365
3943,163542,163542,2252
3944,174393,174393,2275
3945,174394,174394,2275
3946,174395,174395,2275
3947,174399,174399,2275
3948,174505,174505,2211
3949,174510,174510,2211
3950,174517,174517,2211
3951,174516,174516,2211
3952,174513,174513,2211
3953,174514,174514,2211
3954,174515,174515,2211
3955,174518,174518,2211
3956,174519,174519,2211
3957,174520,174520,2211
3958,174521,174521,2211
3959,174522,174522,2211
3960,174523,174523,2211
3961,174524,174524,2211
3962,174525,174525,2211
3963,174526,174526,2211
3964,174527,174527,2211
3965,174810,174810,2366
3966,174811,174811,2366
3967,174810,174810,2367
3968,174811,174811,2367
3969,174833,174833,2234
3970,174834,174834,2234
3971,165471,165471,2368
3973,174897,174897,2211
3974,174898,174898,2211
3975,174899,174899,2211
3976,174896,174896,2211
3977,174900,174900,2211
3978,174901,174901,2211
3979,174902,174902,2211
3980,174903,174903,2211
3981,174904,174904,2211
3982,174905,174905,2211
3983,174906,174906,2211
3984,174907,174907,2211
3985,174908,174908,2211
3986,174909,174909,2211
3987,174910,174910,2211
3989,162299,162299,2369
3990,162300,162300,2369
3991,162347,162347,2369
3992,162346,162346,2369
3993,172374,172374,2369
3994,164881,164881,2369
3995,164983,164983,2369
3996,175587,175587,2373
3997,175588,175588,2373
3998,175589,175589,2373
3999,175590,175590,2373
4000,175591,175591,2373
4001,175592,175592,2373
4002,175593,175593,2373
4003,175594,175594,2373
4004,175595,175595,2373
4005,175596,175596,2373
4006,175597,175597,2373
4007,175598,175598,2373
4008,175599,175599,2373
4009,175600,175600,2373
4010,175601,175601,2373
