SourceText_lang,ID,ItemID,PvpFaction,SourceTypeEnum,SpellID
|cFFFFD200Vendor: |rEastern Kingdoms World Vendors|n|cFFFFD200Faction: |rArgent Dawn - Honored|n|cFFFFD200Cost: |r2|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3567,0,-1,2,23705
|cFFFFD200Vendor: |rMeilosh|n|cFFFFD200Zone: |rFelwood|n|cFFFFD200Faction: |rTimbermaw Hold - Revered|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3568,0,-1,2,23704
|cFFFFD200Vendor: |rEastern Kingdoms World Vendors|n|cFFFFD200Faction: |rArgent Dawn - Revered|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3569,0,-1,2,23706
|cFFFFD200Vendor: |rLokhtos Darkbargainer|n|cFFFFD200Zone: |rBlackrock Depths|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3570,0,-1,2,23707
|cFFFFD200Vendor: |rLokhtos Darkbargainer|n|cFFFFD200Zone: |rBlackrock Depths|n|cFFFFD200Cost: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3571,0,-1,2,23708
|cFFFFD200Vendor: |rLokhtos Darkbargainer|n|cFFFFD200Zone: |rBlackrock Depths|n|cFFFFD200Cost: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3572,0,-1,2,23709
|cFFFFD200Vendor: |rLokhtos Darkbargainer|n|cFFFFD200Zone: |rBlackrock Depths|n|cFFFFD200Cost: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3573,0,-1,2,23710
|cFFFFD200Vendor: |rLokhtos Darkbargainer|n|cFFFFD200Zone: |rBlackrock Depths|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3574,0,-1,2,23799
|cFFFFD200Vendor: |rMeilosh|n|cFFFFD200Zone: |rFelwood|n|cFFFFD200Faction: |rTimbermaw Hold - Honored|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3575,0,-1,2,23800
|cFFFFD200Vendor: |rEastern Kingdoms World Vendors|n|cFFFFD200Faction: |rArgent Dawn - Honored|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3576,0,-1,2,23801
|cFFFFD200Vendor: |rEastern Kingdoms World Vendors|n|cFFFFD200Faction: |rArgent Dawn - Revered|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3577,0,-1,2,23802
|cFFFFD200Vendor: |rLokhtos Darkbargainer|n|cFFFFD200Zone: |rBlackrock Depths|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3578,0,-1,2,23803
|cFFFFD200Vendor: |rLokhtos Darkbargainer|n|cFFFFD200Zone: |rBlackrock Depths|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3579,0,-1,2,23804
|cFFFFD200Vendor: |rEvie Whirlbrew|n|cFFFFD200Zone: |rWinterspring|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t70|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3599,0,-1,2,24367
|cFFFFD200Vendor: |rLokhtos Darkbargainer|n|cFFFFD200Zone: |rBlackrock Depths|n|cFFFFD200Cost: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3601,0,-1,2,24399
|cFFFFD200Profession Trainer: |rClassic Leatherworking (280)|n|cFFFFD200Cost: |r46|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3602,0,-1,3,24655
|cFFFFD200Profession Trainer: |rClassic Leatherworking (300)|n|cFFFFD200Cost: |r66|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3603,0,-1,3,24654
|cFFFFD200Vendor: |rAendel Windspear|n|cFFFFD200Zone: |rSilithus|n|cFFFFD200Faction: |rCenarion Circle - Friendly|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3604,0,-1,2,24846
|cFFFFD200Vendor: |rAendel Windspear|n|cFFFFD200Zone: |rSilithus|n|cFFFFD200Faction: |rCenarion Circle - Honored|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3605,0,-1,2,24847
|cFFFFD200Vendor: |rAendel Windspear|n|cFFFFD200Zone: |rSilithus|n|cFFFFD200Faction: |rCenarion Circle - Revered|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3606,0,-1,2,24848
|cFFFFD200Vendor: |rAendel Windspear|n|cFFFFD200Zone: |rSilithus|n|cFFFFD200Faction: |rCenarion Circle - Friendly|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3607,0,-1,2,24849
|cFFFFD200Vendor: |rAendel Windspear|n|cFFFFD200Zone: |rSilithus|n|cFFFFD200Faction: |rCenarion Circle - Honored|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3608,0,-1,2,24850
|cFFFFD200Vendor: |rAendel Windspear|n|cFFFFD200Zone: |rSilithus|n|cFFFFD200Faction: |rCenarion Circle - Revered|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3609,0,-1,2,24851
|cFFFFD200Quest Giver:|r Hermit Ortell|n|cFFFFD200Quest:|r True Believers|n|cFFFFD200Item:|r Decoded True Believer Clippings,3610,0,-1,1,24902
|cFFFFD200Quest:|r True Believers|n|cFFFFD200Zone:|r Silithus|n|cFFFFD200Item:|r Decoded True Believer Clippings,3611,0,-1,1,24903
|cFFFFD200Quest:|r True Believers|n|cFFFFD200Zone:|r Silithus|n|cFFFFD200Item:|r Decoded True Believer Clippings,3612,0,-1,1,24901
|cFFFFD200Quest:|r True Believers|n|cFFFFD200Zone:|r Silithus|n|cFFFFD200Item:|r Decoded True Believer Clippings,3613,0,-1,1,24914
|cFFFFD200Quest:|r True Believers|n|cFFFFD200Zone:|r Silithus|n|cFFFFD200Item:|r Decoded True Believer Clippings,3614,0,-1,1,24912
|cFFFFD200Quest:|r True Believers|n|cFFFFD200Zone:|r Silithus|n|cFFFFD200Item:|r Decoded True Believer Clippings,3615,0,-1,1,24913
|cFFFFD200Vendor: |rAmy Davenport|n|cFFFFD200Zone: |rRedridge Mountains|n|cFFFFD200Cost: |r14|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3616,0,-1,2,24940
|cFFFFD200Vendor: |rAendel Windspear|n|cFFFFD200Zone: |rSilithus|n|cFFFFD200Faction: |rCenarion Circle - Exalted|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3617,0,-1,2,24703
|cFFFFD200Drop: |rEmperor Vek'nilash|n|cFFFFD200Zone: |rAhn'Qiraj,3618,0,-1,0,25072
|cFFFFD200Drop: |rWorld Creatures,3619,0,-1,0,25073
|cFFFFD200Drop: |rWorld Creatures,3620,0,-1,0,25074
|cFFFFD200Drop: |rWorld Creatures,3621,0,-1,0,25078
|cFFFFD200Drop: |rWorld Creatures,3622,0,-1,0,25079
|cFFFFD200Drop: |rWorld Creatures,3623,0,-1,0,25080
|cFFFFD200Drop: |rWorld Creatures,3624,0,-1,0,25083
|cFFFFD200Drop: |rEmperor Vek'lor|n|cFFFFD200Zone: |rAhn'Qiraj,3625,0,-1,0,25084
|cFFFFD200Drop: |rWorld Creatures,3626,0,-1,0,25086
|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3627,0,-1,2,25124
|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3628,0,-1,2,25125
|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3629,0,-1,2,25126
|cFFFFD200Vendor: |rKania|n|cFFFFD200Zone: |rSilithus|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3630,0,-1,2,25127
|cFFFFD200Vendor: |rKania|n|cFFFFD200Zone: |rSilithus|n|cFFFFD200Cost: |r2|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3631,0,-1,2,25128
|cFFFFD200Vendor: |rLokhtos Darkbargainer|n|cFFFFD200Zone: |rBlackrock Depths|n|cFFFFD200Faction: |rThorium Brotherhood - Friendly|n|cFFFFD200Cost: |r12|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3634,0,-1,2,25146
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (50)|n|cFFFFD200Cost: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3637,0,-1,3,25278
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (50)|n|cFFFFD200Cost: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3639,0,-1,3,25280
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (30)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t15|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,3640,0,-1,3,25283
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (60)|n|cFFFFD200Cost: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,3641,0,-1,3,25284
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (70)|n|cFFFFD200Cost: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3642,0,-1,3,25287
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (90)|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,3643,0,-1,3,25305
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (80)|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3644,0,-1,3,25317
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (100)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3645,0,-1,3,25318
|cFFFFD200Vendor: |rDaniel Bartlett|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Zone: |rRescue Koltira|n|cFFFFD200Cost: |r18|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGelanthis|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Cost: |r18|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3646,0,0,2,25339
|cFFFFD200Vendor: |rFelika|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r15|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGelanthis|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Cost: |r15|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3647,0,0,2,25320
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (120)|n|cFFFFD200Cost: |r20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3648,0,-1,3,25321
|cFFFFD200Vendor: |rRanik|n|cFFFFD200Zone: |rNorthern Barrens|n|cFFFFD200Cost: |r15|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3649,0,0,2,25323
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (50)|n|cFFFFD200Cost: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3651,0,-1,3,25490
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (110)|n|cFFFFD200Cost: |r15|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3652,0,-1,3,25498
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (120)|n|cFFFFD200Cost: |r20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3653,0,-1,3,25610
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (125)|n|cFFFFD200Cost: |r25|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3654,0,-1,3,25612
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (135)|n|cFFFFD200Cost: |r35|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3655,0,-1,3,25613
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (150)|n|cFFFFD200Cost: |r65|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3657,0,-1,3,25615
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (150)|n|cFFFFD200Cost: |r65|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3658,0,-1,3,25617
|cFFFFD200Drop: |rWorld Creatures|n|n|cFFFFD200Treasure: |rWorld Drop,3659,0,0,0,25618
|cFFFFD200Vendor: |rFelicia Doan|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Zone: |rRescue Koltira|n|cFFFFD200Cost: |r25|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGelanthis|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Cost: |r25|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3660,0,0,2,25619
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (170)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3661,0,-1,3,25620
|cFFFFD200Profession Trainer: |rClassic Jewelcrafting (180)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t80|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3662,0,-1,3,25621
|cFFFFD200Drop: |rWorld Creatures|n|n|cFFFFD200Treasure: |rWorld Drop,3663,0,0,0,25622
|cFFFFD200Vendor: |rXizzer Fizzbolt|n|cFFFFD200Quest: |rYetiphobia|n|cFFFFD200Zone: |rWinterspring,3664,0,-1,2,26011
|cFFFFD200Vendor: |rVizzklick|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3665,0,-1,2,26085
|cFFFFD200Drop: |rWorld Creatures,3667,0,0,0,26087
|cFFFFD200Vendor: |rFariel Starsong|n|cFFFFD200Zone: |rMoonglade|n|cFFFFD200Cost: |r5|Hitem:21100|h|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t|h,3670,0,-1,2,26403
|cFFFFD200Vendor: |rFariel Starsong|n|cFFFFD200Zone: |rMoonglade|n|cFFFFD200Cost: |r5|Hitem:21100|h|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t|h,3671,0,-1,2,26407
|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor:|r Fariel Starsong|n|cFFFFD200Item:|r Small Rocket Recipes|n|cFFFFD200Cost:|r 5|Tinterface\icons\inv_misc_elvencoins.blp:0|t,3672,0,-1,6,26416
|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor:|r Fariel Starsong|n|cFFFFD200Item:|r Small Rocket Recipes|n|cFFFFD200Cost:|r 5|Tinterface\icons\inv_misc_elvencoins.blp:0|t,3673,0,-1,6,26417
|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor:|r Fariel Starsong|n|cFFFFD200Item:|r Small Rocket Recipes|n|cFFFFD200Cost:|r 5|Tinterface\icons\inv_misc_elvencoins.blp:0|t,3674,0,-1,6,26418
|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor:|r Fariel Starsong|n|cFFFFD200Item:|r Large Rocket Recipes|n|cFFFFD200Cost:|r 5|Tinterface\icons\inv_misc_elvencoins.blp:0|t,3675,0,-1,6,26420
|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor:|r Fariel Starsong|n|cFFFFD200Item:|r Large Rocket Recipes|n|cFFFFD200Cost:|r 5|Tinterface\icons\inv_misc_elvencoins.blp:0|t,3676,0,-1,6,26421
|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor:|r Fariel Starsong|n|cFFFFD200Item:|r Large Rocket Recipes|n|cFFFFD200Cost:|r 5|Tinterface\icons\inv_misc_elvencoins.blp:0|t,3677,0,-1,6,26422
|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor:|r Fariel Starsong|n|cFFFFD200Item:|r Cluster Rocket Recipes|n|cFFFFD200Cost:|r 5|Tinterface\icons\inv_misc_elvencoins.blp:0|t,3678,0,-1,6,26423
|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor:|r Fariel Starsong|n|cFFFFD200Item:|r Cluster Rocket Recipes|n|cFFFFD200Cost:|r 5|Tinterface\icons\inv_misc_elvencoins.blp:0|t,3679,0,-1,6,26424
|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor:|r Fariel Starsong|n|cFFFFD200Item:|r Cluster Rocket Recipes|n|cFFFFD200Cost:|r 5|Tinterface\icons\inv_misc_elvencoins.blp:0|t,3680,0,-1,6,26425
|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor:|r Fariel Starsong|n|cFFFFD200Item:|r Large Cluster Rocket Recipes|n|cFFFFD200Cost:|r 5|Tinterface\icons\inv_misc_elvencoins.blp:0|t,3681,0,-1,6,26426
|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor:|r Fariel Starsong|n|cFFFFD200Item:|r Large Cluster Rocket Recipes|n|cFFFFD200Cost:|r 5|Tinterface\icons\inv_misc_elvencoins.blp:0|t,3682,0,-1,6,26427
|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor:|r Fariel Starsong|n|cFFFFD200Item:|r Large Cluster Rocket Recipes|n|cFFFFD200Cost:|r 5|Tinterface\icons\inv_misc_elvencoins.blp:0|t|n,3683,0,-1,6,26428
|cFFFFD200Vendor: |rFariel Starsong|n|cFFFFD200Zone: |rMoonglade|n|cFFFFD200Cost: |r5|Hitem:21100|h|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t|h,3684,0,-1,2,26442
|cFFFFD200Vendor: |rFariel Starsong|n|cFFFFD200Zone: |rMoonglade|n|cFFFFD200Cost: |r5|Hitem:21100|h|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t|h,3685,0,-1,2,26443
|cFFFFD200Profession: |rTailoring (1)|cFFFFD200Profession Trainer: |rOutland Tailoring (1)|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,3686,0,-1,3,26745
|cFFFFD200Profession Trainer: |rOutland Tailoring (15)|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,3687,0,-1,3,26746
|cFFFFD200Vendor: |rDeynna|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rEiin|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3688,0,0,2,26747
|cFFFFD200Vendor: |rEiin|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rMathar G'ochar|n|cFFFFD200Zone: |rNagrand|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3689,0,-1,2,26749
|cFFFFD200Vendor: |rDeynna|n|cFFFFD200Zone: |rSilvermoon City|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rMathar G'ochar|n|cFFFFD200Zone: |rNagrand|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3690,0,0,2,26750
|cFFFFD200Vendor: |rAinderu Summerleaf|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rNasmara Moonsong|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r4|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3691,0,-1,2,26751
|cFFFFD200Vendor: |rGidge Spellweaver|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rLalla Brightweave|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3692,0,-1,2,26752
|cFFFFD200Vendor: |rGidge Spellweaver|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rLalla Brightweave|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3693,0,-1,2,26753
|cFFFFD200Vendor: |rGidge Spellweaver|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rLalla Brightweave|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3694,0,-1,2,26754
|cFFFFD200Vendor: |rGidge Spellweaver|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rLalla Brightweave|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3695,0,-1,2,26755
|cFFFFD200Vendor: |rAndrion Darkspinner|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rLinna Bruder|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3696,0,-1,2,26756
|cFFFFD200Vendor: |rAndrion Darkspinner|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rLinna Bruder|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3697,0,-1,2,26757
|cFFFFD200Vendor: |rAndrion Darkspinner|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rLinna Bruder|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3698,0,-1,2,26758
|cFFFFD200Vendor: |rAndrion Darkspinner|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rLinna Bruder|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3699,0,-1,2,26759
|cFFFFD200Vendor: |rAinderu Summerleaf|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rNasmara Moonsong|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3700,0,-1,2,26760
|cFFFFD200Vendor: |rAinderu Summerleaf|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rNasmara Moonsong|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3701,0,-1,2,26761
|cFFFFD200Vendor: |rAinderu Summerleaf|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rNasmara Moonsong|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3702,0,-1,2,26762
|cFFFFD200Vendor: |rAinderu Summerleaf|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rNasmara Moonsong|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r6|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,3703,0,-1,2,26763
|cFFFFD200Profession Trainer: |rOutland Tailoring (10)|n|cFFFFD200Cost: |r30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,3704,0,-1,3,26764
|cFFFFD200Profession Trainer: |rOutland Tailoring (10)|n|cFFFFD200Cost: |r30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,3705,0,-1,3,26765
|cFFFFD200Profession Trainer: |rOutland Tailoring (20)|n|cFFFFD200Cost: |r75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,3706,0,-1,3,26770
|cFFFFD200Profession Trainer: |rOutland Tailoring (25)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,3707,0,-1,3,26771
|cFFFFD200Profession Trainer: |rOutland Tailoring (35)|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,3708,0,-1,3,26772
