ID,ModelFileID,Flags,Animscale,Pushscale,Size_variation_min,Size_variation_max,Rotation_variation_min,Rotation_variation_max,TerrainColorGradingRampID
686,218878,1,1,1,0.67,1.33,0,360,0
687,219186,1,1,1,0.67,1.33,0,360,0
688,219187,0,1,1,0.67,1.33,0,360,0
689,219187,0,1,1,0.67,1.33,0,360,0
690,219190,0,1,1,0.67,1.33,0,360,0
691,219192,0,1,1,0.67,1.33,0,360,0
692,219185,0,1,1,0.67,1.33,0,360,0
693,219193,0,1,1,0.67,1.33,0,360,0
694,219194,1,1,1,0.67,1.33,0,360,0
695,219195,1,1,1,0.67,1.33,0,360,0
696,219188,0,1,1,0.67,1.33,0,360,0
697,219191,0,1,1,0.67,1.33,0,360,0
698,218689,1,1,1,0.67,1.33,0,360,0
699,218690,1,1,1,0.67,1.33,0,360,0
700,218691,1,0,0,0.67,1.33,0,360,0
701,218692,1,1,1,0.67,1.33,0,360,0
702,218693,1,1,1,0.67,1.33,0,360,0
703,218694,1,1,1,0.67,1.33,0,360,0
704,218695,1,1,1,0.67,1.33,0,360,0
705,218697,1,1,1,0.67,1.33,0,360,0
707,218696,1,1,1,0.67,1.33,0,360,0
708,218919,0,1,1,0.67,1.33,0,360,0
709,306986,1,1,1,0.67,1.33,0,360,0
710,306987,1,1,1,0.67,1.33,0,360,0
711,307024,1,1,1,0.67,1.33,0,360,0
712,307743,1,1,1,0.67,1.33,0,360,0
713,307744,1,1,1,0.67,1.33,0,360,0
714,307745,1,1,1,0.67,1.33,0,360,0
715,307773,1,1,1,0.67,1.33,0,360,0
716,314873,1,1,1,0.67,1.33,0,360,0
717,314875,1,1,1,0.67,1.33,0,360,0
718,314875,1,1,0.6,0.67,1.33,0,360,0
719,314954,1,1,0.3,0.67,1.33,0,360,0
720,314951,0,1,1,0.67,1.33,0,360,0
721,315432,1,1,1,0.67,1.33,0,360,0
722,316202,0,1,1,0.67,1.33,0,360,0
723,316203,0,1,1,0.67,1.33,0,360,0
724,316204,0,1,1,0.67,1.33,0,360,0
725,316205,0,1,1,0.67,1.33,0,360,0
726,316206,0,1,1,0.67,1.33,0,360,0
727,316207,0,1,1,0.67,1.33,0,360,0
728,316208,0,1,1,0.67,1.33,0,360,0
729,316209,0,1,1,0.67,1.33,0,360,0
730,316210,0,1,1,0.67,1.33,0,360,0
731,316211,1,1,1,0.67,1.33,0,360,0
732,321744,0,1,1,0.67,1.33,0,360,0
733,321745,0,1,1,0.67,1.33,0,360,0
734,321746,0,1,1,0.67,1.33,0,360,0
735,322145,0,1,1,0.67,1.33,0,360,0
736,322146,0,1,1,0.67,1.33,0,360,0
737,322147,0,1,1,0.67,1.33,0,360,0
738,322151,0,0,0,0.67,1.33,0,360,0
739,322152,0,0,0,0.67,1.33,0,360,0
740,322150,0,1,1,0.67,1.33,0,360,0
741,332050,1,1,1,0.67,1.33,0,360,0
742,332051,1,1,1,0.67,1.33,0,360,0
743,332052,0,1,1,0.67,1.33,0,360,0
744,332053,0,1,1,0.67,1.33,0,360,0
745,332054,0,1,1,0.67,1.33,0,360,0
746,332055,0,1,1,0.67,1.33,0,360,0
747,332056,0,1,1,0.67,1.33,0,360,0
748,331303,3,1,1,0.67,1.33,0,360,0
749,331304,3,1,1,0.67,1.33,0,360,0
750,331306,3,0,0,0.67,1.33,0,360,0
751,331307,3,0,0,0.67,1.33,0,360,0
752,331308,0,1,1,0.67,1.33,0,360,0
753,331309,0,1,1,0.67,1.33,0,360,0
754,331310,0,1,1,0.67,1.33,0,360,0
755,331311,3,1,1,0.67,1.33,0,360,0
756,331312,3,1,1,0.67,1.33,0,360,0
757,331313,3,1,1,0.67,1.33,0,360,0
758,331314,1,0,0,0.67,1.33,0,360,0
759,331315,1,0,0,0.67,1.33,0,360,0
760,335336,0,1,1,0.67,1.33,0,360,0
761,335337,0,1,1,0.67,1.33,0,360,0
762,218749,0,1,1,0.67,1.33,0,360,0
763,344371,1,1,1,0.67,1.33,0,360,0
764,344371,1,1,1,0.67,1.33,0,360,0
765,344371,0,1,1,0.67,1.33,0,360,0
766,322148,0,1,1,0.67,1.33,0,360,0
767,322149,0,1,1,0.67,1.33,0,360,0
768,347003,0,1,1,0.67,1.33,0,360,0
769,347004,0,1,1,0.67,1.33,0,360,0
770,347006,0,1,1,0.67,1.33,0,360,0
771,363284,0,1,1,0.67,1.33,0,360,0
772,363285,0,1,1,0.67,1.33,0,360,0
773,363286,0,1,1,0.67,1.33,0,360,0
774,363278,0,1,1,0.67,1.33,0,360,0
775,363279,0,1,1,0.67,1.33,0,360,0
776,363280,0,1,1,0.67,1.33,0,360,0
777,363281,0,1,1,0.67,1.33,0,360,0
778,363282,0,1,1,0.67,1.33,0,360,0
779,364652,1,1,1,0.67,1.33,0,360,0
780,364653,1,1,1,0.67,1.33,0,360,0
781,364654,1,1,1,0.67,1.33,0,360,0
782,364655,1,0,0,0.67,1.33,0,360,0
783,364656,1,0,0,0.67,1.33,0,360,0
784,364659,1,1,1,0.67,1.33,0,360,0
785,364660,1,1,1,0.67,1.33,0,360,0
786,363639,1,1,1,0.67,1.33,0,360,0
787,364973,1,1,1,0.67,1.33,0,360,0
788,364974,1,1,1,0.67,1.33,0,360,0
789,364975,1,1,1,0.67,1.33,0,360,0
790,364976,1,1,1,0.67,1.33,0,360,0
791,364977,1,1,1,0.67,1.33,0,360,0
792,364978,0,0,0,0.67,1.33,0,360,0
793,364979,0,0,0,0.67,1.33,0,360,0
794,364980,0,0,0,0.67,1.33,0,360,0
795,367885,1,1,1,0.67,1.33,0,360,0
796,367884,1,1,1,0.67,1.33,0,360,0
797,367883,1,1,1,0.67,1.33,0,360,0
798,367886,1,1,1,0.67,1.33,0,360,0
799,368382,0,1,1,0.67,1.33,0,360,0
800,368383,0,1,1,0.67,1.33,0,360,0
801,368384,0,1,1,0.67,1.33,0,360,0
802,368385,0,1,1,0.67,1.33,0,360,0
803,369379,1,1,1,0.67,1.33,0,360,0
804,369380,1,1,1,0.67,1.33,0,360,0
805,369381,1,1,1,0.67,1.33,0,360,0
806,369382,1,1,1,0.67,1.33,0,360,0
807,369383,1,1,1,0.67,1.33,0,360,0
808,369068,1,1,1,0.67,1.33,0,360,0
809,369069,1,1,1,0.67,1.33,0,360,0
810,369070,1,1,1,0.67,1.33,0,360,0
811,369071,1,1,1,0.67,1.33,0,360,0
812,369072,1,1,1,0.67,1.33,0,360,0
813,385331,3,1,1,0.67,1.33,0,360,0
814,385332,3,1,1,0.67,1.33,0,360,0
815,385333,3,1,1,0.67,1.33,0,360,0
816,385069,3,1,1,0.67,1.33,0,360,0
817,385070,1,1,1,0.67,1.33,0,360,0
818,385334,0,1,0.5,0.67,1.33,0,360,0
819,385335,0,1,0.5,0.67,1.33,0,360,0
820,385336,0,1,0.5,0.67,1.33,0,360,0
821,385071,1,1,1,0.67,1.33,0,360,0
822,385072,1,1,1,0.67,1.33,0,360,0
823,386265,3,1,1,0.67,1.33,0,360,0
824,386266,3,1,1,0.67,1.33,0,360,0
825,386267,3,1,1,0.67,1.33,0,360,0
826,386013,1,1,1,0.67,1.33,0,360,0
827,384703,0,1,1,0.67,1.33,0,360,0
828,384704,0,1,1,0.67,1.33,0,360,0
829,384705,0,1,1,0.67,1.33,0,360,0
830,363642,0,1,1,0.67,1.33,0,360,0
831,219025,1,1,1,0.67,1.33,0,360,0
832,404181,1,1,1,0.67,1.33,0,360,0
833,404182,1,1,1,0.67,1.33,0,360,0
834,404183,1,1,1,0.67,1.33,0,360,0
835,413498,0,1,1,0.67,1.33,0,360,0
836,413498,0,1,1,0.67,1.33,0,360,0
837,370779,1,0,0,0.67,1.33,0,360,0
838,370780,1,0,0,0.67,1.33,0,360,0
839,370781,1,0,0,0.67,1.33,0,360,0
840,412429,1,0,0,0.67,1.33,0,360,0
841,412430,1,0,0,0.67,1.33,0,360,0
842,364657,1,0,0,0.67,1.33,0,360,0
843,364658,1,0,0,0.67,1.33,0,360,0
844,426351,0,1,1,0.67,1.33,0,360,0
845,514280,0,0,0,0.67,1.33,0,360,0
846,514282,0,0,0,0.67,1.33,0,360,0
847,514284,0,0,0,0.67,1.33,0,360,0
848,514286,0,0,0,0.67,1.33,0,360,0
849,514288,0,0,0,0.67,1.33,0,360,0
850,514290,0,0,0,0.67,1.33,0,360,0
851,514292,0,0,0,0.67,1.33,0,360,0
852,514294,0,0,0,0.67,1.33,0,360,0
853,514296,0,0,0,0.67,1.33,0,360,0
854,514298,0,0,0,0.67,1.33,0,360,0
855,516404,0,1,1,0.67,1.33,0,360,0
856,516404,0,1,1,0.67,1.33,0,360,0
857,516406,0,1,1,0.67,1.33,0,360,0
858,516408,0,1,1,0.67,1.33,0,360,0
859,516410,1,1,1,0.67,1.33,0,360,0
860,516412,0,1,1,0.67,1.33,0,360,0
861,516414,0,0,0,0.67,1.33,0,360,0
862,516416,0,0,0,0.67,1.33,0,360,0
863,524494,0,1,1,0.67,1.33,0,360,0
864,524496,0,1,1,0.67,1.33,0,360,0
865,524498,0,1,1,0.67,1.33,0,360,0
866,524500,0,1,1,0.67,1.33,0,360,0
867,524502,0,1,1,0.67,1.33,0,360,0
868,524504,0,1,1,0.67,1.33,0,360,0
869,524506,0,1,1,0.67,1.33,0,360,0
870,524508,0,1,1,0.67,1.33,0,360,0
871,524510,0,1,1,0.67,1.33,0,360,0
872,524512,0,1,1,0.67,1.33,0,360,0
873,524514,0,0,0,0.67,1.33,0,360,0
874,524516,0,0,0,0.67,1.33,0,360,0
875,524518,0,1,1,0.67,1.33,0,360,0
876,524520,0,1,1,0.67,1.33,0,360,0
877,524522,0,1,1,0.67,1.33,0,360,0
878,529072,0,1,1,0.67,1.33,0,360,0
879,529074,0,1,1,0.67,1.33,0,360,0
880,529076,0,1,1,0.67,1.33,0,360,0
881,529072,0,1,1,0.67,1.33,0,360,0
882,530894,0,1,1,0.67,1.33,0,360,0
883,530896,0,1,1,0.67,1.33,0,360,0
884,530898,0,1,1,0.67,1.33,0,360,0
885,530901,0,1,1,0.67,1.33,0,360,0
886,530903,0,1,1,0.67,1.33,0,360,0
887,530905,0,1,1,0.67,1.33,0,360,0
888,530908,1,1,1,0.67,1.33,0,360,0
889,530910,1,1,1,0.67,1.33,0,360,0
890,530910,1,1,1,0.67,1.33,0,360,0
891,530912,1,1,1,0.67,1.33,0,360,0
892,530912,1,1,1,0.67,1.33,0,360,0
893,530914,1,1,1,0.67,1.33,0,360,0
894,530947,1,1,1,0.67,1.33,0,360,0
895,530951,1,1,1,0.67,1.33,0,360,0
896,530949,1,1,1,0.67,1.33,0,360,0
897,530953,1,1,1,0.67,1.33,0,360,0
898,530917,0,1,1,0.67,1.33,0,360,0
899,530919,0,1,1,0.67,1.33,0,360,0
900,530921,0,1,1,0.67,1.33,0,360,0
901,530923,0,1,1,0.67,1.33,0,360,0
902,530015,0,1,1,0.67,1.33,0,360,0
903,530017,0,1,1,0.67,1.33,0,360,0
904,530019,0,1,1,0.67,1.33,0,360,0
905,531112,0,1,1,0.67,1.33,0,360,0
906,531114,0,1,1,0.67,1.33,0,360,0
907,531116,0,1,1,0.67,1.33,0,360,0
908,531118,0,1,1,0.67,1.33,0,360,0
909,531120,0,1,1,0.67,1.33,0,360,0
910,531122,0,1,1,0.67,1.33,0,360,0
911,531124,0,1,1,0.67,1.33,0,360,0
912,531291,0,1,1,0.67,1.33,0,360,0
913,531293,0,1,1,0.67,1.33,0,360,0
914,531295,0,1,1,0.67,1.33,0,360,0
915,531297,0,1,1,0.67,1.33,0,360,0
916,533210,0,1,1,0.67,1.33,0,360,0
917,533212,0,1,1,0.67,1.33,0,360,0
918,533214,0,1,1,0.67,1.33,0,360,0
919,533216,0,1,1,0.67,1.33,0,360,0
920,533218,0,1,1,0.67,1.33,0,360,0
921,533220,0,1,1,0.67,1.33,0,360,0
922,533222,0,1,1,0.67,1.33,0,360,0
923,533224,0,1,1,0.67,1.33,0,360,0
924,533226,0,1,1,0.67,1.33,0,360,0
925,533228,0,1,1,0.67,1.33,0,360,0
926,533230,0,1,1,0.67,1.33,0,360,0
927,533232,0,0,0,0.67,1.33,0,360,0
928,533234,0,1,1,0.67,1.33,0,360,0
929,534747,0,1,1,0.67,1.33,0,360,0
930,534749,0,1,1,0.67,1.33,0,360,0
931,534751,0,1,1,0.67,1.33,0,360,0
932,534755,0,1,1,0.67,1.33,0,360,0
933,534755,0,1,1,0.67,1.33,0,360,0
934,534753,0,1,1,0.67,1.33,0,360,0
935,538522,0,1,1,0.67,1.33,0,360,0
936,538524,0,1,1,0.67,1.33,0,360,0
937,538526,0,1,1,0.67,1.33,0,360,0
938,538528,0,1,1,0.67,1.33,0,360,0
939,538530,0,1,1,0.67,1.33,0,360,0
940,574869,0,1,1,0.67,1.33,0,360,0
941,574871,2,1,1,0.67,1.33,0,360,0
942,574873,0,1,1,0.67,1.33,0,360,0
943,574875,0,1,1,0.67,1.33,0,360,0
944,574877,0,1,1,0.67,1.33,0,360,0
945,574879,0,1,1,0.67,1.33,0,360,0
946,574881,0,1,1,0.67,1.33,0,360,0
947,574883,0,1,1,0.67,1.33,0,360,0
948,574885,0,1,1,0.67,1.33,0,360,0
949,575735,0,1,1,0.67,1.33,0,360,0
950,575737,0,1,1,0.67,1.33,0,360,0
951,575739,0,1,1,0.67,1.33,0,360,0
952,575741,0,1,1,0.67,1.33,0,360,0
953,576163,0,1,1,0.67,1.33,0,360,0
954,576165,0,1,1,0.67,1.33,0,360,0
955,576167,0,1,1,0.67,1.33,0,360,0
956,576169,0,1,1,0.67,1.33,0,360,0
957,576171,0,1,1,0.67,1.33,0,360,0
958,576173,0,1,1,0.67,1.33,0,360,0
959,576175,0,1,1,0.67,1.33,0,360,0
960,576178,0,1,1,0.67,1.33,0,360,0
961,576180,0,1,1,0.67,1.33,0,360,0
962,576182,0,1,1,0.67,1.33,0,360,0
963,576184,0,1,1,0.67,1.33,0,360,0
964,576186,0,1,1,0.67,1.33,0,360,0
965,576188,0,1,1,0.67,1.33,0,360,0
966,576190,0,1,1,0.67,1.33,0,360,0
967,577520,0,1,1,0.67,1.33,0,360,0
968,577522,0,1,1,0.67,1.33,0,360,0
969,577524,0,1,1,0.67,1.33,0,360,0
970,577526,0,1,1,0.67,1.33,0,360,0
971,577526,0,1,1,0.67,1.33,0,360,0
972,579460,0,1,1,0.67,1.33,0,360,0
973,579462,0,1,1,0.67,1.33,0,360,0
974,579512,0,1,1,0.67,1.33,0,360,0
975,586142,0,1,1,0.67,1.33,0,360,0
976,531589,0,1,1,0.67,1.33,0,360,0
977,531591,0,1,1,0.67,1.33,0,360,0
978,576539,0,1,1,0.67,1.33,0,360,0
979,576541,0,1,1,0.67,1.33,0,360,0
980,576543,0,1,1,0.67,1.33,0,360,0
981,576545,0,1,1,0.67,1.33,0,360,0
982,576547,0,1,1,0.67,1.33,0,360,0
983,576549,0,1,1,0.67,1.33,0,360,0
984,576551,0,1,1,0.67,1.33,0,360,0
986,590719,2,1,1,0.67,1.33,0,360,0
987,590721,2,1,1,0.67,1.33,0,360,0
988,590723,2,1,1,0.67,1.33,0,360,0
989,590725,2,1,1,0.67,1.33,0,360,0
990,591692,1,0,0,0.67,1.33,0,360,0
991,591690,1,0,0,0.67,1.33,0,360,0
992,591694,1,0,0,0.67,1.33,0,360,0
993,591696,1,0,0,0.67,1.33,0,360,0
994,591698,1,0,0,0.67,1.33,0,360,0
995,591703,1,0,0,0.67,1.33,0,360,0
996,591949,1,0,0,0.67,1.33,0,360,0
997,591951,3,0,0,0.67,1.33,0,360,0
998,591953,1,0,0,0.67,1.33,0,360,0
999,591955,1,0,0,0.67,1.33,0,360,0
1000,591957,3,0,0,0.67,1.33,0,360,0
1001,591959,1,0,0,0.67,1.33,0,360,0
1034,603393,2,1,1,0.67,1.33,0,360,0
1049,604842,0,1,1,0.67,1.33,0,360,0
1050,604844,0,1,1,0.67,1.33,0,360,0
1051,604846,0,1,1,0.67,1.33,0,360,0
1052,605644,0,1,1,0.67,1.33,0,360,0
1053,605646,0,1,1,0.67,1.33,0,360,0
1055,607310,0,1,1,0.67,1.33,0,360,0
1056,607312,0,1,1,0.67,1.33,0,360,0
1057,607314,0,1,1,0.67,1.33,0,360,0
1078,658556,1,0,0,0.67,1.33,0,360,0
1079,658558,1,0,0,0.67,1.33,0,360,0
1080,658560,2,1,1,0.67,1.33,0,360,0
1081,658562,0,1,1,0.67,1.33,0,360,0
1082,658564,0,1,1,0.67,1.33,0,360,0
1083,658566,0,1,1,0.67,1.33,0,360,0
1084,658568,0,1,1,0.67,1.33,0,360,0
1085,658570,1,1,1,0.67,1.33,0,360,0
1086,658572,1,1,1,0.67,1.33,0,360,0
1087,658574,1,1,1,0.67,1.33,0,360,0
1088,658576,0,1,1,0.67,1.33,0,360,0
1089,658578,0,1,1,0.67,1.33,0,360,0
1090,658580,0,1,1,0.67,1.33,0,360,0
1091,658582,0,0,0,0.67,1.33,0,360,0
1092,658584,0,0,0,0.67,1.33,0,360,0
1093,658586,1,0,0,0.67,1.33,0,360,0
1094,658588,1,0,0,0.67,1.33,0,360,0
1095,658590,0,0,0,0.67,1.33,0,360,0
1096,658592,0,0,0,0.67,1.33,0,360,0
1111,666713,0,1,1,0.67,1.33,0,360,0
1112,666715,0,1,1,0.67,1.33,0,360,0
1113,666717,3,0,0,0.67,1.33,0,360,0
1114,666719,3,0,0,0.67,1.33,0,360,0
1119,768683,0,1,1,0.67,1.33,0,360,0
1120,772723,0,1,1,0.67,1.33,0,360,0
1122,774346,0,0,0,0.67,1.33,0,360,0
1123,774348,0,0,0,0.67,1.33,0,360,0
1124,774350,0,0,0,0.67,1.33,0,360,0
1125,774352,1,0,0,0.67,1.33,0,360,0
1137,791684,0,1,1,0.67,1.33,0,360,0
1138,791686,0,1,1,0.67,1.33,0,360,0
1158,839919,0,1,1,0.67,1.33,0,360,0
1159,839921,0,1,1,0.67,1.33,0,360,0
1160,839923,0,1,1,0.67,1.33,0,360,0
1161,840017,0,1,1,0.67,1.33,0,360,0
1162,840019,0,1,1,0.67,1.33,0,360,0
1163,840311,0,1,1,0.67,1.33,0,360,0
1164,840309,0,1,1,0.67,1.33,0,360,0
1165,840219,0,1,1,0.67,1.33,0,360,0
1168,840345,0,1,1,0.67,1.33,0,360,0
1186,875070,1,0,0,0.67,1.33,0,360,0
1187,875072,1,0,0,0.67,1.33,0,360,0
1188,875074,1,0,0,0.67,1.33,0,360,0
1189,875076,1,0,0,0.67,1.33,0,360,0
1190,875078,1,0,0,0.67,1.33,0,360,0
1191,875080,1,0,0,0.67,1.33,0,360,0
1192,875082,1,0,0,0.67,1.33,0,360,0
1193,875084,1,0,0,0.67,1.33,0,360,0
1194,875086,1,0,0,0.67,1.33,0,360,0
1195,875088,0,1,1,0.67,1.33,0,360,0
1196,875090,0,1,1,0.67,1.33,0,360,0
1197,875092,1,0,0,0.67,1.33,0,360,0
1198,875094,1,0,0,0.67,1.33,0,360,0
1199,875096,1,0,0,0.67,1.33,0,360,0
1200,875098,1,1,1,0.67,1.33,0,360,0
1201,875100,1,1,1,0.67,1.33,0,360,0
1204,875954,0,1,1,0.67,1.33,0,360,0
1206,875956,0,1,1,0.67,1.33,0,360,0
1207,875958,0,1,1,0.67,1.33,0,360,0
1208,875960,0,1,1,0.67,1.33,0,360,0
1209,875962,0,1,1,0.67,1.33,0,360,0
1210,875964,0,1,1,0.67,1.33,0,360,0
1211,875966,0,1,1,0.67,1.33,0,360,0
1215,878117,1,1,1,0.67,1.33,0,360,0
1216,878119,1,0,0,0.67,1.33,0,360,0
1217,878121,1,0,0,0.67,1.33,0,360,0
1218,878123,0,1,1,0.67,1.33,0,360,0
1219,878145,0,1,1,0.67,1.33,0,360,0
1220,878125,0,1,1,0.67,1.33,0,360,0
1221,878127,3,1,1,0.67,1.33,0,360,0
1222,878129,3,0,0,0.67,1.33,0,360,0
1223,878131,1,0,0,0.67,1.33,0,360,0
1224,878133,0,0,0,0.67,1.33,0,360,0
1225,878135,0,1,1,0.67,1.33,0,360,0
1226,878137,0,1,1,0.67,1.33,0,360,0
1227,878139,0,1,1,0.67,1.33,0,360,0
1228,878141,0,1,1,0.67,1.33,0,360,0
1229,878153,0,1,1,0.67,1.33,0,360,0
1230,878155,0,1,1,0.67,1.33,0,360,0
1235,219124,0,0,0,0.67,1.33,0,360,0
1236,219125,0,1,1,0.67,1.33,0,360,0
1242,879958,0,1,1,0.67,1.33,0,360,0
1245,900291,0,1,1,0.67,1.33,0,360,0
1246,900293,0,1,1,0.67,1.33,0,360,0
1247,900295,0,1,1,0.67,1.33,0,360,0
1248,900289,0,1,1,0.67,1.33,0,360,0
1249,900297,0,1,1,0.67,1.33,0,360,0
1250,900299,1,1,1,0.67,1.33,0,360,0
1255,915292,0,1,1,0.67,1.33,0,360,0
1256,915294,0,1,1,0.67,1.33,0,360,0
1257,915296,0,1,1,0.67,1.33,0,360,0
1258,915298,0,1,1,0.67,1.33,0,360,0
1267,917014,1,1,1,0.67,1.33,0,360,0
1268,917016,0,1,1,0.67,1.33,0,360,0
1270,918414,0,1,0.4,0.67,1.33,0,360,0
1271,918416,0,1,1,0.67,1.33,0,360,0
1274,918852,0,1,1,0.67,1.33,0,360,0
1277,920783,0,1,1,0.67,1.33,0,360,0
1278,920785,0,1,1,0.67,1.33,0,360,0
1281,921409,0,1,1,0.67,1.33,0,360,0
1282,921407,0,1,1,0.67,1.33,0,360,0
1283,921403,0,1,1,0.67,1.33,0,360,0
1284,921405,0,1,0.4,0.67,1.33,0,360,0
1287,925515,1,0,0,0.67,1.33,0,360,0
1288,925517,1,0,0,0.67,1.33,0,360,0
1289,925519,1,0,0,0.67,1.33,0,360,0
1290,925521,1,0,0,0.67,1.33,0,360,0
1294,937997,0,1,1,0.67,1.33,0,360,0
1295,937999,1,1,1,0.67,1.33,0,360,0
1296,938001,0,1,1,0.67,1.33,0,360,0
1297,938003,0,1,1,0.67,1.33,0,360,0
1298,938005,1,1,1,0.67,1.33,0,360,0
1299,938007,1,0,0.5,0.67,1.33,0,360,0
1300,938009,1,0,0.5,0.67,1.33,0,360,0
1301,938011,0,0,0,0.67,1.33,0,360,0
1302,938013,0,0,0,0.67,1.33,0,360,0
1303,938015,0,1,2,0.67,1.33,0,360,0
1304,938138,0,0,0,0.67,1.33,0,360,0
1306,939044,0,1,1,0.67,1.33,0,360,0
1307,939046,0,1,1,0.67,1.33,0,360,0
1308,939048,1,0,0,0.67,1.33,0,360,0
1309,939050,1,0,0,0.67,1.33,0,360,0
1310,939052,1,0,0,0.67,1.33,0,360,0
1311,939054,1,0,0,0.67,1.33,0,360,0
1312,939056,0,1,1,0.67,1.33,0,360,0
1313,939058,0,1,1,0.67,1.33,0,360,0
1314,939060,0,1,1,0.67,1.33,0,360,0
1315,939062,0,1,1,0.67,1.33,0,360,0
1318,940787,0,1,1,0.67,1.33,0,360,0
1319,940789,0,1,1,0.67,1.33,0,360,0
1320,940791,0,1,1,0.67,1.33,0,360,0
1321,940793,0,1,1,0.67,1.33,0,360,0
1322,940795,0,4,4,0.67,1.33,0,360,0
1323,940797,0,2.5,2.5,0.67,1.33,0,360,0
1324,940783,1,1,1,0.67,1.33,0,360,0
1325,940785,0,1,1,0.67,1.33,0,360,0
1328,942276,0,1,1,0.67,1.33,0,360,0
1329,942278,0,1,1,0.67,1.33,0,360,0
1330,942280,0,1,1,0.67,1.33,0,360,0
1331,942198,0,1,1,0.67,1.33,0,360,0
1332,942287,1,0,0,0.67,1.33,0,360,0
1333,875094,0,0,0,0.67,1.33,0,360,0
1334,942291,0,0,0,0.67,1.33,0,360,0
1335,942289,1,0,0,0.67,1.33,0,360,0
1336,942293,0,0,0,0.67,1.33,0,360,0
1337,942283,0,1,1,0.67,1.33,0,360,0
1338,942285,0,1,1,0.67,1.33,0,360,0
1341,943589,1,0,0,0.67,1.33,0,360,0
1342,943590,1,0,0,0.67,1.33,0,360,0
1343,943592,1,0,0,0.67,1.33,0,360,0
1346,942938,0,1,1,0.67,1.33,0,360,0
1347,942940,0,1,1,0.67,1.33,0,360,0
1348,942942,0,1,1,0.67,1.33,0,360,0
1349,942944,0,1,1,0.67,1.33,0,360,0
1350,942946,0,1,1,0.67,1.33,0,360,0
1351,942948,0,1,1,0.67,1.33,0,360,0
1354,950153,0,2,2,0.67,1.33,0,360,0
1355,950155,0,2,2,0.67,1.33,0,360,0
1356,950145,0,1,1,0.67,1.33,0,360,0
1357,950147,0,1,1,0.67,1.33,0,360,0
1358,950149,0,1,1,0.67,1.33,0,360,0
1359,950151,0,1,1,0.67,1.33,0,360,0
1360,950143,0,1,1,0.67,1.33,0,360,0
1361,950819,0,1.5,1,0.67,1.33,0,360,0
1362,950821,0,1.5,1,0.67,1.33,0,360,0
1363,950823,0,0.5,1,0.67,1.33,0,360,0
1364,950825,0,1.5,1,0.67,1.33,0,360,0
1365,950829,0,0.75,0.3,0.67,1.33,0,360,0
1366,950813,2,1,1,0.67,1.33,0,360,0
1367,950815,2,1,1,0.67,1.33,0,360,0
1368,950817,0,1,1,0.67,1.33,0,360,0
1369,950827,0,1,1,0.67,1.33,0,360,0
1374,950807,0,0,0,0.67,1.33,0,360,0
1375,950809,0,0,0,0.67,1.33,0,360,0
1376,950811,1,0,0,0.67,1.33,0,360,0
1381,961928,0,1,1,0.67,1.33,0,360,0
1382,961930,0,2,2,0.67,1.33,0,360,0
1383,961932,0,2,2,0.67,1.33,0,360,0
1384,961934,0,2,2,0.67,1.33,0,360,0
1385,961936,0,1,1,0.67,1.33,0,360,0
1386,961938,0,1,1,0.67,1.33,0,360,0
1387,961940,0,1,1,0.67,1.33,0,360,0
1388,961942,0,1,1,0.67,1.33,0,360,0
1389,961944,0,4,4,0.67,1.33,0,360,0
1390,961946,0,3,3,0.67,1.33,0,360,0
1391,961948,0,2,2,0.67,1.33,0,360,0
1392,961973,0,4,4,0.67,1.33,0,360,0
1393,961950,0,1,1,0.67,1.33,0,360,0
1394,961952,0,1,1,0.67,1.33,0,360,0
1395,961954,0,2,2,0.67,1.33,0,360,0
1400,967916,0,1,1,0.67,1.33,0,360,0
1401,967918,0,1,1,0.67,1.33,0,360,0
1402,967920,0,1,1,0.67,1.33,0,360,0
1403,967922,0,1,1,0.67,1.33,0,360,0
1405,968813,0,1.5,1,0.67,1.33,0,360,0
1406,968815,0,0.5,1,0.67,1.33,0,360,0
1407,971192,0,1,1,0.67,1.33,0,360,0
1408,971194,0,1,1,0.67,1.33,0,360,0
1409,971196,0,1,1,0.67,1.33,0,360,0
1410,971198,0,1,1,0.67,1.33,0,360,0
1411,971200,0,1,1,0.67,1.33,0,360,0
1412,971202,0,1,1,0.67,1.33,0,360,0
1413,363640,0,1,1,0.67,1.33,0,360,0
1414,975852,0,1,1,0.67,1.33,0,360,0
1415,975854,0,1,1,0.67,1.33,0,360,0
1416,975856,0,1,1,0.67,1.33,0,360,0
1419,977021,0,1,0.5,0.67,1.33,0,360,0
1420,977023,0,1,1,0.67,1.33,0,360,0
1421,977025,0,1,1,0.67,1.33,0,360,0
1422,977027,1,1,0,0.67,1.33,0,360,0
1423,977029,0,1,1,0.67,1.33,0,360,0
1424,978255,0,1,1,0.67,1.33,0,360,0
1427,982563,0,1,1,0.67,1.33,0,360,0
1428,982566,0,1,1,0.67,1.33,0,360,0
1429,982568,0,1,1,0.67,1.33,0,360,0
1430,982569,0,1,1,0.67,1.33,0,360,0
1431,983350,1,1,1,0.67,1.33,0,360,0
1432,983253,0,1,1,0.67,1.33,0,360,0
1433,983251,0,1,1,0.67,1.33,0,360,0
1434,984284,0,1,1,0.67,1.33,0,360,0
1435,984285,0,1,1,0.67,1.33,0,360,0
1436,984287,0,1,1,0.67,1.33,0,360,0
1437,984290,0,1,1,0.67,1.33,0,360,0
