Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
Reach 150 skill in Enchanting for the first time.,Journeyman Enchanter,Earn 1 Legacy Point.,64002,-1,-1,0,15589,0,0,268567552,2,136244,0,234102,0,0,0,0
Reach 225 skill in Enchanting for the first time.,Expert Enchanter,Earn 1 Legacy Point.,64003,-1,-1,0,15589,0,0,268567552,3,136244,0,234104,0,0,0,0
Reach 300 skill in Enchanting for the first time.,Artisan Enchanter,Earn 1 Legacy Point.,64004,-1,-1,0,15589,0,0,268567552,5,136244,0,234106,0,0,0,0
Reach 150 skill in Engineering for the first time.,Journeyman Engineer,Earn 1 Legacy Point.,64005,-1,-1,0,15590,0,0,268567552,1,136243,0,234108,0,0,0,0
Reach 225 skill in Engineering for the first time.,Expert Engineer,Earn 1 Legacy Point.,64006,-1,-1,0,15590,0,0,268567552,4,136243,0,234110,0,0,0,0
Reach 300 skill in Engineering for the first time.,Artisan Engineer,Earn 1 Legacy Point.,64007,-1,-1,0,15590,0,0,268567552,5,136243,0,234112,0,0,0,0
Reach 150 skill in Leatherworking for the first time.,Journeyman Leatherworker,Earn 1 Legacy Point.,64008,-1,-1,0,15591,0,0,268567552,2,136247,0,234114,0,0,0,0
Reach 225 skill in Leatherworking for the first time.,Expert Leatherworker,Earn 1 Legacy Point.,64009,-1,-1,0,15591,0,0,268567552,3,136247,0,234116,0,0,0,0
Reach 300 skill in Leatherworking for the first time.,Artisan Leatherworker,Earn 1 Legacy Point.,64010,-1,-1,0,15591,0,0,268567552,5,136247,0,234118,0,0,0,0
Reach 150 skill in Tailoring for the first time.,Journeyman Tailor,Earn 1 Legacy Point.,64011,-1,-1,0,15592,0,0,268567552,2,136249,0,234120,0,0,0,0
Reach 225 skill in Tailoring for the first time.,Expert Tailor,Earn 1 Legacy Point.,64012,-1,-1,0,15592,0,0,268567552,3,136249,0,234122,0,0,0,0
Reach 300 skill in Tailoring for the first time.,Artisan Tailor,Earn 1 Legacy Point.,64013,-1,-1,0,15592,0,0,268567552,5,136249,0,234124,0,0,0,0
"Complete the questline beginning with An Earnest Proposition, and ending with Saving the Best for Last.",Lord Valthalak Laid to Rest,Earn 1 Legacy Point.,64014,-1,-1,0,15596,0,0,268567552,1,1002601,0,234126,0,0,0,0
Have a character with the Explore Azeroth achievement.,Explorer,Earn 1 Legacy Point.,64015,-1,-1,0,15596,0,0,268567552,3,237387,0,234128,0,0,0,0
Complete the following dungeons.,Novice Spelunker,Earn 1 Legacy Point.,64016,-1,-1,0,15593,0,0,268567552,2,4504543,0,234130,0,0,0,0
Complete the following dungeons.,Experienced Spelunker,Earn 1 Legacy Point.,64017,-1,-1,0,15593,0,0,268567552,3,236695,0,234137,0,0,0,0
Complete the following dungeons.,Master Spelunker,Earn 1 Legacy Point.,64018,-1,-1,0,15593,0,0,268567552,5,236696,0,234148,0,0,0,0
Defeat the following encounters in Hyjal Summit.,Conquerer of the Wilds,Earn 1 Legacy Point.,64019,-1,-1,0,15594,0,0,268567552,2,409547,0,234166,0,0,0,0
Defeat the following encounters in the Barrow Deeps.,Conquerer of the Deeps,Earn 1 Legacy Point.,64020,-1,-1,0,15594,0,0,268567552,3,1417431,0,234180,0,0,0,0
Reach the rank of Sergeant in the Player vs. Player Honor System.,Rank 3,Earn 1 Legacy Point.,64021,-1,-1,0,15597,0,0,268567552,2,236597,0,234189,0,0,0,0
Reach the rank of Knight-Lieutenant or Blood Guard in the Player vs. Player Honor System.,Rank 7,Earn 1 Legacy Point.,64022,-1,-1,0,15597,0,0,268567552,4,236601,0,234191,0,0,0,0
Reach the rank of Lieutenant-Commander or Champion in the Player vs. Player Honor System.,Rank 10,Earn 1 Legacy Point.,64023,-1,-1,0,15597,0,0,268567552,6,236604,0,234193,0,0,0,0
Reach the rank Field Marshal or Warlord in the Player vs. Player Honor System.,Rank 13,Earn 1 Legacy Point.,64024,-1,-1,0,15597,0,0,268567552,7,236607,0,234195,0,0,0,0
Reach the rank of Grand Marshal or High Warlord in the Player vs. Player Honor System.,Rank 14,Earn 1 Legacy Point.,64025,-1,-1,0,15597,0,0,268567552,9,236608,0,234197,0,0,0,0
Reach exalted reputation with the Frostwolf Clan or Stormpike Guard.,Master of Alterac Valley,Earn 1 Legacy Point.,64026,-1,-1,0,15598,0,0,268567552,2,236711,0,234199,0,0,0,0
Reach exalted reputation with the Defilers or League of Arathor.,Master of Arathi Basin,Earn 1 Legacy Point.,64027,-1,-1,0,15598,0,0,268567552,4,236712,0,234202,0,0,0,0
Reach exalted reputation with the Warsong Outriders or Silverwing Sentinels.,Master of Warsong Gulch,Earn 1 Legacy Point.,64028,-1,-1,0,15598,0,0,268567552,5,236396,0,234205,0,0,0,0
Reach exalted reputation with the Darkspear Raiders or Theramore Expeditionary Force.,Master of Darkspear Islands,Earn 1 Legacy Point.,64029,-1,-1,0,15598,0,0,268567552,7,441150,0,234208,0,0,0,0
Defeat Onyxia.,Conqueror of the Lair,Earn 1 Legacy Point.,64030,249,-1,0,15594,1,1,268567552,5,254650,0,234211,0,0,0,0
Complete Week 4 of the Field of Honor Journey.,Field of Honor: Week 4,Earn 1 Legacy Point.,64031,-1,-1,0,15620,0,0,268567552,2,2022756,0,234213,0,0,0,0
Complete Week 7 of the Field of Honor Journey.,Field of Honor: Week 7,Earn 1 Legacy Point.,64032,-1,-1,0,15620,0,0,268567552,3,2022756,0,234215,0,0,0,0
Complete Week 10 of the Field of Honor Journey.,Field of Honor: Week 10,Earn 1 Legacy Point.,64033,-1,-1,0,15620,0,0,268567552,5,2022756,0,234217,0,0,0,0
Reach the rank of Sergeant in the Player vs. Player Honor System.,Hidden: Rank 3,,64048,-1,-1,0,15597,0,0,145884164,13,236597,0,234395,0,0,0,0
Reach the rank of Knight-Lieutenant or Blood Guard in the Player vs. Player Honor System.,Hidden: Rank 7,,64051,-1,-1,0,15597,0,0,145884164,17,236601,0,234397,0,0,0,0
Reach the rank of Lieutenant-Commander or Champion in the Player vs. Player Honor System.,Hidden: Rank 10,,64052,-1,-1,0,15597,0,0,145884164,20,236604,0,234399,0,0,0,0
Reach the rank of Private or Scout in the Player vs. Player Honor System.,Hidden: Rank 1,,64053,-1,-1,0,15597,0,0,145884164,11,236595,0,234401,0,0,0,0
Reach the rank of Corportal or Grunt in the Player vs. Player Honor System.,Hidden: Rank 2,,64054,-1,-1,0,15597,0,0,145884164,12,236596,0,234403,0,0,0,0
Reach the rank of Master Sergeant or Senior Sergeant in the Player vs. Player Honor System.,Hidden: Rank 4,,64055,-1,-1,0,15597,0,0,145884164,14,236598,0,234405,0,0,0,0
Reach the rank of Sergeant Major or First Sergeant in the Player vs. Player Honor System.,Hidden: Rank 5,,64056,-1,-1,0,15597,0,0,145884164,15,236599,0,234407,0,0,0,0
Reach the rank of Knight or Stone Guard in the Player vs. Player Honor System.,Hidden: Rank 6,,64057,-1,-1,0,15597,0,0,145884164,16,236600,0,234409,0,0,0,0
Reach the rank of Knight-Captain or Legionnaire in the Player vs. Player Honor System.,Hidden: Rank 8,,64058,-1,-1,0,15597,0,0,145884164,18,236602,0,234411,0,0,0,0
Reach the rank of Knight-Champion or Centurion in the Player vs. Player Honor System.,Hidden: Rank 9,,64059,-1,-1,0,15597,0,0,145884164,19,236603,0,234413,0,0,0,0
Reach the rank of Commander or Lieutenant-General in the Player vs. Player Honor System.,Hidden: Rank 11,,64060,-1,-1,0,15597,0,0,145884164,21,236605,0,234415,0,0,0,0
Reach the rank of Marshal or General in the Player vs. Player Honor System.,Hidden: Rank 12,,64061,-1,-1,0,15597,0,0,145884164,22,236606,0,234417,0,0,0,0
Reach the rank Field Marshal or Warlord in the Player vs. Player Honor System.,Hidden: Rank 13,,64062,-1,-1,0,15597,0,0,145884164,23,236607,0,234419,0,0,0,0
Reach the rank of Grand Marshal or High Warlord in the Player vs. Player Honor System.,Hidden: Rank 14,,64063,-1,-1,0,15597,0,0,145884164,24,236608,0,234421,0,0,0,0
,Hidden: Well Equipped (Tier 1),,64120,-1,-1,0,15626,0,0,9439236,1,136243,0,234567,0,0,0,0
,Hidden: BETA Survey - Level 30 - Druid,,64151,-1,-1,0,15607,0,0,3145728,2,136243,0,234847,0,0,0,0
,Hidden: BETA Survey - Level 30 - Warrior,,64152,-1,-1,0,15607,0,0,3145728,10,136243,0,234862,0,0,0,0
,Hidden: BETA Survey - Level 30 - Mage,,64153,-1,-1,0,15607,0,0,3145728,3,136243,0,234864,0,0,0,0
,Hidden: BETA Survey - Level 30 - Shaman,,64154,-1,-1,0,15607,0,0,3145728,4,136243,0,234866,0,0,0,0
,Hidden: BETA Survey - Level 30 - Hunter,,64155,-1,-1,0,15607,0,0,3145728,5,136243,0,234868,0,0,0,0
,Hidden: BETA Survey - Level 30 - Warlock,,64156,-1,-1,0,15607,0,0,3145728,6,136243,0,234870,0,0,0,0
,Hidden: BETA Survey - Level 30 - Rogue,,64157,-1,-1,0,15607,0,0,3145728,7,136243,0,234872,0,0,0,0
,Hidden: BETA Survey - Level 30 - Priest,,64158,-1,-1,0,15607,0,0,3145728,8,136243,0,234874,0,0,0,0
,Hidden: BETA Survey - Level 30 - Paladin,,64159,-1,-1,0,15607,0,0,3145728,9,136243,0,234876,0,0,0,0
