ID,ModelID,SoundID,SizeClass,CreatureModelScale,CreatureModelAlpha,BloodID,ExtendedDisplayInfoID,NPCSoundID,ParticleColorID,PortraitCreatureDisplayInfoID,PortraitTextureFileDataID,ObjectEffectPackageID,AnimReplacementSetID,Flags,StateSpellVisualKitID,PlayerOverrideScale,PetInstanceScale,UnarmedWeaponType,MountPoofSpellVisualKitID,DissolveEffectID,Gender,DissolveOutEffectID,CreatureModelMinLod,ConditionalCreatureModelID,MountMaxBankingAngle,Field_11_0_0_54210_026,TextureVariationFileDataID[0],TextureVariationFileDataID[1],TextureVariationFileDataID[2],TextureVariationFileDataID[3]
37224,3597,0,-1,2,255,0,0,0,864,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,424067,424066,424068,0
37225,3811,0,-1,1,255,0,0,0,0,0,135731,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37226,7661,0,1,1,255,0,24594,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37227,7661,0,1,1,255,0,24595,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37228,7661,0,1,1,255,0,24596,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37229,3103,0,-1,0.5,255,0,0,0,0,0,135731,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37230,7661,0,1,1,255,0,24597,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37231,2858,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,462989,462990,462991,0
37232,6838,0,0,1,255,0,24601,62,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37233,31,0,1,1.3,255,0,0,453,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,1113061,0,0,0
37234,6837,3259,0,1.5,255,0,24604,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37235,7661,0,1,1,255,0,24597,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37236,7599,0,1,1,255,0,24598,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37237,7200,0,0,1.1,255,0,24600,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37238,6838,0,1,1,255,0,24599,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37239,3549,0,0,2.5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,413561,413566,426132,0
37240,2794,0,0,1.65,200,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1574551,0,0,0
37241,10781,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,2054154,0,0,0
37242,6838,0,0,1,255,0,24605,60,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37243,7661,0,0,1,255,0,24606,50,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37244,7661,0,0,1,255,0,24607,50,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37245,7661,0,0,1,255,0,24608,50,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37246,7661,0,0,1,255,0,24609,50,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37247,7661,0,0,1,255,0,24610,49,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37248,7661,0,0,1,255,0,24611,49,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37249,7661,0,0,1,255,0,24612,49,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37250,7661,0,0,1,255,0,24613,49,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37251,7661,0,0,1,255,0,24614,115,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37252,7661,0,0,1,255,0,24615,48,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37253,6838,0,0,1.1,255,0,24616,62,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37254,6838,0,0,1,255,0,24617,61,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37255,6838,0,0,1.1,255,0,24618,60,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37256,7661,0,0,1.1,255,0,24619,50,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37257,6838,0,0,1,255,0,24624,62,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37258,6838,0,0,1,255,0,24625,62,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37259,3803,0,0,1.1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37260,6838,0,0,1,255,0,24626,62,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37261,6838,0,0,1,255,0,24627,62,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37262,6838,0,0,1,255,0,24620,60,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37263,6838,0,0,1,255,0,24621,60,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37264,6838,0,0,1,255,0,24622,60,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37265,6838,0,0,1,255,0,24623,60,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37266,6838,0,0,1,255,0,24628,128,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37267,7661,0,0,1,255,0,24629,115,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37268,7661,0,0,1,255,0,24630,50,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37269,7661,0,0,1,255,0,24631,49,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37270,6838,0,0,1,255,0,24632,128,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37271,6838,0,0,1,255,0,24633,60,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37272,7661,0,0,1,255,0,24634,49,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37273,7661,0,0,1,255,0,24635,50,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37274,6838,0,0,1,255,0,24636,60,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37275,6838,0,0,1.15,255,0,24637,60,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37276,6838,0,0,1,255,0,24638,62,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37277,7661,0,0,1,255,0,24639,49,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37278,6838,0,0,1,255,0,24640,60,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37279,7661,0,0,1,255,0,24641,50,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37280,7661,0,0,1,255,0,24642,49,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37281,3628,0,-1,2,125,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,433888,433890,433889,0
37282,3631,0,0,3,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37283,2213,0,-1,2,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37285,3812,0,0,3,255,0,0,0,0,0,135741,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37286,3534,0,-1,2,255,0,0,0,0,0,132835,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37287,7661,0,1,1.25,180,0,24644,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37288,7661,0,1,1.2,180,0,24645,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37289,7661,0,1,1,160,0,24646,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37290,7661,0,1,1,160,0,24647,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37291,7661,0,1,1,160,0,24648,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37292,7661,0,1,1,160,0,24649,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37293,3813,0,1,1.5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37294,7661,0,1,1,160,0,24653,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37295,1731,0,1,1,255,0,0,0,0,0,134326,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37296,7661,0,1,1,125,0,24656,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37297,7661,0,1,1,160,0,24657,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37298,7599,0,1,1,125,0,24655,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37299,7661,0,1,1,160,0,24658,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37300,7661,0,1,1,160,0,24659,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37301,2754,0,0,1.2,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,125235,0,0,0
37302,2754,0,0,1.2,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,125237,0,0,0
37303,3309,0,-1,2.5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,359798,359799,0,0
37304,2622,0,-1,2,255,0,0,90,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,124028,124033,0,0
37307,11177,0,3,2.5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,2101163,0,0,0
37308,3427,0,0,2,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,377977,0,0,0
37309,2207,0,-1,0.75,255,0,0,0,301,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124776,0,0,0
37310,7661,0,1,1,255,0,24661,48,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37311,7599,0,1,1,255,0,24662,45,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37312,3815,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,424739,424739,424739,0
37313,7661,0,0,1,255,0,24651,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37314,5408,0,0,1,255,0,24671,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37315,7578,0,0,1,255,0,24669,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37316,7661,0,0,1,255,0,24650,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37317,7599,0,0,1,255,0,24664,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37318,7200,0,0,1,255,0,24663,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37319,7233,0,0,1,255,0,24665,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37320,7661,0,0,1,255,0,24652,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37321,6838,0,0,1,255,0,24666,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37322,7369,0,0,1,255,0,24668,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37323,7399,0,0,1,255,0,24667,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37324,7399,0,0,1,100,0,6913,67,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37325,3369,0,-1,20,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,370072,0,0,0
37326,3369,0,-1,40,255,0,0,0,0,0,0,1397,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,370072,0,0,0
37327,2291,0,-1,0.2,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124751,0,0,0
37328,6838,0,0,1,255,0,24672,60,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37329,6838,0,0,1,255,0,24673,60,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37330,7200,0,0,1,255,0,24674,58,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37331,7200,0,0,1,255,0,24675,58,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37335,3428,0,0,1.75,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,377280,377277,0,0
37338,3369,0,-1,20,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,370071,0,0,0
37339,3796,0,0,2,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,463354,463355,0,0
37340,3548,3195,3,3,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,414829,414828,0,0
37341,3802,0,0,1.1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37342,7399,0,1,1,255,0,24678,69,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37343,7399,0,1,1,255,0,24679,69,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37344,7576,0,1,1,255,0,24680,70,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37345,7576,0,1,1,255,0,24681,70,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37346,3078,0,-1,0.15,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,336506,0,0,0
37347,3534,0,-1,2,255,0,0,52,0,0,132835,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37348,5408,0,1,1,255,0,24683,37,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37349,5408,0,1,1,255,0,24684,37,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37350,5408,0,1,1,255,0,24686,37,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37351,5408,0,1,1,255,0,24685,37,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37352,3806,0,1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37353,3817,0,0,10,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,456431,0,0,0
37354,7369,0,0,1,255,0,24688,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37355,2296,0,0,1,255,0,0,0,0,0,399040,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37356,1731,0,1,1,255,0,0,0,0,0,135743,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37357,3475,3155,-1,5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,397414,392101,0,0
37358,7661,0,1,1,160,0,24689,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37359,3773,4259,-1,5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,463909,0,0,0
37360,3773,4259,-1,5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,463912,0,0,0
37361,3773,4259,-1,5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,463910,0,0,0
37362,3773,4259,-1,5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,463911,0,0,0
37363,3617,8752,-1,1.5,255,0,0,0,1016,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,426350,0,0
37364,3547,0,0,2.3,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,415842,415842,0,0
37365,831,0,-1,1,255,0,24690,363,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37366,1151,0,-1,5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,125779,0,0,0
37367,1151,0,-1,5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,125780,0,0,0
37368,8918,0,3,3.5,255,0,0,0,1829,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,1334435,1021492,1334437,0
37369,3819,0,0,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37370,2353,0,-1,1.5,255,0,24691,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37371,2858,0,-1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,234566,234567,234568,0
37372,7661,0,0,1,255,0,24695,114,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37373,7661,0,1,1,160,0,24696,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37374,7661,0,1,1,160,0,24697,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37375,831,0,-1,1,255,0,4903,363,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37376,203,6641,-1,1,255,0,0,1870,0,0,0,1458,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,123474,123483,123492,0
37377,7661,0,0,1,255,0,1262,344,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37378,3141,0,-1,1,255,0,24698,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37379,3142,0,-1,1,255,0,24699,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37380,831,0,-1,1,255,0,24700,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37381,832,0,-1,1,255,0,24701,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37382,2503,4569,-1,1.5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,125312,125306,0,0
37383,3539,0,1,2,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37384,225,0,-1,0.25,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,123997,123998,0,0
37385,7661,0,-1,1,255,0,24702,50,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37386,2353,0,-1,1.5,255,0,24692,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37387,2354,0,1,1.25,255,0,24703,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37388,2354,0,1,1.25,255,0,24704,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37389,3142,0,-1,1,255,0,22461,385,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37390,3142,0,-1,1,255,0,22462,385,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37391,7661,0,1,1,255,0,24711,50,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37392,3142,0,0,1,255,0,24466,372,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37393,3142,0,0,1,255,0,24475,372,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37394,3142,0,0,1,255,0,24470,372,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37395,3142,0,0,1,255,0,24473,372,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37396,3822,0,-1,1,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37397,1771,0,-1,3.5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,123121,123122,0,0
37398,8103,0,0,1,255,0,24725,192,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37399,7692,0,0,1,255,0,24726,206,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37400,7576,0,0,1,255,0,24729,131,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37401,5408,0,0,1,255,0,24730,100,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37402,7300,0,0,1,255,0,24731,119,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37403,8103,0,0,1,255,0,24732,152,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37404,2781,0,0,0.75,255,0,0,0,462,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124834,124833,0,0
37405,2781,0,0,1.2,255,0,0,0,462,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124834,124833,0,0
37406,2781,0,0,1.4,255,0,0,0,462,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124834,124833,0,0
37407,2781,0,0,1.5,255,0,0,0,462,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124834,124833,0,0
37408,2781,0,0,1.1,255,0,0,0,462,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124834,124833,0,0
37409,2781,0,0,0.9,255,0,0,0,462,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,124834,124833,0,0
37410,2401,3236,3,1.5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,125342,125343,0,0
37412,3824,0,-1,3,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,126054,126053,0,0
37414,1731,0,1,1,255,0,0,0,0,0,134325,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,0,0,0,0
37415,3592,0,-1,6,255,0,0,0,588,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,412491,426124,0,0
37416,7661,0,0,1,255,0,24734,49,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37417,173,0,2,3.5,255,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,0,0,0,45,0,125839,0,0,0
37418,831,0,1,1,255,0,24735,366,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37419,831,0,1,1,255,0,24736,366,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37420,831,0,1,1,255,0,24737,366,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37421,7629,0,-1,1,255,0,24738,207,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37422,7629,0,-1,1,255,0,24739,207,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37423,7629,0,-1,1,255,0,24740,207,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37424,7399,0,1,1,255,0,24741,69,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37425,7399,0,1,1,255,0,24742,69,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37426,7399,0,1,1,255,0,24743,69,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37427,8102,0,1,1,255,0,24744,195,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37428,8102,0,1,1,255,0,24745,195,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37429,8102,0,1,1,255,0,24746,195,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37430,831,0,0,1,255,0,24747,65,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37431,831,0,0,1,255,0,24748,65,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37432,831,0,0,1,255,0,24749,65,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37433,831,0,1,1,255,0,24750,366,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37434,831,0,1,1,255,0,24751,366,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37435,831,0,1,1,255,0,24752,366,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,45,0,0,0,0,0
37436,3142,0,0,1,255,0,24230,386,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
37437,832,0,1,1.1,255,0,24754,371,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,45,0,0,0,0,0
