ID,ItemEffectID,ItemID
131951,204863,234583
131952,204864,234584
131953,204865,234585
131954,204866,234586
131955,204867,234587
131956,204868,234588
131957,204869,234589
131958,204870,234590
131959,204871,235473
131960,204872,235474
131961,204873,235476
131962,204874,235477
131963,204875,235478
131964,204876,235479
131965,204877,235480
131966,204878,235481
131968,204880,235497
131975,204887,235509
131976,204888,235511
131977,204889,235512
131978,204890,235513
131979,204891,235514
131982,204894,235517
131983,204895,235518
131989,204901,235526
131990,204902,235526
131992,204904,235528
131993,204905,235528
131994,204906,235529
131995,204907,235530
131997,204909,235530
132008,204920,234154
132026,204938,235583
132031,204943,235597
132032,204944,235597
132033,204945,235598
132034,204946,235598
132035,204947,235599
132036,204948,235599
132037,204949,235600
132038,204950,235600
132039,204951,235601
132040,204952,235601
132041,204953,235602
132042,204954,235602
132043,204955,235603
132044,204956,235603
132045,204957,235604
132046,204958,235604
132047,204959,235605
132048,204960,235605
132140,205052,235785
132141,205053,235790
132167,205081,235825
132196,205121,235894
132198,205123,235891
132199,205126,235868
132227,205153,235879
132497,205423,236130
132594,205520,236176
132664,205590,236221
132669,205595,236224
132707,205633,236268
132712,205638,236271
132719,205645,236276
132724,205650,236282
132757,205683,236302
132769,205695,236308
132797,205723,236323
132798,205724,236324
132799,205725,236325
132800,205726,236326
132808,205734,236329
132812,205738,236331
132817,205743,236334
132818,205744,236335
132825,205751,236337
132883,205809,236398
132884,205810,236398
132886,205811,236399
132890,205816,236400
132891,205817,236400
132893,205818,236401
132895,205820,236401
132905,205831,236417
132906,205832,236418
132907,205833,236419
132908,205834,236420
132909,205835,236421
132910,205836,236422
132911,205837,236423
132912,205838,236424
132913,205839,236425
132914,205840,236426
132915,205841,236427
132916,205842,236428
132917,205843,236429
132918,205844,236430
132919,205845,236431
132920,205846,236432
132921,205847,236433
132922,205848,236434
132923,205849,236435
132924,205850,236436
132925,205851,236437
132926,205852,236438
132927,205853,236439
132928,205854,236440
132929,205855,236441
132930,205856,236442
132931,205857,236443
132932,205858,236444
132933,205859,236445
132934,205860,236446
132935,205861,236447
132936,205862,236448
132937,205863,236449
132938,205864,236450
132939,205865,236451
132940,205866,236452
132941,205867,236453
132942,205868,236454
132943,205869,236455
132944,205870,236456
132945,205871,236457
132946,205872,236458
132947,205873,236459
132948,205874,236460
132949,205875,236461
132950,205876,236462
132951,205877,236463
132952,205878,236464
132953,205879,236465
132954,205880,236466
132955,205881,236467
132956,205882,236468
132957,205883,236469
132958,205884,236470
132959,205885,236471
132960,205886,236472
132961,205887,236473
132962,205888,236474
132963,205889,236475
132964,205890,236476
132965,205891,236477
132966,205892,236478
132967,205893,236479
132968,205894,236480
132969,205895,236481
132970,205896,236482
132971,205897,236483
132972,205898,236484
132973,205899,236485
132974,205900,236486
132975,205901,236487
132976,205902,236488
132977,205903,236489
132978,205904,236490
132979,205905,236491
132980,205906,236492
132981,205907,236493
132982,205908,236494
132983,205909,236495
132984,205910,236496
132985,205911,236497
132986,205912,236498
132987,205913,236499
132988,205914,236500
132989,205915,236501
132990,205916,236502
132991,205917,236503
132992,205918,236504
132993,205919,236505
132994,205920,236506
132995,205921,236507
132996,205922,236508
132997,205923,236509
132998,205924,236510
132999,205925,236511
133000,205926,236512
133001,205927,236513
133002,205928,236514
133003,205929,236515
133004,205930,236516
133005,205931,236517
133006,205932,236518
133007,205933,236519
133008,205934,236520
133009,205935,236521
133010,205936,236522
133011,205937,236523
133012,205938,236524
133013,205939,236525
133014,205940,236526
133015,205941,236527
133016,205942,236528
133017,205943,236529
133018,205944,236530
133019,205945,236531
133020,205946,236532
133021,205947,236533
133022,205948,236534
133023,205949,236535
133024,205950,236536
133025,205951,236537
133026,205952,236538
133027,205953,236539
133028,205954,236540
133029,205955,236541
133030,205956,236542
133031,205957,236543
133032,205958,236544
133033,205959,236545
133034,205960,236546
133035,205961,236547
133036,205962,236548
133037,205963,236549
133038,205964,236550
133039,205965,236551
133040,205966,236552
133041,205967,236553
133042,205968,236554
133043,205969,236555
133044,205970,236556
133045,205971,236557
133046,205972,236558
133047,205973,236559
133048,205974,236560
133049,205975,236561
133050,205976,236562
133051,205977,236563
133052,205978,236564
133053,205979,236565
133054,205980,236566
133055,205981,236567
133056,205982,236568
133057,205983,236569
133058,205984,236570
133059,205985,236571
133060,205986,236572
133061,205987,236573
133062,205988,236574
133063,205989,236575
133064,205990,236576
133065,205991,236577
133066,205992,236578
133067,205993,236579
133068,205994,236580
133069,205995,236581
133070,205996,236582
133071,205997,236583
133072,205998,236584
133073,205999,236585
133074,206000,236586
133075,206001,236587
133076,206002,236588
133077,206003,236589
133078,206004,236590
133079,206005,236591
133080,206006,236592
133081,206007,236593
133082,206008,236594
133083,206009,236595
133084,206010,236596
133085,206011,236597
133086,206012,236598
133087,206013,236599
133088,206014,236600
133089,206015,236601
133090,206016,236602
133091,206017,236603
133092,206018,236604
133093,206019,236605
133094,206020,236606
133095,206021,236607
133096,206022,236608
133097,206023,236609
133098,206024,236610
133099,206025,236611
133100,206026,236612
133101,206027,236613
133102,206028,236614
133103,206029,236615
133104,206030,236616
133105,206031,236617
133106,206032,236618
133107,206033,236619
133108,206034,236620
133109,206035,236621
133110,206036,236622
133111,206037,236623
133112,206038,236624
133113,206039,235889
133124,206050,236224
133125,206051,236656
133127,206053,236657
133128,206054,236658
133129,206055,236659
133130,206056,236660
133131,206057,236661
133132,206058,236662
133133,206059,236663
133134,206060,236664
133135,206061,236665
133149,206075,236299
133155,206081,236314
133180,206106,236691
133241,206167,236754
133254,206180,236784
133259,206185,236855
133264,206190,236860
133265,206191,236861
133266,206192,236862
133267,206193,236863
133268,206194,236864
133269,206195,236865
133270,206196,236866
133271,206197,236867
133272,206198,236868
133273,206199,236869
133276,206202,236871
133277,206203,236872
133279,206205,236872
133294,206220,237011
133298,206224,237020
133299,99199,12844
133300,205821,236401
133301,205813,236399
133302,206227,237023
133307,206232,237041
133308,206233,237057
133337,206262,237163
133346,206271,237196
133354,206279,237230
133374,206299,237283
133431,206356,236022
133566,206491,236067
133593,206518,236112
133740,206665,236285
133741,206666,236285
133757,206682,236297
133763,206688,237577
133799,206724,236314
133803,206728,237512
133805,206730,236320
133829,103432,22726
133832,206765,237773
133845,206778,237810
133935,206868,237897
133938,206871,236386
133939,206872,236388
133940,205799,236389
133941,205800,236390
133942,206875,236391
133943,206876,236392
133944,206877,236393
133945,206878,236394
133946,206879,236395
133947,206880,236396
133948,206881,236375
133949,206882,236374
133950,206883,236376
133951,206884,236378
133952,206885,236379
133953,206886,236380
133954,206887,236382
133955,206888,236383
133956,206889,236384
133957,206890,236385
133958,206891,236364
133959,206892,236363
133960,206893,236362
133961,206894,236361
133962,206895,236360
133963,206896,236358
133964,206897,236357
133965,206898,236356
133966,206899,236355
133967,206900,236354
134312,207245,238234
134313,207246,238241
134328,207262,238298
134329,207294,238298
134338,207334,238345
134419,207475,238449
134452,207508,238497
134453,207509,238501
134454,207510,238504
134455,207511,238505
134456,207512,238506
134457,207263,238299
134458,207295,238299
134459,207264,238300
134460,207296,238300
134461,207265,238301
134462,207297,238301
134463,207266,238302
134464,207298,238302
134465,207267,238303
134466,207299,238303
134467,207268,238304
134468,207300,238304
134469,207269,238305
134470,207301,238305
134471,207270,238306
134472,207302,238306
134473,207271,238307
134474,207303,238307
134475,207272,238308
134476,207304,238308
134477,207273,238309
134478,207305,238309
134479,207274,238310
134480,207306,238310
134481,207275,238311
134482,207307,238311
134483,207276,238312
134484,207308,238312
134485,207277,238313
134486,207309,238313
134487,207278,238314
134488,207310,238314
134489,207279,238315
134490,207311,238315
134491,207280,238316
134492,207312,238316
134493,207281,238317
134494,207313,238317
134495,207282,238318
134496,207314,238318
134497,207283,238319
134498,207315,238319
134499,207284,238320
134500,207316,238320
134501,207285,238321
134502,207317,238321
134503,207286,238322
134504,207318,238322
134505,207287,238323
134506,207319,238323
134507,207288,238324
134508,207320,238324
134509,207289,238325
134510,207321,238325
134511,207290,238326
134512,207322,238326
134513,207291,238327
134514,207323,238327
134515,207292,238328
134516,207324,238328
134517,207293,238329
134518,207325,238329
134622,207616,238637
134623,207617,238638
134624,207618,238639
134625,207619,238640
134626,207620,238641
134627,207621,238642
134629,207623,238645
134630,207624,238645
134631,207625,238646
134632,207626,238646
134633,207627,238647
134634,207628,238647
134635,207629,238648
134636,207630,238648
134637,207631,238649
134638,207632,238649
134639,207633,238650
134640,207634,238650
134666,207660,238725
134668,207662,236786
134674,207668,238734
134675,207669,238735
134676,207670,238736
134680,207674,238781
134681,207675,238782
134682,207676,238782
134683,207677,238783
134684,207678,238783
134685,207679,238784
134686,207680,238784
134687,207681,238785
134688,207682,238785
134689,207683,238786
134690,207684,238786
134691,207685,238787
134692,207686,238787
134693,207687,238788
134694,207688,238788
134695,207689,238789
134696,207690,238789
134703,207697,238798
134704,207698,238802
134725,207719,238830
134726,207720,238831
134761,207755,238918
134780,207774,236341
134781,207775,238925
134782,207776,238926
134783,207777,238927
134784,207778,238927
134785,207779,238928
134786,207780,238928
134797,207791,238960
134798,209391,238945
134800,99408,13724
134820,207813,239005
134821,207814,239006
134835,207828,239021
134873,207866,239097
134922,207915,239103
134963,207956,239149
134964,207957,239149
134965,207958,239150
134966,207959,239150
135014,208007,239217
135020,208013,239222
135021,208014,239222
135030,208023,239301
135032,208026,239301
135036,208029,239316
135043,208036,239445
135194,209990,239565
135196,209991,239572
135200,209993,239575
135202,209994,239577
135204,209995,239581
135206,209996,239582
135208,209997,239583
135255,208248,239694
135257,208250,239694
135258,208251,239695
135267,208260,240018
135594,208587,239217
135634,208630,240195
135651,208647,239704
135664,208661,240845
135678,208676,240936
135679,208677,239219
135686,208684,240945
135726,209976,241034
135784,208782,241081
135785,208783,241081
135788,208786,241082
135789,208787,240936
135790,208934,241081
135791,208789,241121
135792,208790,241123
135794,208792,241128
135854,208852,241169
135904,208902,241190
135936,208788,241081
136205,209203,237302
136209,209207,236317
136210,209208,236317
136222,209220,240919
136223,209221,240920
136224,210071,240920
136228,209226,241650
136229,209227,241651
136230,209228,241651
136233,209231,240924
136237,209235,241654
136238,209236,241657
136239,209237,241653
136241,102327,19950
136243,209238,240837
136244,209241,240925
136246,209243,241191
136247,209244,241191
136248,209245,241195
136249,209246,241195
136250,209247,241201
136251,209248,241201
136285,97044,900
136286,97045,903
136287,97046,1105
136288,97048,1041
136289,97049,1042
136290,97050,1043
136291,97051,1044
136292,97052,1184
136293,97053,1187
136294,97054,1101
136295,97055,1177
136296,97056,1178
136297,97057,986
136298,97058,989
136299,97059,1315
136300,97061,1136
136301,97062,1138
136302,97063,1139
136303,97064,1108
136304,97065,1109
136305,97066,1111
136306,97067,1052
136307,97068,724
136308,97069,728
136309,97072,733
136310,97073,737
136312,97074,833
136313,97076,835
136314,97077,787
136315,97078,23545
136316,97080,842
136317,97081,1093
136318,97082,1095
136319,97083,1096
136320,97084,1099
136321,97085,1100
136322,97086,1048
136323,97089,875
136324,97091,1049
136325,97092,1082
136326,97097,1086
136327,97098,1141
136328,97099,1144
136329,97100,1146
136330,97101,1149
136331,97102,1150
136332,97103,1151
136333,97104,414
136334,97105,422
136335,97106,1087
136336,97107,1088
136337,97108,1017
136338,97109,1165
136339,97110,961
136340,97113,1267
136341,97115,1084
136342,97116,1085
136343,97117,1089
136344,97118,966
136345,97119,1321
136346,97120,1322
136347,97121,1113
136348,97122,1114
136349,97123,1119
136350,97124,836
136351,97125,1268
136352,97126,1122
136353,97127,1123
136354,97128,1124
136355,97129,1127
136356,97130,951
136357,97131,954
136358,97132,976
136359,97133,955
136360,97134,761
136361,97135,967
136362,97136,968
136363,97137,973
136364,97138,974
136365,97139,1224
136366,97140,1228
136367,97141,1176
136368,97142,1091
136369,97143,1092
136370,97144,975
136371,97145,1053
136372,97146,1057
136373,97147,1061
136374,97148,1072
136375,97153,1038
136376,97154,941
136377,97156,942
136379,97160,823
136380,97163,1703
136381,97164,1704
136382,97167,929
136383,97168,1029
136384,97169,1030
136385,97170,1031
136386,97171,1032
136387,97172,1033
136388,97173,1034
136389,97174,1559
136390,97175,1641
136391,97176,1645
136392,97177,1648
136393,97178,1649
136394,97179,1568
136395,97180,1655
136396,97181,1657
136397,97182,1035
136398,97183,1037
136399,97185,1133
136400,97186,1134
136401,97187,1970
136402,97188,1914
136403,97189,1918
136404,97190,1399
136405,97191,1400
136406,97192,1700
136407,97194,2363
136408,97195,1603
136409,97196,1231
136410,97197,1232
136411,97198,1238
136412,97199,1239
136413,97200,1243
136414,97201,1245
136415,97203,2070
136416,97204,2071
136417,97205,1251
136418,97206,1253
136419,97209,1352
136420,97211,1258
136421,97212,1334
136422,97213,992
136423,97214,994
136424,97215,996
136425,97216,997
136426,97217,1004
136427,97218,159
136428,97219,3114
136429,97220,1651
136430,97221,1434
136431,97222,1339
136432,97223,1341
136433,97224,1350
136434,97225,1567
136435,97227,1191
136436,97228,1246
136437,97229,1250
136438,97230,1554
136439,97233,1487
136440,97234,985
136441,97235,744
136442,97236,1995
136443,97237,1262
136444,97238,1472
136446,97243,1477
136447,97244,1478
136448,97245,1658
136449,97249,1886
136450,97250,1326
136451,97251,1707
136452,97252,1708
136453,97254,1676
136454,97255,3090
136455,97257,1612
136456,97258,1619
136457,97259,1622
136458,97260,1597
136459,97262,1229
136460,97263,7586
136461,97264,2948
136462,97265,2457
136463,97266,1444
136464,97267,1447
136465,97268,1450
136466,97269,1112
136467,97270,1179
136468,97271,1180
136469,97272,1181
136470,97273,23547
136471,97274,1401
136472,97275,1402
136473,97276,1403
136474,97277,23548
136475,97278,1328
136476,97280,1205
136477,97281,1710
136478,97282,1711
136479,97283,1712
136480,97284,1713
136481,97286,1681
136483,97288,1851
136484,97289,1854
136485,97290,1877
136486,97291,1878
136487,97292,1882
136488,97293,1534
136489,97295,3612
136490,97296,2459
136491,97297,3438
136492,97298,3441
136493,97299,4179
136494,97300,2927
136495,97301,2680
136496,97302,2681
136497,97303,2682
136498,97304,2683
136499,97306,3499
136500,97307,3770
136501,97308,2684
136502,97309,3118
136503,97312,3239
136504,97314,3771
136505,97315,3772
136506,97316,3146
136507,97317,3434
136508,97318,2808
136509,97319,3467
136510,97320,3139
136511,97321,2633
136512,97322,3096
136513,97323,3768
136514,97324,2862
136515,97325,2863
136516,97326,2893
136517,97327,3665
136518,97328,3097
136519,97329,3098
136520,97331,3094
136521,97332,3095
136522,97333,3092
136523,97334,3093
136524,97335,4183
136525,97336,4185
136526,97338,2406
136527,97339,2407
136528,97340,2408
136529,97341,2409
136530,97342,3687
136531,97343,3687
136532,97344,3687
136533,97345,3604
136534,97346,3391
136535,97348,3383
136536,97349,3384
136537,97350,3385
136538,97351,1912
136539,97352,4211
136540,97353,4170
136541,97354,3393
136542,97355,3394
136543,97357,4366
136544,97358,4367
136545,97359,2596
136546,97360,2598
136547,97361,2599
136548,97363,4217
136549,97364,1536
136550,97365,1404
136551,97366,1571
136552,97367,1589
136553,97369,3823
136554,97370,3872
136555,97371,3873
136556,97372,1591
136557,97373,4355
136558,97374,2892
136559,97375,3874
136560,97376,2789
136561,97377,4216
136562,97378,2461
136563,97379,3662
136564,97380,4171
136565,97381,4356
136566,97382,2790
136567,97383,2792
136568,97384,2553
136569,97385,2826
136570,97386,2136
136571,97387,3119
136572,97388,3120
136573,97389,3121
136574,97394,2601
136575,97395,2602
136576,97396,3102
136577,97397,2871
136578,97398,2289
136579,97399,2290
136580,97401,2686
136581,97402,2687
136582,97405,2002
136583,97406,2679
136584,97407,2894
136585,97408,2896
136586,97410,3132
136587,97411,2881
136588,97412,2102
136590,97415,3130
136591,97418,2698
136592,97419,3127
136593,97420,2288
136594,97421,3015
136595,97424,3129
136596,97425,2404
136597,97426,2405
136598,97427,3133
136599,97428,3134
136600,97430,2723
136601,97431,3089
136602,97432,3611
136603,97438,3866
136604,97439,3868
136605,97440,3123
136606,97441,3124
136607,97442,3125
136608,97443,3126
136609,97444,2802
136610,97445,2804
136611,97446,3140
136612,97447,2888
136613,97448,3141
136614,97449,3144
136615,97450,3087
136616,97451,3088
136617,97453,3875
136618,97454,2882
136619,97456,3869
136620,97457,3870
136621,97458,3871
136622,97459,3091
136623,97460,3678
136624,97461,3679
136625,97462,3832
136626,97463,3608
136627,97466,2478
136628,97467,3773
136629,97468,3775
136630,97469,2458
136631,97470,3012
136632,97471,3776
136633,97472,2593
136634,97473,2594
136635,97474,2883
136636,97475,3013
136637,97477,3099
136638,97478,3100
136639,97480,2595
136640,97482,3666
136641,97483,2685
136642,97485,2091
136643,97486,2663
136644,97487,3112
136645,97488,3113
136646,97491,7667
136647,97492,2413
136648,97494,2699
136649,97495,2701
136650,97496,3220
136651,97497,3928
136652,97498,5141
136653,97499,4222
136654,97500,4223
136655,97501,3824
136656,97502,4226
136657,97503,4351
136658,97504,4352
136659,97505,4353
136660,97506,4390
136661,97507,5161
136662,97508,5163
136663,97509,4411
136664,97510,4704
136665,97511,4481
136666,97512,4401
136667,97513,4176
136668,97514,4177
136669,97515,4178
136670,97516,4391
136671,97517,4392
136672,97518,5126
136673,97519,5127
136674,97520,4218
136675,97521,4220
136676,97522,4221
136677,97523,5142
136678,97524,5153
136679,97525,3710
136680,97526,5129
136681,97527,4282
136682,97528,4283
136683,97529,5165
136684,97530,4296
136685,97531,4297
136686,97532,4298
136687,97533,4300
136688,97534,4559
136689,97535,3930
136690,97536,4546
136691,97537,4224
136692,97538,4225
136693,97539,5332
136694,97542,5349
136695,97543,2412
136696,97544,2287
136697,97546,4405
136698,97547,4406
136699,97548,4161
136700,97549,4162
136701,97550,5350
136702,97551,3726
136703,97555,4188
136704,97556,4189
136705,97558,4265
136706,97559,2454
136707,97560,2455
136708,97561,2456
136709,97562,3727
136710,97563,3138
136711,97564,4267
136712,97565,4457
136713,97566,4422
136714,97567,4165
136715,97568,4166
136716,97569,4167
136717,97570,4168
136718,97571,4169
136719,97572,4268
136720,97574,4593
136721,97575,4594
136722,97576,4595
136723,97578,4750
136724,97579,4141
136725,97580,4142
136726,97581,4143
136727,97582,4301
136728,97583,4147
136729,97584,4423
136731,97586,4598
136732,97587,4600
136733,97588,4601
136734,97589,4602
136735,97590,4603
136736,97591,4624
136737,97592,4416
136738,97593,4157
136739,97594,4158
136740,97595,4592
136741,97596,4412
136742,97597,4413
136743,97598,4414
136744,97599,4415
136745,97600,4480
136746,97602,5484
136747,97603,5485
136748,97605,4409
136749,97606,4410
136750,97609,3115
136751,97610,4370
136752,97611,4596
136753,97612,4597
136754,97613,4163
136755,97614,4345
136756,97615,4202
136757,97616,3240
136758,97617,3241
136759,97618,4198
136760,97619,4199
136761,97620,4381
136762,97621,3507
136763,97622,3682
136764,97623,4544
136765,97624,4354
136766,97625,4358
136767,97626,3395
136768,97627,4293
136769,97628,4294
136770,97629,4295
136771,97630,3663
136772,97631,3664
136773,97633,4397
136774,97634,4398
136775,97635,4347
136776,97636,2554
136777,97638,4212
136778,97639,3116
136779,97640,4348
136780,97641,4350
136781,97642,4152
136782,97643,4153
136783,97646,2761
136784,97647,2762
136785,97648,4154
136786,97649,4155
136787,97650,4156
136788,97651,4605
136789,97652,4606
136790,97653,4607
136791,97654,3456
136792,97655,3609
136793,97656,3829
136794,97657,3830
136795,97658,3728
136796,97659,3729
136797,97660,4207
136798,97661,4208
136799,97662,4209
136800,97663,5513
136801,97664,5514
136802,97665,4172
136803,97666,3396
136804,97667,4386
136805,97668,3610
136806,97669,4215
136807,97670,5342
136808,97671,4417
136809,97672,4418
136810,97673,4419
136811,97674,4420
136812,97675,3448
136813,97676,3389
136814,97677,3390
136815,97678,4421
136816,97679,4210
136817,97680,4374
136818,97681,4376
136819,97682,4173
136820,97683,2304
136821,97684,4384
136822,97685,4529
136823,97686,4378
136824,97687,3735
136825,97688,3736
136826,97689,3737
136827,97690,4164
136828,97691,3828
136829,97692,4394
136830,97693,4180
136831,97694,3680
136832,97695,3681
136833,97696,4760
136834,97697,4760
136835,97698,4403
136836,97699,4181
136837,97700,3386
136838,97701,3382
136839,97702,4365
136840,97703,4609
136841,97704,4206
136842,97705,4537
136843,97706,4538
136844,97707,4539
136845,97708,4540
136846,97712,3825
136847,97713,3826
136848,97714,3251
136849,97715,4536
136850,97716,4200
136851,97717,4201
136852,97718,4542
136853,97719,4213
136854,97721,3574
136855,97722,4395
136856,97723,4396
136857,97724,4360
136858,97725,3745
136859,97726,2313
136860,97728,2555
136861,97729,4182
136862,97730,4027
136863,97731,4292
136864,97732,4227
136865,97733,4228
136866,97734,4229
136867,97735,3912
136868,97736,2556
136869,97738,5441
136870,97739,7613
136871,97740,5715
136872,97741,5237
136873,97742,5973
136874,97743,5711
136875,97744,5472
136876,97745,5185
136877,97746,5406
136878,97747,5407
136879,97748,5678
136880,97749,5679
136881,97752,5874
136882,97753,5875
136883,97754,6299
136884,97755,5654
136885,97757,5577
136886,97758,5578
136887,97759,5396
136888,97760,5397
136889,97761,5265
136890,97762,6132
136891,97763,5786
136892,97765,5666
136893,97766,5667
136894,97769,6893
136895,97770,6897
136896,97774,7279
136897,97775,5727
136898,97776,5230
136899,97777,5230
136900,97778,5231
136901,97779,5231
136902,97780,6210
136903,97781,6211
136904,97782,6213
136905,97783,5719
136906,97784,5729
136907,97785,5730
136908,97786,5724
136909,97787,5725
136910,97788,5726
136911,97789,5527
136912,97790,5528
136913,97791,5057
136914,97792,5878
136915,97793,5021
136916,97794,6208
136917,97795,5083
136918,97796,6209
136919,97798,4852
136920,97799,5415
136921,97800,5416
136922,97801,2581
136923,97802,3683
136924,97803,3927
136925,97804,4388
136926,97805,6145
136927,97806,5789
136928,97807,6330
136929,97809,5685
136930,97810,5709
136931,97811,5710
136932,97813,6329
136933,97814,5066
136934,97815,5068
136935,97816,5408
136936,97817,5408
136937,97818,3387
136938,97819,3388
136939,97821,5670
136940,97822,5671
136941,97823,5702
136942,97826,5079
136943,97827,5526
136944,97828,5206
136945,97829,5703
136946,97830,5052
136947,97831,5473
136948,97832,5474
136949,97833,5475
136950,97835,5708
136951,97836,5421
136952,97837,6928
136953,97838,5880
136954,97839,6362
136955,97840,6326
136956,97841,6074
136957,97842,5633
136958,97843,5218
136959,97844,5223
136960,97845,5638
136961,97846,5640
136962,97847,5823
136963,97848,5641
136964,97850,5525
136965,97851,5698
136966,97852,5699
136967,97853,5700
136968,97854,5701
136969,97855,6807
136970,97856,4280
136971,97857,4281
136972,97858,5704
136973,97859,5705
136974,97860,5706
136975,97861,5707
136976,97862,5476
136977,97863,5728
136978,97864,5409
136979,97865,5409
136980,97866,5411
136981,97867,4882
136982,97868,7308
136983,97869,6401
136984,97870,6348
136985,97871,5156
136986,97872,5157
136987,97873,5158
136988,97875,5512
136989,97876,6376
136990,97877,5677
136991,97878,6303
136992,97879,6913
136993,97880,5673
136994,97881,5674
136995,97882,5227
136996,97884,5154
136997,97885,5713
136998,97886,5684
136999,97888,5482
137000,97889,4424
137001,97891,5139
137002,97892,5694
137003,97894,5916
137004,97896,5486
137005,97897,4952
137006,97898,5228
137007,97899,5229
137008,97900,5682
137009,97901,4604
137010,97902,4284
137011,97903,4285
137012,97905,5509
137013,97906,5510
137014,97907,5338
137015,97908,5683
137016,97909,5456
137017,97911,5020
137018,97912,4986
137019,97913,5974
137020,97914,5457
137021,97915,3530
137022,97916,3531
137023,97917,4287
137024,97918,4288
137025,97919,5144
137026,97920,5740
137027,97921,5205
137028,97923,4479
137029,97924,6390
137030,97925,5692
137031,97926,5693
137032,97927,4656
137033,97928,6325
137034,97929,5787
137035,97930,4270
137036,97931,5720
137037,97932,4144
137038,97933,4145
137039,97934,5507
137040,97935,5131
137041,97936,5132
137042,97937,5511
137043,97938,5721
137044,97939,5722
137045,97940,4702
137046,97941,4472
137047,97942,5145
137048,97943,5146
137049,97944,5147
137050,97945,5521
137051,97947,5417
137052,97948,4762
137053,97951,4274
137054,97952,4275
137055,97953,4276
137056,97954,4279
137057,97955,5155
137058,97956,5477
137059,97957,5478
137060,97958,5483
137061,97959,5384
137062,97960,5149
137063,97961,5150
137064,97962,5152
137065,97963,4148
137066,97965,5488
137067,97967,4271
137068,97968,5418
137069,97969,5489
137070,97970,5232
137071,97971,4791
137072,97972,4425
137073,97973,4426
137074,97974,5479
137075,97975,6377
137076,97978,4269
137077,97980,4639
137078,97981,4640
137079,97982,5680
137080,97983,4149
137081,97984,4150
137082,97985,5937
137083,97986,6391
137084,97987,4272
137085,97988,4273
137086,97989,5148
137087,97990,4941
137088,97991,5159
137089,97992,5160
137090,97993,5696
137091,97994,5462
137092,97995,5095
137093,97996,4945
137094,97997,5480
137095,97998,4953
137096,98002,8801
137097,98003,8803
137098,98005,8218
137099,98008,8767
137100,98009,8771
137101,98010,8772
137102,98011,7506
137103,98012,8879
137104,98013,8880
137106,98015,6638
137107,98017,9315
137108,98018,9317
137109,98019,8744
137110,98020,8745
137111,98022,7983
137112,98023,8797
137113,98025,6657
137114,98026,5621
137115,98027,6476
137116,98029,8884
137117,98030,8386
137118,98031,8895
137119,98032,7269
137120,98033,6623
137121,98037,7970
137122,98039,8773
137123,98040,7979
137124,98041,7980
137125,98042,6684
137126,98043,6988
137127,98044,8500
137128,98045,5013
137129,98046,6866
137130,98047,9318
137131,98048,8778
137132,98049,8886
137133,98050,8887
137134,98051,8888
137135,98052,7976
137136,98053,8365
137137,98054,8095
137138,98055,7981
137139,98056,5771
137140,98057,8075
137141,98058,8076
137142,98059,7148
137143,98061,9297
137144,98062,8051
137145,98063,6706
137146,98064,6533
137147,98066,8364
137148,98067,9219
137149,98068,9220
137150,98069,7450
137151,98070,8821
137152,98071,8883
137153,98073,6892
137154,98074,6452
137155,98075,8779
137156,98076,9303
137157,98077,8835
137158,98079,8837
137159,98080,6436
137160,98082,8529
137161,98083,8543
137162,98085,6272
137163,98086,6273
137164,98087,8882
137165,98088,7247
137166,98089,9218
137167,98090,8544
137168,98091,8545
137170,98093,6714
137171,98094,6716
137172,98095,7085
137173,98096,6999
137174,98097,6475
137175,98098,8816
137176,98099,8817
137177,98100,6887
137178,98101,6888
137179,98102,7982
137180,98103,8493
137181,98104,8398
137182,98105,6648
137183,98106,6649
137184,98107,7208
137186,98110,7087
137187,98111,7088
137188,98112,7090
137189,98114,6529
137190,98116,8495
137191,98117,8497
137192,98118,8499
137193,98120,7964
137194,98121,6450
137195,98123,8589
137196,98124,8590
137197,98125,8878
137198,98126,6931
137199,98127,6698
137200,98128,6451
137201,98129,6275
137202,98130,7372
137203,98131,6710
137204,98134,6890
137205,98135,6662
137206,98136,6663
137207,98137,6650
137208,98138,8389
137209,98139,8390
137210,98141,6621
137211,98142,7091
137212,98143,6183
137213,98144,6672
137214,98145,7866
137215,98146,6626
137216,98147,8788
137217,98148,6619
137218,98149,6289
137219,98150,6290
137220,98151,6274
137221,98152,6038
137222,98153,6052
137223,98154,6308
137224,98155,5672
137225,98156,8796
137226,98157,6997
137227,98159,6735
137228,98161,8815
137229,98163,7388
137230,98164,5845
137231,98165,6149
137232,98166,6317
137233,98167,6133
137234,98168,6811
137235,98172,5868
137236,98173,5772
137237,98174,5773
137238,98175,6316
137239,98176,6039
137240,98177,8802
137241,98178,8805
137242,98179,8806
137243,98180,8807
137244,98181,8808
137245,98182,8870
137246,98183,6544
137247,98184,8395
137248,98186,9043
137249,98187,8930
137250,98188,8939
137251,98189,9201
137252,98190,9202
137253,98191,6373
137254,98193,5643
137255,98194,5644
137256,98195,5676
137257,98196,5859
137258,98197,5623
137259,98198,6049
137260,98200,9041
137261,98201,5619
137262,98202,8397
137263,98203,8873
137264,98204,8876
137265,98205,6068
137266,98207,5997
137267,98208,8877
137268,98209,6046
137269,98210,8889
137270,98211,8891
137271,98212,8892
137272,98213,8893
137273,98214,8894
137274,98215,6270
137275,98216,6271
137276,98217,6707
