ID,AttachmentID,DisplayWeaponSubclassID,SpellVisualKitID,AttachmentModelFileID,Scale,ItemVisualsID
915,7,2,130890,0,1,494
916,6,2,0,0,1,494
917,6,18,131072,0,1,494
918,7,13,130813,0,1,494
919,7,3,130761,0,1,494
920,6,4,130761,0,1,494
921,6,6,130761,0,1,494
922,6,10,130761,0,1,494
923,7,19,130761,0,1,494
924,7,8,130890,0,1,494
925,6,5,130761,0,1,494
926,7,15,130890,0,1,494
927,7,7,131744,3595353,1,495
928,6,0,131588,3595354,1,495
929,7,2,131744,3595351,1,495
930,6,2,131588,3595351,1,495
931,6,18,131744,3595351,1,495
932,7,13,131744,3595351,1,495
933,8,3,131744,3595351,1,495
934,6,4,131588,3595352,1,495
935,6,6,131588,3595352,1,495
936,6,10,131744,3595352,1,495
937,7,19,131744,3595351,1,495
938,7,8,131744,3595353,1,495
939,6,5,131588,3595352,1,495
940,7,15,131744,3595351,1,495
941,6,1,131588,3595354,1,495
942,7,7,131744,3595351,1,496
943,6,0,131588,3595354,1,496
944,7,2,131744,3595351,1,496
945,6,2,131588,3595351,1,496
946,6,18,131744,3595351,1,496
947,7,13,131744,3595351,1,496
948,8,3,131744,3595351,1,496
949,6,4,131588,3595354,1,496
950,6,6,131588,3595352,1,496
951,6,10,131744,3595354,1,496
952,7,19,131744,3595351,1,496
953,7,8,131744,3595353,1,496
954,6,5,131588,3595352,1,496
955,7,15,131744,3595351,1,496
956,6,1,131588,3595352,1,496
957,7,7,131744,0,1,497
958,6,0,131588,0,1,497
959,7,2,131744,0,1,497
960,6,2,131588,0,1,497
961,6,18,131744,0,1,497
962,7,13,131744,0,1,497
963,8,3,131744,0,1,497
964,6,4,131588,0,1,497
965,6,6,131588,0,1,497
966,6,10,131744,0,1,497
967,7,19,131744,0,1,497
968,7,8,131744,0,1,497
969,6,5,131588,0,1,497
970,7,15,131744,0,1,497
971,6,1,131588,0,1,497
972,7,7,132403,3610604,1,498
973,6,0,132404,3610605,1,498
974,7,2,132403,3610606,1,498
975,6,2,132404,3610606,1,498
976,6,18,132403,3610601,1,498
977,7,13,132403,3610601,1,498
978,8,3,132403,3610601,1,498
979,6,4,132404,3610605,1,498
980,7,6,132404,3610603,1,498
981,7,10,132403,3610602,1,498
982,7,19,132403,3610604,1,498
983,7,8,132403,3610602,1,498
984,6,5,132404,3610603,1,498
985,7,15,132403,3610604,1,498
986,6,1,132404,3610603,1,498
987,7,7,132403,0,1,499
988,6,0,132404,0,1,499
989,7,2,132403,0,1,499
990,6,2,132404,0,1,499
991,6,18,132403,0,1,499
992,7,13,132403,0,1,499
993,8,3,132403,0,1,499
994,6,4,132404,0,1,499
995,6,6,132404,0,1,499
996,6,10,132403,0,1,499
997,7,19,132403,0,1,499
998,7,8,132403,0,1,499
999,6,5,132404,0,1,499
1000,7,15,132403,0,1,499
1001,6,1,132404,0,1,499
1002,0,-1,0,0,1,500
1003,6,-1,0,3607414,0.5,500
1004,0,-1,0,0,0,500
1005,4,-1,0,1601594,1,500
1006,5,-1,0,970419,1,500
1007,7,-1,0,2143182,0.1,501
1008,0,-1,0,0,0,501
1009,6,-1,0,2143182,0.2,501
1010,0,-1,0,0,1,501
1011,0,-1,0,0,1,501
1012,1,-1,0,166012,1,502
1013,2,-1,0,166012,1,502
1014,3,-1,0,166012,1,502
1015,4,-1,0,166012,1,502
1016,5,-1,0,166013,1,502
1017,1,-1,0,166031,1,503
1018,2,-1,0,166031,1,503
1019,3,-1,0,166031,1,503
1020,4,-1,0,166031,1,503
1021,5,-1,0,166032,1,503
1037,7,2,141855,2831353,1,504
1038,6,2,141855,2831353,1,504
1039,8,2,141855,2831353,1,504
1160,7,7,0,1315162,1,505
1161,6,0,0,1315162,1,505
1162,7,2,0,1315162,1,505
1163,6,2,0,1315162,1,505
1164,6,18,0,1315162,1,505
1165,7,13,0,1315162,1,505
1166,8,3,0,1315162,1,505
1167,6,4,0,1315162,1,505
1168,6,6,0,1315162,1,505
1169,6,10,0,1315162,1,505
1170,7,19,0,1315162,1,505
1171,7,8,0,1315162,1,505
1172,6,5,0,1315162,1,505
1173,7,15,0,1315162,1,505
1174,6,1,0,1315162,1,505
1399,7,7,146330,4080580,1,506
1400,6,1,146324,4080578,1,506
1401,6,0,146324,4080578,1,506
1402,7,2,146330,4080578,1,506
1403,6,2,146330,4080578,1,506
1404,6,18,146335,4080578,1,506
1405,7,13,146334,4080578,1,506
1406,7,3,146324,4080578,1,506
1407,6,4,146324,4080581,1,506
1408,6,6,146324,4080579,1,506
1409,6,10,146324,4080579,1,506
1410,7,19,146324,4080578,1,506
1411,7,8,146330,4080580,1,506
1412,6,5,146324,4080579,1,506
1413,7,15,146330,4080582,1,506
1414,7,7,146330,0,1,507
1415,6,1,146324,0,1,507
1416,6,0,146324,0,1,507
1417,7,2,146330,0,1,507
1418,6,2,146330,0,1,507
1419,6,18,146335,0,1,507
1420,7,13,146334,0,1,507
1421,7,3,146324,0,1,507
1422,6,4,146324,0,1,507
1423,6,6,146324,0,1,507
1424,6,10,146324,0,1,507
1425,7,19,146324,0,1,507
1426,7,8,146330,0,1,507
1427,6,5,146324,0,1,507
1428,7,15,146330,0,1,507
1556,7,7,0,3850784,1,511
1557,6,0,0,3850783,1,511
1558,7,2,0,3850780,1,511
1559,6,2,0,3850780,1,511
1560,6,18,0,3850780,1,511
1561,7,13,0,3850780,1,511
1562,8,3,0,3850780,1,511
1563,6,4,0,3850783,1,511
1564,7,6,0,3850781,1,511
1565,7,10,0,3850782,1,511
1566,7,19,0,3850784,1,511
1567,7,8,0,3850782,1,511
1568,6,5,0,3850781,1,511
1569,7,15,0,3850784,1,511
1570,6,1,0,3850781,1,511
1571,7,7,152521,4279684,1,512
1572,6,1,152543,4279682,1,512
1573,6,0,152543,4279682,1,512
1574,7,2,152521,4279681,0.8,512
1575,6,2,152521,4279682,0.8,512
1576,6,18,152543,4279683,1,512
1577,7,13,152543,4279683,1,512
1578,7,3,152521,4279683,1,512
1579,7,4,152543,4279680,1,512
1580,6,6,152543,4279682,1,512
1581,6,10,152543,4279682,1,512
1582,7,19,152521,4279683,1,512
1583,7,8,152521,4279681,1,512
1584,6,5,152543,4279682,1,512
1585,7,15,152521,4279684,1,512
1586,7,7,152521,0,1,513
1587,6,1,152543,0,1,513
1588,6,0,152543,0,1,513
1589,7,2,152521,0,0.8,513
1590,6,2,152521,0,0.8,513
1591,6,18,152543,0,1,513
1592,7,13,152543,0,1,513
1593,7,3,152521,0,1,513
1594,7,4,152543,0,1,513
1595,6,6,152543,0,1,513
1596,6,10,152543,0,1,513
1597,7,19,152521,0,1,513
1598,7,8,152521,0,1,513
1599,6,5,152543,0,1,513
1600,7,15,152521,0,1,513
1601,7,7,0,240835,1,514
1602,6,0,0,240835,1,514
1603,7,2,0,240835,1,514
1604,6,2,0,240835,1,514
1605,6,18,0,240835,1,514
1606,7,13,0,240835,1,514
1607,6,4,0,240835,1,514
1608,6,6,0,240835,1,514
1609,6,10,0,240835,1,514
1610,7,19,0,240835,1,514
1611,7,8,0,240835,1,514
1612,6,5,0,240835,1,514
1613,7,15,0,240835,1,514
1614,6,1,0,240835,1,514
1615,7,7,0,165998,1,515
1616,6,0,0,165998,1,515
1617,7,2,0,165998,1,515
1618,6,2,0,165998,1,515
1619,6,18,0,165998,1,515
1620,7,13,0,165998,1,515
1621,6,4,0,165998,1,515
1622,6,6,0,165998,1,515
1623,6,10,0,165998,1,515
1624,7,19,0,165998,1,515
1625,7,8,0,165998,1,515
1626,6,5,0,165998,1,515
1627,7,15,0,165998,1,515
1628,6,1,0,165998,1,515
1629,7,7,0,165996,1,516
1630,6,0,0,165996,1,516
1631,7,2,0,165996,1,516
1632,6,2,0,165996,1,516
1633,6,18,0,165996,1,516
1634,7,13,0,165996,1,516
1635,6,4,0,165996,1,516
1636,6,6,0,165996,1,516
1637,6,10,0,165996,1,516
1638,7,19,0,165996,1,516
1639,7,8,0,165996,1,516
1640,6,5,0,165996,1,516
1641,7,15,0,165996,1,516
1642,6,1,0,165996,1,516
1643,7,7,0,166011,1,517
1644,6,0,0,166011,1,517
1645,7,2,0,166011,1,517
1646,6,2,0,166011,1,517
1647,6,18,0,166011,1,517
1648,7,13,0,166011,1,517
1649,6,4,0,166011,1,517
1650,6,6,0,166011,1,517
1651,6,10,0,166011,1,517
1652,7,19,0,166011,1,517
1653,7,8,0,166011,1,517
1654,6,5,0,166011,1,517
1655,7,15,0,166011,1,517
1656,6,1,0,166011,1,517
1657,7,7,0,165995,1,518
1658,6,0,0,165995,1,518
1659,7,2,0,165995,1,518
1660,6,2,0,165995,1,518
1661,6,18,0,165995,1,518
1662,7,13,0,165995,1,518
1663,6,4,0,165995,1,518
1664,6,6,0,165995,1,518
1665,6,10,0,165995,1,518
1666,7,19,0,165995,1,518
1667,7,8,0,165995,1,518
1668,6,5,0,165995,1,518
1669,7,15,0,165995,1,518
1670,6,1,0,165995,1,518
1671,7,7,0,166035,1,519
1672,6,0,0,166035,1,519
1673,7,2,0,166035,1,519
1674,6,2,0,166035,1,519
1675,6,18,0,166035,1,519
1676,7,13,0,166035,1,519
1677,6,4,0,166035,1,519
1678,6,6,0,166035,1,519
1679,6,10,0,166035,1,519
1680,7,19,0,166035,1,519
1681,7,8,0,166035,1,519
1682,6,5,0,166035,1,519
1683,7,15,0,166035,1,519
1684,6,1,0,166035,1,519
1685,7,7,0,166014,1,520
1686,6,0,0,166014,1,520
1687,7,2,0,166014,1,520
1688,6,2,0,166014,1,520
1689,6,18,0,166014,1,520
1690,7,13,0,166014,1,520
1691,6,4,0,166014,1,520
1692,6,6,0,166014,1,520
1693,6,10,0,166014,1,520
1694,7,19,0,166014,1,520
1695,7,8,0,166014,1,520
1696,6,5,0,166014,1,520
1697,7,15,0,166014,1,520
1698,6,1,0,166014,1,520
1699,7,7,0,166013,1,521
1700,6,0,0,166013,1,521
1701,7,2,0,166013,1,521
1702,6,2,0,166013,1,521
1703,6,18,0,166013,1,521
1704,7,13,0,166013,1,521
1705,6,4,0,166013,1,521
1706,6,6,0,166013,1,521
1707,6,10,0,166013,1,521
1708,7,19,0,166013,1,521
1709,7,8,0,166013,1,521
1710,6,5,0,166013,1,521
1711,7,15,0,166013,1,521
1712,6,1,0,166013,1,521
1713,7,7,0,165997,1,522
1714,6,0,0,165997,1,522
1715,7,2,0,165997,1,522
1716,6,2,0,165997,1,522
1717,6,18,0,165997,1,522
1718,7,13,0,165997,1,522
1719,6,4,0,165997,1,522
1720,6,6,0,165997,1,522
1721,6,10,0,165997,1,522
1722,7,19,0,165997,1,522
1723,7,8,0,165997,1,522
1724,6,5,0,165997,1,522
1725,7,15,0,165997,1,522
1726,6,1,0,165997,1,522
1727,7,7,0,166034,1,523
1728,6,0,0,166034,1,523
1729,7,2,0,166034,1,523
1730,6,2,0,166034,1,523
1731,6,18,0,166034,1,523
1732,7,13,0,166034,1,523
1733,6,4,0,166034,1,523
1734,6,6,0,166034,1,523
1735,6,10,0,166034,1,523
1736,7,19,0,166034,1,523
1737,7,8,0,166034,1,523
1738,6,5,0,166034,1,523
1739,7,15,0,166034,1,523
1740,6,1,0,166034,1,523
1741,7,7,0,166032,1,524
1742,6,0,0,166032,1,524
1743,7,2,0,166032,1,524
1744,6,2,0,166032,1,524
1745,6,18,0,166032,1,524
1746,7,13,0,166032,1,524
1747,6,4,0,166032,1,524
1748,6,6,0,166032,1,524
1749,6,10,0,166032,1,524
1750,7,19,0,166032,1,524
1751,7,8,0,166032,1,524
1752,6,5,0,166032,1,524
1753,7,15,0,166032,1,524
1754,6,1,0,166032,1,524
1755,7,7,0,166031,1,525
1756,6,0,0,166031,1,525
1757,7,2,0,166031,1,525
1758,6,2,0,166031,1,525
1759,6,18,0,166031,1,525
1760,7,13,0,166031,1,525
1761,6,4,0,166031,1,525
1762,6,6,0,166031,1,525
1763,6,10,0,166031,1,525
1764,7,19,0,166031,1,525
1765,7,8,0,166031,1,525
1766,6,5,0,166031,1,525
1767,7,15,0,166031,1,525
1768,6,1,0,166031,1,525
1769,7,7,0,166009,1,526
1770,6,0,0,166009,1,526
1771,7,2,0,166009,1,526
1772,6,2,0,166009,1,526
1773,6,18,0,166009,1,526
1774,7,13,0,166009,1,526
1775,6,4,0,166009,1,526
1776,6,6,0,166009,1,526
1777,6,10,0,166009,1,526
1778,7,19,0,166009,1,526
1779,7,8,0,166009,1,526
1780,6,5,0,166009,1,526
1781,7,15,0,166009,1,526
1782,6,1,0,166009,1,526
1783,7,7,0,166004,1,527
1784,6,0,0,166004,1,527
1785,7,2,0,166004,1,527
1786,6,2,0,166004,1,527
1787,6,18,0,166004,1,527
1788,7,13,0,166004,1,527
1789,6,4,0,166004,1,527
1790,6,6,0,166004,1,527
1791,6,10,0,166004,1,527
1792,7,19,0,166004,1,527
1793,7,8,0,166004,1,527
1794,6,5,0,166004,1,527
1795,7,15,0,166004,1,527
1796,6,1,0,166004,1,527
1797,7,7,0,166010,1,528
1798,6,0,0,166010,1,528
1799,7,2,0,166010,1,528
1800,6,2,0,166010,1,528
1801,6,18,0,166010,1,528
1802,7,13,0,166010,1,528
1803,6,4,0,166010,1,528
1804,6,6,0,166010,1,528
1805,6,10,0,166010,1,528
1806,7,19,0,166010,1,528
1807,7,8,0,166010,1,528
1808,6,5,0,166010,1,528
1809,7,15,0,166010,1,528
1810,6,1,0,166010,1,528
1811,7,7,0,165993,1,529
1812,6,0,0,165993,1,529
1813,7,2,0,165993,1,529
1814,6,2,0,165993,1,529
1815,6,18,0,165993,1,529
1816,7,13,0,165993,1,529
1817,6,4,0,165993,1,529
1818,6,6,0,165993,1,529
1819,6,10,0,165993,1,529
1820,7,19,0,165993,1,529
1821,7,8,0,165993,1,529
1822,6,5,0,165993,1,529
1823,7,15,0,165993,1,529
1824,6,1,0,165993,1,529
1825,7,7,0,165992,1,530
1826,6,0,0,165992,1,530
1827,7,2,0,165992,1,530
1828,6,2,0,165992,1,530
1829,6,18,0,165992,1,530
1830,7,13,0,165992,1,530
1831,6,4,0,165992,1,530
1832,6,6,0,165992,1,530
1833,6,10,0,165992,1,530
1834,7,19,0,165992,1,530
1835,7,8,0,165992,1,530
1836,6,5,0,165992,1,530
1837,7,15,0,165992,1,530
1838,6,1,0,165992,1,530
1839,7,7,0,166005,1,531
1840,6,0,0,166005,1,531
1841,7,2,0,166005,1,531
1842,6,2,0,166005,1,531
1843,6,18,0,166005,1,531
1844,7,13,0,166005,1,531
1845,6,4,0,166005,1,531
1846,6,6,0,166005,1,531
1847,6,10,0,166005,1,531
1848,7,19,0,166005,1,531
1849,7,8,0,166005,1,531
1850,6,5,0,166005,1,531
1851,7,15,0,166005,1,531
1852,6,1,0,166005,1,531
1853,7,7,0,166030,1,532
1854,6,0,0,166030,1,532
1855,7,2,0,166030,1,532
1856,6,2,0,166030,1,532
1857,6,18,0,166030,1,532
1858,7,13,0,166030,1,532
1859,6,4,0,166030,1,532
1860,6,6,0,166030,1,532
1861,6,10,0,166030,1,532
1862,7,19,0,166030,1,532
1863,7,8,0,166030,1,532
1864,6,5,0,166030,1,532
1865,7,15,0,166030,1,532
1866,6,1,0,166030,1,532
1867,7,7,0,165991,1,533
1868,6,0,0,165991,1,533
1869,7,2,0,165991,1,533
1870,6,2,0,165991,1,533
1871,6,18,0,165991,1,533
1872,7,13,0,165991,1,533
1873,6,4,0,165991,1,533
1874,6,6,0,165991,1,533
1875,6,10,0,165991,1,533
1876,7,19,0,165991,1,533
1877,7,8,0,165991,1,533
1878,6,5,0,165991,1,533
1879,7,15,0,165991,1,533
1880,6,1,0,165991,1,533
1881,7,7,0,166813,1,534
1882,6,0,0,166813,1,534
1883,7,2,0,166813,1,534
1884,6,2,0,166813,1,534
1885,6,18,0,166813,1,534
1886,7,13,0,166813,1,534
1887,6,4,0,166813,1,534
1888,6,6,0,166813,1,534
1889,6,10,0,166813,1,534
1890,7,19,0,166813,1,534
1891,7,8,0,166813,1,534
1892,6,5,0,166813,1,534
1893,7,15,0,166813,1,534
1894,6,1,0,166813,1,534
1895,7,7,0,166109,1,535
1896,6,0,0,166109,1,535
1897,7,2,0,166109,1,535
1898,6,2,0,166109,1,535
1899,6,18,0,166109,1,535
1900,7,13,0,166109,1,535
1901,6,4,0,166109,1,535
1902,6,6,0,166109,1,535
1903,6,10,0,166109,1,535
1904,7,19,0,166109,1,535
1905,7,8,0,166109,1,535
1906,6,5,0,166109,1,535
1907,7,15,0,166109,1,535
1908,6,1,0,166109,1,535
1909,7,7,0,166838,1,536
1910,6,0,0,166838,1,536
1911,7,2,0,166838,1,536
1912,6,2,0,166838,1,536
1913,6,18,0,166838,1,536
1914,7,13,0,166838,1,536
1915,6,4,0,166838,1,536
1916,6,6,0,166838,1,536
1917,6,10,0,166838,1,536
1918,7,19,0,166838,1,536
1919,7,8,0,166838,1,536
1920,6,5,0,166838,1,536
1921,7,15,0,166838,1,536
1922,6,1,0,166838,1,536
1923,7,7,0,166060,1,537
1924,6,0,0,166060,1,537
1925,7,2,0,166060,1,537
1926,6,2,0,166060,1,537
1927,6,18,0,166060,1,537
1928,7,13,0,166060,1,537
1929,6,4,0,166060,1,537
1930,6,6,0,166060,1,537
1931,6,10,0,166060,1,537
1932,7,19,0,166060,1,537
1933,7,8,0,166060,1,537
1934,6,5,0,166060,1,537
1935,7,15,0,166060,1,537
1936,6,1,0,166060,1,537
1937,7,7,0,166067,1,538
1938,6,0,0,166067,1,538
1939,7,2,0,166067,1,538
1940,6,2,0,166067,1,538
1941,6,18,0,166067,1,538
1942,7,13,0,166067,1,538
1943,6,4,0,166067,1,538
1944,6,6,0,166067,1,538
1945,6,10,0,166067,1,538
1946,7,19,0,166067,1,538
1947,7,8,0,166067,1,538
1948,6,5,0,166067,1,538
1949,7,15,0,166067,1,538
1950,6,1,0,166067,1,538
1951,7,7,0,166126,1,539
1952,6,0,0,166126,1,539
1953,7,2,0,166126,1,539
1954,6,2,0,166126,1,539
1955,6,18,0,166126,1,539
1956,7,13,0,166126,1,539
1957,6,4,0,166126,1,539
1958,6,6,0,166126,1,539
1959,6,10,0,166126,1,539
1960,7,19,0,166126,1,539
1961,7,8,0,166126,1,539
1962,6,5,0,166126,1,539
1963,7,15,0,166126,1,539
1964,6,1,0,166126,1,539
1965,7,7,0,166415,1,540
1966,6,0,0,166415,1,540
1967,7,2,0,166415,1,540
1968,6,2,0,166415,1,540
1969,6,18,0,166415,1,540
1970,7,13,0,166415,1,540
1971,6,4,0,166415,1,540
1972,6,6,0,166415,1,540
1973,6,10,0,166415,1,540
1974,7,19,0,166415,1,540
1975,7,8,0,166415,1,540
1976,6,5,0,166415,1,540
1977,7,15,0,166415,1,540
1978,6,1,0,166415,1,540
1979,7,7,0,166006,1,541
1980,6,0,0,166006,1,541
1981,7,2,0,166006,1,541
1982,6,2,0,166006,1,541
1983,6,18,0,166006,1,541
1984,7,13,0,166006,1,541
1985,6,4,0,166006,1,541
1986,6,6,0,166006,1,541
1987,6,10,0,166006,1,541
1988,7,19,0,166006,1,541
1989,7,8,0,166006,1,541
1990,6,5,0,166006,1,541
1991,7,15,0,166006,1,541
1992,6,1,0,166006,1,541
1993,7,7,0,166013,1,542
1994,6,0,0,166013,1,542
1995,7,2,0,166013,1,542
1996,6,2,0,166013,1,542
1997,6,18,0,166013,1,542
1998,7,13,0,166013,1,542
1999,6,4,0,166013,1,542
2000,6,6,0,166013,1,542
2001,6,10,0,166013,1,542
2002,7,19,0,166013,1,542
2003,7,8,0,166013,1,542
2004,6,5,0,166013,1,542
2005,7,15,0,166013,1,542
2006,6,1,0,166013,1,542
2007,7,7,0,166026,1,543
2008,6,0,0,166026,1,543
2009,7,2,0,166026,1,543
2010,6,2,0,166026,1,543
2011,6,18,0,166026,1,543
2012,7,13,0,166026,1,543
2013,6,4,0,166026,1,543
2014,6,6,0,166026,1,543
2015,6,10,0,166026,1,543
2016,7,19,0,166026,1,543
2017,7,8,0,166026,1,543
2018,6,5,0,166026,1,543
2019,7,15,0,166026,1,543
2020,6,1,0,166026,1,543
2021,7,7,0,166029,1,544
2022,6,0,0,166029,1,544
2023,7,2,0,166029,1,544
2024,6,2,0,166029,1,544
2025,6,18,0,166029,1,544
2026,7,13,0,166029,1,544
2027,6,4,0,166029,1,544
2028,6,6,0,166029,1,544
2029,6,10,0,166029,1,544
2030,7,19,0,166029,1,544
2031,7,8,0,166029,1,544
2032,6,5,0,166029,1,544
2033,7,15,0,166029,1,544
2034,6,1,0,166029,1,544
2035,7,7,0,165990,1,545
2036,6,0,0,165990,1,545
2037,7,2,0,165990,1,545
2038,6,2,0,165990,1,545
2039,6,18,0,165990,1,545
2040,7,13,0,165990,1,545
2041,6,4,0,165990,1,545
2042,6,6,0,165990,1,545
2043,6,10,0,165990,1,545
2044,7,19,0,165990,1,545
2045,7,8,0,165990,1,545
2046,6,5,0,165990,1,545
2047,7,15,0,165990,1,545
2048,6,1,0,165990,1,545
2049,7,7,0,166028,1,546
2050,6,0,0,166028,1,546
2051,7,2,0,166028,1,546
2052,6,2,0,166028,1,546
2053,6,18,0,166028,1,546
2054,7,13,0,166028,1,546
2055,6,4,0,166028,1,546
2056,6,6,0,166028,1,546
2057,6,10,0,166028,1,546
2058,7,19,0,166028,1,546
2059,7,8,0,166028,1,546
2060,6,5,0,166028,1,546
2061,7,15,0,166028,1,546
2062,6,1,0,166028,1,546
2063,7,7,0,166001,1,547
2064,6,0,0,166001,1,547
2065,7,2,0,166001,1,547
2066,6,2,0,166001,1,547
2067,6,18,0,166001,1,547
2068,7,13,0,166001,1,547
2069,6,4,0,166001,1,547
2070,6,6,0,166001,1,547
2071,6,10,0,166001,1,547
2072,7,19,0,166001,1,547
2073,7,8,0,166001,1,547
2074,6,5,0,166001,1,547
2075,7,15,0,166001,1,547
2076,6,1,0,166001,1,547
2077,7,7,0,166000,1,548
2078,6,0,0,166000,1,548
2079,7,2,0,166000,1,548
2080,6,2,0,166000,1,548
2081,6,18,0,166000,1,548
2082,7,13,0,166000,1,548
2083,6,4,0,166000,1,548
2084,6,6,0,166000,1,548
2085,6,10,0,166000,1,548
2086,7,19,0,166000,1,548
2087,7,8,0,166000,1,548
2088,6,5,0,166000,1,548
2089,7,15,0,166000,1,548
2090,6,1,0,166000,1,548
2091,7,7,0,166031,1,549
2092,6,0,0,166031,1,549
2093,7,2,0,166031,1,549
2094,6,2,0,166031,1,549
2095,6,18,0,166031,1,549
2096,7,13,0,166031,1,549
2097,6,4,0,166031,1,549
2098,6,6,0,166031,1,549
2099,6,10,0,166031,1,549
2100,7,19,0,166031,1,549
2101,7,8,0,166031,1,549
2102,6,5,0,166031,1,549
2103,7,15,0,166031,1,549
2104,6,1,0,166031,1,549
2105,7,7,0,166003,1,550
2106,6,0,0,166003,1,550
2107,7,2,0,166003,1,550
2108,6,2,0,166003,1,550
2109,6,18,0,166003,1,550
2110,7,13,0,166003,1,550
2111,6,4,0,166003,1,550
2112,6,6,0,166003,1,550
2113,6,10,0,166003,1,550
2114,7,19,0,166003,1,550
2115,7,8,0,166003,1,550
2116,6,5,0,166003,1,550
2117,7,15,0,166003,1,550
2118,6,1,0,166003,1,550
2119,7,7,0,166012,1,551
2120,6,0,0,166012,1,551
2121,7,2,0,166012,1,551
2122,6,2,0,166012,1,551
2123,6,18,0,166012,1,551
2124,7,13,0,166012,1,551
2125,6,4,0,166012,1,551
2126,6,6,0,166012,1,551
2127,6,10,0,166012,1,551
2128,7,19,0,166012,1,551
2129,7,8,0,166012,1,551
2130,6,5,0,166012,1,551
2131,7,15,0,166012,1,551
2132,6,1,0,166012,1,551
2133,7,7,0,240866,1,552
2134,6,0,0,240866,1,552
2135,7,2,0,240866,1,552
2136,6,2,0,240866,1,552
2137,6,18,0,240866,1,552
2138,7,13,0,240866,1,552
2139,6,4,0,240866,1,552
2140,6,6,0,240866,1,552
2141,6,10,0,240866,1,552
2142,7,19,0,240866,1,552
2143,7,8,0,240866,1,552
2144,6,5,0,240866,1,552
2145,7,15,0,240866,1,552
2146,6,1,0,240866,1,552
2147,7,7,0,166158,1,553
2148,6,0,0,166158,1,553
2149,7,2,0,166158,1,553
2150,6,2,0,166158,1,553
2151,6,18,0,166158,1,553
2152,7,13,0,166158,1,553
2153,6,4,0,166158,1,553
2154,6,6,0,166158,1,553
2155,6,10,0,166158,1,553
2156,7,19,0,166158,1,553
2157,7,8,0,166158,1,553
2158,6,5,0,166158,1,553
2159,7,15,0,166158,1,553
2160,6,1,0,166158,1,553
2161,7,7,0,166010,1,554
2162,6,0,0,166010,1,554
2163,7,2,0,166010,1,554
2164,6,2,0,166010,1,554
2165,6,18,0,166010,1,554
2166,7,13,0,166010,1,554
2167,6,4,0,166010,1,554
2168,6,6,0,166010,1,554
2169,6,10,0,166010,1,554
2170,7,19,0,166010,1,554
2171,7,8,0,166010,1,554
2172,6,5,0,166010,1,554
2173,7,15,0,166010,1,554
2174,6,1,0,166010,1,554
2175,7,7,0,166006,1,555
2176,6,0,0,166006,1,555
2177,7,2,0,166006,1,555
2178,6,2,0,166006,1,555
2179,6,18,0,166006,1,555
2180,7,13,0,166006,1,555
2181,6,4,0,166006,1,555
2182,6,6,0,166006,1,555
2183,6,10,0,166006,1,555
2184,7,19,0,166006,1,555
2185,7,8,0,166006,1,555
2186,6,5,0,166006,1,555
2187,7,15,0,166006,1,555
2188,6,1,0,166006,1,555
2189,7,7,0,367439,1,556
2190,6,0,0,367439,1,556
2191,7,2,0,367439,1,556
2192,6,2,0,367439,1,556
2193,6,18,0,367439,1,556
2194,7,13,0,367439,1,556
2195,6,4,0,367439,1,556
2196,6,6,0,367439,1,556
2197,6,10,0,367439,1,556
2198,7,19,0,367439,1,556
2199,7,8,0,367439,1,556
2200,6,5,0,367439,1,556
2201,7,15,0,367439,1,556
2202,6,1,0,367439,1,556
2203,7,7,0,462739,1,557
2204,6,0,0,462739,1,557
2205,7,2,0,462739,1,557
2206,6,2,0,462739,1,557
2207,6,18,0,462739,1,557
2208,7,13,0,462739,1,557
2209,6,4,0,462739,1,557
2210,6,6,0,462739,1,557
2211,6,10,0,462739,1,557
2212,7,19,0,462739,1,557
2213,7,8,0,462739,1,557
2214,6,5,0,462739,1,557
2215,7,15,0,462739,1,557
2216,6,1,0,462739,1,557
2217,7,7,0,463430,1,558
2218,6,0,0,463430,1,558
2219,7,2,0,463430,1,558
2220,6,2,0,463430,1,558
2221,6,18,0,463430,1,558
2222,7,13,0,463430,1,558
2223,6,4,0,463430,1,558
2224,6,6,0,463430,1,558
2225,6,10,0,463430,1,558
2226,7,19,0,463430,1,558
2227,7,8,0,463430,1,558
2228,6,5,0,463430,1,558
2229,7,15,0,463430,1,558
2230,6,1,0,463430,1,558
2231,7,7,0,462741,1,559
2232,6,0,0,462741,1,559
2233,7,2,0,462741,1,559
2234,6,2,0,462741,1,559
2235,6,18,0,462741,1,559
2236,7,13,0,462741,1,559
2237,6,4,0,462741,1,559
2238,6,6,0,462741,1,559
2239,6,10,0,462741,1,559
2240,7,19,0,462741,1,559
2241,7,8,0,462741,1,559
2242,6,5,0,462741,1,559
2243,7,15,0,462741,1,559
2244,6,1,0,462741,1,559
2245,7,7,0,166029,1,560
2246,6,0,0,166029,1,560
2247,7,2,0,166029,1,560
2248,6,2,0,166029,1,560
2249,6,18,0,166029,1,560
2250,7,13,0,166029,1,560
2251,6,4,0,166029,1,560
2252,6,6,0,166029,1,560
2253,6,10,0,166029,1,560
2254,7,19,0,166029,1,560
2255,7,8,0,166029,1,560
2256,6,5,0,166029,1,560
2257,7,15,0,166029,1,560
2258,6,1,0,166029,1,560
2259,7,7,0,462737,1,561
2260,6,0,0,462737,1,561
2261,7,2,0,462737,1,561
2262,6,2,0,462737,1,561
2263,6,18,0,462737,1,561
