ID,ParentAnimKitID,OrderIndex,AnimID,AnimStartTime,AnimKitConfigID,StartCondition,StartConditionParam,StartConditionDelay,EndCondition,EndConditionParam,EndConditionDelay,Speed,SegmentFlags,ForcedVariation,OverrideConfigFlags,LoopToSegmentIndex,BlendInTimeMs,BlendOutTimeMs,Field_9_0_1_34278_018
59310,30478,0,18,900,341,0,0,0,4,0,1000,0.79999995,22,1,16777216,-1,0,0,1
59311,30479,0,17,100,341,0,0,0,4,0,2000,0.19999999,22,0,16777216,-1,0,0,1
59312,30480,0,17,500,341,0,0,0,4,0,1000,0.79999995,22,0,16777216,-1,0,0,1
59313,30481,0,18,150,341,0,0,0,4,0,2000,0.14999999,22,0,16777216,-1,0,0,1
59314,30482,0,18,500,341,0,0,0,4,0,1000,0.5,22,0,16777216,-1,0,0,1
59315,30483,0,16,0,341,0,0,0,0,0,0,0.25,2,0,0,-1,0,0,1
59316,30484,0,16,600,341,0,0,0,0,0,0,1,2,0,0,-1,0,0,1
59390,30527,0,1,1750,341,0,0,0,2,0,150,0.099999994,0,0,0,0,0,0,1
59391,30528,0,1,1830,341,0,0,0,2,0,400,0.099999994,0,0,0,0,0,0,1
59392,30528,1,1,2370,341,0,0,0,2,0,400,-0.099999994,0,0,0,0,0,0,1
59393,30529,0,18,0,341,0,0,0,4,0,0,1,16,0,16777216,-1,0,0,1
59396,30531,0,32,200,341,0,0,0,2,0,150,0.099999994,0,0,0,0,0,0,1
59397,30531,1,32,200,341,0,0,0,2,0,150,-0.099999994,0,0,0,0,0,0,1
59398,30532,0,32,200,341,0,0,0,1,0,0,0.099999994,0,0,0,1,0,0,1
59399,30532,1,32,2000,341,1,0,2000,4,1,1500,-0.099999994,0,0,0,0,0,0,1
59400,30532,2,32,4000,341,1,1,2000,1,0,0,0.099999994,0,0,0,1,0,0,1
59401,30532,3,32,6000,341,1,2,2000,1,0,0,-0.099999994,0,0,0,0,0,0,1
59486,30575,0,127,0,341,0,0,0,0,0,0,0.25,0,0,0,-1,0,0,1
59518,30587,0,1,570,341,0,0,0,1,0,0,0,0,0,0,0,0,0,1
59522,30591,0,21,0,341,0,0,0,1,0,0,0.099999994,0,0,0,-1,0,0,1
59523,30592,0,0,0,341,0,0,0,0,0,0,1,0,0,0,0,0,0,1
59524,30593,0,0,0,341,0,0,0,0,0,0,1,0,0,0,0,0,0,1
59525,30594,0,135,0,341,0,0,0,1,0,0,1,1,0,34603008,-1,0,0,1
59609,30644,0,17,0,341,0,0,0,0,0,0,1.25,2,1,8388608,-1,0,0,1
59612,30645,0,0,0,341,0,0,0,0,0,0,1,0,0,0,0,0,0,1
59613,30646,0,58,0,341,0,0,0,0,0,0,2,0,0,0,-1,0,0,1
59662,30689,0,0,1000,341,0,0,0,3,0,500,1,0,0,0,-1,0,0,1
59686,30702,0,0,0,341,0,0,0,0,0,0,0.5,0,0,0,-1,0,0,1
59689,30704,0,157,0,341,0,0,0,0,0,10000,1,16,0,0,-1,0,0,1
59705,30711,0,148,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
59706,30711,1,148,990,341,2,0,0,0,0,0,0,16,0,0,-1,0,0,1
59713,30713,0,16,0,341,0,0,0,0,0,0,2.5,2,0,0,-1,0,0,1
59714,30713,1,16,0,341,2,0,0,0,0,0,2.5,2,1,0,0,0,0,1
59722,30717,0,0,0,341,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1
59740,30725,0,0,0,341,0,0,0,0,0,0,1,0,0,0,0,0,0,1
59741,30726,0,0,0,341,0,0,0,0,0,0,1,0,0,0,0,0,0,1
59755,30735,0,52,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
59756,30735,1,54,0,341,2,0,0,1,0,0,1,0,0,0,-1,0,0,1
59757,30736,0,52,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
59785,30748,0,19,125,341,0,0,0,4,0,2500,0.11,22,0,16777216,-1,0,0,1
59795,30755,0,0,0,341,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1
59796,30756,0,0,0,341,0,0,0,0,0,0,0.5,0,0,0,-1,0,0,1
59797,30757,0,16,400,341,0,0,0,4,0,1000,0.5,22,1,16777216,-1,0,0,1
59798,30758,0,16,200,341,0,0,0,4,0,2500,0.03,534,1,16777216,-1,0,400,1
59799,30759,0,19,150,341,0,0,0,4,0,2500,0.11,22,1,16777216,-1,0,0,1
59800,30760,0,19,300,341,0,0,0,4,0,2000,1,6,1,16777216,-1,0,0,1
59801,30761,0,37,0,341,0,0,0,0,0,0,0.79999995,0,0,0,-1,0,0,1
59802,30761,1,38,0,341,2,0,0,0,0,0,0.79999995,0,0,0,2,0,0,1
59803,30761,2,38,0,341,2,0,0,0,0,0,0.79999995,0,0,0,1,0,0,1
59804,30762,0,112,0,341,0,0,0,0,0,0,0.79999995,16,0,0,-1,0,0,1
59805,30762,1,112,0,341,2,0,0,0,0,0,0.79999995,0,0,0,2,0,0,1
59806,30762,2,112,0,341,2,0,0,0,0,0,0.79999995,0,0,0,1,0,0,1
59807,30763,0,95,0,341,0,0,0,0,0,0,1,16,0,0,-1,0,0,1
59808,30764,0,121,0,341,0,0,0,0,0,0,1,770,0,0,-1,200,200,1
59810,30764,1,121,550,341,0,0,0,0,0,0,0.049999997,3842,0,0,-1,200,200,1
59811,30764,2,121,550,341,0,0,0,0,0,0,0.049999997,2,0,0,-1,0,0,1
59841,30776,0,0,100,341,0,0,0,0,0,2900,0.19999999,0,0,-2147483648,-1,0,0,1
59845,30779,0,0,0,1431,0,0,0,0,0,0,0.29999998,2,1,0,0,0,0,1
59860,30781,0,32,0,341,0,0,0,4,0,900,1,0,0,0,0,0,0,1
59870,30791,0,81,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
59876,30793,0,123,0,1430,0,0,0,0,0,0,1,0,1,0,0,0,0,1
59899,30809,0,126,0,341,0,0,0,1,0,0,1,0,0,0,0,0,0,1
59906,30815,0,0,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
59909,30816,0,0,400,341,0,0,0,0,0,0,-0.049999997,0,0,0,0,0,0,1
59911,30818,0,0,1300,341,0,0,0,3,0,500,0.5,0,0,0,-1,0,0,1
59976,30857,0,144,230,341,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
60385,31074,0,0,0,341,0,0,0,0,0,0,-2,0,0,0,-1,0,0,1
60511,31146,0,95,330,341,0,0,0,1,0,0,0.099999994,0,0,0,-1,0,0,1
60565,31176,0,118,200,341,0,0,0,1,0,0,0.5,0,0,0,-1,0,0,1
60566,31177,0,57,470,341,0,0,0,1,0,0,0.75,0,0,0,-1,0,0,1
60567,31178,0,16,270,341,0,0,0,1,0,0,1.25,2,0,0,-1,0,0,1
60568,31179,0,16,270,341,0,0,0,1,0,0,1.25,2,1,0,-1,0,0,1
60591,31191,0,0,0,343,0,0,0,0,0,0,1,0,0,0,0,0,0,1
60599,31196,0,99,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
60600,31196,1,100,0,341,2,0,0,0,0,0,1,0,0,0,1,0,0,1
60619,31191,1,53,330,348,0,0,0,0,0,0,0,0,0,0,1,250,250,1
60680,31230,0,0,0,162,0,0,0,3,0,999000,1,0,0,0,-1,0,0,1
60686,31233,0,0,0,341,0,0,0,3,0,500,1,0,0,0,-1,0,0,1
60697,31242,0,99,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
60698,31242,1,100,0,341,2,0,0,0,0,0,1,0,0,0,1,0,0,1
60705,31246,0,1,0,341,0,0,0,0,0,0,1,16,0,0,-1,0,0,1
60760,31278,0,1,3150,343,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1
60765,31283,0,1,3150,343,0,0,0,0,0,0,-0.5,0,0,0,-1,0,0,1
60777,31289,0,159,0,1430,0,0,0,4,0,100,0.049999997,0,0,0,0,0,0,1
60786,31293,0,16,0,0,0,0,0,0,0,0,0.65999997,2,0,0,-1,0,0,1
60787,31294,0,0,0,341,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1
60788,31295,0,0,0,1430,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
60789,31295,1,16,250,348,0,0,0,0,0,0,0.14,514,0,0,-1,0,500,1
60790,31296,0,4,0,1430,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1
60791,31296,1,5,0,348,0,0,0,0,3,0,1,512,0,0,-1,0,500,1
60856,31336,0,1,0,341,0,0,0,0,0,0,0.75,0,0,0,-1,0,0,1
60857,31336,1,1,5330,341,2,0,0,0,0,0,0,0,0,0,-1,0,0,1
60868,31345,0,57,0,341,0,0,0,0,0,0,0.25,0,0,0,-1,0,0,1
60928,31372,0,19,0,343,0,0,0,2,0,2400,0.0025,0,0,0,-1,0,0,1
60929,31372,1,19,0,366,2,0,0,0,0,0,1.5,0,0,0,-1,0,0,1
60947,31382,0,181,0,341,0,0,2000,0,0,0,1,0,0,0,-1,0,0,1
60958,31389,0,69,0,341,0,0,0,0,0,0,1,2,1,0,-1,0,0,1
60959,31390,0,69,0,341,0,0,0,0,0,0,1,0,1,0,0,0,0,1
60960,31391,0,70,0,341,0,0,0,0,0,0,1,0,1,0,-1,0,0,1
60961,31392,0,84,0,366,0,0,0,0,0,0,1,0,1,0,-1,0,0,1
61512,31668,0,0,0,341,0,0,0,0,0,0,0.75,2,2,0,-1,0,0,1
61593,31705,0,17,0,341,0,0,0,0,0,0,1,2,2,0,-1,0,0,1
61676,31748,0,126,0,341,0,0,0,0,0,0,-1,0,0,0,0,0,0,1
61779,31789,0,0,0,341,0,0,0,3,0,3000,0.099999994,0,0,0,-1,0,0,1
61780,31790,0,0,300,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
62037,31925,0,148,0,341,0,0,0,0,0,0,0.7,16,0,0,-1,0,0,1
62082,31949,0,52,0,341,0,0,500,1,0,0,1,0,0,0,0,0,0,1
62115,31967,0,68,0,341,0,0,0,0,0,0,1,0,1,0,-1,0,0,1
62498,32166,0,0,500,162,0,0,0,3,0,5200,0.14999999,2,0,0,0,3000,3000,1
62510,32173,0,158,0,341,0,0,0,5,0,0,1,16,0,0,-1,0,0,1
62534,32186,0,148,0,341,0,0,0,0,0,0,1,16,0,0,-1,0,0,1
62577,32210,0,54,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
62578,32210,1,54,0,341,2,1,0,1,0,0,1,0,0,0,-1,0,0,1
62582,32213,0,0,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
62646,32247,0,157,0,341,0,0,0,0,0,0,1,16,0,0,-1,0,0,1
62680,32268,0,0,0,341,0,0,0,4,0,26000,1,0,0,0,1,0,0,1
62688,32274,0,1,8300,343,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1
62689,32274,1,55,0,341,2,0,0,0,0,0,1,0,0,0,-1,0,0,1
62708,32268,1,0,10000,341,2,0,0,4,1,10000,1,0,0,0,1,0,0,1
62757,32302,0,103,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
62759,32302,1,103,0,341,2,0,0,5,1,0,1,0,0,0,-1,0,0,1
62764,32307,0,37,0,341,0,0,0,0,0,0,1,0,0,4096,-1,0,0,1
62765,32308,0,41,0,341,0,0,0,0,0,0,1.5,0,0,4096,-1,0,0,1
62766,32309,0,38,0,341,0,0,0,0,0,0,1,0,0,4096,-1,0,0,1
62767,32310,0,39,0,341,0,0,0,0,0,0,1,0,0,4096,-1,0,0,1
62768,32311,0,0,1400,341,0,0,0,0,0,0,0.099999994,0,0,0,-1,3000,3000,1
62769,32312,0,0,1000,341,0,0,0,0,0,0,0.25,0,0,0,-1,0,0,1
62770,32313,0,0,0,341,0,0,0,0,0,0,0.7,0,0,0,-1,3000,3000,1
62820,32335,0,146,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
62821,32335,1,147,0,341,2,0,0,0,0,0,1,0,0,0,-1,0,0,1
62822,32335,2,148,0,341,2,1,0,0,0,0,1,0,0,0,-1,0,0,1
62825,32337,0,125,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
62826,32337,1,0,0,341,2,1,0,0,0,0,1,0,0,0,1,0,0,1
62827,32338,0,0,500,366,0,0,0,0,0,0,1,0,0,0,0,0,0,1
62828,32339,0,53,0,348,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
62829,32339,1,0,0,22,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
62831,32341,0,52,0,343,0,0,0,0,4,0,1,0,0,0,-1,0,0,1
62832,32342,0,0,0,1430,0,0,0,2,0,4000,1,0,0,0,-1,0,0,1
62833,32342,1,54,0,341,2,0,0,0,0,0,1,0,0,0,-1,0,0,1
62856,32348,0,97,0,1430,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
62873,32359,0,0,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
62915,32379,0,132,0,341,0,0,0,1,0,0,1,0,0,32768,-1,0,0,1
62916,32380,0,0,600,162,0,0,0,3,0,999000,0.01,0,0,0,-1,0,0,1
62959,32397,0,154,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
62960,32398,0,153,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
62961,32399,0,154,0,341,0,0,0,1,0,0,1,0,0,0,0,0,0,1
62962,32400,0,153,0,341,0,0,0,1,0,0,0.5,0,0,0,0,0,0,1
62987,32414,0,0,0,341,0,0,0,1,0,0,-0.79999995,0,0,0,-1,0,0,1
62989,32416,0,123,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
63024,32435,0,0,0,341,0,0,0,1,0,0,1,6,1,0,-1,0,0,1
63033,32440,0,148,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
63034,32440,1,149,0,341,2,0,0,1,0,0,1,0,0,0,-1,0,0,1
63171,32500,0,52,0,341,0,0,0,0,2,0,1,0,0,0,-1,1000,1000,1
63172,32500,1,54,0,341,2,0,0,0,0,0,1,512,0,0,-1,0,1000,1
63200,32516,0,158,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
63222,32527,0,148,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
63223,32527,1,149,0,341,2,0,0,1,0,0,1,0,0,0,-1,0,0,1
63224,32528,0,147,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
63225,32529,0,148,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
63226,32529,1,149,0,341,2,0,0,1,0,0,1,0,0,0,-1,0,0,1
63227,32530,0,5,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
63281,32554,0,0,0,341,0,0,0,0,0,0,0.39999998,2,0,0,-1,0,0,1
63410,32173,1,0,1100,341,2,0,0,0,0,0,1,0,0,0,1,0,0,1
63424,32638,0,0,0,341,0,0,0,0,0,0,5,0,0,0,-1,0,0,1
63428,32641,0,149,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
63429,32641,1,0,0,341,2,0,0,1,0,0,1,0,0,0,-1,0,0,1
63430,32642,0,0,0,341,0,0,0,0,7,0,1,0,0,0,-1,0,0,1
63480,32668,0,0,0,341,0,0,0,1,0,0,1,0,0,0,0,0,0,1
63697,32786,0,0,0,341,0,0,0,0,0,0,1,2,2,0,-1,0,0,1
63796,32833,0,0,0,341,0,0,0,1,0,0,0.5,0,0,0,-1,0,0,1
63824,32846,0,68,0,341,0,0,0,0,0,0,1,0,0,16777216,-1,0,0,1
63834,32853,0,38,0,341,0,0,0,0,10,0,1,0,0,0,-1,0,0,1
63835,32853,1,39,0,345,2,0,0,0,0,0,1,0,0,0,-1,0,0,1
63896,32882,0,213,0,341,0,0,0,0,0,0,0.75,0,0,0,-1,0,0,1
63900,32884,0,0,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
63951,32916,0,0,0,341,0,0,0,0,0,0,2,0,0,0,-1,0,0,1
63952,32917,0,215,0,341,0,0,0,1,0,0,1,0,0,0,0,0,0,1
63996,32943,0,79,2000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64020,32956,0,153,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
64034,32963,0,27,0,345,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
64035,32963,1,27,0,345,2,0,0,1,0,0,1,0,0,0,-1,0,0,1
64036,32963,2,84,0,350,0,0,0,4,2,1400,1,0,0,16777216,-1,0,0,1
64037,32963,3,84,1400,350,2,2,0,4,3,750,1,4,0,16777216,3,0,0,1
64043,32966,0,52,0,341,0,0,0,1,0,0,0.65,0,0,0,-1,0,0,1
64045,32968,0,0,0,341,0,0,0,0,0,0,2,0,0,0,-1,0,0,1
64046,32969,0,0,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
64047,32969,1,159,0,341,2,0,0,0,0,0,1,0,0,0,-1,0,0,1
64050,32972,0,19,0,341,0,0,0,0,0,0,0.5,2,1,0,-1,0,0,1
64098,32994,0,103,0,344,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
64105,33001,0,0,0,341,0,0,0,0,0,0,1.1999999,0,0,0,-1,0,0,1
64110,33003,0,14,0,345,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
64111,33003,1,14,0,345,2,0,0,1,0,0,1,0,0,0,-1,0,0,1
64112,33003,2,133,0,350,0,0,0,0,0,0,1,0,0,16777216,-1,0,0,1
64113,33003,3,134,830,350,2,2,0,4,3,500,1,4,0,16777216,3,0,0,1
64158,33021,0,5,0,345,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
64159,33021,1,5,0,345,2,0,0,1,0,0,0.7,0,0,0,-1,0,0,1
64160,33021,2,24,0,348,0,0,0,0,0,0,1,0,0,16777216,-1,0,0,1
64161,33021,3,24,300,348,2,2,0,4,3,1,1,4,0,16777216,3,0,0,1
64203,33041,0,0,0,341,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1
64206,33043,0,18,0,341,0,0,0,0,0,0,0.25,2,2,0,-1,0,0,1
64216,33048,0,19,0,341,0,0,0,0,0,0,1,2,2,0,-1,0,0,1
64218,33050,0,0,1000,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
64221,33052,0,58,0,341,0,0,0,2,0,1300,0.45,0,0,0,-1,0,0,1
64222,33052,1,58,2364,341,0,0,1300,0,0,0,0.7,0,0,0,-1,0,0,1
64237,33060,0,0,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
64245,33063,0,113,0,346,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
64246,33063,1,4,0,346,2,0,0,1,0,0,1,0,0,0,-1,0,0,1
64247,33063,2,113,0,348,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
64248,33063,3,85,0,348,2,2,0,0,0,0,1,4,0,0,3,0,0,1
64266,33073,0,144,0,367,0,0,0,0,0,0,1,0,0,0,0,0,0,1
64280,33079,0,26,0,695,0,0,0,3,0,1840,1,0,0,0,-1,0,0,1
64281,33079,1,17,0,664,2,0,0,3,0,160,1,18,0,0,-1,0,0,1
64282,33080,0,17,0,664,0,0,0,3,0,600,1,2,0,0,-1,0,0,1
64283,33080,1,17,0,664,2,0,0,0,0,0,1,2,1,0,-1,0,0,1
64349,33109,0,0,300,341,0,0,0,4,0,500,1,4,0,0,0,0,0,1
64386,33126,0,144,0,341,0,0,0,0,0,0,0.01,0,0,-2147483648,0,3000,3000,1
64394,33128,0,18,0,348,0,0,0,0,0,0,1,2,0,0,-1,0,0,1
64420,33140,0,0,0,341,0,0,0,2,0,2000,0.75,0,0,0,-1,0,0,1
64421,33141,0,0,1830,341,0,0,0,2,0,400,0.25,0,0,0,-1,0,0,1
64422,33142,0,158,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
64445,33153,0,0,0,341,0,0,0,1,0,0,1,0,0,0,0,0,0,1
64446,33154,0,210,0,341,0,0,0,1,0,0,1,0,0,0,0,0,0,1
64447,33155,0,148,0,341,0,0,0,0,0,0,0.033299997,0,0,0,-1,0,0,1
64496,33182,0,77,2000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64510,33189,0,158,0,341,0,0,0,1,0,0,0.25,0,0,0,-1,0,0,1
64518,33194,0,100,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
64574,33220,0,16,0,341,0,0,0,4,0,300,1,18,0,16777216,-1,0,0,1
64575,33220,1,1,0,341,2,0,0,0,0,1000,1,18,0,16777216,-1,0,0,1
64651,33255,0,85,0,368,0,0,0,0,0,0,1,3844,0,8388608,-1,250,250,1
64652,0,0,0,0,342,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
64659,33255,1,85,330,342,0,0,0,0,0,0,0.049999997,3840,0,8388608,-1,1000,1000,1
64660,33256,0,50,0,368,0,0,0,0,0,0,1,3844,0,8388608,-1,250,250,1
64661,33256,1,85,330,920,0,0,0,0,0,0,0,3840,0,8388608,-1,1000,1000,1
64662,33256,2,50,500,345,0,0,0,0,0,0,0,3844,0,8388608,-1,250,250,1
64703,33276,0,0,500,341,0,0,0,1,0,0,0.01,2,1,0,0,0,0,1
64723,33290,0,64,1000,348,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64755,33308,0,55,2000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64758,33310,0,68,1000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64759,33311,0,115,2000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64762,33312,0,70,1000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64763,33313,0,84,1200,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64764,33314,0,81,1000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64766,33315,0,14,1000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64767,33316,0,64,1000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64768,33317,0,67,1000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64770,33319,0,40,1000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64771,33320,0,53,1000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64772,33321,0,54,1000,341,0,0,0,0,0,0,0,2,0,0,-1,0,0,1
64796,33333,0,0,0,341,0,0,0,0,0,0,1,2560,0,0,-1,500,500,1
64809,33342,0,156,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
64822,33352,0,0,1030,341,0,0,0,4,0,1000,1,2576,0,0,-1,0,1000,1
64838,33361,0,0,0,341,0,0,0,1,0,0,0.049999997,0,0,0,-1,0,0,1
64839,33361,1,0,0,341,2,0,0,1,0,0,1,0,0,0,-1,0,0,1
64866,33381,0,125,0,345,0,0,0,1,0,0,0.25,0,0,0,-1,0,0,1
64868,33381,1,0,0,1265,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
64873,33385,0,158,0,341,0,0,0,1,0,0,1,0,0,0,0,0,0,1
64874,33386,0,0,1830,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
64916,33405,0,0,300,341,0,0,0,2,0,100,1,0,0,0,0,0,0,1
64919,33407,0,0,0,341,0,0,0,0,0,0,0.5,0,0,0,-1,0,0,1
64920,33408,0,0,0,341,0,0,0,0,0,0,0.65,0,0,0,-1,0,0,1
64943,33419,0,0,0,341,0,0,0,0,0,0,0.19999999,0,0,0,-1,0,0,1
64944,33420,0,0,0,341,0,0,0,0,0,0,0.5,0,0,0,-1,0,0,1
64956,33427,0,42,0,341,0,0,0,0,0,0,1,0,0,4096,0,0,0,1
64957,33428,0,42,0,341,0,0,0,0,0,0,1,0,0,4096,0,0,0,1
64991,33448,0,0,1030,341,0,0,0,4,0,1000,1,2576,0,0,0,0,1000,1
65037,33469,0,0,0,341,0,0,0,0,0,0,0.01,0,0,0,-1,0,0,1
65094,33496,0,158,0,341,0,0,0,0,3,0,1,0,0,0,-1,0,0,1
65106,33506,0,85,0,341,0,0,0,0,0,0,0.5,2,0,16777216,-1,0,0,1
65166,33542,0,0,1100,341,0,0,0,4,0,1500,0.5,38,2,0,1,250,250,0.5
65167,33542,1,0,1850,341,0,0,0,4,1,1500,-0.5,38,2,0,0,250,250,0.5
65180,33550,0,158,0,341,0,0,0,0,3,0,1,0,0,0,-1,0,0,1
65251,33592,0,19,0,341,0,0,0,0,0,0,0.5,2,1,0,-1,0,0,1
65485,33700,0,0,0,341,0,0,0,0,0,0,1,2,1,0,-1,0,0,1
65487,33702,0,16,0,341,0,0,0,0,0,0,1,2,1,0,-1,0,0,1
65495,33709,0,158,0,341,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
65496,33710,0,0,0,345,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
65497,33710,1,124,0,350,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
65732,33833,0,54,270,348,0,0,0,4,0,1000,0.049999997,0,0,0,0,0,0,0.5
65738,33833,1,54,500,348,1,0,1000,4,1,270,-0.049999997,0,0,0,0,0,0,0.5
65837,33881,0,94,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
65918,33917,0,37,0,341,0,0,1700,0,0,0,1,0,0,0,-1,0,0,1
65919,33917,1,39,0,342,2,0,0,0,0,0,1,0,0,0,-1,0,0,1
66163,34034,0,1772,0,342,0,0,0,0,0,0,1,0,0,0,0,0,0,1
66447,34174,0,1106,0,348,0,0,0,3,0,2500,-0.049999997,512,0,0,-1,0,1000,1
66448,34174,1,1088,0,977,1,0,2000,0,0,0,0.59999996,256,0,0,1,500,1000,1
66580,34241,0,55,0,341,0,0,0,1,0,0,1,0,0,0,0,0,0,1
66592,34246,0,159,0,367,0,0,0,4,0,100,1,0,0,0,-1,0,0,1
66678,34287,0,0,0,341,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
66681,34174,2,0,0,513,1,0,0,0,0,0,1,256,0,0,2,500,1000,1
66682,34174,3,600,0,411,0,0,0,0,0,0,0.5,256,0,0,3,500,1000,1
66935,34403,0,213,0,341,0,0,0,2,0,2000,1,0,0,0,-1,0,0,1
66944,34409,0,18,0,341,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
66945,34403,1,213,2000,342,2,0,0,2,0,4000,0,20,0,0,-1,0,0,1
67001,34435,0,77,0,341,0,0,0,2,0,930,1,0,0,8388608,0,0,0,1
67002,34435,1,77,930,341,2,0,0,4,1,1770,1,0,0,8388608,-1,0,0,1
67007,34436,0,77,930,341,1,0,0,4,0,500,1,0,0,8388608,0,0,0,1
67008,34436,1,77,2700,341,2,0,0,0,0,0,1,0,0,8388608,0,0,0,1
67010,34435,2,77,930,341,2,1,0,4,2,1770,1,0,0,8388608,-1,0,0,1
67011,34435,3,77,930,341,2,2,0,0,0,0,1,2048,0,8388608,-1,0,500,1
67024,34441,0,484,0,341,0,0,0,0,0,0,1,0,0,0,0,0,0,1
67025,34442,0,91,0,341,0,0,0,0,0,0,1,2,3,0,0,0,0,1
67026,34443,0,215,400,341,0,0,0,0,0,0,0,1280,0,0,0,4000,0,1
67027,34444,0,39,730,341,0,0,0,0,0,0,0,3840,0,0,0,4000,2000,1
67033,34447,0,148,350,341,0,0,0,5,0,0,1,3840,0,0,-1,2500,2500,1
67034,34448,0,146,0,341,0,0,0,5,0,0,1,3840,0,0,-1,2500,2500,1
67039,34451,0,148,350,341,0,0,0,0,0,0,0,0,0,0,-1,4000,4000,1
67040,34452,0,146,0,341,0,0,0,0,0,0,1,0,0,0,-1,4000,4000,1
67043,34454,0,149,350,341,0,0,0,5,0,0,1,3840,0,0,-1,4000,4000,1
67046,34456,0,199,0,349,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
67074,34471,0,14,0,349,0,0,0,1,0,0,1,0,0,0,-1,0,0,1
67206,34519,0,16,0,367,0,0,0,0,0,0,1,0,0,0,-1,0,0,1
