ID,Expression
8400,0102FB140000000101010000000000
8401,0102FE140000000101010000000000
8402,01023C140000000101010000000000
8403,0102071500000101010000000000
8404,0102071500000201010000000000
8405,010207150000000101000000000000
8406,0102FC140000000101010000000000
8407,0102FD140000000101010000000000
8408,01020A150000000101010000000000
8409,01020E150000000101030000000000
8410,0102E41400000101010000000000
8411,0102E41400000201010000000000
8412,0102E4140000000101030000000000
8413,0102E414000000010103000000000102FE140000000101010000000000
8414,0102E414000000010103000000000102FB140000000101010000000000
8416,0102151500000004010400000000010291080000000301020000000000
8417,0102151500000006010500000000010291080000000301020000000000
8418,010215150000000101000000000000
8419,010215150000000101010000000000
8420,010215150000000101020000000000
8421,010215150000000101030000000000
8422,010215150000000101040000000000
8423,010215150000000101050000000000
8424,010215150000000101060000000000
8425,010215150000000101070000000000
8426,010215150000000101080000000000
8427,010215150000000101090000000000
8428,01025F160000000101010000000000
8430,0103010000000101000000010A000000000000
8431,0102A5130000000101280100000000
8432,0102A5130000000101340100000000
8433,010224150000000101010000000000
8434,010223150000000101010000000000
8435,01020F150000000101010000000000
8436,010210150000000101010000000000
8437,010213150000000101010000000000
8438,010212150000000101010000000000
8439,010214150000000101010000000000
8440,010211150000000101010000000000
8441,01021E150000000101010000000000
8442,01021F150000000101010000000000
8443,010222150000000101010000000000
8444,01021D150000000101010000000000
8445,010221150000000101010000000000
8446,010220150000000101010000000000
8447,0102A5130000000101350100000000
8448,0102A513000000010129010000000202A5130000000101350100000000
8449,0102EC1400000001010000000000010248150000000101000000000000
8450,0102EB140000000101000000000001024A150000000101000000000000
8451,0102ED1400000001010000000000010249150000000101000000000000
8452,010248150000000101010000000000
8453,01024A150000000101010000000000
8454,010249150000000101010000000000
8455,0102A51300000001012B010000000202A5130000000101360100000000
8456,0102A51300000001012B0100000000
8457,01025F150000000101010000000000
8458,0102A5130000000101360100000000
8459,010260150000000101010000000000
8460,010261150000000101010000000000
8461,010262150000000101010000000000
8462,0102031500000001010000000000010204150000000101000000000000
8463,010265150000000201000000000000
8464,010265150000000201010000000000
8465,010265150000000201020000000000
8466,010265150000000201030000000000
8467,010265150000000201040000000000
8468,010265150000000101050000000000
8469,010265150000000201050000000000
8470,010266150000000101010000000000
8471,010267150000000101010000000000
8472,010268150000000101010000000000
8473,010269150000000101010000000000
8474,01026B150000000101010000000000
8475,01026A150000000101010000000000
8476,01024013000000010100000000000102E8130000000101000000000000
8477,01026C150000000101000000000000
8478,01026D150000000101010000000000
8479,010270150000000101010000000000
8480,010271150000000101000000000000
8481,010272150000000101010000000000
8482,010272150000000101020000000000
8483,010273150000000101020000000000
8484,010273150000000101010000000000
8485,010273150000000101030000000000
8486,010273150000000101040000000000
8487,010273150000000101050000000000
8488,010272150000000101030000000000
8489,010272150000000101040000000000
8490,010272150000000101050000000000
8491,010274150000000101010000000000
8492,010274150000000101020000000000
8493,010274150000000101030000000000
8494,010274150000000101040000000000
8495,010274150000000101050000000000
8496,010275150000000101010000000000
8497,010275150000000101020000000000
8498,010275150000000101030000000000
8499,010275150000000101040000000000
8500,010275150000000101050000000000
8501,01026F150000000101010000000000
8502,01026F150000000101000000000000
8503,01026D150000000201010000000000
8504,01026D150000000101010000000000
8505,0102FC14000000010101000000000102E0140000000101010000000000
8506,0102FD14000000010101000000000102E0140000000101010000000000
8507,01027D150000000101010000000000
8508,0102D614000000010101000000000102E0140000000101000000000000
8509,0102D614000000010102000000000102E0140000000101000000000000
8515,01027E1500000201010000000000
8516,01027E150000000101000000000000
8517,01027E1500000101010000000000
8523,010204150000000101010000000000
8524,010288150000000101010000000000
8525,010289150000000101010000000000
8526,01028A150000000101010000000000
8527,01023C0F00000001010A0000000000
8531,0102CF140000000101000000000000
8532,0102A90800000004010000000000010291080000000101000000000000
8533,0102A90800000004010000000000010291080000000101010000000000
8534,0102901500000101010000000000
8535,0102901500000201010000000000
8536,010290150000000101000000000000
8537,010291150000000101010000000000
8538,010295150000000101000000000000
8539,0102961500000201010000000000
8540,010296150000000101000000000000
8541,010297150000000101010000000000
8542,010298150000000101010000000000
8543,010299150000000101010000000000
8544,01029A150000000101010000000000
8545,01029B150000000101010000000000
8546,01029D150000000101010000000000
8547,01029C150000000101010000000000
8548,01029E150000000101010000000000
8549,01029F150000000101010000000000
8550,01029F15000000010101000000000102A0150000000101020000000000
8551,0102B3140000000101010000000000
8552,0102A51300000002012001000000010291080000000101000000000000
8553,0102B3140000000101000000000000
8554,01029F150000000101000000000000
8555,0102A11500000006010F0000000000
8556,0102FB14000000010101000000000102E0140000000101010000000000
8557,0102FE14000000010101000000000102E0140000000101010000000000
8558,0102A4150000000101000000000000
8559,0102A51500000001010000000000010204150000000101000000000000
8560,0102A9150000000101010000000002028D150000000101010000000000
8561,0102AC150000000101010000000000
8562,0102AE1500000001010000000000010276150000000101000000000000
8563,0102B6150000000501000000000000
8564,0102B6150000000401000000000000
8565,0102B7150000000101010000000000
8566,0102B9150000000101010000000000
8567,0102B9150000000101020000000000
8568,01028D150000000101010000000000
8569,0102DE140000000101010000000000
8570,0102FD14000000010101000000000102DE140000000101010000000000
8571,0102FC14000000010101000000000102DE140000000101010000000000
8572,0102BF15000000010101000000000102C0150000000101010000000000
8573,0102C5150000000101010000000000
8574,0102E014000000010101000000000102E3140000000301030000000000
8575,0102C8150000000101010000000000
8576,0102CA150000000101000000000000
8577,01030100000001010000000103000000000000
8578,0102CC150000000102CD1500000000
8579,0102CC150000000102CE1500000000
8580,0102CC150000000102CF1500000000
8581,0102D614000000010101000000000102CC150000000102CD1500000000
8582,0102D614000000010101000000000102CC150000000102CE1500000000
8583,0102D614000000010101000000000102CC150000000102CF1500000000
8584,0102D614000000010102000000000102CC150000000102CD1500000000
8585,0102D614000000010102000000000102CC150000000102CE1500000000
8586,0102D614000000010102000000000102CC150000000102CF1500000000
8588,0102D21500000101010000000000
8589,0102D2150000000601030000000000
8593,01027C150000000101010000000000
8594,010279150000000101010000000000
8595,010307000000000000010100000000000102AF150000000101000000000000
8596,010268140000000101000000000000
8597,0102D415000000010101000000000102D5150000000101000000000000
8598,0102D515000000010101000000000202D4150000000101000000000000
8599,0102D61500000101010000000000
8600,0102D61500000201010000000000
8601,0102D8150000000101010000000000
8602,0102D8150000000101020000000000
8603,0102D8150000000101030000000000
8604,01030100000001010000000100010000000000
8605,0102E01500000501020000000601010000000000
8606,0102E01500000501040000000601020000000000
8607,0102E01500000501080000000601040000000000
8608,0102E01500000501100000000601080000000000
8609,0102E01500000501200000000601100000000000
8610,0102E01500000501400000000601200000000000
8611,0102E01500000501800000000601400000000000
8612,0102E01500000501000100000601800000000000
8613,01030100000001010000000102000000000000
8614,01030100000001010000000103000000000000
8615,0102E11500000301040000000000
8616,0102E115000001010C0000000000
8617,0102E01500000102E11500000000
8618,0102E1150000000201040000000000
8619,0102E015000001010C0000000000
8620,0102E11500000301200000000000
8621,0102E1150000000201200000000000
8622,0102E01500000101600000000000
8623,0102DD150000000101010000000000
8624,0102DD150000000101020000000000
8625,0102DD150000000101030000000000
8626,0102DD150000000101040000000000
8627,0102DE150000000101010000000000
8628,0102DE150000000101020000000000
8629,0102DE150000000101030000000000
8630,0102DA150000000101010000000000
8631,0102DA150000000101020000000000
8632,0102DA150000000101030000000000
8633,0102DC150000000101010000000000
8634,0102DC150000000101020000000000
8636,0102D9150000000101010000000000
8637,0102D9150000000101020000000000
8638,0102DB150000000101010000000000
8639,0102DB150000000101020000000000
8640,0102DF150000000101010000000000
8641,0102DF150000000101020000000000
8642,0102DF150000000101030000000000
8643,0102BD150000000101010000000000
8644,0102E2150000000101010000000000
8645,0102E31500000201010000000000
8646,0102CC150000000102CF150000000102DE140000000101010000000000
8647,0102CC150000000102CD150000000102DE140000000101010000000000
8648,0102CC150000000102CE150000000102DE140000000101010000000000
8649,0102E3150000000101000000000000
8650,01027E150000000101030000000000
8651,01027E150000000101020000000000
8652,01022D060000000101020000000001022E060000000101000000000000
8653,01022D060000000101000000000001022E060000000101020000000000
8654,0102E4150000000101010000000000
8655,0102F00600000202F1060000040164000000000102F00600000202F10600000501000000000000
8656,0102F306000000010103000000000202F2060000000101030000000000
8657,0102E5150000000101010000000000
8658,010307000000000000010101000000000102AF150000000101000000000000
8659,0102A51300000002012001000000010291080000000101010000000000
8660,0102E6150000000101010000000000
8661,0102E7150000000101020000000000
8662,0102E71500000101010000000000
8663,0102E71500000201010000000000
8665,0102A3150000000101010000000000
8667,0102BA150000000101010000000000
8668,0102EB150000000201010000000000
8669,0102EB150000000201020000000000
8670,0102EB150000000201030000000000
8671,0102EB150000000201040000000000
8672,0102EB150000000201050000000000
8673,0102EB150000000201060000000000
8674,0102EB150000000201070000000000
8675,0102EB150000000201080000000000
8676,0102EC150000000101010000000000
8677,0102B714000000010101000000000102B5140000000101010000000000
8678,0102EE1500000006011E0000000000
8679,0102EF1500000101010000000000
8680,0102EF150000000101040000000000
8681,0102910800000001010200000000020291080000000101030000000000
8682,0102F01500000101010000000000
8683,0102F0150000000101040000000000
8684,0102DB140000000101000000000000
8685,0102C6150000000101010000000000
8686,01023D140000000101000000000000
8687,01030100000001010000000102000000000000
8688,0102F2150000000101010000000000
8689,0102F2150000000101020000000000
8690,0102F2150000000101030000000000
8691,01030100000001010000000105000000000000
8692,0102F1150000000101010000000000
8693,0102F115000000010102000000000202F1150000000101030000000000
8694,0102F115000000010104000000000202F1150000000101050000000000
8695,010292150000000101010000000000
8696,0102F5150000000101000000000000
8697,0102F4150000000101000000000000
8698,0102B8140000000101010000000000
8699,0102F8130000000101000000000000
8700,0102FF130000000101000000000000
8701,010209140000000101000000000000
8702,01020B140000000101000000000000
8703,0102F6150000000101010000000000
8704,0102F7150000000101010000000000
8705,0102F8150000000101010000000000
8706,0102F9150000000101010000000000
8707,0102FA150000000101010000000000
8708,0102FB150000000101010000000000
8709,0102FC150000000101010000000000
8710,0102FC150000000201010000000000
8711,0102FB150000000201010000000000
8712,0102FA150000000201010000000000
8713,0102F9150000000201010000000000
8714,0102F7150000000201010000000000
8715,0102F8150000000201010000000000
8716,0102F6150000000201010000000000
8717,0102830E000000010100000000000102A60F000000010100000000000102E11200000001010000000000
8718,0102E1120000000101000000000000
8719,0102B8140000000401030000000000
8720,0102B8140000000401020000000000
8721,0102DD120000000101000000000000
8722,0102E4120000000101000000000000
8723,0102E5120000000101000000000000
8724,01021C10000000010100000000000102E5120000000101000000000000
8725,0102E6120000000101000000000000
8726,0102C410000000010100000000000102E6120000000101000000000000
8727,01021F130000000101000000000000
8728,0102A913000000010101000000000102B8130000000101000000000000
8729,0102A9130000000101000000000000
8730,0102A8130000000101000000000000
8731,0102A7130000000101000000000000
8732,0102C2080000000101000000000000
8733,0102BA08000000010100000000000102C3080000000101000000000000
8734,0102DF08000000010100000000000102DD080000000101000000000000
8735,0102AC0F0000000101000000000000
8736,0102D208000000010100000000000102D1080000000101010000000000
8737,0102DC080000000101000000000000
8738,0102E70F0000000101000000000001021210000000010101000000000102E31200000001010000000000
8739,0102E2120000000101000000000001024110000000010100000000000102121000000001010100000000
8740,0102E60F0000000101000000000001021210000000010101000000000102E21200000001010000000000
8741,010244100000000101000000000001022A10000000010100000000000102121000000001010100000000
8742,0102FB0F0000000101000000000000
8743,0102F90F00000001010000000000010201100000000101000000000000
8744,0102D20F0000000101000000000000
8745,0102A7130000000101000000000000
8746,0102A9130000000101000000000000
8747,0102A8130000000101000000000000
8748,0102A913000000010101000000000102B8130000000101000000000000
8749,0102051300000001010000000000010203130000000101000000000000
8750,01025F1100000001010100000000010205130000000101010000000001028C1100000001010000000000
8751,0102601100000001010100000000010205130000000101010000000001028C1100000001010000000000
8752,010206130000000101000000000000
8753,0102F7120000000101000000000000
8754,010207130000000101000000000000
8755,010204130000000101000000000000
8756,010204130000000101000000000001027D120000000101010000000000
8757,010253110000000101000000000000
8758,0102EA120000000101000000000000
8759,0102EA12000000010100000000000102EB120000000101000000000000
8760,01027C11000000010100000000000102EA120000000101000000000000
8761,0102ED120000000101000000000001027D120000000101000000000000
8762,0102291300000001010000000000010204130000000101000000000000
8763,01028411000000010100000000000102F7120000000101000000000000
8764,0102B00F000000060100000000000102EE0F000000010100000000000102D90F00000001010000000000
8765,0102D90F000000010100000000000102C00F0000000101000000000000
8766,0102C80F000000010100000000000102DB0F000000010100000000000102071000000001010000000000
8767,0102DB0F0000000101000000000000
8768,0102DC0F000000010100000000000102F30F0000000101000000000000
8769,0102DC0F0000000101000000000000
8770,010201160000000501090000000000
8771,0102FD0F0000000101000000000000
8772,010202160000000101030000000000
8773,010203160000000101010000000000
8774,010205160000000101000000000000
8775,0102EE1000000001010100000000010291100000000101000000000000
8776,01028611000000010101000000000102C3120000000101000000000000
8777,01028511000000010101000000000102C3120000000101000000000000
8778,0102C3120000000101000000000000
8779,010291100000000101000000000000
8780,0102EE100000000101000000000000
8781,0102C312000000010101000000000102EE100000000101000000000000
8782,010206160000000101000000000000
8783,010207160000000101000000000000
8784,010208160000000101000000000000
8785,01028D150000000101000000000000
8786,01028D150000000101000000000000
8787,0102D2140000000601010000000001023E140000000101000000000000
8788,0102B7140000000101000000000000
8789,01023E140000000101000000000000
8790,01026814000000010100000000000102B7140000000101000000000000
8791,0102B314000000010100000000000102B5140000000101000000000000
8792,010279130000000101010000000000
8793,0102FD130000000101000000000000
8794,010209160000000101000000000000
8795,01020B160000000101000000000000
8796,01020A160000000301030000000000
8797,01020C160000000101000000000000
8798,01020D160000000101000000000000
8799,01020E160000000101000000000000
8800,01020F160000000101000000000000
8801,010211160000000301050000000000
8803,010214160000000101010000000000
8804,010215160000000101000000000000
8805,0102161600000006010F0000000000
8806,0102CA120000000101000000000000
8807,010217160000000101000000000000
8808,010218160000000101010000000000
8809,01028C150000000101010000000000
8810,010219160000000601060000000000
8811,01021B160000000101000000000000
8812,010204150000000101000000000000
8813,0102F3130000000101000000000000
8814,0102B00F000000050100000000000102D20F0000000101000000000000
8815,01021910000000010100000000000102E30F0000000101010000000000
8816,0102F90F000000010101000000000102E30F0000000101000000000000
8817,010219100000000101000000000000
8818,0103050000000000000202930800000000
8819,01021E160000000101010000000000
8820,0102BA15000000010101000000000103070000000000000101010000000000
8824,01021F160000000101010000000000
8825,0102211600000001010100000000020221160000000101020000000000
8826,010221160000000101020000000000
8827,0102211600000001010300000000020221160000000101010000000000
8828,010225160000000101000000000000
8829,01023D140000000101000000000001023E140000000101000000000000
8830,010226160000000101000000000000
8831,010227160000000501000000000000
8832,010228160000000101000000000000
8834,01023D140000000101000000000001023E140000000101000000000000
8835,0102AF150000000101010000000000
8836,0102B0150000000101010000000000
8837,0102201600000006010C0000000000
8838,01029F13000000010101000000000102F3130000000101000000000000
8839,0102CF1400000001010000000000010276150000000101000000000000
8840,01030100000001010000000164000000000101070000000000
8841,010301000000010100000001640000000004010A0000000000
8842,010301000000010100000001640000000004010F0000000000
8843,01030100000001010000000164000000000401020000000000
8844,01030100000001010000000164000000000401030000000000
8845,01030100000001010000000164000000000401040000000000
8846,01030100000001010000000164000000000401050000000000
8847,010301000000010100000001E8030000000101070000000000
8848,01022A160000000101010000000000
8849,0103010000000101000000022B160000000000
8850,01022A1600000001022C1600000000
8851,01022A160000000000
8852,01022A160000000101020000000000
8853,01022A160000000101030000000000
8854,01022A160000000101040000000000
8855,01022A160000000101050000000000
8856,0102B5140000000101000000000000
8857,01022A160000000101060000000000
8858,01022A160000000101070000000000
8859,01022A160000000101080000000000
8860,01022A160000000101090000000000
8861,01022A1600000001010A0000000000
8862,01022A1600000001010B0000000000
8863,010233160000000101010000000000
8864,010295150000000101000000000001028D150000000101000000000000
8865,0102B21400000001010200000000010291080000000501010000000000
8866,0102B21400000002010200000000010291080000000501010000000000
8867,01030C0000000000000000
8868,0102E0140000000101000000000000
8869,0102EA130000000101000000000000
8870,010237140000000101000000000000
8871,010234160000000101010000000000
8872,0102F3130000000101010000000000
8873,01023F160000000101000000000000
8874,010240160000000101000000000000
8875,010242160000000101000000000000
8876,010241160000000101000000000000
8877,010236160000000101000000000000
8878,010235160000000101000000000000
8879,0102E50D00000005030B00000000000000
8880,0102361600000001010100000000010235160000000101010000000000
8881,010240160000000101010000000001023F160000000101010000000000
8882,0102421600000001010100000000010241160000000101010000000000
8883,0102F8130000000101010000000000
8884,0102BB150000000101000000000002023D160000000101010000000000
8885,010207140000000101010000000000
8886,0102B8140000000501020000000000
8887,01023D160000000101000000000000
8888,01023C160000000101000000000000
8889,01027E150000000501010000000000
8890,0102FF130000000101010000000000
8891,0102D5130000000101010000000000
8892,010248160000000101000000000000
8893,01024816000000010100000000000102D5130000000101000000000000
8894,010203150000000101000000000001020415000000010100000000000102371600000001010000000000
8895,0102041500000001010000000000010237160000000101000000000000
8896,01028D1500000001010000000000010204150000000101010000000000
8897,0102DB1400000001010000000000010239160000000101000000000000
8898,0102CF140000000101000000000001027615000000010100000000000102041500000001010100000000
8899,010276150000000101000000000001023A160000000101000000000000
8900,01023B160000000101000000000000
8901,0102B314000000010100000000000102B514000000010100000000000102431600000001010000000000
8902,0102B51400000001010000000000010243160000000101000000000000
8903,01026814000000010100000000000102B7140000000101000000000000
8904,0102B7140000000101000000000001023E160000000101000000000000
8905,0102C61400000001010000000000010244160000000101000000000000
8906,01023D140000000101000000000001023E14000000010100000000000102B51400000102B714000006010200000000
8907,01023E1400000001010000000000010246160000000101000000000000
8908,0102531400000001010000000000010247160000000101000000000000
8909,010245160000000101000000000000
8910,0102D2140000000601010000000001023E14000000010100000000000102461600000001010000000000
8911,010246160000000101000000000000
8912,010243160000000101010000000002023E160000000101010000000000
8913,010249160000000101010000000000
8916,010295150000000101000000000001028D15000000010100000000000102041500000001010100000000
8919,0102EA130000000101010000000000
8920,01024E160000000101010000000000
8921,0102C2150000000101010000000000
8922,0102F5110000000101010000000000
8923,0102F6110000000101010000000000
8924,01024F160000000101020000000000
8925,010250160000000301020000000000
8926,010251160000000101010000000000
8927,01028511000000010101000000000103070000000000000101000000000000
8928,01028611000000010101000000000103070000000000000101000000000000
8929,01024F160000000101030000000000
8931,0102C7150000000101000000000000
8932,010253160000000601140000000000
8933,01022A1600000001010C0000000000
8934,010254160000000101010000000000
8935,010255160000000101010000000000
8936,01030C000000000005010A0000000000
8937,0102C913000000010100000000000102D513000000010100000000000102EA1300000001010000000000
8938,010256160000000101000000000000
8939,0102D513000000010101000000000102EA130000000101000000000000
8940,0102D513000000010101000000000102EA130000000101010000000000
8941,0102EE140000000101010000000000
8942,0102EF140000000101010000000000
8943,0102581600000001010100000000010259160000000101010000000001025A1600000001010100000000
8944,0102571600000001010100000000010259160000000101010000000001025A1600000001010100000000
8945,0102571600000001010100000000010258160000000101010000000001025A1600000001010100000000
8946,010257160000000101010000000001025816000000010101000000000102591600000001010100000000
8947,01025C160000000101010000000001025D160000000101010000000001025E1600000001010100000000
8948,01025B160000000101010000000001025D160000000101010000000001025E1600000001010100000000
8949,01025B160000000101010000000001025C160000000101010000000001025E1600000001010100000000
8950,01025B160000000101010000000001025C160000000101010000000001025D1600000001010100000000
8952,010215150000000101030000000002021515000000010104000000000202151500000001010500000000
8953,010215150000000101090000000000
8954,0102DB140000000101000000000001023916000000010100000000000102041500000001010100000000
8955,01028D15000000010101000000000102DB140000000101000000000000
8956,0102DB1400000001010100000000010276150000000101000000000000
8957,010276150000000101010000000000
8958,010260160000000101000000000000
8959,010260160000000101010000000000
8960,01026216000000050100000000000102EE080000000101010000000000
8961,010262160000000101000000000000
8962,01026316000000050100000000000102EE080000000101010000000000
8963,010263160000000101000000000000
8964,01026416000000050100000000000102EE080000000101010000000000
8965,010264160000000101000000000000
8966,01026616000000050100000000000102EE080000000101010000000000
8967,010266160000000101000000000000
8968,01026516000000050100000000000102EE080000000101010000000000
8969,010265160000000101000000000000
8970,01026716000000050100000000000102EE080000000101010000000000
8971,010267160000000101000000000000
8972,01026816000000050100000000000102EE080000000101010000000000
8973,010268160000000101000000000000
8974,01026916000000050100000000000102EE080000000101010000000000
8975,010269160000000101000000000000
8976,01026A16000000050100000000000102EE080000000101010000000000
8977,01026A160000000101000000000000
8978,01026B16000000050100000000000102EE080000000101010000000000
8979,01026B160000000101000000000000
8980,01026C16000000050100000000000102EE080000000101010000000000
8981,01026C160000000101000000000000
8982,01026D16000000050100000000000102EE080000000101010000000000
8983,01026D160000000101000000000000
8984,0102A2150000000101010000000000
8985,0102AD15000000010101000000000202B4110000000101010000000000
8986,0102B215000000010101000000000202B5110000000101010000000000
8987,0102B415000000010101000000000102ED150000000101000000000000
8988,01026E160000000101010000000000
8989,0102DB140000000101000000000001028D150000000101010000000000
8990,01027615000000010100000000000102DB140000000101010000000000
8991,0102471600000001010000000000010251140000000301030000000000
8992,0102B3150000000101010000000000
8993,01026F160000000101000000000000
8994,010270160000000101010000000000
8995,010271160000000101030000000000
8996,0102AC150000000101000000000000
8997,010283120000000101000000000000
8998,0102BC150000000101000000000000
8999,0102BC150000000101010000000000
9000,01024616000000010100000000000102D2140000000101000000000000
9001,010272160000000101010000000000
9002,010273160000000101010000000000
9003,010205140000000101000000000000
9004,01027716000000050100000000000102EE080000000101010000000000
9005,01027816000000050100000000000102EE080000000101010000000000
9006,01027916000000050100000000000102EE080000000101010000000000
9007,01027A16000000050100000000000102EE080000000101010000000000
9008,010278150000000101010000000000
9011,010281160000000101010000000000
9012,010281160000000101020000000000
9013,010281160000000101030000000000
9014,010281160000000101040000000000
9015,01030100000001010000000104000000000000
9016,010282160000000101010000000000
9017,010282160000000101020000000000
9018,010282160000000101030000000000
9019,010282160000000101040000000000
9021,010284160000000101010000000000
9022,0102D60D0000000202D80D0000000102890F0000000101010000000000
9023,0102D40D0000000202D80D0000000102890F0000000101010000000000
9024,0102D50D0000000202D80D0000000102890F0000000101010000000000
9025,010285160000000101010000000000
9026,0102890F0000000101010000000000
9027,0102240E0000050103000000020100000000000102270E00000501030000000201000000000000
9028,01021E0E0000050103000000020100000000000102210E00000501030000000201000000000000
9029,0102841600000001010100000000010286160000000101000000000000
9030,0102E014000000010101000000000202DF140000000101010000000000
9031,01023D140000000101010000000000
9032,010289160000000101010000000000
9033,010289160000000101000000000000
9034,0102DE140000000101000000000000
9035,01028A160000000101010000000000
9036,0102E414000000010100000000000102FD140000000101010000000000
9037,0102E414000000010100000000000102FC140000000101010000000000
9038,0102E414000000010102000000000102FE140000000101010000000000
9039,0102E414000000010102000000000102FB140000000101010000000000
9040,01028D1600000101010000000000
9041,01028C1600000101010000000000
9042,01028B1600000101010000000000
9043,01028C160000000101000000000002028B160000000101000000000002028D1600000001010000000000
9044,01028C160000000101000000000000
9045,01028B160000000101000000000000
9046,01028D160000000101000000000000
9048,010291160000000101000000000000
9051,01027C150000000101000000000000
9052,010279150000000101000000000000
9053,010278150000000101000000000000
9054,01020D150000000101000000000000
9055,010206150000000101000000000000
9056,010264150000000101000000000000
9057,010307000000000000010100000000000102BA150000000101000000000000
9058,01031600000001E02F00000000010101000000000102BA150000000101000000000000
9059,0102BA150000000101010000000001031600000001E02F00000000010101000000000102EA1500000001010000000000
9060,010206150000000101010000000000
9061,01020D150000000101010000000000
9062,0102941600000001010000000000010296160000000101000000000000
9063,010298160000000101010000000000
9064,010299160000000101010000000000
9065,01029A160000000101010000000000
9066,01029B160000000101010000000000
9067,01029C160000000101010000000000
9068,01029D160000000101010000000000
9069,01029E160000000101010000000000
9070,01029F160000000101010000000000
9071,0102A0160000000101010000000000
9072,0102A1160000000101010000000000
9073,0102A2160000000101010000000000
9074,0102A3160000000101010000000000
9075,0102A4160000000101010000000000
9076,0102A5160000000101010000000000
9077,0102A6160000000101010000000000
9078,0102A7160000000101010000000000
9079,0102A8160000000101010000000000
9080,0102A9160000000101010000000000
9081,0102AA160000000101010000000000
9082,0102AB160000000101010000000000
9083,0102AC160000000101010000000000
9084,0102AD160000000101010000000000
9085,0102AE160000000101010000000000
9086,0102AF160000000101010000000000
9087,0102B01600000101010000000000
9088,0102B01600000201010000000000
9089,0102B0160000000401000000000000
9090,0102B4160000000101010000000000
9091,0102B5160000000101010000000000
9092,0102B6160000000101010000000000
9093,0102B7160000000101010000000000
9094,0102B8160000000101010000000000
9095,0102B9160000000101010000000000
9096,0102BA160000000101010000000000
9097,0102BB160000000101010000000000
9098,010292160000000101000000000000
9099,0102B1160000000101000000000000
9100,0102BC160000000101010000000000
9101,0102BD16000000010100000000000102770C00000006010A0000000000
9102,0102BE1600000101010000000000
9103,0102BE160000000101030000000000
9104,0102BF1600000101010000000000
9105,0102BF160000000101040000000000
9106,0102C0160000000101000000000000
9107,01023C0F00000001010B0000000000
9109,0102C6160000000301040000000000
9110,0102C61600000101010000000000
9111,0102C6160000000601040000000000
9112,0102C7160000000101010000000000
9113,0102C8160000000101010000000000
9114,0102C9160000000101010000000000
9115,0102CA16000000010105000000000102B7290000000101000000000000
9116,0102CA16000000010104000000000102B7290000000101000000000000
9117,0102CA160000000101000000000000
9125,0102CD1600000101010000000000
9126,0102CD160000000101030000000000
9127,0102CD160000000101010000000000
9128,0102CD160000000101020000000000
9129,010312000000010400000001120000000101010000000000
9130,0102B3160000000101000000000000
9131,0102CE160000000102CF1600000000
9132,0100000000
9133,0102CE160000000101010000000000
9134,0102CE160000000101020000000000
9135,0102CE160000000101030000000000
9136,0102CE160000000101040000000000
9137,0102CE160000000101050000000000
9139,0102D1160000000101010000000000
9140,0102D1160000000101020000000000
9141,0102D2160000000101010000000000
9142,0102D3160000000101000000000000
9143,0102D4160000000101000000000000
9144,0102D3160000000101000000000000
9145,0102B2160000000101010000000000
9146,0102B3160000000101010000000000
9147,0102D6160000000101000000000000
9148,0102E606000000010100000000000102F506000000010101000000000202EB0600000001010100000000
9149,0102F506000000010100000000000102E606000000010101000000000202EB0600000001010100000000
9150,0102EB06000000010100000000000102F506000000010101000000000202E60600000001010100000000
9151,0102D7160000000101010000000000
9153,0102DB160000000501030000000000
9154,0102DB160000000101030000000000
9155,0102DB160000000101020000000000
9156,0102DB160000000101010000000000
9157,0102DF160000000101010000000000
9158,0102DC160000000101010000000000
9159,0102DD160000000101010000000000
9160,0102DE160000000101010000000000
9161,0102E0160000000101000000000000
9162,0102E2160000000101010000000000
9163,0102E3160000000101010000000000
9164,0102E4160000000101010000000000
9165,0102E5160000000101000000000000
9166,0102E6160000000101010000000000
9167,0102E71600000101010000000000
9168,0102E7160000000501040000000000
9169,0102EA160000000101010000000000
9170,0102E9160000000101010000000000
9171,0102E9160000000101010000000000
9172,0102B1160000000101010000000000
9173,01030100000001010000000102000000000000
9174,0102EB160000000101020000000000
9175,0102EB160000000101010000000000
9176,01030100000001010000000102000000000000
9177,0102EC160000000101010000000000
9178,0102EC160000000101020000000000
9179,01030100000001010000000102000000000000
9180,0102ED160000000101010000000000
9181,0102ED160000000101020000000000
9182,01030100000001010000000101000000000000
9183,0102EE160000000101010000000000
9184,01030100000001010000000103000000000000
9185,0102EF160000000101010000000000
9186,0102EF160000000101020000000000
9187,0102EF160000000101030000000000
9189,0102F21600000101010000000000
9190,0102F21600000201010000000000
9191,0102F31600000101010000000000
9192,0102F31600000201010000000000
9193,0102F4160000000101010000000000
9194,0102F4160000000101020000000000
9195,010256120000000101000000000000
9196,01030100000001010000000102000000000000
9197,01030100000001010000000102000000000000
9198,01030100000001010000000101000000000000
9199,0102F5160000000101010000000000
9200,0102F5160000000101020000000000
9201,0102F5160000000101030000000000
9202,0102F6160000000101010000000000
9203,0102F6160000000101020000000000
9204,0102F7160000000101010000000000
9205,01030100000001010000000103000000000000
9206,0102F8160000000101010000000000
9207,0102F8160000000101020000000000
9208,0102F8160000000101030000000000
9209,0102FA160000000101000000000000
9210,0102F9160000000101010000000000
9211,0102FB160000000101010000000000
9212,0102FC160000000101010000000000
9213,0102FD160000000101010000000000
