Name_lang,EntryOffset[0],EntryOffset[1],EntryOffset[2],ID,Size,HouseExteriorWmoDataID,ParentComponentID,ModelFileDataID,Flags,Field_12_0_0_63534_007,Type,Field_12_0_0_63534_009,GameObjectID,Field_11_2_7_64044_011,ItemID
Hide Roof,0,0,0,2519,4,87,3853,7460524,2,2,10,0,0,9,0
Hide Roof,0,0,0,2520,4,87,3853,7460515,2,2,10,0,0,32,0
Hide Roof,0,0,0,2521,4,87,3853,7460506,2,2,10,0,0,8,0
Hide Roof,0,0,0,2522,4,87,3853,7460497,2,2,10,0,0,44,0
Hide Roof,0,0,0,2523,4,87,3853,7460488,2,2,10,0,0,21,0
Vented Fortification - Crimson,0,0,0,2525,1,87,0,7118926,3,2,15,0,0,37,0
Wood Window Fortification - Crimson,0,0,0,2526,1,87,0,7118930,2,2,15,0,0,37,0
Stone Window Fortification - Crimson,0,0,0,2527,1,87,0,7118929,2,2,15,0,0,37,0
Covered Fortification - Crimson,0,0,0,2528,1,87,0,7118928,2,2,15,0,0,37,0
Hatch Fortification - Crimson,0,0,0,2529,1,87,0,7118927,2,2,15,0,0,37,0
Arched Window - Crimson,0,0,0,2530,1,87,0,7118920,3,2,14,0,0,37,0
Angled Window - Crimson,0,0,0,2531,1,87,0,7118921,2,2,14,0,0,37,0
Stonework,0,0,0,3793,4,9,0,6648724,2,1,9,0,0,0,0
Stonework,0,0,0,3795,3,9,0,6648725,2,1,9,0,0,0,0
Cottage,0,0,0,3797,2,9,0,7118931,2,1,9,0,0,0,0
Plated Roof,0,0,0,3805,2,87,0,7118908,2,2,10,0,0,37,0
Vented Roof,0,0,0,3811,2,87,0,7118906,3,2,10,0,0,37,0
Hide Roof,0,0,0,3817,2,87,0,7118907,2,2,10,0,0,37,0
Plated Roof,0,0,0,3823,4,87,0,7118911,2,2,10,0,0,37,0
Plated Roof,0,0,0,3829,3,87,0,7118905,2,2,10,0,0,37,0
Hide Roof,0,0,0,3835,3,87,0,7118904,2,2,10,0,0,37,0
Vented Roof,0,0,0,3841,3,87,0,7118903,3,2,10,0,0,37,0
Vented Roof,0,0,0,3847,4,87,0,7118909,3,2,10,0,0,37,0
Hide Roof,0,0,0,3853,4,87,0,7118910,2,2,10,0,0,37,0
Relic Chimney - Ocean,0,0,0,5467,1,55,0,7515175,2,4,16,0,0,40,267899
Embellished Chimney - Ocean,0,0,0,5468,1,55,0,7515174,2,4,16,0,0,40,267893
Rustic Chimney - Ocean,0,0,0,5469,1,55,0,7515173,2,4,16,0,0,40,267887
Tall Relic Chimney - Ocean,0,0,0,5470,1,55,0,7515172,2,4,16,0,0,40,267881
Woodland Chimney - Ocean,0,0,0,5471,1,55,0,7515171,2,4,16,0,0,40,267875
Relic Chimney - Plum,0,0,0,5472,1,55,0,7515170,2,4,16,0,0,34,267898
Embellished Chimney - Plum,0,0,0,5473,1,55,0,7515169,2,4,16,0,0,34,267892
Rustic Chimney - Plum,0,0,0,5474,1,55,0,7515168,2,4,16,0,0,34,267886
Tall Relic Chimney - Plum,0,0,0,5475,1,55,0,7515167,2,4,16,0,0,34,267880
Woodland Chimney - Plum,0,0,0,5476,1,55,0,7515166,2,4,16,0,0,34,267874
Relic Chimney - Ochre,0,0,0,5477,1,55,0,7515165,2,4,16,0,0,44,267900
Embellished Chimney - Ochre,0,0,0,5478,1,55,0,7515164,2,4,16,0,0,44,267894
Rustic Chimney - Ochre,0,0,0,5479,1,55,0,7515163,2,4,16,0,0,44,267888
Tall Relic Chimney - Ochre,0,0,0,5480,1,55,0,7515162,2,4,16,0,0,44,267882
Woodland Chimney - Ochre,0,0,0,5481,1,55,0,7515161,2,4,16,0,0,44,267876
Relic Chimney - Nutmeg,0,0,0,5482,1,55,0,7515160,2,4,16,0,0,9,267896
Embellished Chimney - Nutmeg,0,0,0,5483,1,55,0,7515159,2,4,16,0,0,9,267890
Rustic Chimney - Nutmeg,0,0,0,5484,1,55,0,7515158,2,4,16,0,0,9,267884
Tall Relic Chimney - Nutmeg,0,0,0,5485,1,55,0,7515153,2,4,16,0,0,9,267878
Woodland Chimney - Nutmeg,0,0,0,5486,1,55,0,7515152,2,4,16,0,0,9,267872
Relic Chimney - Forest,0,0,0,5487,1,55,0,7513277,2,4,16,0,0,21,267897
Embellished Chimney - Forest,0,0,0,5488,1,55,0,7513274,2,4,16,0,0,21,267891
Rustic Chimney - Forest,0,0,0,5489,1,55,0,7513273,2,4,16,0,0,21,267885
Tall Relic Chimney - Forest,0,0,0,5490,1,55,0,7513271,2,4,16,0,0,21,267879
Woodland Chimney - Forest,0,0,0,5491,1,55,0,7513270,2,4,16,0,0,21,267873
Embellished Dormer - Ocean,0,0,0,5492,1,55,0,7478179,2,4,14,0,0,40,267985
Woodland Dormer - Ocean,0,0,0,5493,1,55,0,7478099,2,4,14,0,0,40,267978
Embellished Dormer - Plum,0,0,0,5494,1,55,0,7478180,2,4,14,0,0,34,267984
Woodland Dormer - Plum,0,0,0,5495,1,55,0,7478100,2,4,14,0,0,34,267977
Embellished Dormer - Ochre,0,0,0,5496,1,55,0,7478181,2,4,14,0,0,44,267983
Woodland Dormer - Ochre,0,0,0,5497,1,55,0,7478101,2,4,14,0,0,44,267976
Embellished Dormer - Nutmeg,0,0,0,5498,1,55,0,7478183,2,4,14,0,0,9,267981
Woodland Dormer - Nutmeg,0,0,0,5499,1,55,0,7478103,2,4,14,0,0,9,267974
Embellished Dormer - Forest,0,0,0,5500,1,55,0,7478182,2,4,14,0,0,21,267982
Woodland Dormer - Forest,0,0,0,5501,1,55,0,7478102,2,4,14,0,0,21,267975
Embellished Stone Tower - Ocean,0,0,0,5502,1,55,0,7478209,2,4,15,0,0,40,268015
Rustic Tower - Ocean,0,0,0,5503,1,55,0,7478204,2,4,15,0,0,40,268009
Stone Tower - Ocean,0,0,0,5504,1,55,0,7478199,2,4,15,0,0,40,268003
Embellished Tower - Ocean,0,0,0,5505,1,55,0,7478194,2,4,15,0,0,40,267997
Woodland Tower - Ocean,0,0,0,5506,1,55,0,7478189,2,4,15,0,0,40,267991
Embellished Stone Tower - Plum,0,0,0,5507,1,55,0,7478210,2,4,15,0,0,34,268014
Rustic Tower - Plum,0,0,0,5508,1,55,0,7478205,2,4,15,0,0,34,268008
Stone Tower - Plum,0,0,0,5509,1,55,0,7478200,2,4,15,0,0,34,268002
Embellished Tower - Plum,0,0,0,5510,1,55,0,7478195,2,4,15,0,0,34,267996
Woodland Tower - Plum,0,0,0,5511,1,55,0,7478190,2,4,15,0,0,34,267990
Embellished Stone Tower - Ochre,0,0,0,5512,1,55,0,7478211,2,4,15,0,0,44,268013
Rustic Tower - Ochre,0,0,0,5513,1,55,0,7478206,2,4,15,0,0,44,268007
Stone Tower - Ochre,0,0,0,5514,1,55,0,7478201,2,4,15,0,0,44,268001
Embellished Tower - Ochre,0,0,0,5515,1,55,0,7478196,2,4,15,0,0,44,267995
Woodland Tower - Ochre,0,0,0,5516,1,55,0,7478191,2,4,15,0,0,44,267989
Embellished Stone Tower - Nutmeg,0,0,0,5517,1,55,0,7478213,2,4,15,0,0,9,268011
Rustic Tower - Nutmeg,0,0,0,5518,1,55,0,7478208,2,4,15,0,0,9,268005
Stone Tower - Nutmeg,0,0,0,5519,1,55,0,7478203,2,4,15,0,0,9,267999
Embellished Tower - Nutmeg,0,0,0,5520,1,55,0,7478198,2,4,15,0,0,9,267993
Woodland Tower - Nutmeg,0,0,0,5521,1,55,0,7478193,2,4,15,0,0,9,267987
Embellished Stone Tower - Forest,0,0,0,5522,1,55,0,7478212,2,4,15,0,0,21,268012
Rustic Tower - Forest,0,0,0,5523,1,55,0,7478207,2,4,15,0,0,21,268006
Stone Tower - Forest,0,0,0,5524,1,55,0,7478202,2,4,15,0,0,21,268000
Embellished Tower - Forest,0,0,0,5525,1,55,0,7478197,2,4,15,0,0,21,267994
Woodland Tower - Forest,0,0,0,5526,1,55,0,7478192,2,4,15,0,0,21,267988
Embellished Entryway - Ocean,2.8441,0.0423,1.6625,5532,1,55,597,7513268,2,4,11,0,613905,40,267912
Embellished Entryway - Plum,2.8441,0.0423,1.6625,5533,1,55,597,7513265,2,4,11,0,613905,34,267911
Embellished Entryway - Ochre,2.8441,0.0423,1.6625,5534,1,55,597,7513262,2,4,11,0,613905,44,267910
Embellished Entryway - Nutmeg,2.8441,0.0423,1.6625,5535,1,55,597,7513259,2,4,11,0,613905,9,267908
Embellished Entryway - Forest,2.8441,0.0423,1.6625,5536,1,55,597,7513256,2,4,11,0,613905,21,267909
Woodland Entryway - Ocean,5.2331,0.0432,1.6591,5538,1,55,590,7513267,2,4,11,0,613904,40,267906
Woodland Entryway - Plum,5.2331,0.0432,1.6591,5539,1,55,590,7513264,2,4,11,0,613904,34,267905
Woodland Entryway - Ochre,5.2331,0.0432,1.6591,5540,1,55,590,7513261,2,4,11,0,613904,44,267904
Woodland Entryway - Nutmeg,5.2331,0.0432,1.6591,5541,1,55,590,7513258,2,4,11,0,613904,9,267902
Woodland Entryway - Forest,5.2331,0.0432,1.6591,5542,1,55,590,7513255,2,4,11,0,613904,21,267903
Rustic Entryway - Ocean,2.9381,0.0423,1.6541,5549,1,55,596,7513269,2,4,11,0,613906,40,267918
Rustic Entryway - Plum,2.9381,0.0423,1.6541,5550,1,55,596,7513266,2,4,11,0,613906,34,267917
Rustic Entryway - Ochre,2.9381,0.0423,1.6541,5551,1,55,596,7513263,2,4,11,0,613906,44,267916
Rustic Entryway - Nutmeg,2.9381,0.0423,1.6541,5552,1,55,596,7513260,2,4,11,0,613906,9,267914
Rustic Entryway - Forest,2.9381,0.0423,1.6541,5553,1,55,596,7513257,2,4,11,0,613906,21,267915
Embellished Roof,0,0,0,5558,2,55,584,7478039,2,4,10,0,0,40,267966
Embellished Roof,0,0,0,5559,2,55,584,7478040,2,4,10,0,0,34,267965
Embellished Roof,0,0,0,5560,2,55,584,7478041,2,4,10,0,0,44,267964
Embellished Roof,0,0,0,5561,2,55,584,7478043,2,4,10,0,0,9,267962
Embellished Roof,0,0,0,5562,2,55,584,7478042,2,4,10,0,0,21,267963
Woodland Roof,0,0,0,5564,2,55,582,7478029,2,4,10,0,0,40,267960
Woodland Roof,0,0,0,5565,2,55,582,7478030,2,4,10,0,0,34,267959
Woodland Roof,0,0,0,5566,2,55,582,7478031,2,4,10,0,0,44,267958
Woodland Roof,0,0,0,5567,2,55,582,7478033,2,4,10,0,0,9,267956
Woodland Roof,0,0,0,5568,2,55,582,7478032,2,4,10,0,0,21,267957
Rustic Roof,0,0,0,5570,2,55,579,7478049,2,4,10,0,0,40,267972
Rustic Roof,0,0,0,5571,2,55,579,7478050,2,4,10,0,0,34,267971
Rustic Roof,0,0,0,5572,2,55,579,7478051,2,4,10,0,0,44,267970
Rustic Roof,0,0,0,5573,2,55,579,7478053,2,4,10,0,0,9,267968
Rustic Roof,0,0,0,5574,2,55,579,7478052,2,4,10,0,0,21,267969
Rustic Roof,0,0,0,5576,4,55,576,7478089,2,4,10,0,0,40,267936
Rustic Roof,0,0,0,5577,4,55,576,7478090,2,4,10,0,0,34,267935
Rustic Roof,0,0,0,5578,4,55,576,7478091,2,4,10,0,0,44,267934
Rustic Roof,0,0,0,5579,4,55,576,7478093,2,4,10,0,0,9,267932
Rustic Roof,0,0,0,5580,4,55,576,7478092,2,4,10,0,0,21,267933
Rustic Roof,0,0,0,5582,3,55,575,7478018,2,4,10,0,0,40,267954
Rustic Roof,0,0,0,5583,3,55,575,7478019,2,4,10,0,0,34,267953
Rustic Roof,0,0,0,5584,3,55,575,7478020,2,4,10,0,0,44,267952
Rustic Roof,0,0,0,5585,3,55,575,7478022,2,4,10,0,0,9,267950
Rustic Roof,0,0,0,5586,3,55,575,7478021,2,4,10,0,0,21,267951
Embellished Roof,0,0,0,5587,3,55,573,7478006,2,4,10,0,0,40,267948
Embellished Roof,0,0,0,5588,3,55,573,7478007,2,4,10,0,0,34,267947
Embellished Roof,0,0,0,5589,3,55,573,7478008,2,4,10,0,0,44,267946
Embellished Roof,0,0,0,5590,3,55,573,7478010,2,4,10,0,0,9,267944
Embellished Roof,0,0,0,5591,3,55,573,7478009,2,4,10,0,0,21,267945
Woodland Roof,0,0,0,5592,3,55,572,7477990,2,4,10,0,0,40,267942
Woodland Roof,0,0,0,5593,3,55,572,7477991,2,4,10,0,0,34,267941
Woodland Roof,0,0,0,5594,3,55,572,7477992,2,4,10,0,0,44,267940
Woodland Roof,0,0,0,5595,3,55,572,7477994,2,4,10,0,0,9,267938
Woodland Roof,0,0,0,5596,3,55,572,7477993,2,4,10,0,0,21,267939
Woodland Roof,0,0,0,5598,4,55,569,7478069,2,4,10,0,0,40,267924
Woodland Roof,0,0,0,5599,4,55,569,7478070,2,4,10,0,0,34,267923
Woodland Roof,0,0,0,5600,4,55,569,7478071,2,4,10,0,0,44,267922
Woodland Roof,0,0,0,5601,4,55,569,7478073,2,4,10,0,0,9,267920
Woodland Roof,0,0,0,5602,4,55,569,7478072,2,4,10,0,0,21,267921
Embellished Roof,0,0,0,5603,4,55,568,7478079,2,4,10,0,0,40,267930
Embellished Roof,0,0,0,5604,4,55,568,7478080,2,4,10,0,0,34,267929
Embellished Roof,0,0,0,5605,4,55,568,7478081,2,4,10,0,0,44,267928
Embellished Roof,0,0,0,5606,4,55,568,7478083,2,4,10,0,0,9,267926
Embellished Roof,0,0,0,5607,4,55,568,7478082,2,4,10,0,0,21,267927
Domed Window - Plum,0,0,0,5731,1,56,0,7513135,2,5,12,0,0,42,267732
Regal Window - Plum,0,0,0,5732,1,56,0,7513134,2,5,12,0,0,42,267733
Domed Window - Charcoal,0,0,0,5733,1,56,0,7513133,2,5,12,0,0,7,267734
Regal Window - Charcoal,0,0,0,5734,1,56,0,7513132,2,5,12,0,0,7,267735
Domed Window - Emerald,0,0,0,5735,1,56,0,7513131,2,5,12,0,0,21,267736
Regal Window - Emerald,0,0,0,5736,1,56,0,7513130,2,5,12,0,0,21,267737
Domed Window - Ocean,0,0,0,5737,1,56,0,7513129,2,5,12,0,0,40,267738
Regal Window - Ocean,0,0,0,5738,1,56,0,7513128,2,5,12,0,0,40,267739
Domed Window - Sapphire,0,0,0,5739,1,56,0,7513127,2,5,12,0,0,8,267740
Regal Window - Sapphire,0,0,0,5740,1,56,0,7513126,2,5,12,0,0,8,267741
Regal Dormer - Plum,0,0,0,5741,1,56,0,7478282,2,5,14,0,0,42,267742
Regal Dormer - Charcoal,0,0,0,5742,1,56,0,7478286,2,5,14,0,0,7,267743
Regal Dormer - Emerald,0,0,0,5743,1,56,0,7478285,2,5,14,0,0,21,267744
Regal Dormer - Ocean,0,0,0,5744,1,56,0,7478283,2,5,14,0,0,40,267745
Regal Dormer - Sapphire,0,0,0,5745,1,56,0,7478284,2,5,14,0,0,8,267746
Sturdy Spire - Plum,0,0,0,5746,1,56,0,7478292,2,5,15,0,0,42,267747
Sturdy Spire - Charcoal,0,0,0,5747,1,56,0,7478296,2,5,15,0,0,7,267748
Sturdy Spire - Emerald,0,0,0,5748,1,56,0,7478295,2,5,15,0,0,21,267749
Sturdy Spire - Ocean,0,0,0,5749,1,56,0,7478293,2,5,15,0,0,40,267750
Sturdy Spire - Sapphire,0,0,0,5750,1,56,0,7478294,2,5,15,0,0,8,267751
Elegant Dormer - Plum,0,0,0,5751,1,56,0,7478277,2,5,14,0,0,42,267752
Domed Dormer - Plum,0,0,0,5752,1,56,0,7478272,2,5,14,0,0,42,267753
Elegant Dormer - Charcoal,0,0,0,5753,1,56,0,7478281,2,5,14,0,0,7,267754
Domed Dormer - Charcoal,0,0,0,5754,1,56,0,7478276,2,5,14,0,0,7,267755
Elegant Dormer - Emerald,0,0,0,5755,1,56,0,7478280,2,5,14,0,0,21,267756
Domed Dormer - Emerald,0,0,0,5756,1,56,0,7478275,2,5,14,0,0,21,267757
Elegant Dormer - Ocean,0,0,0,5757,1,56,0,7478278,2,5,14,0,0,40,267758
Domed Dormer - Ocean,0,0,0,5758,1,56,0,7478273,2,5,14,0,0,40,267759
Elegant Dormer - Sapphire,0,0,0,5759,1,56,0,7478279,2,5,14,0,0,8,267760
Domed Dormer - Sapphire,0,0,0,5760,1,56,0,7478274,2,5,14,0,0,8,267761
Simple Spire - Plum,0,0,0,5761,1,56,0,7478307,2,5,15,0,0,42,267762
Faceted Spire - Plum,0,0,0,5762,1,56,0,7478302,2,5,15,0,0,42,267763
Tiered Spire - Plum,0,0,0,5763,1,56,0,7478297,2,5,15,0,0,42,267764
Elegant Spire - Plum,0,0,0,5764,1,56,0,7478287,2,5,15,0,0,42,267765
Simple Spire - Charcoal,0,0,0,5765,1,56,0,7478311,2,5,15,0,0,7,267766
Faceted Spire - Charcoal,0,0,0,5766,1,56,0,7478306,2,5,15,0,0,7,267767
Tiered Spire - Charcoal,0,0,0,5767,1,56,0,7478301,2,5,15,0,0,7,267768
Elegant Spire - Charcoal,0,0,0,5768,1,56,0,7478291,2,5,15,0,0,7,267769
Simple Spire - Emerald,0,0,0,5769,1,56,0,7478310,2,5,15,0,0,21,267770
Faceted Spire - Emerald,0,0,0,5770,1,56,0,7478305,2,5,15,0,0,21,267771
Tiered Spire - Emerald,0,0,0,5771,1,56,0,7478300,2,5,15,0,0,21,267772
Elegant Spire - Emerald,0,0,0,5772,1,56,0,7478290,2,5,15,0,0,21,267773
Simple Spire - Ocean,0,0,0,5773,1,56,0,7478308,2,5,15,0,0,40,267774
Faceted Spire - Ocean,0,0,0,5774,1,56,0,7478303,2,5,15,0,0,40,267775
Tiered Spire - Ocean,0,0,0,5775,1,56,0,7478298,2,5,15,0,0,40,267776
Elegant Spire - Ocean,0,0,0,5776,1,56,0,7478288,2,5,15,0,0,40,267777
Simple Spire - Sapphire,0,0,0,5777,1,56,0,7478309,2,5,15,0,0,8,267778
Faceted Spire - Sapphire,0,0,0,5778,1,56,0,7478304,2,5,15,0,0,8,267779
Tiered Spire - Sapphire,0,0,0,5779,1,56,0,7478299,2,5,15,0,0,8,267780
Elegant Spire - Sapphire,0,0,0,5780,1,56,0,7478289,2,5,15,0,0,8,267781
Tiered Roof,0,0,0,5781,2,56,645,7478248,2,5,10,0,0,42,267782
Tiered Roof,0,0,0,5782,2,56,645,7478256,2,5,10,0,0,7,267783
Tiered Roof,0,0,0,5783,2,56,645,7478251,2,5,10,0,0,21,267784
Tiered Roof,0,0,0,5784,2,56,645,7478249,2,5,10,0,0,40,267785
Tiered Roof,0,0,0,5785,2,56,645,7478250,2,5,10,0,0,8,267786
Faceted Roof,0,0,0,5790,3,56,636,7478224,2,5,10,0,0,42,267787
Faceted Roof,0,0,0,5791,3,56,636,7478228,2,5,10,0,0,7,267788
Faceted Roof,0,0,0,5792,3,56,636,7478227,2,5,10,0,0,21,267789
Faceted Roof,0,0,0,5793,3,56,636,7478225,2,5,10,0,0,40,267790
Faceted Roof,0,0,0,5794,3,56,636,7478226,2,5,10,0,0,8,267791
Domed Roof,0,0,0,5795,4,56,634,7478257,2,5,10,0,0,42,267792
Domed Roof,0,0,0,5796,4,56,634,7478261,2,5,10,0,0,7,267793
Domed Roof,0,0,0,5797,4,56,634,7478260,2,5,10,0,0,21,267794
Domed Roof,0,0,0,5798,4,56,634,7478258,2,5,10,0,0,40,267797
Domed Roof,0,0,0,5799,4,56,634,7478259,2,5,10,0,0,8,267800
Faceted Roof,0,0,0,5800,2,56,629,7478243,2,5,10,0,0,42,267801
Faceted Roof,0,0,0,5801,2,56,629,7478247,2,5,10,0,0,7,267802
Faceted Roof,0,0,0,5802,2,56,629,7478246,2,5,10,0,0,21,267803
Faceted Roof,0,0,0,5803,2,56,629,7478244,2,5,10,0,0,40,267804
Faceted Roof,0,0,0,5804,2,56,629,7478245,2,5,10,0,0,8,267805
Domed Roof,0,0,0,5805,3,56,628,7478219,2,5,10,0,0,42,267806
Domed Roof,0,0,0,5806,3,56,628,7478223,2,5,10,0,0,7,267807
Domed Roof,0,0,0,5807,3,56,628,7478222,2,5,10,0,0,21,267808
Domed Roof,0,0,0,5808,3,56,628,7478220,2,5,10,0,0,40,267809
Domed Roof,0,0,0,5809,3,56,628,7478221,2,5,10,0,0,8,267810
Tiered Roof,0,0,0,5810,3,56,627,7478229,2,5,10,0,0,42,267811
Tiered Roof,0,0,0,5811,3,56,627,7478237,2,5,10,0,0,7,267812
Tiered Roof,0,0,0,5812,3,56,627,7478236,2,5,10,0,0,21,267813
Tiered Roof,0,0,0,5813,3,56,627,7478230,2,5,10,0,0,40,267814
Tiered Roof,0,0,0,5814,3,56,627,7478235,2,5,10,0,0,8,267815
Tiered Roof,0,0,0,5815,4,56,626,7478267,2,5,10,0,0,42,267816
Tiered Roof,0,0,0,5816,4,56,626,7478271,2,5,10,0,0,7,267817
Tiered Roof,0,0,0,5817,4,56,626,7478270,2,5,10,0,0,21,267818
Tiered Roof,0,0,0,5818,4,56,626,7478268,2,5,10,0,0,40,267819
Tiered Roof,0,0,0,5819,4,56,626,7478269,2,5,10,0,0,8,267820
Faceted Roof,0,0,0,5820,4,56,623,7478262,2,5,10,0,0,42,267821
Faceted Roof,0,0,0,5821,4,56,623,7478266,2,5,10,0,0,7,267822
Faceted Roof,0,0,0,5822,4,56,623,7478265,2,5,10,0,0,21,267823
Faceted Roof,0,0,0,5823,4,56,623,7478263,2,5,10,0,0,40,267824
Faceted Roof,0,0,0,5824,4,56,623,7478264,2,5,10,0,0,8,267825
Domed Roof,0,0,0,5825,2,56,621,7478238,2,5,10,0,0,42,267826
Domed Roof,0,0,0,5826,2,56,621,7478242,2,5,10,0,0,7,267827
Domed Roof,0,0,0,5827,2,56,621,7478241,2,5,10,0,0,21,267828
Domed Roof,0,0,0,5828,2,56,621,7478239,2,5,10,0,0,40,267829
Domed Roof,0,0,0,5829,2,56,621,7478240,2,5,10,0,0,8,267830
Elegant Entryway - Plum,16.8511,0,1.427,5831,1,56,620,7513124,2,5,11,0,613908,42,267831
Elegant Entryway - Charcoal,16.8511,0,1.427,5832,1,56,620,7513122,2,5,11,0,613908,7,267832
Elegant Entryway - Emerald,16.8511,0,1.427,5833,1,56,620,7513120,2,5,11,0,613908,21,267833
Elegant Entryway - Ocean,16.8511,0,1.427,5834,1,56,620,7513118,2,5,11,0,613908,40,267834
Elegant Entryway - Sapphire,16.8511,0,1.427,5835,1,56,620,7513116,2,5,11,0,613908,8,267835
Grand Entryway - Plum,16.7481,0.0001,1.427,5837,1,56,619,7513125,2,5,11,0,613909,42,267836
Grand Entryway - Charcoal,16.7481,0.0001,1.427,5838,1,56,619,7513123,2,5,11,0,613909,7,267837
Grand Entryway - Emerald,16.7481,0.0001,1.427,5839,1,56,619,7513121,2,5,11,0,613909,21,267839
Grand Entryway - Ocean,16.7481,0.0001,1.427,5840,1,56,619,7513119,2,5,11,0,613909,40,267840
Grand Entryway - Sapphire,16.7481,0.0001,1.427,5841,1,56,619,7513117,2,5,11,0,613909,8,267841
Stone Chimney - Nutmeg,0,0,0,6090,1,87,0,7509654,2,2,16,0,0,9,267842
Stone Chimney - Rust,0,0,0,6091,1,87,0,7509653,2,2,16,0,0,32,267843
Stone Chimney - Ocean,0,0,0,6092,1,87,0,7509652,2,2,16,0,0,8,267844
Stone Chimney - Mustard,0,0,0,6093,1,87,0,7509651,2,2,16,0,0,44,267845
Stone Chimney - Forest,0,0,0,6094,1,87,0,7509650,2,2,16,0,0,21,267846
Scrap Metal Entry - Nutmeg,-2.9469,0.4999,2.1383,6101,1,87,977,7509667,2,2,11,0,602707,9,267847
Scrap Metal Entry - Rust,-2.9469,0.4999,2.1383,6102,1,87,977,7509665,2,2,11,0,602707,32,267848
Scrap Metal Entry - Ocean,-2.9469,0.4999,2.1383,6103,1,87,977,7509663,2,2,11,0,602707,8,267849
Scrap Metal Entry - Mustard,-2.9469,0.4999,2.1383,6104,1,87,977,7509660,2,2,11,0,602707,44,267850
Scrap Metal Entry - Forest,-2.9469,0.4999,2.1383,6105,1,87,977,7509657,2,2,11,0,602707,21,267851
Drawbridge Entry - Rust,-4.4534,0.3277,2.4228,6107,1,87,976,7509669,2,2,11,0,602705,32,267852
Drawbridge Entry - Nutmeg,-4.4534,0.3277,2.4228,6108,1,87,976,7509668,2,2,11,0,602705,9,267853
Drawbridge Entry - Ocean,-4.4534,0.3277,2.4228,6109,1,87,976,7509661,2,2,11,0,602705,8,267854
Drawbridge Entry - Mustard,-4.4534,0.3277,2.4228,6110,1,87,976,7509658,2,2,11,0,602705,44,267855
Drawbridge Entry - Forest,-4.4534,0.3277,2.4228,6111,1,87,976,7509655,2,2,11,0,602705,21,267856
Covered Entry - Nutmeg,-3.7703,0.1048,1.383,6113,1,87,975,7509666,2,2,11,0,602706,9,267857
Covered Entry - Rust,-3.7703,0.1048,1.383,6114,1,87,975,7509664,2,2,11,0,602706,32,267858
Covered Entry - Ocean,-3.7703,0.1048,1.383,6115,1,87,975,7509662,2,2,11,0,602706,8,267859
Covered Entry - Mustard,-3.7703,0.1048,1.383,6116,1,87,975,7509659,2,2,11,0,602706,44,267860
Covered Entry - Forest,-3.7703,0.1048,1.383,6117,1,87,975,7509656,2,2,11,0,602706,21,267861
Lush Garden Treehouse Base,0,0,0,6942,2,166,0,7769898,3,0,9,0,0,0,271705
Lush Garden Treehouse Door,12.7465,0.4632,0.5175,6944,2,166,0,7771138,3,0,11,0,648554,0,271706
Lush Garden Treehouse Roof,0,0,0,6947,2,166,0,7771137,3,0,10,0,0,0,271708
Spring Blossom Treehouse Roof,0,0,0,7077,2,172,0,7810376,3,0,10,0,0,0,0
Spring Blossom Treehouse Base,0,0,0,7078,2,172,0,7810378,3,0,9,0,0,0,0
Spring Blossom Treehouse Door,12.7465,0.4632,0.5175,7079,2,172,0,7810377,3,0,11,0,648554,0,0
,0,0,0,7254,2,250,0,7864258,1,0,10,0,0,0,0
,0,0,0,7255,2,250,0,7864253,1,0,9,0,0,0,0
,0,0,0,7256,2,251,0,7864259,1,0,10,0,0,0,0
,0,0,0,7257,2,251,0,7864255,1,0,9,0,0,0,0
,16.541,9.3455,1.6243,7258,1,250,0,7864256,1,0,11,0,673116,0,0
,16.541,9.3455,1.6243,7259,1,251,0,7864257,1,0,11,0,673117,0,0
