ID,AzeritePowerSetID,AzeritePowerID,Class,Tier,OrderIndex
10830,509,14,7,1,0
10831,509,84,7,1,1
10832,509,13,3,0,0
10833,509,13,7,0,0
10834,510,479,3,3,0
10835,510,367,3,3,1
10836,510,369,3,3,2
10837,510,163,3,3,3
10838,510,479,7,3,0
10839,510,417,7,3,1
10840,510,416,7,3,2
10841,510,191,7,3,3
10842,510,18,3,2,0
10843,510,21,3,2,1
10844,510,461,3,2,2
10845,510,18,7,2,0
10846,510,21,7,2,1
10847,510,105,7,2,2
10848,510,87,3,1,0
10849,510,85,3,1,1
10850,510,87,7,1,0
10851,510,85,7,1,1
10852,510,13,3,0,0
10853,510,13,7,0,0
10854,511,478,3,3,0
10855,511,107,3,3,1
10856,511,368,3,3,2
10857,511,110,3,3,3
10858,511,478,7,3,0
10859,511,457,7,3,1
10860,511,447,7,3,2
10861,511,138,7,3,3
10862,511,22,3,2,0
10863,511,461,3,2,1
10864,511,459,3,2,2
10865,511,22,7,2,0
10866,511,461,7,2,1
10867,511,19,7,2,2
10868,511,85,3,1,0
10869,511,83,3,1,1
10870,511,85,7,1,0
10871,511,83,7,1,1
10872,511,13,3,0,0
10873,511,13,7,0,0
10874,512,491,3,3,0
10875,512,366,3,3,1
10876,512,162,3,3,2
10877,512,213,3,3,3
10878,512,491,7,3,0
10879,512,448,7,3,1
10880,512,179,7,3,2
10881,512,224,7,3,3
10882,512,462,3,2,0
10883,512,18,3,2,1
10884,512,30,3,2,2
10885,512,462,7,2,0
10886,512,18,7,2,1
10887,512,463,7,2,2
10888,512,203,3,1,0
10889,512,15,3,1,1
10890,512,207,7,1,0
10891,512,15,7,1,1
10892,512,13,3,0,0
10893,512,13,7,0,0
10894,513,497,3,3,0
10895,513,366,3,3,1
10896,513,162,3,3,2
10897,513,213,3,3,3
10898,513,497,7,3,0
10899,513,448,7,3,1
10900,513,179,7,3,2
10901,513,224,7,3,3
10902,513,462,3,2,0
10903,513,18,3,2,1
10904,513,30,3,2,2
10905,513,462,7,2,0
10906,513,18,7,2,1
10907,513,463,7,2,2
10908,513,203,3,1,0
10909,513,15,3,1,1
10910,513,207,7,1,0
10911,513,15,7,1,1
10912,513,13,3,0,0
10913,513,13,7,0,0
10914,514,490,3,3,0
10915,514,211,3,3,1
10916,514,36,3,3,2
10917,514,371,3,3,3
10918,514,490,7,3,0
10919,514,222,7,3,1
10920,514,137,7,3,2
10921,514,449,7,3,3
10922,514,21,3,2,0
10923,514,22,3,2,1
10924,514,31,3,2,2
10925,514,21,7,2,0
10926,514,22,7,2,1
10927,514,102,7,2,2
10928,514,84,3,1,0
10929,514,83,3,1,1
10930,514,84,7,1,0
10931,514,83,7,1,1
10932,514,13,3,0,0
10933,514,13,7,0,0
10934,515,496,3,3,0
10935,515,211,3,3,1
10936,515,36,3,3,2
10937,515,371,3,3,3
10938,515,496,7,3,0
10939,515,222,7,3,1
10940,515,137,7,3,2
10941,515,449,7,3,3
10942,515,21,3,2,0
10943,515,22,3,2,1
10944,515,31,3,2,2
10945,515,21,7,2,0
10946,515,22,7,2,1
10947,515,102,7,2,2
10948,515,84,3,1,0
10949,515,83,3,1,1
10950,515,84,7,1,0
10951,515,83,7,1,1
10952,515,13,3,0,0
10953,515,13,7,0,0
10954,516,481,6,3,0
10955,516,348,6,3,1
10956,516,347,6,3,2
10957,516,244,6,3,3
10958,516,481,2,3,0
10959,516,393,2,3,1
10960,516,395,2,3,2
10961,516,453,2,3,3
10962,516,481,1,3,0
10963,516,434,1,3,1
10964,516,438,1,3,2
10965,516,450,1,3,3
10966,516,31,6,2,0
10967,516,30,6,2,1
10968,516,98,6,2,2
10969,516,31,2,2,0
10970,516,104,2,2,1
10971,516,98,2,2,2
10972,516,31,1,2,0
10973,516,30,1,2,1
10974,516,98,1,2,2
10975,516,14,6,1,0
10976,516,84,6,1,1
10977,516,14,2,1,0
10978,516,84,2,1,1
10979,516,14,1,1,0
10980,516,84,1,1,1
10981,516,13,6,0,0
10982,516,13,2,0,0
10983,516,13,1,0,0
10984,517,194,6,3,0
10985,517,349,6,3,1
10986,517,346,6,3,2
10987,517,142,6,3,3
10988,517,194,2,3,0
10989,517,394,2,3,1
10990,517,150,2,3,2
10991,517,187,2,3,3
10992,517,194,1,3,0
10993,517,435,1,3,1
10994,517,437,1,3,2
10995,517,177,1,3,3
10996,517,18,6,2,0
10997,517,21,6,2,1
10998,517,89,6,2,2
10999,517,18,2,2,0
11000,517,105,2,2,1
11001,517,89,2,2,2
11002,517,18,1,2,0
11003,517,21,1,2,1
11004,517,89,1,2,2
11005,517,87,6,1,0
11006,517,85,6,1,1
11007,517,87,2,1,0
11008,517,85,2,1,1
11009,517,87,1,1,0
11010,517,85,1,1,1
11011,517,13,6,0,0
11012,517,13,2,0,0
11013,517,13,1,0,0
11014,518,156,6,3,0
11015,518,106,6,3,1
11016,518,242,6,3,2
11017,518,109,6,3,3
11018,518,156,2,3,0
11019,518,139,2,3,1
11020,518,454,2,3,2
11021,518,125,2,3,3
11022,518,156,1,3,0
11023,518,121,1,3,1
11024,518,451,1,3,2
11025,518,118,1,3,3
11026,518,22,6,2,0
11027,518,461,6,2,1
11028,518,101,6,2,2
11029,518,22,2,2,0
11030,518,19,2,2,1
11031,518,101,2,2,2
11032,518,22,1,2,0
11033,518,461,1,2,1
11034,518,101,1,2,2
11035,518,85,6,1,0
11036,518,83,6,1,1
11037,518,85,2,1,0
11038,518,83,2,1,1
11039,518,85,1,1,0
11040,518,83,1,1,1
11041,518,13,6,0,0
11042,518,13,2,0,0
11043,518,13,1,0,0
11044,519,491,6,3,0
11045,519,197,6,3,1
11046,519,141,6,3,2
11047,519,199,6,3,3
11048,519,491,2,3,0
11049,519,233,2,3,1
11050,519,189,2,3,2
11051,519,235,2,3,3
11052,519,491,1,3,0
11053,519,226,1,3,1
11054,519,176,1,3,2
11055,519,237,1,3,3
11056,519,462,6,2,0
11057,519,18,6,2,1
11058,519,20,6,2,2
11059,519,462,2,2,0
11060,519,463,2,2,1
11061,519,20,2,2,2
11062,519,462,1,2,0
11063,519,18,1,2,1
11064,519,20,1,2,2
11065,519,201,6,1,0
11066,519,15,6,1,1
11067,519,206,2,1,0
11068,519,15,2,1,1
11069,519,476,1,1,0
11070,519,15,1,1,1
11071,519,13,6,0,0
11072,519,13,2,0,0
11073,519,13,1,0,0
11074,520,497,6,3,0
11075,520,197,6,3,1
11076,520,141,6,3,2
11077,520,199,6,3,3
11078,520,497,2,3,0
11079,520,233,2,3,1
11080,520,189,2,3,2
11081,520,235,2,3,3
11082,520,497,1,3,0
11083,520,226,1,3,1
11084,520,176,1,3,2
11085,520,237,1,3,3
11086,520,462,6,2,0
11087,520,18,6,2,1
11088,520,20,6,2,2
11089,520,462,2,2,0
11090,520,463,2,2,1
11091,520,20,2,2,2
11092,520,462,1,2,0
11093,520,18,1,2,1
11094,520,20,1,2,2
11095,520,201,6,1,0
11096,520,15,6,1,1
11097,520,206,2,1,0
11098,520,15,2,1,1
11099,520,476,1,1,0
11100,520,15,1,1,1
11101,520,13,6,0,0
11102,520,13,2,0,0
11103,520,13,1,0,0
11104,521,490,6,3,0
11105,521,243,6,3,1
11106,521,108,6,3,2
11107,521,244,6,3,3
11108,521,490,2,3,0
11109,521,452,2,3,1
11110,521,133,2,3,2
11111,521,453,2,3,3
11112,521,490,1,3,0
11113,521,433,1,3,1
11114,521,119,1,3,2
11115,521,450,1,3,3
11116,521,21,6,2,0
11117,521,22,6,2,1
11118,521,89,6,2,2
11119,521,21,2,2,0
11120,521,102,2,2,1
11121,521,89,2,2,2
11122,521,21,1,2,0
11123,521,22,1,2,1
11124,521,89,1,2,2
11125,521,84,6,1,0
11126,521,83,6,1,1
11127,521,84,2,1,0
11128,521,83,2,1,1
11129,521,84,1,1,0
11130,521,83,1,1,1
11131,521,13,6,0,0
11132,521,13,2,0,0
11133,521,13,1,0,0
11134,522,496,6,3,0
11135,522,243,6,3,1
11136,522,108,6,3,2
11137,522,244,6,3,3
11138,522,496,2,3,0
11139,522,452,2,3,1
11140,522,133,2,3,2
11141,522,453,2,3,3
11142,522,496,1,3,0
11143,522,433,1,3,1
11144,522,119,1,3,2
11145,522,450,1,3,3
11146,522,21,6,2,0
11147,522,22,6,2,1
11148,522,89,6,2,2
11149,522,21,2,2,0
11150,522,102,2,2,1
11151,522,89,2,2,2
11152,522,21,1,2,0
11153,522,22,1,2,1
11154,522,89,1,2,2
11155,522,84,6,1,0
11156,522,83,6,1,1
11157,522,84,2,1,0
11158,522,83,2,1,1
11159,522,84,1,1,0
11160,522,83,1,1,1
11161,522,13,6,0,0
11162,522,13,2,0,0
11163,522,13,1,0,0
11164,523,493,8,3,0
11165,523,127,8,3,1
11166,523,376,8,3,2
11167,523,170,8,3,3
11168,523,493,5,3,0
11169,523,113,5,3,1
11170,523,400,5,3,2
11171,523,166,5,3,3
11172,523,493,9,3,0
11173,523,123,9,3,1
11174,523,458,9,3,2
11175,523,460,9,3,3
11176,523,461,8,2,0
11177,523,30,8,2,1
11178,523,21,8,2,2
11179,523,461,5,2,0
11180,523,103,5,2,1
11181,523,463,5,2,2
11182,523,461,9,2,0
11183,523,30,9,2,1
11184,523,21,9,2,2
11185,523,468,8,1,0
11186,523,14,8,1,1
11187,523,472,5,1,0
11188,523,14,5,1,1
11189,523,475,9,1,0
11190,523,14,9,1,1
11191,523,13,8,0,0
11192,523,13,5,0,0
11193,523,13,9,0,0
11194,524,487,8,3,0
11195,524,127,8,3,1
11196,524,376,8,3,2
11197,524,170,8,3,3
11198,524,487,5,3,0
11199,524,113,5,3,1
11200,524,400,5,3,2
11201,524,166,5,3,3
11202,524,487,9,3,0
11203,524,123,9,3,1
11204,524,458,9,3,2
11205,524,460,9,3,3
11206,524,461,8,2,0
11207,524,30,8,2,1
11208,524,21,8,2,2
11209,524,461,5,2,0
11210,524,103,5,2,1
11211,524,463,5,2,2
11212,524,461,9,2,0
11213,524,30,9,2,1
11214,524,21,9,2,2
11215,524,468,8,1,0
11216,524,14,8,1,1
11217,524,472,5,1,0
11218,524,14,5,1,1
11219,524,475,9,1,0
11220,524,14,9,1,1
11221,524,13,8,0,0
11222,524,13,5,0,0
11223,524,13,9,0,0
11224,525,494,8,3,0
11225,525,374,8,3,1
11226,525,378,8,3,2
11227,525,381,8,3,3
11228,525,494,5,3,0
11229,525,398,5,3,1
11230,525,402,5,3,2
11231,525,405,5,3,3
11232,525,494,9,3,0
11233,525,425,9,3,1
11234,525,429,9,3,2
11235,525,432,9,3,3
11236,525,31,8,2,0
11237,525,462,8,2,1
11238,525,22,8,2,2
11239,525,31,5,2,0
11240,525,38,5,2,1
11241,525,102,5,2,2
11242,525,31,9,2,0
11243,525,462,9,2,1
11244,525,22,9,2,2
11245,525,546,8,1,0
11246,525,15,8,1,1
11247,525,537,5,1,0
11248,525,15,5,1,1
11249,525,531,9,1,0
11250,525,15,9,1,1
11251,525,13,8,0,0
11252,525,13,5,0,0
11253,525,13,9,0,0
11254,526,488,8,3,0
11255,526,374,8,3,1
11256,526,378,8,3,2
11257,526,381,8,3,3
11258,526,488,5,3,0
11259,526,398,5,3,1
11260,526,402,5,3,2
11261,526,405,5,3,3
11262,526,488,9,3,0
11263,526,425,9,3,1
11264,526,429,9,3,2
11265,526,432,9,3,3
11266,526,31,8,2,0
11267,526,462,8,2,1
11268,526,22,8,2,2
11269,526,31,5,2,0
11270,526,38,5,2,1
11271,526,102,5,2,2
11272,526,31,9,2,0
11273,526,462,9,2,1
11274,526,22,9,2,2
11275,526,546,8,1,0
11276,526,15,8,1,1
11277,526,537,5,1,0
11278,526,15,5,1,1
11279,526,531,9,1,0
11280,526,15,9,1,1
11281,526,13,8,0,0
11282,526,13,5,0,0
11283,526,13,9,0,0
11284,527,492,8,3,0
11285,527,167,8,3,1
11286,527,215,8,3,2
11287,527,380,8,3,3
11288,527,492,5,3,0
11289,527,164,5,3,1
11290,527,228,5,3,2
11291,527,404,5,3,3
11292,527,492,9,3,0
11293,527,183,9,3,1
11294,527,231,9,3,2
11295,527,431,9,3,3
11296,527,18,8,2,0
11297,527,459,8,2,1
11298,527,31,8,2,2
11299,527,18,5,2,0
11300,527,42,5,2,1
11301,527,104,5,2,2
11302,527,18,9,2,0
11303,527,459,9,2,1
11304,527,31,9,2,2
11305,527,83,8,1,0
11306,527,85,8,1,1
11307,527,83,5,1,0
11308,527,85,5,1,1
11309,527,83,9,1,0
11310,527,85,9,1,1
11311,527,13,8,0,0
11312,527,13,5,0,0
11313,527,13,9,0,0
11314,528,486,8,3,0
11315,528,167,8,3,1
11316,528,215,8,3,2
11317,528,380,8,3,3
11318,528,486,5,3,0
11319,528,164,5,3,1
11320,528,228,5,3,2
11321,528,404,5,3,3
11322,528,486,9,3,0
11323,528,183,9,3,1
11324,528,231,9,3,2
11325,528,431,9,3,3
11326,528,18,8,2,0
11327,528,459,8,2,1
11328,528,31,8,2,2
11329,528,18,5,2,0
11330,528,42,5,2,1
11331,528,104,5,2,2
11332,528,18,9,2,0
11333,528,459,9,2,1
11334,528,31,9,2,2
11335,528,83,8,1,0
11336,528,85,8,1,1
11337,528,83,5,1,0
11338,528,85,5,1,1
11339,528,83,9,1,0
11340,528,85,9,1,1
11341,528,13,8,0,0
11342,528,13,5,0,0
11343,528,13,9,0,0
11344,529,494,12,3,0
11345,529,126,12,3,1
11346,529,354,12,3,2
11347,529,494,11,3,0
11348,529,122,11,3,1
11349,529,358,11,3,2
11350,529,361,11,3,3
11351,529,210,11,3,4
11352,529,494,10,3,0
11353,529,116,10,3,1
11354,529,386,10,3,2
11355,529,391,10,3,3
11356,529,494,4,3,0
11357,529,136,4,3,1
11358,529,410,4,3,2
11359,529,414,4,3,3
11360,529,31,12,2,0
11361,529,462,12,2,1
11362,529,98,12,2,2
11363,529,31,11,2,0
11364,529,38,11,2,1
11365,529,98,11,2,2
11366,529,31,10,2,0
11367,529,38,10,2,1
11368,529,98,10,2,2
11369,529,31,4,2,0
11370,529,462,4,2,1
11371,529,22,4,2,2
11372,529,564,12,1,0
11373,529,15,12,1,1
11374,529,540,11,1,0
11375,529,15,11,1,1
11376,529,566,10,1,0
11377,529,15,10,1,1
11378,529,548,4,1,0
11379,529,15,4,1,1
11380,529,13,12,0,0
11381,529,13,11,0,0
11382,529,13,10,0,0
11383,529,13,4,0,0
11384,530,488,12,3,0
11385,530,126,12,3,1
11386,530,354,12,3,2
11387,530,488,11,3,0
11388,530,122,11,3,1
11389,530,358,11,3,2
11390,530,361,11,3,3
11391,530,210,11,3,4
11392,530,488,10,3,0
11393,530,116,10,3,1
11394,530,386,10,3,2
11395,530,391,10,3,3
11396,530,488,4,3,0
11397,530,136,4,3,1
11398,530,410,4,3,2
11399,530,414,4,3,3
11400,530,31,12,2,0
11401,530,462,12,2,1
11402,530,98,12,2,2
11403,530,31,11,2,0
11404,530,38,11,2,1
11405,530,98,11,2,2
11406,530,31,10,2,0
11407,530,38,10,2,1
11408,530,98,10,2,2
11409,530,31,4,2,0
11410,530,462,4,2,1
11411,530,22,4,2,2
11412,530,564,12,1,0
11413,530,15,12,1,1
11414,530,540,11,1,0
11415,530,15,11,1,1
11416,530,566,10,1,0
11417,530,15,10,1,1
11418,530,548,4,1,0
11419,530,15,4,1,1
11420,530,13,12,0,0
11421,530,13,11,0,0
11422,530,13,10,0,0
11423,530,13,4,0,0
11424,531,493,12,3,0
11425,531,159,12,3,1
11426,531,221,12,3,2
11427,531,493,11,3,0
11428,531,173,11,3,1
11429,531,209,11,3,2
11430,531,360,11,3,3
11431,531,120,11,3,4
11432,531,493,10,3,0
11433,531,186,10,3,1
11434,531,248,10,3,2
11435,531,390,10,3,3
11436,531,493,4,3,0
11437,531,181,4,3,1
11438,531,239,4,3,2
11439,531,413,4,3,3
11440,531,461,12,2,0
11441,531,30,12,2,1
11442,531,101,12,2,2
11443,531,461,11,2,0
11444,531,103,11,2,1
11445,531,101,11,2,2
11446,531,461,10,2,0
11447,531,103,10,2,1
11448,531,101,10,2,2
11449,531,461,4,2,0
11450,531,30,4,2,1
11451,531,21,4,2,2
11452,531,83,12,1,0
11453,531,85,12,1,1
11454,531,83,11,1,0
11455,531,85,11,1,1
11456,531,83,10,1,0
11457,531,85,10,1,1
11458,531,83,4,1,0
11459,531,85,4,1,1
11460,531,13,12,0,0
11461,531,13,11,0,0
11462,531,13,10,0,0
11463,531,13,4,0,0
11464,532,487,12,3,0
11465,532,159,12,3,1
11466,532,221,12,3,2
11467,532,487,11,3,0
11468,532,173,11,3,1
11469,532,209,11,3,2
11470,532,360,11,3,3
11471,532,120,11,3,4
11472,532,487,10,3,0
11473,532,186,10,3,1
11474,532,248,10,3,2
11475,532,390,10,3,3
11476,532,487,4,3,0
11477,532,181,4,3,1
11478,532,239,4,3,2
11479,532,413,4,3,3
11480,532,461,12,2,0
11481,532,30,12,2,1
11482,532,101,12,2,2
11483,532,461,11,2,0
11484,532,103,11,2,1
11485,532,101,11,2,2
11486,532,461,10,2,0
11487,532,103,10,2,1
11488,532,101,10,2,2
11489,532,461,4,2,0
11490,532,30,4,2,1
11491,532,21,4,2,2
11492,532,83,12,1,0
11493,532,85,12,1,1
11494,532,83,11,1,0
11495,532,85,11,1,1
11496,532,83,10,1,0
11497,532,85,10,1,1
11498,532,83,4,1,0
11499,532,85,4,1,1
11500,532,13,12,0,0
11501,532,13,11,0,0
11502,532,13,10,0,0
11503,532,13,4,0,0
12344,564,492,12,3,0
12345,564,352,12,3,1
12346,564,355,12,3,2
12347,564,492,11,3,0
12348,564,356,11,3,1
12349,564,359,11,3,2
12350,564,112,11,3,3
12351,564,172,11,3,4
12352,564,492,10,3,0
12353,564,383,10,3,1
12354,564,387,10,3,2
12355,564,117,10,3,3
12356,564,492,4,3,0
12357,564,407,4,3,1
12358,564,411,4,3,2
12359,564,124,4,3,3
12360,564,18,12,2,0
12361,564,459,12,2,1
12362,564,89,12,2,2
12363,564,18,11,2,0
12364,564,42,11,2,1
12365,564,89,11,2,2
12366,564,18,10,2,0
12367,564,42,10,2,1
12368,564,89,10,2,2
12369,564,18,4,2,0
12370,564,459,4,2,1
12371,564,31,4,2,2
12372,564,466,12,1,0
12373,564,14,12,1,1
12374,564,467,11,1,0
12375,564,14,11,1,1
12376,564,470,10,1,0
12377,564,14,10,1,1
12378,564,473,4,1,0
12379,564,14,4,1,1
12380,564,13,12,0,0
12381,564,13,11,0,0
12382,564,13,10,0,0
12383,564,13,4,0,0
12384,565,486,12,3,0
12385,565,352,12,3,1
12386,565,355,12,3,2
12387,565,486,11,3,0
12388,565,356,11,3,1
12389,565,359,11,3,2
12390,565,112,11,3,3
12391,565,172,11,3,4
12392,565,486,10,3,0
12393,565,383,10,3,1
12394,565,387,10,3,2
12395,565,117,10,3,3
12396,565,486,4,3,0
12397,565,407,4,3,1
12398,565,411,4,3,2
12399,565,124,4,3,3
12400,565,18,12,2,0
12401,565,459,12,2,1
12402,565,89,12,2,2
12403,565,18,11,2,0
12404,565,42,11,2,1
12405,565,89,11,2,2
12406,565,18,10,2,0
12407,565,42,10,2,1
12408,565,89,10,2,2
12409,565,18,4,2,0
12410,565,459,4,2,1
12411,565,31,4,2,2
12412,565,466,12,1,0
12413,565,14,12,1,1
12414,565,467,11,1,0
12415,565,14,11,1,1
12416,565,470,10,1,0
12417,565,14,10,1,1
12418,565,473,4,1,0
12419,565,14,4,1,1
12420,565,13,12,0,0
12421,565,13,11,0,0
12422,565,13,10,0,0
12423,565,13,4,0,0
12424,566,494,3,3,0
12425,566,107,3,3,1
12426,566,369,3,3,2
12427,566,110,3,3,3
12428,566,494,7,3,0
12429,566,457,7,3,1
12430,566,416,7,3,2
12431,566,138,7,3,3
12432,566,31,3,2,0
12433,566,462,3,2,1
12434,566,22,3,2,2
12435,566,31,7,2,0
12436,566,462,7,2,1
12437,566,38,7,2,2
12438,566,543,3,1,0
12439,566,15,3,1,1
12440,566,539,7,1,0
12441,566,15,7,1,1
12442,566,13,3,0,0
12443,566,13,7,0,0
12444,567,488,3,3,0
12445,567,107,3,3,1
12446,567,369,3,3,2
12447,567,110,3,3,3
12448,567,488,7,3,0
12449,567,457,7,3,1
12450,567,416,7,3,2
12451,567,138,7,3,3
12452,567,31,3,2,0
12453,567,462,3,2,1
12454,567,22,3,2,2
12455,567,31,7,2,0
12456,567,462,7,2,1
12457,567,38,7,2,2
12458,567,543,3,1,0
12459,567,15,3,1,1
12460,567,539,7,1,0
12461,567,15,7,1,1
12462,567,13,3,0,0
12463,567,13,7,0,0
12464,568,493,3,3,0
12465,568,161,3,3,1
12466,568,368,3,3,2
12467,568,372,3,3,3
12468,568,493,7,3,0
12469,568,178,7,3,1
12470,568,447,7,3,2
12471,568,422,7,3,3
12472,568,461,3,2,0
12473,568,30,3,2,1
12474,568,21,3,2,2
12475,568,461,7,2,0
12476,568,30,7,2,1
12477,568,103,7,2,2
12478,568,83,3,1,0
12479,568,85,3,1,1
12480,568,83,7,1,0
12481,568,85,7,1,1
12482,568,13,3,0,0
12483,568,13,7,0,0
12484,569,487,3,3,0
12485,569,161,3,3,1
12486,569,368,3,3,2
12487,569,372,3,3,3
12488,569,487,7,3,0
12489,569,178,7,3,1
12490,569,447,7,3,2
12491,569,422,7,3,3
12492,569,461,3,2,0
12493,569,30,3,2,1
12494,569,21,3,2,2
12495,569,461,7,2,0
12496,569,30,7,2,1
12497,569,103,7,2,2
12498,569,83,3,1,0
12499,569,85,3,1,1
12500,569,83,7,1,0
12501,569,85,7,1,1
12502,569,13,3,0,0
12503,569,13,7,0,0
12504,570,492,3,3,0
12505,570,367,3,3,1
12506,570,212,3,3,2
12507,570,163,3,3,3
12508,570,492,7,3,0
12509,570,417,7,3,1
12510,570,223,7,3,2
12511,570,191,7,3,3
12512,570,18,3,2,0
12513,570,459,3,2,1
12514,570,31,3,2,2
12515,570,18,7,2,0
12516,570,459,7,2,1
12517,570,42,7,2,2
12518,570,469,3,1,0
12519,570,14,3,1,1
12520,570,474,7,1,0
12521,570,14,7,1,1
12522,570,13,3,0,0
12523,570,13,7,0,0
12524,571,486,3,3,0
12525,571,367,3,3,1
12526,571,212,3,3,2
12527,571,163,3,3,3
12528,571,486,7,3,0
12529,571,417,7,3,1
12530,571,223,7,3,2
12531,571,191,7,3,3
12532,571,18,3,2,0
12533,571,459,3,2,1
12534,571,31,3,2,2
12535,571,18,7,2,0
12536,571,459,7,2,1
12537,571,42,7,2,2
12538,571,469,3,1,0
12539,571,14,3,1,1
12540,571,474,7,1,0
12541,571,14,7,1,1
12542,571,13,3,0,0
12543,571,13,7,0,0
12544,572,494,6,3,0
12545,572,106,6,3,1
12546,572,346,6,3,2
12547,572,351,6,3,3
12548,572,494,2,3,0
12549,572,139,2,3,1
12550,572,150,2,3,2
12551,572,396,2,3,3
12552,572,494,1,3,0
12553,572,121,1,3,1
12554,572,437,1,3,2
12555,572,441,1,3,3
12556,572,31,6,2,0
12557,572,462,6,2,1
12558,572,98,6,2,2
12559,572,31,2,2,0
12560,572,38,2,2,1
12561,572,98,2,2,2
12562,572,31,1,2,0
12563,572,462,1,2,1
12564,572,98,1,2,2
12565,572,549,6,1,0
12566,572,15,6,1,1
12567,572,538,2,1,0
12568,572,15,2,1,1
12569,572,554,1,1,0
12570,572,15,1,1,1
12571,572,13,6,0,0
12572,572,13,2,0,0
12573,572,13,1,0,0
12574,573,488,6,3,0
12575,573,106,6,3,1
12576,573,346,6,3,2
12577,573,351,6,3,3
12578,573,488,2,3,0
12579,573,139,2,3,1
12580,573,150,2,3,2
12581,573,396,2,3,3
12582,573,488,1,3,0
12583,573,121,1,3,1
12584,573,437,1,3,2
12585,573,441,1,3,3
12586,573,31,6,2,0
12587,573,462,6,2,1
12588,573,98,6,2,2
12589,573,31,2,2,0
12590,573,38,2,2,1
12591,573,98,2,2,2
12592,573,31,1,2,0
12593,573,462,1,2,1
12594,573,98,1,2,2
12595,573,549,6,1,0
12596,573,15,6,1,1
12597,573,538,2,1,0
12598,573,15,2,1,1
12599,573,554,1,1,0
12600,573,15,1,1,1
12601,573,13,6,0,0
12602,573,13,2,0,0
12603,573,13,1,0,0
12604,574,493,6,3,0
12605,574,140,6,3,1
12606,574,198,6,3,2
12607,574,350,6,3,3
12608,574,493,2,3,0
12609,574,188,2,3,1
12610,574,234,2,3,2
12611,574,154,2,3,3
12612,574,493,1,3,0
12613,574,174,1,3,1
12614,574,229,1,3,2
12615,574,440,1,3,3
12616,574,461,6,2,0
12617,574,30,6,2,1
12618,574,101,6,2,2
12619,574,461,2,2,0
12620,574,103,2,2,1
12621,574,101,2,2,2
12622,574,461,1,2,0
12623,574,30,1,2,1
12624,574,101,1,2,2
12625,574,465,6,1,0
12626,574,14,6,1,1
12627,574,471,2,1,0
12628,574,14,2,1,1
12629,574,477,1,1,0
12630,574,14,1,1,1
12631,574,13,6,0,0
12632,574,13,2,0,0
12633,574,13,1,0,0
12634,575,487,6,3,0
12635,575,140,6,3,1
12636,575,198,6,3,2
12637,575,350,6,3,3
12638,575,487,2,3,0
12639,575,188,2,3,1
12640,575,234,2,3,2
12641,575,154,2,3,3
12642,575,487,1,3,0
12643,575,174,1,3,1
12644,575,229,1,3,2
12645,575,440,1,3,3
12646,575,461,6,2,0
12647,575,30,6,2,1
12648,575,101,6,2,2
12649,575,461,2,2,0
12650,575,103,2,2,1
12651,575,101,2,2,2
12652,575,461,1,2,0
12653,575,30,1,2,1
12654,575,101,1,2,2
12655,575,465,6,1,0
12656,575,14,6,1,1
12657,575,471,2,1,0
12658,575,14,2,1,1
12659,575,477,1,1,0
12660,575,14,1,1,1
12661,575,13,6,0,0
12662,575,13,2,0,0
12663,575,13,1,0,0
12664,576,492,6,3,0
12665,576,348,6,3,1
12666,576,347,6,3,2
12667,576,142,6,3,3
12668,576,492,2,3,0
12669,576,393,2,3,1
12670,576,395,2,3,2
12671,576,187,2,3,3
12672,576,492,1,3,0
12673,576,434,1,3,1
12674,576,438,1,3,2
12675,576,177,1,3,3
12676,576,18,6,2,0
12677,576,459,6,2,1
12678,576,89,6,2,2
12679,576,18,2,2,0
12680,576,42,2,2,1
12681,576,89,2,2,2
12682,576,18,1,2,0
12683,576,459,1,2,1
12684,576,89,1,2,2
12685,576,83,6,1,0
12686,576,85,6,1,1
12687,576,83,2,1,0
12688,576,85,2,1,1
12689,576,83,1,1,0
12690,576,85,1,1,1
12691,576,13,6,0,0
12692,576,13,2,0,0
12693,576,13,1,0,0
12694,577,486,6,3,0
12695,577,348,6,3,1
12696,577,347,6,3,2
12697,577,142,6,3,3
12698,577,486,2,3,0
12699,577,393,2,3,1
12700,577,395,2,3,2
12701,577,187,2,3,3
12702,577,486,1,3,0
12703,577,434,1,3,1
12704,577,438,1,3,2
12705,577,177,1,3,3
12706,577,18,6,2,0
12707,577,459,6,2,1
12708,577,89,6,2,2
12709,577,18,2,2,0
12710,577,42,2,2,1
12711,577,89,2,2,2
12712,577,18,1,2,0
12713,577,459,1,2,1
12714,577,89,1,2,2
12715,577,83,6,1,0
12716,577,85,6,1,1
12717,577,83,2,1,0
12718,577,85,2,1,1
12719,577,83,1,1,0
12720,577,85,1,1,1
12721,577,13,6,0,0
12722,577,13,2,0,0
12723,577,13,1,0,0
12724,578,156,8,3,0
12725,578,127,8,3,1
12726,578,215,8,3,2
12727,578,132,8,3,3
12728,578,156,5,3,0
12729,578,113,5,3,1
12730,578,228,5,3,2
12731,578,115,5,3,3
12732,578,156,9,3,0
12733,578,123,9,3,1
12734,578,231,9,3,2
12735,578,131,9,3,3
12736,578,31,8,2,0
12737,578,22,8,2,1
12738,578,18,8,2,2
12739,578,31,5,2,0
12740,578,105,5,2,1
12741,578,103,5,2,2
12742,578,31,9,2,0
12743,578,22,9,2,1
