ID,ChrModelTextureTargetID,MaterialResourcesID
5291,1,126193
5292,2,126192
5295,2,126192
5296,1,126195
5299,1,126197
5300,2,126196
5303,2,126196
5304,1,126199
5307,1,126201
5308,2,126200
5311,2,126200
5312,1,126203
5315,1,126205
5316,2,126204
5319,1,126207
5320,2,126206
5323,1,126209
5324,2,126208
5327,1,126211
5328,2,126210
5331,2,126184
5332,1,168327
5333,2,126184
5334,1,168328
5335,2,126184
5336,1,168329
5337,1,226794
5338,2,126194
5339,2,126196
5340,1,226795
5341,2,126194
5342,1,226796
5343,1,262419
5344,2,262418
5347,4,126059
5348,4,126060
5349,4,126061
5350,4,126062
5351,4,126063
5352,4,126064
5353,4,126065
5354,4,126066
5355,4,126067
5356,4,126068
5357,4,126069
5358,4,126070
5359,4,126071
5360,4,126072
5361,5,262411
5362,5,126073
5363,5,126074
5364,5,126075
5365,5,126076
5366,5,126077
5367,5,126078
5368,5,126079
5369,5,126080
5370,5,126081
5371,5,126082
5372,5,126083
5373,5,126087
5374,5,126088
5375,5,126089
5376,5,126090
5377,5,126091
5378,5,126092
5379,5,126093
5380,5,126094
5381,5,126095
5382,5,126096
5383,5,126097
5384,5,126098
5385,5,126099
5386,5,126100
5387,5,126101
5388,5,126102
5389,5,126103
5390,5,126104
5391,5,126105
5392,5,126106
5393,5,126107
5394,5,126108
5395,5,126109
5396,5,126110
5397,5,126111
5398,5,126112
5399,5,126113
5400,5,126114
5401,5,126115
5402,5,126116
5403,5,126117
5404,5,126118
5405,5,126119
5406,5,126120
5407,5,126121
5408,5,126122
5409,5,126123
5410,5,126124
5411,5,126125
5412,5,126126
5413,5,126127
5414,5,126128
5415,5,126129
5416,5,126130
5417,5,126131
5418,5,126132
5419,5,126133
5420,5,126134
5421,5,126135
5422,5,126136
5423,5,126137
5424,5,126138
5425,5,126139
5426,5,126140
5427,5,126141
5428,5,126142
5429,5,126143
5430,5,126144
5431,5,126145
5432,5,126146
5433,5,126147
5434,5,126148
5435,5,126149
5436,5,126150
5437,5,126151
5438,5,126152
5439,5,126153
5440,5,126154
5441,5,126155
5442,10,125480
5443,10,125481
5444,10,125482
5445,10,125483
5446,10,125480
5447,10,125481
5448,10,125482
5449,10,125483
5450,10,125480
5451,10,125481
5452,10,125482
5453,10,125483
5454,10,125480
5455,10,125481
5456,10,125482
5457,10,125483
5458,10,125480
5459,10,125481
5460,10,125482
5461,10,125483
5462,10,125480
5463,10,125481
5464,10,125482
5465,10,125483
5466,10,125480
5467,10,125481
5468,10,125482
5469,10,125483
5470,10,125480
5471,10,125481
5472,10,125482
5473,10,125483
5474,10,125480
5475,10,125481
5476,10,125482
5477,10,125483
5478,10,125480
5479,10,125481
5480,10,125482
5481,10,125483
5482,10,125480
5483,10,125481
5484,10,125482
5485,10,125483
5486,10,125480
5487,10,125481
5488,10,125482
5489,10,125483
5490,10,125480
5491,10,125481
5492,10,125482
5493,10,125483
5494,10,125480
5495,10,125481
5496,10,125482
5497,10,125483
5498,10,125480
5499,10,125481
5500,10,125482
5501,10,125483
5502,10,226812
5503,10,226812
5504,10,226812
5505,10,226812
5506,10,226812
5507,10,226812
5508,10,226812
5509,10,226812
5510,10,226812
5511,10,226812
5512,10,226812
5513,10,226812
5514,1,105540
5515,13,105532
5516,1,105541
5517,13,105533
5518,1,105542
5519,13,105534
5520,1,105543
5521,13,105535
5522,1,105544
5523,13,105536
5524,1,106946
5525,1,106947
5526,1,105545
5527,13,105537
5528,1,105546
5529,13,105538
5530,1,105547
5531,13,105539
5532,1,262319
5533,13,262315
5534,5,105476
5535,5,105477
5536,5,105478
5537,5,105479
5538,5,105480
5539,5,105481
5540,5,105482
5541,5,105483
5542,5,262313
5543,5,105484
5544,5,105485
5545,5,105486
5546,5,105487
5547,5,105488
5548,5,105492
5549,5,105493
5550,5,105494
5551,5,105495
5552,5,105496
5553,5,105497
5554,5,105498
5555,5,105499
5556,5,105500
5557,5,105501
5558,5,105502
5559,5,105503
5560,5,105504
5561,5,105505
5562,5,105506
5563,5,105507
5564,5,105508
5565,5,105509
5566,5,105510
5567,5,105511
5568,5,105512
5569,5,105516
5570,5,105517
5571,5,105518
5572,5,105519
5573,5,105520
5574,5,105524
5575,5,105525
5576,5,105526
5577,5,105527
5578,5,105528
5579,5,107032
5580,5,107033
5581,5,107034
5582,5,107035
5583,5,107036
5584,5,107037
5585,5,107038
5586,5,107039
5587,5,107040
5588,5,107041
5589,5,107042
5590,5,107043
5591,5,107044
5592,5,107045
5593,5,107046
5594,5,107047
5595,5,107048
5596,5,107049
5597,5,107050
5598,5,107051
5599,5,107052
5600,5,107053
5601,5,107054
5602,5,107055
5603,5,107056
5604,5,107057
5605,5,107058
5606,5,107059
5607,5,107060
5608,5,107061
5609,5,107062
5610,5,107063
5611,5,107064
5612,5,107065
5613,5,107066
5614,10,105630
5615,11,143183
5616,10,105631
5617,11,143184
5618,10,105632
5619,11,143185
5620,10,105633
5621,11,143186
5622,10,105634
5623,11,143187
5624,10,105635
5625,11,143188
5626,10,105636
5627,11,143189
5628,10,105637
5629,11,143190
5630,10,105638
5631,11,143191
5632,10,105639
5633,11,143192
5634,10,105640
5635,11,143193
5636,10,105641
5637,11,143194
5638,10,271385
5639,11,271394
5640,10,105630
5641,11,143195
5642,10,105631
5643,11,143196
5644,10,105632
5645,11,143197
5646,10,105633
5647,11,143198
5648,10,105634
5649,11,143199
5650,10,105635
5651,11,143200
5652,10,105636
5653,11,143201
5654,10,105637
5655,11,143202
5656,10,105638
5657,11,143203
5658,10,105639
5659,11,143204
5660,10,105640
5661,11,143205
5662,10,105641
5663,11,143206
5664,10,105630
5665,11,143207
5666,10,105631
5667,11,143208
5668,10,105632
5669,11,143209
5670,10,105633
5671,11,143210
5672,10,105634
5673,11,143211
5674,10,105635
5675,11,143212
5676,10,105636
5677,11,143213
5678,10,105637
5679,11,143214
5680,10,105638
5681,11,143215
5682,10,105639
5683,11,143216
5684,10,105640
5685,11,143217
5686,10,105641
5687,11,143218
5688,10,105630
5689,11,143207
5690,10,105631
5691,11,143208
5692,10,105632
5693,11,143209
5694,10,105633
5695,11,143210
5696,10,105634
5697,11,143211
5698,10,105635
5699,11,143212
5700,10,105636
5701,11,143213
5702,10,105637
5703,11,143214
5704,10,105638
5705,11,143215
5706,10,105639
5707,11,143216
5708,10,105640
5709,11,143217
5710,10,105641
5711,11,143218
5712,10,105630
5713,11,143219
5714,10,105631
5715,11,143220
5716,10,105632
5717,11,143221
5718,10,105633
5719,11,143222
5720,10,105634
5721,11,143223
5722,10,105635
5723,11,143224
5724,10,105636
5725,11,143225
5726,10,105637
5727,11,143226
5728,10,105638
5729,11,143227
5730,10,105639
5731,11,143228
5732,10,105640
5733,11,143229
5734,10,105641
5735,11,143230
5736,10,105630
5737,11,143231
5738,10,105631
5739,11,143232
5740,10,105632
5741,11,143233
5742,10,105633
5743,11,143234
5744,10,105634
5745,11,143235
5746,10,105635
5747,11,143236
5748,10,105636
5749,11,143237
5750,10,105637
5751,11,143238
5752,10,105638
5753,11,143239
5754,10,105639
5755,11,143240
5756,10,105640
5757,11,143241
5758,10,105641
5759,11,143242
5760,10,105630
5761,11,143267
5762,10,105631
5763,11,143268
5764,10,105632
5765,11,143269
5766,10,105633
5767,11,143270
5768,10,105634
5769,11,143271
5770,10,105635
5771,11,143272
5772,10,105636
5773,11,143273
5774,10,105637
5775,11,143274
5776,10,105638
5777,11,143275
5778,10,105639
5779,11,143276
5780,10,105640
5781,11,143277
5782,10,105641
5783,11,143278
5784,10,105630
5785,11,143267
5786,10,105631
5787,11,143268
5788,10,105632
5789,11,143269
5790,10,105633
5791,11,143270
5792,10,105634
5793,11,143271
5794,10,105635
5795,11,143272
5796,10,105636
5797,11,143273
5798,10,105637
5799,11,143274
5800,10,105638
5801,11,143275
5802,10,105639
5803,11,143276
5804,10,105640
5805,11,143277
5806,10,105641
5807,11,143278
5808,10,105630
5809,11,143243
5810,10,105631
5811,11,143244
5812,10,105632
5813,11,143245
5814,10,105633
5815,11,143246
5816,10,105634
5817,11,143247
5818,10,105635
5819,11,143248
5820,10,105636
5821,11,143249
5822,10,105637
5823,11,143250
5824,10,105638
5825,11,143251
5826,10,105639
5827,11,143252
5828,10,105640
5829,11,143253
5830,10,105641
5831,11,143254
5832,10,105630
5833,11,143267
5834,10,105631
5835,11,143268
5836,10,105632
5837,11,143269
5838,10,105633
5839,11,143270
5840,10,105634
5841,11,143271
5842,10,105635
5843,11,143272
5844,10,105636
5845,11,143273
5846,10,105637
5847,11,143274
5848,10,105638
5849,11,143275
5850,10,105639
5851,11,143276
5852,10,105640
5853,11,143277
5854,10,105641
5855,11,143278
5856,10,105630
5857,11,143255
5858,10,105631
5859,11,143256
5860,10,105632
5861,11,143257
5862,10,105633
5863,11,143258
5864,10,105634
5865,11,143259
5866,10,105635
5867,11,143260
5868,10,105636
5869,11,143261
5870,10,105637
5871,11,143262
5872,10,105638
5873,11,143263
5874,10,105639
5875,11,143264
5876,10,105640
5877,11,143265
5878,10,105641
5879,11,143266
5880,10,105630
5881,11,143267
5882,10,105631
5883,11,143268
5884,10,105632
5885,11,143269
5886,10,105633
5887,11,143270
5888,10,105634
5889,11,143271
5890,10,105635
5891,11,143272
5892,10,105636
5893,11,143273
5894,10,105637
5895,11,143274
5896,10,105638
5897,11,143275
5898,10,105639
5899,11,143276
5900,10,105640
5901,11,143277
5902,10,105641
5903,11,143278
5904,10,105630
5905,11,143195
5906,10,105631
5907,11,143196
5908,10,105632
5909,11,143197
5910,10,105633
5911,11,143198
5912,10,105634
5913,11,143199
5914,10,105635
5915,11,143200
5916,10,105636
5917,11,143201
5918,10,105637
5919,11,143202
5920,10,105638
5921,11,143203
5922,10,105639
5923,11,143204
5924,10,105640
5925,11,143205
5926,10,105641
5927,11,143206
5928,10,105630
5929,11,143195
5930,10,105631
5931,11,143196
5932,10,105632
5933,11,143197
5934,10,105633
5935,11,143198
5936,10,105634
5937,11,143199
5938,10,105635
5939,11,143200
5940,10,105636
5941,11,143201
5942,10,105637
5943,11,143202
5944,10,105638
5945,11,143203
5946,10,105639
5947,11,143204
5948,10,105640
5949,11,143205
5950,10,105641
5951,11,143206
5952,8,106804
5953,8,106816
5954,8,106828
5955,8,106839
5956,8,106850
5957,8,106861
5958,8,106872
5959,8,106805
5960,8,106817
5961,8,106829
5962,8,106840
5963,8,106851
5964,8,106862
5965,8,106873
5966,8,106806
5967,8,106818
5968,8,106830
5969,8,106841
5970,8,106852
5971,8,106863
5972,8,106874
5973,8,106807
5974,8,106819
5975,8,106831
5976,8,106842
5977,8,106853
5978,8,106864
5979,8,106875
5980,8,106808
5981,8,106820
5982,8,106832
5983,8,106843
5984,8,106854
5985,8,106865
5986,8,106876
5987,8,106809
5988,8,106821
5989,8,106833
5990,8,106844
5991,8,106855
5992,8,106866
5993,8,106877
5994,8,106810
5995,8,106822
5996,8,106834
5997,8,106845
5998,8,106856
5999,8,106867
6000,8,106878
6001,8,106811
6002,8,106823
6003,8,106835
6004,8,106846
6005,8,106857
6006,8,106868
6007,8,106879
6008,8,106812
6009,8,106824
6010,8,106836
6011,8,106847
6012,8,106858
6013,8,106869
6014,8,106880
6015,8,106813
6016,8,106825
6017,8,106837
6018,8,106848
6019,8,106859
6020,8,106870
6021,8,106881
6022,8,106814
6023,8,106826
6024,8,106838
6025,8,106849
6026,8,106860
6027,8,106871
6028,8,106882
6029,8,106815
6030,8,106827
6031,8,213587
6032,8,271370
6033,1,110266
6034,13,110250
6035,14,110258
6036,1,110267
6037,13,110251
6038,14,110259
6039,1,110268
6040,13,110252
6041,14,110260
6042,1,110269
6043,13,110253
6044,14,110261
6045,1,110270
6046,13,110254
6047,14,110262
6048,1,179320
6049,1,179321
6050,1,110271
6051,13,110255
6052,14,110263
6053,1,110272
6054,13,110256
6055,14,110264
6056,1,110273
6057,13,110257
6058,14,110265
6059,1,262310
6060,13,262306
6061,14,262308
6062,5,110171
6063,5,110172
6064,5,110173
6065,5,110174
6066,5,110175
6067,5,110176
6068,5,110177
6069,5,110178
6070,5,262304
6071,5,110179
6072,5,110180
6073,5,110181
6074,5,110182
6075,5,110183
6076,5,110184
6077,5,110185
6078,5,110186
6079,5,110187
6080,5,110188
6081,5,110189
6082,5,110190
6083,5,110191
6084,5,110192
6085,5,110193
6086,5,110194
6087,5,110195
6088,5,110196
6089,5,110197
6090,5,110198
6091,5,110199
6092,5,110200
6093,5,110201
6094,5,110202
6095,5,110203
6096,5,110204
6097,5,110205
6098,5,110206
6099,5,110207
6100,5,110208
6101,5,110209
6102,5,110210
6103,5,110211
6104,5,110212
6105,5,110213
6106,5,110214
6107,5,110215
6108,5,110216
6109,5,110217
6110,5,110218
6111,5,110219
6112,5,110220
6113,5,110221
6114,5,110222
6115,5,110223
6116,5,110224
6117,5,110225
6118,5,110226
6119,5,110227
6120,5,110228
6121,5,110229
6122,5,110230
6123,5,110231
6124,5,110232
6125,5,110233
6126,5,110234
6127,5,110235
6128,5,110236
6129,5,110237
6130,5,110238
6131,5,110239
6132,5,110240
6133,5,110241
6134,5,110242
6135,5,110243
6136,5,110244
6137,5,110245
6138,5,110246
6139,5,110247
6140,5,110248
6141,5,110249
6142,10,271385
6143,11,271383
6144,10,105630
6145,11,179598
6146,10,105631
6147,11,179599
6148,10,105632
6149,11,179600
6150,10,105633
6151,11,179601
6152,10,105634
6153,11,179602
6154,10,105635
6155,11,179603
6156,10,105636
6157,11,179604
6158,10,105637
6159,11,179605
6160,10,105638
6161,11,179606
6162,10,105639
6163,11,179607
6164,10,105640
6165,11,179608
6166,10,105641
6167,11,179609
6168,1,155703
6169,13,155542
6170,1,155704
6171,13,155543
6172,1,155705
6173,13,155544
6174,1,155706
6175,13,155545
6176,1,155707
6177,13,155546
6178,1,155708
6179,13,155547
6180,1,155712
6181,1,155713
6182,1,155714
6183,1,155715
6184,1,155716
6185,1,155717
6186,1,155718
6187,1,155719
6188,1,155720
6189,1,155709
6190,13,155548
6191,1,155710
6192,13,155549
6193,1,155711
6194,13,155550
6195,1,262448
6196,13,262444
6197,5,155458
6198,5,155464
6199,5,155465
6200,5,155466
6201,5,262442
6202,5,155476
6203,5,155477
6204,5,155478
6205,5,155479
6206,5,155480
6207,5,155481
6208,5,155482
6209,5,155483
6210,5,155484
6211,5,155485
6212,5,155486
6213,5,155487
6214,5,155488
6215,5,155489
6216,5,155490
6217,5,155494
6218,5,155495
6219,5,155496
6220,5,155497
6221,5,155498
6222,5,155499
6223,5,155500
6224,5,155501
6225,5,155502
6226,5,155503
6227,5,155504
6228,5,155505
6229,5,155506
6230,5,155507
6231,5,155508
6232,5,155512
6233,5,155513
6234,5,155514
6235,5,155515
6236,5,155516
6237,5,155517
6238,5,155518
6239,5,155519
6240,5,155520
6241,5,155521
6242,5,155522
6243,5,155523
6244,5,155524
6245,5,155525
6246,5,155526
6247,5,155527
6248,5,155528
6249,5,155529
6250,5,155530
6251,5,155531
6252,5,155532
6253,5,155533
6254,5,155534
6255,5,155535
6256,5,155536
6257,5,155537
6258,5,155538
6259,5,155539
6260,5,155540
6261,5,155541
6262,10,148277
6263,11,155560
6264,10,148278
6265,11,155561
6266,10,148279
6267,11,155562
6268,10,148280
6269,11,155563
6270,10,148281
6271,11,155564
6272,10,148282
6273,11,155565
6274,10,148283
6275,11,155566
6276,10,148284
6277,11,155567
6278,10,148285
6279,11,155568
6280,10,148286
6281,11,155569
6282,10,148287
6283,11,155570
6284,10,148288
6285,11,155571
6286,10,148289
6287,11,155572
6288,10,271610
6289,11,271611
6290,10,148277
6291,11,155573
6292,10,148278
6293,11,155574
6294,10,148279
6295,11,155575
6296,10,148280
6297,11,155576
6298,10,148281
6299,11,155577
6300,10,148282
6301,11,155578
6302,10,148283
6303,11,155579
6304,10,148284
6305,11,155580
6306,10,148285
6307,11,155581
6308,10,148286
6309,11,155582
6310,10,148287
6311,11,155583
6312,10,148288
6313,11,155584
6314,10,148289
6315,11,155585
6316,10,148277
6317,11,155586
6318,10,148278
6319,11,155587
6320,10,148279
6321,11,155588
6322,10,148280
6323,11,155589
6324,10,148281
6325,11,155590
6326,10,148282
6327,11,155591
6328,10,148283
6329,11,155592
6330,10,148284
6331,11,155593
6332,10,148285
6333,11,155594
6334,10,148286
6335,11,155595
6336,10,148287
6337,11,155596
6338,10,148288
6339,11,155597
6340,10,148289
6341,11,155598
6342,10,148277
6343,11,155599
6344,10,148278
6345,11,155600
6346,10,148279
6347,11,155601
6348,10,148280
6349,11,155602
6350,10,148281
6351,11,155603
6352,10,148282
6353,11,155604
6354,10,148283
6355,11,155605
6356,10,148284
6357,11,155606
6358,10,148285
6359,11,155607
6360,10,148286
6361,11,155608
6362,10,148287
6363,11,155609
6364,10,148288
6365,11,155610
6366,10,148289
6367,11,155611
6368,10,148277
6369,11,155612
6370,10,148278
6371,11,155613
6372,10,148279
6373,11,155614
6374,10,148280
6375,11,155615
6376,10,148281
6377,11,155616
6378,10,148282
6379,11,155617
6380,10,148283
6381,11,155618
6382,10,148284
6383,11,155619
6384,10,148285
6385,11,155620
6386,10,148286
6387,11,155621
6388,10,148287
6389,11,155622
6390,10,148288
6391,11,155623
6392,10,148289
6393,11,155624
6394,10,148277
6395,11,155625
6396,10,148278
6397,11,155626
6398,10,148279
6399,11,155627
6400,10,148280
6401,11,155628
6402,10,148281
6403,11,155629
6404,10,148282
6405,11,155630
6406,10,148283
6407,11,155631
6408,10,148284
6409,11,155632
6410,10,148285
6411,11,155633
6412,10,148286
6413,11,155634
6414,10,148287
6415,11,155635
6416,10,148288
6417,11,155636
6418,10,148289
6419,11,155637
6420,10,148277
6421,11,155638
6422,10,148278
6423,11,155639
6424,10,148279
6425,11,155640
6426,10,148280
6427,11,155641
6428,10,148281
6429,11,155642
6430,10,148282
6431,11,155643
6432,10,148283
6433,11,155644
6434,10,148284
6435,11,155645
6436,10,148285
6437,11,155646
6438,10,148286
6439,11,155647
6440,10,148287
6441,11,155648
6442,10,148288
6443,11,155649
6444,10,148289
6445,11,155650
6446,10,148277
6447,11,155651
6448,10,148278
6449,11,155652
6450,10,148279
6451,11,155653
6452,10,148280
6453,11,155654
6454,10,148281
6455,11,155655
6456,10,148282
6457,11,155656
6458,10,148283
6459,11,155657
6460,10,148284
6461,11,155658
6462,10,148285
6463,11,155659
6464,10,148286
6465,11,155660
6466,10,148287
6467,11,155661
6468,10,148288
6469,11,155662
6470,10,148289
6471,11,155663
6472,10,148277
6473,11,155664
6474,10,148278
6475,11,155665
6476,10,148279
6477,11,155666
6478,10,148280
6479,11,155667
6480,10,148281
6481,11,155668
6482,10,148282
6483,11,155669
6484,10,148283
6485,11,155670
6486,10,148284
6487,11,155671
6488,10,148285
6489,11,155672
6490,10,148286
6491,11,155673
6492,10,148287
6493,11,155674
6494,10,148288
6495,11,155675
6496,10,148289
6497,11,155676
6498,10,148277
6499,11,155677
6500,10,148278
6501,11,155678
6502,10,148279
6503,11,155679
6504,10,148280
6505,11,155680
6506,10,148281
6507,11,155681
6508,10,148282
6509,11,155682
6510,10,148283
6511,11,155683
6512,10,148284
6513,11,155684
6514,10,148285
6515,11,155685
6516,10,148286
6517,11,155686
6518,10,148287
6519,11,155687
6520,10,148288
6521,11,155688
6522,10,148289
6523,11,155689
6524,10,148277
6525,11,155690
6526,10,148278
6527,11,155691
6528,10,148279
6529,11,155692
6530,10,148280
6531,11,155693
6532,10,148281
6533,11,155694
6534,10,148282
6535,11,155695
6536,10,148283
6537,11,155696
6538,10,148284
6539,11,155697
6540,10,148285
6541,11,155698
6542,10,148286
6543,11,155699
6544,10,148287
6545,11,155700
6546,10,148288
6547,11,155701
6548,10,148289
6549,11,155702
6550,10,148277
6551,10,148278
6552,10,148279
6553,10,148280
6554,10,148281
6555,10,148282
6556,10,148283
6557,10,148284
6558,10,148285
6559,10,148286
6560,10,148287
6561,10,148288
6562,10,148289
6563,7,148290
6564,7,148303
6565,7,148316
6566,7,148329
6567,7,148342
6568,7,148355
6569,7,148291
6570,7,148304
6571,7,148317
6572,7,148330
6573,7,148343
6574,7,148356
6575,7,148292
6576,7,148305
6577,7,148318
6578,7,148331
6579,7,148344
6580,7,148357
6581,7,148293
6582,7,148306
6583,7,148319
6584,7,148332
6585,7,148345
6586,7,148358
6587,7,148294
6588,7,148307
6589,7,148320
6590,7,148333
6591,7,148346
6592,7,148359
6593,7,148295
6594,7,148308
6595,7,148321
6596,7,148334
6597,7,148347
6598,7,148360
6599,7,148296
6600,7,148309
6601,7,148322
6602,7,148335
6603,7,148348
6604,7,148361
6605,7,148297
6606,7,148310
6607,7,148323
6608,7,148336
6609,7,148349
6610,7,148362
6611,7,148298
6612,7,148311
6613,7,148324
6614,7,148337
6615,7,148350
6616,7,148363
6617,7,148299
6618,7,148312
6619,7,148325
6620,7,148338
6621,7,148351
6622,7,148364
6623,7,148300
6624,7,148313
6625,7,148326
6626,7,148339
6627,7,148352
6628,7,148365
6629,7,148301
6630,7,148314
6631,7,148327
6632,7,148340
6633,7,148353
6634,7,148366
6635,7,148302
6636,7,148315
6637,7,148328
6638,7,148341
6639,7,148354
6640,7,148367
6641,7,272030
6642,1,157038
6643,13,157002
6644,14,157020
6645,1,157039
6646,13,157003
6647,14,157021
6648,1,157040
6649,13,157004
6650,14,157022
6651,1,157041
6652,13,157005
6653,14,157023
6654,1,157042
6655,13,157006
6656,14,157024
6657,1,157043
6658,13,157007
6659,14,157025
6660,1,157047
6661,1,157048
6662,1,157049
6663,1,157050
6664,1,157051
6665,1,157052
6666,1,157053
6667,1,157054
6668,1,157055
6669,1,157044
6670,13,157008
6671,14,157026
6672,1,157045
6673,13,157009
6674,14,157027
6675,1,157046
6676,13,157010
6677,14,157028
6678,1,262439
6679,13,262435
6680,14,262437
6681,5,156867
6682,5,156868
6683,5,156869
6684,5,156870
6685,5,156871
6686,5,156872
6687,5,156873
6688,5,156874
6689,5,156875
6690,5,262433
6691,5,156885
6692,5,156886
6693,5,156887
6694,5,156888
6695,5,156889
6696,5,156890
6697,5,156903
6698,5,156904
6699,5,156905
6700,5,156906
6701,5,156907
6702,5,156908
6703,5,156921
6704,5,156922
6705,5,156923
6706,5,156924
6707,5,156925
6708,5,156926
6709,5,156891
6710,5,156892
6711,5,156893
6712,5,156936
6713,5,156937
6714,5,156938
6715,5,156939
6716,5,156940
6717,5,156941
6718,5,156951
6719,5,156952
6720,5,156953
6721,5,156954
6722,5,156955
6723,5,156956
6724,5,156909
6725,5,156910
6726,5,156911
6727,5,156966
6728,5,156967
6729,5,156968
6730,5,156969
6731,5,156970
6732,5,156971
6733,5,156972
6734,5,156973
6735,5,156974
6736,5,156975
6737,5,156976
6738,5,156977
6739,5,156978
6740,5,156979
6741,5,156980
6742,5,156981
6743,5,156982
6744,5,156983
6745,5,156984
6746,5,156985
6747,5,156986
6748,5,156987
6749,5,156988
6750,5,156989
6751,5,156990
6752,5,156991
6753,5,156992
6754,5,156993
6755,5,156994
6756,5,156995
6757,5,156996
6758,5,156997
6759,5,156998
6760,5,156999
6761,5,157000
6762,5,157001
6763,12,148172
6764,12,148173
6765,12,148174
6766,12,148175
6767,12,148176
6768,12,148177
6769,12,148178
6770,12,148179
6771,12,148180
6772,12,148181
6773,12,148182
6774,12,148183
6775,12,148184
6776,12,148185
6777,12,148186
6778,12,148187
6779,12,148188
6780,12,148189
6781,12,148190
6782,12,148191
6783,12,148192
6784,12,148193
6785,12,148194
6786,12,148195
6787,12,148196
6788,12,148197
6789,10,271610
6790,12,148172
6791,12,148198
6792,12,148199
6793,12,148200
6794,12,148201
6795,12,148202
6796,12,148203
6797,12,148204
6798,12,148205
6799,12,148206
6800,12,148207
6801,12,148208
6802,12,148209
6803,12,148210
6804,12,148211
6805,12,148212
6806,12,148213
6807,12,148214
6808,12,148215
6809,12,148216
6810,12,148217
6811,12,148218
6812,12,148219
6813,12,148220
6814,12,148221
6815,12,148222
6816,12,148223
6817,12,148172
6818,12,148173
6819,12,148174
6820,12,148175
6821,12,148176
6822,12,148177
6823,12,148178
6824,12,148179
6825,12,148180
6826,12,148181
6827,12,148182
6828,12,148183
6829,12,148184
6830,12,148224
6831,12,148225
6832,12,148226
6833,12,148227
6834,12,148228
6835,12,148229
6836,12,148230
6837,12,148231
6838,12,148232
6839,12,148233
6840,12,148234
6841,12,148235
6842,12,148236
6843,12,148250
6844,12,148251
6845,12,148252
6846,12,148253
6847,12,148254
6848,12,148255
6849,12,148256
6850,12,148257
6851,12,148258
6852,12,148259
6853,12,148260
6854,12,148261
6855,12,148262
6856,12,148263
6857,12,148264
6858,12,148265
6859,12,148266
6860,12,148267
6861,12,148268
6862,12,148269
6863,12,148270
6864,12,148271
6865,12,148272
6866,12,148273
6867,12,148274
6868,12,148275
6869,12,148198
6870,12,148199
6871,12,148200
6872,12,148201
6873,12,148202
6874,12,148203
6875,12,148204
6876,12,148205
6877,12,148206
6878,12,148207
6879,12,148208
6880,12,148209
6881,12,148210
6882,10,148277
6883,10,148278
6884,10,148279
6885,10,148280
6886,10,148281
6887,10,148282
6888,10,148283
6889,10,148284
6890,10,148285
6891,10,148286
6892,10,148287
6893,10,148288
6894,10,148289
6895,1,652890
6896,13,652865
6897,1,652892
6898,13,652866
6899,1,652894
6900,13,652867
6901,1,652896
6902,13,652868
6903,1,652898
6904,13,652869
6905,1,652900
6906,13,652870
6907,1,652902
6908,13,652871
6909,1,652904
6910,13,652872
6911,1,652906
6912,13,652873
6913,1,652907
6914,13,652874
6915,1,652908
6916,13,652875
6917,1,652909
6918,13,652876
6919,1,653418
6920,1,653419
6921,1,653420
6922,1,653421
6923,1,653422
6924,1,653423
6925,1,653424
6926,1,653415
6927,13,653416
6928,14,653417
6929,5,652633
6930,5,652632
6931,5,652636
6932,5,652640
6933,5,652642
6934,5,652644
6935,5,652646
6936,5,652648
6937,5,652650
6938,5,652651
6939,5,652652
6940,5,652653
6941,5,653400
6942,5,652655
6943,5,652657
6944,5,652659
6945,5,652661
6946,5,652663
6947,5,652665
6948,5,652667
6949,5,652669
6950,5,652671
6951,5,652672
6952,5,652673
6953,5,652674
6954,5,652676
6955,5,652678
6956,5,652680
6957,5,652682
6958,5,652684
6959,5,652686
6960,5,652688
6961,5,652690
6962,5,652692
6963,5,652693
6964,5,652694
6965,5,652695
6966,5,652697
6967,5,652699
6968,5,652701
6969,5,652703
6970,5,652705
6971,5,652708
6972,5,652710
6973,5,652712
6974,5,652714
6975,5,652719
6976,5,652721
6977,5,652723
6978,5,652725
6979,5,652727
6980,5,652729
6981,5,652731
6982,5,652733
6983,5,652735
6984,5,652739
6985,5,652741
6986,5,652743
6987,5,652745
6988,5,652747
6989,5,652749
6990,5,652751
6991,5,652753
6992,5,652755
6993,5,652760
6994,5,652762
6995,5,652764
6996,5,652766
6997,5,652768
6998,5,652770
6999,5,652772
7000,5,652774
7001,5,652776
7002,5,652781
7003,5,652783
7004,5,652785
7005,5,652787
7006,5,652789
7007,5,652791
7008,5,652793
7009,5,652795
7010,5,652797
7011,5,652802
7012,5,652804
7013,5,652806
7014,5,652808
7015,5,652810
7016,5,652812
7017,5,652814
7018,5,652816
7019,5,652818
7020,5,652823
7021,5,652804
7022,5,652806
7023,5,652808
7024,5,652810
7025,5,652812
7026,5,652814
7027,5,652816
7028,5,652818
7029,10,653189
7030,10,653177
7031,10,653178
7032,10,653179
7033,10,653180
7034,10,653181
7035,10,653182
7036,10,653183
7037,10,653184
7038,10,653185
7039,10,653186
7040,10,653187
7041,10,653188
7042,1,653953
7043,13,653927
7044,14,653940
7045,1,653954
7046,13,653928
7047,14,653941
7048,1,653955
7049,13,653929
7050,14,653942
7051,1,653956
7052,13,653930
7053,14,653943
7054,1,653957
7055,13,653931
7056,14,653944
7057,1,653958
7058,13,653932
