Description,ID,SourceTypeEnum,ItemModifiedAppearanceID,HouseDecorID
Item Appearance: (18970) - 5.0 Armor Shoulder - LEATHER_RAIDDRUID_L_01_AQUA,8095,3,44542,0
Item Appearance: (18971) - 5.0 Armor Robe - LEATHER_RAIDDRUID_L_01_AQUA_SLEEVE,8096,3,44543,0
Item Appearance: (18972) - 5.0 Armor Legs - LEATHER_RAIDDRUID_L_01_AQUA_PANT,8097,3,44544,0
Item Appearance: (18973) - 5.0 Armor Head - LEATHER_RAIDDRUID_L_01_AQUA,8098,3,44545,0
Item Appearance: (18974) - 5.0 Armor Hand - LEATHER_RAIDDRUID_L_01_AQUA_BRACER,8099,3,44546,0
Item Appearance: (18970) - 5.0 Armor Shoulder - LEATHER_RAIDDRUID_L_01_AQUA,8100,3,44547,0
Item Appearance: (18972) - 5.0 Armor Legs - LEATHER_RAIDDRUID_L_01_AQUA_PANT,8101,3,44548,0
Item Appearance: (18973) - 5.0 Armor Head - LEATHER_RAIDDRUID_L_01_AQUA,8102,3,44549,0
Item Appearance: (18974) - 5.0 Armor Hand - LEATHER_RAIDDRUID_L_01_AQUA_BRACER,8103,3,44550,0
Item Appearance: (18971) - 5.0 Armor Robe - LEATHER_RAIDDRUID_L_01_AQUA_SLEEVE,8104,3,44551,0
Item Appearance: (18975) - 5.0 Armor Shoulder - PLATE_RAIDDEATHKNIGHT_L_01 - Blue,8105,3,44552,0
Item Appearance: (18976) - 5.0 Armor Legs - PLATE_RAIDDEATHKNIGHT_L_01 - Blue,8106,3,44553,0
Item Appearance: (18977) - 5.0 Armor Head - PLATE_RAIDDEATHKNIGHT_L_01 - Blue,8107,3,44554,0
Item Appearance: (18978) - 5.0 Armor Hand - PLATE_RAIDDEATHKNIGHT_L_01 - Blue,8108,3,44555,0
Item Appearance: (18979) - 5.0 Armor Robe - PLATE_RAIDDEATHKNIGHT_L_01 - Blue,8109,3,44556,0
Item Appearance: (18038) - 5.0 Armor Shoulder - PLATE_RAIDPALADIN_L_01 - Red,8110,3,44557,0
Item Appearance: (18037) - 5.0 Armor Legs - PLATE_RAIDPALADIN_L_01 - Red,8111,3,44558,0
Item Appearance: (18036) - 5.0 Armor Head - PLATE_RAIDPALADIN_L_01 - Red,8112,3,44559,0
Item Appearance: (18035) - 5.0 Armor Hand - PLATE_RAIDPALADIN_L_01 - Red,8113,3,44560,0
Item Appearance: (18034) - 5.0 Armor Chest - PLATE_RAIDPALADIN_L_01 - Red,8114,3,44561,0
Item Appearance: (18166) - 5.0 Armor Shoulder - PLATE_RAIDWARRIOR_L_01 - Gold,8115,3,44562,0
Item Appearance: (18165) - 5.0 Armor Legs - PLATE_RAIDWARRIOR_L_01 - Gold,8116,3,44563,0
Item Appearance: (18068) - 5.0 Armor Hand - PLATE_RAIDWARRIOR_L_01 - Gold,8118,3,44565,0
Item Appearance: (18067) - 5.0 Armor Chest - PLATE_RAIDWARRIOR_L_01 - Gold,8119,3,44566,0
Item Appearance: (18166) - 5.0 Armor Shoulder - PLATE_RAIDWARRIOR_L_01 - Gold,8120,3,44567,0
Item Appearance: (18165) - 5.0 Armor Legs - PLATE_RAIDWARRIOR_L_01 - Gold,8121,3,44568,0
Item Appearance: (18068) - 5.0 Armor Hand - PLATE_RAIDWARRIOR_L_01 - Gold,8122,3,44569,0
Item Appearance: (18067) - 5.0 Armor Chest - PLATE_RAIDWARRIOR_L_01 - Gold,8123,3,44570,0
Item Appearance: (18164) - 5.0 Armor Head - PLATE_RAIDWARRIOR_L_01 - Gold,8124,3,44571,0
Item Appearance: (18975) - 5.0 Armor Shoulder - PLATE_RAIDDEATHKNIGHT_L_01 - Blue,8125,3,44572,0
Item Appearance: (18976) - 5.0 Armor Legs - PLATE_RAIDDEATHKNIGHT_L_01 - Blue,8126,3,44573,0
Item Appearance: (18977) - 5.0 Armor Head - PLATE_RAIDDEATHKNIGHT_L_01 - Blue,8127,3,44574,0
Item Appearance: (18978) - 5.0 Armor Hand - PLATE_RAIDDEATHKNIGHT_L_01 - Blue,8128,3,44575,0
Item Appearance: (18979) - 5.0 Armor Robe - PLATE_RAIDDEATHKNIGHT_L_01 - Blue,8129,3,44576,0
Item Appearance: (18038) - 5.0 Armor Shoulder - PLATE_RAIDPALADIN_L_01 - Red,8130,3,44577,0
Item Appearance: (18037) - 5.0 Armor Legs - PLATE_RAIDPALADIN_L_01 - Red,8131,3,44578,0
Item Appearance: (18036) - 5.0 Armor Head - PLATE_RAIDPALADIN_L_01 - Red,8132,3,44579,0
Item Appearance: (18035) - 5.0 Armor Hand - PLATE_RAIDPALADIN_L_01 - Red,8133,3,44580,0
Item Appearance: (18034) - 5.0 Armor Chest - PLATE_RAIDPALADIN_L_01 - Red,8134,3,44581,0
Item Appearance: (18038) - 5.0 Armor Shoulder - PLATE_RAIDPALADIN_L_01 - Red,8135,3,44582,0
Item Appearance: (18037) - 5.0 Armor Legs - PLATE_RAIDPALADIN_L_01 - Red,8136,3,44583,0
Item Appearance: (18036) - 5.0 Armor Head - PLATE_RAIDPALADIN_L_01 - Red,8137,3,44584,0
Item Appearance: (18035) - 5.0 Armor Hand - PLATE_RAIDPALADIN_L_01 - Red,8138,3,44585,0
Item Appearance: (18034) - 5.0 Armor Chest - PLATE_RAIDPALADIN_L_01 - Red,8139,3,44586,0
Item Appearance: (18958) - 5.0 Armor Shoulder - MAIL_RAIDSHAMAN_L_01 - Green,8140,3,44587,0
Item Appearance: (18959) - 5.0 Armor Legs - MAIL_RAIDSHAMAN_L_01 - Green,8141,3,44588,0
Item Appearance: (18960) - 5.0 Armor Head - MAIL_RAIDSHAMAN_L_01 - Green,8142,3,44589,0
Item Appearance: (18716) - 5.0 Armor Hand - MAIL_RAIDSHAMAN_L_01 - Green,8143,3,44590,0
Item Appearance: (18717) - 5.0 Armor Robe - MAIL_RAIDSHAMAN_L_01 - Green,8144,3,44591,0
Item Appearance: (18970) - 5.0 Armor Shoulder - LEATHER_RAIDDRUID_L_01_AQUA,8145,3,44592,0
Item Appearance: (18971) - 5.0 Armor Robe - LEATHER_RAIDDRUID_L_01_AQUA_SLEEVE,8146,3,44593,0
Item Appearance: (18972) - 5.0 Armor Legs - LEATHER_RAIDDRUID_L_01_AQUA_PANT,8147,3,44594,0
Item Appearance: (18973) - 5.0 Armor Head - LEATHER_RAIDDRUID_L_01_AQUA,8148,3,44595,0
Item Appearance: (18974) - 5.0 Armor Hand - LEATHER_RAIDDRUID_L_01_AQUA_BRACER,8149,3,44596,0
Item Appearance: (18980) - 5.0 Armor Shoulder - CLOTH_CHALLENGEPRIEST_D_01 - Red,8150,3,44597,0
Item Appearance: (17712) - 5.0 Armor Robe - CLOTH_CHALLENGEPRIEST_D_01 - Red,8151,3,44598,0
Item Appearance: (17715) - 5.0 Armor Legs - CLOTH_CHALLENGEPRIEST_D_01 - Red,8152,3,44599,0
Item Appearance: (18981) - 5.0 Armor Head - CLOTH_CHALLENGEPRIEST_D_01 - Red,8153,3,44600,0
Item Appearance: (17713) - 5.0 Armor Hand - CLOTH_CHALLENGEPRIEST_D_01 - Red,8154,3,44601,0
Item Appearance: (17713) - 5.0 Armor Hand - CLOTH_CHALLENGEPRIEST_D_01 - Red,8155,3,44602,0
Item Appearance: (18981) - 5.0 Armor Head - CLOTH_CHALLENGEPRIEST_D_01 - Red,8156,3,44603,0
Item Appearance: (17715) - 5.0 Armor Legs - CLOTH_CHALLENGEPRIEST_D_01 - Red,8157,3,44604,0
Item Appearance: (17712) - 5.0 Armor Robe - CLOTH_CHALLENGEPRIEST_D_01 - Red,8158,3,44605,0
Item Appearance: (18980) - 5.0 Armor Shoulder - CLOTH_CHALLENGEPRIEST_D_01 - Red,8159,3,44606,0
Item Appearance: (18083) - 5.0 Armor Hand - CLOTH_RAIDWARLOCK_L_01 - Purple,8160,3,44607,0
Item Appearance: (18084) - 5.0 Armor Head - CLOTH_RAIDWARLOCK_L_01 - Purple,8161,3,44608,0
Item Appearance: (18982) - 5.0 Armor Legs - CLOTH_RAIDWARLOCK_L_01 - Purple,8162,3,44609,0
Item Appearance: (18082) - 5.0 Armor Robe - CLOTH_RAIDWARLOCK_L_01 - Purple,8163,3,44610,0
Item Appearance: (18080) - 5.0 Armor Shoulder - CLOTH_RAIDWARLOCK_L_01 - Purple,8164,3,44611,0
Item Appearance: (18657) - 5.0 Armor Shoulder - CLOTH_RAIDMAGE_L_01 - Green,8165,3,44612,0
Item Appearance: (17946) - 5.0 Armor Robe - CLOTH_RAIDMAGE_L_01 - Green,8166,3,44613,0
Item Appearance: (18660) - 5.0 Armor Legs - CLOTH_RAIDMAGE_L_01 - Green,8167,3,44614,0
Item Appearance: (18659) - 5.0 Armor Head - CLOTH_RAIDMAGE_L_01 - Green,8168,3,44615,0
Item Appearance: (17947) - 5.0 Armor Hand - CLOTH_RAIDMAGE_L_01 - Green,8169,3,44616,0
Item Appearance: (18971) - 5.0 Armor Robe - LEATHER_RAIDDRUID_L_01_AQUA_SLEEVE,8170,3,44617,0
Item Appearance: (18974) - 5.0 Armor Hand - LEATHER_RAIDDRUID_L_01_AQUA_BRACER,8171,3,44618,0
Item Appearance: (18973) - 5.0 Armor Head - LEATHER_RAIDDRUID_L_01_AQUA,8172,3,44619,0
Item Appearance: (18972) - 5.0 Armor Legs - LEATHER_RAIDDRUID_L_01_AQUA_PANT,8173,3,44620,0
Item Appearance: (18970) - 5.0 Armor Shoulder - LEATHER_RAIDDRUID_L_01_AQUA,8174,3,44621,0
Item Appearance: (18803) - 5.0 Armor Shoulder - LEATHER_RAIDMONK_L_01 - White,8175,3,44622,0
Item Appearance: (18802) - 5.0 Armor Legs - LEATHER_RAIDMONK_L_01 - White,8176,3,44623,0
Item Appearance: (18799) - 5.0 Armor Head - LEATHER_RAIDMONK_L_01 - White,8177,3,44624,0
Item Appearance: (18718) - 5.0 Armor Hand - LEATHER_RAIDMONK_L_01 - White,8178,3,44625,0
Item Appearance: (18801) - 5.0 Armor Chest - LEATHER_RAIDMONK_L_01 - White,8179,3,44626,0
Item Appearance: (18718) - 5.0 Armor Hand - LEATHER_RAIDMONK_L_01 - White,8180,3,44627,0
Item Appearance: (18799) - 5.0 Armor Head - LEATHER_RAIDMONK_L_01 - White,8181,3,44628,0
Item Appearance: (18802) - 5.0 Armor Legs - LEATHER_RAIDMONK_L_01 - White,8182,3,44629,0
Item Appearance: (18801) - 5.0 Armor Chest - LEATHER_RAIDMONK_L_01 - White,8183,3,44630,0
Item Appearance: (18803) - 5.0 Armor Shoulder - LEATHER_RAIDMONK_L_01 - White,8184,3,44631,0
Item Appearance: (18801) - 5.0 Armor Chest - LEATHER_RAIDMONK_L_01 - White,8185,3,44632,0
Item Appearance: (18718) - 5.0 Armor Hand - LEATHER_RAIDMONK_L_01 - White,8186,3,44633,0
Item Appearance: (18799) - 5.0 Armor Head - LEATHER_RAIDMONK_L_01 - White,8187,3,44634,0
Item Appearance: (18802) - 5.0 Armor Legs - LEATHER_RAIDMONK_L_01 - White,8188,3,44635,0
Item Appearance: (18803) - 5.0 Armor Shoulder - LEATHER_RAIDMONK_L_01 - White,8189,3,44636,0
Item Appearance: (19034) - 5.0 Armor Robe - PLATE_RAIDDEATHKNIGHT_L_01 - Red,8190,3,44775,0
Item Appearance: (19035) - 5.0 Armor Hand - PLATE_RAIDDEATHKNIGHT_L_01 - Red,8191,3,44776,0
Item Appearance: (19036) - 5.0 Armor Head - PLATE_RAIDDEATHKNIGHT_L_01 - Red,8192,3,44777,0
Item Appearance: (19037) - 5.0 Armor Legs - PLATE_RAIDDEATHKNIGHT_L_01 - Red,8193,3,44778,0
Item Appearance: (19038) - 5.0 Armor Shoulder - PLATE_RAIDDEATHKNIGHT_L_01 - Red,8194,3,44779,0
Item Appearance: (19034) - 5.0 Armor Robe - PLATE_RAIDDEATHKNIGHT_L_01 - Red,8195,3,44780,0
Item Appearance: (19035) - 5.0 Armor Hand - PLATE_RAIDDEATHKNIGHT_L_01 - Red,8196,3,44781,0
Item Appearance: (19036) - 5.0 Armor Head - PLATE_RAIDDEATHKNIGHT_L_01 - Red,8197,3,44782,0
Item Appearance: (19037) - 5.0 Armor Legs - PLATE_RAIDDEATHKNIGHT_L_01 - Red,8198,3,44783,0
Item Appearance: (19038) - 5.0 Armor Shoulder - PLATE_RAIDDEATHKNIGHT_L_01 - Red,8199,3,44784,0
Item Appearance: (19039) - 5.0 Armor Robe - LEATHER_RAIDDRUID_L_01 - Red,8200,3,44785,0
Item Appearance: (19040) - 5.0 Armor Hand - LEATHER_RAIDDRUID_L_01 - Red,8201,3,44786,0
Item Appearance: (19041) - 5.0 Armor Head - LEATHER_RAIDDRUID_L_01 - Red,8202,3,44787,0
Item Appearance: (19042) - 5.0 Armor Legs - LEATHER_RAIDDRUID_L_01 - Red,8203,3,44788,0
Item Appearance: (19043) - 5.0 Armor Shoulder - LEATHER_RAIDDRUID_L_01 - Red,8204,3,44789,0
Item Appearance: (19044) - 5.0 Armor Hand - LEATHER_RAIDDRUID_L_01 - Red,8205,3,44790,0
Item Appearance: (19041) - 5.0 Armor Head - LEATHER_RAIDDRUID_L_01 - Red,8206,3,44791,0
Item Appearance: (19042) - 5.0 Armor Legs - LEATHER_RAIDDRUID_L_01 - Red,8207,3,44792,0
Item Appearance: (19039) - 5.0 Armor Robe - LEATHER_RAIDDRUID_L_01 - Red,8208,3,44793,0
Item Appearance: (19043) - 5.0 Armor Shoulder - LEATHER_RAIDDRUID_L_01 - Red,8209,3,44794,0
Item Appearance: (19040) - 5.0 Armor Hand - LEATHER_RAIDDRUID_L_01 - Red,8210,3,44795,0
Item Appearance: (19041) - 5.0 Armor Head - LEATHER_RAIDDRUID_L_01 - Red,8211,3,44796,0
Item Appearance: (19042) - 5.0 Armor Legs - LEATHER_RAIDDRUID_L_01 - Red,8212,3,44797,0
Item Appearance: (19039) - 5.0 Armor Robe - LEATHER_RAIDDRUID_L_01 - Red,8213,3,44798,0
Item Appearance: (19043) - 5.0 Armor Shoulder - LEATHER_RAIDDRUID_L_01 - Red,8214,3,44799,0
Item Appearance: (19039) - 5.0 Armor Robe - LEATHER_RAIDDRUID_L_01 - Red,8215,3,44800,0
Item Appearance: (19040) - 5.0 Armor Hand - LEATHER_RAIDDRUID_L_01 - Red,8216,3,44801,0
Item Appearance: (19042) - 5.0 Armor Legs - LEATHER_RAIDDRUID_L_01 - Red,8218,3,44803,0
Item Appearance: (19043) - 5.0 Armor Shoulder - LEATHER_RAIDDRUID_L_01 - Red,8219,3,44804,0
Item Appearance: (19061) - 5.0 Armor Chest - MAIL_RAIDHUNTER_L_01 - Red,8220,3,44855,0
Item Appearance: (19062) - 5.0 Armor Hand - MAIL_RAIDHUNTER_L_01 - Red,8221,3,44856,0
Item Appearance: (19063) - 5.0 Armor Head - MAIL_RAIDHUNER_L_01 - Red,8222,3,44857,0
Item Appearance: (19064) - 5.0 Armor Legs - MAIL_RAIDHUNTER_L_01 - Red,8223,3,44858,0
Item Appearance: (19065) - 5.0 Armor Shoulder - MAIL_RAIDHUNTER_L_01 - Red,8224,3,44859,0
Item Appearance: (18667) - 5.0 Armor Hand - CLOTH_RAIDMAGE_L_01 - Purple,8225,3,44860,0
Item Appearance: (18668) - 5.0 Armor Head - CLOTH_RAIDMAGE_L_01,8226,3,44861,0
Item Appearance: (18669) - 5.0 Armor Legs - CLOTH_RAIDMAGE_L_01 - Purple,8227,3,44862,0
Item Appearance: (18666) - 5.0 Armor Robe - CLOTH_RAIDMAGE_L_01 - Purple,8228,3,44863,0
Item Appearance: (18664) - 5.0 Armor Shoulder - CLOTH_RAIDMAGE_L_01,8229,3,44864,0
Item Appearance: (18808) - 5.0 Armor Chest - LEATHER_RAIDMONK_L_01 - Black,8230,3,44920,0
Item Appearance: (18809) - 5.0 Armor Hand - LEATHER_RAIDMONK_L_01 - Black,8231,3,44921,0
Item Appearance: (18806) - 5.0 Armor Head - LEATHER_RAIDMONK_L_01 - Black,8232,3,44922,0
Item Appearance: (18810) - 5.0 Armor Legs - LEATHER_RAIDMONK_L_01 - Black,8233,3,44923,0
Item Appearance: (18811) - 5.0 Armor Shoulder - LEATHER_RAIDMONK_L_01 - Black,8234,3,44924,0
Item Appearance: (18809) - 5.0 Armor Hand - LEATHER_RAIDMONK_L_01 - Black,8235,3,44925,0
Item Appearance: (18806) - 5.0 Armor Head - LEATHER_RAIDMONK_L_01 - Black,8236,3,44926,0
Item Appearance: (18810) - 5.0 Armor Legs - LEATHER_RAIDMONK_L_01 - Black,8237,3,44927,0
Item Appearance: (18808) - 5.0 Armor Chest - LEATHER_RAIDMONK_L_01 - Black,8238,3,44928,0
Item Appearance: (18811) - 5.0 Armor Shoulder - LEATHER_RAIDMONK_L_01 - Black,8239,3,44929,0
Item Appearance: (18808) - 5.0 Armor Chest - LEATHER_RAIDMONK_L_01 - Black,8240,3,44930,0
Item Appearance: (18809) - 5.0 Armor Hand - LEATHER_RAIDMONK_L_01 - Black,8241,3,44931,0
Item Appearance: (18806) - 5.0 Armor Head - LEATHER_RAIDMONK_L_01 - Black,8242,3,44932,0
Item Appearance: (18810) - 5.0 Armor Legs - LEATHER_RAIDMONK_L_01 - Black,8243,3,44933,0
Item Appearance: (18042) - 5.0 Armor Chest - PLATE_RAIDPALADIN_L_01 - White,8245,3,44935,0
Item Appearance: (18043) - 5.0 Armor Hand - PLATE_RAIDPALADIN_L_01 - White,8246,3,44936,0
Item Appearance: (18044) - 5.0 Armor Head - PLATE_RAIDPALADIN_L_01 - White,8247,3,44937,0
Item Appearance: (18045) - 5.0 Armor Legs - PLATE_RAIDPALADIN_L_01 - White,8248,3,44938,0
Item Appearance: (18046) - 5.0 Armor Shoulder - PLATE_RAIDPALADIN_L_01 - White,8249,3,44939,0
Item Appearance: (18042) - 5.0 Armor Chest - PLATE_RAIDPALADIN_L_01 - White,8250,3,44940,0
Item Appearance: (18043) - 5.0 Armor Hand - PLATE_RAIDPALADIN_L_01 - White,8251,3,44941,0
Item Appearance: (18044) - 5.0 Armor Head - PLATE_RAIDPALADIN_L_01 - White,8252,3,44942,0
Item Appearance: (18045) - 5.0 Armor Legs - PLATE_RAIDPALADIN_L_01 - White,8253,3,44943,0
Item Appearance: (18046) - 5.0 Armor Shoulder - PLATE_RAIDPALADIN_L_01 - White,8254,3,44944,0
Item Appearance: (18042) - 5.0 Armor Chest - PLATE_RAIDPALADIN_L_01 - White,8255,3,44945,0
Item Appearance: (18043) - 5.0 Armor Hand - PLATE_RAIDPALADIN_L_01 - White,8256,3,44946,0
Item Appearance: (18044) - 5.0 Armor Head - PLATE_RAIDPALADIN_L_01 - White,8257,3,44947,0
Item Appearance: (18045) - 5.0 Armor Legs - PLATE_RAIDPALADIN_L_01 - White,8258,3,44948,0
Item Appearance: (18046) - 5.0 Armor Shoulder - PLATE_RAIDPALADIN_L_01 - White,8259,3,44949,0
Item Appearance: (17704) - 5.0 Armor Hand - CLOTH_CHALLENGEPRIEST_D_01 - Green,8260,3,44950,0
Item Appearance: (19087) - 5.0 Armor Head - CLOTH_CHALLENGEPRIEST_D_01 - Green,8261,3,44951,0
Item Appearance: (17706) - 5.0 Armor Legs - CLOTH_CHALLENGEPRIEST_D_01 - Green,8262,3,44952,0
Item Appearance: (17703) - 5.0 Armor Robe - CLOTH_CHALLENGEPRIEST_D_01 - Green,8263,3,44953,0
Item Appearance: (19088) - 5.0 Armor Shoulder - CLOTH_CHALLENGEPRIEST_D_01 - Green,8264,3,44954,0
Item Appearance: (17704) - 5.0 Armor Hand - CLOTH_CHALLENGEPRIEST_D_01 - Green,8265,3,44955,0
Item Appearance: (19087) - 5.0 Armor Head - CLOTH_CHALLENGEPRIEST_D_01 - Green,8266,3,44956,0
Item Appearance: (17706) - 5.0 Armor Legs - CLOTH_CHALLENGEPRIEST_D_01 - Green,8267,3,44957,0
Item Appearance: (17703) - 5.0 Armor Robe - CLOTH_CHALLENGEPRIEST_D_01 - Green,8268,3,44958,0
Item Appearance: (19088) - 5.0 Armor Shoulder - CLOTH_CHALLENGEPRIEST_D_01 - Green,8269,3,44959,0
Item Appearance: (19089) - 5.0 Armor Chest - LEATHER_RAIDROGUE_L_01 - White,8270,3,44960,0
Item Appearance: (19090) - 5.0 Armor Hand - LEATHER_RAIDROGUE_L_01 - White,8271,3,44961,0
Item Appearance: (19085) - 5.0 Armor Head - LEATHER_RAIDROGUE_L_01 - White,8272,3,44962,0
Item Appearance: (19091) - 5.0 Armor Legs - LEATHER_RAIDROGUE_L_01 - White,8273,3,44963,0
Item Appearance: (19092) - 5.0 Armor Shoulder - LEATHER_RAIDROGUE_L_01 - White,8274,3,44964,0
Item Appearance: (19093) - 5.0 Armor Robe - MAIL_RAIDSHAMAN_L_01 - Red,8275,3,44965,0
Item Appearance: (19094) - 5.0 Armor Hand - MAIL_RAIDSHAMAN_L_01 - Red,8276,3,44966,0
Item Appearance: (19069) - 5.0 Armor Head - MAIL_RAIDSHAMAN_L_01 - Red,8277,3,44967,0
Item Appearance: (19076) - 5.0 Armor Legs - MAIL_RAIDSHAMAN_L_01 - Red,8278,3,44968,0
Item Appearance: (19095) - 5.0 Armor Shoulder - MAIL_RAIDSHAMAN_L_01 - Red,8279,3,44969,0
Item Appearance: (19047) - 5.0 Armor Chest - MAIL_RAIDSHAMAN_L_01 - Red,8280,3,44970,0
Item Appearance: (19069) - 5.0 Armor Head - MAIL_RAIDSHAMAN_L_01 - Red,8282,3,44972,0
Item Appearance: (19076) - 5.0 Armor Legs - MAIL_RAIDSHAMAN_L_01 - Red,8283,3,44973,0
Item Appearance: (19095) - 5.0 Armor Shoulder - MAIL_RAIDSHAMAN_L_01 - Red,8284,3,44974,0
Item Appearance: (19094) - 5.0 Armor Hand - MAIL_RAIDSHAMAN_L_01 - Red,8286,3,44976,0
Item Appearance: (19069) - 5.0 Armor Head - MAIL_RAIDSHAMAN_L_01 - Red,8287,3,44977,0
Item Appearance: (19076) - 5.0 Armor Legs - MAIL_RAIDSHAMAN_L_01 - Red,8288,3,44978,0
Item Appearance: (19095) - 5.0 Armor Shoulder - MAIL_RAIDSHAMAN_L_01 - Red,8289,3,44979,0
Item Appearance: (18074) - 5.0 Armor Hand - CLOTH_RAIDWARLOCK_L_01 - Green,8290,3,45013,0
Item Appearance: (18075) - 5.0 Armor Head - CLOTH_RAIDWARLOCK_L_01 - Green,8291,3,45014,0
Item Appearance: (19058) - 5.0 Armor Legs - CLOTH_RAIDWARLOCK_L_01 - Green,8292,3,45015,0
Item Appearance: (18073) - 5.0 Armor Robe - CLOTH_RAIDWARLOCK_L_01 - Green,8293,3,45016,0
Item Appearance: (18071) - 5.0 Armor Shoulder - CLOTH_RAIDWARLOCK_L_01 - Green,8294,3,45017,0
Item Appearance: (18172) - 5.0 Armor Head - PLATE_RAIDWARRIOR_L_01 - Red,8295,3,45018,0
Item Appearance: (18170) - 5.0 Armor Chest - PLATE_RAIDWARRIOR_L_01 - Red,8296,3,45019,0
Item Appearance: (18171) - 5.0 Armor Hand - PLATE_RAIDWARRIOR_L_01 - Red,8297,3,45020,0
Item Appearance: (18174) - 5.0 Armor Shoulder - PLATE_RAIDWARRIOR_L_01 - Red,8299,3,45022,0
Item Appearance: (18170) - 5.0 Armor Chest - PLATE_RAIDWARRIOR_L_01 - Red,8300,3,45023,0
Item Appearance: (18171) - 5.0 Armor Hand - PLATE_RAIDWARRIOR_L_01 - Red,8301,3,45024,0
Item Appearance: (18172) - 5.0 Armor Head - PLATE_RAIDWARRIOR_L_01 - Red,8302,3,45025,0
Item Appearance: (18173) - 5.0 Armor Legs - PLATE_RAIDWARRIOR_L_01 - Red,8303,3,45026,0
Item Appearance: (18174) - 5.0 Armor Shoulder - PLATE_RAIDWARRIOR_L_01 - Red,8304,3,45027,0
Item Appearance: (19204) - 5.0 Armor Robe - PLATE_PVPPALADIN_D_01 - Blue,8305,3,45575,0
Item Appearance: (19223) - 5.0 Weapon Generic - POLEARM_2H_MISC_SPEARFISHINGROD,8306,3,45845,0
Item Appearance: (13568) - 4.0 Armor Chest - LEATHER_CATACLYSM_B_01_SLEEVE,8307,3,45893,0
Item Appearance: (13564) - 4.0 Armor Feet - LEATHER_CATACLYSM_B_01_BOOT,8308,3,45894,0
Item Appearance: (13562) - 4.0 Armor Hand - LEATHER_CATACLYSM_B_01_GLOVE,8309,3,45895,0
Item Appearance: (13572) - 4.0 Armor Head - LEATHER_CATACLYSM_B_01,8310,3,45896,0
Item Appearance: (13570) - 4.0 Armor Legs - LEATHER_CATACLYSM_B_01_PANT,8311,3,45897,0
Item Appearance: (13566) - 4.0 Armor Shoulder - LEATHER_CATACLYSM_B_01,8312,3,45898,0
Item Appearance: (13558) - 4.0 Armor Waist - LEATHER_CATACLYSM_B_01_BELT,8313,3,45899,0
Item Appearance: (13557) - 4.0 Armor Wrist - LEATHER_CATACLYSM_B_01_BRACER,8314,3,45900,0
Item Appearance: (13356) - 4.0 Weapon Staff - STAVE_2H_CATACLYSM_B_01,8315,3,45901,0
Item Appearance: (13568) - 4.0 Armor Chest - LEATHER_CATACLYSM_B_01_SLEEVE,8316,3,45902,0
Item Appearance: (13564) - 4.0 Armor Feet - LEATHER_CATACLYSM_B_01_BOOT,8317,3,45903,0
Item Appearance: (19245) - 5.0 Armor Hand - LEATHER_CATACLYSM_B_02 - Blue,8318,3,45904,0
Item Appearance: (13572) - 4.0 Armor Head - LEATHER_CATACLYSM_B_01,8319,3,45905,0
Item Appearance: (13570) - 4.0 Armor Legs - LEATHER_CATACLYSM_B_01_PANT,8320,3,45906,0
Item Appearance: (13566) - 4.0 Armor Shoulder - LEATHER_CATACLYSM_B_01,8321,3,45907,0
Item Appearance: (13558) - 4.0 Armor Waist - LEATHER_CATACLYSM_B_01_BELT,8322,3,45908,0
Item Appearance: (13557) - 4.0 Armor Wrist - LEATHER_CATACLYSM_B_01_BRACER,8323,3,45909,0
Item Appearance: (14081) - 4.0 Armor Cloak - CAPE_CATACLYSM_HEALER_B_01 (Ankle Length),8324,3,45910,0
Item Appearance: (13707) - 4.0 Armor Cloak - CAPE_CATACLYSM_MELEE_B_01 (Ankle Length),8325,3,45911,0
Item Appearance: (13356) - 4.0 Weapon Staff - STAVE_2H_CATACLYSM_B_01,8326,3,45912,0
Item Appearance: (13361) - 4.0 Weapon Sword1H - SWORD_1H_CATACLYSM_B_02 - Red,8327,3,45913,0
Item Appearance: (19250) - 1.0 Armor Head - LEATHER_B_01 - Purple,8328,3,45953,0
Item Appearance: (19258) - 5.0 Armor Hand - CLOTH_REPUTATION_C_01 - Blue,8329,3,45974,0
Item Appearance: (17949) - 5.0 Armor Hand - CLOTH_REPUTATION_C_01 - Black,8330,3,45975,0
Item Appearance: (18899) - 5.0 Armor Hand - LEATHER_REPUTATION_C_01 - Brown,8331,3,45976,0
Item Appearance: (18901) - 5.0 Armor Hand - LEATHER_REPUTATION_C_01 - Red,8332,3,45977,0
Item Appearance: (17361) - 5.0 Armor Hand - MAIL_REPUTATION_C_01 - Brown,8333,3,45978,0
Item Appearance: (18750) - 5.0 Armor Hand - PLATE_REPUTATION_C_01 - Green,8334,3,45979,0
Item Appearance: (18066) - 5.0 Armor Hand - PLATE_REPUTATION_C_01 - Red,8335,3,45980,0
Item Appearance: (17353) - 5.0 Armor Hand - MAIL_REPUTATION_C_01 - Blue,8336,3,45981,0
Item Appearance: (18742) - 5.0 Armor Hand - PLATE_REPUTATION_C_01 - Blue,8337,3,45982,0
Item Appearance: (18756) - 5.0 Armor Feet - PLATE_REPUTATION_C_01 - Red,8338,3,46066,0
Item Appearance: (18748) - 5.0 Armor Feet - PLATE_REPUTATION_C_01 - Green,8339,3,46067,0
