ID,DifficultyID,CasterAuraState,TargetAuraState,ExcludeCasterAuraState,ExcludeTargetAuraState,CasterAuraSpell,TargetAuraSpell,ExcludeCasterAuraSpell,ExcludeTargetAuraSpell,SpellID
1404,0,0,0,0,0,0,0,0,99146,99223
1405,0,0,0,0,0,0,0,0,99146,99231
1407,0,0,0,0,0,0,0,0,99305,99307
1409,0,0,0,0,0,0,0,99359,0,99361
1410,0,0,0,0,0,0,0,99359,0,99362
1411,0,0,0,0,0,0,0,99362,100024,99308
1412,0,0,0,0,0,0,0,0,99146,99130
1413,0,0,0,0,0,0,0,0,99424,99435
1414,0,0,0,0,0,0,0,0,99478,99479
1417,0,0,0,0,0,0,0,96695,96695,97365
1418,0,0,0,0,0,0,0,0,98619,98868
1419,0,0,0,0,0,0,0,0,99274,99274
1420,0,0,0,0,0,0,0,0,99275,99275
1421,0,0,0,0,0,0,0,0,99427,99427
1422,0,0,0,0,0,0,0,0,99565,99461
1423,0,0,0,0,0,0,0,0,99594,99592
1424,0,0,0,0,0,0,99598,0,0,99599
1425,0,0,0,0,0,0,99598,0,0,99614
1427,0,0,0,0,0,0,0,0,98384,99616
1428,0,0,0,0,0,0,0,0,98384,99617
1431,0,0,0,0,0,0,0,99697,0,99697
1432,0,0,0,0,0,0,0,0,99744,99744
1433,0,0,0,0,0,0,0,0,97186,96041
1434,0,0,0,0,0,0,0,0,99304,99304
1435,0,0,0,0,0,0,0,0,99332,99332
1436,0,0,0,0,0,0,0,0,98384,99822
1437,0,0,0,0,0,0,96041,0,0,97186
1440,0,0,0,0,0,0,0,0,99332,99857
1442,0,0,0,0,0,0,0,0,98928,98928
1443,0,0,0,0,0,99916,0,0,0,99918
1445,0,0,0,0,0,0,0,99916,0,99913
1447,0,0,0,0,0,0,0,0,99995,99994
1448,0,0,0,0,0,0,0,99362,99308,100024
1449,0,0,0,0,0,0,0,0,98885,98885
1450,4,0,0,0,0,0,99598,0,0,99599
1451,0,0,0,0,0,0,0,99127,0,99463
1452,4,0,0,0,0,0,0,99127,0,99463
1458,0,0,0,0,0,0,0,100202,0,100202
1459,0,0,0,0,0,0,0,100203,0,100203
1460,0,0,0,0,0,0,0,100204,0,100204
1461,0,0,0,0,0,0,0,100205,0,100205
1462,0,0,0,0,0,0,0,98836,0,100219
1465,0,0,0,0,0,96005,0,0,0,96017
1466,0,0,0,0,0,96005,0,0,0,96026
1467,0,0,0,0,0,100028,0,0,0,100030
1468,0,0,0,0,0,100028,0,0,0,100068
1469,0,0,0,0,0,100278,0,0,0,100277
1470,4,0,0,0,0,100278,0,0,0,100277
1471,4,0,0,0,0,0,0,0,98981,98981
1472,5,0,0,0,0,0,0,0,98981,98981
1473,6,0,0,0,0,0,0,0,98981,98981
1477,0,0,0,0,0,0,0,0,100139,98301
1478,0,0,0,0,0,0,97747,0,0,100336
1480,0,0,0,0,0,0,0,48890,0,48890
1481,0,0,0,0,0,0,0,48889,0,48889
1482,0,0,0,0,0,0,0,48891,0,48891
1483,0,0,0,0,0,0,0,48892,0,48892
1484,0,0,0,0,0,0,0,0,5384,100400
1485,0,0,0,0,0,0,0,98193,98193,98151
1486,0,0,0,0,0,0,0,66908,66908,91551
1487,0,0,0,0,0,0,0,100415,0,99945
1490,0,0,0,0,0,0,0,0,93970,100462
1491,0,0,0,0,0,0,0,0,93970,100070
1492,0,0,0,0,0,0,0,0,99565,99565
1493,0,0,0,0,0,0,0,100537,0,100537
1495,0,0,0,0,0,0,0,0,100558,100558
1498,0,0,0,0,0,0,100552,0,0,100611
1500,0,0,0,0,0,0,98549,0,0,97375
1501,0,0,0,0,0,0,98550,0,0,100613
1502,0,0,0,0,0,0,0,0,99304,100642
1504,0,0,0,0,0,0,0,100677,0,100677
1506,0,0,0,0,0,0,0,100694,0,100694
1519,0,0,0,0,0,0,0,0,100673,100751
1522,0,0,0,0,0,0,0,0,100713,100713
1528,0,0,0,0,0,0,100713,0,0,100823
1529,5,0,0,0,0,0,0,99127,0,99463
1530,6,0,0,0,0,0,0,99127,0,99463
1536,0,0,0,0,0,0,0,100048,0,99526
1537,0,0,0,0,0,0,0,0,86315,100950
1538,0,0,0,0,0,0,0,0,100713,100966
1540,0,0,0,0,0,98185,0,0,0,100992
1541,0,0,0,0,0,101010,0,0,0,101012
1542,0,0,0,0,0,0,0,0,99020,99020
1543,0,0,0,0,22,0,0,0,100713,100941
1545,4,0,0,0,0,0,0,0,100713,100713
1546,0,0,0,0,0,0,100274,0,0,100324
1547,0,0,0,0,0,114255,0,0,0,101062
1548,0,0,0,0,0,0,0,0,98928,101088
1549,4,0,0,0,0,0,0,0,98928,101088
1551,0,0,0,0,0,0,101110,0,0,101118
1554,0,0,0,0,0,0,84683,0,0,101132
1580,0,0,0,0,0,0,101093,0,0,101140
1582,0,0,0,0,0,0,100274,0,0,100276
1584,0,0,0,12,0,0,0,0,0,101400
1586,0,0,0,0,0,0,0,0,99557,98973
1587,0,0,0,0,0,0,0,0,99557,98984
1588,0,0,0,0,0,0,0,0,99557,98986
1603,0,0,0,0,0,0,0,98624,98619,101571
1604,0,0,0,0,0,0,0,0,52127,101650
1606,0,0,0,0,0,0,0,0,101337,101337
1607,0,0,0,0,0,0,0,0,100048,99999
1610,0,0,0,0,0,0,0,0,100460,100459
1611,4,0,0,0,0,0,0,0,100460,100459
1612,5,0,0,0,0,0,0,0,100460,100459
1613,6,0,0,0,0,0,0,0,100460,100459
1614,0,0,0,0,0,0,0,69815,69815,98832
1617,0,0,0,0,0,0,0,0,101842,101842
1623,0,0,0,0,0,0,0,99345,99345,99345
1624,0,0,0,0,0,0,0,0,101540,101812
1625,0,0,0,0,0,0,0,0,101996,101996
1634,0,0,0,0,0,102116,0,0,0,102120
1637,0,0,0,0,0,0,102157,0,0,102160
1644,0,0,0,0,0,0,0,0,102443,102187
1645,0,0,0,0,0,0,0,102303,102303,102303
1654,0,0,0,0,0,0,0,0,65219,102416
1655,0,0,0,0,0,0,0,0,65219,102417
1658,0,0,0,0,0,0,0,0,102341,102223
1659,0,0,0,12,0,0,0,0,0,102547
1660,0,0,0,0,0,0,0,0,102549,102549
1661,0,0,0,0,0,0,0,102630,102630,102632
1662,0,0,0,0,0,0,102758,0,0,102762
1665,0,0,0,0,0,0,0,0,99916,99916
1672,0,0,0,0,0,102554,0,0,0,102865
1673,0,0,0,12,0,0,0,0,0,102921
1675,0,0,0,0,0,0,0,0,43415,102978
1683,0,0,0,0,0,0,0,103245,103245,103538
1684,0,0,0,0,0,0,0,103562,103562,103419
1687,0,0,0,0,0,0,0,0,103744,103684
1689,0,0,0,0,0,0,103570,0,0,103753
1690,0,0,0,0,0,0,0,0,103744,103781
1693,0,0,0,0,0,0,103885,0,0,103884
1694,0,0,0,0,0,0,0,103986,103986,103999
1695,0,0,0,0,0,0,0,103977,0,103977
1696,0,0,0,0,0,0,104016,0,0,104007
1697,0,0,0,0,0,0,104016,0,0,103924
1698,0,0,0,0,0,0,104016,0,0,104008
1699,0,0,0,0,0,0,104016,0,0,104011
1700,0,0,0,0,0,0,104016,0,0,104052
1701,0,0,0,0,0,0,104016,0,0,104056
1702,0,0,0,0,0,62388,0,0,0,104136
1707,0,0,0,0,0,0,104016,0,0,104324
1708,0,0,0,0,0,0,104334,0,0,104332
1714,0,0,0,0,0,0,0,0,104494,104387
1726,0,0,0,0,0,0,0,0,104494,104205
1727,0,0,0,0,0,0,0,0,102994,103913
1729,0,0,0,0,0,0,0,0,79061,79833
1732,0,0,0,0,0,104898,0,0,0,105031
1734,0,0,0,0,0,104897,0,0,105033,105033
1739,0,0,0,0,0,105089,0,0,0,105098
1740,0,0,0,0,0,0,98709,0,0,105112
1744,0,0,0,0,0,104896,0,0,0,105171
1746,0,0,0,0,0,0,105223,0,0,105241
1748,0,0,0,0,0,0,0,105306,0,105306
1753,0,0,0,0,0,0,0,0,105335,105335
1755,0,0,0,0,0,0,0,0,105418,105419
1756,0,0,0,0,0,0,0,0,105419,105418
1757,0,0,0,0,0,0,0,0,105438,105438
1759,0,0,0,0,0,0,105493,0,0,105496
1760,0,0,0,0,0,0,0,105520,0,105520
1764,0,0,0,0,0,0,0,99846,0,100650
1765,0,0,0,0,0,0,0,0,77901,105573
1766,0,0,0,0,0,0,0,0,102994,105635
1767,0,0,0,0,0,104894,0,0,0,105637
1769,0,0,0,0,0,105089,0,0,0,105674
1771,0,0,0,0,0,0,0,0,105695,105695
1772,0,0,0,0,0,0,98709,0,0,105716
1773,0,0,0,0,0,105027,0,0,0,105034
1774,0,0,0,0,0,104894,0,0,0,105636
1775,0,0,0,0,22,0,0,0,0,105748
1776,0,0,0,0,22,0,0,0,105749,105749
1777,0,0,0,0,22,0,0,0,0,105750
1788,0,0,0,12,0,0,0,0,0,105839
1790,0,0,0,0,0,0,0,105890,105890,105891
1791,0,0,0,0,0,0,0,105889,105889,105892
1792,0,0,0,0,0,0,0,0,105354,105904
1793,0,0,0,0,0,0,0,0,105354,103635
1795,0,0,0,0,22,0,0,0,0,105916
1796,0,0,0,0,0,0,0,105828,0,104936
1797,0,0,0,0,0,0,0,105828,0,105065
1798,0,0,0,0,0,0,0,105828,0,105067
1799,0,0,0,0,0,0,0,105828,0,105069
1809,0,0,0,0,0,1784,0,0,0,106067
1811,0,0,0,0,0,0,0,106078,106078,106077
1814,0,0,0,0,0,0,93098,0,0,106080
1816,0,0,0,0,0,0,84840,0,0,106224
1817,0,0,0,0,0,0,84839,0,0,106226
1818,0,0,0,0,0,0,93099,0,0,106227
1820,0,0,0,0,0,105828,0,0,0,106248
1823,0,0,0,12,0,0,0,0,0,106307
1824,0,0,0,0,0,0,0,0,106341,106308
1825,0,0,0,0,0,0,0,0,106368,106368
1828,0,0,0,0,0,0,106368,106381,0,106374
1829,0,0,0,0,0,0,106368,0,0,106375
1830,0,0,0,0,0,0,0,106390,0,106380
1831,0,0,0,0,0,0,0,106390,0,106379
1832,0,0,0,0,0,0,0,106390,0,106378
1833,0,0,0,0,0,0,0,106390,0,106372
1834,0,0,0,0,0,0,0,106390,0,106376
1835,0,0,0,0,0,0,0,106390,0,106377
1837,0,0,0,0,0,106424,0,0,0,106323
1846,0,0,0,0,0,106454,0,0,0,106455
1848,0,0,0,0,0,0,118961,0,0,106488
1850,0,0,0,0,0,0,106602,0,106615,106514
1853,0,0,0,0,0,0,0,0,105710,105710
1854,0,0,0,0,0,81355,0,0,0,106536
1855,0,0,0,0,0,0,0,105710,0,106442
1856,0,0,0,0,0,0,0,105710,0,105712
1857,0,0,0,0,0,0,0,105710,0,106443
1858,0,0,0,0,0,0,0,105710,0,105711
1860,0,0,0,0,0,0,0,0,106560,106560
1866,0,0,0,0,0,0,0,106603,106603,106603
1869,0,0,0,0,0,0,0,106663,0,106668
1870,0,0,0,0,0,0,0,0,106668,106666
1871,0,0,0,0,0,0,0,106668,0,106663
1872,0,0,0,0,0,0,0,0,106663,106669
1873,0,0,0,0,0,0,0,106672,0,106670
1874,0,0,0,0,0,0,0,106670,0,106672
1875,0,0,0,0,0,0,0,106676,0,106674
1876,0,0,0,0,0,0,0,106674,0,106676
1877,0,0,0,0,0,106620,0,0,0,106680
1878,0,0,0,0,0,0,0,106620,0,106681
1879,0,0,0,0,0,0,0,0,106672,106671
1880,0,0,0,0,0,0,0,0,106682,106682
1883,0,0,0,0,0,0,0,0,106791,106789
1884,0,0,0,0,0,0,0,106723,0,106723
1885,0,0,0,0,0,0,0,106454,0,106454
1887,0,0,0,0,0,0,118961,0,0,106330
1890,0,0,0,0,0,0,0,106896,106896,106896
1891,0,0,0,0,0,0,0,96223,0,106898
1900,0,0,0,0,0,0,0,0,106614,107016
1903,0,0,0,0,0,0,0,79636,0,107082
1908,0,0,0,0,0,0,0,0,106674,106677
1909,0,0,0,0,0,0,107147,0,0,107143
1944,0,0,0,0,0,0,0,0,65219,107306
1968,0,0,0,0,0,0,0,0,107123,107354
1985,0,0,0,0,0,0,0,0,107455,103013
1986,0,0,0,0,0,0,0,0,107455,103021
1987,0,0,0,0,0,0,0,0,107455,103558
1988,0,0,0,0,0,0,0,0,107455,102990
1989,0,0,0,0,0,0,0,0,107455,103002
1990,0,0,0,0,0,0,0,0,107031,107497
1991,0,0,0,22,0,0,0,0,107455,103016
1995,0,0,0,0,0,0,0,0,65219,107679
1998,0,0,0,0,0,0,0,0,102994,105544
2001,0,0,0,0,0,0,0,107825,107825,107823
2014,0,0,0,0,0,0,0,107825,107825,107896
2015,0,0,0,0,0,0,0,0,102994,102994
2016,0,0,0,0,0,0,0,0,105314,105314
2019,0,0,0,0,0,0,0,0,104451,105377
2020,4,0,0,0,0,0,0,105828,0,105065
2021,4,0,0,0,0,0,0,105828,0,105069
2030,0,0,0,0,0,0,0,0,105354,108233
2031,0,0,0,0,0,0,0,0,108219,108219
2039,4,0,0,0,0,0,0,0,77901,105573
2040,5,0,0,0,0,0,0,0,77901,105573
2041,6,0,0,0,0,0,0,0,77901,105573
2042,4,0,0,0,0,104897,0,0,105033,105033
2043,5,0,0,0,0,104897,0,0,105033,105033
2044,6,0,0,0,0,104897,0,0,105033,105033
2049,0,0,0,0,0,0,0,0,107455,103790
2070,0,0,0,0,0,0,0,106668,0,108537
2075,0,0,0,0,0,0,0,0,104905,108217
2076,0,0,0,0,0,0,0,0,104905,108193
2081,0,0,0,0,0,0,108697,0,0,108698
2083,0,0,0,0,0,108793,0,0,0,108803
2084,0,0,0,0,0,0,0,0,108793,108793
2085,0,0,0,0,0,0,0,103627,0,103571
2086,0,0,0,0,0,0,0,0,108793,108810
2089,0,0,0,0,0,0,0,108868,108868,108868
2090,0,0,0,0,0,0,0,108868,108868,108863
2091,0,0,0,0,0,0,0,103627,0,104323
2092,0,0,0,0,0,0,0,103627,0,103434
2093,4,0,0,0,0,0,0,103627,0,103434
2094,5,0,0,0,0,0,0,103627,0,103434
2095,6,0,0,0,0,0,0,103627,0,103434
2104,0,0,0,0,0,0,0,103627,0,104322
2105,4,0,0,0,0,0,0,103627,0,104322
2106,5,0,0,0,0,0,0,103627,0,104322
2107,6,0,0,0,0,0,0,103627,0,104322
2108,0,0,0,0,0,0,0,106368,106368,105927
2109,0,0,0,0,0,106368,106368,0,0,105926
2115,0,0,0,0,0,0,0,0,108935,108935
2116,0,0,0,0,0,0,0,105889,105889,108982
2117,0,0,0,0,0,0,0,105889,105889,108983
2118,0,0,0,0,0,0,0,105889,105889,108984
2119,0,0,0,0,0,0,0,105889,105889,108985
2129,0,0,0,0,0,0,0,51690,0,51723
2132,0,0,0,0,0,0,0,0,106368,106174
2136,0,0,0,0,0,87154,0,0,0,109147
2137,0,0,0,0,0,1784,0,0,0,109157
2141,0,0,0,0,0,0,0,0,102994,102561
2142,4,0,0,0,0,0,106368,0,0,106375
2143,5,0,0,0,0,0,106368,0,0,106375
2144,6,0,0,0,0,0,106368,0,0,106375
2147,0,0,0,0,0,0,0,0,106390,109176
2148,0,0,0,0,0,0,0,106389,0,105925
2149,0,0,0,0,0,0,0,106389,0,109075
2150,0,0,0,0,0,106498,106498,0,0,109231
2151,0,0,0,0,0,0,0,0,109266,109266
2152,0,0,0,0,0,0,0,109266,0,109265
2153,0,0,0,0,0,0,0,0,109271,109271
2154,0,0,0,0,0,0,0,109271,0,109270
2155,0,0,0,0,0,0,0,0,109274,109274
2156,0,0,0,0,0,0,0,109274,0,109273
2157,0,0,0,0,0,0,0,109279,0,109277
2158,0,0,0,0,0,0,0,0,109279,109278
2160,0,0,0,0,0,0,0,109285,0,109283
2161,0,0,0,0,0,0,0,0,109285,109284
2162,0,0,0,0,0,0,0,109289,0,109287
2163,0,0,0,0,0,0,0,0,109289,109288
2164,0,0,0,0,0,0,0,109293,0,109291
2165,0,0,0,0,0,0,0,0,109293,109292
2167,0,0,0,0,0,0,0,0,106108,106369
2168,0,0,0,0,0,0,0,0,105554,105554
2169,0,0,0,0,0,1784,0,0,0,109376
2170,0,0,0,0,0,0,0,0,105479,109379
2171,0,0,0,0,0,0,0,0,11327,1130
2172,0,0,0,0,0,0,0,0,78199,109396
2173,0,0,0,0,0,0,0,105336,0,104002
2174,0,0,0,0,0,0,0,105336,0,103527
2175,4,0,0,0,0,0,0,105336,0,103527
2176,5,0,0,0,0,0,0,105336,0,103527
2177,6,0,0,0,0,0,0,105336,0,103527
2178,0,0,0,0,0,0,0,105367,0,105466
2180,4,0,0,0,0,0,0,106368,106368,105927
2181,5,0,0,0,0,0,0,106368,106368,105927
2182,6,0,0,0,0,0,0,106368,106368,105927
2183,0,0,0,0,0,109476,0,0,0,109322
2189,4,0,0,0,0,104894,0,0,0,105636
2193,0,0,0,0,0,0,0,0,109705,109705
2206,0,0,0,0,0,0,0,0,104905,109824
2207,0,0,0,0,0,0,0,0,106670,106673
2208,0,0,0,0,0,0,0,0,106676,106675
2210,0,0,0,0,0,0,0,0,109952,109952
2212,6,0,0,0,0,0,0,106389,0,105925
2213,5,0,0,0,0,0,0,106389,0,105925
2214,4,0,0,0,0,0,0,106389,0,105925
2215,6,0,0,0,0,106368,106368,0,0,105926
2216,5,0,0,0,0,106368,106368,0,0,105926
2217,4,0,0,0,0,106368,106368,0,0,105926
2218,6,0,0,0,0,0,0,106389,0,109075
2219,5,0,0,0,0,0,0,106389,0,109075
2220,4,0,0,0,0,0,0,106389,0,109075
2221,0,0,0,0,0,0,0,0,102334,103241
2222,0,0,0,0,0,0,102334,0,0,110096
2223,0,0,0,0,0,105256,0,0,0,109337
2224,0,0,0,0,0,0,0,0,78199,110102
2225,0,0,0,0,0,0,0,79636,0,6544
2227,0,0,0,0,0,0,0,0,109307,109317
2228,0,0,0,0,0,0,0,0,102230,102230
2234,0,0,0,0,0,0,0,0,3411,103587
2236,0,0,0,0,0,0,0,0,110259,110259
2237,0,0,0,0,0,0,0,0,105375,105375
2242,0,0,0,0,0,0,0,0,110294,110294
2243,0,0,0,0,0,0,0,0,78199,110297
2244,4,0,0,0,0,0,0,0,78199,110297
2245,6,0,0,0,0,0,0,103627,0,104543
2246,5,0,0,0,0,0,0,103627,0,104543
2247,4,0,0,0,0,0,0,103627,0,104543
2248,0,0,0,0,0,0,0,103627,0,104543
2249,0,0,0,0,0,0,0,0,110291,110291
2250,0,0,0,0,0,0,108450,0,0,110169
2252,0,0,0,0,0,0,0,0,110323,110323
2255,0,0,0,0,0,0,0,0,110341,101857
2263,4,0,0,0,0,0,0,0,78199,110102
2265,0,0,0,0,0,0,0,51722,0,109886
2266,0,0,0,0,0,0,0,51722,0,109887
2267,0,0,0,0,0,0,0,110055,0,109889
2268,0,0,0,0,0,0,0,110055,0,109890
2270,0,0,0,0,0,0,0,0,110231,110231
2271,0,0,0,0,0,0,0,110562,0,110557
2282,0,0,0,0,0,0,0,0,109380,109383
2285,0,0,0,0,0,0,0,110225,0,110225
2290,0,0,0,0,0,0,0,41425,0,110696
2291,0,0,0,0,0,0,108450,0,0,110697
2292,0,0,0,0,0,0,0,61988,0,110700
2296,0,0,0,0,0,0,0,0,104347,104347
2301,6,0,0,0,0,0,0,0,105777,105563
2302,5,0,0,0,0,0,0,0,105777,105563
2303,4,0,0,0,0,0,0,0,105777,105563
2304,0,0,0,0,0,0,0,0,105777,105563
2306,0,0,0,0,0,0,0,0,110779,110779
2307,0,0,0,0,0,0,0,103627,0,110780
2310,0,0,0,0,0,0,0,0,109442,109423
2312,0,0,0,0,0,0,0,0,55233,105588
2318,0,0,0,12,0,0,0,0,0,110959
2319,0,0,0,12,0,0,0,0,0,110960
2337,0,0,0,0,0,101612,0,0,0,102043
2338,0,0,0,0,0,101612,0,0,0,102044
2339,0,0,0,0,0,0,0,0,111018,107222
2340,0,0,0,0,0,0,0,110113,0,110111
2341,0,0,0,0,0,0,0,110113,110113,110110
2343,0,0,0,0,0,0,0,111221,0,111221
2345,0,0,0,0,0,0,0,0,106200,106199
2346,0,0,0,0,0,0,0,0,106199,106200
2381,0,0,0,0,0,0,0,0,111610,111616
2386,0,0,0,0,0,0,0,111606,111631,111610
2389,0,0,0,0,0,0,0,110113,110113,111678
2391,0,0,0,0,0,0,0,110113,0,111681
2395,0,0,0,0,0,0,111672,0,0,111670
2397,0,0,13,0,0,0,0,0,0,111240
2398,0,0,0,0,0,0,0,79636,0,111757
2399,0,0,0,0,0,0,0,79636,0,111758
2400,0,0,0,0,0,0,0,79636,0,111759
2401,0,0,0,0,0,111846,111813,0,0,111847
2405,0,0,0,0,0,0,103144,0,0,111966
2406,0,0,0,0,0,0,103147,0,0,112030
2408,0,0,0,0,0,0,103145,0,0,112032
2409,0,0,0,0,0,0,103146,0,0,112033
2417,0,0,0,0,0,0,0,0,112095,112095
2420,0,0,0,0,0,0,0,98836,0,112873
2422,0,0,0,0,0,0,0,0,102994,105720
2425,0,0,0,0,0,112902,0,0,0,112911
2426,0,0,0,0,0,0,0,0,112945,112945
2431,0,0,0,0,0,0,0,0,112955,112962
2432,0,0,0,0,0,0,0,108554,108554,108554
2434,0,0,0,0,0,0,0,96223,0,113053
2435,0,0,0,0,0,0,0,111844,111844,111844
2436,0,0,0,0,0,0,0,96223,0,113073
2438,0,0,0,0,0,0,0,0,103004,103004
2447,0,0,0,0,0,0,113243,0,0,113161
2452,0,0,0,12,0,0,0,0,0,113289
2464,0,0,0,0,0,0,102121,0,0,102116
2476,0,0,0,0,0,0,0,96223,0,113512
2514,0,0,0,0,0,0,0,0,126316,107215
2515,6,0,0,0,0,0,0,105777,0,106264
2516,5,0,0,0,0,0,0,105777,0,106264
2517,4,0,0,0,0,0,0,105777,0,106264
2518,0,0,0,0,0,0,0,105777,0,106264
2519,0,0,0,0,0,0,0,0,113653,113653
2521,0,0,0,0,0,0,109019,0,0,108811
2522,0,0,0,0,0,0,0,0,113725,113642
2523,0,0,0,0,0,0,0,113658,113658,113703
2529,0,0,0,0,0,0,0,0,113872,113872
2537,0,0,0,0,0,0,0,113819,0,113721
2538,0,0,0,0,0,0,112855,0,0,113958
2540,0,17,0,0,0,0,0,0,0,76856
2543,0,0,0,0,0,0,113468,0,0,114033
2544,0,0,0,0,0,0,0,0,113774,114048
2547,0,0,0,0,0,0,0,113819,0,114059
2548,0,0,0,0,0,0,0,0,114080,114080
2549,0,0,0,0,0,0,0,0,113420,113420
2553,0,0,0,0,0,0,0,0,111813,111813
2554,0,0,0,0,0,0,0,85730,0,114232
2556,0,0,0,0,0,0,0,114347,114347,114297
2559,0,0,0,0,0,0,0,0,114431,114431
2560,0,0,0,0,0,0,0,0,114470,114466
2561,0,0,0,0,0,0,0,0,114483,114483
2562,0,0,0,0,0,0,0,0,108219,114494
2563,0,0,0,0,0,0,0,114512,0,114505
2564,0,0,0,0,0,0,0,0,108219,114517
2565,0,0,0,0,0,0,0,0,114512,114512
2570,0,0,0,0,0,0,0,0,108219,114573
2571,0,0,0,0,0,114590,0,0,0,114576
2574,0,0,0,0,0,0,0,0,114431,114624
2588,0,0,0,0,0,0,0,114644,114644,114640
2589,0,0,0,0,0,62388,0,0,0,114794
2590,0,0,0,0,0,0,0,0,110259,114799
2592,0,0,0,0,0,0,0,0,113969,113969
2593,0,0,0,0,0,0,0,0,113970,113970
2594,0,0,0,0,0,0,0,0,114809,114810
2598,0,0,0,0,0,114933,0,0,0,114468
2600,0,0,0,0,0,114929,0,0,106546,106546
2601,0,0,0,0,0,114931,0,106563,0,106563
2602,0,0,0,0,0,114930,0,0,0,106851
2603,0,0,0,12,0,0,0,0,0,114967
2609,0,0,0,0,0,131521,0,0,0,114999
2610,0,0,0,0,0,0,0,112932,0,115002
2612,0,0,0,0,0,0,115093,0,0,115092
2621,0,0,0,0,0,0,0,0,115157,115157
2623,0,0,0,12,0,0,0,0,0,115191
2624,0,0,0,12,0,0,0,0,0,115193
2630,0,0,0,0,0,114141,114141,0,0,114155
2631,0,0,0,0,0,0,0,115352,0,115332
2632,0,0,0,0,0,0,0,115352,0,115334
2633,0,0,0,0,0,0,0,115353,0,115335
2634,0,0,0,0,0,0,0,115353,0,115336
2635,0,0,0,0,0,0,0,115354,0,115337
2636,0,0,0,0,0,0,0,115354,0,115338
2637,0,0,0,0,0,0,0,0,115407,115407
2640,0,0,0,0,0,0,0,115352,0,115493
2641,0,0,0,0,0,0,0,115353,0,115494
2642,0,0,0,0,0,0,0,115354,0,115495
2643,0,0,0,0,0,0,0,0,115525,115525
2644,0,0,0,0,0,115579,0,0,0,115581
2645,0,0,0,0,0,115579,0,0,0,115582
2646,0,0,0,0,0,115579,0,0,0,115614
2647,0,0,0,0,0,115579,0,0,0,115615
2648,0,0,0,0,0,115579,0,0,0,115616
2649,0,0,0,0,0,115579,0,0,0,115617
2652,0,0,0,0,0,0,0,98836,0,115668
2655,0,0,0,0,0,0,0,0,115877,115861
2656,0,0,0,0,0,0,0,98836,0,115942
2657,0,0,0,0,0,0,0,98836,0,115945
2658,0,0,0,0,0,0,0,0,115877,115864
2661,0,0,0,0,0,0,0,0,115877,116008
2662,0,0,0,0,0,0,0,0,115877,116009
2663,0,0,0,0,0,0,0,0,115877,116038
2664,0,0,0,0,0,0,0,0,115877,116044
2668,0,0,0,0,0,0,0,0,115877,116060
2669,0,0,0,0,0,0,0,0,115877,116063
2671,0,0,0,0,0,0,0,0,116072,116076
2672,0,0,0,0,0,0,0,0,116137,116137
2685,0,0,0,0,0,0,0,0,116374,116374
2691,0,0,0,0,0,0,0,0,122151,116260
2693,0,0,22,0,0,0,0,0,0,116509
2694,0,0,0,0,0,0,0,0,116510,116510
2696,0,0,0,0,0,0,0,0,115974,115974
2697,0,0,0,0,0,0,0,0,115901,115901
2698,0,0,0,0,0,0,0,0,116090,116090
2702,0,0,0,0,0,0,0,0,116608,116608
2705,0,0,0,0,0,0,116818,0,0,116819
2713,0,0,0,0,0,0,0,0,116941,116941
2715,0,0,0,0,0,0,0,0,84186,116958
2716,0,0,0,0,0,0,116955,0,0,116975
2717,0,0,0,0,0,0,116954,0,0,116976
2718,0,0,0,0,0,116982,0,0,0,116977
2719,0,0,0,0,0,116982,0,0,0,116974
2720,0,0,0,0,0,0,0,116982,0,116990
2721,0,0,0,0,0,0,0,116982,0,116970
2722,0,0,0,0,0,0,0,0,116317,117017
2723,0,0,0,0,0,116945,0,0,0,117037
2724,0,0,0,0,0,116944,0,0,0,117079
2726,0,0,0,0,0,0,117195,0,0,117194
2727,0,0,0,0,0,0,0,0,116510,117241
2738,0,0,0,0,0,0,0,117496,0,117497
2740,0,0,0,0,0,0,0,117598,0,117597
2742,0,0,22,0,0,0,0,0,115999,117730
2744,0,0,0,0,0,0,0,117675,117675,117771
2746,0,0,0,0,0,115741,0,121296,0,117203
2752,0,0,0,0,0,0,0,117969,117969,117969
2754,0,0,0,0,0,0,0,0,117866,117964
2762,0,0,0,0,0,115743,0,0,0,116018
2764,0,0,0,0,0,115742,0,0,0,116365
2766,0,0,0,0,0,115740,0,0,0,116784
2768,0,0,0,0,0,115740,0,0,0,116942
2769,0,0,0,0,0,0,0,0,117870,118313
2770,0,0,0,0,0,115742,0,0,0,116364
2773,0,0,0,0,0,0,0,0,118346,118331
2781,0,0,0,0,0,115743,0,0,0,118533
2783,0,0,0,0,0,0,0,0,115911,118530
2784,0,0,0,0,0,0,0,118542,0,118512
2785,0,0,0,0,0,0,0,118542,0,118503
2786,0,0,0,0,0,0,0,0,118562,118552
2788,0,0,0,0,0,0,0,114944,114944,114944
2804,0,0,0,0,0,0,0,0,118135,118135
2805,0,0,0,0,0,0,0,0,118135,118045
2808,0,0,0,12,0,0,0,0,0,118968
2809,0,0,0,12,0,0,0,0,0,118969
2810,0,0,0,0,0,0,0,0,106171,106171
2811,0,0,0,0,0,0,0,0,106274,106274
2812,0,0,0,12,0,0,0,0,0,114018
2814,0,0,0,0,0,0,0,0,119091,119091
2815,0,0,0,0,0,0,0,104974,0,104973
