ID,VocalUIEnum,RaceID,ClassID,NormalSoundID[0],NormalSoundID[1]
1271,32,25,0,0,0
1272,36,25,0,0,0
1273,58,25,0,0,0
1274,66,25,0,0,0
1275,8,24,0,0,0
1276,9,24,0,0,0
1277,24,24,0,0,0
1278,32,24,0,0,0
1279,5,15,0,0,0
1280,7,15,0,0,0
1283,9,22,0,0,0
1284,66,7,0,0,0
1285,0,18,0,0,0
1309,0,10,12,56474,55514
1310,1,10,12,56488,55528
1311,2,10,12,56460,55500
1312,3,10,12,56459,55499
1313,4,10,12,56457,55497
1314,5,10,12,56450,55490
1315,10,10,12,56505,55545
1316,11,10,12,56472,55513
1317,12,10,12,56510,55550
1318,13,10,12,56463,55503
1319,14,10,12,56479,55519
1320,15,10,12,56495,55533
1321,17,10,12,56481,55521
1322,18,10,12,56456,55496
1323,20,10,12,56453,55493
1324,22,10,12,56501,55541
1325,25,10,12,56500,55540
1326,26,10,12,56454,55494
1327,27,10,12,56454,55494
1328,28,10,12,56454,55494
1329,29,10,12,56455,55495
1330,30,10,12,56480,55520
1331,31,10,12,56481,55521
1332,33,10,12,56479,55519
1333,35,10,12,56505,55545
1334,38,10,12,56467,55507
1335,39,10,12,56501,55541
1336,40,10,12,56501,55541
1337,41,10,12,56462,55502
1338,42,10,12,56447,55487
1339,43,10,12,56448,55488
1340,44,10,12,56504,55544
1341,45,10,12,56467,55507
1342,46,10,12,56505,55545
1343,47,10,12,56509,55549
1344,48,10,12,56465,55505
1345,49,10,12,56486,56487
1346,50,10,12,56450,55490
1347,51,10,12,56465,55505
1348,52,10,12,56466,55506
1349,54,10,12,56501,55541
1350,55,10,12,56479,55519
1351,57,10,12,56505,55545
1352,59,10,12,56464,55504
1353,61,10,12,56479,55519
1354,62,10,12,56470,55510
1355,63,10,12,56498,55538
1356,64,10,12,56489,55529
1357,0,4,12,56238,56103
1358,1,4,12,56252,56117
1359,2,4,12,56223,56088
1360,3,4,12,56222,56087
1361,4,4,12,56220,56085
1362,5,4,12,56240,56105
1363,10,4,12,56269,56134
1364,11,4,12,56236,56101
1365,12,4,12,56275,56140
1366,13,4,12,56226,56091
1367,14,4,12,56243,56108
1368,15,4,12,56257,56122
1369,17,4,12,56245,56110
1370,18,4,12,56219,56084
1371,20,4,12,56216,56081
1372,22,4,12,56265,56130
1373,25,4,12,56264,56129
1374,26,4,12,56217,56082
1375,27,4,12,56217,56082
1376,28,4,12,56217,56082
1377,29,4,12,56218,56083
1378,30,4,12,56244,56109
1379,31,4,12,56245,56110
1380,33,4,12,56243,56108
1381,35,4,12,56269,56134
1382,38,4,12,56231,56096
1383,39,4,12,56265,56130
1384,40,4,12,56265,56130
1385,41,4,12,56225,56090
1386,42,4,12,56210,56075
1387,43,4,12,56211,56076
1388,44,4,12,56268,56133
1389,45,4,12,56231,56096
1390,46,4,12,56269,56134
1391,47,4,12,56273,56138
1392,48,4,12,56211,56076
1393,49,4,12,56250,56115
1394,50,4,12,56213,56078
1395,51,4,12,56229,56094
1396,52,4,12,56230,56095
1397,54,4,12,56265,56130
1398,55,4,12,56243,56108
1399,57,4,12,56269,56134
1400,59,4,12,56228,56093
1401,61,4,12,56243,56108
1402,62,4,12,56234,56099
1403,63,4,12,56262,56127
1404,64,4,12,56253,56118
1406,19,10,12,56453,55493
1407,0,29,0,95639,95809
1408,1,29,0,95648,95818
1409,2,29,0,95626,95796
1410,3,29,0,95628,95798
1411,4,29,0,95624,95794
1412,5,29,0,95642,95812
1413,10,29,0,95652,95824
1414,11,29,0,95638,95808
1415,12,29,0,95656,95830
1416,13,29,0,95629,95799
1417,14,29,0,95640,95810
1418,15,29,0,95650,95820
1419,17,29,0,95630,95800
1420,18,29,0,95623,95793
1421,20,29,0,95647,95817
1422,22,29,0,95646,95816
1423,25,29,0,95645,95815
1424,26,29,0,95621,95791
1425,27,29,0,95621,95791
1426,28,29,0,95621,95791
1427,29,29,0,95622,95792
1428,30,29,0,95641,95811
1429,31,29,0,95630,95800
1430,63,28,0,95946,95525
1431,33,29,0,95640,95810
1432,35,29,0,95631,95801
1433,38,29,0,95636,95806
1434,64,28,0,95944,95523
1435,39,29,0,95646,95816
1436,40,29,0,95646,95816
1437,62,28,0,95932,95511
1438,41,29,0,95627,95797
1439,42,29,0,95619,95790
1440,43,29,0,95655,95829
1441,14,28,0,95935,95514
1442,33,28,0,95935,95514
1443,61,28,0,95935,95514
1444,44,29,0,95625,95795
1445,59,28,0,95927,95506
1446,45,29,0,95636,95806
1447,57,28,0,95947,95526
1448,10,28,0,95947,95526
1449,55,28,0,95935,95514
1450,46,29,0,95652,95824
1451,52,28,0,95930,95509
1452,48,29,0,95633,95803
1453,51,28,0,95928,95507
1454,49,29,0,95634,95804
1455,50,28,0,95915,95494
1456,50,29,0,95620,95789
1457,49,28,0,95929,95508
1458,48,28,0,95928,95507
1459,51,29,0,95633,95803
1460,47,28,0,95949,95528
1461,52,29,0,95635,95805
1462,54,29,0,95646,95816
1463,46,28,0,95947,95526
1464,55,29,0,95640,95810
1465,57,29,0,95652,95824
1466,38,28,0,95931,95510
1467,45,28,0,95931,95510
1468,59,29,0,95632,95802
1469,44,28,0,95920,95499
1470,61,29,0,95640,95810
1471,62,29,0,95637,95807
1472,63,29,0,95651,95821
1473,64,29,0,95649,95819
1474,54,28,0,95941,95520
1475,22,28,0,95941,95520
1476,39,28,0,95941,95520
1477,40,28,0,95941,95520
1478,41,28,0,95922,95501
1479,42,28,0,95914,95493
1480,43,28,0,95950,95529
1481,31,28,0,95936,95515
1482,30,28,0,95936,95515
1483,29,28,0,95917,95496
1484,28,28,0,95916,95495
1485,27,28,0,95916,95495
1486,26,28,0,95916,95495
1487,25,28,0,95940,95519
1488,12,28,0,95951,95530
1489,20,28,0,95942,95521
1490,18,28,0,95918,95497
1491,17,28,0,95925,95504
1492,15,28,0,95945,95524
1493,13,28,0,95924,95503
1494,11,28,0,95933,95512
1495,8,28,0,95948,95527
1496,5,28,0,95937,95516
1497,4,28,0,95919,95498
1498,3,28,0,95923,95502
1499,2,28,0,95921,95500
1500,1,28,0,95943,95522
1501,0,28,0,95934,95513
1502,64,30,0,96231,96163
1503,15,30,0,96232,96164
1504,63,30,0,96233,96165
1505,10,30,0,96234,96166
1506,46,30,0,96234,96166
1507,57,30,0,96234,96166
1508,47,30,0,96236,96168
1509,43,30,0,96237,96169
1510,12,30,0,96238,96170
1511,42,30,0,96203,96135
1512,50,30,0,96204,96136
1513,26,30,0,96205,96137
1514,27,30,0,96205,96137
1515,28,30,0,96205,96137
1516,29,30,0,96206,96138
1517,18,30,0,96207,96139
1518,4,30,0,96208,96140
1519,44,30,0,96209,96141
1520,2,30,0,96210,96142
1521,41,30,0,96211,96143
1522,3,30,0,96212,96144
1523,13,30,0,96213,96145
1524,17,30,0,96214,96146
1525,31,30,0,96214,96146
1526,35,30,0,96215,96147
1527,59,30,0,96216,96148
1528,48,30,0,96217,96149
1529,51,30,0,96217,96149
1530,49,30,0,96218,96150
1531,52,30,0,96219,96151
1532,38,30,0,96220,96152
1533,45,30,0,96220,96152
1534,62,30,0,96221,96153
1535,11,30,0,96222,96154
1536,0,30,0,96223,96155
1537,14,30,0,96224,96156
1538,33,30,0,96224,96156
1539,55,30,0,96224,96156
1540,61,30,0,96224,96156
1541,30,30,0,96225,96157
1542,5,30,0,96226,96158
1543,25,30,0,96227,96159
1544,22,30,0,96228,96160
1545,39,30,0,96228,96160
1546,40,30,0,96228,96160
1547,54,30,0,96228,96160
1548,20,30,0,96229,96161
1549,1,30,0,96230,96162
1550,8,30,0,96235,96167
1551,8,29,0,95653,95825
1552,42,27,0,96339,96271
1553,50,27,0,96340,96272
1554,26,27,0,96341,96273
1555,27,27,0,96341,96273
1556,28,27,0,96341,96273
1557,29,27,0,96342,96274
1558,18,27,0,96343,96275
1559,4,27,0,96344,96276
1560,44,27,0,96345,96277
1561,2,27,0,96346,96278
1562,41,27,0,96347,96279
1563,3,27,0,96348,96280
1564,13,27,0,96349,96281
1565,17,27,0,96350,96282
1566,31,27,0,96350,96282
1567,35,27,0,96351,96283
1568,59,27,0,96352,96284
1569,48,27,0,96353,96285
1570,51,27,0,96353,96285
1571,49,27,0,96354,96286
1572,52,27,0,96355,96287
1573,38,27,0,96356,96288
1574,45,27,0,96356,96288
1575,62,27,0,96357,96289
1576,11,27,0,96358,96290
1577,0,27,0,96359,96291
1578,14,27,0,96360,96292
1579,33,27,0,96360,96292
1580,55,27,0,96360,96292
1581,61,27,0,96360,96292
1582,30,27,0,96361,96293
1583,5,27,0,96362,96294
1584,25,27,0,96363,96295
1585,22,27,0,96364,96296
1586,39,27,0,96364,96296
1587,40,27,0,96364,96296
1588,54,27,0,96364,96296
1589,20,27,0,96365,96297
1590,1,27,0,96366,96298
1591,8,27,0,96371,96167
1592,64,27,0,96367,96299
1593,15,27,0,96368,96300
1594,63,27,0,96369,96301
1595,10,27,0,96370,96302
1596,46,27,0,96370,96302
1597,57,27,0,96370,96302
1598,47,27,0,96372,96304
1599,43,27,0,96373,96305
1600,12,27,0,96374,96306
1601,8,34,0,101950,101876
1602,64,34,0,101946,101872
1603,63,34,0,101948,101874
1604,62,34,0,101934,101860
1605,61,34,0,101937,101863
1606,59,34,0,101929,101855
1607,57,34,0,101949,101875
1608,55,34,0,101937,101863
1609,22,34,0,101942,101868
1610,20,34,0,101944,101870
1611,18,34,0,101920,101846
1612,17,34,0,101927,101853
1613,15,34,0,101947,101873
1614,14,34,0,101937,101863
1615,54,34,0,101942,101868
1616,52,34,0,101932,101858
1617,51,34,0,101930,101856
1618,50,34,0,101917,101843
1619,49,34,0,101931,101857
1620,5,34,0,101939,101865
1621,4,34,0,101921,101847
1622,3,34,0,101925,101851
1623,2,34,0,101923,101849
1624,1,34,0,101945,101871
1625,0,34,0,101936,101862
1626,48,34,0,101930,101856
1627,47,34,0,101951,101877
1628,46,34,0,101949,101875
1629,45,34,0,101933,101859
1630,44,34,0,101922,101848
1631,43,34,0,101952,101878
1632,42,34,0,101916,101842
1633,41,34,0,101924,101850
1634,40,34,0,101942,101868
1635,39,34,0,101942,101868
1636,38,34,0,101933,101859
1637,35,34,0,101928,101854
1638,33,34,0,101937,101863
1639,31,34,0,101927,101853
1640,30,34,0,101938,101864
1641,29,34,0,101919,101845
1642,28,34,0,101918,101844
1643,27,34,0,101918,101844
1644,26,34,0,101918,101844
1645,25,34,0,101943,101869
1646,13,34,0,101926,101852
1647,12,34,0,101953,101879
1648,11,34,0,101935,101861
1649,10,34,0,101949,101875
1650,64,36,0,110383,110308
1651,63,36,0,110385,110310
1652,62,36,0,110371,110296
1653,61,36,0,110374,110299
1654,59,36,0,110366,110291
1655,57,36,0,110386,110311
1656,55,36,0,110374,110299
1657,54,36,0,110379,110304
1658,52,36,0,110369,110294
1659,51,36,0,110367,110292
1660,50,36,0,110354,110279
1661,49,36,0,110368,110293
1662,48,36,0,110367,110292
1663,47,36,0,110388,110313
1664,46,36,0,110386,110311
1665,45,36,0,110370,110295
1666,44,36,0,110359,110284
1667,43,36,0,110389,110314
1668,42,36,0,110353,110278
1669,41,36,0,110361,110286
1670,40,36,0,110379,110304
1671,39,36,0,110379,110304
1672,38,36,0,110370,110295
1673,35,36,0,110365,110290
1674,33,36,0,110374,110299
1675,31,36,0,110364,110289
1676,30,36,0,110375,110300
1677,29,36,0,110356,110281
1678,28,36,0,110355,110280
1679,27,36,0,110355,110280
1680,26,36,0,110355,110280
1681,25,36,0,110380,110305
1682,22,36,0,110379,110304
1683,20,36,0,110381,110306
1684,18,36,0,110357,110282
1685,17,36,0,110364,110289
1686,15,36,0,110384,110309
1687,14,36,0,110374,110299
1688,13,36,0,110363,110288
1689,12,36,0,110390,110315
1690,11,36,0,110372,110297
1691,10,36,0,110386,110311
1692,8,36,0,110387,110312
1693,5,36,0,110376,110301
1694,4,36,0,110358,110283
1695,3,36,0,110362,110287
1696,2,36,0,110360,110285
1697,1,36,0,110382,110307
1698,0,36,0,110373,110298
1799,64,32,0,127115,127021
1800,63,32,0,127117,127023
1801,62,32,0,127103,127009
1802,61,32,0,127106,127012
1803,59,32,0,127098,127004
1804,57,32,0,127118,127024
1805,55,32,0,127106,127012
1806,54,32,0,127111,127017
1807,52,32,0,127101,127007
1808,51,32,0,127099,127005
1809,50,32,0,127086,126992
1810,49,32,0,127100,127006
1811,48,32,0,127099,127005
1812,47,32,0,127120,127026
1813,46,32,0,127118,127024
1814,45,32,0,127102,127008
1815,44,32,0,127091,126997
1816,43,32,0,127121,127027
1817,42,32,0,127085,126991
1818,41,32,0,127093,126999
1819,40,32,0,127111,127017
1820,39,32,0,127111,127017
1821,38,32,0,127102,127008
1822,35,32,0,127097,127003
1823,33,32,0,127106,127012
1824,31,32,0,127096,127002
1825,30,32,0,127107,127013
1826,29,32,0,127088,126994
1827,28,32,0,127087,126993
1828,27,32,0,127087,126993
1829,26,32,0,127087,126993
1830,25,32,0,127112,127018
1831,22,32,0,127111,127017
1832,20,32,0,127113,127019
1833,18,32,0,127089,126995
1834,17,32,0,127096,127002
1835,15,32,0,127116,127022
1836,14,32,0,127106,127012
1837,13,32,0,127095,127001
1838,12,32,0,127122,127028
1839,11,32,0,127104,127010
1840,10,32,0,127118,127024
1841,8,32,0,127119,127025
1842,5,32,0,127108,127014
1843,4,32,0,127090,126996
1844,3,32,0,127094,127000
1845,2,32,0,127092,126998
1846,1,32,0,127114,127020
1847,0,32,0,127105,127011
1848,52,31,0,127288,126914
1849,51,31,0,127286,126912
1850,50,31,0,127273,126899
1851,49,31,0,127287,126913
1852,48,31,0,127286,126912
1853,47,31,0,127307,126933
1854,46,31,0,127305,126927
1855,45,31,0,127289,126915
1856,44,31,0,127278,126904
1857,43,31,0,127308,126934
1858,42,31,0,127272,126898
1859,41,31,0,127280,126906
1860,40,31,0,127298,126925
1861,39,31,0,127298,126925
1862,38,31,0,127289,126915
1863,35,31,0,127284,126910
1864,33,31,0,127293,126919
1865,31,31,0,127283,126909
1866,30,31,0,127294,126920
1867,29,31,0,127275,126901
1868,28,31,0,127274,126900
1869,27,31,0,127274,126900
1870,26,31,0,127274,126900
1871,25,31,0,127299,126924
1872,22,31,0,127298,126925
1873,20,31,0,127300,126926
1874,18,31,0,127276,126902
1875,17,31,0,127283,126909
1876,15,31,0,127303,126930
1877,14,31,0,127293,126919
1878,13,31,0,127282,126908
1879,12,31,0,127309,126935
1880,11,31,0,127291,126917
1881,10,31,0,127305,126927
1882,8,31,0,127306,126932
1883,5,31,0,127295,126921
1884,4,31,0,127277,126903
1885,3,31,0,127281,126907
1886,2,31,0,127279,126905
1887,1,31,0,127301,126928
1888,0,31,0,127292,126918
1889,64,31,0,127302,126929
1890,63,31,0,127304,126931
1891,62,31,0,127290,126916
1892,61,31,0,127293,126919
1893,59,31,0,127285,126911
1894,57,31,0,127305,126927
1895,55,31,0,127293,126919
1896,54,31,0,127298,126925
1897,0,37,0,143866,144226
1898,1,37,0,143875,144235
1899,42,37,0,143846,144206
1900,50,37,0,143847,144207
1901,28,37,0,143848,144208
1902,27,37,0,143848,144208
1903,25,37,0,143848,144208
1904,29,37,0,143849,144209
1905,18,37,0,143850,144210
1906,4,37,0,143851,144211
1907,44,37,0,143852,144212
1908,2,37,0,143853,144213
1909,41,37,0,143854,144214
1910,3,37,0,143855,144215
1911,64,37,0,143875,144235
1912,63,37,0,143879,144239
1913,62,37,0,143864,144224
1914,61,37,0,143867,144227
1915,59,37,0,143859,144219
1916,57,37,0,143879,144239
1917,55,37,0,143867,144227
1918,54,37,0,143872,144232
1919,52,37,0,143862,144222
1920,51,37,0,143860,144220
1921,49,37,0,143861,144221
1922,48,37,0,143860,144220
1923,47,37,0,143881,144241
1924,46,37,0,143879,144239
1925,45,37,0,143863,144223
1926,43,37,0,143882,144242
1927,40,37,0,143872,144232
1928,39,37,0,143872,144232
1929,38,37,0,143863,144223
1930,35,37,0,143858,144218
1931,33,37,0,143867,144227
1932,31,37,0,143857,144217
1933,30,37,0,143868,144228
1934,26,37,0,143848,144208
1935,22,37,0,143872,144232
1936,20,37,0,143874,144234
1937,17,37,0,143857,144217
1938,15,37,0,143877,144237
1939,14,37,0,143867,144227
1940,13,37,0,143856,144216
1941,12,37,0,143883,144243
1942,11,37,0,143865,144225
1943,10,37,0,143879,144239
1944,8,37,0,143880,144240
1945,5,37,0,143869,144229
1946,64,35,0,144086,143994
1947,63,35,0,144088,143996
1948,62,35,0,144074,143982
1949,61,35,0,144077,143985
1950,59,35,0,144069,143977
1951,57,35,0,144089,143997
1952,55,35,0,144077,143985
1953,54,35,0,144082,143990
1954,52,35,0,144072,143980
1955,51,35,0,144070,143978
1956,50,35,0,144057,143965
1957,49,35,0,144071,143979
1958,48,35,0,144070,143978
1959,47,35,0,144091,143999
1960,46,35,0,144089,143997
1961,45,35,0,144073,143981
1962,44,35,0,144062,143970
1963,43,35,0,144092,144000
1964,42,35,0,144056,143964
1965,41,35,0,144064,143972
1966,40,35,0,144082,143990
1967,39,35,0,144082,143990
1968,38,35,0,144073,143981
1969,35,35,0,144068,143976
1970,33,35,0,144077,143985
1971,31,35,0,144067,143975
1972,30,35,0,144078,143986
1973,29,35,0,144059,143967
1974,28,35,0,144058,143966
1975,27,35,0,144058,143966
1976,26,35,0,144058,143966
1977,25,35,0,144083,143991
1978,22,35,0,144082,143990
1979,20,35,0,144084,143992
1980,18,35,0,144060,143968
1981,17,35,0,144067,143975
1982,15,35,0,144087,143995
1983,14,35,0,144077,143985
1984,13,35,0,144066,143974
1985,12,35,0,144093,144001
1986,11,35,0,144075,143983
1987,10,35,0,144089,143997
1988,8,35,0,144090,143998
1989,5,35,0,144079,143987
1990,4,35,0,144061,143969
1991,3,35,0,144065,143973
1992,2,35,0,144063,143971
1993,1,35,0,144085,143993
1994,0,35,0,144076,143984
1995,0,70,0,212558,212647
1996,0,52,0,212558,212647
1997,0,76,0,212464,212736
1998,0,75,0,212464,212736
1999,1,70,0,212567,212656
2000,1,52,0,212567,212656
2001,1,76,0,212473,212745
2002,1,75,0,212473,212745
2003,2,70,0,212580,212669
2004,2,52,0,212580,212669
2005,2,76,0,212485,212758
2006,2,75,0,212485,212758
2007,3,70,0,212582,212671
2008,3,52,0,212582,212671
2009,3,76,0,212487,212760
2010,3,75,0,212487,212760
2011,4,70,0,212578,212667
2012,4,52,0,212578,212667
2013,4,76,0,212458,212756
2014,4,75,0,212458,212756
2015,5,70,0,212561,212650
2016,5,52,0,212561,212650
2017,5,76,0,212467,212739
2018,5,75,0,212467,212739
2019,8,70,0,212573,212662
2020,8,52,0,212573,212662
2021,8,76,0,212479,212751
2022,8,75,0,212479,212751
2023,10,70,0,212572,212661
2024,10,52,0,212572,212661
2025,10,76,0,212478,212750
2026,10,75,0,212478,212750
2027,11,70,0,212557,212646
2028,11,52,0,212557,212646
2029,11,76,0,212463,212735
2030,11,75,0,212463,212735
2031,12,70,0,212576,212665
2032,12,52,0,212576,212665
2033,12,76,0,212482,212754
2034,12,75,0,212482,212754
2035,13,70,0,212584,212673
2036,13,52,0,212584,212673
2037,13,76,0,212489,212762
2038,13,75,0,212489,212762
2039,14,70,0,212559,212648
2040,14,52,0,212559,212648
2041,14,76,0,212465,212737
2042,14,75,0,212465,212737
2043,15,70,0,212570,212659
2044,15,52,0,212570,212659
2045,15,76,0,212476,212748
2046,15,75,0,212476,212748
2047,17,70,0,212585,212674
2048,17,52,0,212585,212674
2049,17,76,0,212490,212763
2050,17,75,0,212490,212763
2051,18,70,0,212577,212666
2052,18,52,0,212577,212666
2053,18,76,0,212483,212755
2054,18,75,0,212483,212755
2055,20,70,0,212566,212655
2056,20,52,0,212566,212655
2057,20,76,0,212472,212744
2058,20,75,0,212472,212744
2059,22,70,0,212564,212653
2060,22,52,0,212564,212653
2061,22,76,0,212470,212742
2062,22,75,0,212470,212742
2063,25,70,0,212565,212654
2064,25,52,0,212565,212654
2065,25,76,0,212471,212743
2066,26,70,0,212551,212641
2067,26,52,0,212551,212641
2068,26,76,0,212456,212730
2069,26,75,0,212456,212730
2070,27,70,0,212551,212641
2071,27,52,0,212551,212641
2072,27,76,0,212456,212730
2073,27,75,0,212456,212730
2074,28,70,0,212551,212641
2075,28,52,0,212551,212641
2076,28,76,0,212456,212730
2077,28,75,0,212456,212730
2078,29,70,0,212552,212642
2079,29,52,0,212552,212642
2080,29,76,0,212457,212731
2081,29,75,0,212457,212731
2082,30,70,0,212560,212649
2083,30,52,0,212560,212649
2084,30,76,0,212466,212738
2085,30,75,0,212466,212738
2086,31,70,0,212585,212674
2087,31,52,0,212585,212674
2088,31,76,0,212490,212763
2089,31,75,0,212490,212763
2090,33,70,0,212559,212648
2091,33,52,0,212559,212648
2092,33,76,0,212465,212737
2093,33,75,0,212465,212737
2094,35,70,0,212586,212675
2095,35,52,0,212586,212675
2096,35,76,0,212491,212764
2097,35,75,0,212491,212764
2098,38,70,0,212555,212644
2099,38,52,0,212555,212644
2100,38,76,0,212461,212733
2101,38,75,0,212461,212733
2102,39,70,0,212564,212653
2103,39,52,0,212564,212653
2104,39,76,0,212470,212742
2105,39,75,0,212470,212742
2106,40,70,0,212564,212653
2107,40,52,0,212564,212653
2108,40,76,0,212470,212742
2109,40,75,0,212470,212742
2110,41,70,0,212581,212670
2111,41,52,0,212581,212670
2112,41,76,0,212486,212759
2113,41,75,0,212486,212759
2114,42,70,0,212549,212639
2115,42,52,0,212549,212639
2116,42,76,0,212454,212728
2117,42,75,0,212454,212728
2118,43,70,0,212575,212664
2119,43,52,0,212575,212664
2120,43,76,0,212481,212753
2121,43,75,0,212481,212753
2122,44,70,0,212579,212668
2123,44,52,0,212579,212668
2124,44,76,0,212484,212757
2125,44,75,0,212484,212757
2126,45,70,0,212555,212644
2127,45,52,0,212555,212644
2128,45,76,0,212461,212733
2129,45,75,0,212461,212733
2130,46,70,0,212572,212661
2131,46,52,0,212572,212661
2132,46,76,0,212478,212750
2133,46,75,0,212478,212750
2134,47,70,0,212574,212663
2135,47,52,0,212574,212663
2136,47,76,0,212480,212752
2137,47,75,0,212480,212752
2138,48,70,0,212553,212677
2139,48,52,0,212553,212677
2140,48,76,0,212459,212766
2141,48,75,0,212459,212766
2142,49,70,0,212588,212678
2143,49,52,0,212588,212678
2144,49,76,0,212493,212767
2145,49,75,0,212493,212767
2146,50,70,0,212550,212640
2147,50,52,0,212550,212640
2148,50,76,0,212455,212729
2149,50,75,0,212455,212729
2150,51,70,0,212553,212677
2151,51,52,0,212553,212677
2152,51,76,0,212459,212766
2153,51,75,0,212459,212766
2154,52,70,0,212554,212643
2155,52,52,0,212554,212643
2156,52,76,0,212460,212732
2157,52,75,0,212460,212732
2158,54,70,0,212564,212653
2159,54,52,0,212564,212653
2160,54,76,0,212564,212653
2161,54,75,0,212564,212653
2162,55,70,0,212559,212648
2163,55,52,0,212559,212648
2164,55,76,0,212465,212737
2165,55,75,0,212465,212737
2166,57,70,0,212572,212661
2167,57,52,0,212572,212661
2168,57,76,0,212478,212750
2169,57,75,0,212478,212750
2170,59,70,0,212587,212676
2171,59,52,0,212587,212676
2172,59,76,0,212492,212765
2173,59,75,0,212492,212765
2174,61,70,0,212559,212648
2175,61,52,0,212559,212648
2176,61,76,0,212465,212737
2177,61,75,0,212465,212737
2178,62,70,0,212556,212645
2179,62,52,0,212556,212645
2180,62,76,0,212462,212734
2181,62,75,0,212462,212734
2182,63,70,0,212571,212660
2183,63,52,0,212571,212660
2184,63,76,0,212477,212749
2185,63,75,0,212477,212749
2186,64,70,0,212568,212657
2187,64,52,0,212568,212657
2188,64,76,0,212474,212474
2189,64,75,0,212474,212474
2190,65,70,0,212569,212658
2191,65,52,0,212569,212658
2192,65,75,0,212475,212747
2193,65,76,0,212475,212747
2194,60,75,0,212488,212761
2195,60,76,0,212488,212761
2196,60,52,0,212583,212672
2197,60,70,0,212583,212672
2198,42,85,0,262383,262307
2199,42,84,0,262383,262307
2200,50,85,0,262384,262308
2201,50,84,0,262384,262308
2202,28,85,0,262385,262309
2203,28,84,0,262385,262309
2204,29,85,0,262386,262310
2205,29,84,0,262386,262310
2206,18,85,0,262408,262333
2207,18,84,0,262408,262333
2208,4,85,0,262409,262334
2209,4,84,0,262409,262334
2210,44,85,0,262410,262335
2211,44,84,0,262410,262335
2212,2,85,0,262411,262336
2213,2,84,0,262411,262336
2214,41,85,0,262412,262337
2215,41,84,0,262412,262337
2216,3,85,0,262413,262338
2217,3,84,0,262413,262338
2218,13,85,0,262414,262339
2219,13,84,0,262414,262339
2220,31,85,0,262415,262340
2221,31,84,0,262415,262340
2222,35,85,0,262416,262341
2223,35,84,0,262416,262341
2224,59,85,0,262417,262342
2225,59,84,0,262417,262342
2226,51,85,0,262418,262343
2227,51,84,0,262418,262343
2228,49,85,0,262419,262344
2229,49,84,0,262419,262344
2230,52,85,0,262387,262311
2231,52,84,0,262387,262311
2232,38,85,0,262388,262312
2233,38,84,0,262388,262312
2234,62,85,0,262389,262313
2235,62,84,0,262389,262313
2236,11,85,0,262390,262314
2237,11,84,0,262390,262314
2238,0,85,0,262391,262315
2239,0,84,0,262391,262315
2240,55,85,0,262392,262316
2241,55,84,0,262392,262316
2242,30,85,0,262393,262317
2243,30,84,0,262393,262317
2244,5,85,0,262394,262318
2245,5,84,0,262394,262318
2246,25,85,0,262397,262322
2247,25,84,0,262397,262322
2248,40,85,0,262396,262321
2249,40,84,0,262396,262321
2250,20,85,0,262398,262323
2251,20,84,0,262398,262323
2252,1,85,0,262399,262324
2253,1,84,0,262399,262324
2254,64,85,0,262400,262325
2255,64,84,0,262400,262325
2256,15,85,0,262401,262326
2257,15,84,0,262401,262326
2258,63,85,0,262402,262327
2259,63,84,0,262402,262327
2260,46,85,0,262403,262328
2261,46,84,0,262403,262328
2262,8,85,0,262404,262329
2263,8,84,0,262404,262329
2264,47,85,0,262405,262330
2265,47,84,0,262405,262330
2266,43,85,0,262406,262331
2267,43,84,0,262406,262331
2268,12,85,0,262407,262332
2269,12,84,0,262407,262332
2270,10,85,0,262403,262328
2271,10,84,0,262403,262328
2272,14,85,0,262392,262316
2273,14,84,0,262392,262316
2274,17,85,0,262415,262340
2275,17,84,0,262415,262340
2276,22,85,0,262396,262321
2277,22,84,0,262396,262321
2278,26,85,0,262385,262309
2279,26,84,0,262385,262309
2280,27,85,0,262385,262309
2281,27,84,0,262385,262309
2282,33,85,0,262392,262316
2283,33,84,0,262392,262316
2284,39,85,0,262396,262321
2285,39,84,0,262396,262321
2286,45,85,0,262388,262312
2287,45,84,0,262388,262312
2288,48,85,0,262418,262343
2289,48,84,0,262418,262343
2290,54,85,0,262396,262321
2291,54,84,0,262396,262321
2292,57,85,0,262403,262328
2293,57,84,0,262403,262328
2294,61,85,0,262392,262316
2295,61,84,0,262392,262316
