ID,SoundType,VolumeFloat,Flags,MinDistance,DistanceCutoff,EAXDef,SoundKitAdvancedID,VolumeVariationPlus,VolumeVariationMinus,PitchVariationPlus,PitchVariationMinus,DialogType,PitchAdjust,BusOverwriteID,MaxInstances,SoundMixGroupID
59243,10,0.79999995,4096,20,60,0,25996,0,0,0,0,1,0,0,0,0
59244,10,0.79999995,4096,20,60,0,25997,0,0,0,0,1,0,0,0,0
59245,10,0.79999995,4096,20,60,0,25998,0,0,0,0,1,0,0,0,0
59246,10,0.79999995,4096,20,60,0,25999,0,0,0,0,1,0,0,0,0
59247,10,0.79999995,4096,20,60,0,26000,0,0,0,0,1,0,0,0,0
59248,10,0.79999995,4096,20,60,0,26001,0,0,0,0,1,0,0,0,0
59249,10,0.79999995,4096,20,60,0,26002,0,0,0,0,1,0,0,0,0
59250,10,0.79999995,4096,20,60,0,26003,0,0,0,0,1,0,0,0,0
59251,10,0.79999995,4096,20,60,0,26004,0,0,0,0,1,0,0,0,0
59252,10,0.79999995,4096,20,60,0,26005,0,0,0,0,1,0,0,0,0
59253,10,0.79999995,4096,20,60,0,26006,0,0,0,0,1,0,0,0,0
59254,10,0.79999995,4096,20,60,0,26007,0,0,0,0,1,0,0,0,0
59255,10,0.79999995,4096,20,60,0,26008,0,0,0,0,1,0,0,0,0
59256,10,0.79999995,4096,20,60,0,26009,0,0,0,0,1,0,0,0,0
59257,10,0.79999995,4096,20,60,0,26010,0,0,0,0,1,0,0,0,0
59258,10,0.79999995,4096,20,60,0,26011,0,0,0,0,1,0,0,0,0
59259,10,0.79999995,4096,20,60,0,26012,0,0,0,0,1,0,0,0,0
59260,10,0.79999995,4096,20,60,0,26013,0,0,0,0,1,0,0,0,0
59261,10,0.79999995,4096,20,60,0,26014,0,0,0,0,1,0,0,0,0
59262,10,0.79999995,4096,20,60,0,26015,0,0,0,0,1,0,0,0,0
59263,10,0.79999995,4096,20,60,0,26016,0,0,0,0,1,0,0,0,0
59264,10,0.79999995,4096,20,60,0,26017,0,0,0,0,1,0,0,0,0
59265,10,0.79999995,4096,20,60,0,26018,0,0,0,0,1,0,0,0,0
59266,10,0.79999995,4096,20,60,0,26019,0,0,0,0,1,0,0,0,0
59267,10,0.79999995,4096,20,60,0,26020,0,0,0,0,1,0,0,0,0
59268,10,0.79999995,4096,20,60,0,26021,0,0,0,0,1,0,0,0,0
59269,10,0.79999995,4096,20,60,0,26022,0,0,0,0,1,0,0,0,0
59270,10,0.79999995,4096,20,60,0,26023,0,0,0,0,1,0,0,0,0
59271,10,0.79999995,4096,20,60,0,26024,0,0,0,0,1,0,0,0,0
59272,10,0.79999995,4096,20,60,0,26025,0,0,0,0,1,0,0,0,0
59273,10,0.79999995,4096,20,60,0,26026,0,0,0,0,1,0,0,0,0
59274,10,0.79999995,4096,20,60,0,26027,0,0,0,0,1,0,0,0,0
59275,10,0.79999995,4096,20,60,0,26028,0,0,0,0,1,0,0,0,0
59276,10,0.79999995,4096,20,60,0,26029,0,0,0,0,1,0,0,0,0
59277,10,0.79999995,4096,20,60,0,26030,0,0,0,0,1,0,0,0,0
59278,10,0.79999995,4096,20,60,0,26031,0,0,0,0,1,0,0,0,0
59279,10,0.79999995,4096,20,60,0,26032,0,0,0,0,1,0,0,0,0
59280,10,0.79999995,4096,20,60,0,26033,0,0,0,0,1,0,0,0,0
59281,10,0.79999995,4096,20,60,0,26034,0,0,0,0,1,0,0,0,0
59282,10,0.79999995,4096,20,60,0,26035,0,0,0,0,1,0,0,0,0
59283,10,0.79999995,4096,20,60,0,26036,0,0,0,0,1,0,0,0,0
59284,10,0.79999995,4096,20,60,0,26037,0,0,0,0,1,0,0,0,0
59285,10,0.79999995,4096,20,60,0,26038,0,0,0,0,1,0,0,0,0
59286,10,0.79999995,4096,20,60,0,26039,0,0,0,0,1,0,0,0,0
59287,10,0.79999995,4096,20,60,0,26040,0,0,0,0,1,0,0,0,0
59288,10,0.79999995,4096,20,60,0,26041,0,0,0,0,1,0,0,0,0
59289,10,0.79999995,4096,20,60,0,26042,0,0,0,0,1,0,0,0,0
59290,10,0.79999995,4096,20,60,0,26043,0,0,0,0,1,0,0,0,0
59291,10,0.79999995,4096,20,60,0,26044,0,0,0,0,1,0,0,0,0
59292,10,0.79999995,4096,20,60,0,26045,0,0,0,0,1,0,0,0,0
59293,10,0.79999995,4096,20,60,0,26046,0,0,0,0,1,0,0,0,0
59294,10,0.79999995,4096,20,60,0,26047,0,0,0,0,1,0,0,0,0
59295,10,0.79999995,4096,20,60,0,26048,0,0,0,0,1,0,0,0,0
59296,10,0.79999995,4096,20,60,0,26049,0,0,0,0,1,0,0,0,0
59297,10,0.79999995,4096,20,60,0,26050,0,0,0,0,1,0,0,0,0
59298,10,0.79999995,4096,20,60,0,26051,0,0,0,0,1,0,0,0,0
59299,10,0.79999995,4096,20,60,0,26052,0,0,0,0,1,0,0,0,0
59300,10,0.79999995,4096,20,60,0,26053,0,0,0,0,1,0,0,0,0
59301,10,0.79999995,4096,20,60,0,26054,0,0,0,0,1,0,0,0,0
59302,10,0.79999995,4096,20,60,0,26055,0,0,0,0,1,0,0,0,0
59303,10,0.79999995,4096,20,60,0,26056,0,0,0,0,1,0,0,0,0
59304,10,0.79999995,4096,20,60,0,26057,0,0,0,0,1,0,0,0,0
59305,10,0.79999995,4096,20,60,0,26058,0,0,0,0,1,0,0,0,0
59306,10,0.79999995,4096,20,60,0,26059,0,0,0,0,1,0,0,0,0
59307,10,0.79999995,4096,20,60,0,26060,0,0,0,0,1,0,0,0,0
59308,10,0.79999995,4096,20,60,0,26061,0,0,0,0,1,0,0,0,0
59309,10,0.79999995,4096,20,60,0,26062,0,0,0,0,1,0,0,0,0
59310,10,0.79999995,4096,20,60,0,26063,0,0,0,0,1,0,0,0,0
59311,10,0.79999995,4096,20,60,0,26064,0,0,0,0,1,0,0,0,0
59312,10,0.79999995,4096,20,60,0,26065,0,0,0,0,1,0,0,0,0
59313,10,0.79999995,4096,20,60,0,26066,0,0,0,0,1,0,0,0,0
59314,10,0.79999995,4096,20,60,0,26067,0,0,0,0,1,0,0,0,0
59315,10,0.79999995,4096,20,60,0,26068,0,0,0,0,1,0,0,0,0
59316,10,0.79999995,4096,20,60,0,26069,0,0,0,0,1,0,0,0,0
59317,10,0.79999995,4096,20,60,0,26070,0,0,0,0,1,0,0,0,0
59318,10,0.79999995,4096,20,60,0,26071,0,0,0,0,1,0,0,0,0
59319,10,0.79999995,4096,20,60,0,26072,0,0,0,0,1,0,0,0,0
59320,10,0.79999995,4096,20,60,0,26073,0,0,0,0,1,0,0,0,0
59321,10,0.79999995,4096,20,60,0,26074,0,0,0,0,1,0,0,0,0
59322,10,0.79999995,4096,20,60,0,26075,0,0,0,0,1,0,0,0,0
59323,10,0.79999995,4096,20,60,0,26076,0,0,0,0,1,0,0,0,0
59324,10,0.79999995,4096,20,60,0,26077,0,0,0,0,1,0,0,0,0
59325,10,0.79999995,4096,20,60,0,26078,0,0,0,0,1,0,0,0,0
59326,10,0.79999995,4096,20,60,0,26079,0,0,0,0,1,0,0,0,0
59327,10,0.79999995,4096,20,60,0,26080,0,0,0,0,1,0,0,0,0
59328,10,0.79999995,4096,20,60,0,26081,0,0,0,0,1,0,0,0,0
59329,10,0.79999995,4096,20,60,0,26082,0,0,0,0,1,0,0,0,0
59330,10,0.79999995,4096,20,60,0,26083,0,0,0,0,1,0,0,0,0
59331,10,0.79999995,4096,20,60,0,26084,0,0,0,0,1,0,0,0,0
59332,10,0.79999995,4096,20,60,0,26085,0,0,0,0,1,0,0,0,0
59333,10,0.79999995,4096,20,60,0,26086,0,0,0,0,1,0,0,0,0
59334,10,0.79999995,4096,20,60,0,26087,0,0,0,0,1,0,0,0,0
59335,10,0.79999995,4096,20,60,0,26088,0,0,0,0,1,0,0,0,0
59336,10,0.79999995,4096,20,60,0,26089,0,0,0,0,1,0,0,0,0
59337,10,0.79999995,4096,20,60,0,26090,0,0,0,0,1,0,0,0,0
59338,10,0.79999995,4096,20,60,0,26091,0,0,0,0,1,0,0,0,0
59339,10,0.79999995,4096,20,60,0,26092,0,0,0,0,1,0,0,0,0
59340,10,0.79999995,4096,20,60,0,26093,0,0,0,0,1,0,0,0,0
59341,10,0.79999995,4096,20,60,0,26094,0,0,0,0,1,0,0,0,0
59342,10,0.79999995,4096,20,60,0,26095,0,0,0,0,1,0,0,0,0
59343,10,0.79999995,4096,20,60,0,26096,0,0,0,0,1,0,0,0,0
59344,10,0.79999995,4096,20,60,0,26097,0,0,0,0,1,0,0,0,0
59345,10,0.79999995,4096,20,60,0,26098,0,0,0,0,1,0,0,0,0
59346,10,0.79999995,4096,20,60,0,26099,0,0,0,0,1,0,0,0,0
59347,10,0.79999995,4096,20,60,0,26100,0,0,0,0,1,0,0,0,0
59348,10,0.79999995,4096,20,60,0,26101,0,0,0,0,1,0,0,0,0
59349,10,0.79999995,4096,20,60,0,26102,0,0,0,0,1,0,0,0,0
59350,10,0.79999995,4096,20,60,0,26103,0,0,0,0,1,0,0,0,0
59351,10,0.79999995,4096,20,60,0,26104,0,0,0,0,1,0,0,0,0
59352,10,0.79999995,4096,20,60,0,26105,0,0,0,0,1,0,0,0,0
59353,10,0.79999995,4096,20,60,0,26106,0,0,0,0,1,0,0,0,0
59354,10,0.79999995,4096,20,60,0,26107,0,0,0,0,1,0,0,0,0
59355,10,0.79999995,4096,20,60,0,26108,0,0,0,0,1,0,0,0,0
59356,10,0.79999995,4096,20,60,0,26109,0,0,0,0,1,0,0,0,0
59357,10,0.79999995,4096,20,60,0,26110,0,0,0,0,1,0,0,0,0
59358,10,0.79999995,4096,20,60,0,26111,0,0,0,0,1,0,0,0,0
59359,10,0.79999995,4096,20,60,0,26112,0,0,0,0,1,0,0,0,0
59360,10,0.79999995,4096,20,60,0,26113,0,0,0,0,1,0,0,0,0
59361,10,0.79999995,4096,20,60,0,26114,0,0,0,0,1,0,0,0,0
59362,10,0.79999995,4096,20,60,0,26115,0,0,0,0,1,0,0,0,0
59363,10,0.79999995,4096,20,60,0,26116,0,0,0,0,1,0,0,0,0
59364,10,0.79999995,4096,20,60,0,26117,0,0,0,0,1,0,0,0,0
59365,10,0.79999995,4096,20,60,0,26118,0,0,0,0,1,0,0,0,0
59366,10,0.79999995,4096,20,60,0,26119,0,0,0,0,1,0,0,0,0
59367,10,0.79999995,4096,20,60,0,26120,0,0,0,0,1,0,0,0,0
59368,10,0.79999995,4096,20,60,0,26121,0,0,0,0,1,0,0,0,0
59369,10,0.79999995,4096,20,60,0,26122,0,0,0,0,1,0,0,0,0
59370,10,0.79999995,4096,20,60,0,26123,0,0,0,0,1,0,0,0,0
59371,10,0.79999995,4096,20,60,0,26124,0,0,0,0,1,0,0,0,0
59372,10,0.79999995,4096,20,60,0,26125,0,0,0,0,1,0,0,0,0
59373,10,0.79999995,4096,20,60,0,26126,0,0,0,0,1,0,0,0,0
59374,10,0.79999995,4096,20,60,0,26127,0,0,0,0,1,0,0,0,0
59375,10,0.79999995,4096,20,60,0,26128,0,0,0,0,1,0,0,0,0
59376,10,0.79999995,4096,20,60,0,26129,0,0,0,0,1,0,0,0,0
59377,10,0.79999995,4096,20,60,0,26130,0,0,0,0,1,0,0,0,0
59378,10,0.79999995,4096,20,60,0,26131,0,0,0,0,1,0,0,0,0
59379,10,0.79999995,4096,20,60,0,26132,0,0,0,0,1,0,0,0,0
59380,10,0.79999995,4096,20,60,0,26133,0,0,0,0,1,0,0,0,0
59381,10,0.79999995,4096,20,60,0,26134,0,0,0,0,1,0,0,0,0
59382,10,0.79999995,4096,20,60,0,26135,0,0,0,0,1,0,0,0,0
59383,10,0.79999995,4096,20,60,0,26136,0,0,0,0,1,0,0,0,0
59384,10,0.79999995,4096,20,60,0,26137,0,0,0,0,1,0,0,0,0
59385,10,0.79999995,4096,20,60,0,26138,0,0,0,0,1,0,0,0,0
59386,10,0.79999995,4096,20,60,0,26139,0,0,0,0,1,0,0,0,0
59387,10,0.79999995,4096,20,60,0,26140,0,0,0,0,1,0,0,0,0
59388,10,0.79999995,4096,20,60,0,26141,0,0,0,0,1,0,0,0,0
59389,10,0.79999995,4096,20,60,0,26142,0,0,0,0,1,0,0,0,0
59390,10,0.79999995,4096,20,60,0,26143,0,0,0,0,1,0,0,0,0
59391,10,0.79999995,4096,20,60,0,26144,0,0,0,0,1,0,0,0,0
59392,10,0.79999995,4096,20,60,0,26145,0,0,0,0,1,0,0,0,0
59393,10,0.79999995,4096,20,60,0,26146,0,0,0,0,1,0,0,0,0
59394,10,0.79999995,4096,20,60,0,26147,0,0,0,0,1,0,0,0,0
59395,10,0.79999995,4096,20,60,0,26148,0,0,0,0,1,0,0,0,0
59396,10,0.79999995,4096,20,60,0,26149,0,0,0,0,1,0,0,0,0
59397,10,0.79999995,4096,20,60,0,26150,0,0,0,0,1,0,0,0,0
59398,10,0.79999995,4096,20,60,0,26151,0,0,0,0,1,0,0,0,0
59399,10,0.79999995,4096,20,60,0,26152,0,0,0,0,1,0,0,0,0
59400,10,0.79999995,4096,20,60,0,26153,0,0,0,0,1,0,0,0,0
59401,10,0.79999995,4096,20,60,0,26154,0,0,0,0,1,0,0,0,0
59402,10,0.79999995,4096,20,60,0,26155,0,0,0,0,1,0,0,0,0
59403,10,0.79999995,4096,20,60,0,26156,0,0,0,0,1,0,0,0,0
59404,10,0.79999995,4096,20,60,0,26157,0,0,0,0,1,0,0,0,0
59405,10,0.79999995,4096,20,60,0,26158,0,0,0,0,1,0,0,0,0
59406,10,0.79999995,4096,20,60,0,26159,0,0,0,0,1,0,0,0,0
59407,10,0.79999995,4096,20,60,0,26160,0,0,0,0,1,0,0,0,0
59408,10,0.79999995,4096,20,60,0,26161,0,0,0,0,1,0,0,0,0
59409,10,0.79999995,4096,20,60,0,26162,0,0,0,0,1,0,0,0,0
59410,10,0.79999995,4096,20,60,0,26163,0,0,0,0,1,0,0,0,0
59411,10,0.79999995,4096,20,60,0,26164,0,0,0,0,1,0,0,0,0
59412,10,0.79999995,4096,20,60,0,26165,0,0,0,0,1,0,0,0,0
59413,10,0.79999995,4096,20,60,0,26166,0,0,0,0,1,0,0,0,0
59414,10,0.79999995,4096,20,60,0,26167,0,0,0,0,1,0,0,0,0
59415,10,0.79999995,4096,20,60,0,26168,0,0,0,0,1,0,0,0,0
59416,10,0.79999995,4096,20,60,0,26169,0,0,0,0,1,0,0,0,0
59417,10,0.79999995,4096,20,60,0,26170,0,0,0,0,1,0,0,0,0
59418,10,0.79999995,4096,20,60,0,26171,0,0,0,0,1,0,0,0,0
59419,10,0.79999995,4096,20,60,0,26172,0,0,0,0,1,0,0,0,0
59420,10,0.79999995,4096,20,60,0,26173,0,0,0,0,1,0,0,0,0
59421,10,0.79999995,4096,20,60,0,26174,0,0,0,0,1,0,0,0,0
59422,10,0.79999995,4096,20,60,0,26175,0,0,0,0,1,0,0,0,0
59423,10,0.79999995,4096,20,60,0,26176,0,0,0,0,1,0,0,0,0
59424,10,0.79999995,4096,20,60,0,26177,0,0,0,0,1,0,0,0,0
59425,10,0.79999995,4096,20,60,0,26178,0,0,0,0,1,0,0,0,0
59426,10,0.79999995,4096,20,60,0,26179,0,0,0,0,1,0,0,0,0
59427,10,0.79999995,4096,20,60,0,26180,0,0,0,0,1,0,0,0,0
59428,10,0.79999995,4096,20,60,0,26181,0,0,0,0,1,0,0,0,0
59429,10,0.79999995,4096,20,60,0,26182,0,0,0,0,1,0,0,0,0
59430,10,0.79999995,4096,20,60,0,26183,0,0,0,0,1,0,0,0,0
59431,10,0.79999995,4096,20,60,0,26184,0,0,0,0,1,0,0,0,0
59432,10,0.79999995,4096,20,60,0,26185,0,0,0,0,1,0,0,0,0
59433,10,0.79999995,4096,20,60,0,26186,0,0,0,0,1,0,0,0,0
59434,10,0.79999995,4096,20,60,0,26187,0,0,0,0,1,0,0,0,0
59435,10,0.79999995,4096,20,60,0,26188,0,0,0,0,1,0,0,0,0
59436,10,0.79999995,4096,20,60,0,26189,0,0,0,0,1,0,0,0,0
59437,10,0.79999995,4096,20,60,0,26190,0,0,0,0,1,0,0,0,0
59438,10,0.79999995,4096,20,60,0,26191,0,0,0,0,1,0,0,0,0
59439,10,0.79999995,4096,20,60,0,26192,0,0,0,0,1,0,0,0,0
59440,10,0.79999995,4096,20,60,0,26193,0,0,0,0,1,0,0,0,0
59441,10,0.79999995,4096,20,60,0,26194,0,0,0,0,1,0,0,0,0
59442,10,0.79999995,4096,20,60,0,26195,0,0,0,0,1,0,0,0,0
59443,10,0.79999995,4096,20,60,0,26196,0,0,0,0,1,0,0,0,0
59444,10,0.79999995,4096,20,60,0,26197,0,0,0,0,1,0,0,0,0
59445,10,0.79999995,4096,20,60,0,26198,0,0,0,0,1,0,0,0,0
59446,10,0.79999995,4096,20,60,0,26199,0,0,0,0,1,0,0,0,0
59447,10,0.79999995,4096,20,60,0,26200,0,0,0,0,1,0,0,0,0
59448,10,0.79999995,4096,20,60,0,26201,0,0,0,0,1,0,0,0,0
59449,10,0.79999995,4096,20,60,0,26202,0,0,0,0,1,0,0,0,0
59450,10,0.79999995,4096,20,60,0,26203,0,0,0,0,1,0,0,0,0
59451,10,0.79999995,4096,20,60,0,26204,0,0,0,0,1,0,0,0,0
59452,10,0.79999995,4096,20,60,0,26205,0,0,0,0,1,0,0,0,0
59453,10,0.79999995,4096,20,60,0,26206,0,0,0,0,1,0,0,0,0
59454,10,0.79999995,4096,20,60,0,26207,0,0,0,0,1,0,0,0,0
59455,10,0.79999995,4096,20,60,0,26208,0,0,0,0,1,0,0,0,0
59456,10,0.79999995,4096,20,60,0,26209,0,0,0,0,1,0,0,0,0
59457,10,0.79999995,4096,20,60,0,26210,0,0,0,0,1,0,0,0,0
59458,10,0.79999995,4096,20,60,0,26211,0,0,0,0,1,0,0,0,0
59459,10,0.79999995,4096,20,60,0,26212,0,0,0,0,1,0,0,0,0
59460,10,0.79999995,4096,20,60,0,26213,0,0,0,0,1,0,0,0,0
59461,10,0.79999995,4096,20,60,0,26214,0,0,0,0,1,0,0,0,0
59462,10,0.79999995,4096,20,60,0,26215,0,0,0,0,1,0,0,0,0
59463,10,0.79999995,4096,20,60,0,26216,0,0,0,0,1,0,0,0,0
59464,10,0.79999995,4096,20,60,0,26217,0,0,0,0,1,0,0,0,0
59465,10,0.79999995,4096,20,60,0,26218,0,0,0,0,1,0,0,0,0
59466,10,0.79999995,4096,20,60,0,26219,0,0,0,0,1,0,0,0,0
59467,10,0.79999995,4096,20,60,0,26220,0,0,0,0,1,0,0,0,0
59468,10,0.79999995,4096,20,60,0,26221,0,0,0,0,1,0,0,0,0
59469,10,0.79999995,4096,20,60,0,26222,0,0,0,0,1,0,0,0,0
59470,10,0.79999995,4096,20,60,0,26223,0,0,0,0,1,0,0,0,0
59471,10,0.79999995,4096,20,60,0,26224,0,0,0,0,1,0,0,0,0
59472,10,0.79999995,4096,20,60,0,26225,0,0,0,0,1,0,0,0,0
59473,10,0.79999995,4096,20,60,0,26226,0,0,0,0,1,0,0,0,0
59474,10,0.79999995,4096,20,60,0,26227,0,0,0,0,1,0,0,0,0
59475,10,0.79999995,4096,20,60,0,26228,0,0,0,0,1,0,0,0,0
59476,10,0.79999995,4096,20,60,0,26229,0,0,0,0,1,0,0,0,0
59477,10,0.79999995,4096,20,60,0,26230,0,0,0,0,1,0,0,0,0
59478,10,0.79999995,4096,20,60,0,26231,0,0,0,0,1,0,0,0,0
59479,10,0.79999995,4096,20,60,0,26232,0,0,0,0,1,0,0,0,0
59480,10,0.79999995,4096,20,60,0,26233,0,0,0,0,1,0,0,0,0
59481,10,0.79999995,4096,20,60,0,26234,0,0,0,0,1,0,0,0,0
59482,10,0.79999995,4096,20,60,0,26235,0,0,0,0,1,0,0,0,0
59483,10,0.79999995,4096,20,60,0,26236,0,0,0,0,1,0,0,0,0
59484,10,0.79999995,4096,20,60,0,26237,0,0,0,0,1,0,0,0,0
59485,10,0.79999995,4096,20,60,0,26238,0,0,0,0,1,0,0,0,0
59486,10,0.79999995,4096,20,60,0,26239,0,0,0,0,1,0,0,0,0
59487,10,0.79999995,4096,20,60,0,26240,0,0,0,0,1,0,0,0,0
59488,10,0.79999995,4096,20,60,0,26241,0,0,0,0,1,0,0,0,0
59489,10,0.79999995,4096,20,60,0,26242,0,0,0,0,1,0,0,0,0
59490,10,0.79999995,4096,20,60,0,26243,0,0,0,0,1,0,0,0,0
59491,10,0.79999995,4096,20,60,0,26244,0,0,0,0,1,0,0,0,0
59492,10,0.79999995,4096,20,60,0,26245,0,0,0,0,1,0,0,0,0
59493,10,0.79999995,4096,20,60,0,26246,0,0,0,0,1,0,0,0,0
59494,10,0.79999995,4096,20,60,0,26247,0,0,0,0,1,0,0,0,0
59495,10,0.79999995,4096,20,60,0,26248,0,0,0,0,1,0,0,0,0
59496,10,0.79999995,4096,20,60,0,26249,0,0,0,0,1,0,0,0,0
59497,10,0.79999995,4096,20,60,0,26250,0,0,0,0,1,0,0,0,0
59498,10,0.79999995,4096,20,60,0,26251,0,0,0,0,1,0,0,0,0
59499,10,0.79999995,4096,20,60,0,26252,0,0,0,0,1,0,0,0,0
59500,10,0.79999995,4096,20,60,0,26253,0,0,0,0,1,0,0,0,0
59501,10,0.79999995,4096,20,60,0,26254,0,0,0,0,1,0,0,0,0
59502,10,0.79999995,4096,20,60,0,26255,0,0,0,0,1,0,0,0,0
59503,10,0.79999995,4096,20,60,0,26256,0,0,0,0,1,0,0,0,0
59504,10,0.79999995,4096,20,60,0,26257,0,0,0,0,1,0,0,0,0
59505,10,0.79999995,4096,20,60,0,26258,0,0,0,0,1,0,0,0,0
59506,10,0.79999995,4096,20,60,0,26259,0,0,0,0,1,0,0,0,0
59507,10,0.79999995,4096,20,60,0,26260,0,0,0,0,1,0,0,0,0
59508,10,0.79999995,4096,20,60,0,26261,0,0,0,0,1,0,0,0,0
59509,10,0.79999995,4096,20,60,0,26262,0,0,0,0,1,0,0,0,0
59510,10,0.79999995,4096,20,60,0,26263,0,0,0,0,1,0,0,0,0
59511,10,0.79999995,4096,20,60,0,26264,0,0,0,0,1,0,0,0,0
59512,10,0.79999995,4096,20,60,0,26265,0,0,0,0,1,0,0,0,0
59513,10,0.79999995,4096,20,60,0,26266,0,0,0,0,1,0,0,0,0
59514,10,0.79999995,4096,20,60,0,26267,0,0,0,0,1,0,0,0,0
59515,10,0.79999995,4096,20,60,0,26268,0,0,0,0,1,0,0,0,0
59516,10,0.79999995,4096,20,60,0,26269,0,0,0,0,1,0,0,0,0
59517,10,0.79999995,4096,20,60,0,26270,0,0,0,0,1,0,0,0,0
59518,10,0.79999995,4096,20,60,0,26271,0,0,0,0,1,0,0,0,0
59519,10,0.79999995,4096,20,60,0,26272,0,0,0,0,1,0,0,0,0
59520,10,0.79999995,4096,20,60,0,26273,0,0,0,0,1,0,0,0,0
59521,10,0.79999995,4096,20,60,0,26274,0,0,0,0,1,0,0,0,0
59522,10,0.79999995,4096,20,60,0,26275,0,0,0,0,1,0,0,0,0
59523,10,0.79999995,4096,20,60,0,26276,0,0,0,0,1,0,0,0,0
59524,10,0.79999995,4096,20,60,0,26277,0,0,0,0,1,0,0,0,0
59525,10,0.79999995,4096,20,60,0,26278,0,0,0,0,1,0,0,0,0
59526,10,0.79999995,4096,20,60,0,26279,0,0,0,0,1,0,0,0,0
59527,10,0.79999995,4096,20,60,0,26280,0,0,0,0,1,0,0,0,0
59528,10,0.79999995,4096,20,60,0,26281,0,0,0,0,1,0,0,0,0
59529,10,0.79999995,4096,20,60,0,26282,0,0,0,0,1,0,0,0,0
59530,10,0.79999995,4096,20,60,0,26283,0,0,0,0,1,0,0,0,0
59531,10,0.79999995,4096,20,60,0,26284,0,0,0,0,1,0,0,0,0
59532,10,0.79999995,4096,20,60,0,26285,0,0,0,0,1,0,0,0,0
59533,10,0.79999995,4096,20,60,0,26286,0,0,0,0,1,0,0,0,0
59534,10,0.79999995,4096,20,60,0,26287,0,0,0,0,1,0,0,0,0
59535,10,0.79999995,4096,20,60,0,26288,0,0,0,0,1,0,0,0,0
59536,10,0.79999995,4096,20,60,0,26289,0,0,0,0,1,0,0,0,0
59537,10,0.79999995,4096,20,60,0,26290,0,0,0,0,1,0,0,0,0
59538,10,0.79999995,4096,20,60,0,26291,0,0,0,0,1,0,0,0,0
59539,10,0.79999995,4096,20,60,0,26292,0,0,0,0,1,0,0,0,0
59540,10,0.79999995,4096,20,60,0,26293,0,0,0,0,1,0,0,0,0
59541,10,0.79999995,4096,20,60,0,26294,0,0,0,0,1,0,0,0,0
59542,10,0.79999995,4096,20,60,0,26295,0,0,0,0,1,0,0,0,0
59543,10,0.79999995,4096,20,60,0,26296,0,0,0,0,1,0,0,0,0
59544,10,0.79999995,4096,20,60,0,26297,0,0,0,0,1,0,0,0,0
59545,10,0.79999995,4096,20,60,0,26298,0,0,0,0,1,0,0,0,0
59546,10,0.79999995,4096,20,60,0,26299,0,0,0,0,1,0,0,0,0
59547,10,0.79999995,4096,20,60,0,26300,0,0,0,0,1,0,0,0,0
59548,10,0.79999995,4096,20,60,0,26301,0,0,0,0,1,0,0,0,0
59549,10,0.79999995,4096,20,60,0,26302,0,0,0,0,1,0,0,0,0
59550,10,0.79999995,4096,20,60,0,26303,0,0,0,0,1,0,0,0,0
59551,10,0.79999995,4096,20,60,0,26304,0,0,0,0,1,0,0,0,0
59552,10,0.79999995,4096,20,60,0,26305,0,0,0,0,1,0,0,0,0
59553,10,0.79999995,4096,20,60,0,26306,0,0,0,0,1,0,0,0,0
59554,10,0.79999995,4096,20,60,0,26307,0,0,0,0,1,0,0,0,0
59555,10,0.79999995,4096,20,60,0,26308,0,0,0,0,1,0,0,0,0
59556,10,0.79999995,4096,20,60,0,26309,0,0,0,0,1,0,0,0,0
59557,10,0.79999995,4096,20,60,0,26310,0,0,0,0,1,0,0,0,0
59558,10,0.79999995,4096,20,60,0,26311,0,0,0,0,1,0,0,0,0
59559,10,0.79999995,4096,20,60,0,26312,0,0,0,0,1,0,0,0,0
59560,10,0.79999995,4096,20,60,0,26313,0,0,0,0,1,0,0,0,0
59561,10,0.79999995,4096,20,60,0,26314,0,0,0,0,1,0,0,0,0
59562,10,0.79999995,4096,20,60,0,26315,0,0,0,0,1,0,0,0,0
59563,10,0.79999995,4096,20,60,0,26316,0,0,0,0,1,0,0,0,0
59564,10,0.79999995,4096,20,60,0,26317,0,0,0,0,1,0,0,0,0
59565,10,0.79999995,4096,20,60,0,26318,0,0,0,0,1,0,0,0,0
59566,10,0.79999995,4096,20,60,0,26319,0,0,0,0,1,0,0,0,0
59567,10,0.79999995,4096,20,60,0,26320,0,0,0,0,1,0,0,0,0
59568,10,0.79999995,4096,20,60,0,26321,0,0,0,0,1,0,0,0,0
59569,10,0.79999995,4096,20,60,0,26322,0,0,0,0,1,0,0,0,0
59570,10,0.79999995,4096,20,60,0,26323,0,0,0,0,1,0,0,0,0
59571,10,0.79999995,4096,20,60,0,26324,0,0,0,0,1,0,0,0,0
59572,10,0.79999995,4096,20,60,0,26325,0,0,0,0,1,0,0,0,0
59573,10,0.79999995,4096,20,60,0,26326,0,0,0,0,1,0,0,0,0
59574,10,0.79999995,4096,20,60,0,26327,0,0,0,0,1,0,0,0,0
59575,10,0.79999995,4096,20,60,0,26328,0,0,0,0,1,0,0,0,0
59576,10,0.79999995,4096,20,60,0,26329,0,0,0,0,1,0,0,0,0
59577,10,0.79999995,4096,20,60,0,26330,0,0,0,0,1,0,0,0,0
59578,10,0.79999995,4096,20,60,0,26331,0,0,0,0,1,0,0,0,0
59579,10,0.79999995,4096,20,60,0,26332,0,0,0,0,1,0,0,0,0
59580,10,0.79999995,4096,20,60,0,26333,0,0,0,0,1,0,0,0,0
