ID,RaceID,ClassID,SexID,SoundID,EmotesTextID
1140,5,0,0,6973,58
1141,23,0,1,23296,58
1142,23,0,0,19020,58
1143,22,0,1,23320,58
1144,9,0,1,19247,58
1145,9,0,0,19138,58
1146,22,0,0,23325,58
1147,10,0,0,9651,143
1148,26,0,0,28919,307
1149,25,0,0,28919,307
1150,24,0,0,28919,307
1151,26,0,0,28937,453
1152,26,0,0,28917,19
1153,25,0,0,28917,19
1154,25,0,0,28937,453
1155,24,0,0,28937,453
1156,24,0,0,28917,19
1157,26,0,0,28920,102
1158,25,0,0,28920,102
1159,24,0,0,28920,102
1160,26,0,0,28923,305
1161,25,0,0,28923,305
1162,24,0,0,28923,305
1163,26,0,0,28934,325
1164,24,0,0,28934,325
1165,26,0,0,28926,21
1166,25,0,0,28934,325
1167,25,0,0,28926,21
1168,24,0,0,28926,21
1169,26,0,1,29793,26
1170,25,0,1,29793,26
1171,24,0,1,29793,26
1172,26,0,0,28928,143
1173,25,0,0,28928,143
1174,26,0,0,28928,31
1175,24,0,0,28928,143
1176,25,0,0,28928,31
1177,24,0,0,28928,31
1178,26,0,0,28932,264
1179,26,0,0,28915,306
1180,25,0,0,28932,264
1181,25,0,0,28915,306
1182,24,0,0,28932,264
1183,24,0,0,28915,306
1184,26,0,0,28930,97
1185,25,0,0,28930,97
1186,24,0,0,28930,97
1187,26,0,0,28916,324
1189,24,0,0,28916,324
1190,26,0,0,28935,183
1191,25,0,0,28935,183
1192,24,0,0,28935,183
1193,25,0,0,28916,324
1194,26,0,0,28931,327
1195,26,0,0,28918,326
1196,25,0,0,28931,327
1197,25,0,0,28918,326
1198,24,0,0,28931,327
1199,24,0,0,28918,326
1200,26,0,0,28933,323
1201,25,0,0,28933,323
1202,26,0,0,28920,55
1203,24,0,0,28933,323
1204,25,0,0,28920,55
1205,26,0,0,28929,67
1206,24,0,0,28920,55
1207,25,0,0,28929,67
1208,24,0,0,28929,67
1209,26,0,0,28922,303
1210,26,0,0,28925,66
1211,25,0,0,28922,303
1212,24,0,0,28925,66
1213,24,0,0,28922,303
1214,25,0,0,28925,66
1215,26,0,0,28928,65
1216,25,0,0,28928,65
1217,25,0,0,28928,65
1218,26,0,0,28924,304
1219,25,0,0,28924,304
1220,24,0,0,28924,304
1221,26,0,0,28938,104
1222,25,0,0,28938,104
1223,24,0,0,28938,104
1224,24,0,1,28939,104
1225,25,0,1,28939,104
1226,26,0,1,28939,104
1227,24,0,1,29826,264
1228,26,0,1,29783,307
1229,25,0,1,29783,307
1230,24,0,1,29783,307
1231,24,0,1,29789,305
1232,25,0,1,29789,305
1233,26,0,1,29789,305
1234,24,0,1,29791,21
1235,25,0,1,29791,21
1236,26,0,1,29791,21
1237,26,0,0,28927,26
1238,25,0,0,28927,26
1239,24,0,0,28927,26
1240,25,0,1,29796,31
1241,26,0,1,29796,31
1242,24,0,1,29796,31
1243,24,0,1,29798,306
1244,26,0,1,29798,306
1245,25,0,1,29798,306
1246,26,0,1,29800,324
1247,24,0,1,29800,324
1248,25,0,1,29800,324
1249,26,0,1,29802,19
1250,25,0,1,29802,19
1251,24,0,1,29802,19
1252,25,0,1,29805,326
1253,24,0,1,29805,326
1254,26,0,1,29805,326
1255,26,0,1,29807,55
1256,24,0,1,29807,55
1257,25,0,1,29807,55
1258,26,0,1,29809,303
1259,24,0,1,29809,303
1260,25,0,1,29809,303
1261,26,0,1,29812,304
1262,25,0,1,29812,304
1263,24,0,1,29812,304
1264,26,0,1,29815,66
1265,24,0,1,29815,66
1266,25,0,1,29815,66
1267,24,0,1,29818,67
1268,25,0,1,29818,67
1269,26,0,1,29818,67
1270,26,0,1,29820,327
1271,25,0,1,29820,327
1272,24,0,1,29820,327
1273,25,0,1,29822,323
1274,26,0,1,29822,323
1275,24,0,1,29822,323
1276,25,0,1,29824,183
1277,26,0,1,29824,183
1278,24,0,1,29824,183
1279,26,0,1,29825,97
1280,24,0,1,29825,97
1281,25,0,1,29825,97
1282,25,0,1,29826,264
1283,26,0,1,29826,264
1284,24,0,1,29829,325
1285,25,0,1,29829,325
1286,26,0,1,29829,325
1287,24,0,1,29833,453
1288,26,0,1,29833,453
1289,25,0,1,29833,453
1293,26,0,1,29796,65
1294,25,0,1,29796,65
1295,25,0,1,29796,65
1296,26,0,1,29796,143
1297,25,0,1,29796,143
1298,24,0,1,29796,143
1299,26,0,1,29807,102
1300,25,0,1,29807,102
1301,24,0,1,29807,102
1302,26,0,1,29787,8
1303,25,0,1,29787,8
1304,24,0,1,29787,8
1305,24,0,0,28921,8
1306,25,0,0,28921,8
1307,26,0,0,28921,8
1315,24,0,0,30044,22
1316,25,0,0,30044,22
1317,26,0,0,30044,22
1318,25,0,0,67857,136
1319,24,0,0,67857,136
1320,26,0,0,67857,136
1321,24,0,0,30045,58
1322,25,0,0,30045,58
1323,26,0,0,30045,58
1324,26,0,0,30048,85
1325,25,0,0,30048,85
1326,24,0,0,30048,85
1327,26,0,0,30049,106
1328,25,0,0,30049,106
1329,24,0,0,30049,106
1330,26,0,0,30046,60
1331,25,0,0,30046,60
1332,24,0,0,30046,60
1333,26,0,0,30046,20
1334,25,0,0,30046,20
1335,24,0,0,30046,20
1336,24,0,0,30046,23
1337,26,0,0,30046,23
1338,25,0,0,30046,23
1339,26,0,0,30046,45
1340,24,0,0,30046,45
1341,25,0,0,30046,45
1342,25,0,0,30046,47
1343,24,0,0,30046,47
1344,26,0,0,30046,47
1345,24,0,0,30046,52
1346,26,0,0,30046,52
1347,25,0,0,30046,52
1348,25,0,0,30046,76
1349,26,0,0,30046,76
1350,24,0,0,30046,76
1351,26,0,1,31574,37
1352,25,0,1,31574,37
1353,24,0,1,31574,37
1354,24,0,0,31575,37
1355,25,0,0,31575,37
1356,26,0,0,31575,37
1357,24,0,1,31576,35
1358,25,0,1,31576,35
1359,26,0,1,31576,35
1360,26,0,0,31577,35
1361,25,0,0,31577,35
1362,24,0,0,31577,35
1363,24,0,1,31725,106
1364,25,0,1,31725,106
1365,26,0,1,31725,106
1366,26,0,1,31727,329
1367,24,0,1,31727,329
1368,25,0,1,31727,329
1369,25,0,1,31728,328
1370,24,0,1,31728,328
1371,26,0,1,31728,328
1372,25,0,0,31730,328
1373,24,0,0,31730,328
1374,26,0,0,31730,328
1375,25,0,0,31729,329
1376,24,0,0,31729,329
1377,26,0,0,31729,329
1378,26,0,1,31723,47
1379,25,0,1,31723,76
1380,26,0,1,31723,20
1381,25,0,1,31723,20
1382,24,0,1,31723,45
1383,24,0,1,31723,52
1384,26,0,1,31723,52
1385,26,0,1,31723,76
1386,24,0,1,31723,20
1387,24,0,1,31723,23
1388,24,0,1,31723,60
1389,26,0,1,31723,23
1390,24,0,1,31723,76
1391,24,0,1,31723,47
1392,25,0,1,31723,52
1393,25,0,1,31723,60
1394,25,0,1,31723,47
1395,25,0,1,31723,23
1396,26,0,1,31723,45
1397,26,0,1,31723,60
1398,25,0,1,31723,45
1399,24,0,1,67852,136
1400,24,0,1,31721,22
1401,26,0,1,31721,22
1402,25,0,1,67852,136
1403,26,0,1,67852,136
1404,25,0,1,31721,22
1405,26,0,1,31717,75
1406,25,0,1,31717,75
1407,24,0,1,31717,75
1408,26,0,0,30047,75
1409,25,0,0,30047,75
1410,24,0,0,30047,75
1411,25,0,1,31726,58
1412,24,0,1,31726,58
1413,26,0,1,31726,58
1414,25,0,1,31724,85
1415,26,0,1,31724,85
1416,24,0,1,31724,85
1421,10,12,1,55553,307
1422,10,12,0,56517,307
1423,10,12,0,56520,8
1424,10,12,1,55575,19
1425,10,12,0,56547,19
1426,10,12,0,56561,20
1427,10,12,1,55556,305
1428,10,12,0,56522,305
1429,10,12,0,56529,22
1430,10,12,0,56561,23
1431,10,12,1,55561,26
1432,10,12,0,56530,26
1433,10,12,0,56533,31
1434,10,12,1,55564,306
1435,10,12,0,56534,306
1436,10,12,1,55567,328
1437,10,12,0,56537,328
1438,10,12,1,55572,324
1439,10,12,0,56544,324
1440,10,12,0,56561,45
1441,10,12,0,56561,47
1442,10,12,0,56561,52
1443,10,12,1,55579,326
1444,10,12,0,56551,326
1445,10,12,1,55581,55
1446,10,12,0,56553,55
1447,10,12,1,55585,303
1448,10,12,0,56557,303
1449,10,12,0,56559,304
1450,10,12,1,55587,304
1451,10,12,0,56561,60
1452,10,12,0,56533,65
1453,10,12,1,55588,66
1454,10,12,0,56562,66
1455,10,12,0,56560,58
1456,10,12,0,56565,67
1457,10,12,1,55593,323
1458,10,12,0,56570,323
1459,10,12,1,55591,327
1460,10,12,0,56568,327
1461,10,12,0,56580,183
1462,10,12,0,56561,76
1463,10,12,1,55601,97
1464,10,12,0,56581,97
1465,10,12,0,56584,264
1466,10,12,0,56533,143
1467,10,12,1,55604,325
1468,10,12,0,56585,325
1469,10,12,0,56553,102
1470,10,12,1,55581,102
1471,10,12,0,56590,453
1472,10,12,1,55609,453
1473,10,12,0,56572,329
1474,10,12,1,55595,329
1475,4,12,1,56143,307
1476,4,12,0,56278,307
1477,4,12,1,56163,19
1478,4,12,0,56300,19
1479,4,12,0,56314,20
1480,4,12,0,56280,305
1481,4,12,1,56146,305
1482,4,12,1,56150,21
1483,4,12,0,56282,21
1484,4,12,0,56284,22
1485,4,12,0,56314,23
1486,4,12,0,56286,26
1487,4,12,1,56152,26
1488,4,12,0,56289,31
1489,4,12,1,56155,306
1490,4,12,0,56290,306
1491,4,12,0,56292,328
1492,4,12,1,56157,328
1493,4,12,0,56298,324
1494,4,12,1,56161,324
1495,4,12,0,56314,45
1496,4,12,0,56314,47
1497,4,12,0,56314,52
1498,4,12,0,56303,326
1499,4,12,1,56166,326
1500,4,12,0,56305,55
1501,4,12,1,56168,55
1502,4,12,1,56172,303
1503,4,12,0,56308,303
1504,4,12,1,56174,304
1505,4,12,0,56311,304
1506,4,12,0,56322,329
1507,4,12,1,56183,329
1508,4,12,0,56313,58
1509,4,12,0,56314,60
1510,4,12,0,56289,65
1511,4,12,1,56176,66
1512,4,12,0,56315,66
1513,4,12,1,56181,323
1514,4,12,0,56320,323
1515,4,12,1,56179,327
1516,4,12,0,56318,327
1517,4,12,1,56189,183
1518,4,12,0,56329,183
1519,4,12,0,56314,76
1520,4,12,0,56330,85
1521,4,12,0,56284,136
1522,4,12,1,56190,97
1523,4,12,0,56331,97
1524,4,12,0,56285,264
1525,4,12,0,56289,143
1526,4,12,1,56193,325
1527,4,12,0,56334,325
1528,4,12,0,56305,102
1529,4,12,1,56168,102
1530,4,12,0,56336,106
1531,4,12,1,56198,453
1532,4,12,0,56340,453
1535,10,12,0,56516,5
1536,10,12,1,57018,5
1537,10,12,1,57019,8
1538,10,12,1,57020,21
1539,10,12,1,57021,58
1540,10,12,1,57022,20
1541,10,12,1,57022,23
1542,10,12,1,57022,47
1543,10,12,1,57022,52
1544,10,12,1,57022,60
1545,10,12,1,57022,76
1546,10,12,1,57023,67
1547,10,12,1,57024,264
1548,4,12,1,57025,31
1549,4,12,1,57026,58
1550,4,12,1,57027,20
1551,4,12,1,57027,23
1552,4,12,1,57027,52
1553,4,12,1,57027,60
1554,4,12,1,57028,22
1555,10,12,1,57029,22
1556,10,12,1,57030,31
1557,10,12,1,57031,75
1558,4,12,1,57202,264
1559,4,12,1,57203,75
1560,4,12,1,57204,106
1561,4,12,1,57205,85
1562,10,12,1,57208,183
1563,10,12,0,57210,75
1566,10,0,0,56513,508
1568,10,12,1,61526,508
1569,4,12,1,61525,507
1570,10,12,0,61524,508
1571,10,0,1,62732,508
1572,10,0,0,62733,508
1573,11,0,1,62734,507
1574,11,0,0,62735,507
1575,7,0,1,62736,507
1576,9,0,1,62737,508
1577,9,0,0,62738,508
1578,4,0,1,62739,507
1579,2,0,1,62740,508
1580,2,0,0,62741,508
1581,25,0,1,62742,507
1582,26,0,1,62743,508
1583,25,0,0,62744,507
1584,26,0,0,62745,508
1585,6,0,1,62746,508
1586,5,0,1,62747,508
1587,5,0,0,62748,508
1588,10,0,1,67790,518
1589,10,0,1,67791,4
1590,10,0,1,67793,98
1591,10,0,1,67794,517
1592,10,0,0,67795,518
1593,10,0,0,67796,4
1594,10,0,0,67798,98
1595,10,0,0,67799,517
1596,11,0,1,67800,518
1597,11,0,1,67801,4
1598,11,0,1,67803,98
1599,11,0,1,67804,517
1600,11,0,0,67805,518
1601,11,0,0,67806,4
1602,11,0,0,67808,98
1603,11,0,0,67809,517
1604,7,0,1,67810,518
1605,7,0,1,67811,4
1606,7,0,1,67813,98
1607,7,0,1,67814,517
1608,9,0,1,67815,518
1609,9,0,1,67816,4
1610,9,0,1,67818,98
1611,9,0,1,67819,517
1612,9,0,0,67820,518
1613,9,0,0,67821,4
1614,9,0,0,67823,98
1615,9,0,0,67824,517
1616,1,0,1,67825,518
1617,1,0,1,67826,4
1618,1,0,1,67828,98
1619,1,0,1,67829,517
1620,1,0,0,67830,518
1621,1,0,0,67831,4
1622,1,0,0,67833,98
1623,1,0,0,67834,517
1624,4,0,1,67835,518
1625,4,0,1,67836,4
1626,4,0,1,67838,98
1627,4,0,1,67839,517
1628,2,0,1,67840,518
1629,2,0,1,67841,4
1630,2,0,1,67843,98
1631,2,0,1,67844,517
1632,2,0,0,67845,518
1633,2,0,0,67846,4
1634,2,0,0,67848,98
1635,2,0,0,67849,517
1636,24,0,1,67850,518
1637,26,0,1,67850,518
1638,25,0,1,67850,518
1639,26,0,1,67851,4
1640,25,0,1,67851,4
1641,24,0,1,67851,4
1642,26,0,1,67853,98
1643,25,0,1,67853,98
1644,24,0,1,67853,98
1645,26,0,1,67854,517
1646,25,0,1,67854,517
1647,24,0,1,67854,517
1648,26,0,0,67855,518
1649,25,0,0,67855,518
1650,24,0,0,67855,518
1651,26,0,0,67856,4
1652,25,0,0,67856,4
1653,24,0,0,67856,4
1654,26,0,0,67858,98
1655,25,0,0,67858,98
1656,24,0,0,67858,98
1657,26,0,0,67859,517
1658,25,0,0,67859,517
1659,24,0,0,67859,517
1660,6,0,1,67860,518
1661,6,0,1,67861,4
1662,6,0,1,67863,98
1663,6,0,1,67864,517
1664,6,0,0,67865,518
1665,6,0,0,67866,4
1666,6,0,0,67868,98
1667,6,0,0,67869,517
1668,8,0,1,67870,518
1669,8,0,1,67871,4
1670,8,0,1,67873,98
1671,8,0,1,67874,517
1672,5,0,1,67875,518
1673,5,0,1,67876,4
1674,5,0,1,67878,98
1675,5,0,1,67879,517
1676,5,0,0,67880,518
1677,5,0,0,67881,4
1678,5,0,0,67883,98
1679,5,0,0,67884,517
1680,22,0,1,67885,518
1681,22,0,1,67886,4
1682,22,0,1,67888,98
1683,22,0,1,67889,517
1684,22,0,0,67890,518
1685,22,0,0,67891,4
1686,22,0,0,67893,98
1687,22,0,0,67894,517
1688,6,0,0,74674,508
1689,1,0,1,74679,507
1690,1,0,0,74681,507
1691,22,0,1,74682,507
1692,22,0,0,74687,507
1693,8,0,1,74691,508
1694,4,12,0,74695,507
1695,4,0,0,76956,507
1696,4,0,0,76957,518
1697,4,0,0,76958,4
1698,4,0,0,76960,98
1699,4,0,0,76961,517
1700,8,0,0,76988,4
1701,8,0,0,76986,508
1702,8,0,0,76987,518
1703,8,0,0,76990,98
1704,8,0,0,76991,517
1705,3,0,0,77006,4
1706,3,0,0,77005,518
1707,3,0,0,77004,507
1708,3,0,0,77008,98
1709,3,0,0,77009,517
1710,3,0,1,77015,4
1711,3,0,1,77013,507
1712,3,0,1,77014,518
1713,3,0,1,77017,98
1714,3,0,1,77018,517
1715,7,0,0,77024,4
1716,7,0,0,77022,507
1717,7,0,0,77023,518
1718,7,0,0,77026,98
1719,7,0,0,77027,517
1721,4,12,1,56195,67
1722,4,12,0,56337,67
1723,10,12,0,56527,21
1724,10,12,1,57208,77
1725,10,12,1,57022,45
1726,4,12,1,57027,45
1727,4,12,1,57027,76
1728,4,12,1,57025,143
1729,10,12,1,57030,143
1730,10,12,0,79319,104
1731,10,12,1,79318,104
1732,4,12,0,79317,104
1733,4,12,1,79316,104
1734,4,12,0,79337,75
1735,10,12,0,79495,106
1736,10,12,1,79496,106
1737,22,0,0,74687,519
1738,25,0,1,62742,519
1739,22,0,1,74682,519
1740,4,12,1,61525,519
1741,25,0,0,62744,519
1742,4,0,0,76956,519
1743,3,0,0,77004,519
1744,7,0,0,77022,519
1745,3,0,1,77013,519
1746,7,0,1,62736,519
1747,11,0,1,62734,519
1748,4,12,0,74695,519
1749,1,0,0,74681,519
1750,1,0,1,74679,519
1751,4,0,1,62739,519
1752,11,0,0,62735,519
1753,5,0,0,62748,520
1754,5,0,1,62747,520
1755,8,0,0,76986,520
1756,8,0,1,74691,520
1757,6,0,0,74674,520
1758,6,0,1,62746,520
1759,26,0,0,62745,508
1760,26,0,1,62743,520
1761,2,0,0,62741,520
1762,2,0,1,62740,520
1763,9,0,0,62738,520
1764,9,0,1,62737,520
1765,10,12,0,61524,520
1766,10,0,0,56513,520
1767,10,12,1,61526,508
1768,10,0,0,62733,520
1769,10,0,1,62732,520
1770,23,0,1,84293,507
1771,23,0,1,84294,518
1772,23,0,1,84295,4
1773,23,0,1,84296,136
1774,23,0,1,84297,98
1775,23,0,1,84298,517
1776,23,0,0,84299,507
1777,23,0,0,84300,518
1778,23,0,0,84301,4
1779,23,0,0,84302,136
1780,23,0,0,84303,98
1781,23,0,0,84304,517
1782,23,0,1,84293,519
1783,23,0,0,84299,519
1901,30,0,0,67806,4
1902,30,0,1,100895,4
1903,30,0,0,62735,519
1904,30,0,1,62734,519
1927,30,0,1,62734,507
1928,30,0,0,62735,507
1937,30,0,1,100897,98
1938,30,0,0,67808,98
1941,30,0,0,67807,136
1942,30,0,1,100896,136
1947,30,0,0,25270,75
1948,30,0,1,25269,75
1953,30,0,0,67805,518
1954,30,0,1,100894,518
1965,30,0,0,67809,517
1966,30,0,1,100898,517
1975,29,0,0,95675,22
1976,29,0,0,95676,143
1977,29,0,0,95676,31
1978,29,0,0,95676,65
1979,29,0,0,95677,58
1980,29,0,0,95678,60
1981,29,0,0,95678,47
1982,29,0,0,95678,76
1983,29,0,0,95678,23
1984,29,0,0,95678,52
1985,29,0,0,95678,20
1986,29,0,0,95678,45
1987,29,0,0,95669,323
1988,29,0,0,95615,307
1989,29,0,0,95661,19
1990,29,0,0,95617,305
1991,29,0,0,95674,21
1992,29,0,0,95618,26
1993,29,0,0,95657,306
1994,29,0,0,95658,328
1995,29,0,0,95659,324
1996,29,0,0,95662,326
1997,29,0,0,95663,55
1998,29,0,0,95663,102
1999,29,0,0,95664,303
2000,29,0,0,95665,304
2001,29,0,0,95666,66
2002,29,0,0,95668,327
2003,29,0,0,95679,183
2004,29,0,0,95670,329
2005,29,0,0,95671,97
2006,29,0,0,95682,264
2007,29,0,0,95683,325
2008,29,0,0,95685,453
2010,29,0,0,95681,85
2011,29,0,0,95673,106
2012,29,0,0,95660,519
2013,29,0,0,95660,507
2014,29,0,0,95694,14
2015,29,0,0,95695,104
2016,29,0,0,95680,75
2017,29,0,0,95616,8
2019,29,0,0,95672,5
2022,29,0,1,95855,55
2023,29,0,1,95852,326
2024,29,0,1,95879,52
2025,29,0,1,95879,47
2026,29,0,1,95879,45
2027,29,0,1,95848,507
2028,29,0,1,95847,324
2029,29,0,1,95846,328
2030,29,0,1,95842,306
2031,29,0,1,95875,31
2032,29,0,1,95840,26
2033,29,0,1,95879,23
2034,29,0,1,95874,22
2035,29,0,1,95873,21
2036,29,0,1,95838,305
2037,29,0,1,95879,20
2038,29,0,1,95850,19
2039,29,0,1,95896,14
2040,29,0,1,95835,8
2041,29,0,1,95832,307
2042,29,0,1,95870,5
2043,29,0,1,95848,519
2044,29,0,1,95893,453
2045,29,0,1,95872,106
2046,29,0,1,95696,104
2047,29,0,1,95855,102
2048,29,0,1,95890,325
2049,29,0,1,95875,143
2050,29,0,1,95888,264
2051,29,0,1,95868,97
2052,29,0,1,95886,85
2053,29,0,1,95879,76
2054,29,0,1,95884,75
2055,29,0,1,95881,183
2056,29,0,1,95861,327
2057,29,0,1,95863,323
2058,29,0,1,95858,66
2059,29,0,0,95667,67
2060,29,0,1,95859,67
2061,29,0,1,95875,65
2062,29,0,1,95879,60
2063,29,0,1,95877,58
2064,29,0,1,95866,329
2065,29,0,1,95857,304
2066,29,0,1,95856,303
2067,28,0,0,95828,75
2068,28,0,1,95543,304
2069,28,0,0,95876,45
2070,28,0,0,95841,55
2071,28,0,0,95839,307
2072,28,0,0,95880,85
2073,28,0,0,95837,326
2074,28,0,0,95831,306
2075,28,0,1,95553,22
2076,28,0,1,95554,143
2077,28,0,0,95891,26
2078,28,0,0,95867,65
2079,28,0,1,95531,307
2080,28,0,1,95556,52
2081,28,0,1,95558,75
2082,28,0,1,95541,55
2083,28,0,1,95541,102
2084,28,0,1,95554,65
2085,28,0,0,95867,31
2086,28,0,0,95876,76
2087,28,0,1,95536,328
2088,28,0,1,95542,303
2089,28,0,0,95876,60
2090,28,0,1,95533,305
2091,28,0,1,95556,20
2092,28,0,1,95556,45
2093,28,0,1,95556,23
2094,28,0,0,95878,183
2095,28,0,0,95851,327
2096,28,0,1,95544,66
2097,28,0,1,95555,58
2098,28,0,0,95882,264
2099,28,0,0,95869,58
2100,28,0,1,95559,85
2101,28,0,1,95548,329
2102,28,0,1,95556,60
2103,28,0,1,95539,19
2104,28,0,0,95834,508
2105,28,0,0,95836,19
2106,28,0,0,95834,520
2107,28,0,1,95560,264
2108,28,0,1,95557,183
2109,28,0,1,95540,326
2110,28,0,1,95537,324
2111,28,0,0,95843,303
2112,28,0,0,95833,324
2113,28,0,0,95841,102
2114,28,0,0,95823,328
2115,28,0,1,95556,76
2116,28,0,0,95826,329
2117,28,0,1,95547,323
2118,28,0,0,95853,323
2119,28,0,1,95549,97
2120,28,0,0,95887,453
2121,28,0,0,95862,106
2122,28,0,1,95546,327
2123,28,0,1,95535,306
2124,28,0,0,95854,97
2125,28,0,1,95538,508
2126,28,0,1,95538,520
2127,28,0,1,95552,21
2128,28,0,1,95554,31
2129,28,0,0,95849,67
2130,28,0,0,95845,66
2131,28,0,0,95889,305
2132,28,0,1,95556,47
2133,28,0,0,95876,47
2134,28,0,0,95876,52
2135,28,0,0,95876,23
2136,28,0,0,95864,21
2137,28,0,0,95844,304
2138,28,0,1,95563,453
2139,28,0,1,95534,26
2140,28,0,1,95551,106
2141,28,0,0,95883,325
2142,28,0,1,95545,67
2143,28,0,0,95865,22
2144,28,0,1,95561,325
2145,28,0,0,95876,20
2146,28,0,0,95867,143
2147,28,0,1,95532,8
2148,28,0,0,95871,8
2149,28,0,1,95550,5
2150,28,0,0,95860,5
2151,28,0,1,95952,104
2152,28,0,0,95953,104
2153,28,0,1,95954,14
2154,28,0,0,95955,14
2155,30,0,1,96131,307
2156,30,0,1,96132,8
2157,30,0,1,96133,305
2158,30,0,1,96134,26
2159,30,0,1,96171,306
2160,30,0,1,96172,328
2161,30,0,1,96173,324
2162,30,0,1,96175,19
2163,30,0,1,96176,326
2164,30,0,1,96177,55
2165,30,0,1,96178,303
2166,30,0,1,96179,304
2167,30,0,1,96180,66
2168,30,0,1,96181,67
2169,30,0,1,96182,327
2170,30,0,1,96183,323
2171,30,0,1,96184,329
2172,30,0,1,96186,5
2173,30,0,1,96187,106
2174,30,0,1,96188,21
2175,30,0,1,96189,22
2176,30,0,1,96190,143
2177,30,0,1,96190,65
2178,30,0,1,96190,31
2179,30,0,1,96191,58
2180,30,0,1,96192,20
2181,30,0,1,96192,52
2182,30,0,1,96192,45
2183,30,0,1,96192,23
2184,30,0,1,96192,47
2185,30,0,1,96192,76
2186,30,0,1,96192,60
2187,30,0,1,96193,183
2188,30,0,1,96194,75
2190,30,0,1,96196,264
2191,30,0,1,96197,325
2192,30,0,1,96195,85
2193,30,0,1,96198,453
2194,30,0,1,96177,102
2195,30,0,1,96446,104
2196,30,0,1,96450,14
2197,30,0,1,96185,97
2198,30,0,0,96266,453
2199,30,0,0,96255,106
2200,30,0,0,96449,104
2201,30,0,0,96245,102
2202,30,0,0,96265,325
2203,30,0,0,96258,143
2204,30,0,0,96264,264
2205,30,0,0,96253,97
2206,30,0,0,96263,85
2207,30,0,0,96260,76
2208,30,0,0,96262,75
2209,30,0,0,96261,183
2210,30,0,0,96250,327
2211,30,0,0,96251,323
2212,30,0,0,96249,67
2213,30,0,0,96248,66
2214,30,0,0,96258,65
2215,30,0,0,96260,60
2216,30,0,0,96259,58
2217,30,0,0,96252,329
2218,30,0,0,96247,304
2219,30,0,0,96246,303
2220,30,0,0,96245,55
2221,30,0,0,96244,326
2222,30,0,0,96260,52
2223,30,0,0,96260,47
2224,30,0,0,96260,45
2225,30,0,0,96241,324
2226,30,0,0,96240,328
2227,30,0,0,96239,306
2228,30,0,0,96258,31
2229,30,0,0,96202,26
2230,30,0,0,96260,23
2231,30,0,0,96257,22
2232,30,0,0,96256,21
2233,30,0,0,96201,305
2234,30,0,0,96260,20
2235,30,0,0,96243,19
2236,30,0,0,96451,14
2237,30,0,0,96200,8
2238,30,0,0,96199,307
2239,30,0,0,96254,5
2240,27,0,1,96314,303
2241,27,0,1,96315,304
2242,27,0,1,96320,329
2243,27,0,1,96327,58
2244,27,0,1,96328,60
2245,27,0,1,96326,65
2246,27,0,1,96317,67
2247,27,0,1,96316,66
2248,27,0,1,96319,323
2249,27,0,1,96318,327
2250,27,0,1,96329,183
2251,27,0,1,96330,75
2252,27,0,1,96328,76
2253,27,0,1,96331,85
2254,27,0,1,96321,97
2255,27,0,1,96332,264
2256,27,0,1,96326,143
2257,27,0,1,96333,325
2258,27,0,1,96313,102
2259,27,0,1,96447,104
2260,27,0,1,96323,106
2261,27,0,1,96334,453
2262,27,0,1,96310,520
2263,27,0,1,96322,5
2264,27,0,1,96267,307
2265,27,0,1,96268,8
2266,27,0,1,96453,14
2267,27,0,1,96311,19
2268,27,0,1,96328,20
2269,27,0,1,96269,305
2270,27,0,1,96324,21
2271,27,0,1,96325,22
2272,27,0,1,96328,23
2273,27,0,1,96270,26
2274,27,0,1,96326,31
2275,27,0,1,96307,306
2276,27,0,1,96308,328
2277,27,0,1,96309,324
2278,27,0,1,96310,508
2279,27,0,1,96328,45
2280,27,0,1,96328,47
2281,27,0,1,96328,52
2282,27,0,1,96312,326
2283,27,0,1,96313,55
2284,27,0,0,96385,67
2285,27,0,0,96390,5
2286,27,0,0,96336,8
2287,27,0,0,96398,75
2288,27,0,0,96448,104
2289,27,0,0,96452,14
2290,27,0,0,96378,508
2291,27,0,0,96378,520
2292,27,0,0,96391,106
2293,27,0,0,96399,85
2294,27,0,0,96402,453
2295,27,0,0,96401,325
2296,27,0,0,96400,264
2297,27,0,0,96389,97
2298,27,0,0,96388,329
2299,27,0,0,96397,183
2300,27,0,0,96386,327
2301,27,0,0,96384,66
2302,27,0,0,96383,304
2303,27,0,0,96382,303
2304,27,0,0,96381,102
2305,27,0,0,96381,55
2306,27,0,0,96380,326
2307,27,0,0,96377,324
2308,27,0,0,96376,328
2309,27,0,0,96375,306
2310,27,0,0,96338,26
2311,27,0,0,96392,21
2312,27,0,0,96337,305
2313,27,0,0,96379,19
2314,27,0,0,96335,307
2315,27,0,0,96387,323
2316,27,0,0,96396,45
2317,27,0,0,96396,20
2318,27,0,0,96396,52
2319,27,0,0,96396,23
2320,27,0,0,96396,76
2321,27,0,0,96396,47
2322,27,0,0,96396,60
2323,27,0,0,96395,58
2324,27,0,0,96394,65
2325,27,0,0,96394,31
2326,27,0,0,96394,143
2327,27,0,0,96393,22
2328,30,0,0,96242,519
2329,30,0,1,96174,507
2330,30,0,1,96174,519
2331,30,0,0,96242,507
2332,10,12,1,101043,4
2333,10,12,1,101044,136
2334,10,12,1,101046,517
2335,34,0,1,101531,329
2336,34,0,0,101532,329
2337,4,12,1,109349,517
