ID,ItemID,ItemAppearanceModifierID,ItemAppearanceID,OrderIndex,TransmogSourceTypeEnum
127099,15167,0,50017,0,0
127100,15168,0,47316,0,0
127101,15169,0,50018,0,0
127102,15170,0,48197,0,0
127103,15171,0,48195,0,0
127104,15172,0,48196,0,0
127105,15173,0,50019,0,0
127106,15174,0,48199,0,0
127107,15175,0,50020,0,0
127108,15176,0,48201,0,0
127109,15177,0,50021,0,0
127110,15178,0,48600,0,0
127111,15179,0,48075,0,0
127112,15180,0,48076,0,0
127113,15181,0,48078,0,0
127114,15182,0,48081,0,0
127115,15183,0,50022,0,0
127116,15184,0,48077,0,0
127118,15186,0,48076,0,0
127119,15187,0,50024,0,0
127120,15188,0,48794,0,0
127121,15189,0,48793,0,0
127122,15190,0,50025,0,0
127123,15191,0,48792,0,0
127124,15192,0,48101,0,0
127125,15193,0,50026,0,0
127126,15194,0,50027,0,0
127127,15195,0,50028,0,0
127128,15196,0,50029,0,0
127129,15197,0,50030,0,0
127130,15198,0,50031,0,0
127131,15199,0,50032,0,0
127133,15202,0,46237,0,0
127134,15203,0,50033,0,0
127135,15204,0,50034,0,0
127136,15205,0,48419,0,0
127137,15206,0,48500,0,0
127138,15207,0,48851,0,0
127141,15210,0,50035,0,0
127142,15211,0,50036,0,0
127143,15212,0,50037,0,0
127144,15213,0,50038,0,0
127145,15214,0,49415,0,0
127146,15215,0,50039,0,0
127147,15216,0,50040,0,0
127148,15217,0,50041,0,0
127149,15218,0,50042,0,0
127150,15219,0,46273,0,0
127151,15220,0,50043,0,0
127152,15221,0,50044,0,0
127153,15222,0,45795,0,0
127154,15223,0,48098,0,0
127155,15224,0,50045,0,0
127156,15225,0,50046,0,0
127157,15226,0,50047,0,0
127158,15227,0,45847,0,0
127159,15228,0,45891,0,0
127160,15229,0,48113,0,0
127161,15230,0,50048,0,0
127162,15231,0,50049,0,0
127163,15232,0,46183,0,0
127164,15233,0,48914,0,0
127165,15234,0,46022,0,0
127166,15235,0,46130,0,0
127167,15236,0,50050,0,0
127168,15237,0,48132,0,0
127169,15238,0,50051,0,0
127170,15239,0,50052,0,0
127171,15240,0,49261,0,0
127172,15241,0,46854,0,0
127173,15242,0,50053,0,0
127174,15243,0,50054,0,0
127175,15244,0,49135,0,0
127176,15245,0,46771,0,0
127177,15246,0,49250,0,0
127178,15247,0,47500,0,0
127179,15248,0,50055,0,0
127180,15249,0,50056,0,0
127181,15250,0,50057,0,0
127182,15251,0,50058,0,0
127183,15252,0,50059,0,0
127184,15253,0,50060,0,0
127185,15254,0,46215,0,0
127186,15255,0,50061,0,0
127187,15256,0,50062,0,0
127188,15257,0,50063,0,0
127189,15258,0,49243,0,0
127190,15259,0,50064,0,0
127191,15260,0,50065,0,0
127192,15261,0,49728,0,0
127193,15262,0,50066,0,0
127194,15263,0,46447,0,0
127195,15264,0,50067,0,0
127196,15265,0,50068,0,0
127197,15266,0,50069,0,0
127198,15267,0,50070,0,0
127199,15268,0,50071,0,0
127200,15269,0,50072,0,0
127201,15270,0,50073,0,0
127202,15271,0,50074,0,0
127203,15272,0,50075,0,0
127204,15273,0,50076,0,0
127205,15274,0,45988,0,0
127206,15275,0,50077,0,0
127207,15276,0,49031,0,0
127209,15278,0,50078,0,0
127210,15279,0,47418,0,0
127211,15280,0,50079,0,0
127212,15281,0,50080,0,0
127213,15282,0,50081,0,0
127214,15283,0,50082,0,0
127215,15284,0,50083,0,0
127216,15285,0,46513,0,0
127217,15286,0,50084,0,0
127218,15287,0,46645,0,0
127219,15288,0,50085,0,0
127220,15289,0,50086,0,0
127222,15291,0,50087,0,0
127225,15294,0,50088,0,0
127226,15295,0,47427,0,0
127227,15296,0,50089,0,0
127228,15297,0,47011,0,0
127229,15298,0,50090,0,0
127230,15299,0,45924,0,0
127231,15300,0,47013,0,0
127232,15301,0,47010,0,0
127233,15302,0,47009,0,0
127234,15303,0,47014,0,0
127235,15304,0,50091,0,0
127236,15305,0,50092,0,0
127237,15306,0,46368,0,0
127238,15307,0,47846,0,0
127239,15308,0,46365,0,0
127241,15310,0,50093,0,0
127242,15311,0,50094,0,0
127243,15312,0,50095,0,0
127244,15313,0,50096,0,0
127246,15322,0,46423,0,0
127247,15323,0,50097,0,0
127248,15324,0,50098,0,0
127249,15325,0,46222,0,0
127253,15329,0,46856,0,0
127254,15330,0,46595,0,0
127255,15331,0,46683,0,0
127256,15332,0,47762,0,0
127257,15333,0,50101,0,0
127258,15334,0,46596,0,0
127259,15335,0,50102,0,0
127260,15336,0,46594,0,0
127261,15337,0,50103,0,0
127262,15338,0,47119,0,0
127264,15340,0,46932,0,0
127265,15341,0,50105,0,0
127266,15342,0,47695,0,0
127267,15343,0,50106,0,0
127268,15344,0,46594,0,0
127269,15345,0,47119,0,0
127270,15346,0,50103,0,0
127271,15347,0,46856,0,0
127272,15348,0,46683,0,0
127273,15349,0,47831,0,0
127274,15350,0,50107,0,0
127275,15351,0,50108,0,0
127276,15352,0,50109,0,0
127278,15354,0,48080,0,0
127279,15355,0,47702,0,0
127280,15356,0,48373,0,0
127281,15357,0,47234,0,0
127282,15358,0,47708,0,0
127283,15359,0,50111,0,0
127284,15360,0,50112,0,0
127285,15361,0,46994,0,0
127286,15362,0,46995,0,0
127287,15363,0,47822,0,0
127288,15364,0,50113,0,0
127289,15365,0,46997,0,0
127290,15366,0,46998,0,0
127291,15367,0,50114,0,0
127292,15368,0,46330,0,0
127293,15369,0,47201,0,0
127294,15370,0,50013,0,0
127295,15371,0,50115,0,0
127296,15372,0,50016,0,0
127297,15373,0,49294,0,0
127298,15374,0,47316,0,0
127299,15375,0,48773,0,0
127300,15376,0,50015,0,0
127301,15377,0,50014,0,0
127302,15378,0,48600,0,0
127303,15379,0,48078,0,0
127304,15380,0,48081,0,0
127305,15381,0,48075,0,0
127306,15382,0,48604,0,0
127307,15383,0,48077,0,0
127308,15384,0,49294,0,0
127309,15385,0,48076,0,0
127310,15386,0,50008,0,0
127311,15387,0,49771,0,0
127312,15388,0,49473,0,0
127313,15389,0,48976,0,0
127314,15390,0,50116,0,0
127315,15391,0,50117,0,0
127316,15392,0,50118,0,0
127317,15393,0,49774,0,0
127318,15394,0,49473,0,0
127319,15395,0,46338,0,0
127320,15396,0,47825,0,0
127321,15397,0,46129,0,0
127322,15398,0,47155,0,0
127323,15399,0,50119,0,0
127324,15400,0,50120,0,0
127325,15401,0,45983,0,0
127326,15402,0,50121,0,0
127327,15403,0,47011,0,0
127328,15404,0,47333,0,0
127329,15405,0,50122,0,0
127330,15406,0,48492,0,0
127337,15413,0,50123,0,0
127342,15418,0,50124,0,0
127345,15421,0,50125,0,0
127348,15424,0,46667,0,0
127349,15425,0,50126,0,0
127350,15426,0,48942,0,0
127351,15427,0,48795,0,0
127352,15428,0,50127,0,0
127353,15429,0,50128,0,0
127354,15430,0,50129,0,0
127355,15431,0,50130,0,0
127356,15432,0,50131,0,0
127357,15433,0,50132,0,0
127358,15434,0,50133,0,0
127359,15435,0,50134,0,0
127360,15436,0,50135,0,0
127361,15437,0,49648,0,0
127362,15438,0,50136,0,0
127363,15439,0,50137,0,0
127364,15440,0,50138,0,0
127365,15441,0,48360,0,0
127366,15442,0,48986,0,0
127367,15443,0,50139,0,0
127368,15444,0,50140,0,0
127369,15445,0,49252,0,0
127373,15449,0,46800,0,0
127374,15450,0,47955,0,0
127375,15451,0,46443,0,0
127376,15452,0,47441,0,0
127377,15453,0,46735,0,0
127379,15455,0,49502,0,0
127380,15456,0,46998,0,0
127381,15457,0,46984,0,0
127382,15458,0,50141,0,0
127383,15459,0,50142,0,0
127384,15460,0,50143,0,0
127385,15461,0,49701,0,0
127386,15462,0,46996,0,0
127387,15463,0,50144,0,0
127388,15464,0,50145,0,0
127389,15465,0,50146,0,0
127390,15466,0,50109,0,0
127392,15468,0,50147,0,0
127393,15469,0,49389,0,0
127394,15470,0,50148,0,0
127395,15471,0,50012,0,0
127396,15472,0,50149,0,0
127397,15473,0,50150,0,0
127398,15474,0,50151,0,0
127400,15476,0,50121,0,0
127401,15477,0,46489,0,0
127402,15478,0,47389,0,0
127403,15479,0,50153,0,0
127404,15480,0,50154,0,0
127405,15481,0,50155,0,0
127406,15482,0,49598,0,0
127408,15484,0,50156,0,0
127409,15485,0,48928,0,0
127410,15486,0,46158,0,0
127411,15487,0,50157,0,0
127412,15488,0,50158,0,0
127413,15489,0,50159,0,0
127415,15491,0,50160,0,0
127416,15492,0,49755,0,0
127417,15493,0,50161,0,0
127418,15494,0,49428,0,0
127419,15495,0,50162,0,0
127420,15496,0,50163,0,0
127421,15497,0,50164,0,0
127422,15498,0,50165,0,0
127423,15499,0,50166,0,0
127424,15500,0,50167,0,0
127426,15502,0,50169,0,0
127427,15503,0,50170,0,0
127428,15504,0,50171,0,0
127429,15505,0,50172,0,0
127430,15506,0,50173,0,0
127431,15507,0,50174,0,0
127433,15509,0,50176,0,0
127434,15510,0,50177,0,0
127435,15511,0,50178,0,0
127436,15512,0,47361,0,0
127437,15513,0,50179,0,0
127438,15514,0,50180,0,0
127439,15515,0,50181,0,0
127440,15516,0,50182,0,0
127441,15517,0,49562,0,0
127442,15518,0,50183,0,0
127443,15519,0,50184,0,0
127444,15520,0,50185,0,0
127445,15521,0,50186,0,0
127446,15522,0,48084,0,0
127447,15523,0,50187,0,0
127448,15524,0,50188,0,0
127449,15525,0,50189,0,0
127450,15526,0,50190,0,0
127451,15527,0,50191,0,0
127452,15528,0,50192,0,0
127453,15529,0,50193,0,0
127454,15530,0,47210,0,0
127455,15531,0,45839,0,0
127456,15532,0,50194,0,0
127457,15533,0,49652,0,0
127458,15534,0,50195,0,0
127459,15535,0,50142,0,0
127460,15536,0,49376,0,0
127461,15537,0,47685,0,0
127462,15538,0,50196,0,0
127463,15539,0,50197,0,0
127464,15540,0,50198,0,0
127465,15541,0,50199,0,0
127466,15542,0,45970,0,0
127467,15543,0,48531,0,0
127468,15544,0,50200,0,0
127469,15545,0,50201,0,0
127470,15546,0,50202,0,0
127471,15547,0,50203,0,0
127472,15548,0,50204,0,0
127473,15549,0,50205,0,0
127474,15550,0,47996,0,0
127475,15551,0,50206,0,0
127476,15552,0,50207,0,0
127477,15553,0,50208,0,0
127478,15554,0,50209,0,0
127479,15555,0,50210,0,0
127480,15556,0,50211,0,0
127482,15558,0,50213,0,0
127483,15559,0,50214,0,0
127484,15560,0,50215,0,0
127485,15561,0,50216,0,0
127486,15562,0,50217,0,0
127487,15563,0,50218,0,0
127489,15565,0,50219,0,0
127490,15566,0,50220,0,0
127491,15567,0,50221,0,0
127492,15568,0,50222,0,0
127493,15569,0,46162,0,0
127494,15570,0,50223,0,0
127495,15571,0,50224,0,0
127496,15572,0,48022,0,0
127497,15573,0,50225,0,0
127498,15574,0,48025,0,0
127499,15575,0,50226,0,0
127500,15576,0,50227,0,0
127501,15577,0,50228,0,0
127502,15578,0,50229,0,0
127503,15579,0,50000,0,0
127504,15580,0,46944,0,0
127505,15581,0,50230,0,0
127506,15582,0,50231,0,0
127507,15583,0,50232,0,0
127508,15584,0,47230,0,0
127509,15585,0,47911,0,0
127511,15587,0,47831,0,0
127512,15588,0,48972,0,0
127513,15589,0,50233,0,0
127514,15590,0,50234,0,0
127515,15591,0,50235,0,0
127516,15592,0,50236,0,0
127517,15593,0,50237,0,0
127518,15594,0,50238,0,0
127519,15595,0,50239,0,0
127520,15596,0,50240,0,0
127521,15597,0,50241,0,0
127522,15598,0,50242,0,0
127523,15599,0,50243,0,0
127524,15600,0,50244,0,0
127525,15601,0,50245,0,0
127526,15602,0,50246,0,0
127527,15603,0,50190,0,0
127528,15604,0,45888,0,0
127530,15606,0,50247,0,0
127531,15607,0,50248,0,0
127532,15608,0,50249,0,0
127533,15609,0,50250,0,0
127534,15610,0,50251,0,0
127535,15611,0,48715,0,0
127536,15612,0,50252,0,0
127537,15613,0,48473,0,0
127538,15614,0,50253,0,0
127539,15615,0,48085,0,0
127540,15616,0,48927,0,0
127541,15617,0,45839,0,0
127542,15618,0,48083,0,0
127543,15619,0,50164,0,0
127544,15620,0,48359,0,0
127545,15621,0,46152,0,0
127546,15622,0,50254,0,0
127547,15623,0,50255,0,0
127548,15624,0,47549,0,0
127550,15626,0,50257,0,0
127551,15627,0,50258,0,0
127552,15628,0,49985,0,0
127553,15629,0,50259,0,0
127554,15630,0,50260,0,0
127555,15631,0,50261,0,0
127556,15632,0,50262,0,0
127557,15633,0,48330,0,0
127558,15634,0,48685,0,0
127559,15635,0,50263,0,0
127560,15636,0,50264,0,0
127561,15637,0,50265,0,0
127562,15638,0,50266,0,0
127563,15639,0,50267,0,0
127564,15640,0,50268,0,0
127565,15641,0,50269,0,0
127566,15642,0,50270,0,0
127567,15643,0,49084,0,0
127568,15644,0,50271,0,0
127569,15645,0,50272,0,0
127570,15646,0,50273,0,0
127571,15647,0,50274,0,0
127572,15648,0,49470,0,0
127573,15649,0,50275,0,0
127574,15650,0,50276,0,0
127575,15651,0,48752,0,0
127576,15652,0,46810,0,0
127577,15653,0,50277,0,0
127578,15654,0,50278,0,0
127579,15655,0,50279,0,0
127580,15656,0,48438,0,0
127581,15657,0,50006,0,0
127582,15658,0,50280,0,0
127583,15659,0,50281,0,0
127584,15660,0,50282,0,0
127585,15661,0,50262,0,0
127586,15662,0,50283,0,0
127587,15663,0,50284,0,0
127588,15664,0,46027,0,0
127589,15665,0,50285,0,0
127590,15666,0,50286,0,0
127591,15667,0,50287,0,0
127592,15668,0,50288,0,0
127593,15669,0,50289,0,0
127594,15670,0,48873,0,0
127595,15671,0,46810,0,0
127596,15672,0,50290,0,0
127597,15673,0,50291,0,0
127598,15674,0,50292,0,0
127599,15675,0,48751,0,0
127600,15676,0,50293,0,0
127601,15677,0,50294,0,0
127602,15678,0,50295,0,0
127603,15679,0,50296,0,0
127604,15680,0,50297,0,0
127605,15681,0,48827,0,0
127606,15682,0,50298,0,0
127607,15683,0,50299,0,0
127608,15684,0,49818,0,0
127609,15685,0,50300,0,0
127610,15686,0,49820,0,0
127611,15687,0,48212,0,0
127615,15691,0,46556,0,0
127616,15692,0,50301,0,0
127617,15693,0,50302,0,0
127618,15694,0,50303,0,0
127619,15695,0,47963,0,0
127621,15697,0,48731,0,0
127622,15698,0,50304,0,0
127625,15703,0,50305,0,0
127627,15705,0,50306,0,0
127628,15706,0,50307,0,0
127629,15707,0,50308,0,0
127630,15708,0,50309,0,0
127631,15709,0,49926,0,0
127693,15782,0,45993,0,0
127694,15783,0,50310,0,0
127695,15784,0,49645,0,0
127697,15786,0,50116,0,0
127698,15787,0,50311,0,0
127700,15789,0,50312,0,0
127702,15791,0,48554,0,0
127703,15792,0,50313,0,0
127705,15794,0,50314,0,0
127706,15795,0,50315,0,0
127707,15796,0,50166,0,0
127708,15797,0,49909,0,0
127711,15800,0,50316,0,0
127712,15801,0,50317,0,0
127713,15802,0,48294,0,0
127715,15804,0,49686,0,0
127716,15805,0,46496,0,0
127717,15806,0,50318,0,0
127718,15807,0,46446,0,0
127719,15808,0,46446,0,0
127720,15809,0,46446,0,0
127721,15810,0,45949,0,0
127722,15811,0,46042,0,0
127723,15812,0,50319,0,0
127724,15813,0,50320,0,0
127725,15814,0,48977,0,0
127726,15815,0,48770,0,0
127727,15822,0,50321,0,0
127728,15823,0,50322,0,0
127729,15824,0,48461,0,0
127730,15825,0,50323,0,0
127732,15827,0,50324,0,0
127744,15853,0,50325,0,0
127745,15854,0,50326,0,0
127748,15857,0,50327,0,0
127749,15858,0,50328,0,0
127750,15859,0,50329,0,0
127751,15860,0,49929,0,0
127752,15861,0,50330,0,0
127753,15862,0,50331,0,0
127754,15863,0,46821,0,0
127755,15864,0,50332,0,0
127756,15865,0,50333,0,0
127757,15866,0,49235,0,0
127778,15887,0,48406,0,0
127779,15890,0,50171,0,0
127780,15891,0,49470,0,0
127781,15892,0,50334,0,0
127782,15893,0,48406,0,0
127783,15894,0,47651,0,0
127784,15895,0,50335,0,0
127786,15903,0,46824,0,0
127787,15904,0,49032,0,0
127788,15905,0,48095,0,0
127789,15906,0,48095,0,0
127790,15907,0,49028,0,0
127792,15909,0,50336,0,0
127793,15910,0,49076,0,0
127795,15912,0,50337,0,0
127801,15918,0,50338,0,0
127808,15925,0,50339,0,0
127809,15926,0,49007,0,0
127810,15927,0,49007,0,0
127811,15928,0,46326,0,0
127812,15929,0,49334,0,0
127813,15930,0,50340,0,0
127814,15931,0,49236,0,0
127815,15932,0,47094,0,0
127816,15933,0,47849,0,0
127817,15934,0,45988,0,0
127818,15935,0,50341,0,0
127819,15936,0,50342,0,0
127820,15937,0,50343,0,0
127821,15938,0,50344,0,0
127822,15939,0,50345,0,0
127823,15940,0,50346,0,0
127824,15941,0,50347,0,0
127825,15942,0,46919,0,0
127826,15943,0,48517,0,0
127828,15945,0,47521,0,0
127829,15946,0,50348,0,0
127830,15947,0,46271,0,0
127831,15962,0,50349,0,0
127832,15963,0,50350,0,0
127833,15964,0,50351,0,0
127834,15965,0,47109,0,0
127835,15966,0,50343,0,0
127836,15967,0,50352,0,0
127837,15968,0,48097,0,0
127839,15970,0,47849,0,0
127840,15971,0,49458,0,0
127841,15972,0,46490,0,0
127842,15973,0,48088,0,0
127843,15974,0,47480,0,0
127844,15975,0,50353,0,0
127845,15976,0,50354,0,0
127846,15977,0,50343,0,0
127847,15978,0,48093,0,0
127848,15979,0,46032,0,0
127849,15980,0,50355,0,0
127850,15981,0,50356,0,0
127851,15982,0,50357,0,0
127852,15983,0,50358,0,0
127853,15984,0,50359,0,0
127854,15985,0,48087,0,0
127855,15986,0,47497,0,0
127856,15987,0,48512,0,0
127857,15988,0,48121,0,0
127858,15989,0,46272,0,0
127859,15990,0,50360,0,0
127860,15991,0,48084,0,0
127864,15995,0,47861,0,0
127866,15997,0,46427,0,0
127868,15999,0,50361,0,0
127873,16004,0,50362,0,0
127876,16007,0,49547,0,0
127877,16008,0,50363,0,0
127883,16026,0,50364,0,0
127884,16027,0,50365,0,0
127885,16028,0,50366,0,0
127886,16029,0,50367,0,0
127887,16030,0,50368,0,0
127888,16031,0,50369,0,0
127890,16033,0,50370,0,0
127891,16034,0,50371,0,0
127892,16035,0,50372,0,0
127893,16036,0,50373,0,0
127894,16037,0,50374,0,0
127895,16038,0,50375,0,0
127896,16039,0,49726,0,0
127915,16059,0,47181,0,0
127916,16060,0,46460,0,0
127917,16061,0,47921,0,0
127918,16062,0,48010,0,0
127919,16063,0,47977,0,0
127920,16064,0,48010,0,0
127921,16065,0,47989,0,0
127922,16066,0,47989,0,0
127950,16116,0,50000,0,0
127951,16117,0,47977,0,0
127952,16118,0,46976,0,0
127953,16119,0,47973,0,0
127954,16120,0,48010,0,0
127955,16121,0,46479,0,0
127956,16122,0,47921,0,0
127960,16126,0,48010,0,0
127961,16127,0,47973,0,0
127963,16129,0,47989,0,0
127965,16131,0,48010,0,0
127966,16132,0,47973,0,0
127968,16134,0,47921,0,0
127969,16135,0,47989,0,0
127970,16136,0,48010,0,0
127971,16137,0,47973,0,0
127972,16138,0,46479,0,0
127973,16139,0,47990,0,0
127974,16140,0,47990,0,0
127975,16141,0,47996,0,0
127976,16142,0,48027,0,0
127977,16143,0,50376,0,0
127978,16144,0,47991,0,0
127979,16145,0,48010,0,0
127980,16146,0,46479,0,0
127981,16147,0,47921,0,0
127982,16148,0,47991,0,0
127983,16149,0,50376,0,0
127984,16150,0,47703,0,0
127985,16151,0,47989,0,0
127986,16152,0,48010,0,0
127987,16153,0,47973,0,0
127988,16154,0,47921,0,0
127989,16155,0,47703,0,0
127990,16156,0,47990,0,0
127991,16157,0,47989,0,0
127992,16158,0,48027,0,0
127993,16159,0,47996,0,0
127994,16160,0,50377,0,0
127995,16161,0,50378,0,0
127996,16162,0,50377,0,0
127997,16163,0,48549,0,0
127998,16164,0,48548,0,0
127999,16165,0,47999,0,0
128006,16172,0,50378,0,0
128036,16211,0,48130,0,0
128037,16212,0,47539,0,0
128038,16213,0,48130,0,0
128105,16341,0,50380,0,0
128106,16342,0,50379,0,0
128109,16345,0,50381,0,0
128156,16392,0,50386,0,0
128157,16393,0,50387,0,0
128160,16396,0,50389,0,0
128165,16401,0,50393,0,0
128167,16403,0,50395,0,0
128168,16405,0,50368,0,0
128169,16406,0,50367,0,0
128171,16409,0,50396,0,0
128172,16410,0,50397,0,0
128176,16414,0,50400,0,0
128177,16415,0,50401,0,0
128178,16416,0,50402,0,0
128179,16417,0,50403,0,0
128180,16418,0,50404,0,0
128181,16419,0,50405,0,0
128182,16420,0,50406,0,0
128183,16421,0,50407,0,0
128184,16422,0,50408,0,0
128185,16423,0,50409,0,0
128186,16424,0,50410,0,0
128187,16425,0,50411,0,0
128188,16426,0,50412,0,0
128189,16427,0,50413,0,0
128190,16428,0,50414,0,0
128191,16429,0,50415,0,0
128192,16430,0,50416,0,0
128193,16431,0,50366,0,0
128194,16432,0,50369,0,0
128195,16433,0,50417,0,0
128196,16434,0,50418,0,0
128197,16435,0,50419,0,0
128198,16436,0,50420,0,0
128202,16440,0,50424,0,0
128203,16441,0,50425,0,0
128204,16442,0,48735,0,0
128205,16443,0,50426,0,0
128206,16444,0,50427,0,0
128208,16446,0,50429,0,0
128210,16448,0,50389,0,0
128211,16449,0,50406,0,0
128212,16450,0,50405,0,0
128213,16451,0,50404,0,0
128214,16452,0,50403,0,0
128215,16453,0,50403,0,0
128216,16454,0,50389,0,0
128217,16455,0,50404,0,0
128218,16456,0,50405,0,0
128219,16457,0,50406,0,0
128221,16459,0,50429,0,0
128224,16462,0,50432,0,0
128225,16463,0,50433,0,0
128227,16465,0,50435,0,0
128228,16466,0,50436,0,0
128229,16467,0,50437,0,0
128230,16468,0,50438,0,0
128233,16471,0,50397,0,0
128234,16472,0,50396,0,0
128235,16473,0,50417,0,0
128236,16474,0,50418,0,0
128237,16475,0,50419,0,0
128238,16476,0,50420,0,0
128239,16477,0,50417,0,0
128240,16478,0,50441,0,0
128241,16479,0,50419,0,0
128242,16480,0,50420,0,0
128245,16483,0,50396,0,0
128246,16484,0,50397,0,0
128247,16485,0,50442,0,0
128248,16486,0,50443,0,0
128249,16487,0,50444,0,0
128251,16489,0,50446,0,0
128252,16490,0,49000,0,0
128253,16491,0,50447,0,0
128254,16492,0,50448,0,0
128256,16494,0,50450,0,0
128258,16496,0,50452,0,0
128259,16497,0,50453,0,0
128260,16498,0,50454,0,0
128261,16499,0,50455,0,0
128263,16501,0,50456,0,0
128264,16502,0,50457,0,0
128265,16503,0,50458,0,0
128266,16504,0,50459,0,0
128267,16505,0,50460,0,0
128268,16506,0,50461,0,0
128269,16507,0,50462,0,0
128270,16508,0,50463,0,0
128271,16509,0,50464,0,0
128272,16510,0,50465,0,0
128273,16513,0,50466,0,0
128274,16514,0,50467,0,0
128275,16515,0,50468,0,0
128276,16516,0,50469,0,0
128279,16519,0,50472,0,0
128280,16521,0,50473,0,0
128281,16522,0,50474,0,0
128282,16523,0,50475,0,0
128283,16524,0,50476,0,0
128284,16525,0,50477,0,0
128285,16526,0,50478,0,0
128286,16527,0,50479,0,0
128287,16528,0,50480,0,0
128289,16530,0,50482,0,0
128290,16531,0,50483,0,0
128291,16532,0,50470,0,0
128292,16533,0,50484,0,0
128293,16534,0,48629,0,0
128294,16535,0,50485,0,0
128295,16536,0,50486,0,0
128298,16539,0,50489,0,0
128299,16540,0,50490,0,0
128300,16541,0,50491,0,0
128301,16542,0,50492,0,0
128302,16543,0,50493,0,0
128303,16544,0,50494,0,0
128304,16545,0,50495,0,0
128307,16548,0,50498,0,0
128308,16549,0,50499,0,0
128309,16550,0,50500,0,0
128310,16551,0,50501,0,0
128311,16552,0,50502,0,0
128313,16554,0,50503,0,0
128314,16555,0,50504,0,0
128317,16558,0,50506,0,0
128319,16560,0,50507,0,0
128320,16561,0,50508,0,0
128321,16562,0,50509,0,0
128322,16563,0,50510,0,0
128323,16564,0,50511,0,0
128324,16565,0,50512,0,0
128325,16566,0,50513,0,0
128326,16567,0,50514,0,0
128327,16568,0,50515,0,0
128328,16569,0,50516,0,0
128330,16571,0,50518,0,0
128332,16573,0,50520,0,0
128333,16574,0,50521,0,0
128336,16577,0,50522,0,0
128337,16578,0,50523,0,0
128338,16579,0,50524,0,0
128339,16580,0,50525,0,0
128341,16582,0,50526,0,0
128345,16604,0,50527,0,0
128347,16606,0,50528,0,0
128349,16608,0,45999,0,0
128350,16622,0,46530,0,0
128368,16658,0,50000,0,0
128369,16659,0,50127,0,0
128370,16660,0,50530,0,0
128371,16661,0,50531,0,0
128375,16666,0,50532,0,0
128376,16667,0,50533,0,0
128377,16668,0,50534,0,0
128378,16669,0,50535,0,0
128379,16670,0,50536,0,0
128380,16671,0,50537,0,0
128381,16672,0,50538,0,0
128382,16673,0,50539,0,0
128383,16674,0,50540,0,0
128384,16675,0,50541,0,0
128385,16676,0,50542,0,0
128386,16677,0,50543,0,0
128387,16678,0,50544,0,0
128388,16679,0,50545,0,0
128389,16680,0,50546,0,0
128390,16681,0,50547,0,0
128391,16682,0,50548,0,0
128393,16684,0,50550,0,0
128394,16685,0,50551,0,0
128395,16686,0,50552,0,0
128396,16687,0,49635,0,0
128397,16688,0,50553,0,0
128398,16689,0,50554,0,0
128399,16690,0,50555,0,0
128400,16691,0,50556,0,0
128401,16692,0,50557,0,0
128402,16693,0,50558,0,0
128403,16694,0,50559,0,0
128404,16695,0,50560,0,0
128405,16696,0,50561,0,0
128406,16697,0,50562,0,0
128407,16698,0,50563,0,0
128408,16699,0,50564,0,0
128409,16700,0,50565,0,0
128410,16701,0,50566,0,0
128411,16702,0,50567,0,0
128412,16703,0,50568,0,0
128413,16704,0,50569,0,0
128414,16705,0,50570,0,0
128415,16706,0,50571,0,0
128416,16707,0,50572,0,0
128417,16708,0,50573,0,0
128418,16709,0,50574,0,0
128419,16710,0,49503,0,0
128420,16711,0,50575,0,0
128421,16712,0,50576,0,0
128422,16713,0,46121,0,0
128423,16714,0,50577,0,0
128424,16715,0,50578,0,0
128425,16716,0,50579,0,0
128426,16717,0,50580,0,0
128427,16718,0,50581,0,0
128428,16719,0,50582,0,0
128429,16720,0,50583,0,0
128430,16721,0,50323,0,0
128431,16722,0,50584,0,0
128432,16723,0,50585,0,0
128433,16724,0,50586,0,0
128434,16725,0,50587,0,0
128435,16726,0,50588,0,0
128436,16727,0,50589,0,0
128437,16728,0,50590,0,0
128438,16729,0,50591,0,0
128439,16730,0,50592,0,0
128440,16731,0,50593,0,0
128441,16732,0,50594,0,0
128442,16733,0,50595,0,0
128443,16734,0,50596,0,0
128444,16735,0,50597,0,0
128445,16736,0,50598,0,0
128446,16737,0,50599,0,0
128447,16738,0,48364,0,0
128448,16739,0,50600,0,0
128449,16740,0,48932,0,0
128450,16741,0,47013,0,0
128464,16768,0,49267,0,0
128465,16769,0,48455,0,0
128472,16788,0,46018,0,0
128473,16789,0,50601,0,0
128475,16791,0,48886,0,0
128476,16793,0,50602,0,0
128477,16794,0,50603,0,0
128478,16795,0,50604,0,0
128479,16796,0,50605,0,0
128480,16797,0,50606,0,0
128481,16798,0,50607,0,0
128482,16799,0,50608,0,0
128483,16800,0,50609,0,0
128484,16801,0,50610,0,0
128485,16802,0,50611,0,0
128486,16803,0,50612,0,0
128487,16804,0,50613,0,0
128488,16805,0,50614,0,0
128489,16806,0,50615,0,0
128490,16807,0,50616,0,0
128491,16808,0,50617,0,0
128492,16809,0,50618,0,0
128493,16810,0,50619,0,0
128494,16811,0,50620,0,0
128495,16812,0,50621,0,0
128496,16813,0,50622,0,0
128497,16814,0,48701,0,0
128498,16815,0,50623,0,0
128499,16816,0,50624,0,0
128500,16817,0,50625,0,0
128501,16818,0,50626,0,0
128502,16819,0,50627,0,0
128503,16820,0,50628,0,0
