ID,SceneScriptFunction,SpellVisualID,CastMilliSeconds,ImpactMilliSeconds,RangeTypeEnum,Flags,SceneScriptPackageID
741,Dispatcher_MultiAttack( ... ),33224,250,500,1,0,159
742,,33245,250,500,2,0,0
743,,33277,0,0,2,0,0
746,,33305,250,500,0,0,0
747,,33307,0,0,2,0,0
748,,33308,250,250,0,0,0
749,,33309,1000,500,1,0,0
750,,33310,0,0,2,0,0
751,,0,0,0,2,0,0
752,,34199,250,500,2,0,0
755,,33382,0,1000,0,0,0
756,,33534,250,500,2,0,0
757,,33987,1,500,2,0,0
758,,33988,1,500,2,0,0
759,,33989,250,750,2,0,0
760,,34004,500,500,1,0,0
761,Mechanical_SMACKTHAT( ... ),0,0,0,2,0,163
762,,34018,250,500,1,0,0
763,,34019,500,500,2,0,0
764,,34023,250,250,2,0,0
765,"Dispatcher_Headbutt(34039,...)",34039,250,250,2,0,164
766,,34041,500,500,2,0,0
767,,34045,250,250,0,0,0
768,,34046,100,1000,2,0,0
769,BuildGlobule(...),26998,250,750,0,0,225
770,CreateObject_Globule(...),8780,0,0,2,0,225
771,FireGlobule(...),27012,250,250,2,0,225
772,,34066,250,250,2,0,0
773,,34071,250,250,1,0,0
774,,34077,0,250,2,0,0
775,,34078,200,1250,2,0,0
776,,34100,250,500,1,0,0
777,,34101,250,250,1,0,0
778,,34104,250,500,1,0,0
779,,34106,250,1000,1,0,0
780,,34107,250,750,2,0,0
781,,34108,0,0,2,0,0
782,,34134,300,250,1,0,0
783,,34145,250,250,0,0,0
784,,34146,250,1000,2,0,0
785,,34153,250,250,2,0,0
786,,34155,500,750,1,0,0
787,,34154,0,0,0,0,0
788,,34156,250,250,0,0,0
789,Dispatcher_LaunchMines ( ... ),34159,250,500,1,0,163
790,"CreateObject_Mines( fid(199604), ... )",0,0,0,2,0,163
791,,34182,0,1250,1,0,0
792,,34186,0,0,2,0,0
793,,34187,250,250,2,0,0
794,,34249,250,250,0,0,0
795,,34250,0,250,1,0,0
796,"Dispatcher_BananaBarrage(fid(199754), 0.4, ...)",34269,0,250,2,0,164
797,"Dispatcher_BananaBarrage(fid(199754), 0.4, ...)",34269,0,250,2,0,164
798,,34270,250,250,0,0,0
801,,34318,0,250,2,0,0
802,,34319,0,0,0,0,0
803,,34333,0,0,2,0,0
804,,34334,0,0,2,0,0
805,,34342,1000,1000,2,0,0
806,,34605,250,500,2,0,0
810,,34652,250,350,0,0,0
811,Humanoid_BlessedHammer(...),34653,0,500,0,0,209
812,,34654,0,0,2,0,0
813,,34655,0,0,2,0,0
814,,34658,250,250,2,0,0
815,,34659,1500,0,2,0,0
816,,34660,0,2000,0,0,0
817,,34708,250,250,2,0,0
818,,34732,500,500,1,0,0
819,,34754,250,500,2,0,0
820,,34755,200,500,2,0,0
821,,34756,200,500,2,0,0
822,"Dispatcher_Stampede_Specific(5, 74402, ...)",11138,250,250,1,0,159
827,,35466,0,2000,2,0,0
828,,35484,0,2000,2,0,0
829,,35678,750,750,2,0,0
832,,36065,2000,0,2,0,0
833,,36066,1000,1000,2,0,0
836,,36583,250,250,0,0,0
837,,36814,0,0,2,0,0
838,,36818,0,0,2,0,0
839,,36824,0,0,2,0,0
840,,36825,0,0,2,0,0
841,,26127,250,250,0,0,0
844,,42761,250,750,2,0,0
847,,38317,0,0,2,0,0
852,,41506,0,250,2,0,0
853,Dispatcher_BigImagination(...),0,0,0,2,0,198
854,"Dispatcher_Stampede_NoPet(4, ...)",0,250,250,2,0,159
855,,41657,0,0,2,0,0
856,,41661,250,250,2,0,0
857,,41663,0,0,2,0,0
858,,41817,0,1500,0,0,0
861,Dispatcher_GoHomeFirst(  ... ),42263,0,0,2,0,159
862,CreateObject_PuppiesOfRagnaros(...),0,0,0,2,0,225
863,,42206,0,0,0,0,0
864,,42261,250,500,2,0,0
865,,42265,0,0,2,0,0
866,,42266,250,500,2,0,0
867,,33151,1500,0,2,0,0
868,,42675,0,2000,2,0,0
869,,42677,0,1000,2,0,0
870,,42678,1500,0,2,0,0
871,,43201,0,1000,2,0,0
872,,28804,0,0,0,0,0
875,,44557,1500,0,2,0,0
876,,44862,200,500,2,0,0
877,,44867,2000,500,2,0,0
878,"Dispatcher_Stampede_Specific(5, 87970, ...)",11138,250,250,1,0,159
883,,45840,250,750,1,0,0
884,,28078,250,750,1,0,0
885,,45848,250,500,2,0,0
886,,46556,250,750,1,0,0
887,,48285,1000,500,2,0,0
888,,48286,0,750,2,0,0
889,,48287,0,1000,2,0,0
891,,49194,1,500,0,0,0
892,,49195,1,500,2,0,0
893,,49196,0,0,2,0,0
894,,49197,2000,750,2,0,0
895,,49204,0,500,2,0,0
896,,49205,0,0,2,0,0
897,,49211,250,250,1,0,0
898,Humanoid_BodySlam( ... ),49213,500,500,1,0,209
899,,49631,500,500,0,0,0
900,,27946,1000,1000,2,0,0
901,,49924,500,500,1,0,0
902,,49928,0,0,1,0,0
903,,49929,2000,500,2,0,0
904,,49987,250,250,0,0,0
905,,50071,1500,1500,2,0,0
906,,50113,500,500,2,0,0
907,,50116,500,500,0,0,0
908,,50287,250,500,2,0,0
909,,50508,250,250,1,0,0
910,"Dispatcher_Stampede_Specific(5, 33274, ...)",11138,250,250,1,0,159
911,,50906,1075,500,2,0,0
912,,50999,0,0,2,0,0
913,,51041,750,750,2,0,0
914,,53395,1000,250,0,0,0
915,,53396,0,3000,2,0,0
916,,53397,500,0,2,0,0
917,,53540,0,0,2,0,0
918,,53544,0,0,2,0,0
919,,55337,0,500,2,0,0
920,,59258,0,0,2,0,0
921,,59270,0,0,2,0,0
922,,59325,250,350,0,0,0
923,,59328,250,500,2,0,0
924,,59330,0,0,2,0,0
925,Beast_FeignDeath( ... ),59506,0,0,2,0,164
926,,54693,0,0,0,0,0
927,,54692,250,250,2,0,0
928,,60643,0,0,2,0,0
929,,60779,250,750,2,0,0
930,,60785,250,250,0,0,0
931,,61836,250,250,0,0,0
932,,61837,250,250,0,0,0
933,"Humanoid_Whirlwind ( true, ... )",27671,0,0,0,0,209
934,,62172,250,250,2,0,0
935,,62187,1,500,2,0,0
936,,62188,250,250,0,0,0
937,,63336,0,1000,1,0,0
938,,63877,250,750,2,0,0
939,Dispatcher_MultiAttack( ... ),64439,250,250,0,0,159
942,,64952,500,500,1,0,0
943,"Elemental_Plant( 944, ...  ) ",65005,2000,0,2,0,225
944,,65013,250,750,1,0,0
945,"Elemental_Plant( 946, ...  ) ",65005,2000,0,2,0,225
946,,65022,250,750,1,0,0
947,"Elemental_Plant( 948, ...  ) ",65005,2000,0,2,0,225
948,,65026,250,750,1,0,0
949,,65028,250,750,1,0,0
950,"Elemental_Plant( 949, ...  ) ",65005,2000,0,2,0,225
951,,65570,0,0,2,0,0
952,,66736,250,750,1,0,0
953,,66737,0,0,0,0,0
954,DefaultTurnBehaviour_Periodic( ... ),66738,0,0,2,0,0
955,,67131,250,750,0,0,0
956,,67617,0,1250,1,0,0
957,,68302,500,1000,1,0,0
958,,68303,0,1000,1,0,0
959,,68564,250,500,1,0,0
960,,68710,0,1250,1,0,0
961,,69088,250,500,1,0,0
962,,69203,250,500,1,0,0
963,,70750,1500,250,2,0,0
964,,70753,1250,250,1,0,0
965,"Humanoid_Whirlwind ( true, ... )",71687,0,0,0,0,209
966,,71688,0,1000,2,0,0
967,,73631,0,750,1,0,0
968,,28725,250,1000,0,0,0
971,"Dispatcher_Stampede_Specific(5, 133053, ...)",74263,250,250,1,0,159
972,,74261,1500,0,2,0,0
973,,77975,250,750,1,0,0
974,,77977,250,250,2,0,0
975,,77982,0,0,2,0,0
976,,77986,250,250,2,0,0
977,,77989,500,500,2,0,0
978,,78236,250,500,0,0,0
979,,78380,250,250,2,0,0
980,,78394,500,1500,2,0,0
981,,27415,250,750,0,0,0
982,,78579,250,250,1,0,0
983,,78587,250,250,2,0,0
984,,78588,0,0,2,0,0
985,,78591,250,250,2,0,0
986,Dispatcher_FireTurret( ... ),27012,0,50,2,0,163
987,,78603,100,50,2,0,0
988,,78606,150,150,2,0,0
989,,78631,0,0,2,0,0
990,,78862,1000,250,1,0,0
991,,78876,250,0,1,0,0
992,,78879,500,500,0,0,0
993,,78987,250,750,1,0,0
994,"CreateObject_WildWinds( fid(878925), 0.25, 0.0025, ... ) ",0,0,0,2,0,168
995,,79047,100,500,2,0,0
1096,,79370,500,1500,2,0,0
1097,,79391,250,2500,2,0,0
1098,,79612,0,1000,0,0,0
1099,,79831,250,1000,0,0,0
1100,,79834,250,250,0,0,0
1101,,80695,250,250,1,0,0
1102,"Dispatcher_LeapIntoMeleeOnlyPlayN( 1, ... )",80954,0,0,0,0,159
1103,,80955,500,1500,2,0,0
1104,,81933,150,150,2,0,0
1105,,82113,250,600,1,0,0
1106,,82127,1000,1000,2,0,0
1107,,82128,250,600,1,0,0
1108,,82133,250,1000,1,0,0
1109,,82184,250,500,1,0,0
1110,,82233,0,1250,1,0,0
1111,,82274,750,1250,2,0,0
1112,,82275,0,250,0,0,0
1113,,82276,0,150,1,0,0
1114,"Dispatcher_Headbutt(nil,...)",82303,250,250,2,0,164
1115,,82305,250,500,0,0,0
1116,,82322,250,250,2,0,0
1117,,82693,250,250,0,0,0
1118,Control_ToxicSewage( ... ),0,0,0,0,0,166
1119,,84625,250,250,1,0,0
1120,DefaultTurnBehaviour_Periodic( ... ),84626,0,0,2,0,159
1121,Control_CorruptedGround( ... ),28802,0,0,2,0,166
1122,,84629,0,250,0,0,0
1123,,84631,0,0,2,0,0
1124,DefaultTurnBehaviour_Periodic( ... ),84632,0,0,2,0,159
1125,,84819,0,0,2,0,0
1129,,85406,250,500,2,0,0
1130,"Dispatcher_LeapToInterceptAttack( 1, ... )",28818,0,0,0,0,159
1131,,87889,250,750,2,0,0
1132,Undead_DeathGrip( ... ),87909,0,250,2,0,238
1133,0,87914,0,0,0,0,0
1134,,87915,500,1000,1,0,0
1135,,87926,500,500,2,0,0
1136,,87927,500,500,2,0,0
1137,,87931,250,500,1,0,0
1138,,87935,0,0,2,0,0
1139,Dispatcher_RaiseAlly( ... ),88070,250,750,2,0,238
1140,Dispatcher_FireRisenAlly( ... ),87995,0,500,2,0,238
1141,CreateObject_RisenAlly( ... ),8780,0,0,2,0,238
1142,"Dispatcher_Stampede_Specific(3, 150858, ...)",11138,250,250,1,0,159
1143,"Dispatcher_Stampede_Specific(3, 155068, ...)",11138,250,250,1,0,159
1144,,88067,250,750,1,0,0
1145,,88069,0,250,2,0,0
1146,,88287,0,0,0,0,0
1147,,88289,0,1000,0,0,0
1148,,88956,250,750,1,0,0
1149,,88960,250,500,1,0,0
1150,,90888,3000,500,2,0,0
1151,,91369,0,0,2,0,0
1152,,92271,2500,500,2,0,0
1153,Weather_ToxicGas( ... ),0,0,0,2,0,166
1154,,92660,250,750,1,0,0
1155,,92662,250,750,1,0,0
1156,,92664,0,0,1,0,0
1157,,92696,250,250,0,0,0
1158,Dispatcher_ShadowstepSwipe(...),92717,250,250,0,0,159
1159,,93100,1000,500,2,0,0
1160,,93101,0,0,2,0,0
1161,,93102,250,1500,2,0,0
1162,,93103,250,1250,1,0,0
1163,,93104,500,500,2,0,0
1164,,93153,50,50,2,0,0
1165,Control_VoidTremors( ... ),0,0,0,0,0,166
1166,,93156,250,500,2,0,0
1167,,104804,250,500,2,0,0
1168,,93480,150,1500,2,0,0
1169,,93481,250,500,1,0,0
1170,,93664,1500,1500,2,0,0
1171,,93665,0,1000,2,0,0
1172,,93666,250,500,2,0,0
1173,,93667,0,0,0,0,0
1174,,94175,0,0,2,0,0
1176,,100034,250,250,1,0,0
1177,,100036,500,500,2,0,0
1178,,100037,1,500,2,0,0
1179,,100045,250,250,2,0,0
1180,,100048,250,250,1,0,0
1181,,100049,250,250,2,0,0
1182,,101934,250,250,2,0,0
1183,,104203,300,300,1,0,0
1184,,104719,250,500,2,0,0
1185,,104808,250,250,0,0,0
1186,,104811,0,250,2,0,0
1187,,104815,250,250,2,0,0
1188,,104818,0,250,2,0,0
1189,CreateObject_Weald ( ... ),30007,0,0,2,0,188
1190,Dispatcher_MultiAttack( ... ),104846,250,250,0,0,159
1191,,104847,250,250,0,0,0
1192,,104848,250,250,1,0,0
1193,,104850,250,250,2,0,0
1194,,104852,250,250,0,0,0
1195,,104854,0,0,2,0,0
1196,,104855,250,250,0,0,0
1197,,104856,0,0,2,0,0
1198,Beast_FeignDeath( ... ),104858,0,0,2,0,164
1199,,108334,250,250,0,0,0
1200,,108335,250,250,2,0,0
1201,Dispatcher_MultiAttack( ... ),108353,250,250,1,0,159
1202,,108892,500,250,2,0,0
1203,,108893,250,250,2,0,0
1204,,109879,250,500,2,0,0
1205,,110671,0,0,0,0,0
1206,Dispatcher_MultiAttack ( ...),110706,250,250,0,0,159
1207,,110748,0,0,0,0,0
1208,,110827,0,1250,1,0,0
1209,,111182,250,250,0,0,0
1210,,112628,0,0,2,0,0
1213,CreateObject_Multichickens(...),0,0,0,2,0,225
1214,,112762,1250,350,1,0,0
1215,,112791,0,1000,2,0,0
1218,,113537,250,250,2,0,0
1219,,113561,250,250,0,0,0
1220,Dispatcher_MultiAttack ( ... ),28688,250,250,0,0,159
1221,Dispatcher_MultiAttack ( ...),113748,250,250,0,0,159
1222,,113840,1500,500,2,0,0
1223,,113858,500,500,0,0,0
1224,,113876,700,0,0,0,0
1225,,114098,250,750,1,0,0
1226,Undead_DeathGrip( ... ),115301,0,250,2,0,238
1227,,115747,250,250,2,0,0
1228,"Dispatcher_Stampede( 5, ...)",118974,250,250,1,0,159
1229,,118976,250,750,1,0,0
1230,,118977,250,750,1,0,0
1231,,123267,1100,1250,1,0,0
1232,,123268,1100,1250,1,0,0
1233,,123269,1100,1250,1,0,0
1234,Slime_TidalWave ( ... ),123296,500,1500,2,0,3733
1239,Dispatcher_FireRisenAlly( ... ),87995,0,500,2,0,238
1240,CreateObject_RisenAlly( ... ),8780,0,0,2,0,238
1241,,123318,1500,1500,1,0,0
1242,CreateObject_MagmaTrap( ... ),0,0,0,0,0,225
1243,Dispatcher_TriggerMagmaTrap ( ... ),123319,0,0,2,0,3736
1244,,123347,200,500,2,0,0
1245,,28696,1500,0,2,0,0
1246,"Humanoid_Whirlwind ( true, ... )",123456,0,0,0,0,209
1247,,127705,1000,1500,1,0,0
1248,,129817,200,500,2,0,0
1249,,131080,100,1500,2,0,0
1250,,134111,600,1000,2,0,0
1251,,134216,250,500,1,0,0
1252,,134221,250,1250,1,0,0
1253,,134332,250,500,2,0,0
1254,"Dispatcher_Stampede_Specific(5, 213682, ...)",136250,250,250,1,0,159
1255,Dispatcher_MultiAttack( ... ),137785,250,250,0,0,159
1257,Dispatcher_MultiAttack (...),138652,250,250,0,0,159
1258,Dispatcher_Surge( ... ),140082,100,250,2,0,184
1259,,140085,300,750,1,0,0
1260,,150432,250,250,0,0,0
1261,,150434,250,500,1,0,0
1262,,150614,0,0,2,0,0
1263,,152879,0,0,2,0,0
1264,,152880,250,1000,1,0,0
1265,,156059,250,500,0,0,0
1266,,156430,250,500,1,0,0
1267,,156433,1000,500,1,0,0
