ID,ProfessionTraitID,ProfessionEffectID,Field_10_0_0_44649_003
9415,6256,39,1
9416,6262,39,1
9417,6268,39,1
9418,6274,39,1
9419,7315,39,1
9420,7322,39,1
9421,7338,39,1
9422,7351,39,3
9424,7920,39,1
9425,7924,39,1
9426,7944,39,1
9427,7948,39,1
9428,7952,39,1
9429,7966,39,1
9430,7970,39,1
9431,7974,39,1
9432,8427,39,1
9433,8435,39,1
9434,8443,39,1
9435,8451,39,1
9436,6599,39,1
9437,6424,39,1
9438,6432,39,1
9439,6448,39,1
9440,10243,39,1
9441,2790,38,1
9442,6331,38,1
9443,6356,38,1
9444,6366,38,1
9445,6376,38,1
9446,6386,38,1
9447,6456,38,1
9448,6606,38,1
9449,7265,38,4
9450,7293,38,2
9451,7345,38,2
9452,8458,38,3
9453,8477,38,1
9454,10217,38,1
9455,10225,38,1
9456,10263,38,1
9457,10271,38,1
9458,10304,38,1
9459,11082,38,2
9460,11098,38,2
9461,11171,39,2
9462,7954,180,1
9463,7908,180,1
9464,7926,180,1
9465,6413,180,0
9466,5214,180,0
9467,5182,180,0
9468,5150,180,0
9469,5013,180,0
9470,5037,180,0
9471,6212,180,0
9472,6244,180,0
9473,6104,180,0
9474,6136,180,0
