ID,CreatureFootstepID,TerrainSoundID,SoundID,SoundIDSplash
3606,622,16,250323,42787
3607,622,13,250323,42787
3608,622,7,250323,42787
3609,622,12,250323,42787
3610,622,2,250323,42787
3611,622,17,250323,42787
3612,622,8,250323,42787
3613,622,4,250323,42787
3614,622,9,250323,42787
3615,622,3,250323,42787
3616,622,14,250323,42787
3617,622,15,250323,42787
3618,622,10,0,0
3619,622,5,250323,42787
3620,623,19,251265,42787
3621,623,18,251265,42787
3622,623,1,251265,42787
3623,623,11,251265,42787
3624,623,6,251265,42787
3625,623,16,251265,42787
3626,623,13,251265,42787
3627,623,7,251265,42787
3628,623,12,251265,42787
3629,623,2,251265,42787
3630,623,17,251265,42787
3631,623,8,251265,42787
3632,623,4,251265,42787
3633,623,9,251265,42787
3634,623,3,251265,42787
3635,623,14,251265,42787
3636,623,15,251265,42787
3637,623,10,251265,42787
3638,623,5,251265,42787
3639,624,19,253573,42787
3640,624,18,253573,42787
3641,624,1,253573,42787
3642,624,11,253573,42787
3643,624,6,253573,42787
3644,624,16,253573,42787
3645,624,13,253573,42787
3646,624,7,253573,42787
3647,624,12,253573,42787
3648,624,2,253573,42787
3649,624,17,253573,42787
3650,624,8,253573,42787
3651,624,4,253573,42787
3652,624,9,253573,42787
3653,624,3,253573,42787
3654,624,14,253573,42787
3655,624,15,253573,42787
3656,624,5,253573,42787
3657,625,3,256414,42787
3658,625,1,256414,42787
3659,625,16,256414,42787
3660,625,19,256414,42787
3661,625,18,256414,42787
3662,625,11,256414,42787
3663,625,6,256414,42787
3664,625,13,256414,42787
3665,625,7,256414,42787
3666,625,12,256414,42787
3667,625,2,256414,42787
3668,625,17,256414,42787
3669,625,8,256414,42787
3670,625,4,256414,42787
3671,625,9,256414,42787
3672,625,14,256414,42787
3673,625,5,256414,42787
3674,626,19,260923,42788
3675,626,18,260936,42788
3676,626,1,260937,42788
3677,626,11,260936,42788
3678,626,6,260938,42788
3679,626,16,260940,42788
3680,626,13,260941,42788
3681,626,7,260942,42788
3682,626,12,260943,42788
3683,626,2,260943,42788
3684,626,17,260944,42788
3685,626,8,260945,42788
3686,626,4,260946,42788
3687,626,3,260947,42788
3688,626,14,260944,42788
3689,626,15,260948,42788
3690,626,10,0,42788
3691,626,5,260949,42788
3692,626,9,260944,42788
