ID,Name_lang
21364,Increased Mana Regen
21365,Increased Mana Regen
21366,Increased Mana Regen
21367,Blizzard
21368,Conjure Jeztor's Beacon DND
21369,Frostbolt
21370,Planting Jeztor's Beacon
21371,Planting Mulverick's Beacon
21372,Conjure Mulverick's Beacon DND
21387,Melt Weapon
21388,Melt Weapon
21389,Fire Channeling
21390,Multi-Shot
21391,Syndicate Tracker (MURP) DND
21392,Fire Channeling
21393,Healing Draught
21394,Healing Draught
21395,Restore Mana
21396,Restore Mana
21397,Syndicate Tracker (MURP) DND
21398,Create Stormpike Assault Order (DND)
21399,Alchemists' Stone
21400,Alchemists' Stone
21401,Frost Shock
21402,Fireball
21403,Ryson's All Seeing Eye
21407,Increased Defense
21408,Increased Defense
21409,Increased Defense
21410,Increased Defense
21411,Increased Defense
21412,Increased Defense
21413,Increased Defense
21414,Increased Defense
21415,Increased Defense
21416,Increased Defense
21417,Increased Defense
21418,Increased Defense
21419,Increased Defense
21420,Increased Defense
21421,Increased Defense
21422,Increased Defense
21423,Increased Defense
21424,Increased Defense
21425,Ryson's Eye in the Sky
21426,Attack Power Ranged 2
21427,Attack Power Ranged 5
21428,Attack Power Ranged 7
21429,Attack Power Ranged 10
21430,Attack Power Ranged 12
21431,Attack Power Ranged 14
21432,Attack Power Ranged 17
21433,Attack Power Ranged 19
21434,Attack Power Ranged 22
21435,Attack Power Ranged 24
21436,Attack Power Ranged 26
21437,Attack Power Ranged 29
21438,Attack Power Ranged 31
21439,Attack Power Ranged 34
21440,Attack Power Ranged 36
21441,Attack Power Ranged 38
21442,Attack Power Ranged 41
21443,Attack Power Ranged 43
21444,Attack Power Ranged 46
21445,Attack Power Ranged 48
21446,Attack Power Ranged 50
21447,Attack Power Ranged 53
21448,Attack Power Ranged 55
21449,Attack Power Ranged 58
21450,Attack Power Ranged 62
21451,Attack Power Ranged 65
21452,Attack Power Ranged 67
21453,Attack Power Ranged 70
21454,Attack Power Ranged 72
21455,Attack Power Ranged 74
21456,Attack Power Ranged 77
21457,Attack Power Ranged 79
21458,Attack Power Ranged 82
21459,Attack Power Ranged 84
21460,Attack Power Ranged 86
21461,Attack Power Ranged 89
21462,Attack Power Ranged 91
21463,Teleport to Player
21464,Conjure Ryson's Beacon (Horde) DND
21465,Conjure Ryson's Beacon (Alliance) DND
21466,Increased Block 1
21467,Increased Block 1
21468,Increased Block 1
21469,Increased Block 1
21470,Increased Block 1
21471,Increased Block 2
21472,Increased Block 2
21473,Increased Block 2
21474,Increased Block 2
21475,Increased Block 3
21476,Increased Block 3
21477,Increased Block 3
21478,Increased Block 4
21479,Increased Block 4
21480,Increased Block 4
21481,Increased Block 4
21482,Increased Block 5
21483,Increased Block 5
21484,Increased Block 5
21485,Increased Block 5
21486,Increased Block 6
21487,Increased Block 6
21488,Increased Block 6
21489,Increased Block 6
21490,Increased Block 7
21491,Increased Block 7
21492,Increased Block 7
21493,Increased Block 7
21494,Increased Block 8
21495,Increased Block 8
21496,Increased Block 8
21497,Increased Block 8
21498,Increased Block 8
21499,Increase Holy Dam 1
21500,Increase Holy Dam 3
21501,Increase Holy Dam 4
21502,Increase Holy Dam 6
21503,Increase Holy Dam 7
21504,Increase Holy Dam 9
21505,Increase Holy Dam 10
21506,Increase Holy Dam 11
21507,Increase Holy Dam 13
21508,Increase Holy Dam 14
21509,Increase Holy Dam 16
21510,Increase Holy Dam 17
21511,Increase Holy Dam 19
21512,Increase Holy Dam 20
21513,Increase Holy Dam 21
21514,Increase Holy Dam 23
21515,Increase Holy Dam 24
21516,Increase Holy Dam 26
21517,Increase Holy Dam 27
21518,Increase Holy Dam 29
21519,Increase Holy Dam 30
21520,Increase Holy Dam 31
21521,Increase Holy Dam 33
21522,Increase Holy Dam 34
21523,Increase Holy Dam 36
21524,Increase Holy Dam 37
21525,Increase Holy Dam 39
21526,Increase Holy Dam 40
21527,Increase Holy Dam 41
21528,Increase Holy Dam 43
21529,Increase Holy Dam 44
21530,Increase Holy Dam 46
21531,Increase Holy Dam 47
21532,Increase Holy Dam 49
21533,Increase Holy Dam 50
21534,Increase Holy Dam 51
21535,Increase Holy Dam 53
21536,Increase Holy Dam 54
21537,Planting Ryson's Beacon
21538,Planting Ryson's Beacon
21539,Block Value 02
21540,Improved Block Value
21541,Conjure Scrying Scope (Horde) DND
21542,Conjure Scrying Scope (Alliance) DND
21543,Teleport to Player
21544,Create Shredder
21545,Conjure Ryson's All Seeing Eye DND
21546,Ryson's All Seeing Eye
21547,Spore Cloud
21548,Spore Trees
21549,Fireball
21551,Mortal Strike
21552,Mortal Strike
21553,Mortal Strike
21554,Ryson's All Seeing Eye
21556,Control Shredder
21559,Shredder Armor Melt
21561,Healer Champion
21562,Prayer of Fortitude
21564,Prayer of Fortitude
21565,Create Shredder
21566,Control Shredder
21587,Vitality
21588,Vitality
21589,Vitality
21590,Vitality
21592,Vitality
21593,Vitality
21594,Vitality
21595,Vitality
21596,Vitality
21597,Vitality
21598,Vitality
21599,Vitality
21600,Vitality
21601,Vitality
21602,Vitality
21603,Vitality
21604,Vitality
21605,Vitality
21606,Vitality
21607,Vitality
21608,Vitality
21609,Vitality
21610,Vitality
21611,Vitality
21612,Vitality
21613,Vitality
21614,Vitality
21615,Vitality
21616,Vitality
21617,Vitality
21618,Increased Mana Regen
21619,Increased Mana Regen
21620,Increased Mana Regen
21621,Increased Mana Regen
21622,Increased Mana Regen
21623,Increased Mana Regen
21624,Increased Mana Regen
21625,Increased Mana Regen
21626,Increased Mana Regen
21627,Increased Mana Regen
21628,Increased Mana Regen
21629,Increased Mana Regen
21630,Increased Mana Regen
21631,Increased Mana Regen
21632,Increased Mana Regen
21633,Increased Mana Regen
21634,Increased Mana Regen
21635,Increased Mana Regen
21636,Increased Mana Regen
21637,Increased Mana Regen
21638,Increased Mana Regen
21639,Increased Mana Regen
21640,Increased Mana Regen
21641,Increased Mana Regen
21642,Increased Mana Regen
21643,Increased Mana Regen
21644,Increased Mana Regen
21645,Virulent Poison Proc
21646,Conjure Circle of Calling
21647,Frostwolf Reputation +5
21648,Call to Ivus
21649,Ivus Teleport Visual DND
21650,Building Fire
21651,Opening
21652,Closing
21653,Vipore Cat Form DND
21654,Create Frostwolf Assault Order (DND)
21655,Blink
21667,Wrath
21668,Starfire
21669,Moonfire
21670,Faerie Fire
21687,Toxic Volley
21688,Goblin Land Mine
21707,Summon Noxxion's Spawns
21708,Summon Noxxion's Spawns
21709,Spore Tree
21727,Summon Player
21728,Planting Ichman's Beacon
21729,Planting Slidore's Beacon
21730,Planting Vipore's Beacon
21731,Conjure Ichman's Beacon DND
21732,Conjure Slidore's Beacon DND
21733,Spore Tree Trigger
21734,Conjure Vipore's Beacon DND
21735,Conjure Vipore's Beacon DND
21736,Winterax Wisdom
21737,Periodic Knock Away
21740,Demonic Ally
21741,Demonic Ally
21744,Spirit of Blessing
21747,Lawbringer
21748,Thorn Volley
21749,Thorn Volley
21751,Perm. Illusion Skeleton
21767,Kill Trees
21787,Deadly Poison
21788,Deadly Poison
21789,Hate to Half
21790,Aqua Jet
21791,Tranquility
21793,Twisted Tranquility
21794,Frostwolf Muzzle DND
21795,Frostwolf Muzzle Effect DND
21807,Wrath
21808,Summon Shardlings
21809,Summon Theradrim Shardling
21827,Frostwolf Aura DND
21828,Frostwolf Aura Dummy Dispel
21829,Stormpike Reputation +2
21830,Frostwolf Despawn Spell
21831,Improved Rend
21832,Boulder
21833,Goblin Dragon Gun
21834,Gizlock's Dummy
21835,Gizlock's Dummy Charm Effect
21836,Gizlock's Dummy Charm
21837,Gizlock's Dummy Effect
21838,Battlegear of Might
21840,Battlegear of Might
21841,Battlegear of Might
21847,Snowman
21848,Snowman
21849,Gift of the Wild
21850,Gift of the Wild
21853,Reactive Fade
21856,Threatening Strikes
21857,Lava Shield
21858,Lava Shield
21859,Ragnaros Submerge Effect
21860,Gizlock's Dummy Taunt Effect
21861,Gizlock's Dummy Taunt
21862,Radiation
21863,Alterac Ram Aura DND
21864,Alterac Ram Aura Dummy Dispel DND
21865,Alterac Ram Despawn Spell
21866,Alterac Ram Collar DND
21867,Alterac Ram Collar Effect DND
21868,Dust Field
21869,Repulsive Gaze
21870,Increased Critical Nature
21871,Increased Rejuvenation Duration
21872,Faster Regrowth Cast
21873,Cheaper Druid Shapeshifting
21874,Improved Vanish
21878,Evasion TEST
21879,Friendly Nukes
21880,Improved Rupture
21881,Improved Poisons
21882,Judgement Smite
21883,Summon Healed Celebrian Vine
21884,Collect Orange Crystal Liquid
21885,Heal Vylestem Vine
21886,Summon Lava Burst A
21887,Warrior's Wrath
21889,Judgement Smite
21890,Warrior's Wrath
21891,Earthfury Stat Totem
21892,Arcane Protection
21893,Arcane Protection
21894,Meditation
21895,Increased Totem Radius
21896,Zaetar's Release (DND)
21897,Warlock Terror
21898,Warlock Terror
21899,Improved Chain Heal
21900,Summon Lava Burst B
21901,Summon Lava Burst C
21902,Summon Lava Burst D
21903,Summon Lava Burst E
21904,Summon Lava Burst F
21905,Summon Lava Burst G
21906,Summon Lava Burst H
21907,Summon Lava Burst I
21908,Lava Burst Randomizer
21909,Dust Field
21910,Goblin Dragon Gun
21911,Puncture
21912,Dummy Nuke
21913,Edge of Winter
21914,Celebras Quit Escort
21916,Celebras Waiting
21917,Celebras Stone Trap
21919,Thrash
21920,Frost Power
21921,Demonic Ally
21922,Demonic Ally
21923,Elixir of Frost Power
21925,Nature's Ally
21926,Nature's Ally
21927,Nature's Ally
21928,Nature's Ally
21929,Giantstalker
21930,Winter's Might
21931,Enchant Weapon - Winter's Might
21932,Giantstalker
21934,Gizlock's Dummy Despawn
21935,Snowmaster 9000
21936,Reindeer
21937,Giantstalker B
21938,Nature's Ally
21939,Create Scepter of Celebras
21940,Snowmaster 9000
21942,Hunter Giant Stalker
21943,Gloves of the Greatfather
21945,Green Holiday Shirt
21949,Rend
21950,Recite Words of Celebras
21951,Fist of Stone
21952,Poison
21953,The Feast of Winter Veil
21954,Dispel Poison
21955,Razorlash Root
21956,Physical Protection
21957,Create Amulet of Union
21958,Stout Heart
21959,Reactive Mana
21960,Manifest Spirit
21961,Wound
21962,Force of Nature
21963,Force of Nature
21964,Force of Nature
21965,Manifestation Ends
21966,Dragonstalker B
21967,Dragonstalker A
21968,Corrupt Forces of Nature
21969,Mark of the Chosen
21970,Mark of the Chosen
21971,Poison Bolt
21972,Improved Thorns Duration
21973,Prophecy Flash Heal Bonus
21975,Vigor
21976,Reactive Fade
21977,Warrior's Wrath
21978,Engulfing Shadows
21979,Create The Pariah's Instructions
21980,Snowman
21987,Lash of Pain
21988,Summon Dun Garok Soldiers
21989,Waiting to Resurrect
21990,Tornado
21991,Talisman of Binding
21992,Thunderfury
22007,Netherwind Focus
22008,Netherwind Focus
22009,Greater Heal
22010,Greater Heal Renew
22011,Spirit Heal Channel
22012,Spirit Heal
22027,Remove Insignia
22047,Testing Totem
22048,Attack
22049,Testing Totem Passive
22050,Testing Totem Dummy
22051,QAEnchant Bracer +9 Strength
22052,QAEnchant Bracer +9 Stamina
22053,QAEnchant Bracer +9 Spirit
22054,QAEnchant Bracer +7 Intellect
22067,Reflection
22068,rfo
22088,Fireball
22089,QAEnchant Chest +100 Health
22090,QAEnchant Chest +100 Mana
22091,QAEnchant Cloak +5 Resistances
22092,QAEnchant Cloak +70 Armor
22094,QAEnchant 2H Weapon +9 Damage
22095,QAEnchant Weapon +5 Damage
22098,QAEnchant Shield +7 Stamina
22099,QAEnchant Shield +8 Frost Resistance
22100,QAEnchant Shield +9 Spirit
22101,QAEnchant Boots +7 Agility
22102,QAEnchant Boots +5 Spirit
22103,QAEnchant Boots +7 Stamina
22104,QAEnchant Gloves +7 Strength
22105,QAEnchant Gloves +7 Agility
22106,QAEnchant Gloves +1% Haste
22108,Conjure Frostwolf Rank 1 Insignia DND
22109,Conjure Frostwolf Rank 2 Insignia DND
22110,Conjure Frostwolf Rank 3 Insignia DND
22111,Conjure Frostwolf Rank 4 Insignia DND
22112,Conjure Frostwolf Rank 5 Insignia DND
22113,Conjure Frostwolf Rank 6 Insignia DND
22114,Conjure Stormpike Rank 1 Insignia DND
22115,Conjure Stormpike Rank 2 Insignia DND
22116,Conjure Stormpike Rank 3 Insignia DND
22117,Conjure Stormpike Rank 4 Insignia DND
22118,Conjure Stormpike Rank 5 Insignia DND
22119,Conjure Stormpike Rank 6 Insignia DND
22120,Charge
22121,Shoot
22127,Entangling Roots
22128,Thorns
22147,CHECKMEOUT
22167,Heal
22168,Renew
22187,Power Word: Shield
22188,Increased Crossbow
22189,Mana Burn
22190,Summon Flare Gun DND
22191,Heated Ground
22192,Heated Ground
22193,Heated Ground
22194,Heated Ground
22195,Heated Ground
22196,Heated Ground
22197,Heated Ground
22198,Heated Ground
22199,Heated Ground
22200,Heated Ground
22201,Heated Ground
22202,Heated Ground
22203,Blue Beam
22205,Trigger Blue Beam
22206,Moonfire
22207,Summon Drakefire Amulet DND
22208,Create Chapter 1 DND
22209,Create Chapter 2 DND
22210,Create Chapter 3 DND
22211,Create Chapter 4 DND
22227,Create Dartol's Rod
22247,Suppression Aura
22267,Breath
22268,Breath
22269,Injured
22270,Divine Intervention (NEWTEST)
22271,Arcane Explosion
22272,Arcane Missiles
22273,Arcane Missiles
22274,Greater Polymorph
22275,Flamestrike
22276,Elemental Shield
22277,Elemental Shield
22278,Elemental Shield
22279,Elemental Shield
22280,Elemental Shield
22281,Elemental Shield
22282,Brood Power
22283,Brood Power: Red
22284,Brood Power: Red
22285,Brood Power: Blue
22286,Brood Power: Bronze
22287,Brood Power: Black
22288,Brood Power: Green
22289,Brood Power: Green
22290,Brood Power: Blue
22291,Brood Power: Bronze
22311,Brood Power: Bronze
22312,Brood Power: Black
22313,Purple Hands
22331,Rugged Leather
22334,Bomb
22335,Bottle of Poison
22336,Shadow Bolt
22351,Thorns
22352,Phase Lasher (Fire)
22353,Phase Lasher (Nature)
22354,Phase Lasher (Arcane)
22355,Chain Lightning
22356,Slow
22357,Icebolt
22371,Curse of Impotence
22372,Demon Portal
22373,Regrowth
22391,Demon Portal
22392,Summon Enraged Felguard
22393,Enraged Felguard Spawn
22411,Shoot
22412,Virulent Poison
22413,Virulent Poison Proc
22414,Lightning Bolt
22415,Entangling Roots
22416,Backstab
22417,Shadow Shield
22418,Chaotic Focus
22419,Riptide
22420,Submersion
22421,Massive Geyser
22422,Water
22423,Flame Shock
22424,Blast Wave
22425,Fireball Volley
22426,Crush Armor
22427,Concussion Blow
22428,Frenzy
22429,Tag: Bubbles
22430,Refined Scale of Onyxia
22431,Tag: Bubbles
22433,Flame Buffet
22436,Aura of Flames
22438,Mark of Detonation
22439,Mark of Detonation
22440,Commanding Shout
22441,Growing Flames
22442,Growing Flames
22458,Healing Circle
22459,Summon RaidMageArcaneFR
22460,Arcane Explosion
22478,Intense Pain
22479,Frost Breath
22480,Tender Wolf Steak
22483,PvP Herald Alpha Transform (DND)
22498,Land Mine Impact
22518,Glowy (Red)
22519,Ice Nova
22520,Phase Lasher (Frost)
22538,Nef Trans
22539,Shadow Flame
22540,Cleave
22558,Brood Power: Red
22559,Brood Power: Blue
22560,Brood Power: Black
22561,Brood Power: Green
22562,Fill Amethyst Phial
22563,Recall
22564,Recall
22565,Create Bloodpetal Zapper
22566,Hex
22567,Summon Ar'lia
22568,Ferocious Bite
22572,Bruising Blow
22573,Anti-Zerg Cantrip
22574,Dark Strike
22575,Shadow Shock
22576,Glowy (Blue)
22577,Glowy (Green)
22578,Glowy (Black)
22579,Glowy (Orange)
22580,Glowy (Yellow)
22581,Glowy (Purple)
22582,Frost Shock
22586,5% speed bonus
22587,8% speed bonus
22588,10% speed bonus
22589,13% speed bonus
22590,15% speed bonus
22591,Strike
22592,Knockdown
22593,Flame Mantle of the Dawn
22594,Frost Mantle of the Dawn
22595,Poison Shock
22596,Shadow Mantle of the Dawn
22597,Nature Mantle of the Dawn
22598,Arcane Mantle of the Dawn
22599,Chromatic Mantle of the Dawn
22600,Force Reactive Disk
22618,Force Reactive Disk
22619,Force Reactive Disk
22620,Force Reactive Disk
22638,Poison Shock
22639,Eskhandar's Rake
22640,Eskhandar's Rage
22641,Reckless Charge
22642,Brood Power: Bronze
22643,Frostbolt Volley
22644,Blood Leech
22645,Frost Nova
22646,Reckless Charge
22647,Empower Pet
22648,Call of Eskhandar
22649,Summon Eskhandar
22650,Ghost Visual
22651,Sacrifice
22652,Drakonid Spawner
22653,Drakonid Spawner
22654,Spawn Black Drakonid
22655,Spawn Red Drakonid
22656,Spawn Green Drakonid
22657,Spawn Bronze Drakonid
22658,Spawn Blue Drakonid
22659,Spawn Drakonid
22660,Dire Wolf Form
22661,Enervate
22662,Wither
22663,Nefarian's Barrier
22664,Shadowblink
22665,Shadow Bolt Volley
22666,Silence
22667,Shadow Command
22668,Shadowblink
22669,Shadowblink
22670,Shadowblink
22671,Shadowblink
22672,Shadowblink
22673,Shadowblink
22674,Shadowblink
22675,Shadowblink
22676,Shadowblink
22677,Shadow Bolt
22678,Fear
22679,Prismatic Drakonid Spawner
22680,Spawn Chromatic Drakonid
22681,Shadowblink
22682,Shadow Flame
22683,Onyxia Scale Cloak
22684,Onyxia Scale Cloak
22685,Defense TEST
22686,Bellowing Roar
22687,Veil of Shadow
22688,Tree Form
22689,Mangle
22690,Test Charge
22691,Disarm
22692,Petrify
22693,Harden Skin
22694,Apo Mekhanes Theos
22695,Regrowth
22696,Thorns
22697,Arcane Elemental
22699,Inferno
22700,Field Repair Bot 74A
22701,Aggro
22703,Inferno Effect
22704,Field Repair Bot 74A
22707,Root
22709,Void Bolt
22710,Enlarge
22711,Shadowskin Gloves
22713,Flame Buffet
22714,Summon Hydroling
22715,Hydrojet
22716,Hydrojet
22717,Black War Steed
22718,Black War Kodo
22719,Black Battlestrider
22720,Black War Ram
22721,Black War Raptor
22722,Red Skeletal Warhorse
22723,Black War Tiger
22724,Black War Wolf
22725,Defense +3
22727,Core Armor Kit
22729,Rejuvenation Potion
22730,Increased Intellect
22731,Food
22732,Major Rejuvenation Potion
22734,Drink
22735,Spirit of Runn Tum
22736,Gordok Ogre Suit
22737,Gordok Ogre Suit
22738,Intercept Cooldown Reduction
22739,Goblin Dragon Gun
22741,Goblin Dragon Gun
22742,Super Shrink Ray
22743,Ribbon of Souls
22744,Chains of Ice
22745,Chains of Ice
22746,Cone of Cold
22747,Increase Spell Dam 30
22748,Increase Healing 55
22749,Enchant Weapon - Spell Power
22750,Enchant Weapon - Healing Power
22751,Fury of the Frostwolf
22752,Fevered Exhaustion
22755,Critical Weapon +2
22756,Sharpen Weapon - Critical
22757,Elemental Sharpening Stone
22759,Flarecore Wraps
22761,Runn Tum Tuber Surprise
22764,Aggro
22765,Aggro
22766,Sneak
22767,Increased Root Resist 01
22778,Hamstring Rage Reduction
22779,Biznicks 247x128 Accurascope
22780,Ranged Hit Bonus +3
22781,Thornling
22782,Mage Armor
22783,Mage Armor
22786,Irritating Spores
22787,Irritating Spores
22788,Grow
22789,Gordok Green Grog
22790,Kreeg's Stout Beatdown
22792,Plant Thornling
22793,Biznicks 247x128 Accurascope
22795,Core Marksman Rifle
22797,Force Reactive Disk
22799,King of the Gordok
22800,Entangling Roots
22801,Ghost Wolf Speed
22802,Choking Spores
22803,Dire Maul Trap - Summon
22804,Shaman Shock Crit Bonus
22805,r-h
22806,r-h
22807,Greater Water Breathing
22808,Draught of Greater Water Breathing
22810,Opening - No Text
22811,Increased Crossbow
22812,Barkskin
22813,Gordok Ogre Suit
22814, Gordok Ogre Suit
22815,Gordok Ogre Suit
22816, Gordok Ogre Suit
22817,Fengus' Ferocity
22818,Mol'dar's Moxie
22820,Slip'kik's Savvy
22821,Warpwood Spores
22822,Starshards
22823,Starshards
22825,Summon Cadaverous Worm
22827,Ferocious Bite
22828,Ferocious Bite
22829,Ferocious Bite
22833,Booze Spit
22835,Drunken Rage
22836,Elemental Slaying 36
22837,Conjure Tharnariun's Hope
22838,Alterac Ram Aura Dummy Dispel DND
22840,Arcanum of Rapidity
22841,Arcanum of Rapidity
22842,Frenzied Regeneration
22843,Arcanum of Focus
22844,Arcanum of Focus
22845,Frenzied Regeneration
22846,Arcanum of Protection
22847,Arcanum of Protection
22848,Force Reactive Disk Visual
22849,Increase Spell Dam Undead 35
22850,Sanctuary
22852,Block Value 23
22854,Increased Hunter Pet Damage
22855,Pimgib's Collar
22856,Ice Lock
22857,Retaliation
22858,Retaliation
22859,Mortal Cleave
22860,Call Reavers
22863,Speed
22864,Field Repair Bot 74A
22865,Summon Doomguard
22866,Belt of the Archmage
22867,Felcloth Gloves
22868,Inferno Gloves
22869,Mooncloth Gloves
22870,Cloak of Warding
22876,Summon Netherwalker
22877,Attunement to the Core
22878,Shadow Bolt Volley
22879,Cho'Rush Random
22880,Cho'Rush Random Effect (Priest)
22881,Cho'Rush Random Effect (Shaman)
22882,Cho'Rush Random Effect (Mage)
22883,Heal
22884,Psychic Scream
22885,Earth Shock
22886,Berserker Charge
22887,Throw
22888,Rallying Cry of the Dragonslayer
22890,Undo Crowd Control
22891,Undo Crowd Control Rogue
22893,Arcane Blast
22899,Eye of Immol'thar
22900,Body Switch
22901,Body Switch
22902,Mooncloth Robe
22904,Heated Blade DND
22905,Place Unfired Blade
22906,Plunging Blade into Onyxia
22907,Shoot
22908,Volley
22909,Eye of Immol'thar
22910,Immolation Trap
22911,Charge
22912,Block Value 18
22913,Random Aggro
22914,Concussive Shot
22915,Improved Concussive Shot
22916,Uppercut
22917,Shadowform
22919,Mind Flay
22920,Arcane Blast
22921,Girdle of Insight
22922,Mongoose Boots
22923,Swift Flight Bracers
22924,Grasping Vines
22925,Conjure Dull Flat Elven Blade DND
22926,Chromatic Cloak
22927,Hide of the Wild
22928,Shifting Cloak
22935,Planted
22936,Mana Burn
22937,Poison Bolt
22938,Arcane Explosion
22939,Summon Mana Bursts
22940,Arcane Blast
22941,Player Lost Shackles DND
22942,Player Lost Apple DND
22943,Player Lost Eau d' Mixilpixil DND
22944,Player Lost Hinot's OilDND
22945,Forked Lightning
22946,Lightning Cloud
22947,Mana Burn
22948,Spore Cloud
22949,Seal Felvine Shard
22950,Portal of Immol'thar
22951,Summon Player
22958,Summon Vessel of Rebirth DND
22959,Fire Vulnerability
22967,Smelt Elementium
22969,Quest - Kodo Fade Out (DND)
22970,Kodo Despawn
22971,NefTest
22972,Shadow Flame
22975,Shadow Flame
22976,Shadow Flame
22977,Shadow Flame
22978,Shadow Flame
22979,Shadow Flame
22980,Shadow Flame
22981,Shadow Flame
22982,Shadow Flame
22983,Shadow Flame
22984,Shadow Flame
22985,Shadow Flame
22986,Shadow Flame
22987,Warlock Doomguard Tap
22988,Illidan's Fury
22989,The Breaking
22990,The Forming
22991,The Breaking Left Blade DND
22992,Shadow Flame
22993,Shadow Flame
22994,Entangle
22995,Summon
22996,Battle Standard
22997,Plague
22998,Battle Standard
22999,Defibrillate
23000,Ez-Thro Dynamite
23001,Ez-Thro Dynamite Backfire
23002,Alarm-o-bot
23003,Alarm-o-bot
23004,Summon Alarm-o-Bot
23005,Battle Standard
23006,Battle Standard
23008,Powerful Seaforium Charge
23009,Tendrils of Air
23010,Tendrils of Air
23011,Tears of the Wind Seeker
23012,Summon Orphan
23013,Summon Orphan
23014,Possess
23015,Crystal Prison
23016,Lash of Submission
23017,Arcane Channeling
23018,Use Dragon Orb
23019,Crystal Prison Dummy DND
23020,Crystal Imprisonment
23021,Dragon Orb
23022,Crystal Prison Conjure DND
23023,Conflagration
23024,Fireball
23025,Blink Cooldown Reduction
23028,Arcane Brilliance
23031,Cancel Bob Possession
23032,Nefarian's Troops Flee
23033,Battle Standard
23034,Battle Standard
23035,Battle Standard
23036,Battle Standard
23037,Mana Shield Absorb Increase
23038,Flame Shock
23039,Blast Wave
23040,Warming Flames
23041,Call Anathema
23042,Call Benediction
23043,Mind Blast Cast Pushback Reduction
23044,Psychic Scream Duration Increase
23046,Searing Pain Cast Pushback Reduction
23047,Immolate Cast Time Reduction
23048,Gouge Cooldown Reduction
23049,Sprint Duration Increase
23050,Mithril Mechanical Dragonling
23051,Mechanical Dragonling
23052,Arcanite Dragonling
23053,Infernal Conjure Dummy DND
23054,Igniting Kroshius
23055,Defibrillated!
23056,Call Infernal Destroyer
23057,Summon Mob Spawn Circle (DND)
23058,Fix Ritual Bell (DND)
23059,Create Thorium Brotherhood Contract DND
23060,Battle Squawk
23061,Fix Ritual Node
23062,Fix Ritual Candle (DND)
23063,Dense Dynamite
23064,Recombobulate
23065,Throw Rock
23066,Red Firework
23067,Blue Firework
23068,Green Firework
23069,EZ-Thro Dynamite II
23070,Dense Dynamite
23071,Truesilver Transformer
23072,Seething Plague
23073,Shoot
23074,Arcanite Dragonling
23075,Mithril Mechanical Dragonling
23076,Mechanical Dragonling
23077,Gyrofreeze Ice Reflector
23078,Goblin Jumper Cables XL
23079,Major Recombobulator
23080,Powerful Seaforium Charge
23081,Hyper-Radiant Flame Reflector
23082,Ultra-Flash Shadow Reflector
23096,Alarm-O-Bot
23097,Fire Reflector
23099,Dash
23100,Dash
23101,Eye of Divinity
23102,Frostbolt
23103,Enveloping Winds
23104,Shock
23105,Lightning Cloud
23106,Chain Lightning
23107,Enter the Light DND
23108,Blessing of Nordrassil
23109,Dash
23110,Dash
23111,Dash
23112,Dash
23113,Blast Wave
23114,Earth Shock
23115,Frost Shock
23116,Vertex Color: Light Blue
23117,Ritual Bell Aura
23118,Conjure Scourge Footsoldier DND
23119,Conjure Peasant DND
23120,Black March Blessing
23121,Conjure Peasant DND
23122,Jaina's Autograph
23123,Cairne's Hoofprint
23124,Human Orphan Whistle
23125,Orcish Orphan Whistle
23126,World Enlarger
23127,Death's Door
23128,Frenzy
23129,World Enlarger
23131,Frost Reflector
23132,Shadow Reflector
23133,Gnomish Battle Chicken
23134,Goblin Bomb
23135,Heavy Leather Ball
23136,Release J'eevee
23137,Priest Event Despawner DND
23138,Gate of Shazzrah
23139,Gate of Shazzrah
23140,J'eevee summons object
23141,QAEnchant Weapon Crusader
23142,QAEnchant Weapon Icy Chill
23143,QAEnchant Weapon Spell Power
23144,QAEnchant Weapon Healing Power
23145,Dive
23146,Dive
23147,Dive
23148,Dive
23149,Dive
23150,Dive
23151,Balance of Light and Shadow
23152,Summon Xorothian Dreadsteed
23153,Brood Affliction: Blue
23154,Brood Affliction: Black
23155,Brood Affliction: Red
23156,Peasant Event Anti-Cheat DND
23157,Arcane Shot Mana Reduction
23158,Concussive Shot Cooldown Reduction
23159,Summon Dreadsteed Spirit (DND)
23160,Teach Summon Dreadsteed
23161,Summon Dreadsteed
23162,Harass
23163,Harass
23164,Harass
23165,Harass
23166,Harass
23167,Harass
23168,Brood Affliction: Red
23169,Brood Affliction: Green
23170,Brood Affliction: Bronze
23171,Time Stop
23172,Block Value 10
23173,Brood Affliction
23174,Chromatic Mutation
23175,Chromatic Mutation
23176,Summon Pirate Booty (DND)
23177,Chromatic Mutation
23179,Taint of Shadow
23180,Release Imp
23181,Block Value 24
23182,Mark of Frost
23183,Mark of Frost
23184,Mark of Frost
23185,Aura of Frost
23186,Aura of Frost
23187,Frost Burn
23188,trans
23189,Frost Burn
23190,Heavy Leather Ball
23192,Forming Rhok'delar
23193,Forming Lok'delar
23194,Forming Rhok'delar
23195,Dragondog Breath Selection
23196,Quest Invisibility
23197,Copy of Visions of the Past
23198,Avoidance
23199,See Priest Invis
23200,Precious Transform to Felhound DND
23201,Hunter Epic Anti-Cheat DND
23202,Torch
23203,Block Value 15
23204,Place Scryer
23205,Temptress' Kiss
23206,Chain Lightning
23207,Silence
23208,Exorcise Spirits
23209,Terrordale Haunting Spirit #2
23210,Vitality
23211,Copy of Increased Mana Regen
23212,Increased Mana Regen
