ID,StartEvent,EndEvent,StartMinOffsetMs,StartMaxOffsetMs,EndMinOffsetMs,EndMaxOffsetMs,TargetType,SpellVisualKitID,Field_10_0_0_44649_008,Field_10_0_0_44649_009,SpellVisualID
30087,1,2,0,0,0,0,1,1485,0,0,17830
30088,3,13,0,0,0,0,1,6778,0,0,17830
30089,6,13,0,0,0,0,1,8593,0,0,17830
30090,6,13,0,0,0,0,2,8593,0,0,17830
30091,6,13,0,0,0,0,1,1005,0,0,17968
30092,6,13,0,0,0,0,2,1005,0,0,17968
30094,7,8,0,0,0,0,2,16910,0,0,17968
30095,6,13,0,0,0,0,1,1005,0,0,17969
30096,6,13,0,0,0,0,2,1005,0,0,17969
30098,7,8,0,0,0,0,2,16911,0,0,17969
30099,6,13,0,0,0,0,1,1005,0,0,17970
30100,6,13,0,0,0,0,2,1005,0,0,17970
30102,7,8,0,0,0,0,2,16912,0,0,17970
30104,7,8,0,0,0,0,2,16976,0,0,18031
30105,9,10,0,0,0,0,3,11529,0,0,18031
30106,6,13,0,0,0,0,1,16977,0,0,18032
30107,6,13,0,0,0,0,2,16977,0,0,18032
30109,7,8,0,0,0,0,2,19407,0,0,18091
30110,6,13,0,0,0,0,4,16932,0,0,18092
30112,7,8,0,0,0,0,2,17038,0,0,18092
30113,8,13,0,0,0,0,2,17330,0,0,18092
30114,1,2,0,0,0,0,1,17039,0,0,18093
30115,3,13,0,0,0,0,1,17040,0,0,18093
30116,6,13,0,0,0,0,1,17190,0,0,18093
30117,6,13,0,0,0,0,2,17190,0,0,18093
30119,7,8,0,0,0,0,2,19401,0,0,18094
30120,6,13,0,0,0,0,1,17060,0,0,18095
30121,6,13,0,0,0,0,2,17060,0,0,18095
30122,5,13,0,0,0,0,3,13085,0,0,18095
30124,7,8,0,0,0,0,2,19423,0,0,18096
30125,11,12,0,0,0,0,2,17044,0,0,18097
30126,3,13,0,0,0,0,1,1624,0,0,18174
30127,6,13,0,0,0,0,1,17136,0,0,18174
30128,6,13,0,0,0,0,2,17136,0,0,18174
30130,7,8,0,0,0,0,2,17135,0,0,18174
30131,6,13,0,0,0,0,3,2271,0,0,18174
30133,7,8,0,0,0,0,2,17138,0,0,18175
30134,1,2,0,0,0,0,1,17620,0,0,18538
30136,7,8,0,0,0,0,2,17619,0,0,18538
30138,7,8,0,0,0,0,2,17621,0,0,18539
30139,1,2,0,0,0,0,1,30,0,0,18540
30140,3,13,0,0,0,0,1,38,0,0,18540
30141,6,13,0,0,0,0,1,286,0,0,18540
30142,6,13,0,0,0,0,2,286,0,0,18540
30143,6,13,0,0,0,0,1,17624,0,0,18541
30144,6,13,0,0,0,0,2,17624,0,0,18541
30145,3,13,0,0,0,0,1,17631,0,0,18542
30146,6,13,0,0,0,0,1,17744,0,0,18542
30147,6,13,0,0,0,0,2,17744,0,0,18542
30149,7,8,0,0,0,0,2,17645,0,0,18542
30150,1,2,0,0,0,0,1,60,0,0,18543
30151,3,13,0,0,0,0,1,61,0,0,18543
30152,6,13,0,0,0,0,1,17634,0,0,18543
30153,6,13,0,0,0,0,2,17634,0,0,18543
30155,7,8,0,0,0,0,2,17637,0,0,18543
30156,11,12,0,0,0,0,2,7252,0,0,8385
30157,6,13,0,0,0,0,1,1070,0,0,1044
30158,6,13,0,0,0,0,2,1070,0,0,1044
30159,3,13,0,0,0,0,1,6969,0,0,8148
30160,6,13,0,0,0,0,1,6970,0,0,8148
30161,6,13,0,0,0,0,2,6970,0,0,8148
30163,7,8,0,0,0,0,2,33500,0,0,8148
30164,1,2,0,0,0,0,1,266,0,0,131
30165,3,13,0,0,0,0,1,730,0,0,131
30166,6,13,0,0,0,0,1,230,0,0,131
30167,6,13,0,0,0,0,2,230,0,0,131
30168,6,13,0,0,0,0,1,6953,0,0,8226
30169,6,13,0,0,0,0,2,6953,0,0,8226
30170,6,13,0,0,0,0,1,7450,0,0,8752
30171,6,13,0,0,0,0,2,7450,0,0,8752
30172,1,2,0,0,0,0,1,114,0,0,1583
30173,3,13,0,0,0,0,1,118,0,0,1583
30174,6,13,0,0,0,0,1,219,0,0,1583
30175,6,13,0,0,0,0,2,219,0,0,1583
30176,5,13,0,0,0,0,3,9176,0,0,1583
30177,3,13,0,0,0,0,1,948,0,0,1843
30178,11,12,0,0,0,0,2,950,0,0,1843
30179,1,2,0,0,0,0,1,1364,0,0,3303
30180,3,13,0,0,0,0,1,267,0,0,3303
30181,6,13,0,0,0,0,1,420,0,0,3303
30182,6,13,0,0,0,0,2,420,0,0,3303
30183,6,13,0,0,0,0,3,9428,0,0,3303
30184,1,2,0,0,0,0,1,186,0,0,1723
30185,3,13,0,0,0,0,1,189,0,0,1723
30186,6,13,0,0,0,0,1,460,0,0,1723
30187,6,13,0,0,0,0,2,460,0,0,1723
30188,1,2,0,0,0,0,1,60,0,0,6803
30189,3,13,0,0,0,0,1,61,0,0,6803
30190,6,13,0,0,0,0,1,447,0,0,6803
30191,6,13,0,0,0,0,2,447,0,0,6803
30193,7,8,0,0,0,0,2,985,0,0,6803
30194,6,13,0,0,0,0,1,130,0,0,6339
30198,1,2,0,0,0,0,1,195,0,0,706
30199,3,13,0,0,0,0,1,203,0,0,706
30200,6,13,0,0,0,0,1,768,0,0,706
30201,6,13,0,0,0,0,2,768,0,0,706
30202,1,2,0,0,0,0,1,195,0,0,722
30203,3,13,0,0,0,0,1,203,0,0,722
30205,7,8,0,0,0,0,2,781,0,0,722
30206,3,13,0,0,0,0,1,6896,0,0,7922
30207,6,13,0,0,0,0,1,6897,0,0,7922
30208,6,13,0,0,0,0,2,6897,0,0,7922
30210,7,8,0,0,0,0,2,6895,0,0,7922
30212,7,8,0,0,0,0,2,14682,0,0,15881
30213,3,13,0,0,0,0,1,18271,0,0,15894
30215,7,8,0,0,0,0,2,14699,0,0,15894
30216,1,2,0,0,0,0,1,345,0,0,15896
30217,3,13,0,0,0,0,1,788,0,0,15896
30219,7,8,0,0,0,0,2,14700,0,0,15896
30221,7,8,0,0,0,0,2,14703,0,0,15901
30222,6,13,0,0,0,0,1,56,0,0,834
30223,6,13,0,0,0,0,2,56,0,0,834
30224,1,2,0,0,0,0,1,186,0,0,7323
30225,3,13,0,0,0,0,1,189,0,0,7323
30226,6,13,0,0,0,0,1,458,0,0,7323
30227,6,13,0,0,0,0,2,458,0,0,7323
30229,7,8,0,0,0,0,2,6699,0,0,7784
30231,7,8,0,0,0,0,2,6702,0,0,7798
30232,11,12,0,0,0,0,2,6707,0,0,7798
30233,3,13,0,0,0,0,1,5009,0,0,8794
30234,6,13,0,0,0,0,1,286,0,0,8794
30235,6,13,0,0,0,0,2,286,0,0,8794
30236,9,10,0,0,0,0,3,3270,0,0,8794
30237,1,2,0,0,0,0,1,200,0,0,8806
30238,3,13,0,0,0,0,1,208,0,0,8806
30239,6,13,0,0,0,0,1,4991,0,0,8806
30240,6,13,0,0,0,0,2,4991,0,0,8806
30242,7,8,0,0,0,0,2,7454,0,0,8806
30244,7,8,0,0,0,0,2,7579,0,0,8938
30245,6,13,0,0,0,0,3,7576,0,0,8938
30247,7,8,0,0,0,0,2,7643,0,0,9019
30249,7,8,0,0,0,0,2,10152,0,0,11007
30250,3,13,0,0,0,0,1,492,0,0,11023
30251,6,13,0,0,0,0,1,4930,0,0,11023
30252,6,13,0,0,0,0,2,4930,0,0,11023
30254,7,8,0,0,0,0,2,8797,0,0,10378
30255,1,2,0,0,0,0,1,124,0,0,11629
30256,3,13,0,0,0,0,1,72,0,0,11629
30257,6,13,0,0,0,0,1,283,0,0,11629
30258,6,13,0,0,0,0,2,283,0,0,11629
30259,11,12,0,0,0,0,2,2790,0,0,12070
30260,3,13,0,0,0,0,1,1184,0,0,9748
30261,6,13,0,0,0,0,1,6309,0,0,9748
30262,6,13,0,0,0,0,2,6309,0,0,9748
30263,1,2,0,0,0,0,1,199,0,0,11916
30264,3,13,0,0,0,0,1,207,0,0,11916
30265,6,13,0,0,0,0,1,527,0,0,11916
30266,6,13,0,0,0,0,2,527,0,0,11916
30268,7,8,0,0,0,0,2,11778,0,0,11916
30270,7,8,0,0,0,0,2,11197,0,0,12128
30271,6,13,0,0,0,0,1,6899,0,0,9425
30272,6,13,0,0,0,0,2,6899,0,0,9425
30273,6,13,0,0,0,0,1,121,0,0,9850
30274,6,13,0,0,0,0,2,121,0,0,9850
30275,6,13,0,0,0,0,3,9238,0,0,9870
30276,1,2,0,0,0,0,1,8637,0,0,10190
30277,3,13,0,0,0,0,1,8635,0,0,10190
30279,7,8,0,0,0,0,2,10406,0,0,11250
30281,7,8,0,0,0,0,2,10225,0,0,11085
30283,7,8,0,0,0,0,2,14385,0,0,16694
30284,3,13,0,0,0,0,1,15668,0,0,16783
30286,7,8,0,0,0,0,2,15661,0,0,16783
30287,1,2,0,0,0,0,1,19557,0,0,20106
30288,3,13,0,0,0,0,1,19558,0,0,20106
30289,6,13,0,0,0,0,3,9190,0,0,20106
30290,1,2,0,0,0,0,1,36,0,0,19522
30291,3,13,0,0,0,0,1,3054,0,0,19522
30292,6,13,0,0,0,0,1,3055,0,0,19522
30293,6,13,0,0,0,0,2,3055,0,0,19522
30294,6,13,0,0,0,0,1,4991,0,0,19543
30295,6,13,0,0,0,0,2,4991,0,0,19543
30297,7,8,0,0,0,0,2,2169,0,0,19543
30298,5,13,0,0,0,0,3,11120,0,0,19543
30300,7,8,0,0,0,0,2,15731,0,0,16852
30301,3,13,0,0,0,0,1,17473,0,0,18432
30302,5,13,0,0,0,0,3,13548,0,0,18432
30303,3,13,0,0,0,0,1,17476,0,0,18435
30304,6,13,0,0,0,0,1,76,0,0,18435
30305,6,13,0,0,0,0,2,76,0,0,18435
30306,6,13,0,0,0,0,1,14845,0,0,18255
30307,6,13,0,0,0,0,2,14845,0,0,18255
30308,6,13,0,0,0,0,1,17261,0,0,18256
30309,6,13,0,0,0,0,2,17261,0,0,18256
30310,3,13,0,0,0,0,1,17247,0,0,18190
30312,7,8,0,0,0,0,2,14814,0,0,18190
30313,3,13,0,0,0,0,1,37,0,0,18196
30314,6,13,0,0,0,0,1,17175,0,0,18196
30315,6,13,0,0,0,0,2,17175,0,0,18196
30316,6,13,0,0,0,0,1,7405,0,0,18198
30317,6,13,0,0,0,0,2,720,0,0,18198
30318,9,10,0,0,0,0,3,17179,0,0,18198
30319,3,13,0,0,0,0,1,17254,0,0,18200
30320,6,13,0,0,0,0,1,17182,0,0,18200
30321,6,13,0,0,0,0,2,17182,0,0,18200
30322,3,13,0,0,0,0,1,17184,0,0,18202
30323,3,13,0,0,0,0,1,17185,0,0,18203
30324,6,13,0,0,0,0,1,6970,0,0,18203
30325,6,13,0,0,0,0,2,6970,0,0,18203
30326,3,13,0,0,0,0,1,17187,0,0,18205
30327,6,13,0,0,0,0,1,14622,0,0,18205
30328,6,13,0,0,0,0,2,14622,0,0,18205
30330,7,8,0,0,0,0,2,349,0,0,18205
30331,1,2,0,0,0,0,1,6818,0,0,18221
30332,3,13,0,0,0,0,1,6817,0,0,18221
30333,6,13,0,0,0,0,1,2110,0,0,18221
30334,6,13,0,0,0,0,2,2110,0,0,18221
30336,7,8,0,0,0,0,2,17201,0,0,18221
30338,7,8,0,0,0,0,2,17460,0,0,18422
30339,5,13,0,0,0,0,3,17139,0,0,18177
30340,3,13,0,0,0,0,1,17143,0,0,18179
30341,6,13,0,0,0,0,1,17240,0,0,18179
30342,6,13,0,0,0,0,2,17240,0,0,18179
30344,7,8,0,0,0,0,2,17406,0,0,18366
30345,6,13,0,0,0,0,1,17407,0,0,18367
30346,6,13,0,0,0,0,2,17407,0,0,18367
30347,3,13,0,0,0,0,1,17282,0,0,18246
30348,3,13,0,0,0,0,1,17278,0,0,18252
30350,7,8,0,0,0,0,2,17251,0,0,18252
30352,7,8,0,0,0,0,2,17287,0,0,18272
30353,3,13,0,0,0,0,1,17299,0,0,18279
30354,6,13,0,0,0,0,4,17297,0,0,18279
30355,1,2,0,0,0,0,1,171,0,0,18286
30356,3,13,0,0,0,0,1,172,0,0,18286
30357,6,13,0,0,0,0,1,133,0,0,18286
30358,6,13,0,0,0,0,2,133,0,0,18286
30359,5,13,0,0,0,0,3,10825,0,0,18286
30360,1,2,0,0,0,0,1,171,0,0,18287
30361,3,13,0,0,0,0,1,17362,0,0,18287
30362,6,13,0,0,0,0,1,7682,0,0,18287
30363,6,13,0,0,0,0,2,7682,0,0,18287
30365,7,8,0,0,0,0,2,17303,0,0,18288
30366,11,12,0,0,0,0,2,17304,0,0,18288
30367,3,13,0,0,0,0,1,17307,0,0,18290
30368,6,13,0,0,0,0,1,17297,0,0,18290
30369,6,13,0,0,0,0,2,17297,0,0,18290
30371,7,8,0,0,0,0,2,17309,0,0,18292
30372,6,13,0,0,0,0,1,17435,0,0,18392
30373,6,13,0,0,0,0,2,17435,0,0,18392
30375,7,8,0,0,0,0,2,17436,0,0,18392
30376,6,13,0,0,0,0,1,17399,0,0,18359
30377,6,13,0,0,0,0,2,17399,0,0,18359
30378,3,13,0,0,0,0,1,17154,0,0,18183
30379,6,13,0,0,0,0,1,17152,0,0,18183
30380,6,13,0,0,0,0,2,17152,0,0,18183
30382,7,8,0,0,0,0,2,17153,0,0,18183
30383,3,13,0,0,0,0,1,17155,0,0,18184
30384,1,2,0,0,0,0,1,17156,0,0,18185
30385,3,13,0,0,0,0,1,17157,0,0,18185
30386,6,13,0,0,0,0,1,17158,0,0,18185
30387,6,13,0,0,0,0,2,17158,0,0,18185
30389,7,8,0,0,0,0,2,17244,0,0,18247
30391,7,8,0,0,0,0,2,17248,0,0,18249
30392,3,13,0,0,0,0,1,17249,0,0,18250
30393,6,13,0,0,0,0,1,17214,0,0,18250
30394,6,13,0,0,0,0,2,17214,0,0,18250
30395,6,13,0,0,0,0,1,17300,0,0,18283
30396,6,13,0,0,0,0,2,17300,0,0,18283
30398,7,8,0,0,0,0,2,242,0,0,18283
30399,3,13,0,0,0,0,1,17301,0,0,18284
30400,1,2,0,0,0,0,1,17271,0,0,18261
30401,11,12,0,0,0,0,2,9555,0,0,18261
30402,3,13,0,0,0,0,1,17272,0,0,18262
30403,6,13,0,0,0,0,1,17274,0,0,18262
30404,6,13,0,0,0,0,2,17274,0,0,18262
30405,6,13,0,0,0,0,1,17284,0,0,18268
30406,6,13,0,0,0,0,2,17284,0,0,18268
30407,1,2,0,0,0,0,1,17146,0,0,18180
30408,3,13,0,0,0,0,1,17147,0,0,18180
30409,6,13,0,0,0,0,1,17241,0,0,18180
30410,6,13,0,0,0,0,2,17241,0,0,18180
30411,3,13,0,0,0,0,1,17192,0,0,18213
30413,7,8,0,0,0,0,2,17191,0,0,18213
30414,1,2,0,0,0,0,1,14001,0,0,15147
30415,3,13,0,0,0,0,1,14002,0,0,15147
30416,5,13,0,0,0,0,3,14003,0,0,15147
30417,1,2,0,0,0,0,1,14004,0,0,15148
30418,3,13,0,0,0,0,1,14005,0,0,15148
30419,6,13,0,0,0,0,1,21850,0,0,22047
30420,6,13,0,0,0,0,2,21850,0,0,22047
30421,3,13,0,0,0,0,1,21852,0,0,22048
30422,6,13,0,0,0,0,4,21688,0,0,22048
30423,3,13,0,0,0,0,1,21853,0,0,22049
30424,3,13,0,0,0,0,1,22162,0,0,22268
30426,7,8,0,0,0,0,2,18932,0,0,19639
30427,3,13,0,0,0,0,1,18633,0,0,19366
30428,6,13,0,0,0,0,4,11485,0,0,19366
30429,1,2,0,0,0,0,1,17778,0,0,18638
30431,7,8,0,0,0,0,2,17779,0,0,18638
30433,7,8,0,0,0,0,2,18122,0,0,18893
30434,11,12,0,0,0,0,2,18128,0,0,18897
30435,11,12,0,0,0,0,2,18143,0,0,18907
30437,7,8,0,0,0,0,2,18596,0,0,19322
30439,7,8,0,0,0,0,2,18597,0,0,19323
30440,6,13,0,0,0,0,1,16875,0,0,19324
30441,6,13,0,0,0,0,2,16875,0,0,19324
30443,7,8,0,0,0,0,2,14218,0,0,15372
30445,7,8,0,0,0,0,2,14315,0,0,15472
30447,7,8,0,0,0,0,2,14327,0,0,15481
30449,7,8,0,0,0,0,2,14328,0,0,15482
30451,7,8,0,0,0,0,2,985,0,0,15513
30452,11,12,0,0,0,0,2,8627,0,0,15513
30453,1,2,0,0,0,0,1,8004,0,0,15515
30454,3,13,0,0,0,0,1,172,0,0,15515
30455,6,13,0,0,0,0,1,14487,0,0,15515
30456,6,13,0,0,0,0,2,14487,0,0,15515
30457,1,2,0,0,0,0,1,194,0,0,15516
30458,3,13,0,0,0,0,1,202,0,0,15516
30459,6,13,0,0,0,0,1,4991,0,0,15516
30460,6,13,0,0,0,0,2,4991,0,0,15516
30462,7,8,0,0,0,0,2,3531,0,0,15516
30463,3,13,0,0,0,0,1,478,0,0,15556
30465,7,8,0,0,0,0,2,14385,0,0,15556
30466,1,2,0,0,0,0,1,60,0,0,15629
30467,3,13,0,0,0,0,1,984,0,0,15629
30468,6,13,0,0,0,0,1,984,0,0,15629
30469,6,13,0,0,0,0,2,984,0,0,15629
30471,7,8,0,0,0,0,2,985,0,0,15629
30472,6,13,0,0,0,0,3,2064,0,0,15629
30473,3,13,0,0,0,0,1,14497,0,0,15691
30474,1,2,0,0,0,0,1,14579,0,0,15783
30475,3,13,0,0,0,0,1,14580,0,0,15783
30476,6,13,0,0,0,0,1,365,0,0,15783
30477,6,13,0,0,0,0,2,365,0,0,15783
30478,1,2,0,0,0,0,1,171,0,0,15853
30479,3,13,0,0,0,0,1,172,0,0,15853
30480,1,2,0,0,0,0,1,14706,0,0,15889
30481,3,13,0,0,0,0,1,16610,0,0,15889
30483,7,8,0,0,0,0,2,16872,0,0,15889
30485,7,8,0,0,0,0,2,14697,0,0,15893
30486,1,2,0,0,0,0,1,14706,0,0,15903
30487,11,12,0,0,0,0,2,14705,0,0,15903
30488,1,2,0,0,0,0,1,14767,0,0,15957
30489,3,13,0,0,0,0,1,14768,0,0,15957
30490,6,13,0,0,0,0,1,14769,0,0,15957
30491,6,13,0,0,0,0,2,14769,0,0,15957
30493,7,8,0,0,0,0,2,14770,0,0,15957
30494,5,13,0,0,0,0,3,14771,0,0,15957
30495,1,2,0,0,0,0,1,194,0,0,16224
30497,7,8,0,0,0,0,2,15100,0,0,16224
30498,6,13,0,0,0,0,1,68,0,0,16226
30499,6,13,0,0,0,0,2,68,0,0,16226
30500,3,13,0,0,0,0,1,15125,0,0,16251
30501,6,13,0,0,0,0,1,15127,0,0,16251
30502,6,13,0,0,0,0,2,15127,0,0,16251
30503,3,13,0,0,0,0,1,15167,0,0,16293
30504,5,13,0,0,0,0,3,15170,0,0,16293
30506,7,8,0,0,0,0,2,15168,0,0,16294
30507,1,2,0,0,0,0,1,16768,0,0,17846
30508,3,13,0,0,0,0,1,16769,0,0,17846
30509,6,13,0,0,0,0,1,7145,0,0,17846
30510,6,13,0,0,0,0,2,7145,0,0,17846
30512,7,8,0,0,0,0,2,7130,0,0,17846
30513,1,2,0,0,0,0,1,16772,0,0,17849
30514,3,13,0,0,0,0,1,16773,0,0,17849
30515,6,13,0,0,0,0,1,5930,0,0,17849
30516,6,13,0,0,0,0,2,5930,0,0,17849
30517,3,13,0,0,0,0,1,81,0,0,17852
30518,6,13,0,0,0,0,1,6029,0,0,17852
30519,6,13,0,0,0,0,2,6029,0,0,17852
30521,7,8,0,0,0,0,2,108,0,0,17852
30522,3,13,0,0,0,0,1,16776,0,0,17853
30523,6,13,0,0,0,0,1,12081,0,0,17853
30524,6,13,0,0,0,0,2,12081,0,0,17853
30526,7,8,0,0,0,0,2,668,0,0,17853
30527,1,2,0,0,0,0,1,12955,0,0,13995
30528,3,13,0,0,0,0,1,12956,0,0,13995
30530,7,8,0,0,0,0,2,12970,0,0,13995
30532,7,8,0,0,0,0,2,15683,0,0,13996
30534,7,8,0,0,0,0,2,13028,0,0,14063
30536,7,8,0,0,0,0,2,13029,0,0,14064
30537,6,13,0,0,0,0,1,8128,0,0,14070
30538,6,13,0,0,0,0,2,8128,0,0,14070
30540,7,8,0,0,0,0,2,26627,0,0,15316
30541,6,13,0,0,0,0,1,4991,0,0,15317
30542,6,13,0,0,0,0,2,4991,0,0,15317
30543,1,2,0,0,0,0,1,889,0,0,15367
30544,3,13,0,0,0,0,1,278,0,0,15367
30545,6,13,0,0,0,0,1,11473,0,0,15367
30546,6,13,0,0,0,0,2,11473,0,0,15367
30547,6,13,0,0,0,0,1,11473,0,0,15368
30548,6,13,0,0,0,0,2,11473,0,0,15368
30549,5,13,0,0,0,0,3,14194,0,0,15368
30551,7,8,0,0,0,0,2,14214,0,0,15369
30552,3,13,0,0,0,0,1,11726,0,0,12613
30554,7,8,0,0,0,0,2,11725,0,0,12613
30555,6,13,0,0,0,0,1,9851,0,0,12628
30556,6,13,0,0,0,0,4,11739,0,0,12628
30557,3,13,0,0,0,0,1,11746,0,0,12639
30558,6,13,0,0,0,0,1,6920,0,0,12639
30559,6,13,0,0,0,0,2,6920,0,0,12639
30560,3,13,0,0,0,0,1,11365,0,0,12279
30561,3,13,0,0,0,0,1,8571,0,0,10094
30563,7,8,0,0,0,0,2,16163,0,0,17273
30564,1,2,0,0,0,0,1,21024,0,0,21399
30565,3,13,0,0,0,0,1,16777,0,0,21400
30566,6,13,0,0,0,0,1,21015,0,0,21400
30567,6,13,0,0,0,0,2,21015,0,0,21400
30568,1,2,0,0,0,0,1,21029,0,0,21401
30569,3,13,0,0,0,0,1,164,0,0,21401
30570,6,13,0,0,0,0,1,21025,0,0,21401
30571,6,13,0,0,0,0,2,21025,0,0,21401
30572,1,2,0,0,0,0,1,114,0,0,21402
30573,3,13,0,0,0,0,1,21027,0,0,21402
30574,6,13,0,0,0,0,1,21075,0,0,21402
30575,6,13,0,0,0,0,2,21075,0,0,21402
30577,7,8,0,0,0,0,2,21026,0,0,21402
30578,1,2,0,0,0,0,1,266,0,0,21403
30579,3,13,0,0,0,0,1,267,0,0,21403
30580,5,13,0,0,0,0,3,9328,0,0,21403
30582,7,8,0,0,0,0,2,28355,0,0,21407
30583,6,13,0,0,0,0,1,18406,0,0,21410
30584,6,13,0,0,0,0,2,18406,0,0,21410
30586,7,8,0,0,0,0,2,21036,0,0,21410
30587,6,13,0,0,0,0,3,19878,0,0,21410
30588,9,10,0,0,0,0,3,19878,0,0,21410
30589,3,13,0,0,0,0,1,21038,0,0,21413
30590,6,13,0,0,0,0,3,9307,0,0,21413
30592,7,8,0,0,0,0,2,21039,0,0,21414
30593,3,13,0,0,0,0,1,172,0,0,21415
30594,6,13,0,0,0,0,1,21041,0,0,21415
30595,6,13,0,0,0,0,2,21041,0,0,21415
30597,7,8,0,0,0,0,2,21040,0,0,21415
30599,7,8,0,0,0,0,2,21050,0,0,21418
30600,3,13,0,0,0,0,1,21051,0,0,21420
30601,6,13,0,0,0,0,1,507,0,0,21420
30602,6,13,0,0,0,0,2,507,0,0,21420
30603,6,13,0,0,0,0,1,21896,0,0,17038
30604,6,13,0,0,0,0,2,21896,0,0,17038
30606,7,8,0,0,0,0,2,13198,0,0,17181
30608,7,8,0,0,0,0,2,370,0,0,17182
30610,7,8,0,0,0,0,2,16047,0,0,17183
30612,7,8,0,0,0,0,2,16054,0,0,17188
30613,3,13,0,0,0,0,1,16070,0,0,17205
30615,7,8,0,0,0,0,2,16071,0,0,17207
30616,3,13,0,0,0,0,1,947,0,0,17210
30617,6,13,0,0,0,0,1,16084,0,0,17210
30618,6,13,0,0,0,0,2,16084,0,0,17210
30619,3,13,0,0,0,0,1,11892,0,0,17223
30621,7,8,0,0,0,0,2,16091,0,0,17223
30622,11,12,0,0,0,0,2,16117,0,0,17239
30623,6,13,0,0,0,0,1,220,0,0,17242
30624,6,13,0,0,0,0,2,220,0,0,17242
30625,3,13,0,0,0,0,1,16137,0,0,17260
30626,1,2,0,0,0,0,1,16142,0,0,17263
30627,3,13,0,0,0,0,1,16143,0,0,17263
30628,6,13,0,0,0,0,1,2350,0,0,17264
30629,6,13,0,0,0,0,2,2350,0,0,17264
30630,6,13,0,0,0,0,3,16155,0,0,17264
30631,1,2,0,0,0,0,1,16164,0,0,17293
30632,3,13,0,0,0,0,1,16165,0,0,17293
30633,6,13,0,0,0,0,1,16166,0,0,17293
30634,6,13,0,0,0,0,2,16166,0,0,17293
30635,3,13,0,0,0,0,1,16182,0,0,17308
30636,1,2,0,0,0,0,1,17358,0,0,18323
30637,3,13,0,0,0,0,1,17541,0,0,18323
30639,7,8,0,0,0,0,2,17540,0,0,18323
30640,3,13,0,0,0,0,1,44,0,0,18324
30641,6,13,0,0,0,0,1,14463,0,0,18324
30642,6,13,0,0,0,0,2,14463,0,0,18324
30643,1,2,0,0,0,0,1,17571,0,0,18325
30644,3,13,0,0,0,0,1,17572,0,0,18325
30645,6,13,0,0,0,0,1,17573,0,0,18325
30646,6,13,0,0,0,0,2,17573,0,0,18325
30648,7,8,0,0,0,0,2,17574,0,0,18325
30649,5,13,0,0,0,0,3,15677,0,0,18325
30650,9,10,0,0,0,0,3,8131,0,0,18325
30651,1,2,0,0,0,0,1,17369,0,0,18334
30652,3,13,0,0,0,0,1,17370,0,0,18334
30653,6,13,0,0,0,0,1,437,0,0,18334
30654,6,13,0,0,0,0,2,437,0,0,18334
30655,3,13,0,0,0,0,1,17618,0,0,18335
30656,1,2,0,0,0,0,1,17377,0,0,18339
30657,3,13,0,0,0,0,1,4009,0,0,18339
30658,11,12,0,0,0,0,2,10522,0,0,18339
30659,1,2,0,0,0,0,1,17379,0,0,18340
30660,11,12,0,0,0,0,2,10522,0,0,18340
30661,3,13,0,0,0,0,1,7213,0,0,18446
30663,7,8,0,0,0,0,2,12048,0,0,18446
30665,7,8,0,0,0,0,2,17076,0,0,18123
30666,1,2,0,0,0,0,1,171,0,0,18124
30667,3,13,0,0,0,0,1,172,0,0,18124
30668,6,13,0,0,0,0,1,17231,0,0,18124
30669,6,13,0,0,0,0,2,17231,0,0,18124
30670,1,2,0,0,0,0,1,17559,0,0,18125
30671,3,13,0,0,0,0,1,17077,0,0,18125
30672,6,13,0,0,0,0,1,17560,0,0,18125
30673,6,13,0,0,0,0,2,17560,0,0,18125
30674,3,13,0,0,0,0,1,17078,0,0,18126
30675,6,13,0,0,0,0,1,3850,0,0,18126
30676,6,13,0,0,0,0,2,3850,0,0,18126
30678,7,8,0,0,0,0,2,1564,0,0,18126
30680,7,8,0,0,0,0,2,17107,0,0,18127
30681,11,12,0,0,0,0,2,17106,0,0,18127
30682,6,13,0,0,0,0,1,17083,0,0,18131
30683,6,13,0,0,0,0,2,17083,0,0,18131
30684,9,10,0,0,0,0,3,11133,0,0,12053
30685,1,2,0,0,0,0,1,9572,0,0,10447
30686,11,12,0,0,0,0,2,9573,0,0,10447
30687,6,13,0,0,0,0,1,9855,0,0,10454
30688,6,13,0,0,0,0,2,9855,0,0,10454
30689,11,12,0,0,0,0,2,12293,0,0,13219
30690,3,13,0,0,0,0,1,12974,0,0,14012
30691,6,13,0,0,0,0,1,12975,0,0,14012
30692,6,13,0,0,0,0,2,12975,0,0,14012
30694,7,8,0,0,0,0,2,12976,0,0,14012
30696,7,8,0,0,0,0,2,21182,0,0,21520
30700,7,8,0,0,0,0,1,61251,0,0,21534
30704,1,2,0,0,0,0,1,21200,0,0,21538
30705,3,13,0,0,0,0,1,21201,0,0,21538
30706,3,13,0,0,0,0,1,2149,0,0,21721
30707,6,13,0,0,0,0,1,21417,0,0,21721
30708,6,13,0,0,0,0,2,21417,0,0,21721
30709,6,13,0,0,0,0,1,21435,0,0,21737
30710,6,13,0,0,0,0,2,21435,0,0,21737
30712,7,8,0,0,0,0,2,21439,0,0,21742
30714,7,8,0,0,0,0,2,21472,0,0,21764
30715,1,2,0,0,0,0,1,21594,0,0,21874
30716,3,13,0,0,0,0,1,21595,0,0,21874
