ID,EffectType,Effect,ParentSpellVisualKitID
28014,1,2187,17390
28015,6,5357,17391
28016,5,2561,17391
28017,2,288219,17391
28018,2,288220,17391
28019,2,6638,17391
28020,2,6639,17391
28021,2,6640,17391
28022,2,6641,17391
28023,2,6642,17391
28024,2,6643,17391
28025,2,6644,17391
28026,2,6645,17391
28027,5,21935,17392
28028,2,288221,17392
28029,6,5358,17393
28030,5,21949,17393
28031,1,2188,17393
28032,5,21950,17394
28033,2,288222,17394
28034,5,23761,17395
28035,2,288223,17395
28036,6,5359,17396
28037,5,21955,17396
28038,2,288224,17396
28039,1,2189,17396
28040,6,5360,17397
28041,5,21956,17397
28042,2,288225,17397
28043,2,288226,17397
28044,2,288227,17397
28045,2,6646,17397
28046,5,22051,17398
28047,2,288228,17398
28048,5,20056,17399
28049,2,288229,17399
28050,6,5361,17400
28051,5,18323,17400
28052,2,288230,17400
28053,2,288231,17401
28054,5,18235,17402
28055,2,288232,17402
28056,2,6647,17403
28057,5,20408,17404
28058,2,288233,17404
28059,5,22050,17405
28060,2,288234,17405
28061,2,6648,17405
28062,2,6650,17405
28063,1,2190,17405
28064,5,21044,17406
28065,2,6858,17406
28066,5,20410,17407
28067,2,288235,17407
28068,6,5362,17408
28069,5,20413,17408
28070,2,288236,17408
28071,1,2191,17408
28072,5,22475,17409
28073,2,288237,17409
28074,1,2192,17409
28075,5,19490,17410
28076,2,288238,17410
28077,2,6651,17410
28078,2,288239,17411
28079,2,6653,17411
28080,6,5363,17412
28081,2,6655,17412
28082,2,6656,17412
28083,2,6657,17412
28084,2,6658,17412
28085,2,6659,17412
28086,6,5364,17413
28087,6,5365,17414
28088,5,22476,17414
28089,2,6660,17414
28090,2,6661,17414
28091,2,6662,17414
28092,2,6663,17414
28093,2,6664,17414
28094,2,6665,17414
28095,2,6666,17414
28096,6,5366,17415
28097,5,6554,17415
28098,2,288240,17415
28099,2,288241,17415
28100,2,288242,17415
28101,5,16333,17416
28102,2,288243,17416
28103,2,288244,17417
28104,5,16333,17418
28105,2,6667,17418
28106,6,5367,17419
28107,5,20152,17419
28108,2,6675,17419
28109,2,6676,17419
28110,2,6678,17419
28111,2,6679,17419
28112,2,6680,17419
28113,2,6681,17419
28114,2,6682,17419
28115,2,6688,17419
28116,2,6689,17419
28117,6,5368,17420
28118,5,5014,17420
28119,2,288245,17420
28120,2,288246,17420
28121,2,6668,17420
28122,2,6670,17420
28123,2,6671,17420
28124,2,6672,17420
28125,2,6673,17420
28126,2,6674,17420
28127,5,20605,17421
28128,3,3,17421
28129,2,288247,17421
28131,2,288248,17422
28132,6,5369,17423
28133,6,5370,17424
28136,5,23951,17425
28137,2,288249,17425
28139,2,288250,17426
28140,6,5371,17427
28141,5,23738,17427
28142,2,288251,17427
28143,5,20719,17428
28144,2,288252,17428
28145,2,288253,17428
28146,2,288254,17428
28147,5,20819,17429
28148,2,288255,17429
28149,2,288256,17429
28150,2,288257,17429
28151,2,6692,17429
28152,5,20818,17430
28153,2,288258,17430
28154,2,288259,17430
28155,2,288260,17430
28156,5,20597,17431
28157,3,75,17431
28158,2,288261,17431
28159,2,288262,17431
28160,2,7641,17431
28161,2,288263,17432
28162,6,5372,17433
28163,5,22503,17433
28164,1,2195,17433
28165,2,6704,17434
28166,6,5373,17435
28167,5,22442,17435
28168,2,288264,17435
28169,2,6695,17436
28170,6,5374,17437
28171,2,6705,17437
28172,1,2196,17438
28173,6,5375,17439
28174,5,20722,17439
28175,2,288265,17439
28176,5,17656,17440
28177,2,288266,17441
28178,6,5376,17442
28179,5,14340,17442
28180,2,288267,17443
28181,6,5377,17444
28182,5,1483,17445
28183,2,6707,17445
28184,2,6708,17446
28185,5,22518,17447
28186,2,6709,17447
28187,5,18730,17448
28188,2,6710,17448
28189,2,6711,17449
28190,6,5378,17450
28191,2,288268,17450
28192,5,23215,17451
28193,2,288269,17451
28194,5,23214,17452
28195,2,288270,17452
28196,6,5379,17453
28197,5,22713,17453
28198,2,288271,17453
28199,1,2197,17453
28200,5,22712,17454
28201,2,7777,17454
28202,6,5380,17455
28203,2,288272,17455
28204,2,288273,17455
28205,1,2198,17455
28206,6,5381,17456
28207,5,12549,17456
28208,3,81,17456
28209,5,22460,17457
28210,2,6713,17457
28211,2,288274,17458
28212,5,20220,17459
28213,2,288275,17459
28214,2,6714,17460
28215,2,7408,17460
28216,2,6715,17461
28217,6,5382,17462
28218,5,21930,17462
28219,2,288276,17462
28220,6,5383,17463
28221,5,21931,17463
28222,2,288277,17463
28223,2,288278,17463
28224,5,22430,17464
28225,2,6716,17464
28226,6,5384,17465
28227,5,21934,17465
28228,2,288279,17465
28229,1,2199,17465
28230,6,5385,17466
28231,2,288280,17466
28232,1,2200,17466
28233,6,5386,17467
28234,1,2201,17467
28235,2,288281,17468
28236,2,288282,17468
28237,2,6717,17469
28238,5,21936,17470
28239,5,20407,17471
28240,2,288283,17471
28241,5,21937,17472
28242,2,288284,17472
28243,6,5387,17473
28244,5,14884,17473
28245,1,2202,17473
28246,5,21938,17474
28247,2,288285,17474
28248,5,18324,17475
28249,2,6718,17475
28250,2,6720,17475
28251,2,6721,17475
28252,5,22431,17476
28253,2,6719,17476
28254,5,21951,17477
28255,6,5388,17478
28256,5,21954,17478
28257,2,288286,17478
28258,5,21957,17479
28259,2,288287,17479
28260,2,288288,17479
28261,2,288289,17479
28262,2,288290,17480
28263,2,6722,17480
28264,6,5389,17481
28265,6,5390,17482
28266,5,21958,17482
28267,2,6723,17482
28268,1,2203,17483
28269,5,22486,17484
28270,2,288291,17484
28271,2,6724,17484
28272,1,2204,17485
28273,5,15829,17486
28274,2,288292,17486
28276,2,6725,17487
28277,5,11807,17488
28278,2,288293,17488
28279,5,21138,17489
28280,5,21689,17490
28281,2,288294,17490
28282,5,21691,17491
28283,5,21974,17492
28284,5,21975,17493
28285,5,21977,17494
28286,5,20675,17495
28287,2,288295,17495
28288,5,3335,17496
28289,2,288296,17496
28290,2,288297,17497
28291,2,288298,17498
28292,5,22487,17499
28293,2,288299,17499
28294,5,12993,17500
28295,2,6728,17500
28296,2,6729,17500
28297,5,12278,17501
28298,2,6730,17501
28299,2,6731,17501
28300,2,6732,17501
28301,2,6733,17501
28302,2,6734,17501
28303,2,6735,17502
28304,6,5392,17503
28305,2,288300,17503
28306,5,21377,17504
28307,1,2205,17504
28308,6,5393,17505
28309,5,19773,17505
28310,2,288301,17505
28311,6,5394,17506
28312,5,15492,17506
28313,2,6736,17506
28314,2,6737,17506
28315,5,22049,17507
28316,1,2206,17507
28317,2,6738,17508
28318,6,5395,17509
28319,5,3012,17509
28320,2,288302,17509
28321,1,2207,17509
28322,5,22052,17510
28323,2,288303,17511
28324,5,18517,17512
28325,2,288304,17512
28326,5,3012,17513
28327,1,2208,17513
28328,6,5396,17514
28329,5,22000,17514
28330,2,6743,17514
28331,6,5397,17515
28332,2,6744,17515
28333,2,6745,17515
28334,6,5398,17516
28335,5,4294,17516
28336,2,288305,17516
28337,2,288306,17517
28338,5,12982,17518
28339,2,288307,17518
28340,6,5399,17519
28341,5,5057,17519
28342,2,288308,17519
28343,6,5400,17520
28344,2,6746,17520
28345,6,5401,17521
28346,5,20722,17521
28347,2,288309,17521
28348,6,5402,17522
28349,5,3330,17522
28350,2,288310,17522
28351,2,288311,17522
28352,1,2209,17522
28353,6,5403,17523
28354,6,5404,17524
28355,6,5405,17525
28356,5,20622,17526
28357,2,288312,17526
28358,6,5406,17527
28359,5,22226,17527
28360,2,288313,17527
28361,2,288314,17527
28362,5,22225,17528
28363,2,288315,17528
28364,5,20721,17529
28365,1,2210,17529
28366,2,6747,17530
28367,2,6748,17531
28368,2,6749,17532
28369,5,22225,17533
28370,2,288316,17533
28371,5,19897,17534
28372,2,288317,17534
28373,2,288318,17534
28374,6,5407,17535
28375,5,4274,17535
28376,2,288319,17535
28377,6,5408,17536
28378,5,2561,17536
28379,5,3134,17537
28380,2,6750,17537
28381,6,5409,17538
28382,5,5636,17538
28383,2,288320,17538
28384,5,3540,17539
28385,2,288321,17539
28386,1,2211,17540
28387,5,21688,17541
28388,1,2212,17541
28389,5,22488,17542
28390,2,288322,17542
28391,6,5410,17543
28392,5,1484,17543
28393,2,288323,17543
28394,2,288324,17543
28395,2,6751,17543
28396,6,5411,17544
28397,5,23199,17544
28398,2,6756,17544
28399,6,5412,17545
28400,2,288325,17545
28401,1,2213,17545
28402,5,22267,17546
28403,2,288326,17546
28404,6,5413,17547
28405,5,22302,17547
28406,2,288327,17547
28407,1,2214,17548
28408,5,22341,17549
28409,2,288328,17549
28410,2,288329,17550
28411,1,2215,17550
28412,1,2216,17550
28413,2,6752,17551
28414,2,288330,17552
28415,6,5414,17553
28416,1,2217,17553
28417,2,6753,17554
28418,2,6754,17554
28419,6,5415,17555
28420,5,10015,17555
28421,2,288331,17555
28422,2,6755,17555
28423,5,3221,17556
28424,2,288332,17556
28425,6,5416,17557
28426,5,12276,17557
28427,2,288333,17557
28428,5,18323,17558
28429,2,288334,17558
28430,5,20688,17559
28431,5,20686,17560
28432,6,5417,17561
28433,5,10028,17561
28434,2,288335,17561
28435,5,22416,17562
28436,2,288336,17562
28437,2,288337,17562
28438,1,2218,17562
28439,5,19749,17563
28440,6,5418,17564
28441,5,19749,17564
28442,2,288338,17564
28443,2,288339,17564
28444,2,288340,17564
28445,5,11762,17565
28446,2,288341,17565
28447,5,22418,17566
28448,2,288342,17566
28449,6,5419,17567
28450,5,22493,17567
28451,2,6758,17567
28452,2,6759,17567
28453,2,6760,17567
28454,5,22417,17568
28455,5,21442,17569
28456,2,6757,17569
28457,2,6791,17569
28458,6,5420,17570
28459,2,288343,17570
28460,6,5421,17571
28461,5,22424,17571
28462,2,288344,17571
28463,2,288345,17571
28464,6,5422,17572
28465,5,16552,17572
28466,2,288346,17572
28467,2,288347,17572
28468,5,16554,17573
28469,3,3,17573
28470,2,288348,17573
28471,5,12352,17574
28472,2,288349,17574
28473,1,2219,17574
28474,6,5423,17575
28475,5,16333,17575
28476,2,6778,17575
28477,2,6783,17575
28478,6,5424,17576
28479,5,10136,17576
28480,2,288350,17576
28481,2,6761,17577
28482,2,6762,17577
28483,2,6763,17577
28484,2,6764,17577
28485,6,5425,17578
28486,6,5426,17579
28487,5,19698,17579
28488,1,2220,17579
28489,5,22423,17580
28490,2,288351,17581
28491,1,2221,17581
28492,6,5427,17582
28493,5,5636,17582
28494,2,288352,17582
28495,2,6773,17582
28496,2,6774,17582
28497,2,6775,17582
28498,2,6776,17582
28499,5,20818,17583
28500,2,288353,17583
28501,6,5428,17584
28502,5,6765,17585
28503,3,3,17585
28504,2,288354,17585
28505,2,6768,17585
28506,2,6769,17585
28507,2,6770,17585
28508,2,6771,17585
28509,5,22427,17586
28510,6,5429,17587
28511,2,288355,17587
28512,5,22495,17588
28513,2,288356,17588
28514,2,6781,17588
28515,2,6822,17588
28516,2,288357,17590
28517,2,6782,17590
28518,5,745,17591
28519,5,20572,17592
28520,5,22433,17593
28521,5,20622,17594
28522,2,288358,17594
28523,2,288359,17594
28524,2,288360,17594
28525,2,288361,17594
28526,2,288362,17594
28527,2,288363,17594
28528,5,15308,17595
28529,2,6785,17596
28530,2,6786,17596
28531,2,6787,17596
28532,2,6788,17596
28533,2,6789,17596
28534,2,6790,17596
28535,6,5430,17597
28536,5,48,17597
28537,5,20594,17598
28538,2,6792,17598
28539,6,5431,17599
28540,5,1484,17599
28541,5,22499,17600
28542,2,288364,17600
28543,5,20641,17601
28544,5,11786,17602
28545,5,12739,17603
28546,2,288365,17603
28547,2,6794,17603
28548,2,6795,17603
28549,1,2222,17603
28550,6,5432,17604
28551,2,288366,17604
28552,2,288367,17605
28553,6,5433,17606
28554,5,4274,17606
28555,2,288368,17606
28556,6,5434,17607
28557,5,4274,17607
28558,2,288369,17607
28559,1,2223,17607
28560,6,5435,17608
28561,5,12326,17608
28562,6,5436,17609
28563,5,4274,17609
28564,6,5437,17610
28565,6,5438,17611
28566,5,20721,17612
28567,2,288370,17612
28568,2,6797,17612
28569,2,6798,17612
28570,6,5439,17613
28571,5,18418,17613
28572,6,5440,17614
28573,6,5441,17615
28574,5,16333,17615
28575,2,6799,17616
28576,1,2224,17616
28577,5,18334,17617
28578,5,22484,17619
28579,2,288371,17619
28580,5,12875,17620
28581,5,22509,17621
28582,2,6800,17621
28583,2,6801,17621
28584,2,6802,17621
28585,2,6803,17621
28586,2,6804,17621
28587,2,6805,17621
28588,2,6806,17621
28589,2,6807,17621
28590,2,6808,17621
28591,2,6809,17621
28592,2,6810,17621
28593,2,6811,17621
28594,2,6812,17621
28595,2,6813,17621
28596,2,6814,17621
28597,2,6815,17621
28598,5,19490,17622
28599,5,22506,17623
28600,6,5442,17624
28601,5,22,17624
28602,2,288372,17624
28603,6,5443,17625
28604,5,22456,17625
28605,5,3226,17626
28606,5,22457,17627
28607,2,288373,17627
28608,5,17347,17628
28609,5,21688,17629
28610,1,2225,17629
28611,6,5444,17630
28612,5,4974,17630
28613,2,288374,17630
28614,2,288375,17630
28615,6,5445,17631
28616,5,19899,17631
28617,2,288376,17631
28618,2,288377,17631
28619,2,6816,17631
28620,5,20587,17632
28621,5,22434,17633
28622,2,288378,17633
28623,5,22458,17634
28624,2,288379,17634
28625,6,5446,17635
28626,5,1507,17635
28627,2,288380,17635
28628,2,288381,17636
28629,2,6817,17636
28630,5,5015,17637
28631,2,288382,17637
28632,1,2226,17637
28634,3,3,17638
28635,2,288383,17638
28636,2,288384,17638
28637,2,288385,17639
28638,5,19741,17640
28639,5,19741,17641
28640,2,288386,17641
28641,1,2227,17641
28642,2,288387,17642
28643,2,288388,17643
28644,2,288389,17643
28645,5,22046,17644
28646,2,6818,17644
28647,2,6820,17644
28648,2,288390,17645
28649,6,5447,17646
28650,5,22464,17646
28651,2,288391,17646
28652,2,288392,17646
28653,2,6821,17647
28654,2,6823,17648
28655,5,18329,17649
28656,2,288393,17649
28657,1,2228,17650
28658,6,5448,17651
28659,5,22531,17651
28660,2,288394,17651
28661,2,6824,17651
28662,5,17658,17652
28663,2,6825,17652
28664,2,6826,17652
28665,2,6827,17652
28666,5,17656,17653
28667,3,83,17653
28668,2,288395,17653
28669,2,6828,17653
28670,6,5449,17654
28671,5,12243,17654
28672,3,76,17654
28673,2,288396,17654
28674,6,5450,17655
28676,2,288397,17656
28677,6,5451,17657
28678,5,14241,17657
28679,2,288398,17657
28680,2,288399,17657
28681,6,5452,17658
28682,5,22471,17658
28683,2,288400,17658
28684,1,2229,17658
28685,2,288401,17659
28686,5,17801,17660
28687,3,3,17660
28688,2,288402,17660
28689,5,21043,17661
28690,2,288403,17661
28691,6,5453,17662
28692,5,4974,17662
28693,2,288404,17662
28694,5,20712,17663
28695,2,288405,17663
28696,1,2230,17663
28697,6,5454,17664
28698,5,745,17664
28699,2,288406,17664
28700,5,2560,17665
28701,5,12273,17666
28702,6,5455,17667
28703,5,12999,17667
28704,2,288407,17667
28705,2,288408,17667
28706,5,22469,17668
28707,6,5456,17669
28708,5,22468,17669
28709,2,288409,17669
28710,2,288410,17669
28711,6,5457,17670
28712,5,6426,17670
28713,5,20617,17671
28714,6,5458,17672
28715,5,18332,17672
28716,2,288411,17672
28717,2,288412,17672
28718,6,5459,17673
28719,5,20576,17673
28720,2,288413,17673
28721,2,288414,17673
28722,6,5460,17674
28723,6,5461,17675
28724,5,22521,17675
28725,2,288415,17675
28726,2,288416,17675
28727,6,5462,17676
28728,5,21442,17676
28729,2,6833,17677
28730,2,6835,17677
28731,2,6840,17677
28732,2,6834,17678
28733,5,22527,17679
28734,2,288417,17679
28735,2,288418,17679
28736,2,6846,17679
28737,2,6850,17679
28738,5,22478,17680
28739,2,288419,17680
28741,5,22482,17682
28742,2,288420,17682
28743,6,5463,17683
28744,5,5014,17683
28745,2,288421,17683
28746,2,288422,17683
28747,6,5464,17684
28748,5,13039,17684
28749,2,288423,17684
28750,2,288424,17684
28751,5,22519,17685
28752,2,6841,17685
28753,1,2231,17685
28754,5,20050,17686
28755,2,288425,17686
28756,2,288426,17686
28757,2,6842,17686
28758,2,6843,17686
28759,2,7031,17687
28760,1,2232,17687
28761,6,5465,17688
28762,5,21703,17688
28763,5,18188,17689
28764,2,288427,17689
28765,2,6845,17689
28766,1,2233,17690
28767,6,5466,17691
28768,5,15990,17691
28769,2,288428,17691
28770,5,22533,17692
28771,2,6848,17692
28772,2,6849,17692
28774,1,2234,17693
28775,6,5467,17694
28777,2,288429,17694
28778,1,2235,17694
28779,6,5468,17695
28780,5,17431,17695
28781,2,288430,17695
28782,2,288431,17695
28783,2,288432,17695
28784,2,6852,17695
28785,2,6853,17695
28786,6,5469,17696
28787,5,20320,17696
28788,5,22485,17697
28789,2,288433,17697
28790,5,21930,17698
28791,2,288434,17698
28792,2,288435,17698
28793,2,288436,17699
28794,2,6854,17699
28795,5,13039,17700
28796,5,22496,17701
28797,5,22497,17702
28798,3,76,17702
28799,2,288437,17702
28800,5,22498,17703
28801,6,5470,17704
28802,5,22134,17704
28803,6,5471,17705
28804,5,22132,17705
28805,2,288438,17705
28806,5,22133,17706
28807,2,288439,17706
28808,2,288440,17707
28809,6,5472,17708
28810,5,22002,17708
28811,6,5473,17709
28812,5,22008,17709
28813,2,288441,17709
28814,2,288442,17709
28815,2,6856,17709
28816,5,22006,17710
28817,2,288443,17710
28818,5,22502,17711
28819,6,5474,17712
28820,6,5475,17713
28821,2,288444,17714
28822,5,22467,17715
28823,2,288445,17715
28824,5,18329,17716
28825,2,288446,17716
28826,6,5476,17717
28827,5,3336,17717
28828,2,288447,17717
28829,1,2236,17717
28830,6,5477,17718
28831,5,18371,17718
28832,1,2237,17718
28833,6,5478,17719
28834,2,288448,17719
28835,1,2238,17719
28836,1,2239,17719
28837,6,5479,17720
28838,2,288449,17720
28839,1,2240,17720
28840,1,2241,17720
28841,6,5480,17721
28842,2,288450,17721
28843,1,2242,17721
28844,1,2243,17721
28845,5,20622,17722
28846,2,288451,17722
28847,6,5481,17723
28848,5,22510,17723
28849,2,288452,17723
28850,6,5482,17724
28851,5,11791,17724
28852,2,288453,17724
28853,2,6879,17724
28854,2,6880,17724
28855,2,6881,17724
28856,2,6882,17724
28857,2,6883,17724
28858,2,6884,17724
28859,2,6885,17724
28860,2,6886,17724
28861,2,288454,17725
28862,6,5483,17726
28863,5,3012,17726
28864,1,2244,17726
28865,6,5484,17727
28866,2,288455,17727
28867,5,22505,17728
28868,5,6426,17729
28869,2,288456,17730
28870,2,288457,17730
28871,1,2245,17730
28872,5,22516,17731
28873,6,5485,17732
28874,5,22508,17732
28875,2,288458,17732
28876,5,20612,17733
28877,2,288459,17733
28878,6,5486,17734
28879,5,745,17734
28880,2,288460,17734
28881,2,288461,17734
28882,6,5487,17735
28883,5,2560,17735
28884,2,288462,17735
28885,2,288463,17735
28886,6,5488,17736
28888,2,288464,17736
28889,2,288465,17736
28890,2,6865,17736
28891,2,6866,17736
28892,2,6862,17737
28893,5,23053,17738
28894,2,288466,17738
28895,5,18323,17739
28896,2,6863,17740
28897,6,5489,17741
28898,5,18728,17741
28899,3,76,17741
28900,2,288467,17741
28901,2,6864,17742
28902,5,22467,17743
28903,2,288468,17743
28904,6,5490,17744
28905,5,20818,17744
28906,2,288469,17744
28907,6,5491,17745
28908,2,288470,17745
28909,5,20622,17746
28910,2,288471,17746
28911,1,2246,17746
28912,2,6867,17747
28913,2,6868,17748
28914,6,5492,17749
28915,5,3225,17749
28916,2,288472,17749
28917,2,288473,17749
28918,5,35,17750
28919,2,288474,17750
28920,1,2247,17750
28921,5,1506,17752
28923,2,6873,17753
28924,2,6870,17754
28925,6,5493,17755
28926,5,19895,17755
28927,2,288476,17755
28928,2,288477,17755
28929,1,2248,17755
28930,2,6872,17756
28931,2,6871,17757
28932,6,5494,17758
28933,5,19490,17758
28934,2,288478,17758
28935,2,288479,17758
28936,1,2249,17758
28937,5,1507,17759
28938,6,5495,17760
28939,5,1507,17760
28940,2,288480,17760
28941,5,1507,17761
28942,2,288481,17761
28943,5,1507,17762
28944,2,288482,17762
28945,5,22227,17763
28946,5,22227,17764
28947,6,5496,17765
28948,2,288483,17765
28949,6,5497,17766
28950,5,19489,17766
28951,1,2250,17766
28952,6,5498,17767
28953,5,19490,17767
28954,2,288484,17767
28955,2,288485,17767
28956,5,20669,17768
28957,3,3,17768
28958,2,288486,17768
28959,6,5499,17769
28960,5,18449,17769
28961,2,288487,17769
28962,2,288488,17769
28963,6,5500,17770
28964,5,18449,17770
28965,2,6875,17770
28966,2,6878,17770
28967,2,288489,17771
28968,6,5501,17772
28969,5,3012,17772
28970,1,2251,17772
28971,5,33,17773
28972,6,5502,17774
28973,5,3091,17774
28974,2,288490,17775
28975,2,288491,17775
28976,5,12321,17776
28977,2,6876,17776
28978,2,6877,17777
28979,6,5503,17778
28980,6,5504,17779
28981,5,4354,17779
28982,2,288492,17779
28983,2,6887,17779
28984,5,3074,17780
28985,2,288493,17780
28986,5,18235,17781
28987,2,288494,17781
28988,2,288495,17781
28989,5,1506,17782
28990,2,288496,17782
28991,2,6889,17783
28992,6,5505,17784
28993,5,22498,17784
28994,2,288497,17784
28995,2,288498,17784
28996,5,19342,17785
28997,2,288499,17785
28998,5,1641,17786
28999,6,5506,17787
29000,5,3136,17787
29001,6,5507,17788
29002,5,22514,17788
29003,5,17199,17789
29004,2,288500,17789
29005,6,5508,17790
29006,5,21954,17790
29007,2,288501,17790
29008,2,288502,17790
29009,2,288503,17791
29010,5,18191,17792
29011,2,6890,17793
29012,5,4295,17794
29013,6,5509,17795
29014,5,19906,17795
29015,5,12126,17796
29016,5,12976,17797
29017,2,288504,17797
29018,5,17656,17798
29019,3,76,17798
29020,2,6893,17798
29021,2,7323,17798
29022,2,7339,17798
29023,5,8701,17799
29024,2,288505,17799
29025,5,21702,17800
29026,2,288506,17800
29027,6,5510,17801
29028,2,288507,17801
29029,2,288508,17801
29030,1,2252,17801
29031,2,6894,17802
29032,5,20669,17803
29033,3,3,17803
29034,2,288509,17803
29035,2,6891,17803
29036,2,6892,17803
29037,5,3156,17804
29038,6,5511,17805
29039,5,5415,17805
29040,6,5512,17806
29041,5,22628,17806
29042,2,288510,17806
29043,6,5513,17807
29044,5,18323,17807
29045,2,288511,17807
29046,6,5514,17808
29047,5,12975,17808
29048,2,288512,17808
29049,2,288513,17808
29050,5,17429,17809
29051,2,288514,17809
29052,2,6895,17809
29053,2,6897,17809
29054,1,2253,17809
29055,6,5515,17810
29057,2,6923,17810
29058,5,20622,17811
29059,2,288515,17811
29060,5,20581,17812
29061,5,17656,17813
29062,5,15308,17814
29063,2,288516,17814
29064,2,288517,17814
29065,2,7232,17814
29066,1,2254,17814
29067,5,22519,17816
29068,2,288518,17816
29069,5,20621,17817
29070,2,6898,17817
29071,6,5516,17818
29072,5,18323,17818
29073,5,22536,17819
29074,2,288519,17819
29075,2,288520,17819
29076,5,6539,17820
29077,2,288521,17820
29078,5,5636,17821
29079,5,16536,17822
29080,1,2255,17823
29081,1,2256,17823
29082,1,2257,17823
29083,1,2258,17823
29084,1,2259,17824
29085,5,23200,17825
29086,2,288522,17825
29087,2,6899,17825
29088,5,18373,17826
29089,2,288523,17826
29090,2,6901,17826
29091,2,6902,17826
29092,2,6903,17826
29093,2,6904,17826
29094,2,288524,17827
29095,1,2260,17828
29096,1,2261,17828
29097,1,2262,17828
29098,1,2263,17828
29099,2,6907,17829
29100,6,5517,17830
29101,5,5014,17830
29102,2,288525,17830
29103,2,288526,17830
29104,2,6908,17830
29105,2,6909,17830
29106,6,5518,17831
29107,5,20818,17831
29108,5,22421,17832
29109,2,288527,17832
29110,5,22458,17833
29111,5,22570,17834
29112,2,288528,17834
29113,2,6911,17834
29114,5,22341,17835
29115,5,22648,17836
29116,2,288529,17836
29117,5,20656,17837
29118,1,2264,17838
29119,6,5519,17839
29120,2,6913,17839
29121,5,20617,17840
29122,2,288530,17840
29123,2,288531,17840
29124,2,288532,17840
29125,6,5520,17841
29127,2,288533,17841
29128,2,288534,17841
29129,6,5521,17842
29130,5,5134,17842
29131,2,288535,17842
29132,2,288536,17842
29133,2,288537,17842
29134,5,16329,17844
29135,5,19889,17845
29136,6,5522,17846
29138,2,288538,17846
29139,5,22530,17847
29140,6,5523,17848
29141,5,15010,17848
29142,2,288539,17848
29143,2,288540,17848
29144,5,20720,17849
29145,5,20720,17850
29147,2,288541,17851
29148,5,21702,17852
29149,2,7024,17852
29150,2,8208,17852
29151,2,8209,17852
29152,2,8210,17852
29154,2,288542,17853
29155,5,13155,17854
29156,6,5524,17855
29157,1,2265,17855
29158,6,5525,17856
29159,6,5526,17857
29160,5,18730,17858
29161,3,76,17858
29162,2,288543,17858
29163,5,6155,17859
29164,2,6915,17859
29165,5,6155,17860
29166,2,6916,17860
29167,5,6155,17861
29168,2,6917,17861
29169,5,5636,17862
29170,6,5527,17863
29171,5,48,17863
29172,5,20568,17864
29173,2,6918,17864
29174,5,12981,17865
29175,3,83,17865
29176,2,288544,17865
29177,5,10045,17866
29180,2,6921,17867
29181,5,20182,17868
29182,6,5528,17869
29185,2,288546,17869
29186,2,6925,17870
29187,5,1507,17871
29188,2,288547,17871
29189,5,17201,17872
29190,2,288548,17872
29191,1,2266,17873
29192,6,5529,17874
29193,5,20298,17874
29194,2,288549,17874
29195,1,2267,17874
29196,5,3212,17875
29197,2,288550,17875
29198,5,20296,17876
29199,2,288551,17876
29200,6,5530,17877
29201,6,5531,17878
29202,5,22537,17878
29203,2,288552,17878
29204,2,288553,17878
29205,5,22538,17879
29206,2,288554,17879
29207,1,2268,17879
29208,5,1501,17880
29209,6,5532,17881
29210,5,1483,17881
29211,2,288555,17881
29212,1,2269,17881
29213,6,5533,17882
29214,5,20720,17882
29215,2,288556,17883
29216,6,5534,17884
29217,5,10045,17884
29218,2,288557,17884
29219,2,288558,17884
29220,2,6926,17885
29221,6,5535,17886
29222,6,5536,17887
29223,5,101465,17887
29224,6,5537,17888
29225,5,745,17889
29226,6,5538,17890
29227,2,288559,17890
29228,2,288560,17890
29229,5,30,17891
29230,2,288561,17891
29231,1,2270,17891
29232,6,5539,17892
29233,5,18188,17892
29234,2,288562,17892
29235,2,288563,17893
29236,2,6930,17893
29237,2,6931,17893
29238,6,5540,17894
29239,6,5541,17895
29240,5,3090,17896
29241,3,749,17896
29242,2,288564,17896
29243,6,5542,17897
29244,5,13008,17897
29245,2,288565,17897
29246,6,5543,17898
29247,5,18335,17898
29248,2,288566,17898
29249,2,288567,17898
29250,5,22434,17899
29251,2,288568,17899
29252,6,5544,17900
29253,1,2271,17900
29254,6,5545,17901
29255,5,22722,17901
29256,2,288569,17901
29257,1,2272,17901
29258,5,20298,17902
29259,2,6932,17902
29260,1,2273,17902
29261,6,5546,17903
29262,1,2274,17903
29263,6,5547,17904
29264,2,6933,17904
29265,6,5548,17905
29266,5,21454,17905
29267,2,6934,17905
29268,1,2275,17905
29269,2,6935,17906
29270,2,6936,17906
29271,2,6937,17906
29272,5,51,17907
29273,5,14884,17908
29274,2,288570,17908
29275,6,5549,17909
29276,5,7140,17909
29277,2,288571,17909
29278,6,5550,17910
29279,5,16561,17911
29280,2,288572,17912
29281,2,6938,17913
29282,2,6939,17913
29283,5,18733,17914
29284,2,288573,17914
29285,6,5551,17915
29286,5,20688,17915
29287,2,6942,17915
29288,6,5552,17916
29289,5,12994,17916
29290,2,6940,17916
29291,2,6941,17916
29292,5,15,17917
29293,2,288574,17917
29294,2,288575,17917
29295,2,288576,17918
29296,5,22572,17919
29297,6,5553,17920
29298,5,4354,17920
29299,2,6943,17920
29300,2,6944,17920
29301,2,6947,17920
29302,2,6948,17920
29303,2,6949,17920
29304,2,6950,17920
29305,6,5554,17921
29306,5,20816,17921
29307,6,5555,17922
