ID,CraftingOrderID,LabelID
1800,1385,3734
1801,1385,3738
1802,1385,3741
1803,1386,3734
1804,1386,3738
1805,1386,3741
1806,1387,3734
1807,1387,3738
1808,1387,3741
1809,1388,3734
1810,1388,3738
1811,1388,3741
1812,1389,3734
1813,1389,3738
1814,1389,3741
1815,1390,3734
1816,1390,3744
1817,1391,3734
1818,1391,3744
1819,1392,3734
1820,1392,3744
1821,1394,3734
1822,1394,3745
1823,1395,3734
1824,1395,3745
1825,1396,3734
1826,1396,3745
1827,1397,3734
1828,1397,3750
1829,1398,3734
1830,1398,3750
1831,1399,3734
1832,1399,3750
1833,1400,3734
1834,1400,3750
1835,1401,3734
1836,1401,3750
1837,1402,3734
1838,1402,3750
1839,1403,3734
1840,1403,3750
1841,1404,3734
1842,1404,3750
1843,1405,3734
1844,1405,3750
1845,1406,3734
1846,1406,3750
1847,1407,3734
1848,1407,3750
1849,1408,3734
1850,1408,3750
1851,1409,3734
1852,1409,3750
1853,1410,3734
1854,1410,3750
1855,1411,3734
1856,1411,3750
1857,1412,3734
1858,1412,3750
1859,1413,3734
1860,1413,3750
1861,1414,3734
1862,1414,3750
1863,1415,3734
1864,1415,3750
1865,1416,3734
1866,1416,3750
1867,1417,3734
1868,1417,3750
1869,1418,3734
1870,1418,3750
1871,1419,3734
1872,1419,3750
1873,1420,3734
1874,1420,3750
1875,1434,3732
1876,1434,3745
1877,1435,3732
1878,1435,3745
1879,1436,3732
1880,1436,3745
1881,1437,3732
1882,1437,3745
1883,1438,3732
1884,1438,3751
1885,1439,3732
1886,1439,3751
1887,1440,3732
1888,1440,3751
1889,1441,3732
1890,1441,3751
1891,1442,3732
1892,1442,3751
1893,1443,3732
1894,1443,3751
1895,1444,3732
1896,1444,3744
1897,1445,3732
1898,1445,3744
1899,1446,3732
1900,1446,3744
1901,1447,3732
1902,1447,3744
1903,1448,3732
1904,1448,3744
1905,1449,3732
1906,1449,3744
1907,1450,3732
1908,1450,3744
1909,1451,3732
1910,1451,3744
1911,1452,3732
1912,1452,3744
1913,1453,3732
1914,1453,3744
1915,1454,3732
1916,1454,3744
1917,1455,3732
1918,1455,3745
1919,1456,3732
1920,1456,3745
1921,1457,3732
1922,1457,3745
1923,1458,3732
1924,1458,3745
1925,1459,3732
1926,1459,3745
1927,1460,3732
1928,1460,3745
1929,1461,3732
1930,1461,3745
1931,1462,3732
1932,1462,3745
1933,1463,3732
1934,1463,3745
1935,1464,3732
1936,1464,3745
1937,1465,3732
1938,1465,3745
1939,1466,3732
1940,1466,3745
1941,1467,3732
1942,1467,3745
1943,1468,3732
1944,1468,3744
1945,1469,3732
1946,1469,3794
1947,1470,3732
1948,1470,3794
1949,1471,3732
1950,1471,3794
1951,1472,3732
1952,1472,3794
1953,1473,3732
1954,1473,3764
1955,1474,3732
1956,1474,3764
1957,1475,3732
1958,1475,3772
1959,1476,3732
1960,1476,3763
1961,1477,3732
1962,1477,3764
1963,1478,3732
1964,1478,3764
1965,1479,3732
1966,1479,3772
1967,1480,3732
1968,1480,3763
1969,1481,3732
1970,1481,3763
1971,1482,3732
1972,1482,3772
1973,1483,3732
1974,1483,3764
1975,1484,3732
1976,1484,3764
1977,1485,3732
1978,1485,3736
1979,1486,3732
1980,1486,3736
1981,1487,3732
1982,1487,3736
1983,1488,3732
1984,1488,3736
1985,1489,3732
1986,1489,3736
1987,1490,3732
1988,1490,3736
1989,1491,3732
1990,1491,3736
1991,1492,3732
1992,1492,3745
1993,1493,3732
1994,1493,3745
1995,1494,3732
1996,1494,3745
1997,1495,3732
1998,1495,3745
1999,1496,3732
2000,1496,5879
2001,1497,3732
2002,1497,5879
2003,1498,3732
2004,1498,5879
2005,1499,3732
2006,1499,5879
2007,1500,3732
2008,1500,5879
2009,1501,3732
2010,1501,5879
2011,1502,3732
2012,1502,5879
2013,1503,3732
2014,1503,5879
2015,1504,3732
2016,1504,5879
2017,1505,3732
2018,1505,5879
2021,1507,3732
2022,1507,5879
2023,1508,3732
2024,1508,5879
2025,1509,3732
2026,1509,3763
2027,1510,3732
2028,1510,3751
2029,1511,3731
2030,1511,3745
2031,1512,3731
2032,1512,3745
2033,1513,3731
2034,1513,3745
2035,1514,3731
2036,1514,3745
2037,1515,3731
2038,1515,3745
2039,1516,3731
2040,1516,3745
2041,1517,3731
2042,1517,3738
2043,1517,3739
2044,1518,3731
2045,1518,3738
2046,1518,3740
2047,1519,3731
2048,1519,3738
2049,1519,3741
2050,1520,3731
2051,1520,3738
2052,1520,3742
2053,1521,3731
2054,1521,3738
2055,1521,3739
2056,1522,3731
2057,1522,3738
2058,1522,3740
2059,1523,3731
2060,1523,3738
2061,1523,3741
2062,1524,3731
2063,1524,3738
2064,1524,3742
2065,1525,3731
2066,1525,3738
2067,1525,3739
2068,1526,3731
2069,1526,3738
2070,1526,3740
2071,1527,3731
2072,1527,3738
2073,1527,3741
2074,1528,3731
2075,1528,3738
2076,1528,3742
2077,1529,3731
2078,1529,3738
2079,1529,3739
2080,1530,3731
2081,1530,3738
2082,1530,3740
2083,1531,3731
2084,1531,3738
2085,1531,3741
2086,1532,3731
2087,1532,3738
2088,1532,3742
2089,1533,3731
2090,1533,3738
2091,1533,3739
2092,1534,3731
2093,1534,3738
2094,1534,3740
2095,1535,3731
2096,1535,3738
2097,1535,3741
2098,1536,3731
2099,1536,3738
2100,1536,3742
2101,1537,3731
2102,1537,3738
2103,1537,3739
2104,1538,3731
2105,1538,3738
2106,1538,3740
2107,1539,3731
2108,1539,3738
2109,1539,3741
2110,1540,3731
2111,1540,3738
2112,1540,3742
2113,1541,3731
2114,1541,3738
2115,1541,3739
2116,1542,3731
2117,1542,3738
2118,1542,3740
2119,1543,3731
2120,1543,3738
2121,1543,3741
2122,1544,3731
2123,1544,3738
2124,1544,3742
2125,1545,3731
2126,1545,3738
2127,1545,3739
2128,1546,3731
2129,1546,3738
2130,1546,3740
2131,1547,3731
2132,1547,3738
2133,1547,3741
2134,1548,3731
2135,1548,3738
2136,1548,3742
2137,1549,3731
2138,1549,3750
2139,1550,3731
2140,1550,3751
2141,1551,3731
2142,1551,3751
2143,1552,3731
2144,1552,3750
2145,1553,3731
2146,1553,3751
2147,1554,3731
2148,1554,3750
2149,1555,3731
2150,1555,3751
2151,1556,3731
2152,1556,3751
2153,1557,3731
2154,1557,3751
2155,1558,3731
2156,1558,3751
2157,1559,3731
2158,1559,3751
2159,1560,3731
2160,1560,3750
2161,1561,3731
2162,1561,3750
2163,1562,3731
2164,1562,3751
2165,1563,3731
2166,1563,3738
2167,1563,3739
2168,1564,3731
2169,1564,3738
2170,1564,3740
2171,1565,3731
2172,1565,3738
2173,1565,3741
2174,1566,3731
2175,1566,3738
2176,1566,3742
2177,1567,3731
2178,1567,3738
2179,1567,3739
2180,1568,3731
2181,1568,3738
2182,1568,3740
2183,1569,3731
2184,1569,3738
2185,1569,3741
2186,1570,3731
2187,1570,3738
2188,1570,3742
2189,1571,3731
2190,1571,3745
2191,1572,3731
2192,1572,3745
2193,1574,3731
2194,1574,3745
2195,1575,3731
2196,1575,3744
2197,1576,3731
2198,1576,3745
2199,1577,3731
2200,1577,3745
2201,1578,3731
2202,1578,3745
2203,1579,3731
2204,1579,3745
2205,1581,3731
2206,1581,3744
2207,1582,3731
2208,1582,3743
2209,1583,3731
2210,1583,3743
2223,1589,3731
2224,1589,3737
2225,1589,5879
2226,1590,3731
2227,1590,3737
2228,1590,5879
2229,1591,3731
2230,1591,3737
2231,1591,5879
2232,1592,3731
2233,1592,3737
2234,1592,5879
2235,1593,3731
2236,1593,3737
2237,1593,5879
2238,1594,3731
2239,1594,3737
2240,1594,5879
2241,1595,3731
2242,1595,3737
2243,1595,5879
2256,1600,3731
2257,1600,3744
2258,1601,3731
2259,1601,3744
2260,1602,3731
2261,1602,3744
2262,1603,3731
2263,1603,3745
2264,1604,3731
2265,1604,3745
2266,1605,3731
2267,1605,3750
2268,1606,3731
2269,1606,3750
2270,1607,3731
2271,1607,3751
2272,1608,3731
2273,1608,3751
2274,1609,3729
2275,1609,3751
2276,1610,3729
2277,1610,3751
2278,1611,3729
2279,1611,3751
2280,1612,3729
2281,1612,3751
2282,1613,3729
2283,1613,3751
2284,1614,3729
2285,1614,3750
2286,1615,3729
2287,1615,3750
2288,1616,3729
2289,1616,3750
2290,1617,3729
2291,1617,3751
2292,1618,3729
2293,1618,3751
2294,1619,3729
2295,1619,3751
2296,1620,3729
2297,1620,3751
2298,1621,3729
2299,1621,3751
2300,1622,3729
2301,1622,3750
2302,1623,3729
2303,1623,3750
2304,1624,3729
2305,1624,3750
2306,1625,3729
2307,1625,3752
2308,1626,3729
2309,1626,3752
2310,1627,3729
2311,1627,3752
2312,1628,3729
2313,1628,3752
2314,1628,3755
2315,1629,3729
2316,1629,3752
2317,1629,3757
2318,1630,3729
2319,1630,3752
2320,1631,3729
2321,1631,3752
2322,1632,3729
2323,1632,3738
2324,1633,3729
2325,1633,3738
2326,1635,3729
2327,1635,3738
2328,1636,3729
2329,1636,3738
2330,1637,3729
2331,1637,3752
2332,1638,3729
2333,1638,3738
2334,1639,3729
2335,1639,3738
2336,1640,3729
2337,1640,3738
2338,1641,3729
2339,1641,3752
2340,1642,3729
2341,1642,3752
2342,1643,3729
2343,1643,3752
2344,1644,3729
2345,1644,3752
2346,1645,3729
2347,1645,3752
2348,1646,3729
2349,1646,3752
2350,1647,3729
2351,1647,3752
2352,1648,3729
2353,1648,3752
2354,1649,3729
2355,1649,3738
2356,1650,3729
2357,1650,3738
2358,1651,3729
2359,1651,3738
2360,1652,3729
2361,1652,3738
2362,1653,3729
2363,1653,3738
2364,1654,3729
2365,1654,3738
2366,1655,3729
2367,1655,3738
2368,1656,3729
2369,1656,3738
2370,1657,3729
2371,1657,3752
2372,1658,3729
2373,1658,3752
2374,1659,3729
2375,1659,3752
2376,1660,3729
2377,1660,3752
2378,1661,3729
2379,1661,3752
2380,1662,3729
2381,1662,3752
2382,1663,3729
2383,1663,3752
2384,1664,3729
2385,1664,3752
2386,1665,3729
2387,1665,3752
2388,1666,3729
2389,1666,3752
2390,1667,3729
2391,1667,3752
2392,1668,3729
2393,1668,3752
2394,1669,3729
2395,1669,3752
2396,1670,3729
2397,1670,3752
2398,1671,3729
2399,1671,3738
2400,1672,3729
2401,1672,3738
2402,1673,3729
2403,1673,3738
2404,1674,3729
2405,1674,3738
2406,1675,3729
2407,1675,3738
2408,1676,3729
2409,1676,3752
2410,1677,3729
2411,1677,3738
2412,1678,3729
2413,1678,3738
2414,1679,3729
2415,1679,3738
2416,1680,3729
2417,1680,3744
2418,1681,3729
2419,1681,3744
2420,1682,3729
2421,1682,3744
2422,1683,3729
2423,1683,3745
2424,1684,3729
2425,1684,3745
2426,1685,3729
2427,1685,3745
2428,1686,3729
2429,1686,3744
2430,1687,3729
2431,1687,3738
2432,1688,3729
2433,1688,3738
2434,1689,3729
2435,1689,3752
2436,1690,3729
2437,1690,3751
2438,1691,3729
2439,1691,3751
2440,1692,3729
2441,1692,3750
2442,1693,3729
2443,1693,3744
2444,1830,3733
2445,1298,3729
2446,1298,3738
2447,1298,3742
2448,1299,3737
2449,1299,3744
2450,1585,3731
2451,1585,3738
2452,1585,3792
2453,1586,3731
2454,1586,3738
2455,1586,3792
2456,1587,3731
2457,1587,3738
2458,1587,3792
2459,1588,3731
2460,1588,3738
2461,1588,3792
2462,1596,3731
2463,1596,3738
2464,1596,3792
2465,1597,3731
2466,1597,3738
2467,1597,3792
2468,1598,3731
2469,1598,3738
2470,1598,3792
2471,1599,3731
2472,1599,3738
2473,1599,3792
2474,1625,3760
2475,1626,3753
2476,1627,3761
2477,1630,3754
2478,1631,3754
2479,1632,3742
2480,1633,3742
2481,1635,3742
2482,1636,3742
2483,1638,3742
2484,1639,3742
2485,1640,3742
2486,1641,3757
2487,1642,3765
2488,1643,3754
2489,1644,3753
2490,1645,3771
2491,1646,3756
2492,1647,3754
2493,1648,3753
2494,1649,3742
2495,1650,3742
2496,1651,3742
2497,1652,3742
2498,1653,3742
2499,1654,3742
2500,1655,3742
2501,1656,3742
2502,1657,3753
2503,1658,3761
2504,1659,3765
2505,1660,3755
2506,1661,3754
2507,1662,3757
2508,1663,3761
2509,1664,3762
2510,1665,3753
2511,1666,3765
2512,1667,3756
2513,1668,3759
2514,1669,3757
2515,1670,3754
2516,1671,3742
2517,1672,3742
2518,1673,3742
2519,1674,3742
2520,1675,3742
2521,1676,3771
2522,1677,3742
2523,1678,3742
2524,1679,3742
2525,1694,3735
2526,1694,3745
2527,1695,3735
2528,1695,3745
2529,1696,3735
2530,1696,3745
2531,1697,3735
2532,1697,3745
2533,1698,3735
2534,1698,3744
2535,1699,3735
2536,1699,3739
2537,1700,3735
2538,1700,3739
2539,1701,3735
2540,1701,3739
2541,1702,3735
2542,1702,3739
2543,1703,3735
2544,1703,3739
2545,1704,3735
2546,1704,3739
2547,1705,3735
2548,1705,3739
2549,1706,3735
2550,1706,3739
2551,1707,3735
2552,1707,3739
2553,1708,3735
2554,1708,3739
2555,1709,3735
2556,1709,3739
2557,1710,3735
2558,1710,3739
2559,1711,3735
2560,1711,3739
2561,1712,3735
2562,1712,3739
2563,1713,3735
2564,1713,3739
2565,1714,3735
2566,1714,3739
2567,1715,3735
2568,1715,3739
2569,1716,3735
2570,1716,3739
2571,1717,3735
2572,1717,3745
2573,1718,3735
2574,1718,3745
2575,1719,3735
2576,1719,3750
2577,1720,3735
2578,1720,3750
2579,1721,3735
2580,1721,3750
2581,1722,3735
2582,1722,3750
2583,1723,3735
2584,1723,3750
2585,1724,3735
2586,1724,3750
2587,1725,3735
2588,1725,3750
2589,1726,3735
2590,1726,3750
2591,1727,3735
2592,1727,3750
2593,1728,3735
2594,1728,3750
2595,1729,3735
2596,1729,3750
2597,1730,3735
2598,1730,3750
2599,1731,3735
2600,1731,3744
2601,1732,3735
2602,1732,3744
2603,1733,3735
2604,1733,3744
2605,1734,3735
2606,1734,3744
2607,1735,3735
2608,1735,3744
2609,1736,3735
2610,1736,3744
2611,1737,3735
2612,1737,3744
2613,1738,3735
2614,1738,3739
2615,1739,3735
2616,1739,3739
2617,1740,3735
2618,1740,3739
2619,1741,3735
2620,1741,3739
2621,1742,3735
2622,1742,3739
2623,1743,3735
2624,1743,3739
2625,1744,3735
2626,1744,3739
2627,1745,3735
2628,1745,3739
2629,1746,3735
2630,1746,3739
2631,1747,3735
2632,1747,3739
2633,1748,3735
2634,1748,3739
2635,1749,3735
2636,1749,3739
2637,1750,3735
2638,1750,3739
2639,1751,3735
2640,1751,3739
2641,1752,3735
2642,1752,3739
2643,1753,3735
2644,1753,3739
2645,1754,3735
2646,1754,3739
2647,1755,3735
2648,1755,3739
2649,1756,3735
2650,1756,3739
2651,1757,3735
2652,1757,5879
2653,1758,3735
2654,1758,5879
2655,1759,3735
2656,1759,5879
2657,1760,3735
2658,1760,5879
2659,1761,3735
2660,1761,5879
2661,1762,3735
2662,1762,5879
2663,1763,3728
2664,1763,3745
2665,1764,3728
2666,1764,3745
2667,1765,3728
2668,1765,3745
2669,1766,3728
2670,1766,3749
2671,1767,3728
2672,1767,3749
2673,1768,3728
2674,1768,3749
2675,1769,3728
2676,1769,3749
2677,1770,3728
2678,1770,3736
2679,1771,3728
2680,1771,3749
2681,1772,3728
2682,1772,3749
2683,1773,3728
2684,1773,3749
2685,1774,3728
2686,1774,3749
2687,1775,3728
2688,1775,3749
2689,1776,3728
2690,1776,3749
2691,1777,3728
2692,1777,3749
2693,1778,3728
2694,1778,3749
2695,1779,3728
2696,1779,3748
2697,1781,3728
2698,1781,3748
2699,1782,3728
2700,1782,3748
2701,1783,3728
2702,1783,3746
2703,1784,3728
2704,1784,3746
2705,1785,3728
2706,1785,3746
2707,1786,3728
2708,1786,3746
2709,1787,3728
2710,1787,3746
2711,1788,3728
2712,1788,3746
2713,1789,3728
2714,1789,3746
2715,1790,3728
2716,1790,3746
2717,1791,3728
2718,1791,3746
2719,1792,3728
2720,1792,3746
2721,1793,3728
2722,1793,3746
2723,1794,3728
2724,1794,3736
2725,1795,3728
2726,1795,3749
2727,1796,3728
2728,1796,3736
2729,1797,3728
2730,1797,3736
2731,1798,3728
2732,1798,3736
2733,1799,3728
2734,1799,3736
2735,1800,3728
2736,1800,3736
2737,1801,3728
2738,1801,3736
2739,1802,3728
2740,1802,3736
2741,1805,3728
2742,1805,5879
2743,1806,3728
2744,1806,5879
2745,1807,3728
2746,1807,5879
2747,1808,3728
2748,1808,5879
2749,1809,3728
2750,1809,5879
2751,1810,3728
2752,1810,5879
2753,1811,3728
2754,1811,3745
2755,1812,3728
2756,1812,3745
2757,1813,3728
2758,1813,3745
2759,1814,3728
2760,1814,3745
2761,1815,3728
2762,1815,3749
2763,1816,3728
2764,1816,3745
2765,1817,3728
2766,1817,3745
2767,1818,3728
2768,1818,3745
2769,1819,3728
2770,1819,3745
2771,1820,3728
2772,1820,3749
2773,1821,3728
2774,1821,3749
2775,1822,3728
2776,1822,3749
2777,1823,3728
2778,1823,3749
2779,1824,3728
2780,1824,3749
2781,1825,3728
2782,1825,3746
2783,1826,3728
2784,1826,3746
2785,1827,3728
2786,1827,3746
2787,1828,3728
2788,1828,3748
2789,1829,3728
2790,1829,3748
2791,1830,3747
2792,1831,3733
2793,1831,3747
2794,1832,3733
2795,1832,3747
2796,1833,3733
2797,1833,3750
2798,1834,3733
2799,1834,3747
2800,1835,3733
2801,1835,3747
2802,1836,3733
2803,1836,3737
2804,1837,3733
2805,1837,3747
2806,1838,3733
2807,1838,3747
2808,1839,3733
2809,1839,3747
2810,1840,3733
2811,1840,3747
2812,1841,3733
2813,1841,3750
2814,1842,3733
2815,1842,3747
2816,1843,3733
2817,1843,3747
2818,1844,3733
2819,1844,3747
2820,1845,3733
2821,1845,3747
2822,1846,3733
2823,1846,3737
2824,1847,3733
2825,1847,3747
2826,1848,3733
2827,1848,3747
2828,1849,3733
2829,1849,3750
2830,1850,3733
2831,1850,3744
2832,1851,3733
2833,1851,3745
2834,1852,3733
2835,1852,3750
2836,1853,3733
2837,1853,3736
2838,1854,3733
2839,1854,3736
2840,1855,3733
2841,1855,3747
2842,1856,3733
2843,1856,3747
2844,1857,3733
2845,1857,3747
2846,1858,3733
2847,1858,3747
2848,1859,3733
2849,1859,3747
2850,1860,3733
2851,1860,3747
2852,1861,3733
2853,1861,3747
2854,1862,3733
2855,1862,3747
2856,1863,3733
2857,1863,3747
2858,1864,3733
2859,1864,3747
2860,1865,3733
2861,1865,3747
2862,1866,3733
2863,1866,3747
2864,1867,3733
2865,1867,3747
2866,1868,3733
2867,1868,3747
2868,1869,3733
2869,1869,3747
2870,1870,3733
2871,1870,3747
2872,1871,3733
2873,1871,3747
2874,1872,3733
2875,1872,3747
2876,1873,3733
2877,1873,3747
2878,1874,3733
2879,1874,5879
2880,1875,3733
2881,1875,5879
2882,1876,3733
2883,1876,5879
2884,1877,3733
2885,1877,5879
2886,1878,3733
2887,1878,5879
2888,1879,3733
2889,1879,5879
2890,1880,3733
2891,1880,3747
2892,1881,3733
2893,1881,3747
2894,1882,3733
2895,1882,3747
2896,1883,3733
2897,1883,3745
2898,1884,3733
2899,1884,3745
2900,1885,3733
2901,1885,3747
2902,1886,3733
2903,1886,3750
2904,1887,3733
2905,1887,3750
2906,1888,3733
2907,1888,3750
2908,1889,3733
2909,1889,3750
2910,1890,3733
2911,1890,3736
2912,1891,3733
2913,1891,3736
2914,1892,3733
2915,1892,3736
2916,1893,3733
2917,1893,3736
2918,1894,3733
2919,1894,3736
2920,1895,3733
2921,1895,3750
2922,1896,3733
2923,1896,3750
2924,1897,3733
2925,1897,3750
2926,1898,3733
2927,1898,3750
2928,1899,3733
2929,1899,3736
2930,1900,3733
2931,1900,3745
2932,1901,3733
2933,1901,3745
2934,1902,3733
2935,1902,3747
2936,1905,602
2937,1905,5702
2938,1905,969
