ID,SpellID,CurrencyTypesID,CurrencyCount,OverrideRecraftCurrencyCount,OrderSource
1869,282492,1541,10,0,0
1870,282496,1540,10,0,0
1871,282501,1541,10,0,0
1872,282503,1540,10,0,0
1875,282529,1541,10,0,0
1876,282531,1540,10,0,0
1887,279350,1314,1,0,0
1888,279351,1314,5,0,0
1889,282971,1541,10,0,0
1890,282972,1540,10,0,0
1892,282756,1559,1,0,0
1893,282284,1559,1,0,0
1894,282374,1559,1,0,0
1895,283121,1559,1,0,0
1896,282111,1541,10,0,0
1897,283225,1559,1,0,0
1898,283279,1559,1,0,0
1899,283824,1559,1,0,0
1900,283841,1541,100,0,0
1902,284783,1541,80,0,0
1904,285259,1559,1,0,0
1905,285434,1541,10,0,0
1906,285435,1540,10,0,0
1907,285665,1580,1,0,0
1908,285666,1580,1,0,0
1909,285667,1580,1,0,0
1910,285668,1580,1,0,0
1911,288994,1541,100,0,0
1913,289527,1580,1,0,0
1914,289528,1580,1,0,0
1915,289529,1580,1,0,0
1916,289530,1580,1,0,0
1947,300735,1541,160,0,0
1948,303496,1541,160,0,0
1949,303908,1580,1,0,0
1950,303910,1580,1,0,0
1951,303912,1580,1,0,0
1952,303914,1580,1,0,0
1953,304889,1541,30,0,0
1954,304890,1540,30,0,0
1962,314500,1580,1,0,0
1963,314501,1580,1,0,0
1964,314507,1580,1,0,0
1965,314508,1580,1,0,0
1966,314509,1580,1,0,0
1967,314512,1580,1,0,0
1968,314513,1580,1,0,0
1969,314514,1580,1,0,0
1970,311594,1755,10000,0,0
1973,321162,1728,5,0,0
1980,319235,1767,150,0,0
1981,317902,1767,250,0,0
1982,335287,1767,50,0,0
1983,317900,1767,1000,0,0
1984,317852,1767,100,0,0
1985,317850,1767,100,0,0
1986,335286,1767,500,0,0
1987,335284,1767,250,0,0
1988,335279,1767,5000,0,0
1989,335278,1767,1000,0,0
1990,317843,1767,500,0,0
1991,317841,1767,500,0,0
1992,317825,1767,200,0,0
1993,317398,1767,200,0,0
1994,317427,1767,500,0,0
1995,317708,1767,250,0,0
1996,317751,1767,100,0,0
1997,317756,1767,150,0,0
1998,317761,1767,1000,0,0
1999,317797,1767,150,0,0
2000,317798,1767,250,0,0
2001,317799,1767,200,0,0
2002,317800,1767,150,0,0
2003,317801,1767,150,0,0
2004,317802,1767,100,0,0
2005,339665,1820,99,0,0
2007,341317,1820,5,0,0
2009,340196,1820,30,0,0
2010,346385,1820,5,0,0
2011,346379,1820,20,0,0
2012,346730,1820,30,0,0
2013,346872,1820,30,0,0
2014,346893,1820,30,0,0
2015,346895,1820,30,0,0
2016,346897,1820,30,0,0
2017,346899,1820,30,0,0
2018,346901,1820,30,0,0
2019,346903,1820,30,0,0
2020,346905,1820,30,0,0
2021,346907,1820,30,0,0
2022,338057,1813,750,0,0
2023,338052,1813,3500,0,0
2024,338058,1813,1250,0,0
2026,347233,1728,100,0,0
2027,338046,1813,1750,0,0
2029,348935,1820,2,0,0
2034,372720,2036,1,0,0
2061,391692,2036,1,0,0
2062,395823,2003,10,0,0
2063,397819,2003,20,0,0
2069,422824,2650,5,0,0
2071,421034,2710,5,0,0
2072,421362,2710,5,0,0
2073,421363,2710,5,0,0
2082,430229,3028,1,0,0
2083,430232,3029,1,0,0
2084,430879,3029,1,0,0
2086,468717,3008,250,0,0
2087,465578,3090,5,0,0
2088,465669,3090,5,0,0
2089,465671,3090,5,0,0
2090,1217419,3216,100,0,0
2091,1216207,3149,20,0,0
2092,1216213,3149,100,0,0
2093,1216214,3149,300,0,0
2094,1216215,3149,500,0,0
2095,1216217,3149,700,0,0
2096,1216218,3149,800,0,0
2097,1216219,3149,900,0,0
2098,1216221,3149,1000,0,0
2099,1216222,3149,1100,0,0
2100,1216225,3149,1400,0,0
2101,1216226,3149,1500,0,0
2102,1216224,3149,1300,0,0
2103,1216223,3149,1200,0,0
2944,1243219,3256,50,0,0
2946,1244895,3256,25,0,0
2947,1244939,3256,25,0,0
2948,1244940,3256,25,0,0
2949,1248784,3256,25,0,0
2950,1248787,3256,25,0,0
2951,1248832,3256,50,0,0
2952,1248796,3256,50,0,0
2953,1248831,3256,25,0,0
2954,1248839,3256,25,0,0
2955,1248840,3256,50,0,0
2956,1248842,3256,50,0,0
2957,1248845,3256,50,0,0
2958,1248848,3256,25,0,0
2959,1248849,3256,25,0,0
2960,1248834,3256,50,0,0
2969,1240867,3392,50,0,0
2970,1260772,3392,50,0,0
2971,1260773,3392,50,0,0
2975,1226049,3376,1,0,0
2976,1242577,3376,1,0,0
2977,1242684,3376,1,0,0
2978,1243530,3376,1,0,0
2980,1254739,3310,100,0,0
2981,1283085,3400,1,0,0
