ID,OrderIndex,FactionIndex,CreatureID,Scale,Flags,GarrFollowerID
947,1,1,106394,1,1,668
948,2,1,106394,1,1,668
949,0,0,114154,1,1,829
950,1,0,106394,1,1,829
951,2,0,106394,1,1,829
952,0,1,114154,1,1,829
953,1,1,106394,1,1,829
954,2,1,106394,1,1,829
955,0,0,114153,1,1,830
956,1,0,106394,1,1,830
957,2,0,106394,1,1,830
958,0,1,114153,1,1,830
959,1,1,106394,1,1,830
960,2,1,106394,1,1,830
961,0,0,114154,1,1,831
962,1,0,106394,1,1,831
963,2,0,106394,1,1,831
964,0,1,114154,1,1,831
965,1,1,106394,1,1,831
966,2,1,106394,1,1,831
967,0,0,114149,1,1,669
968,1,0,112755,1,1,669
969,2,0,106395,1,1,669
970,0,1,114149,1,1,669
971,1,1,112755,1,1,669
972,2,1,106395,1,1,669
973,0,0,114150,1,1,832
974,1,0,112755,1,1,832
975,2,0,106395,1,1,832
976,0,1,114150,1,1,832
977,1,1,112755,1,1,832
978,2,1,106395,1,1,832
979,0,0,114151,1,1,833
980,1,0,112755,1,1,833
981,2,0,106395,1,1,833
982,0,1,114151,1,1,833
983,1,1,112755,1,1,833
984,2,1,106395,1,1,833
985,0,0,114152,1,1,834
986,1,0,112755,1,1,834
987,2,0,106395,1,1,834
988,0,1,114152,1,1,834
989,1,1,112755,1,1,834
990,2,1,106395,1,1,834
991,0,0,114146,1,1,670
992,1,0,106396,1,1,670
993,0,1,114146,1,1,670
994,1,1,106396,1,1,670
995,0,0,114147,1,1,835
996,1,0,106396,1,1,835
997,0,1,114147,1,1,835
998,1,1,106396,1,1,835
999,0,0,114148,1,1,836
1000,1,0,106396,1,1,836
1001,0,1,114148,1,1,836
1002,1,1,106396,1,1,836
1003,0,0,114148,1,1,837
1004,1,0,106396,1,1,837
1005,0,1,114148,1,1,837
1006,1,1,106396,1,1,837
1008,0,0,114159,1,1,770
1009,1,0,112704,1.3,1,770
1010,2,0,112711,0.9,1,770
1011,3,0,113156,0.95,1,770
1013,0,1,114159,1,1,770
1014,1,1,112704,1.3,1,770
1015,2,1,112711,0.9,1,770
1016,3,1,113156,0.95,1,770
1018,0,0,114160,1.2,1,843
1019,1,0,112704,1.3,1,843
1020,2,0,112711,0.9,1,843
1021,3,0,113156,0.95,1,843
1023,0,1,114160,1.2,1,843
1024,1,1,112704,1.3,1,843
1025,2,1,112711,0.9,1,843
1026,3,1,113156,0.95,1,843
1028,0,0,114161,1,1,844
1029,1,0,112704,1.3,1,844
1030,2,0,112711,0.9,1,844
1031,3,0,113156,0.95,1,844
1033,0,1,114161,1,1,844
1034,1,1,112704,1.3,1,844
1035,2,1,112711,0.9,1,844
1036,3,1,113156,0.95,1,844
1038,0,0,114162,1,1,845
1039,1,0,112704,1.3,1,845
1040,2,0,112711,0.9,1,845
1043,0,1,114162,1,1,845
1044,1,1,112704,1.3,1,845
1045,2,1,112711,0.9,1,845
1047,0,0,114163,1,1,675
1048,1,0,112713,1,1,675
1049,2,0,112714,1.3,1,675
1050,0,1,114163,1,1,675
1051,1,1,112713,1,1,675
1052,2,1,112714,1.3,1,675
1053,0,0,114164,1,1,846
1054,1,0,112713,1,1,846
1055,2,0,112714,1.3,1,846
1056,0,1,114164,1,1,846
1057,1,1,112713,1,1,846
1058,2,1,112714,1.3,1,846
1059,0,0,114165,1,1,847
1060,1,0,112713,1,1,847
1061,2,0,112714,1.3,1,847
1062,0,1,114165,1,1,847
1063,1,1,112713,1,1,847
1064,2,1,112714,1.3,1,847
1065,0,0,114166,1.2,1,848
1066,1,0,112713,1,1,848
1067,2,0,112714,1.3,1,848
1068,0,1,114166,1.2,1,848
1069,1,1,112713,1,1,848
1070,2,1,112714,1.3,1,848
1071,0,0,114167,1,1,771
1072,1,0,112700,1.3,1,771
1073,0,1,114167,1,1,771
1074,1,1,112700,1.3,1,771
1075,0,0,114168,1,1,849
1076,1,0,112700,1.3,1,849
1077,0,1,114168,1,1,849
1078,1,1,112700,1.3,1,849
1079,0,0,114169,1,1,850
1080,1,0,112700,1.3,1,850
1081,0,1,114169,1,1,850
1082,1,1,112700,1.3,1,850
1083,0,0,114170,1,1,851
1084,1,0,112700,1.3,1,851
1085,0,1,114170,1,1,851
1086,1,1,112700,1.3,1,851
1087,0,0,114172,1,1,677
1088,1,0,112869,1,1,677
1089,2,0,112872,1,1,677
1090,0,1,114172,1,1,677
1091,1,1,112869,1,1,677
1092,2,1,112872,1,1,677
1093,0,0,114173,1,1,921
1094,1,0,112869,1,1,921
1095,2,0,112872,1,1,921
1096,0,1,114173,1,1,921
1097,1,1,112869,1,1,921
1098,2,1,112872,1,1,921
1099,0,0,114174,1,1,922
1100,1,0,112869,1,1,922
1101,2,0,112872,1,1,922
1102,0,1,114174,1,1,922
1103,1,1,112869,1,1,922
1104,2,1,112872,1,1,922
1105,0,0,114175,1.3,1,923
1106,1,0,112869,1,1,923
1107,2,0,112872,1,1,923
1108,0,1,114175,1.3,1,923
1109,1,1,112869,1,1,923
1110,2,1,112872,1,1,923
1111,0,0,114176,1,1,678
1112,1,0,112883,1,1,678
1113,2,0,112884,1,1,678
1114,0,1,114176,1,1,678
1115,1,1,112883,1,1,678
1116,2,1,112884,1,1,678
1117,0,0,114177,1,1,924
1118,1,0,112883,1,1,924
1119,2,0,112884,1,1,924
1120,0,1,114177,1,1,924
1121,1,1,112883,1,1,924
1122,2,1,112884,1,1,924
1123,0,0,114178,1,1,925
1124,1,0,112883,1,1,925
1125,2,0,112884,1,1,925
1126,0,1,114178,1,1,925
1127,1,1,112883,1,1,925
1128,2,1,112884,1,1,925
1129,0,0,114179,1,1,926
1130,1,0,112883,1,1,926
1131,2,0,112884,1,1,926
1132,0,1,114179,1,1,926
1133,1,1,112883,1,1,926
1134,2,1,112884,1,1,926
1135,0,0,114180,1,1,679
1136,1,0,112886,1,1,679
1137,2,0,112888,1,1,679
1138,0,1,114180,1,1,679
1139,1,1,112886,1,1,679
1140,2,1,112888,1,1,679
1141,0,0,114181,1,1,927
1142,1,0,112886,1,1,927
1143,2,0,112888,1,1,927
1144,0,1,114181,1,1,927
1145,1,1,112886,1,1,927
1146,2,1,112888,1,1,927
1147,0,0,114182,1,1,928
1148,1,0,112886,1,1,928
1149,2,0,112888,1,1,928
1150,0,1,114182,1,1,928
1151,1,1,112886,1,1,928
1152,2,1,112888,1,1,928
1153,0,0,114183,1.3,1,929
1154,1,0,112886,1,1,929
1155,2,0,112888,1,1,929
1156,0,1,114183,1.3,1,929
1157,1,1,112886,1,1,929
1158,2,1,112888,1,1,929
1159,0,0,114184,1,1,920
1160,1,0,112897,1,1,920
1161,2,0,112899,1,1,920
1162,0,1,114184,1,1,920
1163,1,1,112897,1,1,920
1164,2,1,112899,1,1,920
1165,0,0,114185,1,1,930
1166,1,0,112897,1,1,930
1167,2,0,112899,1,1,930
1168,0,1,114185,1,1,930
1169,1,1,112897,1,1,930
1170,2,1,112899,1,1,930
1171,0,0,114186,1,1,931
1172,1,0,112897,1,1,931
1173,2,0,112899,1,1,931
1174,0,1,114186,1,1,931
1175,1,1,112897,1,1,931
1176,2,1,112899,1,1,931
1177,0,0,114187,1,1,932
1178,1,0,112897,1,1,932
1179,2,0,112899,1,1,932
1180,0,1,114187,1,1,932
1181,1,1,112897,1,1,932
1182,2,1,112899,1,1,932
1183,0,0,114192,1,1,662
1184,1,0,106388,1,1,662
1185,2,0,106388,1,1,662
1186,3,0,106388,1,1,662
1188,0,1,114192,1,1,662
1189,1,1,106388,1,1,662
1190,2,1,106388,1,1,662
1191,3,1,106388,1,1,662
1193,0,0,114193,1,1,895
1194,1,0,106388,1,1,895
1195,2,0,106388,1,1,895
1196,3,0,106388,1,1,895
1198,0,1,114193,1,1,895
1199,1,1,106388,1,1,895
1200,2,1,106388,1,1,895
1201,3,1,106388,1,1,895
1203,0,0,114194,1,1,896
1204,1,0,106388,1,1,896
1205,2,0,106388,1,1,896
1206,3,0,106388,1,1,896
1208,0,1,114194,1,1,896
1209,1,1,106388,1,1,896
1210,2,1,106388,1,1,896
1211,3,1,106388,1,1,896
1213,0,0,114195,1,1,897
1214,1,0,106388,1,1,897
1215,2,0,106388,1,1,897
1216,3,0,106388,1,1,897
1218,0,1,114195,1,1,897
1219,1,1,106388,1,1,897
1220,2,1,106388,1,1,897
1221,3,1,106388,1,1,897
1223,0,0,114188,1,1,664
1224,1,0,106390,1,1,664
1225,2,0,106390,1,1,664
1226,3,0,106390,1,1,664
1228,0,1,114188,1,1,664
1229,1,1,106390,1,1,664
1230,2,1,106390,1,1,664
1231,3,1,106390,1,1,664
1233,0,0,114189,1,1,898
1234,1,0,106390,1,1,898
1235,2,0,106390,1,1,898
1236,3,0,106390,1,1,898
1238,0,1,114189,1,1,898
1239,1,1,106390,1,1,898
1240,2,1,106390,1,1,898
1241,3,1,106390,1,1,898
1243,0,0,114190,1,1,899
1244,1,0,106390,1,1,899
1245,2,0,106390,1,1,899
1246,3,0,106390,1,1,899
1248,0,1,114190,1,1,899
1249,1,1,106390,1,1,899
1250,2,1,106390,1,1,899
1251,3,1,106390,1,1,899
1253,0,0,114191,1,1,900
1254,1,0,106390,1,1,900
1255,2,0,106390,1,1,900
1256,3,0,106390,1,1,900
1258,0,1,114191,1,1,900
1260,1,1,106390,1,1,900
1261,2,1,106390,1,1,900
1262,3,1,106390,1,1,900
1263,0,0,114196,1,1,663
1264,1,0,112749,1,1,663
1265,2,0,112750,1,1,663
1266,0,1,114196,1,1,663
1267,1,1,112749,1,1,663
1268,2,1,112750,1,1,663
1269,0,0,114197,1,1,901
1270,1,0,112749,1,1,901
1271,2,0,112750,1,1,901
1272,0,1,114197,1,1,901
1273,1,1,112749,1,1,901
1274,2,1,112750,1,1,901
1275,0,0,114198,1,1,902
1276,1,0,112749,1,1,902
1277,2,0,112750,1,1,902
1278,0,1,114198,1,1,902
1279,1,1,112749,1,1,902
1280,2,1,112750,1,1,902
1281,0,0,114199,1,1,903
1282,1,0,112749,1,1,903
1283,2,0,112750,1,1,903
1284,0,1,114199,1,1,903
1285,1,1,112749,1,1,903
1286,2,1,112750,1,1,903
1287,0,0,114200,1,1,894
1288,1,0,112752,1,1,894
1289,0,1,114200,1,1,894
1290,1,1,112752,1,1,894
1291,0,0,114201,1,1,904
1292,1,0,112752,1,1,904
1293,0,1,114201,1,1,904
1294,1,1,112752,1,1,904
1295,0,0,114202,1,1,905
1296,1,0,112752,1,1,905
1297,0,1,114202,1,1,905
1298,1,1,112752,1,1,905
1299,0,0,114203,1,1,906
1300,1,0,112752,1,1,906
1301,0,1,114203,1,1,906
1302,1,1,112752,1,1,906
1303,2,0,112702,1,1,771
1304,2,1,112702,1,1,771
1305,2,0,112702,1,1,849
1306,2,1,112702,1,1,849
1307,2,0,112702,1,1,850
1308,2,1,112702,1,1,850
1309,2,0,112702,1,1,851
1310,2,1,112702,1,1,851
1311,2,0,112753,1,1,894
1312,2,1,112753,1,1,894
1313,2,0,112753,1,1,904
1314,2,1,112753,1,1,904
1315,2,0,112753,1,1,905
1316,2,1,112753,1,1,905
1317,2,0,112753,1,1,906
1318,2,1,112753,1,1,906
1319,0,0,109039,1,1,746
1321,0,1,109039,1,1,746
1323,1,0,111884,1.2,0,746
1324,1,1,111884,1.2,0,746
1325,0,0,102914,1,1,593
1326,1,0,110597,1,0,593
1327,0,1,102914,1,1,593
1328,1,1,110597,1,0,593
1329,2,0,112794,1,1,800
1330,2,1,112794,1,1,800
1331,2,0,112794,1,1,811
1332,2,1,112794,1,1,811
1333,2,0,112794,1,1,812
1334,2,1,112794,1,1,812
1335,2,0,112794,1,1,813
1336,2,1,112794,1,1,813
1337,0,0,109037,1,1,744
1338,1,0,107462,1,0,744
1339,0,1,109037,1,1,744
1340,1,1,107462,1,0,744
1341,2,0,113176,1,1,852
1342,2,1,113176,1,1,852
1343,2,0,113176,1,1,867
1344,2,1,113176,1,1,867
1345,2,0,113176,1,1,868
1346,2,1,113176,1,1,868
1347,2,0,113176,1,1,869
1348,2,1,113176,1,1,869
1349,2,0,113182,1,1,863
1350,2,1,113182,1,1,863
1351,2,0,113182,1,1,862
1352,2,1,113182,1,1,862
1353,2,0,113182,1,1,861
1354,2,1,113182,1,1,861
1355,2,0,113182,1,1,688
1356,2,1,113182,1,1,688
1357,2,0,109369,1,1,819
1358,2,1,109369,1,1,819
1359,2,0,109369,1,1,818
1360,2,1,109369,1,1,818
1361,2,0,109369,1,1,817
1362,2,1,109369,1,1,817
1365,2,0,106396,1,1,670
1366,2,1,106396,1,1,670
1367,2,0,106396,1,1,835
1368,2,1,106396,1,1,835
1369,2,0,106396,1,1,836
1370,2,1,106396,1,1,836
1371,2,0,106396,1,1,837
1372,2,1,106396,1,1,837
1373,2,0,109972,1,1,881
1374,2,1,109972,1,1,881
1375,2,0,109972,1,1,876
1376,2,1,109972,1,1,876
1377,2,0,109972,1,1,882
1378,2,1,109972,1,1,882
1379,2,0,109972,1,1,883
1380,2,1,109972,1,1,883
1383,0,0,101316,1,1,588
1384,1,0,106792,1,0,588
1385,0,1,101316,1,1,588
1386,1,1,106792,1,0,588
1387,0,0,101985,1,1,590
1388,1,0,112562,1,0,590
1389,0,1,101985,1,1,590
1390,1,1,112562,1,0,590
1391,0,0,104671,1.2,1,618
1392,1,0,112557,1.4,0,618
1393,0,1,104671,1.2,1,618
1394,1,1,112557,1.4,0,618
1395,0,0,104670,1,1,617
1396,1,0,112558,1,0,617
1397,0,1,104670,1,1,617
1398,1,1,112558,1,0,617
1399,0,0,104672,1,1,619
1400,1,0,111464,0.8,0,619
1401,0,1,68018,1,1,619
1402,1,1,111464,0.8,0,619
1403,0,0,101986,1,1,589
1404,1,0,112561,1.7,0,589
1405,0,1,101986,1,1,589
1406,1,1,112561,1.7,0,589
1407,0,0,104673,1,1,620
1408,1,0,104944,1.7,0,620
1409,0,1,104673,1,1,620
1410,1,1,104944,1.7,0,620
1411,0,0,108248,1,1,717
1412,1,0,106386,0.9,0,717
1413,0,1,108248,1,1,717
1414,1,1,106386,0.9,0,717
1415,0,0,109222,1,1,761
1416,1,0,112563,0.9,0,761
1417,0,1,109222,1,1,761
1418,1,1,112563,0.9,0,761
1419,0,0,104647,1,1,608
1420,1,0,109672,1,0,608
1421,0,1,104647,1,1,608
1422,1,1,109672,1,0,608
1423,0,0,104651,1,1,611
1425,0,1,104651,1,1,611
1427,1,0,112567,2.1,0,611
1428,1,1,112567,2.1,0,611
1429,0,0,104652,1,1,612
1430,1,0,112568,1.2,0,612
1431,0,1,104652,1,1,612
1432,1,1,112568,1.2,0,612
1433,0,0,104654,0.9,1,614
1434,0,1,104654,0.9,1,614
1435,1,0,112569,2,0,614
1436,1,1,112569,2,0,614
1437,0,0,110463,1,1,874
1438,1,0,112571,1.6,0,874
1439,0,1,110463,1,1,874
1440,1,1,112571,1.6,0,874
1446,3,0,113156,0.95,0,845
1447,3,1,113156,0.95,0,845
1448,2,0,109369,1,0,769
1449,2,1,109369,1,0,769
1450,3,1,109369,1,0,769
1451,3,0,109369,1,0,769
1452,3,0,106386,1,0,660
1453,3,1,106386,1,0,660
1454,3,0,106386,1,0,816
1455,3,1,106386,1,0,816
1456,3,0,106386,1,0,815
1457,3,1,106386,1,0,815
1458,3,0,106386,1,0,814
1459,3,1,106386,1,0,814
1460,3,0,109369,1,0,817
1461,3,1,109369,1,0,817
1462,3,0,109369,1,0,818
1463,3,1,109369,1,0,818
1464,3,0,109369,1,0,819
1465,3,1,109369,1,0,819
1466,3,0,112855,1,0,659
1467,3,1,112855,1,0,659
1468,3,0,112855,1,0,820
1469,3,1,112855,1,0,820
1470,3,0,114038,1,0,821
1471,3,1,114038,1,0,821
1472,3,0,112855,1,0,822
1473,3,1,112855,1,0,822
1476,3,0,112981,0.9,1,685
1477,3,1,112981,0.9,1,685
1478,3,0,112981,0.9,1,782
1479,3,1,112981,0.9,1,782
1480,3,0,112981,0.9,1,797
1481,3,1,112981,0.9,1,797
1482,3,0,112981,0.9,1,798
1483,3,1,112981,0.9,1,798
1488,0,0,117500,1,1,996
1489,1,0,116952,1,1,996
1490,0,1,117500,1,1,996
1491,1,1,116952,1,1,996
1516,0,0,119268,1,1,1008
1517,1,0,121361,1,1,1008
1518,2,0,121362,1,1,1008
1519,0,1,119268,1,1,1008
1520,1,1,121361,1,1,1008
1521,2,1,121362,1,1,1008
1522,0,0,121361,1,1,1009
1523,1,0,121362,1,1,1009
1524,2,0,121363,1,1,1009
1525,0,1,121361,1,1,1009
1526,1,1,121362,1,1,1009
1527,2,1,121363,1,1,1009
1528,0,0,121362,1,1,1010
1529,1,0,121363,1,1,1010
1530,2,0,119268,1,1,1010
1531,0,1,121362,1,1,1010
1532,1,1,121363,1,1,1010
1533,2,1,119268,1,1,1010
1534,0,0,121363,1,1,1011
1535,1,0,119268,1,1,1011
1536,2,0,121361,1,1,1011
1537,0,1,121363,1,1,1011
1538,1,1,119268,1,1,1011
1539,2,1,121361,1,1,1011
1540,0,0,119274,1,1,1016
1541,1,0,119274,1,1,1016
1542,2,0,119274,1,1,1016
1543,0,1,119274,1,1,1016
1544,1,1,119274,1,1,1016
1545,2,1,119274,1,1,1016
1546,0,0,119274,1,1,1020
1547,1,0,119274,1,1,1020
1548,2,0,119274,1,1,1020
1549,0,1,119274,1,1,1020
1550,1,1,119274,1,1,1020
1551,2,1,119274,1,1,1020
1552,0,0,119274,1,1,1021
1553,1,0,119274,1,1,1021
1554,2,0,119274,1,1,1021
1555,0,1,119274,1,1,1021
1556,1,1,119274,1,1,1021
1557,2,1,119274,1,1,1021
1558,0,0,119274,1,1,1022
1559,1,0,119274,1,1,1022
1560,2,0,119274,1,1,1022
1561,0,1,119274,1,1,1022
1562,1,1,119274,1,1,1022
1563,2,1,119274,1,1,1022
1564,0,0,119998,1,1,1023
1565,1,0,119998,1,1,1023
1566,2,0,119998,1,1,1023
1567,0,1,119998,1,1,1023
1568,1,1,119998,1,1,1023
1569,2,1,119998,1,1,1023
1570,0,0,119998,1,1,1024
1571,1,0,119998,1,1,1024
1572,2,0,119998,1,1,1024
1573,0,1,119998,1,1,1024
1574,1,1,119998,1,1,1024
1575,2,1,119998,1,1,1024
1576,0,0,119998,1,1,1025
1577,1,0,119998,1,1,1025
1578,2,0,119998,1,1,1025
1579,0,1,119998,1,1,1025
1580,1,1,119998,1,1,1025
1581,2,1,119998,1,1,1025
1582,0,0,119998,1,1,1026
1583,1,0,119998,1,1,1026
1584,2,0,119998,1,1,1026
1585,0,1,119998,1,1,1026
1586,1,1,119998,1,1,1026
1587,2,1,119998,1,1,1026
1588,0,0,119090,1,1,1004
1589,1,0,121366,1,1,1004
1590,2,0,121367,1,1,1004
1591,0,1,119090,1,1,1004
1592,1,1,121366,1,1,1004
1593,2,1,121367,1,1,1004
1594,0,0,121366,1,1,1005
1595,1,0,121367,1,1,1005
1596,2,0,121368,1,1,1005
1597,0,1,121366,1,1,1005
1598,1,1,121367,1,1,1005
1599,2,1,121368,1,1,1005
1600,0,0,121367,1,1,1006
1601,1,0,121368,1,1,1006
1602,2,0,119090,1,1,1006
1603,0,1,121367,1,1,1006
1604,1,1,121368,1,1,1006
1605,2,1,119090,1,1,1006
1606,0,0,121368,1,1,1007
1607,1,0,119090,1,1,1007
1608,2,0,121366,1,1,1007
1609,0,1,121368,1,1,1007
1610,1,1,119090,1,1,1007
1611,2,1,121366,1,1,1007
1612,0,0,120010,1,1,1051
1613,1,0,121369,1,1,1051
1614,2,0,121370,1,1,1051
1615,0,1,120010,1,1,1051
1616,1,1,121369,1,1,1051
1617,2,1,121370,1,1,1051
1618,0,0,121369,1,1,1052
1619,1,0,121370,1,1,1052
1620,2,0,121371,1,1,1052
1621,0,1,121369,1,1,1052
1622,1,1,121370,1,1,1052
1623,2,1,121371,1,1,1052
1624,0,0,121370,1,1,1053
1625,1,0,121371,1,1,1053
1626,2,0,120010,1,1,1053
1627,0,1,121370,1,1,1053
1628,1,1,121371,1,1,1053
1629,2,1,120010,1,1,1053
1630,0,0,121371,1,1,1054
1631,1,0,120010,1,1,1054
1632,2,0,121369,1,1,1054
1633,0,1,121371,1,1,1054
1634,1,1,120010,1,1,1054
1635,2,1,121369,1,1,1054
1636,0,0,121374,1,1,1046
1637,1,0,120007,1,1,1046
1638,2,0,121372,1,1,1046
1639,0,1,121374,1,1,1046
1640,1,1,120007,1,1,1046
1641,2,1,121372,1,1,1046
1642,0,0,120007,1,1,1043
1643,1,0,121372,1,1,1043
1644,2,0,121373,1,1,1043
1645,0,1,120007,1,1,1043
1646,1,1,121372,1,1,1043
1647,2,1,121373,1,1,1043
1648,0,0,121372,1,1,1044
1649,1,0,121373,1,1,1044
1650,2,0,121374,1,1,1044
1651,0,1,121372,1,1,1044
1652,1,1,121373,1,1,1044
1653,2,1,121374,1,1,1044
1654,0,0,121373,1,1,1045
1655,1,0,121374,1,1,1045
1656,2,0,120007,1,1,1045
1657,0,1,121373,1,1,1045
1658,1,1,121374,1,1,1045
1659,2,1,120007,1,1,1045
1660,0,0,120006,1,1,1039
1661,1,0,121375,1,1,1039
1662,2,0,121376,1,1,1039
1663,0,1,120006,1,1,1039
1664,1,1,121375,1,1,1039
1665,2,1,121376,1,1,1039
1666,0,0,121375,1,1,1040
1667,1,0,121376,1,1,1040
1668,2,0,121377,1,1,1040
1669,0,1,121375,1,1,1040
1670,1,1,121376,1,1,1040
1671,2,1,121377,1,1,1040
1672,0,0,121376,1,1,1041
1673,1,0,121377,1,1,1041
1674,2,0,120006,1,1,1041
1675,0,1,121376,1,1,1041
1676,1,1,121377,1,1,1041
1677,2,1,120006,1,1,1041
1678,0,0,121377,1,1,1042
1679,1,0,120006,1,1,1042
1680,2,0,121375,1,1,1042
1681,0,1,121377,1,1,1042
1682,1,1,120006,1,1,1042
1683,2,1,121375,1,1,1042
1684,0,0,120008,1,1,1047
1685,1,0,121378,1,1,1047
1686,2,0,121379,1,1,1047
1687,0,1,120008,1,1,1047
1688,1,1,121378,1,1,1047
1689,2,1,121379,1,1,1047
1690,0,0,121378,1,1,1048
1691,1,0,121379,1,1,1048
1692,2,0,121380,1,1,1048
1693,0,1,121378,1,1,1048
1694,1,1,121379,1,1,1048
1695,2,1,121380,1,1,1048
1696,0,0,121379,1,1,1049
1697,1,0,121380,1,1,1049
1698,2,0,120008,1,1,1049
1699,0,1,121379,1,1,1049
1700,1,1,121380,1,1,1049
1701,2,1,120008,1,1,1049
1702,0,0,121380,1,1,1050
1703,1,0,120008,1,1,1050
1704,2,0,121378,1,1,1050
1705,0,1,121380,1,1,1050
1706,1,1,120008,1,1,1050
1707,2,1,121378,1,1,1050
1708,0,0,120001,1,1,1031
1709,1,0,121381,1,1,1031
1710,2,0,121382,1,1,1031
1711,0,1,120001,1,1,1031
1712,1,1,121381,1,1,1031
1713,2,1,121382,1,1,1031
1714,0,0,121381,1,1,1032
1715,1,0,121382,1,1,1032
1716,2,0,121383,1,1,1032
1717,0,1,121381,1,1,1032
1718,1,1,121382,1,1,1032
1719,2,1,121383,1,1,1032
1720,0,0,121382,1,1,1033
1721,1,0,121383,1,1,1033
1722,2,0,120001,1,1,1033
1723,0,1,121382,1,1,1033
1724,1,1,121383,1,1,1033
1725,2,1,120001,1,1,1033
1726,0,0,121383,1,1,1034
1727,1,0,120001,1,1,1034
1728,2,0,121381,1,1,1034
1729,0,1,121383,1,1,1034
1730,1,1,120001,1,1,1034
1731,2,1,121381,1,1,1034
1732,0,0,120005,1,1,1035
1733,1,0,120005,1,1,1035
1734,0,1,120005,1,1,1035
1735,1,1,120005,1,1,1035
1736,0,0,120005,1,1,1036
1737,1,0,120005,1,1,1036
1738,0,1,120005,1,1,1036
1739,1,1,120005,1,1,1036
1740,0,0,120005,1,1,1037
1741,1,0,120005,1,1,1037
1742,0,1,120005,1,1,1037
1743,1,1,120005,1,1,1037
1744,0,0,120005,1,1,1038
1745,1,0,120005,1,1,1038
1746,0,1,120005,1,1,1038
1747,1,1,120005,1,1,1038
1748,2,0,120005,1,1,1035
1749,2,1,120005,1,1,1035
1750,2,0,120005,1,1,1036
1751,2,1,120005,1,1,1036
1752,2,0,120005,1,1,1037
1753,2,1,120005,1,1,1037
1754,2,0,120005,1,1,1038
1755,2,1,120005,1,1,1038
1756,0,0,119273,1,1,1012
1757,1,0,121386,1,1,1012
1758,2,0,121387,1,1,1012
1759,0,0,121386,1,1,1013
1760,1,0,121387,1,1,1013
1761,2,0,121388,1,1,1013
1762,0,0,121387,1,1,1014
1763,1,0,121388,1,1,1014
1764,2,0,119273,1,1,1014
1765,0,0,121388,1,1,1015
1766,1,0,119273,1,1,1015
1767,2,0,121386,1,1,1015
1768,0,1,119271,1,1,1012
1769,1,1,121389,1,1,1012
1770,2,1,121390,1,1,1012
1771,0,1,121389,1,1,1013
1772,1,1,121390,1,1,1013
1773,2,1,121391,1,1,1013
1774,0,1,121390,1,1,1014
1775,1,1,121391,1,1,1014
1776,2,1,119271,1,1,1014
1777,0,1,121391,1,1,1015
1778,1,1,119271,1,1,1015
1779,2,1,121389,1,1,1015
1789,0,1,141343,1.1,1,1063
1790,1,1,137682,1.1,1,1063
1792,0,1,134777,1,1,1066
1793,1,1,134777,1,1,1066
1795,0,1,134872,1,1,1067
1796,1,1,141680,1,1,1067
1800,0,1,134972,1.4,1,1064
1803,0,1,134977,1,1,1070
1807,0,1,134979,1.1,1,1071
1808,1,1,141337,1.1,1,1071
1810,0,0,137227,1,1,1069
1811,1,0,137488,2,0,1069
1812,0,0,141685,1.1,1,1063
1814,1,0,137535,0.8,0,1063
1815,0,0,137555,1.1,1,1067
1817,0,0,137557,1.1,1,1066
1818,1,0,141689,1.1,1,1066
1819,0,0,137558,1,1,1064
1821,1,0,137563,1,1,1064
1822,0,0,137565,1,1,1070
1823,1,0,141344,1,1,1070
1827,0,0,137600,0.95,1,1073
1828,1,0,141690,1.25,1,1073
1829,0,1,141682,1.25,1,1073
1830,1,1,137602,0.95,1,1073
1831,0,1,137222,1.3,1,1065
1832,1,1,137603,0.8,1,1065
1833,0,1,137228,0.9,1,1072
1834,1,1,137605,1,0,1064
1835,1,1,137690,0.7,1,1070
1936,1,0,141688,1.1,1,1067
1937,0,0,141338,1,1,1071
1938,1,0,141338,1,1,1071
1939,2,0,137592,1,1,1071
1940,0,0,142388,1.1,1,1179
1941,1,0,142389,1.1,0,1179
1942,0,1,142386,1,1,1179
1943,1,1,142386,1,1,1179
1944,0,0,142383,1,1,1177
1945,1,0,142383,1,1,1177
1946,0,1,142382,1.1,1,1177
1947,1,1,142391,0.8,0,1177
1948,0,0,142384,1,1,1178
1949,1,0,142392,1,1,1178
1950,0,1,142385,1,1,1178
1951,1,1,142385,1,1,1178
1952,0,0,153380,1,1,1183
1953,1,0,153380,1,1,1183
1954,2,0,153380,1,1,1183
1955,0,1,153379,1,1,1183
1956,1,1,153379,1,1,1183
1957,2,1,153379,1,1,1183
1960,0,0,162900,1,1,1184
1961,1,0,162901,1,0,1184
1962,0,1,162898,1,1,1184
1963,1,1,162898,1,1,1184
1964,0,0,162905,1,1,1185
1965,1,0,162905,1,1,1185
1966,2,0,162905,1,1,1185
1967,0,1,162906,1,1,1185
1968,1,1,162916,1,1,1185
1969,0,0,162917,1,1,1186
1970,1,0,162917,1,1,1186
1971,0,1,162917,1,1,1186
1972,1,1,162917,1,1,1186
1973,0,0,162921,1,1,1187
1974,1,0,162921,1,1,1187
1975,0,1,162921,1,1,1187
1976,1,1,162921,1,1,1187
1977,0,0,153380,1,1,1188
1978,1,0,153380,1,1,1188
1979,2,0,153380,1,1,1188
1980,0,1,153379,1,1,1188
1981,1,1,153379,1,1,1188
1982,2,1,153379,1,1,1188
1983,0,0,137555,1,1,1189
1984,1,0,141688,1,1,1189
