ID,ItemBonusTreeID,ItemID
321106,5656,15574
321107,5838,15575
321108,5838,15576
321109,5838,15577
321110,5656,15578
321111,5659,15579
321112,5656,15580
321113,5838,15581
321114,5656,15582
321115,5656,15583
321116,5660,15584
321117,5656,15589
321118,5838,15590
321119,5656,15591
321120,5660,15592
321121,5656,15593
321122,5659,15594
321123,5838,15595
321124,5656,15596
321125,5656,15597
321126,5838,15598
321127,5656,15599
321128,5656,15600
321129,5656,15601
321130,5656,15602
321131,5659,15603
321132,5660,15604
321133,5656,15605
321134,5656,15606
321135,5656,15607
321136,5656,15608
321137,5656,15609
321138,5656,15610
321139,5659,15611
321140,5656,15612
321141,5656,15613
321142,5656,15614
321143,5656,15615
321144,5656,15616
321145,5656,15617
321146,5660,15618
321147,5656,15619
321148,5656,15620
321149,5660,15621
321150,5656,15622
321151,5656,15623
321152,5659,15624
321153,5656,15625
321154,5656,15626
321155,5656,15627
321156,5656,15628
321157,5656,15629
321158,5656,15630
321159,5656,15631
321160,5659,15632
321161,5660,15633
321162,5656,15634
321163,5656,15635
321164,5656,15636
321165,5656,15637
321166,5656,15638
321167,5656,15639
321168,5656,15640
321169,5656,15641
321170,5656,15642
321171,5659,15643
321172,5656,15644
321173,5656,15645
321174,5656,15646
321175,5656,15647
321176,5660,15648
321177,5656,15649
321178,5656,15650
321179,5656,15651
321180,5659,15652
321181,5656,15653
321182,5656,15654
321183,5656,15655
321184,5656,15656
321185,5660,15657
321186,5656,15658
321187,5656,15659
321188,5656,15660
321189,5659,15661
321190,5656,15662
321191,5656,15663
321192,5656,15664
321193,5656,15665
321194,5656,15666
321195,5660,15667
321196,5656,15668
321197,5656,15669
321198,5656,15670
321199,5659,15671
321200,5656,15672
321201,5656,15673
321202,5656,15674
321203,5660,15675
321204,5656,15676
321205,5656,15677
321206,5656,15678
321207,5656,15679
321208,5656,15680
321209,5659,15681
321210,5656,15682
321211,5656,15683
321212,5656,15684
321213,5656,15685
321214,5656,15686
321215,5660,15687
321216,5655,15693
321217,5656,15694
321218,5660,15887
321219,5660,15888
321220,5660,15889
321221,5661,15912
321222,5661,15918
321223,5661,15932
321224,5661,15933
321225,5661,15934
321226,5661,15935
321227,5661,15936
321228,5661,15938
321229,5661,15939
321230,5661,15940
321231,5661,15941
321232,5661,15942
321233,5661,15969
321234,5661,15970
321235,5661,15971
321236,5661,15972
321237,5661,15973
321238,5661,15974
321239,5661,15975
321240,5661,15976
321241,5661,15977
321242,5661,15978
321243,5661,15979
321244,5661,15980
321245,5661,15981
321246,5661,15982
321247,5661,15983
321248,5661,15984
321249,5661,15985
321250,5661,15986
321251,5661,15987
321252,5661,15988
321253,5661,15989
321254,5656,16664
321255,5664,16792
321256,5666,17342
321257,5654,17343
321258,5658,17982
321259,5655,215113
321260,5654,223173
321261,5654,223174
321262,5659,223175
321263,5654,223177
321264,5654,223178
321265,5654,223180
321266,5654,223181
321267,5654,223182
321268,5654,223183
321269,5654,223219
321270,5839,223221
321271,5838,223222
321272,5654,223237
321273,5839,223238
321274,5838,223239
321275,5654,223240
321276,5655,223241
321277,5656,223242
321278,5654,223248
321279,5655,223249
321280,5656,223250
321281,5657,223251
321282,5654,223256
321283,5655,223261
321284,5656,223262
321285,5657,223263
321286,5658,228016
321287,5656,228053
321288,5654,230751
321289,5654,235874
321290,5655,235875
321291,5656,235876
321292,5657,235877
321293,5654,236642
321294,5655,236643
321295,5656,236644
321296,5657,236645
325854,5672,259891
329975,5687,272050
330619,6050,274960
330842,5657,275896
330908,6070,13387
331356,5654,280306
331357,5839,280307
331358,5838,280308
331359,5657,280309
331360,5654,280310
331361,5655,280311
331362,5656,280312
331363,5657,280313
331469,6130,273368
331470,6130,272553
331471,6130,272619
331472,6130,272719
331473,6130,272812
331474,6130,272716
331475,6130,272611
331476,6130,274223
331477,6130,272477
331478,6130,272579
331479,6130,273380
331480,6130,272744
331481,6130,272731
331482,6130,272702
331483,6130,272471
331484,6130,272497
331485,6130,274246
331486,6130,272494
331487,6130,272582
331488,6130,273357
331489,6130,272815
331490,6130,272473
331491,6130,272734
331492,6130,274197
331493,6130,272476
331494,6130,272488
331495,6130,272636
331496,6130,273450
331497,6130,272483
331498,6130,272733
331499,6130,272455
331500,6130,272484
331501,6130,272608
331502,6130,272704
331503,6130,272709
331504,6130,273363
331505,6130,272706
331506,6130,272562
331507,6130,272647
331508,6130,272458
331509,6130,272828
331510,6130,273352
331511,6130,272735
331512,6130,273367
331513,6130,272710
331514,6130,272721
331515,6130,274195
331516,6130,274230
331517,6130,272816
331518,6130,274178
331519,6130,273444
331520,6130,274229
331521,6130,273375
331522,6130,272830
331523,6130,272852
331524,6130,273373
331525,6130,272738
331526,6130,273325
331527,6130,272739
331528,6130,272474
331529,6130,275437
331530,6130,274217
331531,6130,272569
331532,6130,272717
331533,6130,273377
331534,6130,273443
331535,6130,272470
331536,6130,272649
331537,6130,272729
331538,6130,273385
331539,6130,272552
331540,6130,272677
331541,6130,272626
331542,6130,272467
331543,6130,273359
331544,6130,274193
331545,6130,272669
331546,6130,272650
331547,6130,272728
331548,6130,272720
331549,6130,272627
331550,6130,273362
331551,6130,274221
331552,6130,272701
331553,6130,272564
331554,6130,272740
331555,6130,272810
331556,6130,272707
331557,6130,272479
331558,6130,272548
331559,6130,274192
331560,6130,274227
331561,6130,272609
331562,6130,272703
331563,6130,273445
331564,6130,274176
331565,6130,272741
331566,6130,273365
331567,6130,273361
331568,6130,273449
331569,6130,272459
331570,6130,272794
331571,6130,272670
331572,6130,272657
331573,6130,272713
331574,6130,274218
331575,6130,273447
331576,6130,272630
331577,6130,274182
331578,6130,272637
331579,6130,272712
331580,6130,272454
331581,6130,274180
331582,6130,272648
331583,6130,273448
331584,6130,272461
331585,6130,272468
331586,6130,272606
331587,6130,272486
331588,6130,274231
331589,6130,274177
331590,6130,274259
331591,6130,274247
331592,6130,272732
331593,6130,274214
331594,6130,272678
331595,6130,274181
331596,6130,272567
331597,6130,272634
331598,6130,272549
331599,6130,272642
331600,6130,272469
331601,6130,272563
331602,6130,272835
331603,6130,272671
331604,6130,272472
331605,6130,274196
331606,6130,274225
331607,6130,272834
331608,6130,272742
331609,6130,273364
331610,6130,274226
331611,6130,274233
331612,6130,272462
331613,6130,272743
331614,6130,272724
331615,6130,273383
331616,6130,272730
331617,6130,272492
331618,6130,272485
331619,6130,272800
331620,6130,272817
331621,6130,272487
331622,6130,272795
331623,6130,272465
331624,6130,274256
331625,6130,272495
331626,6130,272722
331627,6130,272641
331628,6130,273358
331629,6130,272453
331630,6130,273360
331631,6130,272718
331632,6130,272663
331633,6130,272565
331634,6130,272550
331635,6130,273372
331636,6130,273374
331637,6130,273384
331638,6130,272475
331639,6130,273378
331640,6130,272711
331641,6130,272726
331642,6130,274219
331643,6130,272723
331644,6130,273387
331645,6130,273381
331646,6130,273324
331647,6130,274179
331648,6130,272855
331649,6130,272480
331650,6130,272568
331651,6130,272456
331652,6130,272464
331653,6130,272614
331654,6130,273382
331655,6130,272617
331656,6130,272491
331657,6130,274228
331658,6130,272737
331659,6130,272708
331660,6130,272853
331661,6130,274258
331662,6130,272680
331663,6130,272700
331664,6130,272814
331665,6130,273388
331666,6130,272489
331667,6130,272811
331668,6130,272490
331669,6130,272496
331670,6130,273369
331671,6130,272625
331672,6130,274215
331673,6130,272736
331674,6130,273370
331675,6130,274245
331676,6130,272745
331677,6130,273353
331678,6130,272478
331679,6130,272715
331680,6130,272796
331681,6130,273355
331682,6130,272854
331683,6130,272725
331684,6130,272566
331685,6130,274257
331686,6130,272727
331687,6130,273366
331688,6130,272551
331689,6130,274244
331690,6130,274224
331691,6130,272643
331692,6130,273386
331693,6130,273356
331694,6130,272640
331695,6130,274232
331696,6130,272801
331697,6130,273371
331698,6130,272481
331699,6130,274194
331700,6130,272705
331701,6130,272457
331702,6130,273379
331703,6130,272656
331704,6130,274222
331705,6130,272463
331706,6130,272797
331707,6130,272813
331708,6130,274220
331756,6138,281679
331757,6138,281685
331758,6138,281686
331759,6138,281687
331760,6138,281688
331761,6138,281689
331762,6138,281690
331763,6138,281691
331764,6138,281692
331765,6138,281693
331766,6138,281694
331767,6138,281695
331768,6138,281696
331769,6138,281697
331770,6138,281698
331771,6138,281699
331772,6138,281700
331773,6138,281701
331774,6138,281702
331775,6138,281703
331776,6138,281704
331777,6138,281705
331778,6138,281706
331779,6138,281707
331780,6138,281708
331781,6138,281709
331782,6138,281710
331783,6138,281711
331784,6138,281712
331785,6138,281713
331786,6138,281714
331787,6138,281715
331788,6138,281716
331789,6138,281717
331790,6138,281718
331791,6138,281719
331792,6138,281720
331793,6138,281721
331794,6138,281722
331795,6138,281723
331796,6138,281724
331797,6138,281725
331798,6138,281727
331799,6138,281728
331800,6138,281729
331801,6138,281730
331802,6138,281731
331803,6138,281732
331804,6138,281733
331922,6143,281680
336223,5665,15264
336322,5672,285282
336323,5672,285283
336324,5672,285284
