ID,Name_lang,Description_lang,TypeID,Subtype,Faction,IconTextureFileID,RewardsBgTextureFileID,PopupBgTextureFileID,ExpansionLevel,MapID,DifficultyID,MinGear,Group_ID,Order_index,Required_player_condition_ID,Random_ID,ScenarioID,FinalEncounterID,Count_tank,Count_healer,Count_damage,Min_count_tank,Min_count_healer,Min_count_damage,Max_premade_count_tank,Max_premade_count_healer,Max_premade_count_damage,Bonus_reputation_amount,MentorItemLevel,MentorCharLevel,MaxPremadeGroupSize,ContentTuningID,Flags[0],Flags[1]
843,The Siege of Wyrmrest Temple,Deathwing seeks to destroy Wyrmrest Temple and end the lives of the Dragon Aspects and Thrall.,1,2,-1,575265,576989,575270,3,967,7,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,1,0,0,0,0,1987,5139,8224
844,Fall of Deathwing,"Deathwing must be destroyed, or all is lost.",1,2,-1,575263,576354,575268,3,967,7,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,1,0,0,0,0,1987,5139,8224
845,Auchindoun,,1,1,-1,1042057,0,1042042,5,1182,2,0,48,0,0,789,0,1225,1,1,3,1,1,3,1,1,3,0,0,0,0,1145,16387,0
846,The Black Forge,"Deep within the Blackrock Foundry, brutal and giant creatures temper and forge the machinery of war for the Iron Horde.",1,2,-1,1042215,1042753,1042150,5,1205,17,0,0,5,31433,0,0,1162,2,5,18,1,4,13,0,0,0,0,0,0,0,949,27,0
847,Slagworks,"Only the unnatural heat of the Foundry furnace can smelt the Blackrock ore, essential to the might of the Iron Horde.",1,2,-1,1042216,1042754,1042151,5,1205,17,0,0,4,31415,0,0,1154,2,5,18,1,4,13,0,0,0,0,0,0,0,949,27,0
848,Iron Assembly,The extent of the Iron Horde's arms and armaments is a terrible sight to behold.,1,2,-1,1042213,1042751,1042148,5,1205,17,0,0,6,31434,0,0,1203,2,5,18,1,4,13,0,0,0,0,0,0,0,949,27,0
849,Walled City,"As ogres and Iron Horde leaders gather for a spectacle in the great arena of Highmaul, a destructive plot roils in the shadows.",1,2,-1,1042217,1042755,1042152,5,1228,17,0,0,1,30904,0,0,1196,2,5,18,1,4,13,0,0,0,0,0,0,0,949,27,0
850,Arcane Sanctum,Only a select few have seen the inside of the Gorthenon atop Highmaul; rumors abound of strange relics and sorcery within.,1,2,-1,1042219,1042757,1042154,5,1228,17,0,0,2,31172,0,0,1153,2,5,18,1,4,13,0,0,0,0,0,0,0,949,27,0
851,Imperator's Rise,"Atop Highmaul, Imperator Mar'gok works to unlock ancient secrets so that ogres may reclaim their birthright as lords of Draenor.",1,2,-1,1042218,1042756,1042153,5,1228,17,0,0,3,31431,0,0,1197,2,5,18,1,4,13,0,0,0,0,0,0,0,949,27,0
855,The Might of the Alliance,,1,3,-1,136349,615223,615222,0,1329,12,0,38,10,0,0,508,0,0,0,5,0,0,1,0,0,1,0,0,0,0,68,3075,0
856,The Might of the Horde,,1,3,-1,136349,615223,615222,0,1329,12,0,38,10,0,0,509,0,0,0,5,0,0,1,0,0,1,0,0,0,0,68,3075,0
857,Iron Docks,,1,1,-1,1060552,0,1060550,5,1195,2,0,48,0,0,789,0,1238,1,1,3,1,1,3,1,1,3,0,0,0,0,1142,16387,0
858,Grimrail Depot,,1,1,-1,1042061,0,1042046,5,1208,2,0,48,0,0,789,0,1133,1,1,3,1,1,3,1,1,3,0,0,0,0,1143,16387,0
859,Bloodmaul Slag Mines,,1,1,-1,1042059,0,1042044,5,1175,2,0,48,0,0,789,0,889,1,1,3,1,1,3,1,1,3,0,0,0,0,1144,16387,0
860,Upper Blackrock Spire,,1,1,-1,1042065,1088308,1042050,5,1358,2,0,48,0,0,789,0,1234,1,1,3,1,1,3,1,1,3,0,0,0,0,1138,16387,0
866,The Everbloom,,1,1,-1,1060551,0,1060549,5,1279,2,0,48,0,0,789,0,1210,1,1,3,1,1,3,1,1,3,0,0,0,0,1139,16387,0
870,The Trial of Faith,The Trial of Faith,1,3,-1,136349,615223,615222,5,1374,12,0,38,10,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,1278,7171,0
878,Gorgrond Finale,Gorgrond Finale,1,3,-1,136349,615223,615222,5,1402,12,0,38,10,0,0,723,0,0,0,5,0,0,1,0,0,1,0,0,0,0,65,3075,0
888,The Coliseum,The Coliseum,1,3,-1,1042062,615223,615222,0,1431,20,0,38,10,31470,0,736,0,0,0,25,0,0,1,0,0,15,0,0,0,0,302,3075,0
895,Highmaul,,2,2,-1,1042062,0,1042047,5,1228,14,0,49,0,0,0,0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,0,0
896,Highmaul,,2,2,-1,1042062,0,1042047,5,1228,15,0,50,0,0,0,0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,0,0
897,Highmaul,,2,2,-1,1042062,0,1042047,5,1228,16,0,51,0,0,0,0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,0,0
898,Blackrock Foundry,,2,2,-1,1042058,0,1042043,5,1205,14,0,49,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,0,0
899,Blackrock Foundry,,2,2,-1,1042058,0,1042043,5,1205,15,0,50,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,0,0
900,Blackrock Foundry,,2,2,-1,1042058,0,1042043,5,1205,16,0,51,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,0,0
906,The Legend of The Ashbringer,You have embarked on a mission to rescue Highlord Tirion Fordring in the Broken Shore.,1,3,-1,136349,615223,615222,0,1500,12,0,38,10,0,0,775,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
907,Edge of Reality,,1,3,-1,136349,615223,615222,0,1455,12,0,38,0,0,0,776,0,0,0,1,0,0,1,0,0,1,0,0,0,0,828,35842,0
908,The Battle for Broken Shore,,1,3,-1,136349,615223,615222,0,1460,12,0,38,10,40988,0,786,0,0,0,20,0,0,0,0,0,0,0,0,0,0,356,205982723,0
932,Tides of Glory,,1,3,-1,136349,615223,615222,6,1461,12,0,38,10,0,0,795,0,0,0,40,0,0,1,0,0,1,0,0,0,0,331,12848131,0
969,Greymane's Gambit,,1,3,1,136349,615223,615222,6,1475,12,0,38,10,0,0,826,0,0,0,1,0,0,1,0,0,1,0,0,0,0,334,3075,0
982,Hellbreach,"Before the gates of Hellfire Citadel, fel-infused siege engines and monstrous beasts stand ready for an assault on Azeroth.",1,2,-1,1135138,1135342,1135144,5,1448,17,0,0,8,34443,0,0,1392,2,5,18,1,4,13,0,0,0,0,0,0,0,949,27,0
983,Halls of Blood,"Kilrogg was first to accept Gul'dan's twisted offer, but many orcs followed. Bloodthirsty and savage, they await in these halls.",1,2,-1,1135137,1135148,1135142,5,1448,17,0,0,9,34444,0,0,1372,2,5,18,1,4,13,0,0,0,0,0,0,0,949,27,0
984,Bastion of Shadows,"With Gul'dan's ascent to power, the Sargerei and other members of the Shadow Council now work openly in service of the Legion.",1,2,-1,1135134,1135145,1135139,5,1448,17,0,0,10,34445,0,0,1394,2,5,18,1,4,13,0,0,0,0,0,0,0,949,27,0
985,Destructor's Rise,"Atop the spires of the Citadel, demonic champions ready themselves, as Gul'dan begins a dark ritual....",1,2,-1,1135136,1135147,1135141,5,1448,17,0,0,11,34446,0,0,1395,2,5,18,1,4,13,0,0,0,0,0,0,0,949,27,0
986,The Black Gate,"On the grounds of the ruined Dark Portal, Archimonde himself comes forth to ensure that the Legion's plans do not fail.",1,2,-1,1135135,1135146,1135140,5,1448,17,0,0,12,34447,0,0,1438,2,5,18,1,4,13,0,0,0,0,0,0,0,949,27,0
987,Hellfire Citadel,,2,2,-1,1135133,0,0,5,1448,14,0,49,0,0,0,0,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,0
988,Hellfire Citadel,,2,2,-1,1135133,0,0,5,1448,15,0,50,0,0,0,0,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,0
989,Hellfire Citadel,,2,2,-1,1135133,0,0,5,1448,16,0,51,0,0,0,0,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,0
990,Temple of Elune,Temple of Elune,1,3,-1,136349,615223,615222,6,1478,12,0,38,10,0,0,874,0,0,0,5,0,0,1,0,0,1,0,0,0,0,332,3075,0
995,Random Timewalking Dungeon (Wrath of the Lich King),,6,1,-1,0,0,337493,2,-1,24,0,44,4,26493,0,0,0,1,1,3,0,0,0,1,1,3,0,0,0,0,1288,8263,16400
998,The Splintered Fleet,,1,3,0,136349,615223,615222,6,1475,12,0,38,10,0,0,824,0,0,0,1,0,0,1,0,0,1,0,0,0,0,334,3075,0
1003,The Everbloom,,1,1,-1,1060551,0,1060549,5,1279,23,0,0,0,21439,0,0,1210,1,1,3,1,1,3,1,1,3,0,0,0,0,1189,49155,0
1004,Upper Blackrock Spire,,1,1,-1,1042065,1088308,1042050,5,1358,23,0,0,0,21439,0,0,1234,1,1,3,1,1,3,1,1,3,0,0,0,0,1188,49411,0
1005,Bloodmaul Slag Mines,,1,1,-1,1042059,0,1042044,5,1175,23,0,0,0,21439,0,0,889,1,1,3,1,1,3,1,1,3,0,0,0,0,1194,49155,0
1006,Grimrail Depot,,1,1,-1,1042061,0,1042046,5,1208,23,0,0,0,21439,0,0,1133,1,1,3,1,1,3,1,1,3,0,0,0,0,1193,49155,0
1007,Iron Docks,,1,1,-1,1060552,0,1060550,5,1195,23,0,0,0,21439,0,0,1238,1,1,3,1,1,3,1,1,3,0,0,0,0,1192,49155,0
1008,Auchindoun,,1,1,-1,1042057,0,1042042,5,1182,23,0,0,0,21439,0,0,1225,1,1,3,1,1,3,1,1,3,0,0,0,0,1195,49155,0
1009,Shadowmoon Burial Grounds,,1,1,-1,1042063,0,1042048,5,1176,23,0,0,0,21439,0,0,1160,1,1,3,1,1,3,1,1,3,0,0,0,0,1191,49155,0
1010,Skyreach,,1,1,-1,1042064,0,1042049,5,1209,23,0,0,0,21439,0,0,968,1,1,3,1,1,3,1,1,3,0,0,0,0,1190,49155,0
1011,The Arcatraz,,1,1,-1,136362,0,340692,1,552,2,0,0,0,36324,0,0,551,1,1,3,1,1,3,1,1,3,0,75,30,0,1286,1027,0
1012,Opening of the Dark Portal,,1,1,-1,136330,0,340660,1,269,2,0,0,0,36324,0,0,554,1,1,3,1,1,3,1,1,3,0,35,30,0,1286,1027,0
1013,Mana-Tombs,,1,1,-1,136323,0,340653,1,557,24,0,0,0,36324,744,0,537,1,1,3,1,1,3,1,1,3,0,0,0,0,1286,1027,0
1014,Shattered Halls,,1,1,-1,136338,0,337491,1,540,24,0,0,0,36324,744,0,569,1,1,3,1,1,3,1,1,3,0,0,0,0,1286,1027,0
1015,Slave Pens,,1,1,-1,136331,0,340662,1,547,2,0,0,0,36324,0,0,572,1,1,3,1,1,3,1,1,3,0,75,30,0,1286,1027,0
1016,Ahn'kahet: The Old Kingdom,,1,1,-1,237592,0,340648,2,619,2,0,5,0,26493,0,0,584,1,1,3,1,1,3,1,1,3,0,75,30,0,1288,1027,0
1017,Gundrak,,1,1,-1,237596,0,340667,2,604,24,0,5,0,26493,995,0,596,1,1,3,1,1,3,1,1,3,0,0,0,0,1288,1027,0
1018,Halls of Lightning,,1,1,-1,237598,0,340668,2,602,24,0,5,0,26493,995,0,600,1,1,3,1,1,3,1,1,3,0,0,0,0,1288,1027,0
1019,The Nexus,,1,1,-1,237602,0,340694,2,576,24,0,5,0,26493,995,0,621,1,1,3,1,1,3,1,1,3,0,0,0,0,1288,1027,0
1020,Utgarde Pinnacle,,1,1,-1,237606,0,340700,2,575,2,0,5,0,26493,0,0,644,1,1,3,1,1,3,1,1,3,0,75,30,0,1288,1027,0
1021,zzOLDThe Twinblades of the Deceiver,You are leading an elite force of demon hunters on a hunt to obtain the Warglaives of Kil'Jaeden.,1,3,-1,136349,615223,615222,0,1498,12,0,38,10,0,0,900,0,0,0,5,0,0,1,0,0,1,0,0,0,0,642,3075,0
1022,The Blades of the Fallen Prince,You have been summoned to Icecrown to build a weapon of great power.,1,3,-1,136349,615223,615222,0,1480,12,0,38,10,0,0,901,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1027,Test Scenario Faction Criteria,,1,3,-1,136349,615223,615222,0,1460,12,0,38,10,0,0,908,0,0,0,40,0,0,1,0,0,1,0,0,0,0,798,71764994,0
1028,Legacy of the Icebreaker,You have arrived at the tomb island of Magnar Icebreaker to discover his legacy.,1,3,-1,136349,615223,615222,0,1495,12,0,38,10,0,0,909,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1030,7.0 Artifacts - Sub Rog - Acquisition - Demonic Portal World,"You've arrived in the portal world holding Sargeras' Hound, Malchezath, to slay him and obtain his fangs.",1,3,-1,136349,615223,615222,6,1489,12,0,38,11,22984,0,911,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,35842,1
1043,Vault of the Wardens,,1,1,-1,1411870,0,1411864,6,1493,1,0,53,0,0,1045,0,1470,1,1,3,1,1,3,1,1,3,0,0,0,0,1159,49155,16
1044,Vault of the Wardens,,1,1,-1,1411870,0,1411864,6,1493,2,0,52,0,44509,1046,0,1470,1,1,3,1,1,3,1,1,3,0,0,0,0,1168,49155,0
1045,Random Legion Dungeon,,6,1,-1,0,0,337493,6,-1,1,0,53,1,0,0,0,0,1,1,3,1,1,3,1,1,3,0,0,0,0,829,16451,528
1046,Random Legion Heroic,,6,1,-1,0,0,337493,6,-1,2,0,52,2,77462,0,0,0,1,1,3,1,1,3,1,1,3,0,0,0,0,347,16387,16
1059,The Fleshripper's Harvest,You have traveled to Niskara in search of a demonic weapon of great power.,1,3,-1,136349,615223,615222,0,1489,12,0,38,11,0,0,940,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1060,Serenity's End,The masters of the monk temple at the Peak of Serenety have called for a gathering to discuss the threat of the Burning Legion.,1,3,-1,136349,615223,615222,6,1014,12,0,38,10,18682,0,943,0,0,0,1,0,0,1,0,0,1,0,0,0,0,339,75795458,0
1065,Cleansing of the Deep,Pursue the foul demon Geth'xun through the Maelstrom and purify the realm of earth.,1,3,-1,136349,615223,615222,0,1503,12,0,38,0,0,0,950,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1090,Boost 2.0 R&D,Boost 2.0 R&D,1,3,-1,136349,615223,615222,0,1554,12,0,38,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,774,7170,1
1094,Mardum Scenario,,1,3,-1,136349,615223,615222,0,1523,12,0,38,11,0,0,975,0,0,0,1,0,0,1,0,0,1,0,0,0,0,339,33794,0
1127,Ashran,,1,5,-1,1398842,0,1397428,0,1191,25,0,38,10,43731,0,0,0,0,0,40,0,0,0,0,0,20,0,0,0,0,755,38469635,0
1132,Apocalypse Scenario,,1,3,-1,136349,615223,615222,0,1533,12,0,38,11,0,0,989,0,0,0,1,0,0,1,0,0,1,0,0,0,0,356,35842,0
1143,The Frost and the Flame,"You have entered Icecrown to recover the fabled runeblade, Felo'melorn.",1,3,-1,136349,615223,615222,0,1480,12,0,38,10,0,0,957,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1145,The Thundering Heavens,"You have traveled to the Skywall, realm of the wind elementals, in search of the legendary Fists of the Heavens.",1,3,-1,136349,615223,615222,0,1528,12,0,38,10,0,0,983,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1146,Random Timewalking Dungeon (Cataclysm),,6,1,-1,0,0,337493,3,-1,24,0,44,4,37610,0,0,0,1,1,3,0,0,0,1,1,3,0,0,0,0,1287,8263,16400
1147,The Vortex Pinnacle,,1,1,-1,460873,0,460619,3,657,24,0,0,0,37610,1146,0,116,1,1,3,1,1,3,1,1,3,0,0,0,0,1287,1027,0
1148,The Stonecore,,1,1,-1,460872,0,460618,3,725,24,0,0,0,37610,1146,0,113,1,1,3,1,1,3,1,1,3,0,0,0,0,1287,1027,0
1149,Grim Batol,,1,1,-1,460863,0,460615,3,670,2,0,0,0,37610,0,0,134,1,1,3,1,1,3,1,1,3,0,90,35,0,1287,1027,0
1150,Throne of the Tides,,1,1,-1,460875,0,460620,3,643,24,0,0,0,37610,1146,0,104,1,1,3,1,1,3,1,1,3,0,0,0,0,1287,1027,0
1151,Lost City of the Tol'vir,,1,1,-1,460866,0,466904,3,755,24,0,0,0,37610,1146,0,122,1,1,3,1,1,3,1,1,3,0,0,0,0,1287,1027,0
1152,End Time,,1,1,-1,575262,0,575267,3,938,24,0,0,0,37610,1146,0,289,1,1,3,1,1,3,1,1,3,0,0,0,0,1287,1027,0
1153,Pit of Saron,,1,1,-1,336391,0,340681,2,658,2,0,5,0,8990,0,0,610,1,1,3,1,1,3,1,1,3,0,75,30,0,1288,1027,0
1154,Magisters' Terrace,,1,1,-1,136344,0,340675,1,585,24,0,0,0,36324,744,0,533,1,1,3,1,1,3,1,1,3,0,0,0,0,1286,1027,0
1162,Legacy of the Windrunners,"You have traveled to Niskara, homeworld of the Legion Inquisition.",1,3,-1,136349,615223,615222,0,1489,12,0,38,11,0,0,972,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1163,[TEST] Conditional Shores,,1,3,-1,136349,615223,615222,0,1460,12,0,38,10,37764,0,1018,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1207,492546,0
1164,The Underlight,You are attempting to deal with the aquatic disturbance off the coast of Val'sharah.,1,3,-1,136349,615223,615222,0,1553,12,0,38,10,0,0,1025,0,0,0,1,0,0,1,0,0,1,0,0,0,0,348,75795458,0
1165,The Twinblades of the Deceiver,You are leading an elite force of demon hunters on a hunt to slay Varedis Felsoul in his Legion stronghold in Suramar.,1,3,-1,136349,615223,615222,0,1498,12,0,38,10,0,0,900,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1166,The Aldrachi Warblades,"You are closing in on Caria Felsoul, wielder of the infamous Aldrachi Warblades.",1,3,-1,136349,615223,615222,0,1500,12,0,38,10,0,0,961,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1167,The Dread Admiral,You and Fleet Admiral Tethys have located the Dread Admiral Eliza's fleet off the coast of Azsuna.,1,3,-1,136349,615223,615222,0,1545,12,0,38,10,0,0,1012,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1168,The Emperor's Promise,The Shado-Pan urgently need help liberating a powerful artifact from the clutches of the Burning Legion.,1,3,-1,136349,615223,615222,0,1541,12,0,38,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1170,Ursoc's Lair,You have traveled the Emerald Dream to Ursoc's Lair in search of the claws of the Bear God.,1,3,-1,136349,615223,615222,0,1536,12,0,38,10,0,0,990,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1171,The Frozen Throne,You have been summoned to Icecrown by the Lich King.,1,3,-1,136349,615223,615222,0,1480,12,0,38,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1172,The Violet Hold,You must interrogate Taldath the Destroyer for information on Varedis' whereabouts.,1,3,-1,136349,615223,615222,0,1494,12,0,38,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1173,The Dark Riders,"You have found the secret lair of the Dark Riders, but their leader must be defeated for you to claim the artifact.",1,3,-1,136349,615223,615222,0,1533,12,0,38,10,0,0,1026,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,35842,0
1174,Eye of Azshara,,1,1,-1,1498161,0,1498165,6,1456,1,0,53,0,0,1045,0,1492,1,1,3,1,1,3,1,1,3,0,0,0,0,484,49155,16
1175,Eye of Azshara,,1,1,-1,1498161,0,1498165,6,1456,2,0,52,0,44509,1046,0,1492,1,1,3,1,1,3,1,1,3,0,0,0,0,1163,49155,0
1176,Challenge of Valor,Havi offers aid against the Legion if you prove your valor on the Broken Shore.,1,3,-1,136349,615223,615222,0,1500,12,0,38,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1178,The Spear in Shadow,"Apata has found the location of the Talonclaw, guarded by an ancient enemy. Kill the monster and take back the spear.",1,3,-1,136349,615223,615222,0,1511,12,0,38,10,0,0,973,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1183,Dreadscar Scenario,,1,3,-1,136349,615223,615222,0,1522,12,0,38,11,0,0,962,0,0,0,1,0,0,1,0,0,1,0,0,0,0,339,75795458,0
1184,Dreadscar Finale Scenario,,1,3,-1,136349,615223,615222,0,1522,12,0,38,11,0,0,998,0,0,0,1,0,0,1,0,0,1,0,0,0,0,339,75795458,0
1185,Deadwind Harvester Scenario,,1,3,-1,136349,615223,615222,0,1533,12,0,38,11,0,0,988,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,35842,0
1186,Scythe of Elune Scenario,,1,3,-1,136349,615223,615222,0,1533,12,0,38,11,0,0,1014,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,35842,0
1187,The Forge of the Guardian,,1,3,-1,136349,615223,615222,0,1494,12,0,38,11,0,0,1034,0,0,0,1,0,0,1,0,0,1,0,0,0,0,339,75795458,0
1189,The Arcway,,1,1,-1,1411869,0,1411863,6,1516,2,0,53,0,21439,1045,0,1501,1,1,3,1,1,3,1,1,3,0,0,0,0,1158,49155,16
1190,The Arcway,,1,1,-1,1411869,0,1411863,6,1516,2,0,52,0,44509,1046,0,1501,1,1,3,1,1,3,1,1,3,0,0,0,0,1167,49155,0
1191,Maw of Souls,,1,1,-1,1411868,0,1411862,6,1492,1,0,53,0,0,1045,0,1663,1,1,3,1,1,3,1,1,3,0,0,0,0,1155,49155,16
1192,Maw of Souls,,1,1,-1,1411868,0,1411862,6,1492,2,0,52,0,44509,1046,0,1663,1,1,3,1,1,3,1,1,3,0,0,0,0,1165,49155,0
1193,Halls of Valor,,1,1,-1,1498162,0,1498166,6,1477,1,0,53,0,0,1045,0,1489,1,1,3,1,1,3,1,1,3,0,0,0,0,486,49155,16
1194,Halls of Valor,,1,1,-1,1498162,0,1498166,6,1477,2,0,52,0,44509,1046,0,1489,1,1,3,1,1,3,1,1,3,0,0,0,0,1164,16387,0
1195,A Ring Reforged,"After the disastrous events at the Broken Shore, the world's shaman convene an emergency meeting at the very heart of Azeroth.",1,3,-1,136349,615223,615222,0,1572,12,0,38,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,339,75795458,0
1200,The Dark Riders,"You have found the secret lair of the Dark Riders, but their leader must be defeated for you to claim the artifact.",1,3,-1,136349,615223,615222,0,1533,12,0,38,10,0,0,988,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,35842,0
1201,Darkheart Thicket,,1,1,-1,1411867,0,1411861,6,1466,1,0,53,0,0,1045,0,1657,1,1,3,1,1,3,1,1,3,0,0,0,0,1196,49155,16
1202,Darkheart Thicket,,1,1,-1,1411867,0,1411861,6,1466,2,0,52,0,44509,1046,0,1657,1,1,3,1,1,3,1,1,3,0,0,0,0,1197,49155,0
1203,The Dark Riders,"You have found the secret lair of the Dark Riders, but their leader must be defeated for you to claim the artifact.",1,3,-1,136349,615223,615222,0,1533,12,0,38,10,0,0,1014,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,35842,0
1204,Black Rook Hold,,1,1,-1,1411865,0,1411859,6,1501,1,0,53,0,0,1045,0,1672,1,1,3,1,1,3,1,1,3,0,0,0,0,1152,49155,16
1205,Black Rook Hold,,1,1,-1,1411865,0,1411859,6,1501,2,0,52,0,44509,1046,0,1672,1,1,3,1,1,3,1,1,3,0,0,0,0,1161,49155,0
1206,Neltharion's Lair,,1,1,-1,1450576,0,1450578,6,1458,1,0,53,0,0,1045,0,1687,1,1,3,1,1,3,1,1,3,0,0,0,0,480,49155,16
1207,Neltharion's Lair,,1,1,-1,1450576,0,1450578,6,1458,2,0,52,0,44509,1046,0,1687,1,1,3,1,1,3,1,1,3,0,0,0,0,1166,49155,0
1208,Assault on Violet Hold,,1,1,-1,1498159,0,1498163,6,1544,1,0,53,0,0,1045,0,1697,1,1,3,1,1,3,1,1,3,0,0,0,0,446,49155,16
1209,Assault on Violet Hold,,1,1,-1,1498159,0,1498163,6,1544,2,0,52,0,44509,1046,0,1697,1,1,3,1,1,3,1,1,3,0,0,0,0,1160,49155,0
1214,Maelstrom Titan Scenario,,1,3,-1,136349,615223,615222,6,1580,12,0,38,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,344,67111939,0
1215,The Frozen Throne,Someone has forgotten to loot something of incredible importance from the Lich King.,1,3,-1,136349,615223,615222,0,1480,12,0,38,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1023,67406850,0
1221,Where the Hammer Falls,Venture into the forgotten corridors of Deepholm to retrieve the Doomhammer from a demonic foe.,1,3,-1,136349,615223,615222,0,1503,12,0,38,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1222,The Voice of Thunder,The powerful Fist of Ra-Den awaits any who can prove to the White Tiger that they are mighty enough to wield it.,1,3,-1,136349,615223,615222,0,1526,12,0,38,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,35842,0
1227,Cleansing the Mother Tree,"You and Lyessa Bloomwatcher have traveled to the base of Nordrassil to cleanse G'Hanir, the Mother Tree of its corruption.",1,3,-1,136349,615223,615222,0,1599,12,0,38,10,0,0,1061,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1228,The Nexus Vault,,1,3,-1,136349,615223,615222,6,1583,12,0,38,11,0,0,1065,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1229,The Dark Queen and the Sea,"Return to the Throne of Tides to track down a powerful relic of ages past: Sharas'dal, Scepter of the Tides.",1,3,-1,136349,615223,615222,0,1600,12,0,38,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1234,Thunder of the Titans,"You have traveled to Shield's Rest, an island that holds ancient vrykul tombs.",1,3,-1,136349,615223,615222,0,1495,12,0,38,11,0,0,1068,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1240,Shadowgore Citadel,You must infiltrate Akaari Shadowgore's fortress and take the Fangs of the Devourer from her corpse.,1,3,-1,136349,615223,615222,0,1607,12,0,38,10,0,0,1078,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1241,The Nexus Vault,,1,3,-1,136349,615223,615222,6,1583,12,0,38,11,0,0,1101,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1242,Claiming the Truthguard,Inside a tomb of ancient vrykul kings lies a shrine to Tyr. Enter it and find the Truthguard.,1,3,-1,136349,615223,615222,0,1495,12,0,38,10,0,0,1082,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1243,Return of the Light,"You have traveled to the shattered world of Niskara in search of the legendary crystalline staff, T'uure.",1,3,-1,136349,615223,615222,0,1489,12,0,38,11,0,0,1085,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1248,Secrets of Ulduar,You tread within the ancient titan city of Ulduar.,1,3,-1,304468,615223,615222,5,1579,12,0,38,11,0,0,1125,0,0,0,1,0,0,1,0,0,1,0,0,0,0,356,35842,0
1249,[DNT] The Silver Hand,[DNT] Holy Paladin Acquisition,1,3,-1,136349,615223,615222,0,1539,12,0,38,10,0,0,1092,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
1250,Dark Whispers,You have traveled to this demon infested valley in search of the Skull of the Man'ari.,1,3,-1,136349,615223,615222,0,1498,12,0,38,11,0,0,1097,0,0,0,1,0,0,1,0,0,1,0,0,0,0,642,75795458,0
