Name_lang,ID,ChrCustomizationOptionID,ChrCustomizationReqID,ChrCustomizationVisReqID,OrderIndex,UiOrderIndex,Flags,AddedInPatch,SoundKitID,SwatchColor[0],SwatchColor[1]
Bunches,1551,107,141,0,7,7,0,90001,0,0,0
Peek-A-Boo,1552,107,141,0,8,8,0,90001,0,0,0
Bad Girl,1553,107,141,0,9,9,0,90001,0,0,0
Kooky,1554,107,141,0,10,10,0,90001,0,0,0
Tough Girl,1555,107,141,0,11,11,0,90001,0,0,0
The Cupcake,1556,107,141,0,12,12,0,90001,0,0,0
Elegance,1557,107,141,0,13,13,0,90001,0,0,0
Naughty,1558,107,141,0,14,14,0,90001,0,0,0
Trifecta,1559,107,141,0,15,15,0,90001,0,0,0
Topknot,1560,107,141,0,16,16,0,90001,0,0,0
,1561,108,141,0,0,4,0,90001,0,-8765668,0
,1562,108,141,0,1,2,0,90001,0,-49091,0
,1563,108,141,0,2,5,0,90001,0,-1734859,0
,1564,108,141,0,3,7,0,90001,0,-2508440,0
,1565,108,141,0,4,6,0,90001,0,-1719136,0
,1566,108,141,0,5,28,0,90001,0,-11385248,0
,1567,108,141,0,6,22,0,90001,0,-12091444,0
,1568,108,141,0,7,9,0,90001,0,-13595548,0
,1569,108,141,0,8,10,0,90001,0,-11212593,0
,1570,108,141,0,9,24,0,90001,0,-7840319,0
,1571,108,141,0,10,20,0,90001,0,-8217409,0
,1572,108,141,0,11,11,0,90001,0,-5776162,0
,1573,108,10,0,12,100,0,90001,0,0,0
Sharp,1574,109,141,0,0,0,0,90001,0,0,0
Perky,1575,109,141,0,1,1,0,90001,0,0,0
Curled,1576,109,141,0,2,2,0,90001,0,0,0
Tall,1577,109,141,0,3,3,0,90001,0,0,0
Wide,1578,109,141,0,4,4,0,90001,0,0,0
Narrow,1579,109,141,0,5,5,0,90001,0,0,0
,1599,110,141,0,0,8,0,90001,0,-2518675,0
,1600,110,141,0,1,4,0,90001,0,-1262179,0
,1601,110,141,0,2,1,0,90001,0,16246224,0
,1602,110,141,0,3,10,0,90001,0,13598817,0
,1603,110,141,0,4,7,0,90001,0,14194554,0
,1604,110,141,0,5,6,0,90001,0,-2774142,0
,1605,110,141,0,6,5,0,90001,0,-1791359,0
,1606,110,141,0,7,3,0,90001,0,-207445,0
,1607,110,141,0,8,2,0,90001,0,-1709897,0
,1608,110,141,0,9,9,0,90001,0,13210729,0
,1609,110,12,0,10,100,0,90001,0,0,0
,1610,110,12,0,11,101,0,90001,0,0,0
,1611,110,12,0,12,102,0,90001,0,0,0
,1612,110,12,0,13,103,0,90001,0,0,0
,1613,110,12,0,14,104,0,90001,0,0,0
,1614,110,12,0,15,105,0,90001,0,0,0
,1615,110,109,0,16,71,0,90001,0,-4543888,0
,1616,110,109,0,17,72,0,90001,0,-5928592,0
,1617,110,109,0,18,70,0,90001,0,-3030871,0
,1618,110,143,0,19,50,0,90001,0,-3371667,0
,1619,110,143,0,20,53,0,90001,0,-6331553,0
,1620,110,143,0,21,51,0,90001,0,-6323850,0
,1621,110,143,0,22,54,0,90001,0,-6333365,0
,1622,110,143,0,23,55,0,90001,0,-8566466,0
,1623,110,143,0,24,52,0,90001,0,-7115175,0
,1624,110,10,0,25,106,0,90001,0,0,0
,1625,110,646,0,26,60,8,90205,0,-5395812,0
,1626,111,146,0,0,0,0,90001,0,0,0
,1627,111,146,0,1,1,0,90001,0,0,0
,1628,111,146,0,2,2,0,90001,0,0,0
,1629,111,146,0,3,3,0,90001,0,0,0
,1630,111,146,0,4,4,0,90001,0,0,0
,1631,111,146,0,5,5,0,90001,0,0,0
,1632,111,144,0,6,6,0,90001,0,0,0
,1633,111,144,0,7,7,0,90001,0,0,0
,1634,111,144,0,8,8,0,90001,0,0,0
,1635,111,144,0,9,9,0,90001,0,0,0
,1636,111,142,0,10,10,0,90001,0,0,0
,1637,111,142,0,11,11,0,90001,0,0,0
,1638,111,142,0,12,12,0,90001,0,0,0
,1639,111,142,0,13,13,0,90001,0,0,0
,1640,111,142,0,14,14,0,90001,0,0,0
,1641,111,142,0,15,15,0,90001,0,0,0
,1642,111,142,0,16,16,0,90001,0,0,0
,1643,111,142,0,17,17,0,90001,0,0,0
,1644,111,142,0,18,18,0,90001,0,0,0
,1645,111,142,0,19,19,0,90001,0,0,0
Flipped,1649,112,141,0,0,0,0,90001,0,0,0
Swept,1650,112,141,0,1,1,0,90001,0,0,0
Falcon,1651,112,141,0,2,2,0,90001,0,0,0
Foxtail,1652,112,141,0,3,3,0,90001,0,0,0
Parted Long,1653,112,141,0,4,4,0,90001,0,0,0
Spiked,1654,112,141,0,5,5,0,90001,0,0,0
Long Bangs,1655,112,141,0,6,6,0,90001,0,0,0
Feathered,1656,112,141,0,7,7,0,90001,0,0,0
Slicked,1657,112,141,0,8,8,0,90001,0,0,0
Headband,1658,112,141,0,9,9,0,90001,0,0,0
Topknot,1659,112,141,0,10,10,0,90001,0,0,0
Mane,1660,112,141,0,11,11,0,90001,0,0,0
Thick Braids,1661,112,141,0,12,12,0,90001,0,0,0
Tail,1662,112,141,0,13,13,0,90001,0,0,0
Windswept,1663,112,141,0,14,14,0,90001,0,0,0
Chonmage,1664,112,141,0,15,15,0,90001,0,0,0
Short,1665,112,141,0,16,16,0,90001,0,0,0
,1666,113,141,0,0,9,0,90001,0,-13988,0
,1667,113,141,0,1,8,0,90001,0,12233616,0
,1668,113,141,0,2,1,0,90001,0,12196871,0
,1669,113,141,0,3,5,0,90001,0,-8964075,0
,1670,113,141,0,4,4,0,90001,0,-8042972,0
,1671,113,141,0,5,7,0,90001,0,-3889540,0
,1672,113,141,0,6,2,0,90001,0,14041363,0
,1673,113,141,0,7,10,0,90001,0,-5009856,0
,1674,113,141,0,8,20,0,90001,0,5918082,0
,1675,113,141,0,9,3,0,90001,0,-2919359,0
,1676,113,141,0,10,14,0,90001,0,-9207351,0
,1677,113,141,0,11,27,0,90001,0,-3160638,0
,1678,113,141,0,12,13,0,90001,0,-8994594,0
,1679,113,10,0,13,100,0,90001,0,0,0
Clean,1680,114,141,0,0,0,0,90001,0,0,0
Point,1681,114,141,0,1,1,0,90001,0,0,0
Soul Patch,1682,114,141,0,2,2,0,90001,0,0,0
Spike,1683,114,141,0,3,3,0,90001,0,0,0
Pointed,1684,114,141,0,4,4,0,90001,0,0,0
Cropped,1685,114,141,0,5,5,0,90001,0,0,0
Soul Strip,1686,114,141,0,6,6,0,90001,0,0,0
Dagger,1687,114,141,0,7,7,0,90001,0,0,0
Goatee,1688,114,141,0,8,8,0,90001,0,0,0
Styled,1689,114,141,0,9,9,0,90001,0,0,0
None,1700,380,141,0,0,0,0,90001,0,0,0
Suffering,1701,380,143,0,1,1,0,90001,0,0,0
Betrayer,1702,380,143,0,2,2,0,90001,0,0,0
Pain,1703,380,143,0,3,3,0,90001,0,0,0
Sacrifice,1704,380,143,0,4,4,0,90001,0,0,0
Revenge,1705,380,143,0,5,5,0,90001,0,0,0
,1706,116,227,0,0,0,0,90001,0,0,0
,1707,116,228,0,1,1,0,90001,0,-5439666,0
,1708,116,228,0,2,3,0,90001,0,-12022729,0
,1709,116,228,0,3,4,0,90001,0,-10678789,0
,1710,116,228,0,4,2,0,90001,0,-9448655,0
,1711,116,228,0,5,5,0,90001,0,-1636844,0
None,1713,117,141,0,0,0,0,90001,0,0,0
Beast,1714,117,143,0,1,1,0,90001,0,0,0
Wide,1715,117,143,0,2,2,0,90001,0,0,0
Betrayer,1716,117,143,0,3,3,0,90001,0,0,0
Ram,1717,117,143,0,4,4,0,90001,0,0,0
High,1718,117,143,0,5,5,0,90001,0,0,0
Oni,1719,117,143,0,6,6,0,90001,0,0,0
,1720,118,145,0,0,0,0,90001,0,0,0
Fel,1721,118,143,0,1,1,0,90001,0,0,0
Gem,1722,118,143,0,2,2,0,90001,0,0,0
Shield,1723,118,143,0,3,3,0,90001,0,0,0
Phantom,1724,118,143,0,4,4,0,90001,0,0,0
Fangs,1725,118,143,0,5,5,0,90001,0,0,0
Brown,1726,118,143,0,6,7,0,90001,0,-11255501,0
Linen,1727,118,143,0,7,6,0,90001,0,0,0
Gray,1728,118,143,0,8,8,0,90001,0,-10067856,0
Red,1729,118,143,0,9,9,0,90001,0,-8903394,0
Black,1730,118,143,0,10,10,0,90001,0,-12765365,0
Green,1731,118,143,0,11,11,0,90001,0,-10395856,0
,1732,119,141,0,0,8,0,90001,0,-2189968,0
,1733,119,141,0,1,3,0,90001,0,-1129048,0
,1734,119,141,0,2,1,0,90001,0,-403517,0
,1735,119,141,0,3,10,0,90001,0,-2127004,0
,1736,119,141,0,4,5,0,90001,0,-1789042,0
,1737,119,141,0,5,7,0,90001,0,-2514573,0
,1738,119,141,0,6,6,0,90001,0,-2184576,0
,1739,119,141,0,7,4,0,90001,0,-1459045,0
,1740,119,141,0,8,2,0,90001,0,-733514,0
,1741,119,141,0,9,9,0,90001,0,-3302548,0
,1742,119,12,0,10,100,0,90001,0,0,0
,1743,119,12,0,11,101,0,90001,0,0,0
,1744,119,12,0,12,102,0,90001,0,0,0
,1745,119,12,0,13,103,0,90001,0,0,0
,1746,119,12,0,14,104,0,90001,0,0,0
,1747,119,646,0,15,60,8,90205,0,-5395812,0
,1748,119,115,0,16,70,0,90001,0,-4346236,0
,1749,119,115,0,17,72,0,90001,0,-6391179,0
,1750,119,115,0,18,71,0,90001,0,-5986904,0
,1751,119,143,0,19,51,0,90001,0,-5078165,0
,1752,119,143,0,20,54,0,90001,0,-7249060,0
,1753,119,143,0,21,53,0,90001,0,-7638423,0
,1754,119,143,0,22,55,0,90001,0,-8958395,0
,1755,119,143,0,23,52,0,90001,0,-6067866,0
,1756,119,143,0,24,50,0,90001,0,-5535110,0
,1757,119,10,0,25,106,0,90001,0,0,0
,1758,120,146,0,0,0,0,90001,0,0,0
,1759,120,146,0,1,1,0,90001,0,0,0
,1760,120,146,0,2,2,0,90001,0,0,0
,1761,120,146,0,3,3,0,90001,0,0,0
,1762,120,146,0,4,4,0,90001,0,0,0
,1763,120,146,0,5,5,0,90001,0,0,0
,1764,120,144,0,6,6,0,90001,0,0,0
,1765,120,144,0,7,7,0,90001,0,0,0
,1766,120,144,0,8,8,0,90001,0,0,0
,1767,120,144,0,9,9,0,90001,0,0,0
,1768,120,142,0,10,10,0,90001,0,0,0
,1769,120,142,0,11,11,0,90001,0,0,0
,1770,120,142,0,12,12,0,90001,0,0,0
,1771,120,142,0,13,13,0,90001,0,0,0
,1772,120,142,0,14,14,0,90001,0,0,0
,1773,120,142,0,15,15,0,90001,0,0,0
,1774,120,142,0,16,16,0,90001,0,0,0
,1775,120,142,0,17,17,0,90001,0,0,0
,1776,120,142,0,18,18,0,90001,0,0,0
,1777,120,142,0,19,19,0,90001,0,0,0
Ponytail,1781,121,141,0,0,0,0,90001,0,0,0
Parted Long,1782,121,141,0,1,1,0,90001,0,0,0
Soaked,1783,121,141,0,2,2,0,90001,0,0,0
Trouble,1784,121,141,0,3,3,0,90001,0,0,0
Circlet,1785,121,141,0,4,4,0,90001,0,0,0
Full,1786,121,141,0,5,5,0,90001,0,0,0
Tied,1787,121,141,0,6,6,0,90001,0,0,0
Bun,1788,121,141,0,7,7,0,90001,0,0,0
Parted Short,1789,121,141,0,8,8,0,90001,0,0,0
Simple,1790,121,141,0,9,9,0,90001,0,0,0
Shy,1791,121,141,0,10,10,0,90001,0,0,0
Raquel,1792,121,141,0,11,11,0,90001,0,0,0
Glamorous,1793,121,141,0,12,12,0,90001,0,0,0
Headband,1794,121,141,0,13,13,0,90001,0,0,0
Diva,1795,121,141,0,14,14,0,90001,0,0,0
Elaborate,1796,121,141,0,15,15,0,90001,0,0,0
Nape,1797,121,141,0,16,16,0,90001,0,0,0
Boar Tails,1798,121,141,0,17,17,0,90001,0,0,0
Bangs,1799,121,141,0,18,18,0,90001,0,0,0
Braided Tail,1800,121,141,0,19,19,0,90001,0,0,0
,1801,122,141,0,0,9,0,90001,0,-13988,0
,1802,122,141,0,1,8,0,90001,0,12233616,0
,1803,122,141,0,2,1,0,90001,0,-4580345,0
,1804,122,141,0,3,5,0,90001,0,-8964075,0
,1805,122,141,0,4,4,0,90001,0,-8042972,0
,1806,122,141,0,5,7,0,90001,0,-3889540,0
,1807,122,141,0,6,2,0,90001,0,-2735853,0
,1808,122,141,0,7,10,0,90001,0,-5009856,0
,1809,122,141,0,8,23,0,90001,0,-10859134,0
,1810,122,141,0,9,3,0,90001,0,-2919359,0
,1811,122,141,0,10,20,0,90001,0,-9207351,0
,1812,122,141,0,11,28,0,90001,0,-3160638,0
,1813,122,141,0,12,19,0,90001,0,-8994594,0
,1814,122,10,0,13,100,0,90001,0,0,0
Unpierced,1815,123,141,0,0,0,0,90001,0,0,0
Rubies,1816,123,141,0,1,1,0,90001,0,0,0
Hoops,1817,123,141,0,2,2,0,90001,0,0,0
Earrings,1818,123,141,0,3,3,0,90001,0,0,0
Dangles,1819,123,141,0,4,4,0,90001,0,0,0
Mixed Studs,1820,123,137,0,5,5,0,90001,0,0,0
Helix,1821,123,137,0,6,6,0,90001,0,0,0
Pearls,1822,123,141,0,7,7,0,90001,0,0,0
Drips,1823,123,141,0,8,8,0,90001,0,0,0
High Studs,1824,123,137,0,9,9,0,90001,0,0,0
Teardrops,1825,123,137,0,10,10,0,90001,0,0,0
None,1837,381,141,0,0,0,0,90001,0,0,0
Suffering,1838,381,143,0,1,1,0,90001,0,0,0
Betrayer,1839,381,143,0,2,2,0,90001,0,0,0
Pain,1840,381,143,0,3,3,0,90001,0,0,0
Sacrifice,1841,381,143,0,4,4,0,90001,0,0,0
Revenge,1842,381,143,0,5,5,0,90001,0,0,0
None,1843,125,229,0,0,0,0,90001,0,0,0
,1844,125,230,0,1,1,0,90001,0,-6357202,0
,1845,125,230,0,2,2,0,90001,0,-15694040,0
,1846,125,230,0,3,4,0,90001,0,-5825031,0
,1847,125,230,0,4,3,0,90001,0,-15599229,0
,1848,125,230,0,5,5,0,90001,0,-65502,0
None,1850,126,141,0,0,0,0,90001,0,0,0
Betrayer,1851,126,143,0,1,1,0,90001,0,0,0
Beast,1852,126,143,0,2,2,0,90001,0,0,0
Dreadlord,1853,126,143,0,3,3,0,90001,0,0,0
Curved,1854,126,143,0,4,4,0,90001,0,0,0
Ram,1855,126,143,0,5,5,0,90001,0,0,0
Oni,1856,126,143,0,6,6,0,90001,0,0,0
,1857,127,145,0,0,0,0,90001,0,0,0
Fel,1858,127,143,0,1,1,0,90001,0,0,0
Bat,1859,127,143,0,2,2,0,90001,0,0,0
Fangs,1860,127,143,0,3,3,0,90001,0,0,0
Veil,1861,127,143,0,4,4,0,90001,0,0,0
Gem,1862,127,143,0,5,5,0,90001,0,0,0
Linen,1863,127,143,0,6,6,0,90001,0,0,0
Red,1864,127,143,0,7,7,0,90001,0,-10282973,0
Black,1865,127,143,0,8,8,0,90001,0,-15133164,0
Tan,1866,127,143,0,9,9,0,90001,0,-9412025,0
Blue,1867,127,143,0,10,10,0,90001,0,-13481124,0
Green,1868,127,143,0,11,11,0,90001,0,-10923735,0
,1869,128,141,0,0,1,0,90001,0,-7559208,0
,1870,128,141,0,1,6,0,90001,0,-8333313,0
,1871,128,141,0,2,23,0,90001,0,-7431728,0
,1872,128,141,0,3,5,0,90001,0,-6692865,0
,1873,128,141,0,4,27,0,90001,0,-8887169,0
,1874,128,141,0,5,29,0,90001,0,-3807803,0
,1875,128,141,0,6,24,0,90001,0,-7763788,0
,1876,128,141,0,7,2,0,90001,0,-7667736,0
,1877,128,141,0,8,9,0,90001,0,-11565057,0
,1878,128,141,0,9,21,0,90001,0,-6967576,0
,1879,128,141,0,10,4,0,90001,0,-8472628,0
,1880,128,141,0,11,8,0,90001,0,-13391873,0
,1881,128,141,0,12,25,0,90001,0,-7437366,0
,1882,128,141,0,13,7,0,90001,0,-12804376,0
,1883,128,130,0,14,72,0,90001,0,-5003909,0
,1884,128,130,0,15,70,0,90001,0,-8081744,0
,1885,128,130,0,16,71,0,90001,0,-7817079,0
,1886,128,12,0,17,100,0,90001,0,11678244,0
,1887,128,12,0,18,101,0,90001,0,12150824,0
,1888,128,12,0,19,102,0,90001,0,10256023,0
,1889,128,10,0,20,103,0,90001,0,1513239,0
,1890,129,146,0,0,0,0,90001,0,0,0
,1891,129,146,0,1,1,0,90001,0,0,0
,1892,129,146,0,2,2,0,90001,0,0,0
,1893,129,146,0,3,3,0,90001,0,0,0
,1894,129,146,0,4,4,0,90001,0,0,0
,1895,129,146,0,5,5,0,90001,0,0,0
,1896,129,146,0,6,6,0,90001,0,0,0
,1897,129,146,0,7,7,0,90001,0,0,0
,1898,129,146,0,8,8,0,90001,0,0,0
,1899,129,146,0,9,9,0,90001,0,0,0
,1900,129,142,0,10,10,0,90001,0,0,0
,1901,129,142,0,11,11,0,90001,0,0,0
,1902,129,142,0,12,12,0,90001,0,0,0
,1903,129,142,0,13,13,0,90001,0,0,0
,1904,129,142,0,14,14,0,90001,0,0,0
,1905,129,142,0,15,15,0,90001,0,0,0
,1906,129,142,0,16,16,0,90001,0,0,0
,1907,129,142,0,17,17,0,90001,0,0,0
,1908,129,142,0,18,18,0,90001,0,0,0
,1909,129,142,0,19,19,0,90001,0,0,0
Long,1910,130,141,0,0,0,0,90001,0,0,0
Foxtail,1911,130,141,0,1,1,0,90001,0,0,0
Braids,1912,130,141,0,2,2,0,90001,0,0,0
Swept,1913,130,141,0,3,3,0,90001,0,0,0
Spiked Tail,1914,130,141,0,4,4,0,90001,0,0,0
Tail,1915,130,141,0,5,5,0,90001,0,0,0
Rhino,1916,130,141,0,6,6,0,90001,0,0,0
Looped,1917,130,141,0,7,7,0,90001,0,0,0
Bald,1918,130,141,0,8,8,0,90001,0,0,0
Spiked,1919,130,141,0,9,9,0,90001,0,0,0
Backspike,1920,130,141,0,10,10,0,90001,0,0,0
Horned,1921,130,141,0,11,11,0,90001,0,0,0
Flowing,1922,130,141,0,12,12,0,90001,0,0,0
Emo,1923,130,141,0,13,13,0,90001,0,0,0
,1924,131,141,0,0,1,0,90001,0,-9225930,0
,1925,131,141,0,1,21,0,90001,0,-8761236,0
,1926,131,141,0,2,3,0,90001,0,-2375798,0
,1927,131,141,0,3,23,0,90001,0,14342358,0
,1928,131,141,0,4,4,0,90001,0,-12363973,0
,1929,131,141,0,5,7,0,90001,0,-8672083,0
,1930,131,141,0,6,20,0,90001,0,-8942606,0
,1931,131,141,0,7,6,0,90001,0,-9457507,0
,1932,131,141,0,8,9,0,90001,0,-9071161,0
,1933,131,141,0,9,5,0,90001,0,-8144263,0
,1934,131,12,0,10,100,0,90001,0,1975342,0
,1935,131,10,0,11,101,0,90001,0,1778225,0
Burns,1936,132,141,0,1,1,0,90001,0,0,0
Chops,1937,132,141,0,2,2,0,90001,0,0,0
Mustache,1938,132,141,0,3,3,0,90001,0,0,0
Soul Patch,1939,132,141,0,4,4,0,90001,0,0,0
Handlebar,1940,132,141,0,5,5,0,90001,0,0,0
Full,1941,132,141,0,6,6,0,90001,0,0,0
Beaded,1942,132,141,0,7,7,0,90001,0,0,0
Braid,1943,132,141,0,8,8,0,90001,0,0,0
,1944,133,141,0,0,1,0,90001,0,-10054401,0
,1945,133,141,0,1,6,0,90001,0,-7493940,0
,1946,133,141,0,2,21,0,90001,0,-8355585,0
,1947,133,141,0,3,5,0,90001,0,-5980448,0
,1948,133,141,0,4,23,0,90001,0,-7176807,0
,1949,133,141,0,5,26,0,90001,0,-2359333,0
,1950,133,141,0,6,22,0,90001,0,-7566593,0
,1951,133,141,0,7,2,0,90001,0,-7667736,0
,1952,133,141,0,8,9,0,90001,0,-10784789,0
,1953,133,141,0,9,7,0,90001,0,-8217391,0
,1954,133,141,0,10,3,0,90001,0,-7219221,0
,1955,133,141,0,11,20,0,90001,0,-6841911,0
,1956,133,132,0,12,72,0,90001,0,-7369865,0
,1957,133,132,0,13,70,0,90001,0,-6508866,0
,1958,133,132,0,14,71,0,90001,0,-8090740,0
,1959,133,12,0,15,100,0,90001,0,9381401,0
,1960,133,12,0,16,101,0,90001,0,10045970,0
,1961,133,12,0,17,102,0,90001,0,8874886,0
,1962,133,10,0,18,103,0,90001,0,1513239,0
,1963,134,146,0,0,0,0,90001,0,0,0
,1964,134,146,0,1,1,0,90001,0,0,0
,1965,134,146,0,2,2,0,90001,0,0,0
,1966,134,146,0,3,3,0,90001,0,0,0
,1967,134,146,0,4,4,0,90001,0,0,0
,1968,134,146,0,5,5,0,90001,0,0,0
,1969,134,146,0,6,6,0,90001,0,0,0
,1970,134,146,0,7,7,0,90001,0,0,0
,1971,134,146,0,8,8,0,90001,0,0,0
,1972,134,146,0,9,9,0,90001,0,0,0
,1973,134,142,0,10,10,0,90001,0,0,0
,1974,134,142,0,11,11,0,90001,0,0,0
,1975,134,142,0,12,12,0,90001,0,0,0
,1976,134,142,0,13,13,0,90001,0,0,0
,1977,134,142,0,14,14,0,90001,0,0,0
,1978,134,142,0,15,15,0,90001,0,0,0
,1979,134,142,0,16,16,0,90001,0,0,0
,1980,134,142,0,17,17,0,90001,0,0,0
,1981,134,142,0,18,18,0,90001,0,0,0
,1982,134,142,0,19,19,0,90001,0,0,0
Straight,1983,135,141,0,0,0,0,90001,0,0,0
Flipped,1984,135,141,0,1,1,0,90001,0,0,0
Cute,1985,135,141,0,2,2,0,90001,0,0,0
Feathered,1986,135,141,0,3,3,0,90001,0,0,0
Buns,1987,135,141,0,4,4,0,90001,0,0,0
Circlet,1988,135,141,0,5,5,0,90001,0,0,0
Bangs,1989,135,141,0,6,6,0,90001,0,0,0
Elegant,1990,135,141,0,7,7,0,90001,0,0,0
Bounce,1991,135,141,0,8,8,0,90001,0,0,0
Nape,1992,135,141,0,9,9,0,90001,0,0,0
Sassy,1993,135,141,0,10,10,0,90001,0,0,0
Hairband,1994,135,141,0,11,11,0,90001,0,0,0
Trouble,1995,135,141,0,12,12,0,90001,0,0,0
Shy,1996,135,141,0,13,13,0,90001,0,0,0
High Tail,1997,135,141,0,14,14,0,90001,0,0,0
Soaked,1998,135,141,0,15,15,0,90001,0,0,0
Slicked,1999,135,141,0,16,16,0,90001,0,0,0
,2000,136,141,0,0,1,0,90001,0,-9225930,0
,2001,136,141,0,1,21,0,90001,0,-8761236,0
,2002,136,141,0,2,3,0,90001,0,-2375798,0
,2003,136,141,0,3,23,0,90001,0,-2434858,0
,2004,136,141,0,4,4,0,90001,0,-12363973,0
,2005,136,141,0,5,7,0,90001,0,-8672083,0
,2006,136,141,0,6,20,0,90001,0,-8942606,0
,2007,136,141,0,7,6,0,90001,0,-9457507,0
,2008,136,141,0,8,9,0,90001,0,-9071161,0
,2009,136,141,0,9,5,0,90001,0,-8144263,0
,2010,136,10,0,10,100,0,90001,0,1778225,0
Sweeping,2011,137,141,0,0,0,0,90001,0,0,0
Curled,2012,137,141,0,1,1,0,90001,0,0,0
Curved,2013,137,141,0,2,3,0,90001,0,0,0
Thick,2014,137,141,0,3,2,0,90001,0,0,0
Wide,2015,137,141,0,4,4,0,90001,0,0,0
Grand,2016,137,141,0,5,5,0,90001,0,0,0
Short,2017,137,141,0,6,6,0,90001,0,0,0
,2018,137,12,0,7,7,0,90001,0,0,0
,2019,138,146,0,0,0,0,90001,0,0,0
,2020,138,146,0,1,1,0,90001,0,0,0
,2021,138,146,0,2,2,0,90001,0,0,0
,2022,139,146,0,0,0,0,90001,0,0,0
,2023,140,146,0,0,0,0,90001,0,0,0
,2024,141,146,0,0,0,0,90001,0,0,0
,2025,142,146,0,0,0,0,90001,0,0,0
,2026,143,146,0,0,0,0,90001,0,0,0
,2027,144,146,0,0,0,0,90001,0,0,0
,2028,144,146,0,1,1,0,90001,0,0,0
,2029,144,146,0,2,2,0,90001,0,0,0
,2030,144,146,0,3,3,0,90001,0,0,0
,2031,144,146,0,4,4,0,90001,0,0,0
,2032,144,146,0,5,5,0,90001,0,0,0
,2033,145,146,0,0,0,0,90001,0,0,0
,2034,146,146,0,0,0,0,90001,0,0,0
,2035,147,146,0,0,0,0,90001,0,0,0
,2036,147,146,0,1,1,0,90001,0,0,0
,2037,147,146,0,2,2,0,90001,0,0,0
,2038,147,146,0,3,3,0,90001,0,0,0
,2039,147,146,0,4,4,0,90001,0,0,0
,2040,147,146,0,5,5,0,90001,0,0,0
,2041,148,146,0,0,0,0,90001,0,0,0
,2042,149,146,0,0,0,0,90001,0,0,0
,2043,150,146,0,0,0,0,90001,0,0,0
,2044,150,146,0,1,1,0,90001,0,0,0
,2045,150,146,0,2,2,0,90001,0,0,0
,2046,150,146,0,3,3,0,90001,0,0,0
,2047,150,146,0,4,4,0,90001,0,0,0
,2048,150,146,0,5,5,0,90001,0,0,0
,2049,151,146,0,0,0,0,90001,0,0,0
,2050,152,146,0,0,0,0,90001,0,0,0
,2051,152,146,0,1,1,0,90001,0,0,0
,2052,152,146,0,2,2,0,90001,0,0,0
,2053,153,146,0,0,0,0,90001,0,0,0
,2054,153,146,0,1,1,0,90001,0,0,0
,2055,153,146,0,2,2,0,90001,0,0,0
,2056,153,146,0,3,3,0,90001,0,0,0
,2057,153,146,0,4,4,0,90001,0,0,0
,2058,153,146,0,5,5,0,90001,0,0,0
,2059,153,146,0,6,6,0,90001,0,0,0
,2060,153,146,0,7,7,0,90001,0,0,0
,2061,153,146,0,8,8,0,90001,0,0,0
,2062,153,146,0,9,9,0,90001,0,0,0
,2063,154,146,0,0,0,0,90001,0,0,0
,2064,155,146,0,0,0,0,90001,0,0,0
,2065,156,146,0,0,0,0,90001,0,0,0
,2066,157,146,0,0,0,0,90001,0,0,0
,2067,158,146,0,0,0,0,90001,0,0,0
,2068,159,146,0,0,0,0,90001,0,0,0
,2069,160,146,0,0,0,0,90001,0,0,0
,2070,161,146,0,0,0,0,90001,0,0,0
,2071,162,146,0,0,0,0,90001,0,0,0
,2072,162,146,0,1,1,0,90001,0,0,0
,2073,162,146,0,2,2,0,90001,0,0,0
,2074,162,146,0,3,3,0,90001,0,0,0
,2075,162,146,0,4,4,0,90001,0,0,0
,2076,162,146,0,5,5,0,90001,0,0,0
,2077,163,146,0,0,0,0,90001,0,0,0
,2078,164,146,0,0,0,0,90001,0,0,0
,2079,164,146,0,1,1,0,90001,0,0,0
,2080,164,146,0,2,2,0,90001,0,0,0
,2081,164,146,0,3,3,0,90001,0,0,0
,2082,164,146,0,4,4,0,90001,0,0,0
,2083,164,146,0,5,5,0,90001,0,0,0
,2084,165,146,0,0,0,0,90001,0,0,0
,2085,165,146,0,1,1,0,90001,0,0,0
,2086,165,146,0,2,2,0,90001,0,0,0
,2087,165,146,0,3,3,0,90001,0,0,0
,2088,165,146,0,4,4,0,90001,0,0,0
,2089,166,146,0,0,0,0,90001,0,0,0
,2090,166,146,0,1,1,0,90001,0,0,0
,2091,166,146,0,2,2,0,90001,0,0,0
,2092,166,146,0,3,3,0,90001,0,0,0
,2093,166,146,0,4,4,0,90001,0,0,0
,2094,166,141,0,5,5,0,90001,0,0,0
,2095,167,146,0,0,0,0,90001,0,0,0
,2096,168,146,0,0,0,0,90001,0,0,0
,2097,169,146,0,0,0,0,90001,0,0,0
,2098,169,146,0,1,1,0,90001,0,0,0
,2099,169,146,0,2,2,0,90001,0,0,0
,2100,169,146,0,3,3,0,90001,0,0,0
,2101,169,146,0,4,4,0,90001,0,0,0
,2102,169,146,0,5,5,0,90001,0,0,0
,2103,169,146,0,6,6,0,90001,0,0,0
,2104,170,146,0,0,0,0,90001,0,0,0
,2105,171,146,0,0,0,0,90001,0,0,0
,2106,171,146,0,1,1,0,90001,0,0,0
,2107,171,146,0,2,2,0,90001,0,0,0
,2108,171,146,0,3,3,0,90001,0,0,0
,2109,171,146,0,4,4,0,90001,0,0,0
,2110,171,146,0,5,5,0,90001,0,0,0
