ID,GossipNpcOption,LFGDungeonsID,TrainerID,GarrFollowerTypeID,CharShipmentID,GarrTalentTreeID,UiMapID,UiItemInteractionID,Field_10_0_0_45141_008,Field_10_0_0_45141_009,CovenantID,GossipIndex,TraitTreeID,ProfessionID,Field_10_0_2_46144_014,NeighborhoodMapID,SkillLineID
40252,3,0,0,0,0,0,0,0,0,0,0,96751,0,0,0,0,0
40253,3,0,0,0,0,0,0,0,0,0,0,96752,0,0,0,0,0
40254,3,0,0,0,0,0,0,0,0,0,0,96753,0,0,0,0,0
40255,1,0,0,0,0,0,0,0,0,0,0,96755,0,0,0,0,0
40256,1,0,0,0,0,0,0,0,0,0,0,96757,0,0,0,0,0
40257,1,0,0,0,0,0,0,0,0,0,0,96759,0,0,0,0,0
40258,1,0,0,0,0,0,0,0,0,0,0,96760,0,0,0,0,0
40259,1,0,0,0,0,0,0,0,0,0,0,96763,0,0,0,0,0
40260,1,0,0,0,0,0,0,0,0,0,0,96765,0,0,0,0,0
40261,3,0,0,0,0,0,0,0,0,0,0,96777,0,0,0,0,0
40262,3,0,0,0,0,0,0,0,0,0,0,96778,0,0,0,0,0
40263,3,0,0,0,0,0,0,0,0,0,0,96780,0,0,0,0,0
40264,3,0,0,0,0,0,0,0,0,0,0,96781,0,0,0,0,0
40265,3,0,0,0,0,0,0,0,0,0,0,96782,0,0,0,0,0
40266,3,0,0,0,0,0,0,0,0,0,0,96784,0,0,0,0,0
40267,1,0,0,0,0,0,0,0,0,0,0,96785,0,0,0,0,0
40268,3,0,0,0,0,0,0,0,0,0,0,96786,0,0,0,0,0
40269,3,0,0,0,0,0,0,0,0,0,0,96787,0,0,0,0,0
40270,3,0,0,0,0,0,0,0,0,0,0,96788,0,0,0,0,0
40271,1,0,0,0,0,0,0,0,0,0,0,96789,0,0,0,0,0
40272,1,0,0,0,0,0,0,0,0,0,0,96790,0,0,0,0,0
40273,1,0,0,0,0,0,0,0,0,0,0,96791,0,0,0,0,0
40274,1,0,0,0,0,0,0,0,0,0,0,96792,0,0,0,0,0
40275,3,0,0,0,0,0,0,0,0,0,0,96793,0,0,0,0,0
40276,1,0,0,0,0,0,0,0,0,0,0,96794,0,0,0,0,0
40277,12,0,0,0,0,0,0,0,0,0,0,96795,0,0,0,0,0
40278,3,0,0,0,0,0,0,0,0,0,0,96802,0,0,0,0,0
40279,3,0,0,0,0,0,0,0,0,0,0,96803,0,0,0,0,0
40280,3,0,0,0,0,0,0,0,0,0,0,96804,0,0,0,0,0
40281,3,0,0,0,0,0,0,0,0,0,0,96805,0,0,0,0,0
40282,3,0,0,0,0,0,0,0,0,0,0,96807,0,0,0,0,0
40283,3,0,0,0,0,0,0,0,0,0,0,96809,0,0,0,0,0
40284,3,0,0,0,0,0,0,0,0,0,0,96811,0,0,0,0,0
40285,3,0,0,0,0,0,0,0,0,0,0,96813,0,0,0,0,0
40286,3,0,0,0,0,0,0,0,0,0,0,96815,0,0,0,0,0
40287,1,0,0,0,0,0,0,0,0,0,0,96816,0,0,0,0,0
40288,7,0,0,0,0,0,0,0,0,0,0,96819,0,0,0,0,0
40289,3,0,0,0,0,0,0,0,0,0,0,96829,0,0,0,0,0
40290,3,0,23,0,0,0,0,0,0,0,0,96830,0,0,0,0,0
40291,3,0,0,0,0,0,0,0,0,0,0,96831,0,0,0,0,0
40292,3,0,0,0,0,0,0,0,0,0,0,96832,0,0,0,0,0
40293,3,0,0,0,0,0,0,0,0,0,0,96833,0,0,0,0,0
40294,2,0,0,0,0,0,0,0,0,0,0,96834,0,0,0,0,0
40295,1,0,0,0,0,0,0,0,0,0,0,96835,0,0,0,0,0
40296,1,0,0,0,0,0,0,0,0,0,0,96836,0,0,0,0,0
40297,1,0,0,0,0,0,0,0,0,0,0,96837,0,0,0,0,0
40298,2,0,0,0,0,0,0,0,0,0,0,96838,0,0,0,0,0
40299,3,0,0,0,0,0,0,0,0,0,0,96849,0,0,0,0,0
40300,2,0,0,0,0,0,0,0,0,0,0,96854,0,0,0,0,0
40301,2,0,0,0,0,0,0,0,0,0,0,96855,0,0,0,0,0
40302,3,0,0,0,0,0,0,0,0,0,0,96856,0,0,0,0,0
40303,3,0,0,0,0,0,0,0,0,0,0,96865,0,0,0,0,0
40304,3,0,0,0,0,0,0,0,0,0,0,96866,0,0,0,0,0
40305,3,0,0,0,0,0,0,0,0,0,0,96867,0,0,0,0,0
40306,3,0,0,0,0,0,0,0,0,0,0,96877,0,0,0,0,0
40307,3,0,0,0,0,0,0,0,0,0,0,96879,0,0,0,0,0
40308,3,0,0,0,0,0,0,0,0,0,0,96881,0,0,0,0,0
40309,3,0,0,0,0,0,0,0,0,0,0,96883,0,0,0,0,0
40310,1,0,0,0,0,0,0,0,0,0,0,96889,0,0,0,0,0
40311,1,0,0,0,0,0,0,0,0,0,0,96893,0,0,0,0,0
40312,3,0,0,0,0,0,0,0,0,0,0,96895,0,0,0,0,0
40313,3,0,0,0,0,0,0,0,0,0,0,96896,0,0,0,0,0
40314,3,0,0,0,0,0,0,0,0,0,0,96897,0,0,0,0,0
40315,3,0,0,0,0,0,0,0,0,0,0,96898,0,0,0,0,0
40316,3,0,0,0,0,0,0,0,0,0,0,96899,0,0,0,0,0
40317,3,0,0,0,0,0,0,0,0,0,0,96901,0,0,0,0,0
40318,3,0,0,0,0,0,0,0,0,0,0,96903,0,0,0,0,0
40319,3,0,0,0,0,0,0,0,0,0,0,96918,0,0,0,0,0
40320,3,0,0,0,0,0,0,0,0,0,0,96927,0,0,0,0,0
40321,5,0,0,0,0,0,0,0,0,0,0,96951,0,0,0,0,0
40322,3,0,0,0,0,0,0,0,0,0,0,96954,0,0,0,0,0
40323,1,0,0,0,0,0,0,0,0,0,0,96957,0,0,0,0,0
40324,3,0,0,0,0,0,0,0,0,0,0,96958,0,0,0,0,0
40327,2,0,0,0,0,0,0,0,0,0,0,96961,0,0,0,0,0
40328,2,0,0,0,0,0,0,0,0,0,0,96962,0,0,0,0,0
40329,1,0,0,0,0,0,0,0,0,0,0,96963,0,0,0,0,0
40330,3,0,0,0,0,0,0,0,0,0,0,96966,0,0,0,0,0
40331,3,0,0,0,0,0,0,0,0,0,0,96967,0,0,0,0,0
40332,3,0,0,0,0,0,0,0,0,0,0,96968,0,0,0,0,0
40333,3,0,0,0,0,0,0,0,0,0,0,96969,0,0,0,0,0
40334,3,0,0,0,0,0,0,0,0,0,0,96971,0,0,0,0,0
40335,7,0,0,0,0,0,0,0,0,0,0,96985,0,0,0,0,0
40336,8,0,0,0,0,0,0,0,0,0,0,96986,0,0,0,0,0
40337,7,0,0,0,0,0,0,0,0,0,0,96987,0,0,0,0,0
40338,8,0,0,0,0,0,0,0,0,0,0,96988,0,0,0,0,0
40339,3,0,0,0,0,0,0,0,0,0,0,97001,0,0,0,0,0
40340,1,0,0,0,0,0,0,0,0,0,0,97016,0,0,0,0,0
40341,1,0,0,0,0,0,0,0,0,0,0,97029,0,0,0,0,0
40342,1,0,0,0,0,0,0,0,0,0,0,97031,0,0,0,0,0
40343,3,0,0,0,0,0,0,0,0,0,0,97044,0,0,0,0,0
40344,3,0,0,0,0,0,0,0,0,0,0,97046,0,0,0,0,0
40345,3,0,0,0,0,0,0,0,0,0,0,97052,0,0,0,0,0
40346,1,0,0,0,0,0,0,0,0,0,0,97060,0,0,0,0,0
40347,3,0,0,0,0,0,0,0,0,0,0,97062,0,0,0,0,0
40348,3,0,0,0,0,0,0,0,0,0,0,97063,0,0,0,0,0
40349,3,0,0,0,0,0,0,0,0,0,0,97086,0,0,0,0,0
40350,3,0,0,0,0,0,0,0,0,0,0,97087,0,0,0,0,0
40351,3,0,0,0,0,0,0,0,0,0,0,97089,0,0,0,0,0
40352,3,0,0,0,0,0,0,0,0,0,0,97090,0,0,0,0,0
40353,3,0,0,0,0,0,0,0,0,0,0,97091,0,0,0,0,0
40354,3,0,0,0,0,0,0,0,0,0,0,97092,0,0,0,0,0
40355,3,0,0,0,0,0,0,0,0,0,0,97093,0,0,0,0,0
40356,3,0,0,0,0,0,0,0,0,0,0,97094,0,0,0,0,0
40357,3,0,0,0,0,0,0,0,0,0,0,97095,0,0,0,0,0
40358,3,0,0,0,0,0,0,0,0,0,0,97097,0,0,0,0,0
40359,3,0,0,0,0,0,0,0,0,0,0,97098,0,0,0,0,0
40360,3,0,0,0,0,0,0,0,0,0,0,97105,0,0,0,0,0
40361,1,0,0,0,0,0,0,0,0,0,0,97115,0,0,0,0,0
40362,1,0,0,0,0,0,0,0,0,0,0,97116,0,0,0,0,0
40363,1,0,0,0,0,0,0,0,0,0,0,97117,0,0,0,0,0
40364,1,0,0,0,0,0,0,0,0,0,0,97128,0,0,0,0,0
40365,3,0,0,0,0,0,0,0,0,0,0,97130,0,0,0,0,0
40366,1,0,0,0,0,0,0,0,0,0,0,97131,0,0,0,0,0
40367,3,0,0,0,0,0,0,0,0,0,0,97132,0,0,0,0,0
40368,3,0,0,0,0,0,0,0,0,0,0,97133,0,0,0,0,0
40369,3,0,0,0,0,0,0,0,0,0,0,97135,0,0,0,0,0
40370,3,0,0,0,0,0,0,0,0,0,0,97139,0,0,0,0,0
40371,3,0,0,0,0,0,0,0,0,0,0,97140,0,0,0,0,0
40372,3,0,0,0,0,0,0,0,0,0,0,97141,0,0,0,0,0
40373,3,0,0,0,0,0,0,0,0,0,0,97142,0,0,0,0,0
40374,3,0,0,0,0,0,0,0,0,0,0,97143,0,0,0,0,0
40375,3,0,0,0,0,0,0,0,0,0,0,97144,0,0,0,0,0
40376,3,0,0,0,0,0,0,0,0,0,0,97145,0,0,0,0,0
40377,3,0,0,0,0,0,0,0,0,0,0,97146,0,0,0,0,0
40378,3,0,0,0,0,0,0,0,0,0,0,97148,0,0,0,0,0
40379,3,0,0,0,0,0,0,0,0,0,0,97149,0,0,0,0,0
40380,3,0,0,0,0,0,0,0,0,0,0,97150,0,0,0,0,0
40381,3,0,0,0,0,0,0,0,0,0,0,97152,0,0,0,0,0
40382,3,0,0,0,0,0,0,0,0,0,0,97169,0,0,0,0,0
40383,3,0,0,0,0,0,0,0,0,0,0,97170,0,0,0,0,0
40384,3,0,0,0,0,0,0,0,0,0,0,97172,0,0,0,0,0
40385,3,0,0,0,0,0,0,0,0,0,0,97174,0,0,0,0,0
40386,3,0,0,0,0,0,0,0,0,0,0,97176,0,0,0,0,0
40387,3,0,0,0,0,0,0,0,0,0,0,97178,0,0,0,0,0
40388,3,0,0,0,0,0,0,0,0,0,0,97187,0,0,0,0,0
40389,3,0,0,0,0,0,0,0,0,0,0,97188,0,0,0,0,0
40390,3,0,0,0,0,0,0,0,0,0,0,97198,0,0,0,0,0
40391,3,0,0,0,0,0,0,0,0,0,0,97199,0,0,0,0,0
40392,3,0,0,0,0,0,0,0,0,0,0,97200,0,0,0,0,0
40393,3,0,0,0,0,0,0,0,0,0,0,97201,0,0,0,0,0
40394,3,0,0,0,0,0,0,0,0,0,0,97202,0,0,0,0,0
40395,1,0,0,0,0,0,0,0,0,0,0,97203,0,0,0,0,0
40396,3,0,0,0,0,0,0,0,0,0,0,97216,0,0,0,0,0
40397,3,0,0,0,0,0,0,0,0,0,0,97217,0,0,0,0,0
40398,3,0,0,0,0,0,0,0,0,0,0,97218,0,0,0,0,0
40399,3,0,0,0,0,0,0,0,0,0,0,97219,0,0,0,0,0
40400,3,0,0,0,0,0,0,0,0,0,0,97220,0,0,0,0,0
40401,3,0,0,0,0,0,0,0,0,0,0,97221,0,0,0,0,0
40402,3,0,0,0,0,0,0,0,0,0,0,97222,0,0,0,0,0
40403,3,0,0,0,0,0,0,0,0,0,0,97223,0,0,0,0,0
40404,3,0,0,0,0,0,0,0,0,0,0,97224,0,0,0,0,0
40405,3,0,0,0,0,0,0,0,0,0,0,97225,0,0,0,0,0
40406,3,0,0,0,0,0,0,0,0,0,0,97226,0,0,0,0,0
40407,2,0,0,0,0,0,0,0,0,0,0,97229,0,0,0,0,0
40408,3,0,0,0,0,0,0,0,0,0,0,97241,0,0,0,0,0
40409,1,0,0,0,0,0,0,0,0,0,0,97243,0,0,0,0,0
40410,1,0,0,0,0,0,0,0,0,0,0,97249,0,0,0,0,0
40411,5,0,0,0,0,0,0,0,0,0,0,97250,0,0,0,0,0
40412,3,0,0,0,0,0,0,0,0,0,0,97254,0,0,0,0,0
40413,1,0,0,0,0,0,0,0,0,0,0,97255,0,0,0,0,0
40414,3,0,0,0,0,0,0,0,0,0,0,97256,0,0,0,0,0
40415,3,0,0,0,0,0,0,0,0,0,0,97257,0,0,0,0,0
40416,3,0,0,0,0,0,0,0,0,0,0,97258,0,0,0,0,0
40417,3,0,0,0,0,0,0,0,0,0,0,97259,0,0,0,0,0
40418,3,0,0,0,0,0,0,0,0,0,0,97260,0,0,0,0,0
40419,1,0,0,0,0,0,0,0,0,0,0,97261,0,0,0,0,0
40420,1,0,0,0,0,0,0,0,0,0,0,97262,0,0,0,0,0
40421,3,0,0,0,0,0,0,0,0,0,0,97264,0,0,0,0,0
40422,3,0,0,0,0,0,0,0,0,0,0,97266,0,0,0,0,0
40423,3,0,0,0,0,0,0,0,0,0,0,97267,0,0,0,0,0
40424,3,0,0,0,0,0,0,0,0,0,0,97268,0,0,0,0,0
40425,3,0,0,0,0,0,0,0,0,0,0,97269,0,0,0,0,0
40426,2,0,0,0,0,0,0,0,0,0,0,97270,0,0,0,0,0
40427,1,0,0,0,0,0,0,0,0,0,0,97277,0,0,0,0,0
40428,3,0,0,0,0,0,0,0,0,0,0,97278,0,0,0,0,0
40429,3,0,0,0,0,0,0,0,0,0,0,97287,0,0,0,0,0
40430,3,0,0,0,0,0,0,0,0,0,0,97288,0,0,0,0,0
40431,3,0,0,0,0,0,0,0,0,0,0,97289,0,0,0,0,0
40432,3,0,0,0,0,0,0,0,0,0,0,97290,0,0,0,0,0
40433,3,0,0,0,0,0,0,0,0,0,0,97291,0,0,0,0,0
40434,3,0,0,0,0,0,0,0,0,0,0,97293,0,0,0,0,0
40435,3,0,0,0,0,0,0,0,0,0,0,97295,0,0,0,0,0
40436,3,0,0,0,0,0,0,0,0,0,0,97297,0,0,0,0,0
40437,3,0,0,0,0,0,0,0,0,0,0,97299,0,0,0,0,0
40438,11,0,0,0,0,0,0,0,0,0,0,97301,0,0,0,0,0
40439,3,0,0,0,0,0,0,0,0,0,0,97303,0,0,0,0,0
40440,11,0,0,0,0,0,0,0,0,0,0,97304,0,0,0,0,0
40441,3,0,0,0,0,0,0,0,0,0,0,97306,0,0,0,0,0
40442,3,0,0,0,0,0,0,0,0,0,0,97308,0,0,0,0,0
40443,3,0,0,0,0,0,0,0,0,0,0,97310,0,0,0,0,0
40444,3,0,0,0,0,0,0,0,0,0,0,97312,0,0,0,0,0
40445,3,0,0,0,0,0,0,0,0,0,0,97314,0,0,0,0,0
40446,1,0,0,0,0,0,0,0,0,0,0,97317,0,0,0,0,0
40447,1,0,0,0,0,0,0,0,0,0,0,97318,0,0,0,0,0
40448,3,0,0,0,0,0,0,0,0,0,0,97319,0,0,0,0,0
40449,3,0,0,0,0,0,0,0,0,0,0,97320,0,0,0,0,0
40450,3,0,0,0,0,0,0,0,0,0,0,97322,0,0,0,0,0
40451,3,0,0,0,0,0,0,0,0,0,0,97323,0,0,0,0,0
40452,3,0,0,0,0,0,0,0,0,0,0,97324,0,0,0,0,0
40453,3,0,0,0,0,0,0,0,0,0,0,97325,0,0,0,0,0
40454,3,0,0,0,0,0,0,0,0,0,0,97326,0,0,0,0,0
40455,2,0,0,0,0,0,0,0,0,0,0,97327,0,0,0,0,0
40456,1,0,0,0,0,0,0,0,0,0,0,97328,0,0,0,0,0
40457,2,0,0,0,0,0,0,0,0,0,0,97329,0,0,0,0,0
40458,3,0,0,0,0,0,0,0,0,0,0,97330,0,0,0,0,0
40459,3,0,0,0,0,0,0,0,0,0,0,97333,0,0,0,0,0
40460,3,0,0,0,0,0,0,0,0,0,0,97340,0,0,0,0,0
40461,3,0,0,0,0,0,0,0,0,0,0,97346,0,0,0,0,0
40462,3,0,0,0,0,0,0,0,0,0,0,97348,0,0,0,0,0
40463,1,0,0,0,0,0,0,0,0,0,0,97354,0,0,0,0,0
40464,3,0,0,0,0,0,0,0,0,0,0,97362,0,0,0,0,0
40465,3,0,0,0,0,0,0,0,0,0,0,97363,0,0,0,0,0
40466,3,0,0,0,0,0,0,0,0,0,0,97386,0,0,0,0,0
40467,11,0,0,0,0,0,0,0,0,0,0,97387,0,0,0,0,0
40468,11,0,0,0,0,0,0,0,0,0,0,97388,0,0,0,0,0
40469,1,0,0,0,0,0,0,0,0,0,0,97389,0,0,0,0,0
40470,3,0,0,0,0,0,0,0,0,0,0,97391,0,0,0,0,0
40471,3,0,0,0,0,0,0,0,0,0,0,97393,0,0,0,0,0
40472,3,0,0,0,0,0,0,0,0,0,0,97395,0,0,0,0,0
40473,3,0,0,0,0,0,0,0,0,0,0,97397,0,0,0,0,0
40474,3,0,0,0,0,0,0,0,0,0,0,97399,0,0,0,0,0
40475,3,0,0,0,0,0,0,0,0,0,0,97401,0,0,0,0,0
40476,3,0,0,0,0,0,0,0,0,0,0,97403,0,0,0,0,0
40477,3,0,0,0,0,0,0,0,0,0,0,97405,0,0,0,0,0
40478,3,0,0,0,0,0,0,0,0,0,0,97417,0,0,0,0,0
40479,3,0,0,0,0,0,0,0,0,0,0,97419,0,0,0,0,0
40480,3,0,0,0,0,0,0,0,0,0,0,97421,0,0,0,0,0
40481,3,0,0,0,0,0,0,0,0,0,0,97423,0,0,0,0,0
40482,3,0,0,0,0,0,0,0,0,0,0,97425,0,0,0,0,0
40483,3,0,0,0,0,0,0,0,0,0,0,97427,0,0,0,0,0
40484,3,0,0,0,0,0,0,0,0,0,0,97428,0,0,0,0,0
40485,3,0,0,0,0,0,0,0,0,0,0,97431,0,0,0,0,0
40486,1,0,0,0,0,0,0,0,0,0,0,97432,0,0,0,0,0
40487,1,0,0,0,0,0,0,0,0,0,0,97433,0,0,0,0,0
40488,3,0,0,0,0,0,0,0,0,0,0,97438,0,0,0,0,0
40489,3,0,0,0,0,0,0,0,0,0,0,97440,0,0,0,0,0
40490,3,0,0,0,0,0,0,0,0,0,0,97442,0,0,0,0,0
40491,3,0,0,0,0,0,0,0,0,0,0,97444,0,0,0,0,0
40492,3,0,0,0,0,0,0,0,0,0,0,97446,0,0,0,0,0
40493,3,0,0,0,0,0,0,0,0,0,0,97455,0,0,0,0,0
40494,3,0,0,0,0,0,0,0,0,0,0,97464,0,0,0,0,0
40495,3,0,0,0,0,0,0,0,0,0,0,97465,0,0,0,0,0
40496,3,0,0,0,0,0,0,0,0,0,0,97466,0,0,0,0,0
40497,3,0,0,0,0,0,0,0,0,0,0,97467,0,0,0,0,0
40498,3,0,0,0,0,0,0,0,0,0,0,97476,0,0,0,0,0
40499,3,0,0,0,0,0,0,0,0,0,0,97477,0,0,0,0,0
40500,3,0,0,0,0,0,0,0,0,0,0,97478,0,0,0,0,0
40501,1,0,0,0,0,0,0,0,0,0,0,97479,0,0,0,0,0
40502,1,0,0,0,0,0,0,0,0,0,0,97480,0,0,0,0,0
40503,1,0,0,0,0,0,0,0,0,0,0,97481,0,0,0,0,0
40504,1,0,0,0,0,0,0,0,0,0,0,97482,0,0,0,0,0
40505,3,0,0,0,0,0,0,0,0,0,0,97483,0,0,0,0,0
40506,3,0,0,0,0,0,0,0,0,0,0,97484,0,0,0,0,0
40507,3,0,0,0,0,0,0,0,0,0,0,97485,0,0,0,0,0
40508,3,0,0,0,0,0,0,0,0,0,0,97486,0,0,0,0,0
40509,3,0,0,0,0,0,0,0,0,0,0,97489,0,0,0,0,0
40510,3,0,0,0,0,0,0,0,0,0,0,97491,0,0,0,0,0
40511,3,0,0,0,0,0,0,0,0,0,0,97493,0,0,0,0,0
40512,9,0,0,0,0,0,0,0,0,0,0,97494,0,0,0,0,0
40513,9,0,0,0,0,0,0,0,0,0,0,97495,0,0,0,0,0
40514,3,0,0,0,0,0,0,0,0,0,0,97496,0,0,0,0,0
40515,3,0,0,0,0,0,0,0,0,0,0,97497,0,0,0,0,0
40516,3,0,0,0,0,0,0,0,0,0,0,97498,0,0,0,0,0
40517,3,0,0,0,0,0,0,0,0,0,0,97499,0,0,0,0,0
40518,3,0,0,0,0,0,0,0,0,0,0,97500,0,0,0,0,0
40519,3,0,0,0,0,0,0,0,0,0,0,97501,0,0,0,0,0
40520,3,0,0,0,0,0,0,0,0,0,0,97506,0,0,0,0,0
40521,3,0,0,0,0,0,0,0,0,0,0,97518,0,0,0,0,0
40522,3,0,0,0,0,0,0,0,0,0,0,97519,0,0,0,0,0
40523,3,0,0,0,0,0,0,0,0,0,0,97520,0,0,0,0,0
40524,3,0,0,0,0,0,0,0,0,0,0,97529,0,0,0,0,0
40525,3,0,0,0,0,0,0,0,0,0,0,97531,0,0,0,0,0
40526,3,0,0,0,0,0,0,0,0,0,0,97533,0,0,0,0,0
40527,3,0,0,0,0,0,0,0,0,0,0,97539,0,0,0,0,0
40528,1,0,0,0,0,0,0,0,0,0,0,97582,0,0,0,0,0
40529,9,0,0,0,0,0,0,0,0,0,0,97591,0,0,0,0,0
40530,1,0,0,0,0,0,0,0,0,0,0,97592,0,0,0,0,0
40531,9,0,0,0,0,0,0,0,0,0,0,97593,0,0,0,0,0
40532,3,0,0,0,0,0,0,0,0,0,0,97631,0,0,0,0,0
40533,1,0,0,0,0,0,0,0,0,0,0,97634,0,0,0,0,0
40534,5,0,0,0,0,0,0,0,0,0,0,97636,0,0,0,0,0
40535,1,0,0,0,0,0,0,0,0,0,0,97637,0,0,0,0,0
40536,1,0,0,0,0,0,0,0,0,0,0,97640,0,0,0,0,0
40537,1,0,0,0,0,0,0,0,0,0,0,97641,0,0,0,0,0
40538,1,0,0,0,0,0,0,0,0,0,0,97643,0,0,0,0,0
40539,9,0,0,0,0,0,0,0,0,0,0,97644,0,0,0,0,0
40540,9,0,0,0,0,0,0,0,0,0,0,97645,0,0,0,0,0
40541,12,0,0,0,0,0,0,0,0,0,0,97653,0,0,0,0,0
40542,1,0,0,0,0,0,0,0,0,0,0,97656,0,0,0,0,0
40543,3,0,0,0,0,0,0,0,0,0,0,97658,0,0,0,0,0
40544,3,0,0,0,0,0,0,0,0,0,0,97659,0,0,0,0,0
40545,3,0,0,0,0,0,0,0,0,0,0,97670,0,0,0,0,0
40546,1,0,0,0,0,0,0,0,0,0,0,97690,0,0,0,0,0
40547,5,0,0,0,0,0,0,0,0,0,0,97691,0,0,0,0,0
40548,9,0,0,0,0,0,0,0,0,0,0,97703,0,0,0,0,0
40549,9,0,0,0,0,0,0,0,0,0,0,97704,0,0,0,0,0
40550,9,0,0,0,0,0,0,0,0,0,0,97705,0,0,0,0,0
40551,1,0,0,0,0,0,0,0,0,0,0,97736,0,0,0,0,0
40552,1,0,0,0,0,0,0,0,0,0,0,97742,0,0,0,0,0
40553,9,0,0,0,0,0,0,0,0,0,0,97747,0,0,0,0,0
40554,9,0,0,0,0,0,0,0,0,0,0,97748,0,0,0,0,0
40555,3,0,0,0,0,0,0,0,0,0,0,97754,0,0,0,0,0
40556,3,0,0,0,0,0,0,0,0,0,0,97756,0,0,0,0,0
40557,3,0,0,0,0,0,0,0,0,0,0,97789,0,0,0,0,0
40558,3,0,0,0,0,0,0,0,0,0,0,97803,0,0,0,0,0
40559,3,0,0,0,0,0,0,0,0,0,0,97804,0,0,0,0,0
40560,3,0,0,0,0,0,0,0,0,0,0,97821,0,0,0,0,0
40561,3,0,0,0,0,0,0,0,0,0,0,97822,0,0,0,0,0
40562,3,0,0,0,0,0,0,0,0,0,0,97826,0,0,0,0,0
40563,3,0,0,0,0,0,0,0,0,0,0,97827,0,0,0,0,0
40564,2,0,0,0,0,0,0,0,0,0,0,97834,0,0,0,0,0
40565,3,0,0,0,0,0,0,0,0,0,0,97835,0,0,0,0,0
40566,3,0,0,0,0,0,0,0,0,0,0,97836,0,0,0,0,0
40567,1,0,0,0,0,0,0,0,0,0,0,97841,0,0,0,0,0
40568,9,0,0,0,0,0,0,0,0,0,0,97842,0,0,0,0,0
40569,9,0,0,0,0,0,0,0,0,0,0,97843,0,0,0,0,0
40570,1,0,0,0,0,0,0,0,0,0,0,97863,0,0,0,0,0
40571,1,0,0,0,0,0,0,0,0,0,0,97864,0,0,0,0,0
40572,1,0,0,0,0,0,0,0,0,0,0,97866,0,0,0,0,0
40573,3,0,0,0,0,0,0,0,0,0,0,97867,0,0,0,0,0
40574,1,0,0,0,0,0,0,0,0,0,0,97873,0,0,0,0,0
40575,1,0,0,0,0,0,0,0,0,0,0,97874,0,0,0,0,0
40576,3,0,0,0,0,0,0,0,0,0,0,97876,0,0,0,0,0
40577,1,0,0,0,0,0,0,0,0,0,0,97877,0,0,0,0,0
40578,3,0,0,0,0,0,0,0,0,0,0,97878,0,0,0,0,0
40579,3,0,0,0,0,0,0,0,0,0,0,97879,0,0,0,0,0
40580,3,0,0,0,0,0,0,0,0,0,0,97880,0,0,0,0,0
40581,3,0,0,0,0,0,0,0,0,0,0,97881,0,0,0,0,0
40582,3,0,0,0,0,0,0,0,0,0,0,97882,0,0,0,0,0
40583,1,0,0,0,0,0,0,0,0,0,0,97894,0,0,0,0,0
40584,3,0,0,0,0,0,0,0,0,0,0,97913,0,0,0,0,0
40585,2,0,0,0,0,0,0,0,0,0,0,97914,0,0,0,0,0
40586,2,0,0,0,0,0,0,0,0,0,0,97915,0,0,0,0,0
40587,1,0,0,0,0,0,0,0,0,0,0,97917,0,0,0,0,0
40588,1,0,0,0,0,0,0,0,0,0,0,97919,0,0,0,0,0
40589,1,0,0,0,0,0,0,0,0,0,0,97921,0,0,0,0,0
40590,1,0,0,0,0,0,0,0,0,0,0,97923,0,0,0,0,0
40591,3,0,0,0,0,0,0,0,0,0,0,97925,0,0,0,0,0
40592,3,0,0,0,0,0,0,0,0,0,0,97926,0,0,0,0,0
40593,1,0,0,0,0,0,0,0,0,0,0,97928,0,0,0,0,0
40594,3,0,0,0,0,0,0,0,0,0,0,97929,0,0,0,0,0
40595,3,0,0,0,0,0,0,0,0,0,0,97931,0,0,0,0,0
40596,3,0,0,0,0,0,0,0,0,0,0,97933,0,0,0,0,0
40597,1,0,0,0,0,0,0,0,0,0,0,97934,0,0,0,0,0
40598,3,0,0,0,0,0,0,0,0,0,0,97935,0,0,0,0,0
40599,3,0,0,0,0,0,0,0,0,0,0,97936,0,0,0,0,0
40600,3,0,0,0,0,0,0,0,0,0,0,97937,0,0,0,0,0
40601,1,0,0,0,0,0,0,0,0,0,0,97970,0,0,0,0,0
40602,1,0,0,0,0,0,0,0,0,0,0,97971,0,0,0,0,0
40603,3,0,0,0,0,0,0,0,0,0,0,97972,0,0,0,0,0
40604,3,0,0,0,0,0,0,0,0,0,0,98012,0,0,0,0,0
40605,9,0,0,0,0,0,0,0,0,0,0,98023,0,0,0,0,0
40606,2,0,0,0,0,0,0,0,0,0,0,98024,0,0,0,0,0
40607,2,0,0,0,0,0,0,0,0,0,0,98025,0,0,0,0,0
40608,3,0,0,0,0,0,0,0,0,0,0,98026,0,0,0,0,0
40609,1,0,0,0,0,0,0,0,0,0,0,98049,0,0,0,0,0
40610,3,0,0,0,0,0,0,0,0,0,0,98050,0,0,0,0,0
40611,3,0,0,0,0,0,0,0,0,0,0,98051,0,0,0,0,0
40612,3,0,0,0,0,0,0,0,0,0,0,98052,0,0,0,0,0
40613,3,0,0,0,0,0,0,0,0,0,0,98059,0,0,0,0,0
40614,3,0,0,0,0,0,0,0,0,0,0,98060,0,0,0,0,0
40615,9,0,0,0,0,0,0,0,0,0,0,98061,0,0,0,0,0
40616,9,0,0,0,0,0,0,0,0,0,0,98062,0,0,0,0,0
40617,3,0,0,0,0,0,0,0,0,0,0,98071,0,0,0,0,0
