ID,GarrMechanicID,GarrMechanicSetID,GarrEncounterID
2292,0,3,1106
2293,0,3,1107
2294,0,3,1108
2295,0,3,903
2296,0,3,1104
2297,0,3,1109
2298,0,3,1115
2299,0,3,1119
2300,0,3,1122
2301,0,3,1110
2302,0,3,1111
2303,0,3,1120
2304,0,3,889
2305,0,3,1112
2306,0,3,1113
2307,0,3,1121
2308,0,3,1017
2309,0,3,1114
2316,0,9,1130
2329,0,6,1141
2330,0,6,1142
2331,0,6,1143
2332,0,6,1144
2333,0,6,1145
2334,0,6,1146
2335,0,6,1147
2336,0,6,1148
2341,96,0,1153
2342,96,0,1154
2349,0,3,1158
2350,0,2,1159
2351,0,5,1160
2352,0,4,1161
2353,0,6,1162
2354,0,2,1157
2355,0,11,1163
2356,0,2,1164
2358,0,3,1166
2359,0,3,1167
2360,0,2,1168
2361,0,2,1169
2362,0,8,1170
2364,0,2,1172
2365,0,2,1173
2366,0,2,1174
2367,0,3,1175
2368,0,2,1176
2369,0,2,1177
2371,0,8,1179
2372,0,8,1180
2374,0,2,1182
2375,0,2,1183
2377,0,2,1185
2379,0,2,1187
2380,0,2,1188
2381,0,3,1189
2382,0,3,1190
2383,0,2,1191
2384,0,3,1192
2385,0,2,1193
2386,0,2,1194
2387,0,2,1195
2388,0,2,1196
2389,0,2,1197
2392,0,2,1200
2393,0,2,1201
2394,0,2,1202
2395,0,2,1203
2396,0,2,1204
2397,0,2,1205
2398,0,2,1206
2399,0,2,1207
2400,0,2,1208
2401,0,2,1209
2402,0,2,1210
2403,0,2,1211
2404,0,2,1212
2406,0,6,1214
2408,0,2,1216
2409,0,2,1217
2410,0,2,1218
2411,0,2,1219
2412,0,2,1220
2413,0,2,1221
2414,0,2,1222
2415,0,2,1223
2416,0,8,1224
2417,0,3,1225
2418,0,3,1226
2420,0,2,1229
2421,0,2,1230
2422,0,3,1231
2423,0,2,1232
2424,0,2,1233
2425,0,2,1234
2427,0,2,1236
2428,0,3,1237
2429,0,2,1238
2430,0,2,1239
2431,0,2,1240
2432,0,3,1241
2433,0,2,1242
2434,0,2,1243
2435,0,2,1244
2436,0,2,1245
2437,0,2,1246
2438,0,2,1247
2439,0,2,1248
2441,0,2,1250
2442,0,2,1251
2443,0,2,1252
2444,0,2,1253
2445,0,2,1254
2446,0,2,1255
2447,0,2,1256
2448,0,2,1257
2449,0,8,1258
2451,0,2,1260
2452,0,2,1261
2453,0,2,1262
2454,0,2,1263
2455,0,2,1264
2456,0,2,1265
2457,0,2,1266
2458,0,2,1267
2459,0,2,1268
2460,0,2,1269
2461,0,2,1270
2462,0,2,1271
2463,0,2,1272
2464,0,2,1273
2465,0,2,1274
2466,0,3,1275
2468,0,2,1277
2469,0,2,1278
2470,0,2,1279
2471,0,2,1280
2472,0,2,1281
2473,0,6,1282
2475,0,2,1284
2476,0,2,1285
2477,0,2,1286
2478,0,2,1287
2479,0,2,1288
2480,0,2,1289
2482,0,3,1291
2483,0,11,1292
2484,0,3,1293
2486,0,11,1186
2487,0,2,1171
2488,0,3,1295
2489,0,3,1296
2490,0,3,1297
2491,0,3,1298
2492,0,8,1299
2493,0,3,1300
2494,0,3,1301
2495,0,8,1198
2496,0,6,1302
2497,0,2,1303
2498,0,3,1304
2499,0,2,1305
2500,0,8,1306
2501,0,11,1307
2502,0,3,1308
2503,0,3,1309
2504,0,3,1310
2505,0,3,1311
2506,0,3,1312
2507,0,3,1313
2508,0,3,1314
2509,0,3,1315
2510,0,8,1316
2511,0,11,1317
2512,0,3,1318
2513,0,3,1319
2514,0,3,1320
2515,0,3,1321
2516,0,11,1322
2517,0,3,1323
2518,0,3,1324
2519,0,3,1325
2520,0,3,1326
2521,0,3,1327
2522,0,3,1328
2523,0,8,1329
2524,0,8,1330
2525,0,3,1331
2526,0,3,1332
2527,0,3,1333
2528,0,3,1334
2529,0,3,1335
2530,0,3,1336
2531,0,3,1337
2532,0,3,1338
2533,0,3,1339
2534,0,3,1340
2535,0,3,1341
2536,0,3,1342
2537,0,8,1343
2538,0,11,1344
2539,0,8,1345
2540,0,3,1346
2541,0,3,1347
2542,0,3,1348
2543,0,3,1349
2544,0,3,1350
2545,0,8,1351
2546,0,2,1352
2547,0,2,1353
2548,0,3,1354
2549,0,2,1355
2550,0,3,1356
2552,0,5,1358
2553,0,3,1359
2556,0,3,1362
2557,0,5,1363
2558,0,6,1364
2559,0,7,1365
2560,0,9,1366
2561,0,8,1367
2562,0,2,1368
2563,0,8,1369
2564,0,2,1370
2565,0,9,1371
2566,0,8,1372
2567,0,2,1373
2568,0,7,1374
2569,0,8,1375
2570,0,2,1376
2571,0,8,1377
2572,0,2,1378
2573,0,7,1379
2574,0,9,1380
2575,0,2,1381
2576,0,10,1382
2577,0,12,1383
2578,0,12,1385
2579,0,2,1386
2580,0,11,1387
2581,0,10,1388
2582,0,10,1390
2583,0,10,1394
2584,0,2,1389
2585,0,2,1392
2586,0,2,1384
2587,0,3,1393
2588,0,11,1391
2589,0,2,1395
2590,0,2,1396
2591,0,2,1397
2592,0,11,1398
2593,0,2,1399
2595,0,3,1401
2597,0,5,1403
2598,0,3,1404
2599,0,3,1406
2600,0,2,1407
2601,0,8,1408
2602,0,2,1409
2603,0,7,1410
2604,0,8,1411
2605,0,6,1412
2606,0,9,1413
2607,0,8,1414
2608,0,2,1415
2609,0,7,1416
2610,0,8,1417
2611,0,2,1418
2612,0,8,1419
2613,0,9,1420
2614,0,2,1421
2615,0,10,1422
2616,0,11,1423
2617,0,2,1424
2618,0,10,1425
2619,0,9,1426
2620,0,2,1427
2621,0,11,1428
2622,0,2,1429
2623,0,11,1430
2624,0,12,1431
2625,0,2,1432
2626,0,10,1433
2627,0,11,1434
2628,0,2,1435
2629,0,11,1436
2630,0,2,1437
2631,0,11,1438
2632,0,12,1439
2633,0,12,1440
2637,0,3,1156
2638,0,2,1442
2639,0,7,1443
2640,0,2,1444
2641,0,8,1445
2642,0,2,1446
2643,0,9,1447
2644,0,8,1448
2645,0,2,1449
2646,0,7,1450
2647,0,8,1451
2648,0,2,1452
2649,0,8,1453
2650,0,9,1454
2651,0,2,1455
2652,0,10,1456
2653,0,11,1457
2654,0,2,1458
2655,0,12,1459
2656,0,2,1460
2657,0,11,1461
2658,0,10,1462
2659,0,2,1463
2660,0,11,1464
2661,0,7,1465
2662,0,2,1466
2663,0,12,1467
2664,0,11,1468
2665,0,6,1469
2668,0,5,1472
2669,0,8,1473
2670,0,2,1474
2671,0,8,1475
2672,0,7,1476
2673,0,2,1477
2674,0,8,1478
2675,0,2,1479
2676,0,9,1480
2677,0,8,1481
2678,0,2,1482
2679,0,8,1483
2680,0,2,1484
2681,0,9,1485
2682,0,2,1486
2683,0,11,1487
2684,0,10,1488
2685,0,2,1489
2686,0,12,1490
2687,0,10,1491
2688,0,11,1492
2689,0,2,1493
2690,0,2,1495
2691,0,11,1496
2692,0,12,1497
2693,0,2,1498
2694,0,11,1499
2695,0,10,1500
2696,0,6,1501
2697,0,3,1502
2699,0,7,1504
2700,0,8,1505
2701,0,2,1506
2702,0,8,1507
2703,0,2,1508
2704,0,9,1509
2705,0,8,1510
2706,0,7,1511
2707,0,2,1512
2708,0,8,1513
2709,0,9,1514
2710,0,2,1515
2711,0,6,1516
2712,0,8,1517
2713,0,9,1518
2714,0,2,1519
2715,0,10,1520
2716,0,12,1521
2717,0,2,1522
2718,0,12,1523
2719,0,11,1524
2720,0,2,1525
2721,0,12,1526
2722,0,11,1527
2723,0,2,1528
2724,0,11,1529
2725,0,10,1530
2726,0,2,1531
2727,0,5,1532
2728,0,4,1533
2729,0,2,1534
2730,0,12,1535
2731,0,10,1536
2732,96,0,1024
2733,104,0,1026
2734,122,0,1537
2735,97,0,1538
2738,87,0,1540
2739,121,0,1357
2740,94,0,1541
2741,96,0,1360
2742,121,0,1542
2743,96,0,1543
2744,94,0,1544
2745,121,0,1545
2746,96,0,1470
2748,122,0,1547
2749,97,0,1441
2750,104,0,1548
2751,97,0,1549
2752,97,0,1550
2753,94,0,1551
2754,97,0,960
2755,122,0,1552
2756,94,0,1554
2757,122,0,1555
2758,97,0,1400
2759,104,0,1556
2760,122,0,1557
2761,97,0,1558
2762,87,0,1559
2763,121,0,1560
2764,96,0,1561
2765,94,0,1562
2766,122,0,1563
2767,97,0,1564
2768,87,0,1565
2769,0,6,1249
2770,0,6,965
2771,0,6,1062
2772,0,6,1402
2773,0,6,1361
2774,104,0,1546
2775,97,0,1553
2776,0,6,1566
2777,0,3,1567
2778,0,6,1568
2779,0,8,1569
2781,0,6,1571
2782,0,4,1572
2783,0,6,1573
2784,0,10,1574
2785,0,2,1575
2786,0,8,1576
2787,0,7,1577
2788,0,2,1578
2789,0,8,1579
2790,0,9,1580
2791,0,2,1581
2792,0,8,1582
2793,0,9,1583
2794,0,2,1584
2795,0,3,1585
2796,0,7,1586
2797,0,7,1587
2798,0,8,1588
2799,0,2,1589
2800,0,2,1590
2801,0,8,1591
2802,0,9,1592
2803,0,2,1593
2804,0,11,1594
2805,0,12,1595
2806,0,11,1596
2807,0,2,1597
2809,0,10,1599
2810,0,2,1600
2811,0,11,1601
2812,0,12,1602
2813,0,2,1603
2814,0,11,1604
2815,0,10,1605
2816,0,2,1606
2817,0,11,1607
2818,0,10,1608
2819,0,2,1609
2820,0,11,1610
2821,0,11,1611
2823,0,2,1613
2824,0,11,1614
2825,0,2,1615
2827,0,2,1617
2828,0,11,1618
2829,0,3,1619
2830,0,2,1620
2831,0,3,1621
2832,0,2,1623
2833,0,3,1624
2834,0,3,1625
2835,0,2,1626
2836,0,11,1627
2837,0,3,1628
2838,0,2,1629
2839,0,3,1630
2840,0,3,1631
2841,0,2,1228
2842,0,2,1632
2843,0,3,1633
2844,0,2,1634
2845,0,3,1635
2846,0,2,1636
2847,0,2,1637
2848,0,3,1638
2849,0,2,1639
2850,0,3,1640
2851,0,4,929
2852,0,4,1152
2853,0,9,1007
2854,0,9,931
2855,0,12,1004
2856,0,12,1127
2857,0,4,925
2858,0,4,1131
2859,0,12,913
2860,0,4,1123
2861,0,9,1132
2862,0,4,1124
2863,0,4,930
2864,0,4,1150
2865,0,4,1125
2866,0,4,920
2867,0,12,1013
2868,0,9,1128
2869,0,12,1126
2870,0,9,1151
2871,0,4,1129
2872,0,10,1133
2873,0,5,934
2874,0,7,1138
2875,0,5,1011
2876,0,5,922
2877,0,5,1134
2878,0,10,1135
2879,0,5,1136
2880,0,7,926
2881,0,5,928
2882,0,5,1140
2883,0,12,1616
2884,0,7,1008
2885,0,7,927
2886,0,7,1149
2888,0,3,1642
2889,0,5,1643
2890,0,2,1644
2891,0,8,1645
2892,0,7,1646
2893,0,2,1647
2894,0,8,1648
2895,0,9,1649
2896,0,2,1650
2897,0,8,1651
2898,0,7,1652
2899,0,2,1653
2900,0,8,1654
2901,0,9,1657
2902,0,2,1658
2903,0,8,1659
2904,0,7,1655
2905,0,2,1660
2906,0,9,1661
2907,0,7,1662
2908,0,2,1663
2909,0,11,1664
2910,0,10,1665
2911,0,2,1666
2912,0,12,1667
2913,0,10,1668
2914,0,2,1669
2915,0,9,1670
2916,0,11,1671
2917,0,2,1672
2918,0,11,1673
2919,0,10,1674
2920,0,2,1675
2921,0,11,1676
2922,0,10,1677
2924,0,8,1680
2925,0,7,1679
2926,0,4,1681
2927,0,2,1682
2928,0,2,1683
2929,0,8,1684
2930,0,9,1685
2931,0,2,1686
2932,0,7,1687
2933,0,9,1688
2934,0,2,1689
2935,0,8,1690
2936,0,9,1691
2937,0,2,1692
2938,0,8,1693
2940,0,2,1695
2941,0,11,1696
2942,0,10,1697
2943,0,2,1698
2944,0,11,1699
2945,0,12,1700
2946,0,2,1701
2947,0,11,1702
2948,0,10,1703
2949,0,2,1704
2950,0,10,1705
2951,0,12,1706
2952,0,2,1707
2953,0,11,1708
2954,0,12,1709
2955,0,2,1710
2956,0,10,1711
2957,0,3,1712
2958,0,5,1713
2959,0,2,1714
2960,0,4,1715
2962,0,6,1717
2963,0,9,1718
2964,0,7,1719
2965,0,2,1720
2966,0,8,1721
2967,0,7,1722
2968,0,7,1723
2969,0,8,1724
2970,0,7,1725
2971,0,8,1726
2972,0,8,1727
2973,0,9,1728
2974,0,2,1729
2975,0,8,1730
2976,0,7,1731
2977,0,9,1732
2978,0,7,1733
2979,0,7,1734
2980,0,2,1735
2981,0,9,1736
2982,0,7,1737
2983,0,9,1738
2984,0,5,1739
2985,0,3,1740
2986,0,4,1741
2987,0,2,1742
2988,0,5,1743
2989,0,4,1744
2990,0,2,1745
2991,0,3,1746
2992,0,4,1747
2993,0,2,1748
2994,0,3,1749
2995,0,2,1750
2996,0,3,1751
2997,0,4,1752
2998,0,2,1753
2999,0,3,1754
3000,0,4,1755
3001,0,3,1756
3002,0,2,1757
3003,0,3,1758
3004,0,2,1759
3005,0,5,1760
3006,0,3,1761
3007,0,2,1762
3008,0,4,1763
3009,0,3,1764
3010,0,2,1765
3011,0,2,1766
3012,0,3,1767
3013,0,2,1768
3014,0,3,1769
3015,0,4,1770
3016,0,2,1771
3017,0,3,1772
3018,0,5,1773
3019,0,3,1774
3020,0,2,1775
3021,0,5,1776
3022,0,3,1777
3023,0,2,1778
3024,0,4,1779
3025,0,3,1780
3026,0,2,1781
3027,0,4,1782
3028,0,2,1783
3029,0,3,1784
3030,0,5,1785
3031,0,3,1786
3032,0,2,1787
3033,0,5,1788
3034,0,3,1789
3035,0,2,1790
3036,0,4,1791
3037,0,3,1792
3038,0,2,1793
3039,0,4,1794
3040,0,3,1795
3041,0,5,1796
3042,0,2,1797
3043,0,3,1798
3044,0,5,1799
3045,0,2,1800
3046,0,3,1801
3047,0,5,1802
3048,0,2,1803
3049,0,3,1804
3050,0,4,1805
3051,0,2,1806
3052,0,3,1807
3053,0,4,1808
3054,0,2,1809
3055,0,3,1810
3056,0,5,1811
3057,0,2,1812
3058,0,2,1813
3059,0,3,1814
3060,0,12,1815
3061,0,2,1816
3062,0,3,1817
3063,0,4,1818
3064,0,3,1819
3065,0,2,1820
3066,0,4,1821
3067,0,2,1822
3068,0,4,1823
3069,0,3,1824
3070,0,2,1825
3071,0,5,1826
3072,0,3,1827
3073,0,4,1828
3074,0,2,1830
3075,0,4,1831
3076,0,5,1832
3077,0,2,1833
3078,0,3,1834
3079,0,3,1835
3080,0,2,1836
3081,0,3,1837
3082,0,5,1838
3083,0,2,1839
3084,0,2,1840
3085,0,3,1841
3086,0,2,1842
3087,0,4,1843
3088,0,5,1844
3089,0,2,1845
3090,0,3,1846
3091,0,5,1847
3092,0,2,1848
3093,0,3,1849
3094,0,4,1850
3095,0,2,1851
3096,0,3,1852
3097,0,3,1853
3098,0,4,1854
3099,0,3,1855
3100,0,4,1856
3101,0,3,1857
3102,0,2,1858
3103,0,3,1859
3104,0,5,1860
3105,0,2,1861
3106,0,3,1862
3107,0,2,1864
3108,0,4,1865
3109,0,5,1866
3110,0,3,1867
3111,0,4,1868
3112,0,2,1869
3113,0,3,1870
3114,0,2,1871
3115,0,5,1872
3116,0,2,1873
3117,0,3,1874
3118,0,2,1875
3120,0,3,1877
3122,0,5,1879
3123,0,8,1880
3124,0,2,1881
3125,0,9,1882
3126,0,8,1883
3127,0,2,1884
3128,0,7,1885
3129,0,8,1886
3130,0,2,1887
3131,0,9,1888
3132,0,10,1889
3133,0,11,1890
3134,0,2,1891
3135,0,11,1892
3136,0,2,1893
3137,0,10,1894
3138,0,11,1895
3139,0,2,1896
3140,0,2,1897
3141,0,5,1898
3142,0,3,1899
3143,0,2,1900
3144,0,3,1901
3145,0,4,1902
3147,0,6,1878
3148,122,0,1876
3149,0,2,1903
3150,0,6,1503
3151,0,6,1155
3152,0,6,1471
3153,96,0,932
3154,0,4,1905
3155,0,6,1641
3156,0,6,1259
3157,0,6,1165
3158,0,6,1283
3159,0,6,1213
3160,0,6,1181
3161,0,6,1276
3162,0,6,1235
3163,0,6,1215
3164,0,2,1906
3165,0,3,1907
3166,0,5,1908
3167,0,6,1678
3168,0,9,1910
3170,122,0,1911
3171,0,3,1912
3172,0,2,1913
3173,0,2,1915
3174,0,3,1916
3175,0,5,1917
3176,0,2,1918
3177,0,3,1919
3178,0,3,1920
3179,0,2,1921
3180,0,4,1922
3181,0,2,1923
3182,0,5,1924
3183,0,2,1925
3184,0,3,1926
3185,0,5,1927
3186,0,2,1928
3187,0,3,1929
3188,0,4,1930
3189,0,3,1931
3190,0,2,1932
3191,0,4,1933
3192,0,3,1934
3193,0,2,1935
3194,0,3,1936
3195,0,2,1937
3196,0,2,1939
3197,0,3,1940
3198,0,3,1941
3199,0,2,1942
3200,0,4,1943
3201,0,3,1944
3202,0,2,1945
3203,0,3,1946
3204,0,2,1947
3205,0,2,1948
3206,0,3,1949
3207,0,4,1950
3208,0,2,1951
3209,0,3,1952
3210,0,2,1953
3211,0,3,1954
3212,0,2,1955
3213,0,3,1956
3214,0,4,1957
3215,0,2,1958
3216,0,3,1959
3217,0,4,1960
3218,0,3,1961
3219,0,2,1962
3220,0,2,1963
3221,0,3,1964
3222,0,3,1965
3223,0,3,1966
3224,0,3,1967
3225,0,3,1973
3226,0,3,1968
3227,0,3,1972
3228,0,3,1969
3229,0,3,1971
3230,0,3,1970
3231,0,3,1975
3232,0,3,1976
3233,0,3,1977
3234,0,3,1978
3235,0,3,1979
3236,0,3,1980
3237,0,3,1981
3238,0,3,1982
3239,0,3,1983
3240,0,3,1984
3241,0,3,1985
3242,0,3,1986
3243,0,3,1904
3245,0,4,1914
3246,0,12,1494
3247,0,12,1088
3248,0,9,1909
3249,0,2,1086
3250,0,7,1993
3251,0,3,1405
3252,0,2,1039
3253,0,4,1938
3254,104,0,1539
3255,0,2,1994
3256,0,2,1995
3257,0,3,1996
3258,0,5,1997
3259,0,2,1998
3260,0,2,2000
3261,0,4,2001
3262,0,5,2002
3263,96,0,2003
3264,97,0,2004
3265,98,0,2005
3266,0,2,2006
3267,0,3,2007
3268,0,2,2008
3269,0,4,2009
3270,0,5,2010
3271,0,2,2011
3272,0,2,2012
3273,0,2,2013
3274,0,3,2014
3275,0,2,2015
3276,0,3,2016
3277,0,2,2017
3278,0,2,2018
3279,0,2,2019
3280,0,3,2020
3281,0,2,2021
3282,0,3,2022
3283,0,3,2023
3284,0,3,2024
3285,0,3,2025
3286,0,3,2026
3287,0,3,2027
3288,0,3,2028
3289,0,3,2029
3290,0,3,2030
3291,0,3,2031
3292,0,3,2032
3293,0,3,2033
3294,0,3,2034
3295,0,3,2035
3296,0,3,2036
3297,0,3,2037
3298,0,3,2038
3299,0,3,2039
3300,0,3,2040
3301,0,3,2041
3302,0,3,2042
3303,0,3,2043
3304,0,3,2044
3305,0,3,2045
3306,0,3,2046
3307,0,3,2047
3308,0,3,2048
3309,0,3,2049
3310,0,3,2050
3311,0,3,2051
3312,0,3,2052
3313,0,3,2053
3314,0,3,2054
3315,0,3,2055
3316,0,3,2056
3317,0,3,2057
3318,0,2,2058
3319,0,2,2059
3320,0,2,2060
3321,0,2,2061
3322,0,2,2062
3323,0,2,2063
3324,0,2,2064
3325,0,2,2065
3326,0,2,2066
3327,0,2,2067
3328,0,2,2068
3329,0,2,2069
3330,0,2,2070
3331,0,2,2071
3332,0,2,2072
3333,0,2,2073
3334,0,2,2074
3335,0,2,2075
3336,0,5,2076
3337,0,13,2077
3338,0,14,2081
3339,0,14,2082
3340,0,14,2080
3341,0,14,2078
3342,0,15,2083
3343,0,15,2084
3344,0,15,2085
3345,0,13,2086
3346,0,13,2087
3347,0,13,2088
3348,0,14,2079
3349,96,0,2143
3350,97,0,2144
3353,96,0,2147
3355,96,0,2150
3356,97,0,2149
3357,97,0,2151
3358,96,0,2152
3359,98,0,2153
3361,96,0,2155
3362,126,0,2156
3363,97,0,2157
3364,96,0,2158
3365,98,0,2159
3367,0,5,2125
3368,0,5,2124
3369,0,5,2132
3370,0,5,2131
3371,0,5,2126
3372,0,5,2127
3373,0,5,2135
3374,0,5,2136
3375,0,5,2129
3376,0,5,2130
3377,0,5,2139
3378,0,5,2140
3379,0,4,2119
3380,0,4,2120
3381,0,4,2133
3382,0,4,2134
3383,0,4,2121
3384,0,4,2122
3385,0,4,2137
3386,0,4,2138
3387,0,4,2123
3388,0,4,2128
3389,0,4,2141
3390,0,4,2142
3391,0,3,2092
3392,0,3,2094
3393,0,3,2099
3394,0,3,2093
3395,0,3,2095
3396,0,3,2096
3397,0,3,2098
3398,0,3,2097
3399,0,3,2091
3400,0,3,2090
3401,0,3,2104
3402,0,3,2101
3403,0,3,2102
3404,0,3,2108
3405,0,3,2107
3406,0,3,2103
3407,0,3,2106
3408,0,3,2109
3409,0,3,2105
3410,0,3,2100
3411,0,3,532
3412,0,3,2118
3413,0,3,2115
3414,0,3,2111
3415,0,3,2112
3416,0,3,2117
3417,0,3,2110
3418,0,3,2113
3419,0,3,2116
3420,0,3,2114
3421,97,0,2148
3422,126,0,2154
3423,96,0,2160
3424,126,0,2145
3425,98,0,2146
3426,126,0,2161
3427,98,0,2162
3428,97,0,2163
3429,126,0,2164
3430,96,0,2165
3431,98,0,2166
3432,97,0,2167
3433,126,0,2168
3434,96,0,2169
3435,98,0,2170
3436,98,0,2171
3437,126,0,2172
3438,97,0,2173
3439,98,0,2174
3440,126,0,2175
3441,97,0,2176
3442,126,0,2177
3443,98,0,2178
3447,136,0,2182
3451,138,0,2183
3452,140,0,2184
3455,134,0,2180
3459,0,18,2188
3460,0,16,2189
3461,0,17,2190
3462,0,17,2191
3463,0,17,2192
3464,0,18,2193
3465,0,16,2194
3466,0,17,2195
3467,0,18,2196
3468,0,16,2197
3469,0,16,2198
3470,0,17,2199
3471,0,18,2200
3472,131,0,2187
3473,141,0,2186
3474,159,0,2201
3475,141,0,2202
3476,131,0,2204
3477,138,0,2203
3479,159,0,2205
3480,0,17,2206
3481,138,0,2207
3482,138,0,2209
3483,131,0,2210
3484,141,0,2211
3485,131,0,2212
3486,138,0,2213
3487,141,0,2214
3488,131,0,2215
3489,141,0,2216
3490,138,0,2217
3491,131,0,2218
3492,141,0,2219
3493,138,0,2220
3494,141,0,2221
3495,138,0,2222
3496,138,0,2223
3497,141,0,2224
3498,131,0,2225
3499,131,0,2226
3500,138,0,2227
3501,131,0,2228
3502,131,0,2229
3503,141,0,2230
3504,138,0,2231
3505,141,0,2232
3506,138,0,2233
3507,131,0,2234
3508,131,0,2235
3509,141,0,2236
3510,141,0,2237
3511,138,0,2238
3512,138,0,2239
3513,141,0,2240
3514,131,0,2241
3515,131,0,2242
3516,141,0,2243
3517,138,0,2244
3519,131,0,2249
3520,138,0,2250
3521,131,0,2251
3522,141,0,2252
3523,138,0,2253
3524,131,0,2254
3525,138,0,2255
3526,138,0,2256
3527,138,0,2257
3528,141,0,2258
3529,141,0,2259
3530,141,0,2260
3531,131,0,2261
3532,131,0,2262
3533,141,0,2263
3534,131,0,2264
3535,141,0,2265
3536,138,0,2266
3537,138,0,2267
3538,131,0,2268
3539,141,0,2269
3540,141,0,2270
3541,141,0,2271
3542,141,0,2272
3543,141,0,2273
3544,141,0,2274
3545,141,0,2275
3546,141,0,2276
3547,138,0,2277
3548,138,0,2278
3549,138,0,2279
3550,138,0,2280
3551,138,0,2281
3552,138,0,2282
3553,138,0,2283
3554,131,0,2284
3555,131,0,2285
3556,131,0,2286
3557,131,0,2287
3558,131,0,2288
3559,131,0,2289
3560,131,0,2290
3619,141,0,2208
3621,141,0,2246
3624,138,0,2291
3625,141,0,2351
3626,131,0,2352
3627,138,0,2353
3628,131,0,2354
3629,141,0,2355
3630,138,0,2356
3631,138,0,2357
3632,131,0,2358
3633,141,0,2359
3634,131,0,2360
3635,141,0,2361
3636,131,0,2362
3637,138,0,2363
3638,131,0,2364
3639,141,0,2365
3640,138,0,2366
3641,141,0,2367
3642,131,0,2368
3643,0,18,2369
3644,0,17,2370
3645,0,16,2371
3649,141,0,2350
3650,0,17,2377
3657,138,0,2372
3658,0,17,2245
3659,141,0,2373
3660,0,17,2247
3661,141,0,2378
3662,0,17,2379
3664,131,0,2387
3665,138,0,2381
3666,141,0,2383
3667,141,0,2349
3668,138,0,2375
3669,141,0,2382
3670,0,18,2376
3671,131,0,2385
3672,141,0,2384
3673,0,16,2386
3674,0,16,2380
3675,0,16,2374
3676,131,0,2248
3677,131,0,2388
3679,141,0,2390
3681,138,0,2179
3682,131,0,2391
3683,138,0,2389
3684,131,0,2392
3685,141,0,2393
3686,138,0,2394
3688,141,0,2396
3689,0,16,2395
3690,138,0,2397
3691,141,0,2398
3692,0,18,2399
3693,141,0,2400
3694,0,17,2401
3695,138,0,2402
3696,138,0,2403
3697,0,16,2404
3698,131,0,2405
3699,0,17,2406
3700,0,17,2407
3701,141,0,2408
3702,141,0,2409
3703,141,0,2410
3704,0,18,2411
3705,0,17,2412
3706,0,17,2413
3707,141,0,2414
3708,141,0,2415
3709,131,0,2416
3710,0,18,2417
3711,131,0,2418
3712,138,0,2419
3713,0,18,2420
3714,138,0,2421
3715,138,0,2422
3716,0,17,2423
3717,141,0,2424
3718,138,0,2425
3719,131,0,2426
3720,141,0,2427
3721,138,0,2428
3722,0,18,2429
3723,138,0,2430
3724,138,0,2431
3725,0,16,2432
3726,141,0,2433
3727,138,0,2434
3728,0,16,2435
3729,141,0,2436
3730,138,0,2437
3731,0,17,2438
3732,141,0,2439
3735,141,0,2442
3739,141,0,2440
3740,131,0,2441
3741,141,0,2443
3742,138,0,2444
3743,141,0,2446
3744,0,16,2447
3752,141,0,2448
3753,0,16,2449
3754,141,0,2455
3755,0,16,2454
3756,131,0,2458
3757,0,16,2459
3758,0,18,2460
3759,141,0,2461
3760,0,16,2462
3761,138,0,2463
3762,0,16,2464
3763,141,0,2465
3764,0,16,2466
3765,131,0,2467
3766,0,17,2468
3767,138,0,2469
3768,141,0,2470
3769,0,18,2471
3770,141,0,2472
3771,0,17,2473
3772,141,0,2474
3773,0,17,2475
3774,0,18,2476
3775,138,0,2477
3776,0,17,2478
3777,138,0,2479
3778,141,0,2480
3779,0,17,2481
3780,0,18,2482
3781,0,16,2483
3782,0,18,2484
3783,0,17,2485
3784,0,18,2486
3785,141,0,2487
3786,0,18,2488
3787,141,0,2489
3788,141,0,2490
3789,0,17,2491
3790,0,18,2492
3791,0,16,2493
3792,0,17,2494
3793,0,18,2495
3794,141,0,2496
3795,131,0,2497
3796,138,0,2498
3797,0,18,2499
3798,131,0,2500
3799,0,17,2501
3800,0,16,2502
3801,141,0,2503
3802,141,0,2504
3803,0,17,2505
3804,138,0,2506
3805,0,16,2507
3806,131,0,2508
3807,0,17,2509
3808,0,18,2510
3809,0,18,2511
3810,0,16,2512
3811,0,17,2513
3812,0,16,2514
3813,138,0,2515
3814,141,0,2516
3815,131,0,2517
3816,131,0,2518
3817,138,0,2519
3818,138,0,2520
3819,131,0,2521
3820,131,0,2522
3821,138,0,2523
3822,131,0,2524
3823,138,0,2525
3824,141,0,2526
3825,138,0,2527
3826,0,17,2528
3827,0,18,2529
3828,131,0,2530
3829,0,17,2531
3830,0,18,2532
3831,0,18,2533
3832,0,16,2534
3833,131,0,2535
3834,0,18,2536
3835,0,17,2537
3836,0,16,2538
3837,138,0,2539
3838,0,18,2540
3839,0,16,2541
3840,0,17,2542
