ID,GeoBox[0],GeoBox[1],GeoBox[2],GeoBox[3],GeoBox[4],GeoBox[5],Flags,FileDataID,WalkSpeed,RunSpeed,BloodID,FootprintTextureID,FootprintTextureLength,FootprintTextureWidth,FootprintParticleScale,FoleyMaterialID,FootstepCameraEffectID,DeathThudCameraEffectID,SoundID,SizeClass,CollisionWidth,CollisionHeight,WorldEffectScale,CreatureGeosetDataID,HoverHeight,AttachedEffectScale,ModelScale,MissileCollisionRadius,MissileCollisionPush,MissileCollisionRaise,MountHeight,OverrideLootEffectScale,OverrideNameScale,OverrideSelectionRadius,TamedPetBaseScale,MountScaleOtherIndex,MountScaleSelf,Field_11_0_0_54210_032,MountScaleOther[0],MountScaleOther[1]
117,-1.123374,-1.141437,-0.048109,0.756848,0.770787,2.557313,0,126247,2.5,8,1,4,18,12,1,0,0,0,117,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.4188606,0,0,0,1,0,1,0,1,1
118,-1.110465,-0.707755,-1.4E-05,0.47753,0.758649,2.262716,0,126267,2.5,8,1,4,18,12,1,0,0,0,118,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.4188606,0,0,0,1,0,1,0,1,1
119,-1.123951,-1.141413,-0.048104,0.47753,0.770781,2.281977,0,126249,2.5,8,1,4,18,12,1,0,0,0,119,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.4188606,0,0,0,1,0,1,0,1,1
120,-1.122086,-1.141437,-0.046315,0.756848,0.770787,2.553173,0,126245,2.5,8,1,4,18,12,1,0,0,0,120,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.4188606,0,0,0,1,0,1,0,1,1
121,-1.122086,-1.141437,-0.046315,0.515449,0.770787,2.282449,0,126246,2.5,8,1,4,18,12,1,0,0,0,121,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.4188606,0,0,0,1,0,1,0,1,1
122,-0.89678,-0.757445,0.000414,0.731812,0.757685,1.851908,0,124186,2.5,8,1,7,18,12,1,0,0,0,122,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0.89164555,0,0,0,1,0,1,0,1,1
123,-0.777,-0.700137,0.000479,0.731759,0.764516,1.7562,0,124192,3,8,1,7,18,12,1,0,0,0,123,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0.89164555,0,0,0,1,0,1,0,1,1
124,-0.470813,-0.257748,-0.003308,1.213048,0.258521,1.677998,0,123362,2.5,8,1,3,18,12,1,0,0,0,124,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
125,-0.524196,-0.47091,-0.002551,0.42839,0.517416,2.011116,0,124500,1.66667,8,1,1,18,12,1,0,0,0,125,1,0.50973123,2.0312655,1,0,0,1,1,0,0,0,1.166689,0,0,0,1,0,1,0,1,1
126,-0.5241817,-0.47089255,-0.002548045,0.42839003,0.5174172,2.2275014,0,124494,1.66667,8,1,1,18,12,1,0,0,0,126,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.166689,0,0,0,1,0,1,0,1,1
127,-0.240204,-0.497698,-0.000429,0.313023,0.510517,2.056736,0,124516,2.5,8,1,1,18,12,1,0,0,0,127,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.166689,0,0,0,1,0,1,0,1,1
128,-0.250635,-0.453516,-0.000599,0.330271,0.44736,2.012269,0,124521,2.5,8,1,4,18,12,1,0,0,0,128,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.166689,0,0,0,1,0,1,0,1,1
129,-0.252008,-0.462726,-0.001817,0.309355,0.455395,1.995213,0,124533,2.5,8,1,1,18,12,1,0,0,0,129,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.166689,0,0,0,1,0,1,0,1,1
130,-2.6068504,-2.3162174,-0.1812644,1.0395694,2.2844586,3.4673486,0,123673,2.5,8,3,3,18,12,1,0,0,1091,130,2,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
131,-0.286203,-0.445213,-0.001502,0.306011,0.419611,0.929975,0,124198,2.5,8,1,1,18,12,1,0,0,0,131,1,0.6944445,1.25,1,0,0,1,1,0,0,0,0.4816526,0,0,0,1,0,1,0,1,1
132,-0.53722423,-0.9517549,-0.030465558,1.4629326,0.95182407,0.96463984,8,123291,2.5,8,1,1,4,3,1,0,0,0,132,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
133,-4.7156897,-1.8399359,-0.7175821,3.3611493,1.7630095,4.616408,12297,126153,2.5,8,1,0,18,12,1,0,0,0,133,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
134,-0.44110316,-0.15318896,-0.016193189,0.07676655,0.14562017,0.37031257,0,126061,2.5,8,1,7,4,3,1,0,0,0,134,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
136,-1.6081169,-1.2313235,-0.08085963,0.9196799,1.2439902,2.2260876,0,124263,2.5,8,1,4,18,12,1,0,0,0,135,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
137,-6.2192116,-2.9860582,-0.33517948,3.3319838,3.1881073,1.6126145,10,123324,2.5,8,1,5,18,12,1,0,0,0,136,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
139,-3.8467436,-1.7065263,-0.091361225,2.0623972,0.95109344,2.770738,0,123878,2.5,8,3,5,16.2,10.8,1,0,0,0,138,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
140,-0.78618,-0.438844,-0.003739,0.80837,0.407403,1.08683,0,125865,2.5,8,1,3,18,12,1,0,0,0,139,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
141,-1.4554626,-1.317728,-0.08035268,1.3783004,1.2777,3.3516893,16,123756,2.5,8,2,5,18,12,1,0,0,0,140,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.03618,0,0,0,1,0,1,0,1,1
142,-0.25936943,-0.25518113,-0.002125362,0.25827366,0.2566871,0.27243522,3,124008,2.5,8,1,7,4,3,1,0,0,0,141,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
143,-1.5165099,-0.426821,-0.015606001,1.7328656,0.394274,2.5858111,0,124427,2.5,2.5,1,6,18,12,1,0,0,0,65,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.8657202,0,0,0,1,0,1,0,1,1
144,-1.0665647,-1.0537784,-0.025107449,0.7370722,1.550998,3.0657363,3,123014,2.5,8,1,4,18,12,1,0,0,0,142,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
145,-0.80865407,-0.69556004,-0.010591223,0.6986372,0.7279741,2.1057568,0,125497,2.5,8,1,3,18,12,1,0,0,0,143,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0.66778266,0,0,0,1,0,1,0,1,1
146,-1.242525,-1.697481,-0.036876,1.313717,1.695407,3.553662,0,126444,2.5,8,1,4,18,12,1,0,0,0,144,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
147,-2.5415769,-4.6910086,0.002135992,2.059098,4.7960405,5.346998,1,124290,2.5,30,1,0,18,12,1,0,0,0,145,2,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.5676198,0,0,0,1,0,1,0,1,1
149,-1.0266707,-1.4155958,0.0009969273,0.59584194,1.4251379,3.0070379,0,124243,2.5,8,1,1,0,0,0,0,0,0,147,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
150,-0.502933,-0.566322,-0.000469,0.2983,0.359835,1.858261,0,126131,2.5,8,1,1,18,12,1,0,0,0,148,1,0.6944445,2.0833333,1,0,0,1,1,0,0,0,1.2359911,0,0,0,1,0,1,0,1,1
151,-0.290052,-0.452572,-0.003472,0.402503,0.455449,1.995164,0,126136,2.5,8,1,1,18,12,1,0,0,0,149,1,0.6111111,2.0312655,1,0,0,1,1,0,0,0,1.166689,0,0,0,1,0,1,0,1,1
152,-0.558294,-0.435082,-0.004824,0.429658,0.552906,2.157449,0,126133,2.5,8,1,1,18,12,1,0,0,0,150,1,0.6111111,2.0312655,1,0,0,1,1,0,0,0,1.166689,0,0,0,1,0,1,0,1,1
155,-1.2355303,-0.56754875,-0.003313921,1.7201035,0.61148024,1.8299184,0,123288,2.5,8,1,0,18,12,1,0,0,0,153,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
156,-1.9156593,-1.9275557,-0.17709124,1.69589,1.8132044,3.1951694,0,123961,2.5,8,1,0,18,12,1,0,0,0,154,2,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
157,-2.25495,-1.787757,0.102808,0.717331,1.763723,4.714993,0,125500,2.5,6.94444,1,0,0,0,0,0,0,0,155,2,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
158,-1.003336,-2.542188,-0.218493,1.600192,1.99959,4.637071,0,125504,2.5,6.94444,1,0,0,0,0,0,0,0,156,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
159,-2.340328,-2.820297,-0.118686,2.411597,2.854492,6.635825,0,125508,2.5,8,1,0,18,12,1,0,0,0,157,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
160,-0.94343454,-1.5442305,0.085343435,1.086055,1.4752457,2.9571266,11,123934,2.5,8,1,0,18,12,1,0,0,0,158,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
161,-0.2983,-0.101972,-0.014137,0.060488,0.107209,0.361309,0,125434,2.5,8,1,7,4,3,1,0,0,0,159,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
162,-0.9726629,-1.84117,0.08183462,1.0860153,1.4751079,3.4455066,2,126369,2.5,8,2,1,18,12,1,0,0,0,162,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
163,-0.626689,-0.769626,-0.000164,0.524904,0.730086,2.352855,0,125374,2.5,8,1,1,18,12,1,0,0,0,163,1,0.75,2.3611112,1,0,0,1,1,0,0,0,1.2363617,0,0,0,1,0,1,0,1,1
164,-0.403987,-0.578804,-0.005904,0.318469,0.513541,1.42024,0,124224,2.5,8,2,0,18,12,1,0,0,0,164,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0.531261,0,0,0,1,0,1,0,1,1
165,-0.967315,-0.378373,-0.003408,0.37074,0.391319,0.448367,0,125576,2.5,8,1,5,4,3,1,0,0,0,165,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
167,-0.444989,-0.470738,-0.003042,0.435288,0.376716,1.734065,2,126571,2.5,8,2,1,18,12,1,0,0,0,166,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
168,-0.444989,-0.470738,-0.003042,0.435288,0.425269,1.972804,2,126570,2.5,8,2,1,18,12,1,0,0,0,167,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.128875,0,0,0,1,0,1,0,1,1
170,-0.7811345,-0.4358819,-0.018646922,0.99496543,0.3528465,0.3844437,9,125969,2.5,8,1,1,18,12,1,0,0,0,168,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
171,-2.25668,-0.634411,0.001694,1.586745,0.665418,1.702781,3,126488,2.5,8,1,7,18,12,1,0,0,0,169,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
172,-3.0656712,-1.8883585,-0.020631574,1.5219855,1.8254824,3.52005,0,124790,2.5,8,1,5,18,12,1,0,0,0,170,2,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
173,-3.347369,-1.345126,-0.066811,1.217559,1.316197,2.30215,10,125837,2.5,8,1,7,18,12,1,0,0,0,171,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
174,-1.556712,-0.913821,-0.149383,0.484067,0.60975,2.24024,2,125947,2.5,8,1,1,18,12,1,0,0,0,172,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
175,-0.95207846,-2.224276,0.8534647,1.2186965,2.2919858,3.6617627,1,123816,2.5,8,1,0,18,12,1,0,0,0,173,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
176,-1.365354,-2.981823,-0.599905,3.527669,2.686704,4.221514,0,124225,2.5,8,1,1,18,12,1,0,0,0,174,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
177,-0.952078,-2.309032,0.853465,1.218549,2.316141,3.665983,3,123818,2.5,8,1,0,18,12,1,0,0,0,175,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
178,-0.30056688,-0.37306708,-0.082147084,0.6182666,0.4799127,0.30001676,0,123284,1,5,1,1,4,3,0.2,0,0,0,176,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
180,-1.657582,-0.925305,-0.05871,1.685014,0.867246,1.845206,0,123040,2.5,8,1,1,18,12,1,0,1095,1094,83,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
181,-1.838925,-1.836389,-0.20291,1.83817,1.840706,2.828639,3,126036,0,0,1,0,18,12,1,0,0,0,177,1,0.7936278,2.0833333,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
182,-0.52928114,-0.43887722,-0.006125717,0.31038144,0.456806,1.5076257,4,119159,2.5,8,1,1,12,10,1,0,0,0,294,1,0.6944441,1.055555,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
183,-0.58877915,-0.3732612,-0.0030012368,0.16107231,0.36996013,1.3360994,4,119063,2.5,8,1,1,12,10,1,0,0,0,295,1,0.6111108,1.1002022,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
185,-0.7828616,-0.699444,-0.009995396,1.0207624,0.817165,2.6268327,4,122560,2.5,8,1,1,12,10,1,0,0,0,296,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
186,-0.741363,-0.58218676,0.0017772713,0.4146895,0.47490358,2.6679459,4,122414,2.5,8,1,1,12,10,1,0,0,0,297,1,0.6129831,2.4274132,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.2,1.25
187,-2.5823474,-3.9539952,0.010690078,3.7663064,3.8193603,9.135681,8,122893,2.5,8,1,1,18,12,1,0,1095,1093,178,4,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
188,-2.5823476,-3.738656,0.010685474,4.744168,3.5895958,9.485642,8,122895,2.5,8,1,1,18,12,1,0,1095,1093,179,4,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
190,-1.970436,-1.92409,-0.20291,1.995676,2.042022,3.585268,3,126033,0,0,1,0,18,12,1,0,0,0,180,1,0.7936278,2.8757172,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
191,-8.751142,-3.728621,-0.020517,3.668304,3.231867,6.064038,0,126169,2.5,8,1,7,18,12,1,0,0,0,181,2,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
192,-1.59186,-0.57174,0.000812,1.584279,0.602746,1.832312,0,124601,2.5,8,1,7,18,12,1,0,0,0,182,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
193,-3.2787683,-3.3906317,-0.10323936,3.0337481,3.5853207,2.658562,9,125860,2.5,8,1,0,18,12,1,0,0,0,183,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.4470526,0,0,0,1,0,1,0,1,1
194,-1.3029691,-0.9606858,-0.00778182,1.8471959,0.9157527,3.5221477,0,126065,2,8,1,6,18,12,1,0,0,0,184,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.8657155,0,0,0,1,0,1,0,1,1
195,-1.398751,-0.657681,-0.001697,1.975419,0.61867,3.313895,0,125017,2.5,8,1,6,18,12,1,0,0,1091,185,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.0784994,0,0,0,1,0,1,0,1,1
197,-0.9906703,-0.27565822,-0.0031802421,1.3347311,0.29532254,3.2724862,0,124148,2.5,8,1,3,18,12,1,0,0,0,186,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
198,-1.332436,-0.583711,-0.00183,2.510658,0.579682,6.110201,0,124169,2.5,8,1,3,0,0,0,0,0,0,187,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
199,-0.144385,-0.91378,-0.000279,0.136494,0.48755,1.305435,3,126026,0,0,1,0,18,12,1,0,0,0,188,1,0.27989587,1.0999879,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
201,-2.2001352,-5.2194076,1.1174111,3.1688075,5.239837,7.885399,0,123831,2.5,30,1,0,18,12,1,0,0,0,189,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.193892,0,0,0,1,0,1,0,1,1
202,-1.187258,-1.140912,-0.20291,1.212498,1.258844,2.460429,3,126018,0,0,1,0,18,12,1,0,0,0,190,1,0.7936278,2.0833333,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
203,-20.146122,-9.710936,-0.694383,9.732643,9.767405,13.758296,0,123459,2.5,8,1,5,30,20,3,0,1095,1094,191,4,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
204,-1.8167686,-3.1124437,-0.0038126495,1.7481557,2.6229956,7.391967,2,126215,3.75,8,1,4,18,12,1,0,0,0,192,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,4.309964,0,0,0,1,0,1,0,1,1
205,-2.4410133,-4.121717,-0.066559285,2.4765615,3.8023055,7.6707187,0,124952,1.94444,8,1,1,18,12,1,0,1095,1093,193,3,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
206,-2.380527,-4.277986,-0.150071,1.688339,4.446599,7.892841,0,125830,2.5,8,1,4,18,12,1,0,1095,1094,35,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,5.1485085,0,0,0,1,0,1,0,1,1
207,-0.12276971,-0.7554703,1.0181795,0.4875161,0.7829952,2.5842147,3,126483,2.5,8,1,0,18,12,1,0,0,0,194,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,2.0353553,0,0,0,1,0,1,0,1,1
209,-2.3062475,-1.1621219,-0.03756714,2.208455,1.2020557,3.1782067,1,124387,2.5,30,1,0,18,12,1,0,0,0,90,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.6565863,0,0,0,1,0,1,0,1,1
210,-2.615424,-0.779157,-0.098847,1.027964,0.552042,1.438516,0,124781,2.5,8,1,7,18,12,1,0,0,0,196,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
212,-1.354468,-0.468764,-0.001343,2.447687,0.41813,2.707861,0,126320,2.5,9.02778,1,6,18,12,1,0,0,0,197,1,0.94444436,2.777778,1,0,0,1,1,0,0,0,1.865715,0,0,0,1,0,1,0,1,1
213,-1.7762667,-1.059725,-0.022344839,1.683424,0.97693866,1.8931696,16,7581815,2.5,6.94444,1,7,18,12,1,0,0,0,83,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.82098,0,0,0,1,0,1,0,1,1
214,-1.533105,-0.92128575,-0.072043985,1.7753043,0.8599597,1.8594015,16,123680,2.5,6.94444,1,7,18,12,1,0,0,0,83,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
215,-1.6363779,-0.4518685,-0.03425414,1.9388716,0.40464127,2.6834114,0,125227,2.5,9.7,3,6,18,12,1,0,0,1091,65,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.9106663,0,0,0,1,0,1,0,1,1
216,-1.2437932,-0.43474308,-0.018193407,2.004621,0.44348702,2.6021347,0,125614,2.5,9.7,1,6,18,12,1,0,0,0,65,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.8657155,0,0,0,1,0,1,0,1,1
217,-2.152961,-0.575958,-0.140683,1.589405,0.546911,1.879034,0,123418,2.5,9.7,1,7,24,18,1,0,0,0,73,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.3991108,0,0,0,1,0,1,0,1,1
218,-1.2167187,-1.0380967,0.00038151443,1.7111771,1.0874158,1.6034544,1,125815,2.5,8,2,5,0,0,0,0,0,0,198,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
219,-1.427234,-1.380888,-0.20291,1.452474,1.49882,2.460429,3,126024,0,0,1,0,18,12,1,0,0,0,199,1,0.7936278,2.0833333,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
220,-1.335479,-1.112163,-0.20291,1.183749,1.230096,2.71934,3,126032,0,0,1,0,18,12,1,0,0,0,200,1,0.7936278,1.7387624,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
221,-1.0949599,-1.0486137,-0.20291047,1.1201998,1.1665461,2.469706,3,126020,0,0,1,0,18,12,1,0,0,0,201,1,-20000000,-20000000,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
222,-0.24724944,-0.28745002,0.6548086,0.2954276,0.30795002,1.2667948,3,126011,2.5,6.94444,2,0,18,12,1,0,0,0,194,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
223,-1.8472228,-2.1521673,0.17153427,2.264507,1.6866066,2.8892424,0,125835,2.5,8,1,0,18,12,1,0,0,0,202,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
224,-1.8472228,-2.1521673,0.17153427,2.264507,1.6866066,2.8892424,17,125835,2.5,7,1,0,18,12,1,0,0,0,202,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
225,-0.9863915,-2.041615,-0.011820026,1.2456343,2.0747201,4.230594,0,123990,2.5,8,1,5,18,12,1,0,0,0,204,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
227,-2.486958,-1.3339901,-0.92279387,2.051237,1.3727342,1.8526052,3,125358,2.5,8,1,0,18,12,1,0,0,0,205,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
229,-1.4484642,-0.8954708,-0.011252053,2.1411505,0.9686204,2.552333,0,125531,2.5,9.7,1,3,18,12,1,0,0,0,206,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.8669243,0,0,0,1,0,1,0,1,1
230,-3.5225482,-3.6230333,-0.11047745,3.2588193,3.730314,2.2557838,1,125859,2.5,8,1,0,18,12,1,0,0,0,207,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
250,-2.774229,-2.4443629,-0.18505591,2.0380921,2.4375439,3.505098,1,123329,2.5,8,3,1,18,12,1,0,0,0,227,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
270,-0.34013355,-0.92032284,-0.16339417,0.24630268,1.0119894,2.5160484,3,125259,0,0,1,0,18,12,1,0,0,0,247,1,0.4583333,2.0876367,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
271,-2.083843,-1.216408,-0.132554,0.754068,1.295942,4.58327,3,125254,0,0,1,0,18,12,1,0,0,0,248,1,2.7567923,4.6766276,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
290,-3.7310605,-2.887356,-0.03297598,3.9055388,2.8873568,4.426822,3,125257,2.5,7.5,1,4,18,12,1,0,0,0,267,1,0.6944445,2.0833333,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
310,-0.317467,-0.365948,0.001117,0.310581,0.440213,2.328202,0,124367,2.5,8,1,1,18,12,1,0,0,0,287,1,0,0,1,0,0,1,1,0,0,0,1.3347374,0,0,0,1,0,1,0,1,1
311,-0.253885,-0.343081,0.001117,0.310581,0.420011,2.328202,0,124366,2.5,8,1,1,18,12,1,0,0,0,288,1,0,0,1,0,0,1,1,0,0,0,1.3347374,0,0,0,1,0,1,0,1,1
312,-0.317467,-0.342072,0.001117,0.310581,0.420011,2.328202,0,124368,2.5,8,1,1,18,12,1,0,0,0,289,1,0,0,1,0,0,1,1,0,0,0,1.3347374,0,0,0,1,0,1,0,1,1
313,-0.363323,-0.406066,0.001117,0.336256,0.474039,2.328202,0,124369,2.5,8,1,1,18,12,1,0,0,0,290,1,0,0,1,0,0,1,1,0,0,0,1.3347374,0,0,0,1,0,1,0,1,1
314,-0.389116,-0.508516,-0.000256,0.241634,0.50416,2.294297,0,124378,2.5,8,1,1,18,12,1,0,0,0,291,1,0,0,1,0,0,1,1,0,0,0,1.3413384,0,0,0,1,0,1,0,1,1
315,-0.341633,-0.492767,-0.000255,0.241634,0.488248,2.294297,0,124377,2.5,8,1,1,18,12,1,0,0,0,292,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.3413384,0,0,0,1,0,1,0,1,1
316,-0.389116,-0.508516,-0.000256,0.241634,0.50416,2.294297,0,124379,2.5,8,1,1,18,12,1,0,0,0,289,1,0,0,1,0,0,1,1,0,0,0,1.3413384,0,0,0,1,0,1,0,1,1
317,-0.381968,-0.509579,-0.000256,0.2519,0.505562,2.294297,0,124380,2.5,8,1,1,18,12,1,0,0,0,293,1,0,0,1,0,0,1,1,0,0,0,1.3413384,0,0,0,1,0,1,0,1,1
331,-2.269799,-5.229757,0.261319,3.439837,5.235109,7.027561,1,123830,2.5,30,1,0,18,12,1,0,0,0,308,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.193891,0,0,0,1,0,1,0,1,1
332,-1.7077001,-1.1039823,-0.029985279,0.74472666,1.1140878,2.826015,1,125078,2.5,8,1,1,1,1,1,0,0,0,309,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,1.3189685,0,0,0,1,0,1,0,1,1
351,-4.835459,-6.571578,0.248933,3.524487,6.400875,4.859561,0,123205,2.5,8,1,0,18,12,1,0,0,0,328,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
352,-4.040946,-1.548763,-0.029341,1.427939,1.522673,3.453172,0,125851,2.5,8,1,1,1,1,1,0,0,0,329,1,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
371,-1.4382437,-0.7688168,0.00031878578,0.6961739,0.74952805,1.8619653,0,124622,2.5,8,1,3,18,12,1,0,0,0,1688,0,0.6111111,2.031278,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
372,-1.579814,-0.71447,-0.010908,0.724816,0.726062,2.542257,0,125499,2.5,8,1,6,18,12,1,0,0,0,143,1,0.6944445,2.0833333,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
