ID,Name_lang,HordeName_lang,Charges,Effect[0],Effect[1],Effect[2],EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],EffectPointsMax[0],EffectPointsMax[1],EffectPointsMax[2],EffectArg[0],EffectArg[1],EffectArg[2],ItemVisual,Flags,Field_1_15_3_55112_009[0],Field_1_15_3_55112_009[1],Field_1_15_3_55112_009[2],Field_1_15_3_55112_010,ScalingClassRestricted,Field_1_15_3_55112_012,Field_1_15_3_55112_013,Field_1_15_3_55112_014,Field_1_15_3_55112_015,MinLevel,MaxLevel,Field_1_15_3_55112_018,ItemLevel,Field_1_15_3_55112_020,Field_1_15_3_55112_021
1207,+45 Strength,,0,3,0,0,0,0,0,0,0,0,14963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1208,+46 Strength,,0,3,0,0,0,0,0,0,0,0,14964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1209,+41 Stamina,,0,3,0,0,0,0,0,0,0,0,14953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1210,+42 Stamina,,0,3,0,0,0,0,0,0,0,0,14954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1211,+43 Stamina,,0,3,0,0,0,0,0,0,0,0,14955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1212,+44 Stamina,,0,3,0,0,0,0,0,0,0,0,14956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1213,+45 Stamina,,0,3,0,0,0,0,0,0,0,0,14957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1214,+46 Stamina,,0,3,0,0,0,0,0,0,0,0,14958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1215,+41 Agility,,0,3,0,0,0,0,0,0,0,0,14935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1216,+42 Agility,,0,3,0,0,0,0,0,0,0,0,14936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1217,+43 Agility,,0,3,0,0,0,0,0,0,0,0,14937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1218,+44 Agility,,0,3,0,0,0,0,0,0,0,0,14938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1219,+45 Agility,,0,3,0,0,0,0,0,0,0,0,14939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1220,+46 Agility,,0,3,0,0,0,0,0,0,0,0,14940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1221,+41 Intellect,,0,3,0,0,0,0,0,0,0,0,14941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1222,+42 Intellect,,0,3,0,0,0,0,0,0,0,0,14942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1223,+43 Intellect,,0,3,0,0,0,0,0,0,0,0,14943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1224,+44 Intellect,,0,3,0,0,0,0,0,0,0,0,14944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1225,+45 Intellect,,0,3,0,0,0,0,0,0,0,0,14945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1226,+46 Intellect,,0,3,0,0,0,0,0,0,0,0,14946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1227,+41 Spirit,,0,3,0,0,0,0,0,0,0,0,14947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1228,+42 Spirit,,0,3,0,0,0,0,0,0,0,0,14948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1229,+43 Spirit,,0,3,0,0,0,0,0,0,0,0,14949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1230,+44 Spirit,,0,3,0,0,0,0,0,0,0,0,14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1231,+45 Spirit,,0,3,0,0,0,0,0,0,0,0,14951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1232,+46 Spirit,,0,3,0,0,0,0,0,0,0,0,14952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1243,+1 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1244,+2 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1245,+3 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1246,+4 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1247,+5 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1248,+6 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1249,+7 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1250,+8 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1251,+9 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1252,+10 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1253,+11 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1254,+12 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1255,+13 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1256,+14 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1257,+15 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1258,+16 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1259,+17 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1260,+18 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1261,+19 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1262,+20 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1263,+21 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1264,+22 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1265,+23 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1266,+24 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1267,+25 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1268,+26 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1269,+27 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1270,+28 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1271,+29 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1272,+30 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1273,+31 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1274,+32 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1275,+33 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1276,+34 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1277,+35 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1278,+36 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1279,+37 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1280,+38 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1281,+39 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1282,+40 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1283,+41 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1284,+42 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1285,+43 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1286,+44 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1287,+45 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1288,+46 Arcane Resistance,,0,3,0,0,0,0,0,0,0,0,14970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1289,+1 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1290,+2 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1291,+3 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1292,+4 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1293,+5 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1294,+6 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1295,+7 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1296,+8 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1297,+9 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1298,+10 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1299,+11 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1300,+12 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1301,+13 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1302,+14 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1303,+15 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1304,+16 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1305,+17 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1306,+18 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1307,+19 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1308,+20 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1309,+21 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1310,+22 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1311,+23 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1312,+24 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1313,+25 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1314,+26 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1315,+27 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1316,+28 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1317,+29 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1318,+30 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1319,+31 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1320,+32 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1321,+33 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1322,+34 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1323,+35 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1324,+36 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1325,+37 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1326,+38 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1327,+39 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1328,+40 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1329,+41 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1330,+42 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1331,+43 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1332,+44 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1333,+45 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1334,+46 Frost Resistance,,0,3,0,0,0,0,0,0,0,0,14982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1335,+1 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1336,+2 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1337,+3 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1338,+4 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1339,+5 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1340,+6 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1341,+7 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1342,+8 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1343,+9 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1344,+10 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1345,+11 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1346,+12 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1347,+13 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1348,+14 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1349,+15 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1350,+16 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1351,+17 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1352,+18 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1353,+19 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1354,+20 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1355,+21 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1356,+22 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1357,+23 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1358,+24 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1359,+25 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1360,+26 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1361,+27 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1362,+28 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1363,+29 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1364,+30 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1365,+31 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1366,+32 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1367,+33 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1368,+34 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1369,+35 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1370,+36 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1371,+37 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1372,+38 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1373,+39 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1374,+40 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1375,+41 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1376,+42 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1377,+43 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1378,+44 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1379,+45 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1380,+46 Fire Resistance,,0,3,0,0,0,0,0,0,0,0,14976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1381,+1 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1382,+2 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1383,+3 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1384,+4 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1385,+5 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1386,+6 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1387,+7 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1388,+8 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1389,+9 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1390,+10 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1391,+11 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1392,+12 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1393,+13 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1394,+14 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1395,+15 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1396,+16 Nature Resistance,,0,3,0,0,0,0,0,0,0,0,14637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
