ID,ChrCustomizationChoiceID,ChrCustomizationReqID
7242,55629,4280
7243,55620,4281
7244,55621,4281
7245,55622,4281
7246,55623,4281
7247,55624,4281
7248,9987,4404
7249,55620,4404
7250,55621,4404
7251,55622,4404
7252,55623,4404
7253,55624,4404
7254,9987,4405
7255,55626,4405
7256,55627,4405
7257,55628,4405
7258,55629,4405
7259,55671,4407
7260,55672,4407
7261,55674,4407
7262,55675,4407
7263,55677,4407
7264,55679,4408
7265,55680,4408
7266,55681,4408
7267,55682,4408
7268,55683,4408
7269,55684,4409
7270,55688,4410
7271,55689,4410
7272,55690,4410
7273,55691,4410
7274,55693,4410
7275,55771,4407
7666,56696,4475
7667,56697,4475
7668,56698,4475
7669,56724,4476
7670,56725,4476
7671,56726,4476
7672,56802,4477
7673,56803,4477
7674,56804,4477
7675,57129,4478
7676,57130,4478
7677,57275,4478
7678,57860,4548
7682,56977,4549
7683,56978,4549
7684,56979,4549
7685,56980,4549
7686,56981,4549
7687,57860,4549
