ID,DifficultyID,JournalEncounterItemID
1930,4,9782
1931,5,9782
1932,6,9782
1933,1,9783
1934,2,9783
1935,3,9783
1936,4,9783
1937,5,9783
1938,6,9783
1939,1,9784
1940,2,9784
1941,3,9784
1942,4,9784
1943,5,9784
1944,6,9784
1945,1,9785
1946,2,9785
1947,3,9785
1948,4,9785
1949,5,9785
1950,6,9785
1951,1,9786
1952,2,9786
1953,3,9786
1954,4,9786
1955,5,9786
1956,6,9786
1957,1,9787
1958,2,9787
1959,3,9787
1960,4,9787
1961,5,9787
1962,6,9787
1963,1,9788
1964,2,9788
1965,3,9788
1966,4,9788
1967,5,9788
1968,6,9788
1969,1,9789
1970,2,9789
1971,3,9789
1972,4,9789
1973,5,9789
1974,6,9789
1975,1,9790
1976,2,9790
1977,3,9790
1978,4,9790
1979,5,9790
1980,6,9790
1981,1,9791
1982,2,9791
1983,3,9791
1984,4,9791
1985,5,9791
1986,6,9791
1987,1,9792
1988,2,9792
1989,3,9792
1990,4,9792
1991,5,9792
1992,6,9792
1993,1,9793
1994,2,9793
1995,3,9793
1996,4,9793
1997,5,9793
1998,6,9793
1999,1,9794
2000,2,9794
2001,3,9794
2002,4,9794
2003,5,9794
2004,6,9794
2005,1,9795
2006,2,9795
2007,3,9795
2008,4,9795
2009,5,9795
2010,6,9795
2011,1,9796
2012,2,9796
2013,3,9796
2014,4,9796
2015,5,9796
2016,6,9796
2017,1,9797
2018,2,9797
2019,3,9797
2020,4,9797
2021,5,9797
2022,6,9797
2023,1,9798
2024,2,9798
2025,3,9798
2026,4,9798
2027,5,9798
2028,6,9798
2029,1,9799
2030,2,9799
2031,3,9799
2032,4,9799
2033,5,9799
2034,6,9799
2035,1,9800
2036,2,9800
2037,3,9800
2038,4,9800
2039,5,9800
2040,6,9800
2041,1,9801
2042,2,9801
2043,3,9801
2044,4,9801
2045,5,9801
2046,6,9801
2047,1,9802
2048,2,9802
2049,3,9802
2050,4,9802
2051,5,9802
2052,6,9802
2053,1,9803
2054,2,9803
2055,3,9803
2056,4,9803
2057,5,9803
2058,6,9803
2059,1,9804
2060,2,9804
2061,3,9804
2062,4,9804
2063,5,9804
2064,6,9804
2065,1,9805
2066,2,9805
2067,3,9805
2068,4,9805
2069,5,9805
2070,6,9805
2071,1,9806
2072,2,9806
2073,3,9806
2074,4,9806
2075,5,9806
2076,6,9806
2077,1,9807
2078,2,9807
2079,3,9807
2080,4,9807
2081,5,9807
2082,6,9807
2083,1,9808
2084,2,9808
2085,3,9808
2086,4,9808
2087,5,9808
2088,6,9808
2089,1,9809
2090,2,9809
2091,3,9809
2092,4,9809
2093,5,9809
2094,6,9809
2095,1,9810
2096,2,9810
2097,3,9810
2098,4,9810
2099,5,9810
2100,6,9810
2101,1,9811
2102,2,9811
2103,3,9811
2104,4,9811
2105,5,9811
2106,6,9811
2107,1,9812
2108,2,9812
2109,3,9812
2110,4,9812
2111,5,9812
2112,6,9812
2113,1,9813
2114,2,9813
2115,3,9813
2116,4,9813
2117,5,9813
2118,6,9813
2119,1,9814
2120,2,9814
2121,3,9814
2122,4,9814
2123,5,9814
2124,6,9814
2125,1,9815
2126,2,9815
2127,3,9815
2128,4,9815
2129,5,9815
2130,6,9815
2131,1,9816
2132,2,9816
2133,3,9816
2134,4,9816
2135,5,9816
2136,6,9816
2137,1,9817
2138,2,9817
2139,3,9817
2140,4,9817
2141,5,9817
2142,6,9817
2143,1,9818
2144,2,9818
2145,3,9818
2146,4,9818
2147,5,9818
2148,6,9818
2149,1,9819
2150,2,9819
2151,3,9819
2152,4,9819
2153,5,9819
2154,6,9819
2155,1,9820
2156,2,9820
2157,3,9820
2158,4,9820
2159,5,9820
2160,6,9820
2161,1,9821
2162,2,9821
2163,3,9821
2164,4,9821
2165,5,9821
2166,6,9821
2167,1,9822
2168,2,9822
2169,3,9822
2170,4,9822
2171,5,9822
2172,6,9822
2173,1,9823
2174,2,9823
2175,3,9823
2176,4,9823
2177,5,9823
2178,6,9823
2179,1,9824
2180,2,9824
2181,3,9824
2182,4,9824
2183,5,9824
2184,6,9824
2185,1,9825
2186,2,9825
2187,3,9825
2188,4,9825
2189,5,9825
2190,6,9825
2191,1,9826
2192,2,9826
2193,3,9826
2194,4,9826
2195,5,9826
2196,6,9826
2197,1,9827
2198,2,9827
2199,3,9827
2200,4,9827
2201,5,9827
2202,6,9827
2203,1,9828
2204,2,9828
2205,3,9828
2206,4,9828
2207,5,9828
2208,6,9828
2209,1,9829
2210,2,9829
2211,3,9829
2212,4,9829
2213,5,9829
2214,6,9829
2215,1,9830
2216,2,9830
2217,3,9830
2218,4,9830
2219,5,9830
2220,6,9830
2221,1,9831
2222,2,9831
2223,3,9831
2224,4,9831
2225,5,9831
2226,6,9831
2227,1,9832
2228,2,9832
2229,3,9832
2230,4,9832
2231,5,9832
2232,6,9832
2233,1,9833
2234,2,9833
2235,3,9833
2236,4,9833
2237,5,9833
2238,6,9833
2239,1,9834
2240,2,9834
2241,3,9834
2242,4,9834
2243,5,9834
2244,6,9834
2245,1,9835
2246,2,9835
2247,3,9835
2248,4,9835
2249,5,9835
2250,6,9835
2251,1,9836
2252,2,9836
2253,3,9836
2254,4,9836
2255,5,9836
2256,6,9836
2257,1,9837
2258,2,9837
2259,3,9837
2260,4,9837
2261,5,9837
2262,6,9837
2263,1,9838
2264,2,9838
2265,3,9838
2266,4,9838
2267,5,9838
2268,6,9838
2269,1,9839
2270,2,9839
2271,3,9839
2272,4,9839
2273,5,9839
2274,6,9839
2275,1,9840
2276,2,9840
2277,3,9840
2278,4,9840
2279,5,9840
2280,6,9840
2281,1,9841
2282,2,9841
2283,3,9841
2284,4,9841
2285,5,9841
2286,6,9841
2287,1,9842
2288,2,9842
2289,3,9842
2290,4,9842
2291,5,9842
2292,6,9842
2293,1,9843
2294,2,9843
2295,3,9843
2296,4,9843
2297,5,9843
2298,6,9843
2299,1,9844
2300,2,9844
2301,3,9844
2302,4,9844
2303,5,9844
2304,6,9844
2305,1,9845
2306,2,9845
2307,3,9845
2308,4,9845
2309,5,9845
2310,6,9845
2311,1,9846
2312,2,9846
2313,3,9846
2314,4,9846
2315,5,9846
2316,6,9846
2317,1,9847
2318,2,9847
2319,3,9847
2320,4,9847
2321,5,9847
2322,6,9847
2323,1,9848
2324,2,9848
2325,3,9848
2326,4,9848
2327,5,9848
2328,6,9848
2329,1,9849
2330,2,9849
2331,3,9849
2332,4,9849
2333,5,9849
2334,6,9849
2335,1,9850
2336,2,9850
2337,3,9850
2338,4,9850
2339,5,9850
2340,6,9850
2341,1,9851
2342,2,9851
2343,3,9851
2344,4,9851
2345,5,9851
2346,6,9851
2347,1,9852
2348,2,9852
2349,3,9852
2350,4,9852
2351,5,9852
2352,6,9852
2353,1,9853
2354,2,9853
2355,3,9853
2356,4,9853
2357,5,9853
2358,6,9853
2359,1,9854
2360,2,9854
2361,3,9854
2362,4,9854
2363,5,9854
2364,6,9854
2365,1,9855
2366,2,9855
2367,3,9855
2368,4,9855
2369,5,9855
2370,6,9855
2371,1,9856
2372,2,9856
2373,3,9856
2374,4,9856
2375,5,9856
2376,6,9856
2377,1,9857
2378,2,9857
2379,3,9857
2380,4,9857
2381,5,9857
2382,6,9857
2383,1,9858
2384,2,9858
2385,3,9858
2386,4,9858
2387,5,9858
2388,6,9858
2389,1,9859
2390,2,9859
2391,3,9859
2392,4,9859
2393,5,9859
2394,6,9859
2395,1,9860
2396,2,9860
2397,3,9860
2398,4,9860
2399,5,9860
2400,6,9860
2401,1,9861
2402,2,9861
2403,3,9861
2404,4,9861
2405,5,9861
2406,6,9861
2407,1,9862
2408,2,9862
2409,3,9862
2410,4,9862
2411,5,9862
2412,6,9862
2413,1,9863
2414,2,9863
2415,3,9863
2416,4,9863
2417,5,9863
2418,6,9863
2419,1,9864
2420,2,9864
2421,3,9864
2422,4,9864
2423,5,9864
2424,6,9864
2425,1,9865
2426,2,9865
2427,3,9865
2428,4,9865
2429,5,9865
2430,6,9865
2431,1,9876
2432,2,9876
2433,3,9876
2434,4,9876
2435,5,9877
2436,6,9877
2437,1,9878
2438,2,9878
2439,3,9878
2440,4,9878
2441,5,9879
2442,6,9879
2443,1,9880
2444,2,9880
2445,3,9880
2446,4,9880
2447,1,9881
2448,2,9881
2449,3,9881
2450,4,9881
2451,1,9882
2452,2,9882
2453,3,9882
2454,4,9882
2455,1,9883
2456,2,9883
2457,3,9883
2458,4,9883
2459,1,9884
2460,2,9884
2461,3,9884
2462,4,9884
2463,1,9885
2464,2,9885
2465,3,9885
2466,4,9885
2467,1,9886
2468,2,9886
2469,3,9886
2470,4,9886
2471,1,9887
2472,2,9887
2473,3,9887
2474,4,9887
2475,1,9888
2476,2,9888
2477,3,9888
2478,4,9888
2479,5,9889
2480,6,9889
2481,5,9890
2482,6,9890
2483,5,9891
2484,6,9891
2485,5,9892
2486,6,9892
2487,5,9893
2488,6,9893
2489,5,9894
2490,6,9894
2491,5,9895
2492,6,9895
2493,5,9896
2494,6,9896
2495,5,9897
2496,6,9897
2497,5,9898
2498,6,9898
2499,5,9899
2500,6,9899
2501,1,9901
2502,2,9901
2503,3,9901
2504,4,9901
2505,1,9902
2506,2,9902
2507,3,9902
2508,4,9902
2509,1,9903
2510,2,9903
2511,3,9903
2512,4,9903
2513,1,9904
2514,2,9904
2515,3,9904
2516,4,9904
2517,1,9905
2518,2,9905
2519,3,9905
2520,4,9905
2521,1,9906
2522,2,9906
2523,3,9906
2524,4,9906
2525,1,9907
2526,2,9907
2527,3,9907
2528,4,9907
2529,1,9908
2530,2,9908
2531,3,9908
2532,4,9908
2533,1,9909
2534,2,9909
2535,3,9909
2536,4,9909
2537,1,9910
2538,2,9910
2539,3,9910
2540,4,9910
2541,1,9911
2542,2,9911
2543,3,9911
2544,4,9911
2545,1,9912
2546,2,9912
2547,3,9912
2548,4,9912
2549,1,9913
2550,2,9913
2551,3,9913
2552,4,9913
2553,1,9914
2554,2,9914
2555,3,9914
2556,4,9914
2557,1,9915
2558,2,9915
2559,3,9915
2560,4,9915
2561,1,9916
2562,2,9916
2563,3,9916
2564,4,9916
2565,1,9917
2566,2,9917
2567,3,9917
2568,4,9917
2569,1,9918
2570,2,9918
2571,3,9918
2572,4,9918
2573,1,9919
2574,2,9919
2575,3,9919
2576,4,9919
2577,1,9920
2578,2,9920
2579,3,9920
2580,4,9920
2581,1,9921
2582,2,9921
2583,3,9921
2584,4,9921
2585,1,9922
2586,2,9922
2587,3,9922
2588,4,9922
2589,1,9923
2590,2,9923
2591,3,9923
2592,4,9923
2593,5,9924
2594,6,9924
2595,5,9925
2596,6,9925
2597,5,9926
2598,6,9926
2599,5,9927
2600,6,9927
2601,5,9928
2602,6,9928
2603,5,9929
2604,6,9929
2605,5,9930
2606,6,9930
2607,5,9931
2608,6,9931
2609,5,9932
2610,6,9932
2611,5,9933
2612,6,9933
2613,5,9934
2614,6,9934
2615,5,9935
2616,6,9935
2617,5,9936
2618,6,9936
2619,5,9937
2620,6,9937
2621,5,9938
2622,6,9938
2623,5,9939
2624,6,9939
2625,5,9940
2626,6,9940
2627,5,9941
2628,6,9941
2629,5,9942
2630,6,9942
2631,5,9943
2632,6,9943
2633,1,9944
2634,2,9944
2635,3,9944
2636,4,9944
2637,5,9945
2638,6,9945
2639,1,9946
2640,2,9946
2641,3,9946
2642,4,9946
2643,5,9947
2644,6,9947
2645,1,9948
2646,2,9948
2647,3,9948
2648,4,9948
2649,5,9949
2650,6,9949
2651,5,9950
2652,6,9950
2653,5,9951
2654,6,9951
2655,5,9952
2656,6,9952
2657,5,9953
2658,6,9953
2659,1,9954
2660,2,9954
2661,3,9954
2662,4,9954
2663,5,9955
2664,6,9955
2665,1,9956
2666,2,9956
2667,3,9956
2668,4,9956
2669,5,9957
2670,6,9957
2671,1,9958
2672,2,9958
2673,3,9958
2674,4,9958
2675,5,9959
2676,6,9959
2677,5,9960
2678,6,9960
2679,1,9961
2680,2,9961
2681,3,9961
2682,4,9961
2683,5,9962
2684,6,9962
2685,1,9963
2686,2,9963
2687,3,9963
2688,4,9963
2689,5,9964
2690,6,9964
2691,1,9965
2692,2,9965
2693,3,9965
2694,4,9965
2695,1,9966
2696,2,9966
2697,3,9966
2698,4,9966
2699,5,9967
2700,6,9967
2701,5,9968
2702,6,9968
2703,1,9969
2704,2,9969
2705,3,9969
2706,4,9969
2707,5,9970
2708,6,9970
2709,5,9971
2710,6,9971
2711,5,9972
2712,6,9972
2713,5,9973
2714,6,9973
2715,1,9974
2716,2,9974
2717,3,9974
2718,4,9974
2719,1,9975
2720,2,9975
2721,3,9975
2722,4,9975
2723,1,9976
2724,2,9976
2725,3,9976
2726,4,9976
2727,1,9977
2728,2,9977
2729,3,9977
2730,4,9977
2731,5,9978
2732,6,9978
2733,5,9979
2734,6,9979
2735,5,9980
2736,6,9980
2737,5,9981
2738,6,9981
2739,5,9982
2740,6,9982
2741,5,9983
2742,6,9983
2743,5,9984
2744,6,9984
2745,1,9985
2746,2,9985
2747,3,9985
2748,4,9985
2749,1,9986
2750,2,9986
2751,3,9986
2752,4,9986
2753,1,9987
2754,2,9987
2755,3,9987
2756,4,9987
2757,1,9988
2758,2,9988
2759,3,9988
2760,4,9988
2761,1,9989
2762,2,9989
2763,3,9989
2764,4,9989
2765,1,9990
2766,2,9990
2767,3,9990
2768,4,9990
2769,5,9991
2770,6,9991
2771,5,9992
2772,6,9992
2773,5,9993
2774,6,9993
2775,5,9994
2776,6,9994
2777,5,9995
2778,6,9995
2779,1,9996
2780,2,9996
2781,3,9996
2782,4,9996
2783,5,9997
2784,6,9997
2785,1,9998
2786,2,9998
2787,3,9998
2788,4,9998
2789,1,9999
2790,2,9999
2791,3,9999
2792,4,9999
2793,1,10000
2794,2,10000
2795,3,10000
2796,4,10000
2797,1,10001
2798,2,10001
2799,3,10001
2800,4,10001
2801,1,10002
2802,2,10002
2803,3,10002
2804,4,10002
2805,5,10003
2806,6,10003
2807,5,10004
2808,6,10004
2809,5,10005
2810,6,10005
2811,1,10006
2812,2,10006
2813,3,10006
2814,4,10006
2815,1,10007
2816,2,10007
2817,3,10007
2818,4,10007
2819,1,10008
2820,2,10008
2821,3,10008
2822,4,10008
2823,1,10009
2824,2,10009
2825,3,10009
2826,4,10009
2827,1,10010
2828,2,10010
2829,3,10010
2830,4,10010
2831,1,10011
2832,2,10011
2833,3,10011
2834,4,10011
2835,1,10012
2836,2,10012
2837,3,10012
2838,4,10012
2839,1,10013
2840,2,10013
2841,3,10013
2842,4,10013
2843,5,10014
2844,6,10014
2845,1,10015
2846,2,10015
2847,3,10015
2848,4,10015
2849,5,10016
2850,6,10016
2851,1,10017
2852,2,10017
2853,3,10017
2854,4,10017
2855,5,10018
2856,6,10018
2857,1,10019
2858,2,10019
2859,3,10019
2860,4,10019
2861,1,10020
2862,2,10020
2863,3,10020
2864,4,10020
2865,5,10021
2866,6,10021
2867,5,10022
2868,6,10022
2869,5,10023
2870,6,10023
2871,5,10024
2872,6,10024
2873,5,10025
2874,6,10025
2875,5,10026
2876,6,10026
2877,1,10027
2878,2,10027
2879,3,10027
2880,4,10027
2881,5,10028
2882,6,10028
2883,5,10029
2884,6,10029
2885,1,10030
2886,2,10030
2887,3,10030
2888,4,10030
2889,1,10031
2890,2,10031
2891,3,10031
2892,4,10031
2893,5,10032
2894,6,10032
2895,5,10033
2896,6,10033
2897,5,10034
2898,6,10034
2899,5,10035
2900,6,10035
2901,5,10036
2902,6,10036
2903,1,10037
2904,2,10037
2905,3,10037
2906,4,10037
2907,5,10038
2908,6,10038
2909,1,10039
2910,2,10039
2911,3,10039
2912,4,10039
2913,5,10040
2914,6,10040
2915,5,10041
2916,6,10041
2917,1,10042
2918,2,10042
2919,3,10042
2920,4,10042
2921,1,10043
2922,2,10043
2923,3,10043
2924,4,10043
2925,5,10044
2926,6,10044
2927,1,10045
2928,2,10045
2929,3,10045
2930,4,10045
2931,5,10046
2932,6,10046
2933,1,10047
2934,2,10047
2935,3,10047
2936,4,10047
2937,5,10048
2938,6,10048
2939,1,10049
2940,2,10049
2941,3,10049
2942,4,10049
2943,5,10050
2944,6,10050
2945,5,10051
2946,6,10051
2947,1,10052
2948,2,10052
2949,3,10052
2950,4,10052
2951,1,10053
2952,2,10053
2953,3,10053
2954,4,10053
2955,1,10054
2956,2,10054
2957,3,10054
2958,4,10054
2959,1,10055
2960,2,10055
2961,3,10055
2962,4,10055
2963,1,10056
2964,2,10056
2965,3,10056
2966,4,10056
2967,1,10057
2968,2,10057
2969,3,10057
2970,4,10057
2971,5,10058
2972,6,10058
2973,5,10059
2974,6,10059
2975,5,10060
2976,6,10060
2977,5,10061
2978,6,10061
2979,5,10062
2980,6,10062
2981,5,10063
2982,6,10063
2983,5,10064
2984,6,10064
2985,5,10065
2986,6,10065
2987,5,10066
2988,6,10066
2989,5,10067
2990,6,10067
2991,5,10068
2992,6,10068
2993,5,10069
2994,6,10069
2995,5,10070
2996,6,10070
2997,5,10071
2998,6,10071
2999,5,10072
3000,6,10072
3001,1,10073
3002,2,10073
3003,3,10073
3004,4,10073
3005,1,10074
3006,2,10074
3007,3,10074
3008,4,10074
3009,1,10075
3010,2,10075
3011,3,10075
3012,4,10075
3013,1,10076
3014,2,10076
3015,3,10076
3016,4,10076
3017,1,10077
3018,2,10077
3019,3,10077
3020,4,10077
3021,1,10078
3022,2,10078
3023,3,10078
3024,4,10078
3025,1,10079
3026,2,10079
3027,3,10079
3028,4,10079
3029,1,10080
3030,2,10080
3031,3,10080
3032,4,10080
3033,1,10081
3034,2,10081
3035,3,10081
3036,4,10081
3037,1,10082
3038,2,10082
3039,3,10082
3040,4,10082
3041,5,10083
3042,6,10083
3043,1,10084
3044,2,10084
3045,3,10084
3046,4,10084
3047,1,10085
3048,2,10085
3049,3,10085
3050,4,10085
3051,5,10086
3052,6,10086
3053,5,10087
3054,6,10087
3055,5,10088
3056,6,10088
3057,5,10089
3058,6,10089
3059,5,10090
3060,6,10090
3061,5,10091
3062,6,10091
3063,5,10092
3064,6,10092
3065,5,10093
3066,6,10093
3067,5,10094
3068,6,10094
3069,5,10095
3070,6,10095
3071,1,10096
3072,2,10096
3073,3,10096
3074,4,10096
3075,1,10097
3076,2,10097
3077,3,10097
3078,4,10097
3079,1,10098
3080,2,10098
3081,3,10098
3082,4,10098
3083,1,10099
3084,2,10099
3085,3,10099
3086,4,10099
3087,1,10100
3088,2,10100
3089,3,10100
3090,4,10100
3091,1,10101
3092,2,10101
3093,3,10101
3094,4,10101
3095,1,10102
3096,2,10102
3097,3,10102
3098,4,10102
3099,1,10103
3100,2,10103
3101,3,10103
3102,4,10103
3103,1,10104
3104,2,10104
3105,3,10104
3106,4,10104
3107,1,10105
3108,2,10105
3109,3,10105
3110,4,10105
3111,1,10106
3112,2,10106
3113,3,10106
3114,4,10106
3115,5,10107
3116,6,10107
3117,5,10108
3118,6,10108
3119,5,10109
3120,6,10109
3121,5,10110
3122,6,10110
3123,5,10111
3124,6,10111
3125,5,10112
3126,6,10112
3127,5,10113
3128,6,10113
3129,5,10114
3130,6,10114
3131,5,10115
3132,6,10115
3133,5,10116
3134,6,10116
3135,5,10117
3136,6,10117
3137,1,10118
3138,2,10118
3139,3,10118
3140,4,10118
3141,5,10119
3142,6,10119
3143,5,10120
3144,6,10120
3145,5,10121
3146,6,10121
3147,5,10122
3148,6,10122
3149,5,10123
3150,6,10123
3151,5,10124
3152,6,10124
3153,5,4064
3154,6,4064
3155,5,10126
3156,6,10126
3157,5,4066
3158,6,4066
3159,5,4068
3160,6,4068
3161,5,10129
3162,6,10129
3163,5,10130
3164,6,10130
3165,1,10131
3166,2,10131
3167,3,10131
3168,4,10131
3169,1,10132
3170,2,10132
3171,3,10132
3172,4,10132
3173,1,10133
3174,2,10133
3175,3,10133
3176,4,10133
3177,1,10134
3178,2,10134
3179,3,10134
3180,4,10134
3181,1,10135
3182,2,10135
3183,3,10135
3184,4,10135
3185,1,10136
3186,2,10136
3187,3,10136
3188,4,10136
3189,1,10137
3190,2,10137
3191,3,10137
3192,4,10137
3193,1,10138
3194,2,10138
3195,3,10138
3196,4,10138
3197,1,10139
3198,2,10139
3199,3,10139
3200,4,10139
3201,5,10140
3202,6,10140
3203,1,10141
3204,2,10141
3205,3,10141
3206,4,10141
3207,5,10142
3208,6,10142
3209,1,10143
3210,2,10143
3211,3,10143
3212,4,10143
3213,5,10144
3214,6,10144
3215,1,10145
3216,2,10145
3217,3,10145
3218,4,10145
3219,5,10146
3220,6,10146
3221,1,10147
3222,2,10147
3223,3,10147
3224,4,10147
3225,1,10148
3226,2,10148
3227,3,10148
3228,4,10148
3229,5,10149
3230,6,10149
3231,5,10150
3232,6,10150
3233,5,10151
3234,6,10151
3235,5,10152
3236,6,10152
3237,5,10153
3238,6,10153
3239,5,10154
3240,6,10154
3241,5,10155
3242,6,10155
3243,1,10156
3244,2,10156
3245,3,10156
3246,4,10156
3247,1,10157
3248,2,10157
3249,3,10157
3250,4,10157
3251,5,10158
3252,6,10158
3253,5,10159
3254,6,10159
3255,1,10160
3256,2,10160
3257,3,10160
3258,4,10160
3259,5,10161
3260,6,10161
3261,1,10162
3262,2,10162
3263,3,10162
3264,4,10162
3265,5,10163
3266,6,10163
3267,1,10164
3268,2,10164
3269,3,10164
3270,4,10164
3271,1,10165
3272,2,10165
3273,3,10165
3274,4,10165
3275,1,10166
3276,2,10166
3277,3,10166
3278,4,10166
3279,1,10167
3280,2,10167
3281,3,10167
3282,4,10167
3283,1,10168
3284,2,10168
3285,3,10168
3286,4,10168
3287,1,10169
3288,2,10169
3289,3,10169
3290,4,10169
3291,5,10170
3292,6,10170
3293,5,10171
3294,6,10171
3295,5,10172
3296,6,10172
3297,5,10173
3298,6,10173
3299,5,10174
3300,6,10174
3301,5,10175
3302,6,10175
3303,5,10176
3304,6,10176
3305,5,10177
3306,6,10177
3307,5,10178
3308,6,10178
3309,5,10179
3310,6,10179
3311,5,10180
3312,6,10180
3313,5,10181
3314,6,10181
3315,5,10182
3316,6,10182
3317,1,10183
3318,2,10183
3319,3,10183
3320,4,10183
3321,5,10184
3322,6,10184
3323,1,10185
3324,2,10185
3325,3,10185
3326,4,10185
3327,5,10186
3328,6,10186
3329,5,10187
3330,6,10187
3331,1,10188
3332,2,10188
3333,3,10188
3334,4,10188
3335,1,10189
3336,2,10189
3337,3,10189
3338,4,10189
3339,1,10190
3340,2,10190
3341,3,10190
3342,4,10190
3343,1,10191
3344,2,10191
3345,3,10191
3346,4,10191
3347,1,10192
3348,2,10192
3349,3,10192
3350,4,10192
3351,1,10193
3352,2,10193
3353,3,10193
3354,4,10193
3355,1,10194
3356,2,10194
3357,3,10194
3358,4,10194
3359,1,10195
3360,2,10195
3361,3,10195
3362,4,10195
3363,1,10196
3364,2,10196
3365,3,10196
3366,4,10196
3367,1,10197
3368,2,10197
3369,3,10197
3370,4,10197
3371,5,10198
3372,6,10198
3373,1,10199
3374,2,10199
3375,3,10199
3376,4,10199
3377,5,10200
3378,6,10200
3379,5,10201
3380,6,10201
3381,1,10202
3382,2,10202
3383,3,10202
3384,4,10202
3385,5,10203
3386,6,10203
3387,1,10204
3388,2,10204
3389,3,10204
3390,4,10204
3391,1,10205
3392,2,10205
3393,3,10205
3394,4,10205
3395,5,10206
3396,6,10206
3397,1,10207
3398,2,10207
3399,3,10207
3400,4,10207
3401,5,10208
3402,6,10208
3403,5,10209
3404,6,10209
3405,1,10210
3406,2,10210
3407,3,10210
3408,4,10210
3409,5,10211
3410,6,10211
3411,5,10212
3412,6,10212
3413,1,10213
3414,2,10213
3415,3,10213
3416,4,10213
3417,1,10214
3418,2,10214
3419,3,10214
3420,4,10214
3421,5,10215
3422,6,10215
3423,1,10216
3424,2,10216
3425,3,10216
3426,4,10216
3427,5,10217
3428,6,10217
3429,1,10218
3430,2,10218
3431,3,10218
3432,4,10218
3433,1,10219
3434,2,10219
3435,3,10219
3436,4,10219
3437,1,10220
3438,2,10220
3439,3,10220
3440,4,10220
3441,5,10221
3442,6,10221
3443,1,10222
3444,2,10222
3445,3,10222
3446,4,10222
3447,5,10223
3448,6,10223
3449,5,10224
3450,6,10224
3451,1,10225
3452,2,10225
3453,3,10225
3454,4,10225
3455,1,10226
3456,2,10226
3457,3,10226
3458,4,10226
3459,5,10227
3460,6,10227
3461,1,10228
3462,2,10228
3463,3,10228
3464,4,10228
3465,5,10229
3466,6,10229
3467,1,10230
3468,2,10230
3469,3,10230
3470,4,10230
3471,5,10230
3472,6,10230
3473,1,10231
3474,2,10231
3475,3,10231
3476,4,10231
3477,5,10231
3478,6,10231
3479,1,10232
3480,2,10232
3481,3,10232
3482,4,10232
3483,5,10232
3484,6,10232
3485,1,10233
3486,2,10233
3487,3,10233
3488,4,10233
3489,5,10233
3490,6,10233
3491,1,10234
3492,2,10234
3493,3,10234
3494,4,10234
3495,5,10234
3496,6,10234
3497,1,10235
3498,2,10235
3499,3,10235
3500,4,10235
3501,5,10235
3502,6,10235
3503,1,10236
3504,2,10236
3505,3,10236
3506,4,10236
3507,5,10236
3508,6,10236
3509,1,10237
3510,2,10237
3511,3,10237
3512,4,10237
3513,5,10237
3514,6,10237
3515,1,10238
3516,2,10238
3517,3,10238
3518,4,10238
3519,5,10238
3520,6,10238
3521,1,10239
3522,2,10239
3523,3,10239
3524,4,10239
3525,5,10239
3526,6,10239
3527,1,10240
3528,2,10240
3529,3,10240
3530,4,10240
3531,5,10240
3532,6,10240
3533,1,10241
3534,2,10241
3535,3,10241
3536,4,10241
3537,5,10241
3538,6,10241
3539,1,10242
3540,2,10242
3541,3,10242
3542,4,10242
3543,5,10242
3544,6,10242
3545,1,10243
3546,2,10243
3547,3,10243
3548,4,10243
3549,5,10243
3550,6,10243
3551,1,10244
3552,2,10244
3553,3,10244
3554,4,10244
3555,5,10244
3556,6,10244
3557,1,10245
3558,2,10245
3559,3,10245
3560,4,10245
3561,5,10245
3562,6,10245
3563,1,10246
3564,2,10246
3565,3,10246
3566,4,10246
3567,5,10246
3568,6,10246
3569,1,10247
3570,2,10247
3571,3,10247
3572,4,10247
3573,5,10247
3574,6,10247
3575,1,10248
3576,2,10248
3577,3,10248
3578,4,10248
3579,5,10248
3580,6,10248
3581,1,10249
3582,2,10249
3583,3,10249
3584,4,10249
3585,5,10249
3586,6,10249
3587,1,10250
3588,2,10250
3589,3,10250
3590,4,10250
3591,5,10250
3592,6,10250
3593,1,10251
3594,2,10251
3595,3,10251
3596,4,10251
3597,5,10251
3598,6,10251
3599,1,10252
3600,2,10252
3601,3,10252
3602,4,10252
3603,5,10252
3604,6,10252
3605,1,10253
3606,2,10253
3607,3,10253
3608,4,10253
3609,5,10253
3610,6,10253
3611,1,10254
3612,2,10254
3613,3,10254
3614,4,10254
3615,5,10254
3616,6,10254
3617,1,10255
3618,2,10255
3619,3,10255
3620,4,10255
3621,5,10255
3622,6,10255
3623,1,10256
3624,2,10256
3625,3,10256
3626,4,10256
3627,5,10256
3628,6,10256
3629,1,10257
3630,2,10257
3631,3,10257
3632,4,10257
3633,5,10257
3634,6,10257
3635,1,10258
3636,2,10258
3637,3,10258
3638,4,10258
3639,5,10258
3640,6,10258
3641,1,10259
3642,2,10259
3643,3,10259
3644,4,10259
3645,5,10259
3646,6,10259
3647,1,10260
3648,2,10260
3649,3,10260
3650,4,10260
3651,5,10260
3652,6,10260
3653,1,10261
3654,2,10261
3655,3,10261
3656,4,10261
3657,5,10261
3658,6,10261
3659,1,10262
3660,2,10262
3661,3,10262
3662,4,10262
3663,5,10262
3664,6,10262
3665,1,10263
3666,2,10263
3667,3,10263
3668,4,10263
3669,5,10263
3670,6,10263
3671,1,10264
3672,2,10264
3673,3,10264
3674,4,10264
3675,5,10264
3676,6,10264
