ID,Map[0],Map[1],JournalEncounterID,MapDisplayConditionID,Flags,UiMapID
2259,0.309798,0.564842,1702,0,1,732
2260,0.553232,0.501901,1703,0,1,777
2261,0.322635,0.609637,1706,0,1,764
2262,0.371864,0.823924,1202,0,1,597
2263,0.57781,0.536744,1492,0,1,713
2264,0.48285,0.470977,1160,0,1,576
2265,0.393369,0.205645,1161,0,1,597
2266,0.332437,0.431451,1162,0,1,596
2267,0.54611,0.683718,1480,0,1,713
2268,0.39022,0.387725,1227,0,1,617
2269,0.48503,0.24551,1228,0,1,618
2270,0.46008,0.462575,1229,0,1,618
2271,0.1507,0.48503,1234,0,1,618
2272,0.391566,0.614457,1518,0,1,751
2273,0.37021,0.748455,1195,0,1,610
2274,0.508653,0.164401,1196,0,1,610
2275,0.453028,0.752163,1197,0,1,615
2276,0.313931,0.403971,1673,0,1,731
2277,0.293572,0.514833,1394,0,1,668
2278,0.459654,0.5,1490,0,1,713
2279,0.682998,0.512968,1491,0,1,713
2280,0.471061,0.784568,1262,0,1,542
2281,0.654786,0.470991,1662,0,1,731
2282,0.741578,0.920298,1713,0,1,766
2283,0.483523,0.48289,1738,0,1,780
2284,0.512361,0.334981,1396,0,1,665
2285,0.510777,0.480125,1395,0,1,669
2286,0.453902,0.555892,1665,0,1,731
2287,0.740635,0.460375,1686,0,1,732
2288,0.341499,0.277377,1693,0,1,732
2289,0.5,0.5,1795,0,1,449
2290,0.170851,0.700688,1687,0,1,731
2291,0.243246,0.610348,1654,0,1,733
2292,0.436329,0.454728,1655,0,1,733
2293,0.415366,0.198028,1731,0,1,764
2294,0.530948,0.564895,1214,0,1,620
2295,0.441283,0.399207,1291,0,1,543
2296,0.658232,0.461212,1656,0,1,733
2297,0.81241,0.856745,1657,0,1,733
2298,0.401112,0.761434,1433,0,1,666
2299,0.433674,0.50574,1425,0,1,661
2300,0.0943113,0.561641,1663,0,1,708
2301,0.293429,0.350506,1749,0,1,449
2302,0.495297,0.519847,1737,0,1,772
2303,0.675793,0.685879,1694,0,1,732
2304,0.600127,0.334601,1750,0,1,787
2305,0.513992,0.175865,1711,0,1,732
2306,0.450096,0.181537,1697,0,1,732
2307,0.472623,0.493516,1695,0,1,711
2308,0.435104,0.663718,1769,0,1,449
2309,0.394002,0.396467,1751,0,1,766
2310,0.690633,0.267051,1756,0,1,449
2311,0.563271,0.417421,1763,0,1,449
2312,0.359484,0.616923,1764,0,1,363
2313,0.566372,0.674779,1774,0,1,449
2314,0.658587,0.344701,1761,0,1,767
2315,0.264996,0.639278,1762,0,1,768
2316,0.453164,0.827857,1835,0,1,809
2317,0.427691,0.455631,1770,0,1,449
2318,0.364049,0.487785,1789,0,1,449
2319,0.315305,0.666592,1790,0,1,449
2320,0.836073,0.5,1825,0,1,812
2321,0.494309,0.53166,1796,0,1,449
2322,0.501118,0.166108,1981,0,1,903
2323,0.552739,0.439148,1905,0,1,846
2324,0.5,0.5,1884,0,1,759
2325,0.880116,0.309211,1885,0,1,449
2326,0.459737,0.456861,1872,0,1,770
2327,0.246085,0.726513,1979,0,1,903
2328,0.401075,0.591935,2025,0,1,913
2329,0.5,0.5,2051,0,1,759
2330,0.17461,0.391537,1827,0,1,812
2332,0.609649,0.611842,1956,0,1,449
2333,0.321506,0.527419,1986,0,1,915
2334,0.486031,0.705835,1836,0,1,817
2335,0.569845,0.530814,1818,0,1,819
2336,0.435484,0.51129,1985,0,1,911
2337,0.50499,0.188254,1873,0,1,854
2338,0.412903,0.535484,1987,0,1,909
2339,0.516434,0.816767,1819,0,1,807
2340,0.177897,0.307725,1820,0,1,812
2341,0.305369,0.367451,1980,0,1,903
2342,0.241936,0.540323,1984,0,1,917
2343,0.519,0.5725,1903,0,1,852
2344,0.44996,0.1625,1867,0,1,850
2345,0.458865,0.698931,1856,0,1,851
2346,0.528397,0.230223,1878,0,1,849
2347,0.531987,0.536366,1838,0,1,822
2348,0.621921,0.332216,1982,0,1,903
2349,0.5,0.5,1883,0,1,759
2350,0.800385,0.499374,2004,0,1,914
2351,0.177897,0.350863,1826,0,1,812
2352,0.727552,0.587395,1992,0,1,909
2353,0.58793,0.202044,1896,0,1,852
2354,0.727935,0.445783,1898,0,1,856
2355,0.596203,0.653478,2010,0,1,929
2356,0.516206,0.813019,1983,0,1,916
2357,0.411828,0.466129,1997,0,1,910
2358,0.524341,0.585193,1906,0,1,847
2359,0.27128,0.639083,1837,0,1,811
2360,0.5025,0.265061,1897,0,1,853
2361,0.176344,0.501613,2009,0,1,914
2362,0.732273,0.470342,1817,0,1,818
2363,0.451,0.567,1862,0,1,850
2364,0.359546,0.238631,1829,0,1,808
2365,0.522988,0.463489,1904,0,1,849
2366,0.847764,0.860734,1861,0,1,851
2367,0.5,0.5,2015,0,1,759
2368,0.553,0.125,2036,0,1,934
2369,0.349397,0.486446,2030,0,1,934
2423,0.152968,0.184932,1997,0,0,909
2426,0.712212,0.584084,2102,0,1,936
2427,0.363864,0.355856,2095,0,1,936
2428,0.291792,0.644144,2094,0,1,936
2429,0.44995,0.608108,2093,0,1,936
2436,0.553,0.83,2082,0,1,934
2437,0.37,0.59,2083,0,1,935
2451,0.648242,0.290442,2130,0,1,1041
2452,0.729813,0.534162,2131,0,1,1041
2499,0.510325,0.518691,2097,0,1,974
2500,0.37364,0.684579,2098,0,1,977
2501,0.520649,0.869158,2099,0,1,979
2502,0.402655,0.684579,2096,0,1,980
2503,0.515,0.2,2126,0,1,1015
2505,0.303947,0.692309,2125,0,1,1015
2506,0.514365,0.25856,2128,0,1,1018
2507,0.675723,0.428205,2127,0,1,1015
2526,0.427691,0.455631,2212,0,1,449
2527,0.427691,0.455631,2213,0,1,449
2528,0.457769,0.475836,2109,0,1,1010
2529,0.295792,0.252788,2114,0,1,1010
2530,0.559816,0.198885,2115,0,1,1010
2531,0.689502,0.377322,2116,0,1,1010
2628,0.138553,0.482249,2172,0,1,1004
2629,0.807231,0.685954,2165,0,1,1004
2630,0.436747,0.792027,2170,0,1,1004
2631,0.545181,0.240679,2171,0,1,1004
2639,0.352412,0.419255,2158,0,1,1042
2641,0.402438,0.537266,2155,0,1,1040
2643,0.695123,0.354037,2156,0,1,1040
2644,0.686373,0.795031,2142,0,1,1038
2645,0.378368,0.237719,2145,0,1,1043
2646,0.451138,0.301242,2144,0,1,1038
2647,0.429827,0.512422,2143,0,1,1038
2648,0.479523,0.520465,2157,0,1,1041
2650,0.465307,0.406832,2153,0,1,1039
2651,0.246779,0.397515,2154,0,1,1039
2671,0.654351,0.486166,2146,0,1,1153
2672,0.517241,0.223321,2147,0,1,1155
2673,0.525515,0.3083,2166,0,1,1152
2674,0.50739,0.436759,2167,0,1,1149
2675,0.524806,0.300396,2168,0,1,1148
2676,0.381774,0.509881,2169,0,1,1151
2678,0.517241,0.849803,2194,0,1,1155
2679,0.51,0.532,2195,0,1,1154
2715,0.577668,0.28882,2132,924,1,1162
2716,0.547567,0.602485,2173,0,1,1162
2717,0.47907,0.781638,2134,0,1,1162
2718,0.576731,0.288821,2133,923,1,1162
2719,0.524846,0.925465,2140,0,1,1162
2731,0.57479,0.254941,2129,0,1,1029
2742,0.475405,0.67543,2330,0,1,1354
2743,0.494302,0.317663,2334,67521,1,1352
2744,0.493111,0.941594,2337,67521,1,1352
2745,0.422127,0.514245,2342,0,1,1353
2746,0.653918,0.237138,2343,0,1,1364
2747,0.473216,0.574074,2335,0,1,1357
2748,0.415013,0.636751,2325,923,1,1358
2749,0.494302,0.311965,2340,67523,1,1352
2750,0.493304,0.521005,2323,67523,1,1352
2751,0.494302,0.69972,2344,67523,1,1352
2752,0.29558,0.377493,2333,923,1,1358
2753,0.489699,0.663745,2341,923,1,1358
2755,0.506289,0.374214,2328,0,1,1345
2756,0.267296,0.537736,2332,0,1,1346
2758,0.212857,0.65054,2331,0,1,1497
2759,0.653597,0.486419,2348,0,1,1497
2760,0.457831,0.387048,2339,0,1,1494
2761,0.28012,0.707805,2336,0,1,1491
2762,0.663936,0.649106,2358,0,1,1490
2764,0.563756,0.597713,2355,0,1,1490
2765,0.609494,0.402287,2360,0,1,1490
2766,0.580166,0.273389,2357,0,1,1490
2768,0.5,0.484018,2352,0,1,1512
2769,0.356926,0.19863,2347,0,1,1514
2770,0.471081,0.191781,2353,0,1,1513
2771,0.477169,0.682648,2354,0,1,1513
2772,0.749619,0.474886,2351,0,1,1517
2773,0.481735,0.518265,2361,0,1,1520
2774,0.337139,0.479452,2359,0,1,1518
2775,0.177321,0.511416,2349,0,1,1519
2777,0.642297,0.681357,2364,0,1,1591
2779,0.480932,0.671961,2366,0,1,1597
2781,0.327346,0.572903,2373,0,1,1595
2785,0.192402,0.608455,2365,0,1,1581
2786,0.835784,0.612131,2369,0,1,1581
2787,0.51103,0.803307,2368,0,1,1581
2788,0.503677,0.538603,2372,0,1,1590
2789,0.404411,0.387868,2364,0,0,1582
2790,0.329656,0.308823,2372,0,0,1582
2791,0.534314,0.457721,2377,0,1,1592
2793,0.735294,0.518382,2377,0,0,1582
2794,0.329656,0.509191,2370,0,1,1593
2795,0.648284,0.529411,2370,0,0,1582
2796,0.530638,0.748161,2367,0,1,1594
2797,0.481618,0.261029,2375,0,1,1597
2798,0.528186,0.237132,2368,0,0,1580
2799,0.487745,0.318015,2374,0,1,1596
2807,0.570089,0.395566,2395,0,1,1666
2808,0.619761,0.44012,2403,0,1,1674
2809,0.510838,0.438246,2396,0,1,1668
2810,0.524951,0.784432,2404,0,1,1697
2811,0.50499,0.215569,2419,0,1,1674
2812,0.55489,0.754491,2423,0,1,1674
2816,0.508046,0.577586,2410,0,1,1680
2817,0.834482,0.57931,2398,0,1,1677
2818,0.252874,0.484483,2408,0,1,1679
2819,0.483908,0.668965,2409,0,1,1678
2820,0.560449,0.181347,2388,0,1,1675
2821,0.562176,0.699482,2421,0,1,1676
2822,0.477547,0.860104,2415,0,1,1675
2823,0.158031,0.173575,2407,0,1,1676
2824,0.529669,0.534143,2406,0,1,1663
2825,0.266056,0.541016,2387,0,1,1663
2826,0.212485,0.501718,2411,0,1,1664
2827,0.142612,0.487973,2413,0,1,1665
2829,0.75585,0.187403,2400,0,1,1669
2830,0.474799,0.486254,2402,0,1,1669
2831,0.154066,0.745705,2405,0,1,1669
2832,0.436704,0.570889,2399,0,1,1693
2833,0.636312,0.448454,2416,0,1,1693
2834,0.530894,0.38294,2414,0,1,1694
2835,0.455899,0.628866,2412,0,1,1695
2836,0.205613,0.40378,2391,0,1,1666
2837,0.509164,0.35567,2392,0,1,1667
2838,0.50499,0.520958,2397,0,1,1683
2839,0.694731,0.635739,2401,0,1,1687
2840,0.526346,0.766323,2390,0,1,1684
2841,0.71391,0.687063,2389,0,1,1685
2842,0.466781,0.362543,2417,0,1,1683
2845,0.529361,0.746114,2422,0,1,1746
2846,0.676165,0.494819,2429,0,1,1735
2847,0.358377,0.34715,2428,0,1,1735
2848,0.593264,0.810881,2393,0,1,1735
2849,0.702264,0.815488,2394,0,1,1735
2850,0.263385,0.518135,2425,0,1,1747
2851,0.702072,0.546632,2426,0,1,1750
2852,0.653713,0.235751,2418,0,1,1745
2853,0.525907,0.523316,2424,0,1,1747
2854,0.491364,0.533679,2424,0,0,1748
2855,0.363558,0.443005,2420,0,1,1744
2857,0.385542,0.391566,2436,0,1,1989
2858,0.752594,0.441433,2437,0,1,1989
2860,0.478344,0.744051,2454,0,1,1989
2862,0.364458,0.152108,2452,0,1,1989
2864,0.48197,0.661984,2449,0,1,1996
2866,0.557347,0.679212,2454,0,0,1990
2867,0.0881835,0.542119,2455,0,1,1989
2868,0.344914,0.531722,2455,0,0,1993
2869,0.336666,0.544687,2451,0,1,1989
2870,0.430723,0.364458,2452,0,0,1992
2871,0.584338,0.346386,2436,0,0,1991
2872,0.590362,0.423193,2448,0,0,1997
2873,0.483266,0.184841,2448,0,1,1995
2875,0.57488,0.702899,2447,0,1,2001
2876,0.642858,0.157967,2446,0,1,2001
2877,0.296703,0.522348,2440,0,1,2001
2878,0.663004,0.29658,2443,0,1,2000
2879,0.888279,0.356896,2444,0,1,2000
2880,0.534881,0.71566,2445,0,1,2000
2881,0.467115,0.942308,2442,0,1,1999
2883,0.516648,0.531347,2441,0,1,2002
2884,0.422161,0.192677,2439,0,1,1999
2885,0.544954,0.493009,2435,0,1,1998
2892,0.405375,0.518511,2469,0,1,2050
2895,0.595641,0.47276,2457,0,1,2052
2896,0.376513,0.496368,2467,0,1,2052
2897,0.144067,0.696125,2465,0,1,2061
2898,0.521791,0.432809,2459,0,1,2048
2899,0.443099,0.776028,2463,0,1,2061
2900,0.394674,0.443705,2470,0,1,2061
2901,0.644068,0.223971,2461,0,1,2049
2902,0.504845,0.474355,2464,0,1,2051
2903,0.325666,0.703389,2460,0,1,2049
2904,0.532688,0.519976,2458,0,1,2047
2907,0.35102,0.387755,2477,0,1,2093
2908,0.328231,0.696428,2478,0,1,2093
2909,0.534349,0.770408,2497,0,1,2093
2910,0.721423,0.512755,2498,0,1,2093
2912,0.783636,0.856363,2475,0,1,2071
2913,0.594545,0.64,2487,0,1,2071
2914,0.306061,0.705454,2484,0,1,2071
2915,0.215152,0.256364,2476,0,1,2071
2916,0.404243,0.269091,2479,0,1,2072
2921,0.372573,0.540048,2492,0,1,2073
2922,0.589328,0.816266,2473,0,1,2096
2923,0.338592,0.656553,2489,0,1,2081
2924,0.431904,0.665655,2490,0,1,2080
2925,0.668554,0.636325,2494,0,1,2080
2926,0.521709,0.869335,2501,0,1,2080
2930,0.590362,0.296688,2472,0,1,2096
2931,0.614078,0.388956,2488,0,1,2095
2932,0.400486,0.427185,2485,0,1,2094
2933,0.207524,0.181432,2503,0,1,2094
2935,0.356797,0.525485,2483,0,1,2076
2936,0.760355,0.552791,2505,0,1,2075
2937,0.523058,0.525485,2508,0,1,2077
2938,0.360301,0.405747,2471,0,1,2096
2939,0.532767,0.49818,2474,0,1,2106
2952,0.617684,0.606205,2514,0,1,2099
2955,0.616465,0.353414,2504,0,1,2082
2956,0.540161,0.85743,2507,0,1,2083
2957,0.311245,0.817269,2510,0,1,2083
2958,0.429049,0.475904,2511,0,1,2083
2959,0.303577,0.35743,2509,0,1,2097
2960,0.563283,0.417671,2512,0,1,2097
2961,0.467871,0.369478,2495,0,1,2098
2964,0.572289,0.207831,2480,0,1,2119
2965,0.435743,0.70482,2486,0,1,2120
2966,0.560241,0.51506,2502,0,1,2121
2967,0.216867,0.759037,2500,0,1,2122
2968,0.287149,0.358433,2482,0,1,2122
2969,0.51004,0.521084,2493,0,1,2126
2970,0.556225,0.608434,2499,0,1,2125
2971,0.514056,0.509036,2491,0,1,2124
3009,0.51318,0.722404,2522,0,1,2166
3010,0.490115,0.712519,2520,0,1,2170
3011,0.508237,0.285008,2523,0,1,2169
3012,0.425865,0.354201,2524,0,1,2168
3013,0.674631,0.218287,2525,0,1,2166
3014,0.51318,0.467875,2527,0,1,2166
3015,0.443987,0.635914,2529,0,1,2167
3016,0.350083,0.230642,2530,0,1,2166
3017,0.51318,0.245469,2532,0,1,2166
3032,0.507889,0.565089,2538,0,1,2194
3033,0.504931,0.542899,2533,0,1,2197
3034,0.488166,0.539941,2536,0,1,2196
3035,0.675542,0.585799,2528,0,1,2191
3036,0.359961,0.35503,2535,0,1,2194
3037,0.451677,0.784024,2537,0,1,2194
3038,0.421104,0.461539,2526,0,1,2195
3039,0.576923,0.661243,2521,0,1,2190
3040,0.503945,0.547337,2534,0,1,2197
3047,0.509485,0.400407,2564,0,1,2232
3048,0.50813,0.256098,2554,0,1,2232
3049,0.550135,0.589431,2557,0,1,2244
3050,0.367209,0.319106,2553,0,1,2244
3051,0.433604,0.611789,2555,0,1,2240
3052,0.62195,0.310976,2556,0,1,2240
3053,0.504065,0.335366,2563,0,1,2233
3055,0.383468,0.884145,2565,0,1,2234
3057,0.501355,0.526423,2565,0,0,2237
3058,0.566395,0.53252,2519,0,1,2238
3074,0.2249,0.204819,2569,0,1,2303
3075,0.415663,0.41265,2559,0,1,2303
3076,0.415663,0.866009,2560,0,1,2303
3077,0.818274,0.748494,2561,120175,1,2303
3078,0.2249,0.430722,2561,120176,0,2303
3097,0.40518978,0.6871258,2617,0,1,293
3099,0.68911,0.164584,2618,0,1,293
3101,0.8562618,0.74700606,2619,0,1,293
3113,0.527435,0.763374,2588,0,1,2335
3114,0.413203,0.236626,2587,0,1,2335
3115,0.44513,0.521322,2586,0,1,2335
3116,0.549383,0.528807,2589,0,1,2335
3119,0.532359,0.387907,2607,0,1,2292
3120,0.435511,0.692699,2611,0,1,2291
3121,0.590506,0.301016,2599,0,1,2293
3122,0.394524,0.595335,2609,0,1,2292
3123,0.55409,0.769778,2612,0,1,2294
3124,0.24726,0.473145,2601,0,1,2294
3125,0.478,0.546025,2602,0,1,2295
3126,0.407113,0.529026,2608,0,1,2294
3130,0.515,0.3,2627,0,1,293
3142,0.5,0.47006,2600,0,1,2344
3143,0.500998,0.784431,2596,0,1,2344
3144,0.599801,0.267964,2594,0,1,2343
3145,0.704592,0.488024,2595,0,1,2343
3146,0.371074,0.546281,2571,0,1,2308
3147,0.25427,0.57438,2573,0,1,2309
3148,0.839394,0.486777,2570,0,1,2309
3149,0.498028,0.505917,2566,0,1,2316
3150,0.557199,0.627219,2567,0,1,2319
3151,0.572978,0.550296,2568,0,1,2320
3162,0.535709,0.41829,2572,0,1,2341
3163,0.802091,0.325154,2579,0,1,2341
3164,0.21953,0.746971,2590,0,1,2341
3165,0.537956,0.754886,2582,0,1,2341
3170,0.678242,0.28375,2583,0,1,2357
3171,0.169724,0.397772,2584,0,1,2357
3172,0.468548,0.558978,2585,0,1,2358
3173,0.441814,0.236687,2580,127589,1,2359
3174,0.395463,0.412722,2581,127234,1,2359
3175,0.398422,0.45858,2593,127223,1,2359
3183,0.577668,0.28882,2654,924,1,1162
