ID,TraitNodeID,RequiredPointsInThisNode,Flags
8893,64107,5,0
8894,64106,10,3
8895,64105,0,3
8896,64104,5,0
8897,64103,10,3
8898,64102,0,3
8899,64101,5,0
8900,64100,10,3
8901,64099,0,0
8902,64098,5,0
8903,64097,10,1
8904,64096,15,0
8905,64095,20,0
8906,64094,25,1
8907,64093,30,0
8908,64092,35,0
8909,64091,40,1
8910,64090,0,3
8911,64089,5,0
8912,64088,10,3
8913,64087,15,0
8914,64086,20,3
8915,64085,25,0
8916,64084,30,3
8917,64083,0,3
8918,64082,5,0
8919,64081,10,0
8920,64080,15,3
8921,64079,20,0
8922,64078,25,0
8923,64077,30,3
8924,64076,0,3
8925,64075,5,0
8926,64074,10,0
8927,64073,15,0
8928,64072,20,3
8929,64071,25,0
8930,64070,30,3
8954,68399,0,2
8955,68398,5,0
8956,68397,10,1
8957,68396,15,0
8958,68395,20,0
8959,68394,25,2
8960,68393,30,0
8961,68392,35,1
8962,68391,40,0
8963,68390,45,0
8964,68389,50,2
8965,68388,0,2
8966,68387,5,0
8967,68386,10,2
8968,68385,15,0
8969,68384,20,2
8970,68383,25,0
8971,68382,30,2
8972,68381,35,0
8973,68380,40,2
8974,68379,0,2
8975,68378,5,0
8976,68377,10,2
8977,68376,15,0
8978,68375,20,2
8979,68374,25,0
8980,68373,30,0
8981,68372,35,0
8982,68371,40,2
8983,68440,5,0
8984,68439,10,1
8985,68438,15,0
8986,68437,20,1
8987,68436,25,0
8988,68435,30,1
8989,68434,35,0
8990,68433,40,1
8991,68432,0,1
8992,68431,5,0
8993,68430,10,1
8994,68429,15,0
8995,68428,20,1
8996,68427,30,1
8997,68426,35,0
8998,68425,40,0
8999,68424,45,1
9000,68423,0,0
9001,68422,5,0
9002,68421,10,1
9003,68420,15,0
9004,68419,20,1
9005,68418,25,0
9006,68417,30,1
9007,68416,0,1
9008,68415,5,0
9009,68414,10,1
9010,68413,15,0
9011,68412,20,1
9012,68411,25,0
9013,68410,30,1
9014,68409,0,1
9015,68408,5,0
9016,68407,10,1
9017,68406,15,0
9018,68405,20,1
9019,68404,25,0
9020,68403,30,1
9080,80762,0,0
9081,80763,0,2
9082,80764,0,0
9083,80765,0,0
9084,80766,0,0
9085,81107,30,2
9086,81108,25,0
9087,81109,20,2
9088,81110,15,0
9089,81111,10,2
9090,81112,5,0
9091,81113,0,2
9092,81114,30,2
9093,81115,25,0
9094,81116,20,2
9095,81117,15,0
9096,82437,40,2
9105,86725,0,0
9108,90061,25,0
9139,96219,40,2
9140,96220,35,0
9141,96221,30,0
9142,96222,25,0
9143,96223,20,2
9144,96224,15,0
9145,96225,10,2
9146,96226,5,0
9147,96227,0,2
9148,96228,40,2
9149,96229,35,0
9150,96230,30,2
9151,96231,25,0
9152,96232,20,2
9153,96233,15,0
9154,96234,10,2
9155,96235,5,0
9156,96236,0,2
9157,96237,40,2
9158,96238,35,0
9159,96239,30,1
9160,96240,25,0
9161,96241,20,0
9162,96242,15,0
9163,96243,10,1
9164,96244,5,0
9165,96245,0,2
9166,96249,40,2
9167,96250,35,0
9168,96251,30,0
9169,96252,25,0
9170,96253,20,2
9171,96254,15,0
9172,96255,10,0
9173,96256,5,0
9174,96257,0,2
9175,96258,40,2
9176,96259,35,0
9177,96260,30,0
9178,96261,25,0
9179,96262,20,2
9180,96263,15,0
9181,96264,10,0
9182,96265,5,0
9183,96266,0,2
9184,96267,40,2
9185,96268,35,0
9186,96269,30,0
9187,96270,25,0
9188,96271,20,2
9189,96272,15,0
9190,96273,10,0
9191,96274,5,0
9192,96275,0,2
9193,96276,40,2
9194,96277,35,0
9195,96278,30,0
9196,96279,25,0
9197,96280,20,2
9198,96281,15,0
9199,96282,10,0
9200,96283,5,0
9201,96284,0,2
9202,96285,40,2
9203,96286,35,1
9204,96287,30,0
9205,96288,25,1
9206,96289,20,0
9207,96290,15,1
9208,96291,10,0
9209,96292,5,1
9210,96293,0,2
9211,96299,40,2
9212,96300,35,0
9213,96301,30,0
9214,96302,25,0
9215,96303,20,2
9216,96304,15,0
9217,96305,10,0
9218,96306,5,0
9219,96307,0,0
9220,96308,40,2
9221,96309,35,0
9222,96310,30,0
9223,96311,25,0
9224,96312,20,2
9225,96313,15,0
9226,96314,10,0
9227,96315,5,0
9228,96316,0,0
9229,96317,40,2
9230,96318,35,0
9231,96319,30,0
9232,96320,25,0
9233,96321,20,2
9234,96322,15,0
9235,96323,10,0
9236,96324,5,0
9237,96325,0,0
9238,96326,40,2
9239,96327,35,0
9240,96328,30,0
9241,96329,25,0
9242,96330,20,2
9243,96331,15,0
9244,96332,10,0
9245,96333,5,0
9246,96334,0,0
9247,96335,40,2
9248,96336,35,0
9249,96337,30,0
9250,96338,25,0
9251,96339,20,2
9252,96340,15,0
9253,96341,10,0
9254,96342,5,0
9255,96343,0,0
9256,96344,40,3
9257,96345,35,1
9258,96346,30,0
9259,96347,25,1
9260,96348,20,2
9261,96349,15,1
9262,96350,10,0
9263,96351,5,1
9264,96352,0,0
9598,96731,40,2
9599,96732,35,0
9600,96733,30,0
9601,96734,25,0
9602,96735,20,0
9603,96736,15,0
9604,96737,10,0
9605,96738,5,0
9606,96739,0,0
9607,96740,40,2
9608,96741,35,0
9609,96742,30,0
9610,96743,25,0
9611,96744,20,2
9612,96745,15,0
9613,96746,10,0
9614,96747,5,0
9615,96748,0,2
9616,96749,40,2
9617,96750,35,0
9618,96751,30,2
9619,96752,25,0
9620,96753,20,2
9621,96754,15,0
9622,96755,10,2
9623,96756,5,0
9624,96757,0,2
9625,96758,40,2
9626,96759,35,0
9627,96760,30,3
9628,96761,25,0
9629,96762,20,3
9630,96763,15,0
9631,96764,10,3
9632,96765,5,0
9633,96766,0,0
9634,96771,40,2
9635,96772,35,0
9636,96773,30,0
9637,96774,25,0
9638,96775,20,2
9639,96776,15,0
9640,96777,10,0
9641,96778,5,0
9642,96779,0,2
9643,96780,40,2
9644,96781,35,0
9645,96782,30,0
9646,96783,25,0
9647,96784,20,2
9648,96785,15,0
9649,96786,10,0
9650,96787,5,0
9651,96788,0,2
9652,96789,40,2
9653,96790,35,0
9654,96791,30,3
9655,96792,25,0
9656,96793,20,2
9657,96794,15,0
9658,96795,10,3
9659,96796,5,0
9660,96797,0,2
9661,96801,40,2
9662,96802,35,0
9663,96803,30,0
9664,96804,25,0
9665,96805,20,2
9666,96806,15,0
9667,96807,10,0
9668,96808,5,0
9669,96809,0,0
9670,96810,40,2
9671,96811,35,0
9672,96812,30,0
9673,96813,25,0
9674,96814,20,2
9675,96815,15,0
9676,96816,10,0
9677,96817,5,0
9678,96818,0,0
9679,96819,40,2
9680,96820,35,0
9681,96821,30,3
9682,96822,25,0
9683,96823,20,2
9684,96824,15,0
9685,96825,10,3
9686,96826,5,0
9687,96827,0,2
10279,97513,30,2
10280,97514,25,0
10281,97515,20,0
10282,97516,15,0
10283,97517,10,0
10284,97518,5,0
10285,97519,0,2
10286,97520,30,2
10287,97521,25,0
10288,97522,20,0
10289,97523,15,0
10290,97524,10,0
10291,97525,5,0
10292,97526,0,0
10293,97527,30,2
10294,97528,25,0
10295,97529,20,0
10296,97530,15,0
10297,97531,10,0
10298,97532,5,0
10299,97533,0,2
10300,97534,30,2
10301,97535,25,0
10302,97536,20,0
10303,97537,15,0
10304,97538,10,0
10305,97539,5,0
10306,97540,0,2
10307,97541,30,2
10308,97542,25,0
10309,97543,20,0
10310,97544,15,0
10311,97545,10,0
10312,97546,5,0
10313,97547,0,2
10314,97548,30,3
10315,97549,25,3
10316,97550,20,3
10317,97551,15,3
10318,97552,10,3
10319,97553,5,0
10320,97554,0,0
10363,97609,30,2
10364,97610,25,0
10365,97611,20,2
10366,97612,15,0
10367,97613,10,2
10368,97614,5,0
10369,97615,0,2
10370,97616,30,2
10371,97617,25,0
10372,97618,20,2
10373,97619,15,0
10374,97620,10,2
10375,97621,5,0
10376,97622,0,2
10377,97623,30,2
10378,97624,25,0
10379,97625,20,2
10380,97626,15,0
10381,97627,10,2
10382,97628,5,0
10383,97629,0,2
10384,97630,30,2
10385,97631,25,3
10386,97632,20,0
10387,97633,15,3
10388,97634,10,0
10389,97635,5,3
10390,97636,0,0
10391,97641,20,2
10392,97642,15,0
10393,97643,10,0
10394,97644,5,0
10395,97645,0,2
10396,97646,20,2
10397,97647,15,0
10398,97648,10,0
10399,97649,5,0
10400,97650,0,2
10401,97651,20,2
10402,97652,15,0
10403,97653,10,0
10404,97654,5,0
10405,97655,0,2
10406,97656,20,2
10407,97657,15,0
10408,97658,10,0
10409,97659,5,0
10410,97660,0,2
10411,97661,30,3
10412,97662,25,3
10413,97663,20,3
10414,97664,15,0
10415,97665,10,3
10416,97666,5,0
10417,97667,0,2
10418,97668,20,2
10419,97669,15,0
10420,97670,10,0
10421,97671,5,0
10422,97672,0,2
10423,97673,20,2
10424,97674,15,0
10425,97675,10,0
10426,97676,5,0
10427,97677,0,2
10428,97678,20,2
10429,97679,15,0
10430,97680,10,0
10431,97681,5,0
10432,97682,0,2
10433,97683,20,2
10434,97684,15,0
10435,97685,10,0
10436,97686,5,0
10437,97687,0,2
10438,97688,30,3
10439,97689,25,3
10440,97690,20,3
10441,97691,15,0
10442,97692,10,3
10443,97693,5,0
10444,97694,0,2
10445,97695,30,2
10446,97696,25,0
10447,97697,20,3
10448,97698,15,0
10449,97699,10,3
10450,97700,5,0
10451,97701,0,2
10452,97713,20,2
10453,97714,15,0
10454,97715,10,0
10455,97716,5,0
10456,97717,0,2
10457,97718,20,2
10458,97719,15,0
10459,97720,10,0
10460,97721,5,0
10461,97722,0,2
10462,97723,20,2
10463,97724,15,0
10464,97725,10,0
10465,97726,5,0
10466,97727,0,2
10467,97728,20,2
10468,97729,15,0
10469,97730,10,0
10470,97731,5,0
10471,97732,0,2
10472,97733,30,3
10473,97734,25,3
10474,97735,20,3
10475,97736,15,0
10476,97737,10,3
10477,97738,5,0
10478,97739,0,2
10479,97740,20,2
10480,97741,15,0
10481,97742,10,0
10482,97743,5,0
10483,97744,0,2
10484,97745,20,2
10485,97746,15,0
10486,97747,10,0
10487,97748,5,0
10488,97749,0,2
10489,97750,20,2
10490,97751,15,0
10491,97752,10,0
10492,97753,5,0
10493,97754,0,2
10494,97755,20,2
10495,97756,15,0
10496,97757,10,0
10497,97758,5,0
10498,97759,0,2
10499,97760,30,3
10500,97761,25,3
10501,97762,20,3
10502,97763,15,0
10503,97764,10,3
10504,97765,5,0
10505,97766,0,2
10506,97767,30,2
10507,97768,25,0
10508,97769,20,3
10509,97770,15,0
10510,97771,10,3
10511,97772,5,0
10512,97773,0,2
10873,98220,30,2
10874,98221,25,0
10875,98222,20,2
10876,98223,15,2
10877,98224,10,2
10878,98225,5,0
10879,98226,0,2
10880,98227,30,2
10881,98228,25,0
10882,98229,20,2
10883,98230,15,2
10884,98231,10,2
10885,98232,5,0
10886,98233,0,2
10887,98234,40,0
10888,98235,35,0
10889,98236,30,3
10890,98237,25,0
10891,98238,20,3
10892,98239,15,0
10893,98240,10,3
10894,98241,5,0
10895,98242,0,2
11121,98523,10,0
11122,98524,5,0
11123,98525,0,2
11124,98526,10,0
11125,98527,5,0
11126,98528,0,2
11127,98529,10,0
11128,98530,5,0
11129,98531,0,2
11130,98532,30,2
11131,98533,25,0
11132,98534,20,3
11133,98535,15,2
11134,98536,10,3
11135,98537,5,0
11136,98538,0,3
11137,98539,10,0
11138,98540,5,0
11139,98541,0,2
11140,98542,10,0
11141,98543,5,0
11142,98544,0,2
11143,98545,10,0
11144,98546,5,0
11145,98547,0,2
11146,98548,30,2
11147,98549,25,0
11148,98550,20,3
11149,98551,15,2
11150,98552,10,3
11151,98553,5,0
11152,98554,0,3
11153,98555,10,0
11154,98556,5,0
11155,98557,0,2
11156,98558,10,0
11157,98559,5,0
11158,98560,0,2
11159,98561,10,0
11160,98562,5,0
11161,98563,0,2
11162,98564,30,2
11163,98565,25,0
11164,98566,20,3
11165,98567,15,2
11166,98568,10,3
11167,98569,5,0
11168,98570,0,3
11169,98571,10,0
11170,98572,5,0
11171,98573,0,2
11172,98574,10,0
11173,98575,5,0
11174,98576,0,2
11175,98577,10,0
11176,98578,5,0
11177,98579,0,2
11178,98580,30,2
11179,98581,25,0
11180,98582,20,3
11181,98583,15,2
11182,98584,10,3
11183,98585,5,0
11184,98586,0,3
11185,98587,50,2
11186,98588,45,0
11187,98589,40,3
11188,98590,35,0
11189,98591,30,3
11190,98592,25,0
11191,98593,20,3
11192,98594,15,0
11193,98595,10,3
11194,98596,5,0
11195,98597,0,2
11196,98615,20,2
11197,98616,15,0
11198,98617,10,2
11199,98618,5,0
11200,98619,0,2
11201,98620,20,2
11202,98621,15,0
11203,98622,10,2
11204,98623,5,0
11205,98624,0,2
11206,98625,20,2
11207,98626,15,0
11208,98627,10,2
11209,98628,5,0
11210,98629,0,2
11211,98630,20,2
11212,98631,15,0
11213,98632,10,2
11214,98633,5,0
11215,98634,0,2
11216,98635,40,2
11217,98636,35,3
11218,98637,30,0
11219,98638,25,3
11220,98639,20,2
11221,98640,15,3
11222,98641,10,0
11223,98642,5,3
11224,98643,0,2
11225,98644,15,2
11226,98645,10,0
11227,98646,5,0
11228,98647,0,0
11229,98648,15,2
11230,98649,10,0
11231,98650,5,0
11232,98651,0,0
11233,98652,30,3
11234,98653,25,0
11235,98654,20,3
11236,98655,15,0
11237,98656,10,3
11238,98657,5,0
11239,98658,0,2
11474,98932,25,2
11475,98933,20,0
11476,98934,15,0
11477,98935,10,2
11478,98936,5,0
11479,98937,0,2
11480,98938,25,2
11481,98939,20,2
11482,98940,15,0
11483,98941,10,2
11484,98942,5,0
11485,98943,0,2
11486,98944,30,2
11487,98945,25,0
11488,98946,20,3
11489,98947,15,2
11490,98948,10,3
11491,98949,5,2
11492,98950,0,2
11493,98954,40,2
11494,98955,35,0
11495,98956,30,0
11496,98957,25,0
11497,98958,20,0
11499,98960,15,0
11500,98961,10,0
11501,98962,5,0
11502,98963,0,2
11503,98964,40,2
11504,98965,35,0
11505,98966,30,0
11506,98967,25,0
11507,98968,20,0
11509,98970,15,0
11510,98971,10,0
11511,98972,5,0
11512,98973,0,2
11513,98974,40,2
11514,98975,35,0
11515,98976,30,0
11516,98977,25,0
11517,98978,20,0
11519,98980,15,0
11520,98981,10,0
11521,98982,5,0
11522,98983,0,2
11523,98984,40,2
11524,98985,35,0
11525,98986,30,0
11526,98987,25,0
11527,98988,20,0
11529,98990,15,0
11530,98991,10,0
11531,98992,5,0
11532,98993,0,2
11533,98994,40,2
11534,98995,35,0
11535,98996,30,0
11536,98997,25,0
11537,98998,20,2
11539,99000,15,0
11540,99001,10,0
11541,99002,5,0
11542,99003,0,2
11543,99004,50,0
11544,99005,45,3
11545,99006,40,0
11546,99007,35,3
11547,99008,30,2
11548,99009,25,3
11549,99010,20,2
11550,99011,15,3
11551,99012,10,0
11552,99013,5,3
11553,99014,0,0
11559,99026,25,2
11560,99027,20,2
11561,99028,15,0
11562,99029,10,2
11563,99030,5,0
11564,99031,0,2
11565,99032,30,2
11566,99033,25,0
11567,99034,20,0
11568,99035,15,3
11569,99036,10,0
11570,99037,5,0
11571,99038,0,2
11572,99042,30,2
11573,99043,25,0
11574,99044,20,0
11575,99045,15,2
11576,99046,10,0
11577,99047,5,0
11578,99048,0,2
11579,99049,40,1
11580,99050,35,2
11581,99051,30,1
11582,99052,25,2
11583,99053,20,1
11584,99054,15,2
11585,99055,10,1
11586,99056,5,2
11587,99057,0,2
11588,99145,25,2
11589,99146,20,0
11590,99147,15,0
11591,99148,10,0
11592,99149,5,0
11593,99150,0,2
11594,99151,25,2
11595,99152,20,0
11596,99153,15,0
11597,99154,10,0
11598,99155,5,0
11599,99156,0,2
11600,99157,25,2
11601,99158,20,0
11602,99159,15,0
11603,99160,10,0
11604,99161,5,0
11605,99162,0,2
11606,99163,30,3
11607,99164,25,0
11608,99165,20,3
11609,99166,15,0
11610,99167,10,3
11611,99168,5,0
11612,99169,0,2
11613,99170,25,2
11614,99171,20,0
11615,99172,15,0
11616,99173,10,0
11617,99174,5,0
11618,99175,0,2
11619,99176,25,2
11620,99177,20,0
11621,99178,15,0
11622,99179,10,0
11623,99180,5,0
11624,99181,0,2
11625,99182,25,2
11626,99183,20,0
11627,99184,15,0
11628,99185,10,0
11629,99186,5,0
11630,99187,0,2
11631,99188,30,3
11632,99189,25,0
11633,99190,20,3
11634,99191,15,0
11635,99192,10,3
11636,99193,5,0
11637,99194,0,2
11638,99195,25,2
11639,99196,20,0
11640,99197,15,0
11641,99198,10,0
11642,99199,5,0
11643,99200,0,2
11644,99201,25,2
11645,99202,20,0
11646,99203,15,0
11647,99204,10,0
11648,99205,5,0
11649,99206,0,2
11650,99207,25,2
11651,99208,20,0
11652,99209,15,0
11653,99210,10,0
11654,99211,5,0
11655,99212,0,2
11656,99213,30,3
11657,99214,25,0
11658,99215,20,3
11659,99216,15,0
11660,99217,10,3
11661,99218,5,0
11662,99219,0,2
11663,99220,30,3
11664,99221,25,0
11665,99222,20,0
11666,99223,15,3
11667,99224,10,0
11668,99225,5,0
11669,99226,0,3
11670,99240,20,0
11671,99241,15,0
11672,99242,10,0
11673,99243,5,0
11674,99244,0,0
11675,99245,20,0
11676,99246,15,0
11677,99247,10,0
11678,99248,5,0
11679,99249,0,0
11680,99250,20,0
11681,99251,15,0
11682,99252,10,0
11683,99253,5,0
11684,99254,0,0
11685,99255,40,2
11686,99256,35,0
11687,99257,30,3
11688,99258,25,0
11689,99259,20,3
11690,99260,15,0
11691,99261,10,3
11692,99262,5,0
11693,99263,0,2
11810,99404,25,2
11811,99405,20,0
11812,99406,15,2
11813,99407,10,0
11814,99408,5,0
11815,99409,0,2
11816,99410,25,2
11817,99411,20,0
11818,99412,15,2
11819,99413,10,0
11820,99414,5,0
11821,99415,0,2
11822,99416,25,2
11823,99417,20,3
11824,99418,15,0
11825,99419,10,3
11826,99420,5,0
11827,99421,0,2
11828,99422,25,2
11829,99423,20,0
11830,99424,15,2
11831,99425,10,2
11832,99426,5,0
11833,99427,0,2
11834,99428,25,2
11835,99429,20,0
11836,99430,15,2
11837,99431,10,0
11838,99432,5,0
11839,99433,0,2
11840,99434,25,2
11841,99435,20,3
11842,99436,15,2
11843,99437,10,3
11844,99438,5,0
11845,99439,0,2
11846,99440,30,3
11847,99441,25,0
11848,99442,20,0
11849,99443,15,0
11850,99444,10,0
11851,99445,5,0
11852,99446,0,3
11911,99522,20,2
11912,99523,15,0
11913,99524,10,0
11914,99525,5,0
11915,99526,0,0
11916,99527,20,2
11917,99528,15,0
11918,99529,10,0
11919,99530,5,0
11920,99531,0,2
11921,99532,30,3
11922,99533,25,0
11923,99534,20,0
11924,99535,15,3
11925,99536,10,0
11926,99537,5,0
11927,99538,0,0
11928,99539,20,2
11929,99540,15,0
11930,99541,10,0
11931,99542,5,0
11932,99543,0,2
11933,99544,20,2
11934,99545,15,0
11935,99546,10,0
11936,99547,5,0
11937,99548,0,2
11938,99549,30,3
11939,99550,25,0
11940,99551,20,0
11941,99552,15,0
11942,99553,10,0
11943,99554,5,0
11944,99555,0,3
11945,99556,20,2
11946,99557,15,0
11947,99558,10,0
11948,99559,5,0
11949,99560,0,0
11950,99561,20,2
11951,99562,15,0
11952,99563,10,0
11953,99564,5,0
11954,99565,0,2
11955,99566,30,3
11956,99567,25,0
11957,99568,20,0
11958,99569,15,0
11959,99570,10,3
11960,99571,5,0
11961,99572,0,2
11962,99573,30,3
11963,99574,25,0
11964,99575,20,3
11965,99576,15,0
11966,99577,10,3
11967,99578,5,0
11968,99579,0,2
11969,99592,30,2
11970,99593,25,0
11971,99594,20,0
11972,99595,15,2
11973,99596,10,0
11974,99597,5,0
11975,99598,0,2
11976,99599,30,2
11977,99600,25,0
11978,99601,20,0
11979,99602,15,2
11980,99603,10,0
11981,99604,5,0
11982,99605,0,2
11983,99606,30,2
11984,99607,25,0
11985,99608,20,0
11986,99609,15,2
11987,99610,10,0
11988,99611,5,0
11989,99612,0,2
11990,99613,30,2
11991,99614,25,0
11992,99615,20,0
11993,99616,15,2
11994,99617,10,0
11995,99618,5,0
11996,99619,0,2
11997,99620,30,3
11998,99621,25,0
11999,99622,20,3
12000,99623,15,0
12001,99624,10,3
12002,99625,5,0
12003,99626,0,3
12004,99627,30,2
12005,99628,25,0
12006,99629,20,0
12007,99630,15,2
12008,99631,10,0
12009,99632,5,0
12010,99633,0,2
12011,99634,30,2
12012,99635,25,0
12013,99636,20,0
12014,99637,15,2
12015,99638,10,0
12016,99639,5,0
12017,99640,0,2
12018,99641,30,2
12019,99642,25,0
12020,99643,20,0
12021,99644,15,2
12022,99645,10,0
12023,99646,5,0
12024,99647,0,2
12025,99648,30,3
12026,99649,25,0
12027,99650,20,3
12028,99651,15,0
12029,99652,10,1
12030,99653,5,0
12031,99654,0,3
12032,99655,30,2
12033,99656,25,0
12034,99657,20,0
12035,99658,15,0
12036,99659,10,3
12037,99660,5,0
12038,99661,0,3
12039,99672,30,2
12040,99673,25,0
12041,99674,20,0
12042,99675,15,2
12043,99676,10,0
12044,99677,5,0
12045,99678,0,2
12046,99679,30,2
12047,99680,25,0
12048,99681,20,0
12049,99682,15,2
12050,99683,10,0
12051,99684,5,0
12052,99685,0,2
12053,99686,30,2
12054,99687,25,0
12055,99688,20,0
12056,99689,15,2
12057,99690,10,0
12058,99691,5,0
12059,99692,0,2
12060,99693,30,0
12061,99694,25,0
12062,99695,20,1
12063,99696,15,0
12064,99697,10,1
12065,99698,5,0
12066,99699,0,1
12067,99700,30,2
12068,99701,25,0
12069,99702,20,0
12070,99703,15,2
12071,99704,10,0
12072,99705,5,0
12073,99706,0,2
12074,99707,30,2
12075,99708,25,0
12076,99709,20,0
12077,99710,15,2
12078,99711,10,0
12079,99712,5,0
12080,99713,0,2
12081,99714,30,2
12082,99715,25,0
12083,99716,20,0
12084,99717,15,2
12085,99718,10,0
12086,99719,5,0
12087,99720,0,2
12088,99721,30,2
12089,99722,25,0
12090,99723,20,1
12091,99724,15,0
12092,99725,10,1
12093,99726,5,0
12094,99727,0,3
12095,99728,30,2
12096,99729,25,0
12097,99730,20,0
12098,99731,15,0
12099,99732,10,1
12100,99733,5,0
12101,99734,0,3
12102,99744,30,2
12103,99745,25,0
12104,99746,20,2
12105,99747,15,0
12106,99748,10,2
12107,99749,5,0
12108,99750,0,2
12109,99751,30,2
12110,99752,25,0
12111,99753,20,2
12112,99754,15,0
12113,99755,10,2
12114,99756,5,0
12115,99757,0,2
12116,99758,30,0
12117,99759,25,0
12118,99760,20,2
12119,99761,15,0
12120,99762,10,2
12121,99763,5,0
12122,99764,0,2
12123,99765,30,2
12124,99766,25,0
12125,99767,20,3
12126,99768,15,0
12127,99769,10,3
12128,99770,5,0
12129,99771,0,3
12130,99776,20,2
12131,99777,15,0
12132,99778,10,0
12133,99779,5,0
12134,99780,0,2
12135,99781,20,2
12136,99782,15,0
12137,99783,10,0
12138,99784,5,0
12139,99785,0,0
12140,99786,20,2
12141,99787,15,0
12142,99788,10,0
12143,99789,5,0
12144,99790,0,2
12145,99791,20,3
12146,99792,15,0
12147,99793,10,3
12148,99794,5,0
12149,99795,0,3
12150,99859,30,2
12151,99860,25,0
12152,99861,20,2
12153,99862,15,0
12154,99863,10,0
12155,99864,5,0
12156,99865,0,0
12157,99866,30,2
12158,99867,25,0
12159,99868,20,2
12160,99869,15,0
12161,99870,10,0
12162,99871,5,0
12163,99872,0,0
12164,99873,30,2
12165,99874,25,0
12166,99875,20,2
12167,99876,15,0
12168,99877,10,0
12169,99878,5,0
12170,99879,0,0
12171,99880,30,2
12172,99881,25,3
12173,99882,20,0
12174,99883,15,3
12175,99884,10,0
12176,99885,5,3
12177,99886,0,0
12178,99891,20,2
12179,99892,15,0
12180,99893,10,0
12181,99894,5,0
12182,99895,0,2
12183,99896,20,2
12184,99897,15,0
12185,99898,10,0
12186,99899,5,0
12187,99900,0,2
12188,99901,20,3
12189,99902,15,0
12190,99903,10,3
12191,99904,5,0
12192,99905,0,0
12193,99906,20,2
12194,99907,15,0
12195,99908,10,0
12196,99909,5,0
12197,99910,0,2
12198,99911,20,2
12199,99912,15,0
12200,99913,10,0
12201,99914,5,0
12202,99915,0,2
12203,99916,20,3
12204,99917,15,0
12205,99918,10,3
12206,99919,5,0
12207,99920,0,0
12208,99921,20,2
12209,99922,15,2
12210,99923,10,2
12211,99924,5,2
12212,99925,0,2
12213,99926,30,2
12214,99927,25,3
12215,99928,20,0
12216,99929,15,3
12217,99930,10,0
12218,99931,5,3
12219,99932,0,0
12220,99941,20,2
12221,99942,15,0
12222,99943,10,0
12223,99944,5,0
12224,99945,0,2
12225,99946,20,2
12226,99947,15,0
12227,99948,10,0
12228,99949,5,0
12229,99950,0,2
12230,99951,20,3
12231,99952,15,0
12232,99953,10,3
12233,99954,5,0
12234,99955,0,0
12235,99956,20,2
12236,99957,15,0
12237,99958,10,0
12238,99959,5,0
12239,99960,0,2
12240,99961,20,2
12241,99962,15,0
12242,99963,10,0
12243,99964,5,0
12244,99965,0,2
12245,99966,20,3
12246,99967,15,0
12247,99968,10,3
12248,99969,5,0
12249,99970,0,0
12250,99971,20,2
12251,99972,15,0
12252,99973,10,0
12253,99974,5,0
12254,99975,0,2
12255,99976,20,2
12256,99977,15,0
12257,99978,10,0
12258,99979,5,0
12259,99980,0,2
12260,99981,20,2
12261,99982,15,0
12262,99983,10,0
12263,99984,5,0
12264,99985,0,2
12265,99986,20,3
12266,99987,15,3
12267,99988,10,3
12268,99989,5,0
12269,99990,0,0
12270,99991,30,2
12271,99992,25,3
12272,99993,20,0
12273,99994,15,3
12274,99995,10,0
12275,99996,5,3
12276,99997,0,0
12277,100009,30,2
12278,100010,25,0
12279,100011,20,2
12280,100012,15,0
12281,100013,10,2
12282,100014,5,0
12283,100015,0,2
12284,100016,30,2
12285,100017,25,0
12286,100018,20,2
12287,100019,15,0
12288,100020,10,2
12289,100021,5,0
12290,100022,0,2
12291,100023,30,2
12292,100024,25,0
12293,100025,20,2
12294,100026,15,0
12295,100027,10,2
12296,100028,5,0
12297,100029,0,2
12298,100030,30,2
12299,100031,25,3
12300,100032,20,0
12301,100033,15,3
12302,100034,10,0
12303,100035,5,3
12304,100036,0,2
12305,100041,45,2
12306,100042,40,2
12307,100043,35,0
12308,100044,30,0
12309,100045,25,0
12310,100046,20,2
12311,100047,15,0
12312,100048,10,0
12313,100049,5,0
12314,100050,0,0
12315,100051,45,2
12316,100052,40,2
12317,100053,35,0
12318,100054,30,0
12319,100055,25,0
12320,100056,20,2
12321,100057,15,0
12322,100058,10,0
12323,100059,5,0
12324,100060,0,0
12325,100061,45,2
12326,100062,40,2
12327,100063,35,0
12328,100064,30,0
12329,100065,25,0
12330,100066,20,2
12331,100067,15,0
12332,100068,10,0
12333,100069,5,0
12334,100070,0,0
12335,100071,50,0
12336,100072,45,0
12337,100073,40,3
12338,100074,35,0
12339,100075,30,0
12340,100076,25,3
12341,100077,20,0
12342,100078,15,0
12343,100079,10,3
12344,100080,5,0
12345,100081,0,0
12346,100086,25,0
12347,100087,20,0
12348,100088,15,2
12349,100089,10,0
12350,100090,5,0
12351,100091,0,0
12352,100092,25,0
12353,100093,20,0
12354,100094,15,2
12355,100095,10,0
12356,100096,5,0
12357,100097,0,0
12358,100098,60,2
12359,100099,55,0
12360,100100,50,0
12361,100101,45,0
12362,100102,35,0
12363,100103,30,0
12364,100104,25,0
12365,100105,15,0
12366,100106,10,0
12367,100107,5,0
12368,100108,0,2
12369,100112,40,2
12370,100113,35,0
12371,100114,30,0
12372,100115,25,0
12373,100116,20,2
12374,100117,15,0
12375,100118,10,0
12376,100119,5,0
12377,100120,0,2
12378,100121,40,2
12379,100122,35,0
12380,100123,30,0
