ID,ModelName,GeoBox[0],GeoBox[1],GeoBox[2],GeoBox[3],GeoBox[4],GeoBox[5],FileDataID,ObjectEffectPackageID,OverrideLootEffectScale,OverrideNameScale,Field_1_15_4_56400_006
4491,World\Goober\G_Mortar.mdx,-0.619505,-0.4113146,0.0020435809,0.65083045,0.4094887,1.0044359,201073,0,0,0,0
4511,WORLD\KALIMDOR\DIREMAUL\ACTIVEDOODADS\DOORS\DIREMAULDOOR04.MDX,-0.9508118,-4.409299,0.04879762,0.45776477,4.2931547,22.2207,201631,0,0,0,0
4531,World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer01.mdx,-0.16612008,0.23720169,2.8460808,0.16611663,2.4935944,3.9066548,198468,0,0,0,0
4551,WORLD\DUNGEON\CAVERNSOFTIME\ACTIVEDOODADS\CAVERNSOFTIMEDOOR\CAVERNDOOR.MDX,-1.3717949,-11.456689,-1.5167803,7.760884,10.211456,27.334589,190822,0,0,0,0
4552,WORLD\AZEROTH\ZULGURUB\ACTIVEDOODADS\MAINDOOR\ZULGURUBMAINDOOR.MDX,-1.3959404,-3.8867595,-0.011179606,1.26292,3.862359,14.90456,190683,0,0,0,0
4571,WORLD\AZEROTH\ELWYNN\ACTIVEDOODADS\ABBEYBELL\NSABBEYBELL.MDX,-0.9580216,-1.5100543,-0.91842145,0.9580228,4.34654,24.290436,189599,0,0,0,0
4572,WORLD\KALIMDOR\ORGRIMMAR\PASSIVEDOODADS\ORGRIMMARBONFIRE\ORGRIMMARBONFIRE01.MDX,-2.1396985,-4.261206,-1.6632955,2.0975952,3.7844913,5.581555,202360,0,0,0,0
4591,WORLD\GENERIC\PASSIVEDOODADS\POSTBOXES\POSTBOXUNDEAD.MDX,-0.5724083,-0.6245037,-0.005915572,0.55555564,0.5947092,3.5477102,200014,0,0,0,0
4611,World\Kalimdor\DireMaul\PassiveDoodads\OgreCampfires\OgreCampfire01.mdx,-4.6273584,-3.9926007,-0.5279541,5.809648,4.4267673,5.7168007,201688,0,0,0,0
4612,World\Kalimdor\Felwood\ActiveDoodads\IllidanCrystal\IllidanCrystal02.mdx,-0.32980084,-1.0719925,-0.22098356,0.58354443,0.9790411,1.3566746,201845,0,0,0,0
4631,World\Goober\G_Keg.mdx,-1.6532172,-1.3326207,-0.015493444,1.0848907,1.3253906,2.5595336,201058,0,0,0,0
4632,World\SkillActivated\TradeskillNodes\Bush_PlagueBloom.mdx,-0.41300127,-0.41436237,-0.14497142,0.3291038,0.43408233,0.53666836,219482,0,0,0,0
4633,World\SkillActivated\TradeskillNodes\Bush_MountainSilverSage.mdx,-0.7673723,-0.8235839,-0.2068871,0.8188239,0.81644183,0.78325015,219473,0,0,0,0
4634,World\SkillActivated\TradeskillNodes\Bush_IceCap.mdx,-0.41300118,-0.41436237,-0.042843957,0.32910374,0.43408236,0.8725386,219465,0,0,0,0
4635,World\SkillActivated\TradeskillNodes\Bush_DreamFoil.mdx,-0.7673723,-0.8235839,-0.056833677,0.8188239,0.81644183,0.93330353,219444,0,0,0,0
4636,World\SkillActivated\TradeskillNodes\Bush_BlackLotus.mdx,-0.47977623,-0.23673807,-0.023850188,0.12725578,0.36107185,0.7696085,219437,0,0,0,0
4651,World\Generic\Dwarf\Passive Doodads\ExcavationBarrierPlank\ExcavationBarrierPlank.mdx,-0.2790392,-5.5650144,-0.0018700359,0.21676995,5.821773,2.2862852,197337,0,0,0,0
4652,World\SkillActivated\TradeskillNodes\Bush_Sansam.mdx,-0.4197002,-0.44245604,0,0.42762715,0.43362585,0.81710786,219486,0,0,0,0
4653,WORLD\KALIMDOR\DIREMAUL\ACTIVEDOODADS\DOORS\DIREMAULSMALLINSTANCEDOOR.MDX,-0.31202453,-3.91982,-0.0050016954,0.3425888,3.9283054,11.165646,201634,0,0,0,0
4671,WORLD\GENERIC\TAUREN\PASSIVE DOODADS\TAURENWALLSCROLLS\TAURENWALLSCROLL01BLUE.MDX,-0.10143615,-0.35642415,0.054947194,0.10635189,0.44931594,1.9632212,200552,0,0,0,0
4672,WORLD\GENERIC\TAUREN\PASSIVE DOODADS\TAURENWALLSCROLLS\TAURENWALLSCROLL02BLUE.MDX,-0.10143613,-0.358376,0.0954863,0.10635192,0.37682238,2.5066578,200554,0,0,0,0
4673,WORLD\KALIMDOR\DIREMAUL\ACTIVEDOODADS\DOORS\DIREMAULDOOR03.MDX,-1.646266,-10.957289,-0.3335907,1.8745062,10.95819,22.866983,201629,0,0,0,0
4674,WORLD\KALIMDOR\DIREMAUL\ACTIVEDOODADS\DOORS\DIREMAULDOOR02.MDX,-5.445818,-5.3056865,0.5957862,2.8398774,7.7348523,34.70859,201627,0,0,0,0
4675,World\Kalimdor\Silithus\PassiveDoodads\Gong\SilithidGong.mdx,-0.24888515,-4.820496,-0.20221147,0.7251688,4.8578663,8.77022,202508,0,0,0,0
4676,World\Azeroth\Stranglethorn\PassiveDoodads\TrollDrum\TrollDrumSoundObj.mdx,-0.013888889,-0.013888889,0.00013888889,0.013888889,0.013888889,0.027916666,190331,0,0,0,0
4677,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\BOOKS\BOOKSMALLOPEN02.MDX,-0.221183,-0.308392,0.000336111,0.205028,0.312547,0.129496,198041,0,0,0,0
4678,WORLD\GENERIC\GNOME\PASSIVE DOODADS\FURNITURE\GNOMECHAIR01.MDX,-0.59328157,-0.5503572,-0.04516728,0.41982365,0.44781902,1.5108901,197658,0,0,0,0
4691,World\wmo\Kalimdor\Buildings\NightElfMoonWell\DSNightElfMoonWellOrnate.wmo,-10.732204,-6.7367263,-1.838296,7.5188437,10.874373,10.562516,112871,0,0,0,0
4711,World\Generic\ActiveDoodads\InstancePortal\InstancePortal_Red.mdx,-0.27255854,-4.4133067,-1.4700706,0.27255854,4.4133067,7.222447,197011,0,0,0,0
4712,World\Generic\PassiveDoodads\Furniture\Containers\Lichcontainer01.mdx,-0.57840943,-0.57840943,0.006128704,0.57840943,0.57840943,1.9067603,199744,0,0,0,0
4713,World\Dungeon\CavernsOfTime\PassiveDoodads\Portal\COT_portal01.mdx,-9.357648,-23.863579,-3.559458,9.864632,24.838333,32.13428,190858,0,0,0,0
4714,WORLD\KALIMDOR\DIREMAUL\ACTIVEDOODADS\LIGHTCRYSTAL\DIREMAULCRYSTALGENERATOR.MDX,-1.21664,-1.3752273,-0.010209249,1.3229749,1.5057006,55.888435,201638,0,0,0,0
4715,World\Generic\Human\Passive Doodads\Banners\BlueLorderonBanner.mdx,-0.011142176,-0.9276246,-0.06796316,0.023471162,0.9283758,2.597735,197961,0,0,0,0
4716,WORLD\GENERIC\TAUREN\PASSIVE DOODADS\TOTEMS\TAURENTOTEM03.MDX,-5.247417,-9.874715,-0.15124767,5.672091,9.395093,30.033865,200579,0,0,0,0
4717,WORLD\GENERIC\TAUREN\PASSIVE DOODADS\TOTEMS\TAURENTOTEM02.MDX,-5.247417,-11.419671,-0.15124688,5.247418,11.419671,33.140903,200578,0,0,0,0
4718,WORLD\GENERIC\TAUREN\PASSIVE DOODADS\TOTEMS\TAURENTOTEM01.MDX,-5.247417,-8.634033,-0.15124767,5.247418,8.611979,29.69628,200577,0,0,0,0
4731,World\KhazModan\Uldaman\PassiveDoodads\Paintings\Painting01.mdx,-0.21242775,-1.4843241,0.04981491,0.21317242,1.4990021,4.8715873,203415,0,0,0,0
4732,World\Generic\PassiveDoodads\Furniture\Containers\exploding_package.mdx,-0.25956735,-0.2588558,-0.040649306,0.2702808,0.2582639,2.8168354,199742,0,0,0,0
4733,World\KhazModan\Uldaman\PassiveDoodads\Paintings\Painting02.mdx,-0.2265491,-2.11599,0.054910693,0.199051,2.1284897,4.1737123,203417,0,0,0,0
4751,WORLD\KALIMDOR\HYJAL\ACTIVEDOODADS\DOORS\HYJALGATE.MDX,-1.3730671,-7.3943186,-0.024487756,1.5366173,7.380467,10.315263,201985,0,0,0,0
4771,World\Generic\PassiveDoodads\Lights\FreestandingTorch04_HUGEblue.mdx,-0.15841423,-0.0913942,-0.062378883,0.13369663,0.1488063,2.0222218,199819,0,0,0,0
4791,WORLD\KALIMDOR\MAURADON\ACTIVEDOODADS\DOORS\STONE_DOOR01.MDX,-1.1115524,-7.2392445,6.3578285E-05,1.0925598,7.239241,10.922017,202077,0,0,0,0
4811,World\Kalimdor\Timbermaw\PassiveDoodads\TimbermawFlowers\TimbermawFlower02.mdx,-0.4130012,-0.41436237,-0.027635733,0.22704223,0.36506602,0.9532254,202744,0,0,0,0
4831,World\Generic\PassiveDoodads\ParticleEmitters\AuraRedTall.mdx,-0.85537827,-0.9287537,-0.0010548426,0.8792451,0.93780166,6.787457,199921,0,0,0,0
4851,World\KhazModan\Uldaman\PassiveDoodads\Debris\UldamanScrollDebris01.mdx,-1.411326,-0.7185104,-0.057628486,1.3854814,0.25462887,0.5015256,203400,0,0,0,0
4852,World\Lordaeron\Stratholme\PassiveDoodads\FX\StratholmeSmokeEmitter.mdx,0,0,0,0,0,0,204058,0,0,0,0
4853,World\Kalimdor\Blackfathom\PassiveDoodads\Statue\BFD_StatueNagaPriestess.mdx,-0.9001029,-1.14038,-0.03447029,0.67745435,1.2720413,2.615336,201452,0,0,0,0
4871,World\Generic\Satyr\Passive Doodads\Container\SatyrContainer01.mdx,-0.27786732,-0.258262,-0.0671347,0.27798524,0.2917608,1.3374888,200350,0,0,0,0
4872,World\Generic\Human\Passive Doodads\Books\BookMediumOpen02.mdx,-0.324094,-0.4519,0.000336111,0.318375,0.450642,0.129496,198030,0,0,0,0
4873,World\Kalimdor\Darkshore\PassiveDoodads\Anchors\DarkshoreAnchor01.mdx,-18.07491,-1.9816649,-3.3097448,7.569752,4.198661,13.954305,201490,0,0,0,0
4891,World\Lordaeron\Scholomance\PassiveDoodads\CrystalBall\ScholomanceCrystalBall01.mdx,-0.46627104,-1.1047118,-0.034082975,0.41900465,1.1069127,2.116828,203892,0,0,0,0
4911,WORLD\GENERIC\UNDEAD\PASSIVE DOODADS\UNDERCITYWORM\UNDERCITYWORM.MDX,-19.349747,-25.234385,-0.10893539,27.320667,26.18276,54.111565,200817,0,0,0,0
4951,World\Kalimdor\StoneTalon\ActiveDoodads\Tree\g_sapling01.mdx,-0.5555556,-0.5555564,0.00045364103,0.5555556,0.5555547,1.3633974,202605,0,0,0,0
4972,World\Goober\G_RitualOfDoom.mdx,-0.75199085,-0.7519909,-0.3178503,0.751991,0.7519909,2.3465645,201097,0,0,0,0
4991,World\Generic\Gnome\Passive Doodads\Buckets\Gnomebucket05.mdx,-0.36856252,-0.36856332,0.005358694,0.36856294,0.36856195,0.9518818,197644,0,0,0,0
4992,World\Azeroth\Elwynn\PassiveDoodads\Pick\Pick.mdx,-0.0730108,-0.25727,-0.00691083,0.0737044,0.40495,0.870278,189834,0,0,0,0
4993,World\Kalimdor\OnyxiasLair\LavaTraps\OnyziasLairLavaSplash.mdx,0,-1.510143,-3.5901947,0,1.498799,0,202326,0,0,0,0
5011,World\Kalimdor\Mauradon\PassiveDoodads\Crystals\AmethystCrystal01.mdx,-0.55625314,-0.6417311,-0.21855189,0.4760489,0.6978888,2.055075,202123,0,0,0,0
5012,World\Kalimdor\Mauradon\PassiveDoodads\Crystals\AmethystCrystal02.mdx,-1.0657681,-0.8600225,-0.1376899,0.5116003,1.0008444,1.1108629,202124,0,0,0,0
5013,World\Kalimdor\Mauradon\PassiveDoodads\Crystals\AmethystCrystal04.mdx,-2.00389,-1.6778647,-0.19887824,1.1851552,1.7949053,4.3517427,202126,0,0,0,0
5014,World\KhazModan\Ironforge\PassiveDoodads\LavaSteam\LavaSteam.mdx,-11.268654,-9.556665,0,8.976546,10.688535,50.834446,203188,0,0,0,0
5015,World\Generic\PassiveDoodads\ParticleEmitters\LavaSplashParticle.mdx,-1.7179962,-3.7772205,-0.4419293,1.7751938,3.7915306,-0.4419293,199959,0,0,0,0
5016,World\Generic\PassiveDoodads\ParticleEmitters\LavaParticleSplash.mdx,-2.238513,-2.1946206,0,2.238513,2.1946206,6.6668262,199956,0,0,0,0
5017,World\Kalimdor\Mauradon\PassiveDoodads\Crystals\AmethystCrystal03.mdx,-0.6223718,-1.586223,-0.18882158,0.7481887,1.6584524,2.2027998,202125,0,0,0,0
5031,World\Kalimdor\Timbermaw\PassiveDoodads\TimbermawFlowers\TimbermawFlower01.mdx,-0.47749922,-0.48521402,-0.097408526,0.39462253,0.51187825,0.9742219,202742,0,0,0,0
5051,World\Generic\Goblin\PassiveDoodads\GoblinShredderSuit\GoblinShredderSuit02.mdx,-1.952911,-3.423595,-0.64512473,1.3881793,2.7355568,4.7387,197790,0,0,0,0
5071,World\Generic\PassiveDoodads\ParticleEmitters\LavaSmokeEmitterB.mdx,0.0024177416,-5.8364663,-0.56440395,0.0024193688,5.66103,12.767272,199958,0,0,0,0
5072,World\Dungeon\Cave\PassiveDoodads\Stalagtite\Stalagtite01.mdx,-1.9787748,-1.3383576,-3.2252862,2.1050408,1.2567656,2.6974995,190819,0,0,0,0
5073,World\Dungeon\Cave\PassiveDoodads\Stalagmite\Stalagmite01.mdx,-1.5231521,-1.3383573,-0.28320435,2.1050408,1.2567654,4.5271416,190815,0,0,0,0
5091,World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation01.mdx,-0.2873519,-0.6317561,0.21979271,0.4107453,0.10761932,1.1729231,190804,0,0,0,0
5092,World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation03.mdx,-0.287352,-0.46377245,-0.45971337,0.7796775,0.5999075,0.90732163,190806,0,0,0,0
5093,World\Azeroth\Stranglethorn\PassiveDoodads\TrollDungeonPottery\TrollDungeonPottery03.mdx,-0.25033537,-0.36423087,-0.01322484,0.2569105,0.2858057,0.6315351,190343,0,0,0,0
5111,World\Generic\Orc\Passive Doodads\HordeBanners\HordeBanner03.mdx,-0.6101406,-0.22796912,-0.30503154,2.4511576,0.22867505,12.015173,199175,0,0,0,0
5112,World\Azeroth\Elwynn\PassiveDoodads\WaterBasin\WaterBasin.mdx,-0.998372,-0.717184,0.001057,0.927829,0.730077,0.932663,189956,0,0,0,0
5113,World\Generic\Tauren\Passive Doodads\TaurenRugs\TaurenRug04.mdx,-1.4595228,-1.0237077,0.016264178,1.4513427,1.0614696,0.08159828,200539,0,0,0,0
5131,World\Generic\Satyr\Passive Doodads\Container\SatyrContainer03.mdx,-0.27476692,-0.24719143,-0.055628914,0.20313115,0.2538803,1.0351061,200352,0,0,0,0
5151,World\Goober\G_BrazierOrcPurple.mdx,-0.9925514,-1.1990261,-0.14911596,1.1980189,0.9672166,1.0793331,200930,0,0,0,0
5171,World\Generic\Human\Passive Doodads\WoodenDummies\GeneralWoodenDummy02.mdx,-1.8378146,-0.45579126,-0.4514261,1.8370287,1.0269648,2.6609051,198665,0,0,0,0
5191,World\Generic\Dwarf\Passive Doodads\ExcavationBannerStands\ExcavationBannerStand01.mdx,-0.34214675,-1.0427598,-0.2778312,0.4612741,1.0744437,4.13602,197333,0,0,0,0
5211,World\Generic\Orc\Passive Doodads\Banners\OgreBannerSnow.mdx,-0.23569423,-0.7652958,0.00043712722,0.84266615,0.7079671,3.501083,199077,0,0,0,0
5212,WORLD\KALIMDOR\MAURADON\ACTIVEDOODADS\BUTTON\CENTAURTELEPORTER01.MDX,-2.8103209,-2.7388697,-0.0037688436,2.7254572,2.7388701,1.4760418,202071,0,0,0,0
5231,World\Generic\ActiveDoodads\SpellPortals\MagePortal_Maraudon.mdx,-0.07758413,-1.5487683,0.18975033,-0.077583715,1.5487682,3.6344097,197046,0,0,0,0
5251,World\Goober\G_XMasTree.mdx,-1.719209,-1.6610222,-0.014452928,1.6071005,1.4979644,4.421554,201146,0,0,0,0
5252,World\Generic\PassiveDoodads\Christmas\XmasTree_LargeHorde01.mdx,-5.409735,-5.8197894,-0.31982747,5.9432883,5.831885,21.205873,199617,0,0,0,0
5253,World\Generic\PassiveDoodads\Christmas\XmasTree_LargeAlliance01.mdx,-5.409735,-5.8197894,-0.31982747,5.9432883,5.831885,21.817944,199615,0,0,0,0
5254,World\Generic\PassiveDoodads\Christmas\XmasGift01.mdx,-0.35790345,-0.45033646,0.012928718,0.34821525,0.45863348,0.43279356,199604,0,0,0,0
5255,World\Generic\PassiveDoodads\Christmas\XmasGift02.mdx,-0.35790345,-0.425974,0.012928698,0.48426384,0.41267288,0.8880276,199605,0,0,0,0
5256,World\Generic\PassiveDoodads\Christmas\XmasGift03.mdx,-0.37226084,-0.7104223,0.012928721,0.37623182,0.6799619,0.34933603,199606,0,0,0,0
5257,World\Generic\PassiveDoodads\Christmas\XmasGift04.mdx,-0.35790345,-0.45033646,0.012928718,0.34821525,0.45863348,0.43279356,199607,0,0,0,0
5258,World\Generic\PassiveDoodads\Christmas\XmasGift05.mdx,-0.35790345,-0.425974,0.012928698,0.48426384,0.41267288,0.8880276,199608,0,0,0,0
5259,World\Generic\PassiveDoodads\Christmas\XmasGift06.mdx,-0.35790345,-0.45033646,0.012928718,0.34821525,0.45863348,0.43279356,199609,0,0,0,0
5260,World\Generic\PassiveDoodads\Christmas\XmasStocking01.mdx,-0.11160101,-0.15071829,-0.8746465,0.11415824,0.32227516,0.025371643,199612,0,0,0,0
5261,World\Generic\PassiveDoodads\Christmas\XmasStocking02.mdx,-0.14931592,-0.16504543,-0.9737692,0.13374814,0.456688,0.038197704,199613,0,0,0,0
5262,World\Generic\PassiveDoodads\Christmas\XmasStocking03.mdx,-0.08295981,-0.1086743,-0.77839833,0.09928125,0.325936,0.028446605,199614,0,0,0,0
5263,World\Generic\PassiveDoodads\Christmas\G_XmasWreath.mdx,-0.79243404,-3.5504198,-4.3892503,0.85203534,3.5662477,3.597903,199592,0,0,0,0
5264,World\Generic\PassiveDoodads\Christmas\Xmas_lights.mdx,-0.5348647,-2.012127,-1.0246146,0.60899717,1.9066442,0.89837605,199600,0,0,0,0
5265,World\Generic\Human\Passive Doodads\Globes\Globe01.mdx,-0.38096598,-0.5093557,-0.004169878,0.40506342,0.40533194,1.6725644,198254,0,0,0,0
5271,World\Generic\Orc\Passive Doodads\BarrelsandCrates\OrcCrate06.mdx,-0.99215287,-1.0465668,-0.022525894,1.0054789,0.9873788,1.420218,199097,0,0,0,0
5291,World\Dungeon\CavernsOfTime\PassiveDoodads\DarkPortal\COT_portalparticles.mdx,0,0,0,0,0,0,190823,0,0,0,0
5311,World\Generic\Gnome\Passive Doodads\HazardLights\GnomeHazardLight01.mdx,-0.582985,-4.0234222,-0.0016046494,0.5821337,0.3741455,1.9667393,197709,0,0,0,0
5312,World\Generic\PassiveDoodads\Christmas\Xmas_lights_broken.mdx,-0.5801048,-1.8667208,-0.947534,0.5313451,2.05205,0.7748371,199601,0,0,0,0
5313,World\Kalimdor\Azshara\PassiveDoodads\Anemone\Anemone01.mdx,-0.9424655,-1.0864241,-0.16580221,0.9589413,1.1091313,1.8604065,201279,0,0,0,0
5314,World\Generic\PassiveDoodads\Christmas\mistletoe.mdx,-0.1831087,-0.13649029,-0.94300216,0.22325283,0.23966295,0.25719064,199596,0,0,0,0
5315,World\Generic\PassiveDoodads\Christmas\XmasTree_MediumAlliance01.mdx,-4.7009416,-4.9445715,-0.59055257,4.6428237,4.9297276,13.672245,199618,0,0,0,0
5316,World\Generic\PassiveDoodads\Christmas\XmasTree_LargeAlliance01White.mdx,-5.409735,-5.8197894,-0.31982747,5.9432883,5.831885,21.817944,199616,0,0,0,0
5317,WORLD\KALIMDOR\MAURADON\ACTIVEDOODADS\BUTTON\MARAUDONSTAFFCREATOR.MDX,-4.9110475,-4.418879,-0.0037980229,4.2825356,4.712581,6.1513987,202074,0,0,0,0
5318,WORLD\KALIMDOR\MAURADON\PASSIVEDOODADS\CORRUPTEDPLANTS\MARAUDONSPEWERTREEBOSSCOLOR.MDX,-2.7062638,-7.578222,-1.742927,4.4866347,8.202527,7.157309,202107,0,0,0,0
5331,World\Generic\Gnome\Passive Doodads\HazardLights\GnomeHazardLight02.mdx,-0.58298504,-4.0234222,-0.38106894,0.58213365,0.19470663,0.7840497,197710,0,0,0,0
5332,World\Generic\Gnome\Passive Doodads\HazardLights\GnomeHazardLightRed.mdx,-1.0128868,-2.3049004,-0.8109695,1.0120351,0.19470663,1.2139517,197711,0,0,0,0
5333,World\Generic\ActiveDoodads\Christmas\SnowBallMound01.mdx,-0.8242276,-1.0076183,-0.32837132,0.81568533,1.0111865,0.38895994,196993,0,0,0,0
5351,World\Generic\PassiveDoodads\Christmas\Xmas_lightsX3.mdx,-0.5852744,-5.7196794,-1.0952429,0.5585875,5.727095,0.89837605,199603,0,0,0,0
5371,World\Generic\PassiveDoodads\Christmas\XmasTree_MediumHorde01.mdx,-4.7009416,-4.944395,-0.59055257,4.6428237,4.929904,13.280279,199619,0,0,0,0
5391,World\Generic\Gnome\Passive Doodads\Gears&Levers\GnomeSmallGear.mdx,-0.232998,-0.5269863,-0.41532046,0.2314744,0.5247051,0.5549845,197675,0,0,0,0
5392,World\Generic\Human\Passive Doodads\GypsyWagons\StormwindGypsywagon01.mdx,-4.57371,-2.609348,-0.16249543,6.912896,4.5359764,5.253117,198288,0,0,0,0
5411,World\Kalimdor\WailingCaverns\PassiveDoodads\FangDruids\WC_DruidOfTheThunderCircle.mdx,-1.8573443,-1.8879321,-0.1841965,1.8685316,1.8327681,0.3387181,202806,0,0,0,0
5431,World\Generic\PassiveDoodads\ParticleEmitters\FeralasLightYellow.mdx,-5.98845,-12.512932,-11.366466,6.465382,14.038527,24.11916,199945,0,0,0,0
5451,World\Generic\PassiveDoodads\Christmas\Xmas_lights_broken3X.mdx,-0.22170703,-5.7665377,-0.947534,0.21633048,5.4067664,0.7748371,199602,0,0,0,0
5452,World\Azeroth\Elwynn\PassiveDoodads\Signs\GenericPosts\GenericSmallSignPost01.mdx,-0.093584396,-0.41460595,-0.00050255976,0.2814063,0.3337532,1.1516101,189868,0,0,0,0
5453,World\Generic\PassiveDoodads\Christmas\XmasRopeLine.mdx,-0.39363813,-0.43370053,-0.10891252,0.4313091,2.725315,1.3524009,199610,0,0,0,0
5454,World\Generic\PassiveDoodads\Christmas\XmasRopeLinePole.mdx,-0.39363813,-0.43370053,-0.10891252,0.4313091,0.3866982,1.3524009,199611,0,0,0,0
5455,World\NoDXT\Generic\PassiveDoodads\VolumetricLights\DarnassisLightShaft.mdx,-22.478943,-22.709305,-31.475376,23.022655,22.698013,32.26921,219207,0,0,0,0
5456,World\NoDXT\Generic\PassiveDoodads\VolumetricLights\LD_lightshaft01.mdx,-13.324602,-7.7421503,0.016559491,2.1347091,7.727441,36.860004,219210,0,0,0,0
5457,World\NoDXT\Generic\PassiveDoodads\VolumetricLights\LD_lightshaft02.mdx,-19.709074,-14.162027,0.01655931,8.581462,14.147322,36.860004,219211,0,0,0,0
5471,World\Azeroth\Karazahn\PassiveDoodads\GrainSacks\KN_GrainSack02.mdx,-0.8085378,-0.9956026,-0.04883185,0.9032591,0.9234595,0.49648768,190016,0,0,0,0
5491,World\Generic\ActiveDoodads\MeetingStones\Meetingstone02.mdx,-2.0301125,-3.055414,-0.23933427,2.5925093,3.023229,9.040523,197024,0,0,0,0
5492,World\Generic\ActiveDoodads\MeetingStones\Meetingstone01.mdx,-2.0301125,-3.055414,-0.23933427,2.5925093,3.023229,9.040523,197022,0,0,0,0
5493,World\Generic\Human\Passive Doodads\Food\Pie01.mdx,-0.0704103,-0.0813025,0,0.0704103,0.0813025,0.0521167,198227,0,0,0,0
5494,World\Generic\ActiveDoodads\MeetingStones\Meetingstone04.mdx,-2.0301125,-3.055414,-0.23933427,2.5925093,3.023229,8.478363,197028,0,0,0,0
5495,World\Generic\ActiveDoodads\MeetingStones\Meetingstone03.mdx,-2.0301125,-3.055414,-0.23933427,2.5925093,3.023229,10.815029,197026,0,0,0,0
5496,World\Generic\Orc\Passive Doodads\Roasts\RoastBoar.mdx,-2.0007908,-0.44196913,-0.30015278,2.1141822,0.4419691,2.0616624,199231,0,0,0,0
5497,World\Generic\Orc\Passive Doodads\Bongs\HookahBong01.mdx,-0.21188095,-0.4763796,-0.009291527,0.09538004,0.3161377,1.0711415,199118,0,0,0,0
5498,World\Generic\ActiveDoodads\MeetingStones\Meetingstone05.mdx,-2.0301125,-3.055414,-0.23933427,2.5925093,3.023229,10.828343,197030,0,0,0,0
5511,World\Generic\PassiveDoodads\Furniture\Containers\Sack01.mdx,-0.358733,-0.43463773,-0.0026957416,0.31185108,0.53570837,0.2651442,199745,0,0,0,0
5512,World\Generic\Human\Passive Doodads\GunShop\GunShopAmmoBoxRedBlock.mdx,-0.2547364,-0.18271387,0.0044281282,0.24824207,0.18623526,0.33217087,198266,0,0,0,0
5531,World\Generic\Orc\Passive Doodads\BarrelsandCrates\OrcCrate07.mdx,-0.9062674,-0.87576735,-0.022526,0.87809664,0.8885783,1.1441407,199099,0,0,0,0
5532,World\Generic\Orc\Passive Doodads\BarrelsandCrates\OrcBarrel04.mdx,-0.84951955,-0.85813403,-0.0076095187,0.8678471,0.8592326,1.9519187,199092,0,0,0,0
5551,WORLD\GENERIC\HUMAN\PASSIVE DOODADS\CHAIRS\GMCHAIRLOEND01.MDX,-0.9985465,-0.5532056,-0.0069886316,0.17892943,0.5532056,1.3278188,198117,0,0,0,0
5571,World\Generic\Orc\Passive Doodads\Banners\ClanBanner01.mdx,-0.3720249,-1.1838843,-0.19130531,0.04991742,1.1934286,6.3372645,199058,0,0,0,0
5591,WORLD\GENERIC\ACTIVEDOODADS\DOORS\GIANTPORTCULLIS\GIANTPORTCULLISFLATBOTTOM01.MDX,-3.470486,-0.6171111,-1.0382447,3.4702733,0.60315526,8.65332,197001,0,0,0,0
5592,WORLD\KHAZMODAN\BLACKROCK\PASSIVEDOODADS\BLACKWINGTHRONE\BLACKWINGLAIR_THRONE.MDX,-3.825518,-3.7440932,-1.0154,2.45274,3.6638172,3.5199466,203055,0,0,0,0
5611,World\Azeroth\Elwynn\PassiveDoodads\Campfire\ElwynnCampfire_blue.mdx,-0.8640408,-1.0067995,-0.09937097,1.1650466,1.1288279,0.71157074,189706,0,0,0,0
5631,<empty>\KL_OnyxiasLair.wmo,0,0,0,0,0,0,0,0,0,0,0
5651,World\Generic\PVP\BattlefieldBanners\BattlefieldBannerAlliance.mdx,-0.60485595,-1.2124519,0,0.5288618,1.1899805,5.9223633,200268,0,0,0,0
5652,World\Generic\PVP\BattlefieldBanners\BattlefieldBannerHorde.mdx,-0.63282925,-1.6101236,-0.08882929,0.6582023,1.6244892,6.186018,200276,0,0,0,0
5653,World\Generic\PVP\BattlefieldBanners\BattlefieldBannerAllianceBW.mdx,-0.60485595,-1.2124519,0,0.5288618,1.2056409,5.9223633,200270,0,0,0,0
5654,World\Generic\PVP\BattlefieldBanners\BattlefieldBannerHordeBW.mdx,-0.63282925,-1.6101236,-0.08882929,0.6582023,1.6244892,6.186018,200278,0,0,0,0
5671,World\Azeroth\Elwynn\PassiveDoodads\LampPost\LampPost.mdx,-0.11024934,-0.5687383,-0.0081496425,0.29174,1.712508,4.088675,189825,0,0,0,0
5691,WORLD\KALIMDOR\DIREMAUL\ACTIVEDOODADS\CRYSTALCORRUPTER\CORRUPTEDCRYSTALVINE.MDX,-1.4488422,-1.4057842,-0.2497798,2.1383896,1.4531521,4.3672814,201619,0,0,0,0
5692,WORLD\KALIMDOR\DIREMAUL\ACTIVEDOODADS\DOORS\DIREMAULBOSSFORCEFIELD.MDX,-109.97398,-110.07131,-11.755204,110.00124,109.90392,94.397316,201624,0,0,0,0
5693,WORLD\KALIMDOR\DIREMAUL\PASSIVEDOODADS\VORTEX\DIREMAULMAGICVORTEX.MDX,-209.66853,-213.25569,-27.739523,210.37723,213.26993,332.00552,201741,0,0,0,0
