ID,ComponentSection,MaterialResourcesID,ItemDisplayInfoID
31958,4,33947,47079
31959,0,31185,47080
31960,1,28399,47080
31961,0,31189,47081
31962,1,28399,47081
31963,3,45515,47082
31964,4,33949,47082
31965,3,45511,47084
31966,4,33945,47084
31967,0,31189,47085
31968,1,28399,47085
31969,3,45514,47085
31970,4,33948,47085
31971,0,31186,47086
31972,1,28400,47086
31973,3,45511,47086
31974,4,33945,47086
31975,0,31187,47087
31976,1,28401,47087
31977,3,45516,47087
31978,4,33950,47087
31979,1,27212,47092
31980,6,32360,47105
31981,5,30439,47117
31982,3,45088,47128
31983,4,34959,47128
31984,5,33466,47129
31985,6,35243,47129
31986,0,28128,47130
31987,1,28275,47130
31988,3,45361,47130
31989,4,45800,47130
31990,5,35029,47130
31991,0,31191,47137
31992,3,45516,47137
31993,4,33950,47137
31994,0,28128,47138
31995,1,28275,47138
31996,3,45361,47138
31997,4,45800,47138
31998,5,35029,47139
31999,6,31274,47140
32000,7,32125,47140
32001,0,28129,47141
32002,3,45362,47141
32003,4,45801,47141
32004,5,35030,47142
32005,6,31277,47142
32006,6,31276,47146
32007,7,32126,47146
32008,3,45362,47147
32009,4,45801,47147
32010,6,31276,47150
32011,7,32126,47150
32012,7,28840,47155
32013,2,29443,47156
32014,0,24993,47159
32015,1,27847,47159
32016,3,44142,47159
32017,4,44696,47159
32018,5,32966,47159
32019,6,34019,47159
32020,5,33236,47160
32021,6,29972,47160
32022,1,27995,47171
32023,2,30818,47171
32024,0,27063,47182
32025,3,44864,47182
32026,4,43761,47182
32027,5,33237,47183
32028,5,33128,47184
32029,6,29240,47184
32030,6,29239,47185
32031,7,32092,47185
32032,1,27226,47186
32033,2,29412,47186
32034,6,34181,47190
32035,1,27994,47191
32036,1,27570,47194
32037,5,33240,47195
32038,6,29969,47195
32039,6,29968,47196
32040,0,24992,47200
32041,1,27844,47200
32042,3,44141,47200
32043,4,44695,47200
32044,5,32964,47201
32045,6,34017,47201
32046,0,26775,47203
32047,3,43567,47203
32048,4,45747,47203
32049,5,33238,47204
32050,6,29967,47204
32051,6,29760,47205
32052,1,27569,47206
32053,2,35196,47206
32054,0,24992,47209
32055,1,27841,47209
32056,3,44140,47209
32057,4,44694,47209
32058,5,32962,47210
32059,6,34015,47210
32060,1,27839,47211
32061,0,26777,47215
32062,3,43569,47215
32063,4,45749,47215
32064,5,33241,47216
32065,5,33242,47217
32066,6,29971,47217
32067,6,29970,47218
32068,1,27573,47219
32069,2,35198,47219
32070,0,28129,47220
32071,3,45362,47220
32072,4,45801,47220
32073,5,35030,47220
32074,6,31277,47220
32075,0,27065,47223
32076,3,43916,47223
32077,4,33119,47223
32078,6,34181,47224
32079,0,28129,47233
32080,3,45362,47233
32081,4,45801,47233
32082,5,35030,47234
32083,6,31277,47234
32084,3,43815,47251
32085,4,43838,47251
32086,6,31274,47253
32087,7,32125,47253
32088,0,31192,47259
32089,0,31192,47260
32090,3,45721,47260
32091,4,34508,47260
32092,0,27480,47264
32093,3,44311,47264
32094,4,33798,47264
32095,0,24992,47266
32096,0,24992,47267
32097,3,44141,47267
32098,4,44695,47267
32099,0,30120,47269
32100,1,27112,47269
32101,3,45162,47269
32102,4,34970,47269
32103,0,28505,47270
32104,1,26091,47270
32105,3,44802,47270
32106,4,32830,47270
32107,0,31185,47271
32108,1,28399,47271
32109,3,45080,47271
32110,4,34951,47271
32111,6,31481,47272
32112,7,24995,47272
32113,3,45939,47274
32114,1,26350,47275
32115,2,29444,47275
32116,6,31875,47281
32117,7,27012,47281
32118,2,31632,47282
32119,0,28086,47284
32120,1,28239,47284
32121,3,43644,47284
32122,4,45636,47284
32123,0,26520,47288
32124,3,44059,47288
32125,4,33121,47288
32126,5,34320,47289
32127,6,34186,47289
32128,1,27996,47290
32129,2,30819,47290
32130,0,26585,47295
32131,1,27380,47295
32132,3,44793,47295
32133,4,45580,47295
32134,1,26973,47296
32135,0,27066,47297
32136,1,27231,47297
32137,3,43695,47297
32138,4,44606,47297
32139,0,26496,47298
32140,1,27187,47298
32141,3,43890,47298
32142,4,32731,47298
32143,1,26992,47299
32144,1,27322,47305
32145,2,34645,47305
32146,0,24982,47306
32147,1,26394,47306
32148,3,44749,47306
32149,4,34947,47306
32150,5,32538,47318
32151,5,32545,47319
32152,6,28579,47319
32153,6,28578,47320
32154,7,24826,47320
32155,0,31185,47321
32156,1,28399,47321
32157,3,45510,47321
32158,4,33944,47321
32159,5,34760,47322
32160,5,34761,47323
32161,6,32004,47323
32162,6,32003,47324
32163,7,31117,47324
32164,3,45120,47327
32165,4,35047,47327
32166,3,45546,47329
32167,4,35434,47329
32168,0,24983,47332
32169,1,26395,47332
32170,3,44750,47332
32171,4,34948,47332
32172,5,32544,47334
32173,0,25509,47338
32174,3,45117,47338
32175,4,35044,47338
32176,1,26964,47340
32177,5,32968,47343
32178,6,34021,47343
32179,0,27067,47348
32180,1,27232,47348
32181,3,44868,47348
32182,4,43765,47348
32183,5,33136,47348
32184,6,30015,47348
32185,5,34759,47351
32186,6,32002,47351
32187,1,24724,47353
32188,0,31389,47362
32189,1,25428,47362
32190,3,45714,47362
32191,4,34501,47362
32192,0,31383,47363
32193,1,28414,47363
32194,3,45668,47363
32195,4,34496,47363
32196,3,44087,47370
32197,4,45914,47370
32198,5,34057,47371
32199,6,31051,47371
32200,1,24731,47372
32201,2,33771,47372
32202,3,45114,47377
32203,4,35041,47377
32204,1,26944,47379
32205,5,32584,47380
32206,6,35221,47380
32207,5,32583,47382
32208,0,25526,47383
32209,3,45553,47383
32210,4,35441,47383
32211,5,31523,47384
32212,6,30867,47384
32213,0,27538,47385
32214,3,44074,47385
32215,4,45901,47385
32216,5,33194,47388
32217,6,32305,47388
32218,1,30934,47389
32219,0,28424,47393
32220,3,45270,47393
32221,4,33216,47393
32222,5,32252,47393
32223,7,26742,47394
32224,1,30929,47396
32225,2,31675,47396
32226,0,27757,47397
32227,3,44397,47397
32228,4,45934,47397
32229,6,33896,47403
32230,7,25070,47403
32231,1,26608,47405
32232,5,35131,47406
32233,6,28728,47408
32234,7,27748,47408
32235,5,33473,47409
32236,1,26962,47411
32237,5,32801,47412
32238,1,26860,47413
32239,6,33731,47414
32240,7,34215,47414
32241,5,32989,47415
32242,1,26281,47416
32243,6,28991,47417
32244,7,31141,47417
32245,1,27556,47418
32246,5,32895,47419
32247,6,29747,47420
32248,7,27956,47420
32249,5,34741,47421
32250,1,26643,47422
32251,6,33736,47423
32252,7,34217,47423
32253,5,34083,47425
32254,1,25872,47426
32255,6,29107,47427
32256,7,33329,47427
32257,6,35250,47428
32258,7,24855,47428
32259,0,31181,47429
32260,1,28395,47429
32261,3,45506,47429
32262,4,33860,47429
32263,0,31179,47430
32264,1,28393,47430
32265,3,45504,47430
32266,4,33858,47430
32267,0,27066,47431
32268,1,27231,47431
32269,3,44867,47431
32270,4,43764,47431
32271,0,26491,47437
32272,3,43885,47437
32273,4,32726,47437
32274,0,31183,47442
32275,1,28397,47442
32276,3,45508,47442
32277,4,33942,47442
32278,6,35241,47463
32279,7,24852,47463
32280,0,24983,47465
32281,1,26395,47465
32282,3,44750,47465
32283,4,34948,47465
32284,0,31178,47475
32285,1,28392,47475
32286,3,45503,47475
32287,4,33857,47475
32288,0,31180,47476
32289,1,28394,47476
32290,3,45505,47476
32291,4,33859,47476
32292,7,29029,47482
32293,3,45171,47489
32294,4,35058,47489
32295,0,24987,47490
32296,1,26400,47490
32297,3,45081,47490
32298,4,34952,47490
32299,5,34943,47495
32300,0,27530,47496
32301,1,25394,47496
32302,3,43840,47496
32303,4,34957,47496
32304,0,24981,47498
32305,1,26393,47498
32306,3,44647,47498
32307,4,34301,47498
32308,0,24981,47499
32309,1,26393,47499
32310,3,45081,47499
32311,4,34952,47499
32312,3,44260,47500
32313,4,33624,47500
32314,1,25383,47501
32315,0,24938,47503
32316,3,45454,47503
32317,4,33842,47503
32318,0,24989,47513
32319,1,26404,47513
32320,3,45083,47513
32321,4,34954,47513
32322,0,24981,47515
32323,1,26393,47515
32324,3,45083,47515
32325,4,34954,47515
32326,2,33982,47516
32327,5,34409,47517
32328,6,31703,47517
32329,0,26871,47518
32330,3,44451,47518
32331,4,45078,47518
32332,2,28600,47519
32333,3,44262,47523
32334,5,34411,47524
32335,6,31704,47524
32336,5,34761,47531
32337,1,25302,47532
32338,2,32429,47532
32339,0,28469,47535
32340,1,27888,47535
32341,3,44659,47535
32342,5,32550,47536
32343,5,32551,47537
32344,6,28585,47537
32345,6,28584,47538
32346,7,24829,47538
32347,0,25550,47539
32348,3,45098,47539
32349,4,34873,47539
32350,5,32552,47540
32351,5,32553,47541
32352,6,28587,47541
32353,7,24830,47542
32354,1,26016,47543
32355,2,30568,47543
32356,0,31422,47544
32357,3,44476,47544
32358,4,43784,47544
32359,5,33370,47545
32360,5,33371,47546
32361,6,32341,47546
32362,7,33297,47547
32363,0,25824,47553
32364,3,44433,47553
32365,4,46264,47553
32366,5,35747,47554
32367,5,35748,47555
32368,6,31948,47555
32369,6,31947,47556
32370,7,27724,47556
32371,1,25634,47557
32372,2,29344,47557
32373,0,31187,47563
32374,1,28401,47563
32375,3,45512,47563
32376,4,33946,47563
32377,0,25181,47565
32378,1,26406,47565
32379,3,45084,47565
32380,4,34955,47565
32381,1,26152,47570
32382,3,44329,47570
32383,0,24945,47571
32384,1,26152,47571
32385,3,45084,47571
32386,4,34955,47571
32387,0,28126,47572
32388,1,28273,47572
32389,3,45359,47572
32390,4,45798,47572
32391,5,35025,47573
32392,6,31272,47573
32393,0,24815,47574
32394,1,27278,47574
32395,3,43605,47574
32396,4,44853,47574
32397,6,29913,47576
32398,6,31220,47578
32399,7,31100,47578
32400,1,30911,47584
32401,2,31663,47584
32402,0,27442,47585
32403,3,44724,47585
32404,4,32821,47585
32405,6,28643,47586
32406,7,28045,47586
32407,1,26080,47587
32408,2,31611,47587
32409,1,28068,47596
32410,2,32640,47596
32411,0,28465,47597
32412,3,45534,47597
32413,4,35533,47597
32414,1,27881,47598
32415,2,29523,47598
32416,1,27277,47599
32417,2,32631,47599
32418,5,35398,47601
32419,6,30722,47602
32420,1,28056,47603
32421,2,32636,47603
32422,5,35362,47608
32423,6,29701,47608
32424,5,35361,47609
32425,0,30375,47610
32426,3,45939,47610
32427,4,45485,47610
32428,5,35516,47612
32429,6,29306,47612
32430,7,28841,47613
32431,0,27763,47615
32432,3,44084,47615
32433,4,45911,47615
32434,1,24726,47616
32435,1,30674,47617
32436,2,34424,47617
32437,2,32412,47619
32438,5,35505,47623
32439,7,28838,47624
32440,1,26345,47625
32441,1,27996,47692
32442,5,29157,47693
32443,5,34413,47698
32444,6,31705,47698
32445,3,43766,47703
32446,5,31307,47704
32447,6,30830,47705
32448,1,31628,47706
32449,2,29325,47706
32450,3,45158,47708
32451,0,30121,47709
32452,1,27319,47709
32453,3,45892,47709
32454,4,33209,47709
32455,5,35028,47725
32456,6,30724,47726
32457,7,28050,47726
32458,0,24981,47737
32459,1,26393,47737
32460,3,44806,47737
32461,4,32979,47737
32462,1,30625,47747
32463,2,31683,47747
32464,0,27543,47748
32465,3,45287,47748
32466,4,35317,47748
32467,3,43930,47753
32468,4,33619,47753
32469,0,24981,47755
32470,1,26393,47755
32471,3,44803,47755
32472,4,32831,47755
32473,5,30197,47756
32474,6,30548,47756
32475,0,24945,47758
32476,1,26152,47758
32477,3,45081,47758
32478,4,34952,47758
32479,0,24988,47762
32480,1,26402,47762
32481,3,45082,47762
32482,4,34953,47762
32483,1,26364,47764
32484,3,44649,47764
32485,4,34303,47764
32486,0,24945,47766
32487,1,26152,47766
32488,3,45082,47766
32489,4,34953,47766
32490,1,30917,47775
32491,2,31666,47775
32492,5,32846,47781
32493,6,28645,47782
32494,7,28046,47782
32495,1,26082,47783
32496,2,31612,47783
32497,6,28645,47785
32498,7,28046,47785
32499,1,26082,47786
32500,2,31612,47786
32501,6,29905,47792
32502,1,27256,47793
32503,2,32622,47793
32504,5,35379,47794
32505,6,29914,47794
32506,6,29147,47795
32507,6,29208,47796
32508,0,27488,47800
32509,4,33806,47800
32510,4,33806,47801
32511,3,43738,47815
32512,4,43827,47815
32513,0,26507,47827
32514,3,43902,47827
32515,4,33102,47827
32516,5,34160,47828
32517,5,34161,47829
32518,6,33910,47829
32519,6,33909,47830
32520,7,25075,47830
32521,1,27973,47831
32522,2,30614,47831
32523,0,24981,47832
32524,1,26393,47832
32525,3,44748,47832
32526,4,34307,47832
32527,0,27397,47833
32528,3,45723,47833
32529,4,34510,47833
32530,1,26635,47834
32531,2,29380,47834
32532,3,43738,47835
32533,4,43827,47835
32534,0,26508,47839
32535,3,43903,47839
32536,4,33103,47839
32537,5,34162,47840
32538,5,34163,47841
32539,6,33912,47841
32540,6,33911,47842
32541,7,25076,47842
32542,1,27975,47843
32543,2,30615,47843
32544,0,27634,47844
32545,1,25874,47844
32546,3,44891,47844
32547,4,44198,47844
32548,5,34085,47845
32549,6,29109,47845
32550,7,33329,47846
32551,0,27656,47850
32552,1,26648,47850
32553,3,43681,47850
32554,4,44220,47850
32555,5,34889,47851
32556,5,34891,47852
32557,6,33521,47852
32558,5,34939,47858
32559,5,34940,47859
32560,6,28986,47859
32561,6,28985,47860
32562,7,31138,47860
32563,1,26276,47861
32564,2,32451,47861
32565,0,27631,47869
32566,3,44888,47869
32567,4,44195,47869
32568,5,34075,47870
32569,5,34077,47871
32570,6,29101,47871
32571,7,33326,47872
32572,1,25670,47873
32573,2,30478,47873
32574,0,27634,47876
32575,1,25874,47876
32576,3,44891,47876
32577,4,44198,47876
32578,5,34085,47877
32579,6,29109,47877
32580,1,25874,47878
32581,2,30481,47878
32582,0,26570,47882
32583,3,44778,47882
32584,4,45565,47882
32585,5,35130,47884
32586,6,28727,47884
32587,6,28726,47885
32588,7,27747,47885
32589,1,26607,47886
32590,2,29367,47886
32591,0,26767,47887
32592,3,43598,47887
32593,4,45585,47887
32594,5,32891,47889
32595,6,29743,47889
32596,6,28978,47890
32597,7,27954,47890
32598,1,27553,47891
32599,2,29386,47891
32600,0,25218,47896
32601,1,25338,47896
32602,3,43641,47896
32603,4,45711,47896
32604,5,33668,47900
32605,7,33288,47910
32606,6,32602,47914
32607,7,33323,47914
32608,1,24732,47932
32609,2,33772,47932
32610,0,24908,47936
32611,3,44411,47936
32612,4,45319,47936
32613,4,32969,47938
32614,5,34022,47938
32615,0,27779,47939
32616,1,25304,47939
32617,3,44171,47939
32618,4,45060,47939
32619,1,30668,47940
32620,2,32430,47940
32621,3,45517,47941
32622,4,33951,47941
32623,5,32558,47942
32624,5,32559,47943
32625,6,28593,47943
32626,6,28592,47944
32627,7,24833,47944
32628,0,31192,47945
32629,1,28406,47945
32630,3,45517,47945
32631,4,33951,47945
32632,0,27852,47947
32633,0,26877,47949
32634,3,44457,47949
32635,4,43668,47949
32636,0,27852,47952
32637,3,45858,47952
32638,4,35106,47952
32639,1,27322,47953
32640,2,31689,47953
32641,0,25924,47954
32642,3,44170,47954
32643,4,44988,47954
32644,3,43816,47955
32645,4,43839,47955
32646,0,25825,47957
32647,1,25638,47957
32648,3,44434,47957
32649,4,46265,47957
32650,5,35749,47958
32651,5,35750,47959
32652,6,31950,47959
32653,6,31949,47960
32654,7,27725,47960
32655,1,25637,47961
32656,2,29345,47961
32657,0,25537,47963
32658,1,24803,47963
32659,3,44686,47963
32660,4,35638,47963
32661,6,28560,47964
32662,7,24817,47964
32663,1,24802,47965
32664,2,29581,47965
32665,0,31188,47968
32666,1,28402,47968
32667,3,45513,47968
32668,4,33947,47968
32669,0,27057,47979
32670,1,26283,47979
32671,3,44538,47979
32672,4,43755,47979
32673,0,26509,48011
32674,1,27980,48011
32675,3,43904,48011
32676,4,33104,48011
32677,0,26771,48013
32678,3,43563,48013
32679,4,45589,48013
32680,0,26773,48014
32681,3,43565,48014
32682,4,45745,48014
32683,0,27058,48015
32684,3,44539,48015
32685,4,43756,48015
32686,0,27061,48016
32687,3,44862,48016
32688,4,43759,48016
32689,3,43816,48046
32690,0,27061,48053
32691,3,44862,48053
32692,4,43759,48053
32693,0,26507,48054
32694,1,27974,48054
32695,3,43902,48054
32696,4,33102,48054
32697,6,28973,48073
32698,7,27952,48073
32699,0,30133,48077
32700,1,27328,48077
32701,3,45171,48077
32702,4,35058,48077
32703,0,24982,48081
32704,1,26394,48081
32705,3,44749,48081
32706,4,34948,48081
32707,3,43870,48084
32708,4,33838,48084
32709,0,30877,48085
32710,3,45404,48085
32711,4,44991,48085
32712,7,25789,48087
32713,1,27299,48088
32714,2,34847,48088
32715,6,31331,48090
32716,5,32791,48092
32717,6,29931,48092
32718,5,33235,48094
32719,5,33243,48095
32720,6,29972,48095
32721,7,27961,48096
32722,1,27566,48097
32723,3,44830,48098
32724,5,29176,48099
32725,0,25549,48101
32726,3,45097,48101
32727,4,34872,48101
32728,1,26014,48102
32729,2,30567,48102
32730,0,27647,48103
32731,1,25901,48103
32732,3,44904,48103
32733,4,44211,48103
32734,0,31178,48105
32735,1,28392,48105
32736,3,45503,48105
32737,4,33857,48105
32738,5,29172,48106
32739,0,27668,48109
32740,3,45940,48109
32741,4,45486,48109
32742,5,35518,48110
32743,5,35520,48111
32744,6,29309,48111
32745,1,26352,48112
32746,2,29445,48112
32747,0,27047,48122
32748,3,44528,48122
32749,4,43745,48122
32750,6,29206,48123
32751,7,32076,48123
32752,0,30117,48124
32753,1,27109,48124
32754,3,45159,48124
32755,4,34962,48124
32756,0,25230,48125
32757,1,25355,48125
32758,3,45830,48125
32759,4,45461,48125
32760,0,25237,48126
32761,1,25570,48126
32762,3,45837,48126
32763,4,45468,48126
32764,5,35411,48127
32765,5,35410,48128
32766,6,29269,48128
32767,1,25572,48129
32768,2,29429,48129
32769,0,30154,48130
32770,1,27355,48130
32771,3,43845,48130
32772,4,33158,48130
32773,5,29397,48130
32774,6,29722,48130
32775,0,30155,48131
32776,1,27356,48131
32777,3,43846,48131
32778,4,33159,48131
32779,5,29398,48131
32780,6,29724,48131
32781,0,27052,48132
32782,3,44533,48132
32783,4,43750,48132
32784,5,33015,48133
32785,5,33016,48134
32786,6,29218,48134
32787,6,29217,48135
32788,7,32081,48135
32789,6,31961,48136
32790,7,27731,48136
32791,6,31214,48137
32792,7,27015,48137
32793,1,25266,48138
32794,2,29573,48138
32795,3,45410,48144
32796,4,44997,48144
32797,0,31168,48145
32798,3,45459,48145
32799,0,31424,48147
32800,1,28333,48147
32801,3,44478,48147
32802,4,43786,48147
32803,0,24910,48148
32804,1,29899,48148
32805,3,44413,48148
32806,4,45321,48148
32807,5,33374,48149
32808,5,33375,48150
32809,6,32345,48150
32810,6,29747,48153
32811,7,27956,48153
32812,0,24924,48155
32813,1,30661,48155
32814,3,44427,48155
32815,4,45335,48155
32816,0,25131,48167
32817,3,44817,48167
32818,4,45598,48167
32819,0,28127,48171
32820,1,28274,48171
32821,3,45360,48171
32822,4,45799,48171
32823,5,35027,48171
32824,6,31273,48171
32825,0,25587,48175
32826,1,28069,48175
32827,3,43937,48175
32828,4,45181,48175
32829,0,25195,48176
32830,1,28497,48176
32831,3,45675,48176
32832,4,45267,48176
32833,3,44817,48179
32834,4,45598,48179
32835,0,30397,48181
32836,3,44818,48181
32837,4,45599,48181
32838,1,30106,48182
32839,2,34428,48182
32840,1,31153,48184
32841,2,34440,48184
32842,0,30363,48186
32843,1,26324,48186
32844,3,45842,48186
32845,4,45473,48186
32846,5,35420,48187
32847,7,28829,48188
32848,2,29432,48189
32849,0,25520,48196
32850,3,44663,48196
32851,4,35717,48196
32852,6,28566,48197
32853,6,28574,48198
32854,0,27682,48205
32855,1,27821,48205
32856,3,44133,48205
32857,4,44619,48205
32858,5,32943,48206
32859,5,32945,48207
32860,6,33999,48207
32861,6,33997,48208
32862,7,34223,48208
32863,0,69311,48222
32864,1,27841,48222
32865,3,44140,48222
32866,4,44694,48222
32867,5,32962,48222
32868,6,34015,48222
32869,1,27846,48226
32870,2,31478,48226
32871,1,27840,48227
32872,2,31476,48227
32873,1,27327,48228
32874,7,25036,48231
32875,6,28586,48235
32876,7,24830,48235
32877,3,43560,48236
32878,4,45586,48236
32879,5,32894,48237
32880,6,29746,48237
32881,1,27554,48238
32882,5,32540,48251
32883,1,26468,48253
32884,1,28290,48254
32885,2,32650,48254
32886,1,28283,48255
32887,2,32647,48255
32888,5,35491,48256
32889,0,26475,48258
32890,1,26946,48258
32891,3,45115,48258
32892,4,35042,48258
32893,5,33454,48258
32894,6,35231,48258
32895,0,25581,48259
32896,1,27290,48259
32897,3,43609,48259
32898,4,44857,48259
32899,0,27683,48265
32900,1,27824,48265
32901,3,44134,48265
32902,4,44620,48265
32903,5,32946,48266
32904,5,32948,48267
32905,6,34002,48267
32906,7,34224,48268
32907,6,31976,48269
32908,7,31104,48269
32909,1,25273,48270
32910,0,31423,48271
32911,3,44477,48271
32912,4,43785,48271
32913,5,33372,48272
32914,5,33373,48273
32915,6,32343,48273
32916,7,33298,48274
32917,1,28331,48275
32918,0,26120,48277
32919,3,44126,48277
32920,4,44983,48277
32921,5,34750,48278
32922,5,34751,48279
32923,6,31994,48279
32924,6,31993,48280
32925,7,31112,48280
32926,1,25290,48281
32927,2,32424,48281
32928,5,32548,48282
32929,5,32549,48283
32930,6,28583,48283
32931,6,28582,48284
32932,7,24828,48284
32933,1,26861,48285
32934,2,31462,48285
32935,6,29147,48286
32936,7,30065,48286
32937,0,27683,48299
32938,1,27824,48299
32939,3,44134,48299
32940,4,44620,48299
32941,5,32948,48299
32942,6,34002,48299
32943,0,27687,48300
32944,1,27835,48300
32945,3,44138,48300
32946,4,44624,48300
32947,5,32958,48300
32948,6,34011,48300
32949,0,26577,48317
32950,3,44785,48317
32951,4,45572,48317
32952,5,35142,48318
32953,5,35143,48319
32954,6,28950,48319
32955,1,26623,48320
32956,5,35561,48323
32957,1,26151,48338
32958,5,31520,48343
32959,6,30864,48343
32960,5,34164,48352
32961,5,33233,48353
32962,5,34160,48357
32963,5,33229,48358
32964,6,33997,48365
32965,7,34223,48365
32966,6,34000,48371
32967,7,34224,48371
32968,0,27682,48384
32969,1,27821,48384
32970,3,44133,48384
32971,4,44619,48384
32972,5,32945,48384
32973,6,33999,48384
32974,0,27403,48391
32975,3,45744,48391
32976,4,35100,48391
32977,0,27788,48393
32978,3,44071,48393
32979,4,45782,48393
32980,0,30879,48411
32981,1,27305,48411
32982,0,25518,48412
32983,3,45406,48412
32984,4,44993,48412
32985,5,32322,48413
32986,0,31182,48415
32987,1,28396,48415
32988,3,45507,48415
32989,4,33941,48415
32990,0,30365,48419
32991,1,26332,48419
32992,3,44531,48419
32993,4,43748,48419
32994,5,35490,48420
32995,6,29282,48420
32996,7,26938,48421
32997,2,28612,48422
32998,0,30367,48425
32999,1,26338,48425
33000,3,45846,48425
33001,4,45477,48425
33002,0,27049,48429
33003,1,27199,48429
33004,3,44530,48429
33005,4,43747,48429
33006,6,29211,48430
33007,7,32078,48430
33008,5,32533,48432
33009,6,31826,48432
33010,0,25499,48441
33011,3,45550,48441
33012,4,35438,48441
33013,5,31526,48442
33014,6,30870,48442
33015,6,30869,48443
33016,7,26811,48443
33017,1,27914,48444
33018,2,29538,48444
33019,0,31410,48446
33020,3,44464,48446
33021,4,45016,48446
33022,1,27995,48447
33023,2,30818,48447
33024,0,31410,48450
33025,3,44464,48450
33026,4,45016,48450
33027,1,27995,48451
33028,2,30818,48451
33029,1,27995,48452
33030,2,30818,48452
33031,0,27417,48458
33032,1,25483,48458
33033,3,45863,48458
33034,4,35111,48458
33035,0,27676,48463
33036,1,26862,48463
33037,3,43700,48463
33038,4,44611,48463
33039,5,32802,48464
33040,6,33733,48464
33041,0,25500,48465
33042,3,45551,48465
33043,0,26775,48466
33044,3,43567,48466
33045,4,45747,48466
33046,0,31412,48469
33047,1,27510,48469
33048,3,44466,48469
33049,4,45018,48469
33050,5,32708,48469
33051,6,31369,48469
33052,0,26114,48471
33053,3,44120,48471
33054,4,44977,48471
33055,0,26114,48473
33056,3,44120,48473
33057,4,44977,48473
33058,0,26112,48476
33059,3,44118,48476
33060,4,44381,48476
33061,0,31414,48481
33062,1,27512,48481
33063,3,44468,48481
33064,4,45020,48481
33065,5,32712,48481
33066,6,31371,48481
33067,5,34158,48483
33068,0,25531,48484
33069,3,44681,48484
33070,4,35633,48484
33071,0,25608,48487
33072,3,44339,48487
33073,4,43545,48487
33074,5,33229,48490
33075,0,25608,48491
33076,3,44339,48491
33077,4,43545,48491
33078,5,33236,48492
33079,6,29972,48492
33080,0,31413,48494
33081,1,27511,48494
33082,3,44467,48494
33083,4,45019,48494
33084,5,32710,48494
33085,6,31370,48494
33086,0,26112,48496
33087,3,44118,48496
33088,4,44381,48496
33089,0,28444,48501
33090,1,31909,48501
33091,3,44325,48501
33092,4,33648,48501
33093,0,26122,48514
33094,1,25294,48514
33095,3,44128,48514
33096,4,44985,48514
33097,5,34756,48515
33098,5,34757,48516
33099,6,32000,48516
33100,6,31997,48517
33101,7,31114,48517
33102,1,25293,48518
33103,2,32426,48518
33104,0,26482,48519
33105,3,45113,48519
33106,4,35040,48519
33107,0,25739,48520
33108,3,45111,48520
33109,4,34886,48520
33110,0,24955,48524
33111,1,26358,48524
33112,4,34298,48524
33113,6,34574,48525
33114,7,28014,48525
33115,1,26333,48527
33116,0,28421,48529
33117,1,30924,48529
33118,3,45231,48529
33119,4,33213,48529
33120,6,29766,48530
33121,5,32897,48535
33122,6,29749,48535
33123,1,26288,48538
33124,0,25549,48540
33125,1,26013,48540
33126,3,45097,48540
33127,4,34872,48540
33128,6,28584,48541
33129,7,24829,48541
33130,0,25542,48544
33131,3,44691,48544
33132,4,35643,48544
33133,5,32536,48545
33134,1,25995,48546
33135,2,29586,48546
33136,5,33929,48548
33137,6,30812,48548
33138,6,30811,48549
33139,7,29023,48549
33140,5,32871,48550
33141,6,28960,48550
33142,0,27447,48551
33143,1,24895,48551
33144,3,44900,48551
33145,4,43803,48551
33146,0,26118,48553
33147,3,44124,48553
33148,4,44981,48553
33149,5,34746,48554
33150,5,34747,48555
33151,6,31990,48555
33152,1,25286,48557
33153,2,32422,48557
33154,0,26122,48560
33155,3,44129,48560
33156,4,44986,48560
33157,6,31999,48561
33158,7,31115,48561
33159,1,25296,48562
33160,2,32427,48562
33161,0,28516,48565
33162,3,43610,48565
33163,4,45803,48565
33164,0,27061,48566
33165,1,29890,48566
33166,3,44862,48566
33167,4,43759,48566
33168,5,33125,48567
33169,5,33126,48568
33170,6,29236,48568
33171,6,29235,48569
33172,7,32090,48569
33173,1,27224,48570
33174,2,29410,48570
33175,7,25026,48574
33176,6,31989,48575
33177,7,31110,48575
33178,3,43738,48576
33179,4,43827,48576
33180,1,27976,48594
33181,2,30615,48594
33182,5,34163,48597
33183,6,33912,48597
33184,0,26508,48599
33185,3,43903,48599
33186,4,33103,48599
33187,5,34167,48603
33188,6,33916,48603
33189,0,26772,48604
33190,3,43564,48604
33191,4,45590,48604
33192,1,27563,48605
33193,2,29391,48605
33194,5,33232,48607
33195,6,29755,48607
33196,5,33232,48608
33197,6,29755,48608
33198,1,27559,48611
33199,2,29389,48611
33200,5,33228,48615
33201,6,29751,48615
33202,1,27826,48618
33203,2,31471,48618
33204,1,27837,48628
33205,2,31475,48628
33206,0,27059,48639
33207,3,44540,48639
33208,4,43757,48639
33209,1,27220,48640
33210,2,28614,48640
33211,5,33030,48642
33212,6,29232,48642
33213,5,32159,48646
33214,6,31714,48646
33215,0,27060,48647
33216,3,44861,48647
33217,4,43758,48647
33218,1,27222,48649
33219,2,28615,48649
33220,5,33032,48651
33221,6,29234,48651
33222,0,25543,48655
33223,3,45022,48655
33224,4,35644,48655
33225,5,32539,48656
33226,6,28573,48656
