ID,DifficultyID,MaxLevel,MaxPassiveAuraLevel,BaseLevel,SpellLevel,SpellID
100287,0,53,0,48,48,10215
100288,0,0,0,48,48,9852
100289,0,0,0,0,1,9632
100290,0,0,0,0,1,9133
100291,0,0,0,14,14,8154
100292,0,0,0,0,1,8822
100293,0,0,0,46,46,9823
100294,0,0,0,0,46,9824
100295,0,0,0,0,56,9826
100296,0,0,0,56,56,9827
100297,0,0,0,24,24,8316
100298,0,0,0,54,54,9910
100299,0,60,0,54,54,9912
100300,0,25,0,0,25,8094
100301,0,40,0,0,40,8095
100302,0,45,0,0,35,9159
100303,0,0,0,0,35,9160
100304,0,0,0,0,37,9614
100305,0,0,0,28,28,8494
100306,0,0,0,0,15,8814
100307,0,0,0,38,38,8249
100308,0,46,0,38,38,8250
100309,0,10,0,0,10,8091
100310,0,15,0,10,10,8092
100311,0,0,0,0,38,8818
100313,0,0,0,0,48,10425
100314,0,0,0,0,58,10424
100315,0,0,0,0,0,9796
100316,0,0,0,0,1,10455
100317,0,0,0,50,50,10462
100318,0,0,0,0,99,9977
100319,0,0,0,0,1,10789
100320,0,61,0,56,56,10396
100321,0,0,0,0,1,10794
100322,0,0,0,44,44,10404
100323,0,0,0,0,6,13491
100324,0,0,0,42,42,10892
100325,0,59,0,54,54,10199
100326,0,0,0,0,1,10792
100327,0,0,0,0,60,10723
100328,0,0,0,0,1,10836
100329,0,0,0,50,50,9866
100330,0,0,0,52,52,10192
100331,0,62,0,52,52,9898
100332,0,0,0,0,25,9900
100333,0,0,0,54,54,9901
100334,0,16,0,10,10,10797
100335,0,0,0,0,1,10799
100338,0,0,0,0,40,10373
100339,0,0,0,36,36,10585
100340,0,0,0,56,56,10587
100341,0,0,0,0,58,10426
100342,0,47,0,42,42,10898
100343,0,0,0,0,36,10324
100344,0,25,0,0,1,9773
100345,0,59,0,54,54,10900
100346,0,0,0,44,44,10191
100347,0,56,0,50,50,9875
100348,0,0,0,44,44,11273
100350,0,0,0,58,58,9867
100351,0,0,0,0,28,10855
100352,0,0,0,0,28,10856
100353,0,0,0,0,20,11130
100354,0,0,0,60,60,11275
100355,0,0,0,42,42,10957
100356,0,36,0,30,30,11113
100357,0,0,0,0,1,10834
100358,0,0,0,0,1,10835
100359,0,0,0,60,60,10193
100360,0,80,0,0,1,9976
100361,0,0,0,1,1,12880
100362,0,0,0,0,1,10800
100363,0,0,0,0,0,10257
100364,0,0,0,0,1,9128
100365,0,0,0,0,1,9223
100366,0,0,0,0,1,9224
100367,0,0,0,0,36,8989
100368,0,0,0,0,36,10260
100369,0,0,0,0,1,10804
100370,0,0,0,54,54,10308
100371,0,0,0,0,1,10790
100372,0,0,0,0,24,10322
100373,0,0,0,0,1,8396
100374,0,40,0,34,34,8950
100375,0,0,0,0,35,7808
100377,0,0,0,48,48,10427
100378,0,41,0,36,36,10412
100379,0,51,0,46,46,10201
100380,0,0,0,52,52,11274
100381,0,56,0,44,44,10911
100382,0,0,0,50,50,10223
100383,0,0,0,0,38,8172
100384,0,0,0,0,35,9879
100385,0,64,0,60,60,10318
100386,0,0,0,0,30,10734
100387,0,59,0,54,54,10202
100388,0,0,0,56,56,10432
100389,0,0,0,50,50,10435
100390,0,51,0,46,46,10197
100391,0,45,0,0,1,10017
100392,0,45,0,0,1,10018
100393,0,0,0,40,40,8907
100395,0,0,0,0,1,10788
100396,0,0,0,0,29,10345
100397,0,0,0,0,34,9438
100398,0,0,0,0,1,9439
100399,0,0,0,56,56,10301
100400,0,48,0,0,44,11131
100401,0,52,0,48,48,10149
100402,0,0,0,0,0,10256
100403,0,40,0,0,0,10578
100406,0,66,0,60,60,9863
100407,0,30,0,0,30,8100
100408,0,58,0,54,54,10150
100409,0,0,0,44,44,10600
100411,0,0,0,56,56,10958
100413,0,0,0,0,30,10869
100414,0,0,0,0,32,10872
100415,0,0,0,48,48,10431
100416,0,0,0,34,34,10406
100418,0,0,0,16,16,694
100419,0,45,0,0,45,8101
100420,0,0,0,0,24,10399
100421,0,63,0,58,58,10473
100422,0,0,0,38,38,10478
100423,0,59,0,50,50,10292
100424,0,69,0,60,60,10293
100425,0,0,0,52,52,9894
100426,0,0,0,0,1,8909
100427,0,45,0,40,40,8910
100428,0,35,0,30,30,8940
100429,0,41,0,36,36,8941
100430,0,0,0,46,46,10300
100431,0,0,0,56,56,10494
100432,0,52,0,42,42,10156
100433,0,0,0,0,25,10341
100434,0,0,0,0,48,10423
100435,0,0,0,0,0,10576
100437,0,53,0,48,48,10899
100438,0,0,0,1,1,11175
100439,0,0,0,0,35,10451
100440,0,59,0,0,1,11647
100441,0,0,0,0,40,11650
100442,0,0,0,0,20,11433
100443,0,0,0,1,1,11180
100444,0,46,0,42,42,10148
100445,0,0,0,60,60,9896
100446,0,0,0,58,58,10538
100447,0,0,0,54,54,10479
100448,0,0,0,0,34,10887
100449,0,0,0,54,54,10405
100450,0,0,0,0,45,9795
100451,0,31,0,26,26,120
100452,0,40,0,36,36,8402
100453,0,57,0,52,52,9840
100454,0,0,0,0,25,9775
100455,0,0,0,0,45,10807
100456,0,0,0,0,1,10828
100457,0,0,0,0,1,9008
100458,0,0,0,22,22,8166
100459,0,51,0,46,46,10963
100460,0,57,0,52,52,10964
100461,0,52,0,42,42,10165
100462,0,0,0,0,65,10250
100463,0,0,0,54,54,9908
100465,0,0,0,0,40,9460
100466,0,0,0,0,0,25747
100467,0,0,0,0,25,9776
100469,0,0,0,54,54,10170
100470,0,1,0,0,1,10263
100471,0,0,0,0,20,10266
100472,0,0,0,1,1,11170
100473,0,0,0,0,36,9007
100474,0,53,0,48,48,10413
100476,0,59,0,50,50,10139
100477,0,0,0,0,10,9252
100478,0,1,0,0,1,14915
100479,0,45,0,0,1,10253
100480,0,45,0,0,1,10267
100481,0,0,0,0,45,16375
100482,0,0,0,0,1,9080
100483,0,0,0,0,1,9791
100484,0,0,0,54,54,9830
100485,0,0,0,58,58,9881
100486,0,0,0,0,26,10732
100487,0,0,0,50,50,9884
100488,0,65,0,60,60,10140
100489,0,1,0,0,1,9012
100490,0,0,0,0,25,9798
100491,0,63,0,58,58,10965
100492,0,0,0,0,40,10966
100493,0,0,0,10,10,9035
100494,0,0,0,0,35,9874
100496,0,0,0,52,52,10441
100497,0,0,0,52,52,10442
100498,0,0,0,0,25,10344
100499,0,0,0,36,36,8721
100500,0,31,0,26,26,9472
100501,0,37,0,32,32,9473
100502,0,43,0,38,38,9474
100503,0,0,0,0,1,12544
100505,0,0,0,1,1,12579
100506,0,0,0,0,40,10967
100507,0,51,0,46,46,10622
100508,0,57,0,52,52,9834
100509,0,0,0,0,30,8176
100510,0,0,0,0,20,8722
100511,0,0,0,0,20,10830
100512,0,0,0,0,1,10733
100514,0,35,0,0,30,10368
100515,0,0,0,0,20,10854
100516,0,49,0,40,40,10138
100518,0,0,0,46,46,9829
100519,0,56,0,52,52,10206
100520,0,51,0,46,46,10328
100521,0,69,0,60,60,10961
100522,0,0,0,0,42,11359
100523,0,0,0,42,42,10169
100524,0,43,0,38,38,10391
100525,0,49,0,44,44,10392
100526,0,62,0,58,58,10207
100527,0,55,0,0,46,11348
100530,0,64,0,58,58,9876
100531,0,255,0,0,36,10669
100532,0,255,0,0,36,10671
100533,0,45,0,40,40,10447
100534,0,0,0,38,38,10278
100536,0,40,0,30,30,9579
100537,0,65,0,60,60,10901
100538,0,0,0,40,40,10059
100539,0,0,0,40,40,10060
100540,0,0,0,0,25,10061
100541,0,0,0,0,34,9034
100542,0,0,0,0,22,8167
100543,0,0,0,22,22,8168
100544,0,0,0,0,35,10342
100545,0,45,0,0,36,11349
100546,0,65,0,60,60,9858
100547,0,0,0,1,1,11103
100549,0,17,0,12,12,705
100550,0,0,0,44,44,9754
100551,0,0,0,0,1,8699
100552,0,0,0,0,1,9222
100553,0,0,0,60,60,10952
100554,0,0,0,0,1,10770
100555,0,49,0,44,44,10312
100556,0,46,0,38,38,10458
100557,0,52,0,0,42,10968
100558,0,0,0,0,1,10787
100560,0,0,0,1,1,10444
100561,0,0,0,0,1,8712
100562,0,57,0,52,52,10313
100563,0,65,0,60,60,10314
100564,0,0,0,0,1,11013
100565,0,255,0,0,36,10693
100566,0,57,0,52,52,10332
100567,0,0,0,0,25,10351
100568,0,0,0,0,38,10456
100569,0,0,0,0,1,9810
100570,0,0,0,60,60,10461
100571,0,80,0,0,1,10268
100572,0,0,0,50,50,10310
100573,0,0,0,0,48,10057
100574,0,66,0,56,56,10157
100575,0,0,0,36,36,9005
100576,0,1,0,0,1,10247
100577,0,0,0,60,60,9885
100578,0,0,0,0,40,9481
100579,0,0,0,50,50,9880
100580,0,0,0,1,1,11108
100582,0,53,0,48,48,10395
100584,0,64,0,54,54,10166
100585,0,51,0,42,42,10144
100586,0,45,0,0,40,9915
100587,0,0,0,0,1,9478
100588,0,0,0,0,1,10803
100589,0,59,0,54,54,10329
100590,0,0,0,0,20,10346
100591,0,0,0,0,1,10251
100592,0,59,0,54,54,10230
100593,0,0,0,54,54,11356
100594,0,0,0,0,1,12504
100595,0,0,0,1,1,11207
100596,0,39,0,0,34,11895
100597,0,0,0,0,1,11819
100598,0,0,0,0,14,11820
100599,0,0,0,0,14,11920
100600,0,0,0,0,1,11442
100601,0,0,0,0,20,11364
100602,0,0,0,56,56,10626
100603,0,0,0,58,58,11730
100604,0,0,0,0,20,11977
100605,0,0,0,0,1,11441
100606,0,0,0,0,45,12546
100607,0,0,0,0,20,11410
100608,0,0,0,1,1,11115
100609,0,0,0,0,20,11962
100610,0,0,0,0,45,11960
100611,0,0,0,1,1,11210
100612,0,65,0,60,60,10414
100613,0,0,0,0,1,10859
100614,0,0,0,0,20,28599
100615,0,0,0,46,46,11604
100616,0,0,0,58,58,11732
100617,0,0,0,42,42,10613
100618,0,1,0,0,1,11443
100619,0,1,0,0,1,11362
100620,0,0,0,1,1,11262
100622,0,0,0,0,15,11319
100623,0,46,0,40,40,11426
100624,0,0,0,0,45,11089
100626,0,42,0,36,36,12523
100627,0,20,0,0,20,11431
100628,0,20,0,0,20,11430
100629,0,24,0,20,20,11366
100631,0,0,0,0,99,10336
100632,0,0,0,0,20,11918
100633,0,0,0,52,52,10953
100634,0,0,0,0,1,10969
100635,0,0,0,0,1,10654
100636,0,0,0,48,48,10526
100638,0,0,0,0,20,11978
100639,0,0,0,0,1,11980
100641,0,0,0,1,1,11222
100642,0,0,0,52,52,10614
100643,0,0,0,0,20,10452
100644,0,0,0,0,45,11876
100645,0,53,0,48,48,11762
100646,0,63,0,58,58,11763
100647,0,0,0,0,10,11898
100648,0,25,0,0,20,11640
100649,0,0,0,0,1,11645
100650,0,0,0,0,1,11803
100652,0,0,0,0,46,10583
100653,0,0,0,1,1,11247
100654,0,0,0,50,50,11201
100655,0,0,0,0,1,11919
100656,0,41,0,0,41,11351
100657,0,0,0,0,20,11975
100658,0,0,0,54,54,11605
100659,0,57,0,52,52,11307
100660,0,47,0,0,42,11308
100661,0,47,0,42,42,11310
100662,0,57,0,52,52,11311
100663,0,41,0,32,32,11549
100664,0,0,0,0,1,11428
100665,0,70,0,0,58,11446
100666,0,57,0,52,52,10946
100667,0,0,0,1,1,11185
100668,0,0,0,0,1,9464
100669,0,0,0,0,1,9082
100670,0,0,0,0,58,10058
100671,0,0,0,0,25,11023
100672,0,0,0,58,58,11581
100673,0,65,0,60,60,10333
100674,0,0,0,46,46,11596
100675,0,0,0,1,1,12606
100676,0,0,0,52,52,11336
100678,0,41,0,0,41,11350
100679,0,60,0,50,50,10941
100680,0,0,0,0,52,11342
100681,0,0,0,0,1,11855
100682,0,0,0,0,20,10101
100683,0,0,0,0,44,11341
100686,0,0,0,0,1,11990
100687,0,0,0,0,35,11992
100690,0,0,0,0,34,11899
100691,0,0,0,1,1,11071
100692,0,0,0,0,1,11823
100693,0,25,0,0,20,11824
100694,0,0,0,1,1,11190
100695,0,64,0,54,54,11684
100696,0,0,0,56,56,11198
100697,0,0,0,1,1,11070
100698,0,70,0,60,60,10938
100700,0,0,0,1,1,9033
100701,0,50,0,46,46,10205
100702,0,70,0,60,60,10942
100703,0,60,0,0,52,10612
100704,0,0,0,0,1,11068
100705,0,0,0,1,1,11069
100706,0,0,0,0,37,11394
100707,0,0,0,0,25,12187
100708,0,0,0,1,1,11232
100709,0,0,0,0,1,12551
100710,0,62,0,52,52,11303
100711,0,0,0,58,58,11305
100712,0,0,0,0,1,11804
100713,0,0,0,52,52,11399
100714,0,0,0,0,34,11901
100715,0,0,0,0,1,11904
100716,0,0,0,0,1,11959
100717,0,51,0,46,46,10472
100718,0,0,0,60,60,11585
100719,0,0,0,0,1,11371
100721,0,0,0,0,21,11515
100722,0,0,0,58,58,11597
100723,0,0,0,1,1,11213
100725,0,0,0,0,1,11892
100726,0,0,0,1,1,12281
100727,0,50,0,0,42,10609
100730,0,0,0,0,40,11966
100731,0,0,0,0,1,11968
100732,0,0,0,0,20,11970
100733,0,0,0,0,20,11444
100734,0,0,0,0,20,11985
100735,0,0,0,0,0,10618
100736,0,0,0,1,1,11252
100737,0,0,0,56,56,11567
100738,0,0,0,44,44,11279
100739,0,0,0,0,50,11658
100741,0,0,0,46,46,11578
100742,0,0,0,46,46,10580
100743,0,0,0,56,56,10581
100744,0,0,0,0,36,10582
100745,0,0,0,40,40,11129
100746,0,0,0,0,60,22195
100747,0,0,0,52,52,11280
100749,0,0,0,1,1,11078
100750,0,0,0,0,50,12354
100751,0,0,0,0,35,11481
100752,0,47,0,42,42,11306
100753,0,0,0,0,40,11815
100754,0,0,0,0,35,11818
100755,0,61,0,56,56,10605
100757,0,0,0,0,1,10796
100759,0,0,0,56,56,10497
100760,0,62,0,52,52,9892
100761,0,57,0,52,52,10448
100762,0,0,0,0,30,11017
100763,0,0,0,0,25,11018
100764,0,0,0,0,13,11019
100766,0,58,0,50,50,10484
100767,0,52,0,48,48,10273
100768,0,0,0,0,27,11332
100769,0,0,0,60,60,11337
100770,0,255,0,0,36,10667
100771,0,0,0,42,42,10534
100773,0,49,0,44,44,10927
100774,0,0,0,50,50,10486
100775,0,0,0,36,36,10491
100776,0,60,0,56,56,10274
100778,0,43,0,0,0,10839
100779,0,255,0,0,36,10668
100780,0,56,0,0,48,10524
100782,0,55,0,50,50,10928
100784,0,0,0,0,1,10771
100785,0,0,0,0,1,10802
100786,0,0,0,44,44,10598
100787,0,0,0,60,60,10599
100788,0,0,0,1,1,11165
100789,0,0,0,1,1,11094
100790,0,0,0,58,58,10894
100791,0,0,0,0,1,10907
100792,0,0,0,0,30,11641
100793,0,0,0,0,1,10795
100794,0,45,0,40,40,7811
100795,0,255,0,0,36,10692
100796,0,0,0,0,8,12542
100797,0,0,0,0,40,11649
100799,0,39,0,30,30,10291
100800,0,0,0,0,10,12461
100801,0,0,0,30,30,10595
100802,0,0,0,1,1,11151
100803,0,45,0,40,40,10874
100804,0,0,0,0,1,10873
100805,0,53,0,48,48,10875
100807,0,0,0,60,60,10438
100808,0,0,0,0,60,11343
100809,0,0,0,44,44,11335
100810,0,0,0,58,58,10428
100811,0,0,0,50,50,10437
100812,0,255,0,0,36,10672
100813,0,0,0,0,100,10694
100814,0,0,0,0,14,10852
100815,0,0,0,0,46,11390
100816,0,0,0,0,42,11739
100818,0,0,0,0,1,11976
100819,0,0,0,36,36,10495
100820,0,0,0,1,1,11255
100821,0,70,0,58,58,10912
100823,0,0,0,44,44,10909
100824,0,0,0,30,30,10596
100825,0,0,0,0,60,22196
100826,0,47,0,0,42,11312
100827,0,57,0,0,52,11313
100828,0,0,0,60,60,10463
100829,0,0,0,0,56,10584
100830,0,0,0,40,40,11733
100831,0,0,0,56,56,10627
100832,0,0,0,46,46,10881
100833,0,57,0,52,52,10467
100835,0,0,0,60,60,10955
100836,0,0,0,56,56,11300
100837,0,0,0,0,20,11974
100838,0,0,0,0,60,22201
100839,0,0,0,0,60,22202
100840,0,0,0,0,30,11879
100841,0,50,0,42,42,10608
100842,0,65,0,60,60,10468
100844,0,0,0,44,44,10407
100845,0,0,0,42,42,10888
100846,0,0,0,38,38,10476
100847,0,63,0,58,58,10947
100848,0,0,0,50,50,11202
100849,0,0,0,0,1,10861
100850,0,0,0,0,16,10870
100851,0,0,0,0,28,11436
100852,0,0,0,40,40,11417
100853,0,0,0,0,52,10326
100854,0,0,0,0,1,11636
100855,0,0,0,0,20,11639
100856,0,0,0,0,35,11903
100857,0,0,0,40,40,11608
100858,0,0,0,0,20,11981
100859,0,0,0,0,6,11983
100860,0,45,0,0,1,11391
100861,0,59,0,54,54,10623
100862,0,49,0,0,44,11014
100863,0,0,0,0,10,11015
100864,0,0,0,0,1,11016
100865,0,0,0,46,46,10493
100866,0,0,0,46,46,10586
100867,0,0,0,50,50,10460
100868,0,49,0,44,44,10466
100869,0,0,0,4,4,702
100870,0,0,0,0,36,9633
100871,0,60,0,52,52,10610
100872,0,0,0,0,27,11334
100873,0,0,0,0,50,11743
100874,0,6,0,1,1,10400
100875,0,43,0,0,0,10838
100876,0,0,0,0,48,11405
100877,0,255,0,0,36,10690
100878,0,255,0,0,36,10691
100879,0,0,0,54,54,10408
100880,0,61,0,56,56,10929
100881,0,0,0,0,50,11891
100882,0,49,0,44,44,10915
100883,0,55,0,50,50,10916
100884,0,0,0,40,40,11418
100885,0,0,0,50,50,11419
100886,0,0,0,0,20,11984
100887,0,0,0,0,1,10798
100888,0,51,0,46,46,10933
100889,0,0,0,0,26,10651
100890,0,0,0,0,20,10277
100891,0,61,0,56,56,10917
100892,0,0,0,36,36,10579
100893,0,0,0,1,1,11242
100894,0,0,0,0,27,11333
100895,0,0,0,0,47,11392
100896,0,0,0,0,20,11902
100897,0,0,0,60,60,10436
100898,0,0,0,54,54,10477
100900,0,19,0,10,10,10290
100901,0,0,0,34,34,10880
100902,0,0,0,34,34,10403
100903,0,0,0,42,42,10537
100904,0,0,0,0,30,11020
100905,0,0,0,0,20,11021
100906,0,0,0,0,1,11024
100907,0,0,0,60,60,10601
100908,0,45,0,0,40,11264
100909,0,0,0,1,1,12472
100910,0,61,0,56,56,10876
100911,0,59,0,54,54,10934
100912,0,0,0,1,1,11100
100913,0,56,0,48,48,10521
100914,0,0,0,56,56,10890
100915,0,0,0,0,20,10737
100916,0,0,0,50,50,10893
100917,0,0,0,0,1,10793
100918,0,0,0,1,1,11119
100919,0,0,0,48,48,11299
100920,0,70,0,0,34,11900
100921,0,59,0,50,50,10960
100922,0,56,0,48,48,10523
100923,0,0,0,0,26,10653
100924,0,0,0,1,1,11160
100925,0,1,0,0,1,12552
100927,0,0,0,1,1,12284
100929,0,0,0,1,1,12287
100930,0,0,0,48,48,11712
100931,0,0,0,0,20,12054
100932,0,0,0,10,10,12536
100933,0,0,0,0,20,15664
100935,0,0,0,0,1,11755
100936,0,0,0,0,1,12418
100937,0,0,0,0,10,12746
100939,0,0,0,0,20,12040
100940,0,0,0,1,1,12297
100941,0,0,0,40,40,12294
100943,0,0,0,0,14,15642
100945,0,0,0,0,20,15647
100946,0,0,0,1,1,12325
100947,0,0,0,38,38,11711
100948,0,0,0,0,1,12556
100949,0,0,0,0,1,12560
100950,0,0,0,0,30,12038
100951,0,0,0,0,1,11635
100952,0,0,0,40,40,11565
100953,0,0,0,0,1,12539
100954,0,0,0,0,18,12540
100955,0,0,0,1,1,12327
100956,0,0,0,1,1,12162
100957,0,41,0,0,36,11084
100958,0,0,0,0,1,12796
100959,0,0,0,0,20,12251
100960,0,0,0,48,48,11566
100962,0,0,0,0,20,12555
100963,0,0,0,0,0,12561
100964,0,0,0,1,1,12944
100966,0,0,0,1,1,12876
100967,0,0,0,1,1,12708
100968,0,0,0,1,1,12296
100971,0,0,0,1,1,12308
100973,0,0,0,0,20,12625
100976,0,0,0,0,1,11971
100977,0,0,0,0,20,12675
100978,0,0,0,1,1,12321
100979,0,0,0,1,1,12322
100981,0,0,0,0,1,12684
100983,0,0,0,1,1,12302
100984,0,0,0,1,1,12319
100986,0,0,0,0,50,12479
100987,0,49,0,44,44,11703
100988,0,0,0,0,20,11642
100989,0,0,0,0,48,11657
100990,0,0,0,0,20,11972
100991,0,0,0,0,20,11789
100994,0,0,0,0,1,10801
100995,0,58,0,48,48,10937
100996,0,0,0,0,1,10805
100997,0,0,0,0,8,10851
101000,0,0,0,0,10,12529
101001,0,0,0,0,45,11387
101004,0,0,0,0,26,12420
101006,0,56,0,44,44,11725
101007,0,0,0,26,26,10298
101008,0,0,0,36,36,10299
101012,0,0,0,0,60,15646
101013,0,0,0,0,25,11504
101014,0,0,0,0,20,12737
101015,0,0,0,0,20,12739
101018,0,0,0,46,46,11729
101019,0,0,0,48,48,11580
101020,0,0,0,0,1,10772
101023,0,0,0,0,40,9459
101024,0,0,0,0,20,11988
101026,0,61,0,52,52,11551
101027,0,0,0,1,1,12301
101031,0,0,0,0,99,10337
101032,0,51,0,46,46,10945
101034,0,0,0,0,60,12956
101035,0,0,0,20,20,12323
101036,0,0,0,0,20,12626
101037,0,0,0,0,20,12674
101038,0,1,0,0,1,11487
101039,0,49,0,44,44,11671
101041,0,0,0,0,50,12483
101043,0,0,0,10,10,12355
101044,0,0,0,1,1,11124
101045,0,0,0,44,44,11778
101046,0,63,0,58,58,11678
101052,0,0,0,0,1,12057
101053,0,0,0,0,6,12166
101054,0,0,0,0,20,12167
101055,0,51,0,42,42,11550
101057,0,0,0,0,10,15496
101061,0,0,0,32,32,11564
101062,0,0,0,0,1,12097
101063,0,0,0,0,20,12098
101064,0,0,0,0,20,12099
101065,0,0,0,1,1,12865
101066,0,0,0,0,40,12851
101068,0,0,0,0,20,20791
101069,0,0,0,1,1,12286
101070,0,0,0,0,20,12548
101071,0,0,0,0,1,12695
101072,0,0,0,0,20,12002
101073,0,0,0,30,30,12292
101076,0,0,0,0,1,12888
101077,0,0,0,1,1,12313
101078,0,0,0,0,1,12317
101079,0,0,0,1,1,12318
101080,0,0,0,1,1,12864
101081,0,0,0,1,1,12866
101082,0,52,0,42,42,11683
101083,0,0,0,58,58,11713
101085,0,0,0,0,20,12557
101086,0,0,0,1,1,12707
101087,0,0,0,1,1,12282
101088,0,0,0,44,44,11600
101089,0,0,0,1,1,12163
101090,0,60,0,0,60,12176
101091,0,0,0,1,1,12324
101092,0,0,0,0,1,11632
101093,0,0,0,0,10,12252
101095,0,0,0,0,20,12468
101096,0,0,0,0,42,13119
101097,0,0,0,0,35,11445
101099,0,0,0,0,26,12642
101100,0,48,0,42,42,12524
101101,0,0,0,0,1,11633
101102,0,0,0,0,1,11634
101103,0,0,0,0,45,12693
101104,0,0,0,0,1,12696
101105,0,0,0,0,20,13281
101106,0,0,0,0,20,12782
101109,0,0,0,1,1,12307
101110,0,0,0,0,14,15641
101111,0,0,0,0,1,12550
101112,0,0,0,50,50,11573
101113,0,0,0,60,60,11574
101114,0,0,0,52,52,11708
101115,0,0,0,0,48,11403
101116,0,0,0,1,1,11189
101117,0,0,0,54,54,11601
101118,0,0,0,0,20,11986
101119,0,0,0,0,32,11393
101120,0,0,0,0,10,11427
101121,0,0,0,0,52,11740
101122,0,0,0,50,50,11734
101123,0,0,0,60,60,11735
101127,0,0,0,0,1,12533
101128,0,45,0,40,40,11665
101129,0,36,0,0,30,11836
101130,0,0,0,0,1,11837
101134,0,0,0,0,37,11841
101135,0,0,0,54,54,11354
101136,0,0,0,0,47,11396
101137,0,0,0,0,1,11397
101138,0,0,0,52,52,11398
101141,0,36,0,30,30,12522
101142,0,54,0,44,44,11555
101144,0,0,0,46,46,11289
101145,0,0,0,0,20,12470
101146,0,0,0,0,20,12471
101147,0,0,0,44,44,11770
101148,0,0,0,0,50,11406
101149,0,0,0,54,54,11294
101150,0,68,0,58,58,11785
101152,0,65,0,0,65,12179
101153,0,57,0,52,52,11660
101154,0,0,0,54,54,11290
101155,0,1,0,0,1,11409
101157,0,0,0,1,1,11237
101158,0,0,0,0,50,12686
101159,0,0,0,40,40,11572
101160,0,0,0,0,20,11964
101161,0,0,0,0,20,11969
101162,0,0,0,0,27,11328
101163,0,0,0,20,20,12051
101164,0,0,0,0,15,12094
101165,0,65,0,60,60,11661
101166,0,55,0,50,50,11667
101167,0,65,0,60,60,11668
101168,0,0,0,0,8,12096
101169,0,0,0,1,1,12604
101170,0,0,0,0,8,12667
101171,0,0,0,44,44,11584
101172,0,0,0,0,42,11404
101173,0,0,0,40,40,11416
101174,0,0,0,0,25,12188
101175,0,65,0,60,60,11775
101176,0,49,0,44,44,11659
101177,0,59,0,54,54,11672
101180,0,0,0,1,1,12320
101181,0,0,0,0,54,11358
101182,0,45,0,0,45,11374
101183,0,0,0,0,1,11082
101184,0,0,0,0,1,12278
101185,0,0,0,1,1,12285
101186,0,0,0,1,1,12289
101187,0,0,0,52,52,11694
101188,0,0,0,60,60,11695
101189,0,51,0,46,46,11677
101190,0,0,0,0,20,11538
101191,0,70,0,58,58,11726
101192,0,25,0,0,20,11825
101193,0,0,0,50,50,11609
101194,0,0,0,1,1,11083
101195,0,0,0,1,1,12312
101197,0,1,0,0,1,11463
101198,0,0,0,44,44,11693
101199,0,0,0,0,1,11822
101200,0,65,0,0,65,12174
101201,0,55,0,0,55,12177
101202,0,44,0,34,34,11554
101204,0,0,0,0,50,12530
101205,0,0,0,0,1,12531
101206,0,30,0,24,24,12505
101207,0,0,0,10,10,12494
101208,0,56,0,46,46,11688
101209,0,0,0,60,60,11340
101210,0,66,0,56,56,11689
101211,0,0,0,46,46,11784
101212,0,0,0,46,46,11353
101213,0,0,0,54,54,11771
101214,0,0,0,40,40,13159
101215,0,0,0,50,50,11268
101216,0,0,0,1,1,12700
101217,0,0,0,0,20,12491
101218,0,0,0,0,20,12492
101220,0,1,0,0,1,13142
101221,0,0,0,0,30,11539
101222,0,0,0,0,20,11989
101223,0,41,0,22,22,11327
101224,0,0,0,0,45,11548
101225,0,0,0,0,1,10906
101226,0,59,0,54,54,11704
101227,0,0,0,46,46,11355
101228,0,0,0,0,46,11357
101230,0,54,0,48,48,12525
101231,0,60,0,54,54,12526
101232,0,0,0,0,1,11547
101233,0,0,0,46,46,11197
101234,0,57,0,0,52,11309
101236,0,0,0,0,26,12671
101237,0,0,0,0,50,12095
101238,0,0,0,46,46,11293
101239,0,46,0,36,36,11687
101242,0,0,0,0,36,12460
101243,0,0,0,0,20,12466
101244,0,1,0,0,1,11462
101245,0,0,0,60,60,11780
101246,0,0,0,0,20,11829
101247,0,37,0,0,32,11828
101248,0,0,0,0,20,11831
101249,0,0,0,0,50,12480
101250,0,0,0,0,20,11835
101251,0,0,0,0,20,20793
101252,0,55,0,0,55,12175
101253,0,0,0,52,52,11675
101254,0,0,0,0,42,11395
101255,0,0,0,0,45,11961
101256,0,0,0,0,45,11963
101257,0,0,0,56,56,11717
101258,0,0,0,0,45,12189
101259,0,0,0,0,16,12169
101260,0,0,0,0,20,12170
101261,0,55,0,50,50,11774
101262,0,1,0,0,1,11485
101266,0,0,0,1,1,12043
101267,0,0,0,0,0,12766
101269,0,64,0,54,54,11556
101270,0,0,0,0,20,11839
101271,0,0,0,58,58,11269
101272,0,0,0,0,1,12506
101273,0,0,0,0,1,12507
101276,0,0,0,42,42,11707
101277,0,0,0,1,1,12765
101278,0,60,0,0,60,12178
101279,0,0,0,0,20,12748
101282,0,0,0,0,28,12890
101285,0,0,0,0,20,12898
101286,0,0,0,0,18,13579
101289,0,0,0,0,45,13166
101290,0,0,0,0,1,13483
101291,0,0,0,1,1,12290
101292,0,0,0,42,42,13553
101294,0,0,0,0,40,12946
101295,0,0,0,0,1,12947
101296,0,0,0,0,1,12254
101298,0,0,0,0,25,13524
101299,0,58,0,52,52,13032
101300,0,64,0,58,58,13033
101302,0,0,0,0,1,13180
101303,0,0,0,1,1,12329
101305,0,0,0,0,1,12151
101306,0,0,0,0,1,12891
