ID,Name_lang,Description_lang,IconFileDataID,PetTypeEnum,Cooldown,BattlePetVisualID,Flags
281,Heartbreak,"Damage dealt increased by [abs(abilityStateMod( 23 , 281 ))]%.",648206,-1,0,320,2
282,Explode,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Instantly kills the caster, dealing damage equal to [FormatDamage(points(1,1))]% of the user's total health to the current enemy.

Using explode will prevent the caster from activating Failsafe mechanisms.",133035,9,0,0,2
283,Survival,"You endure, preventing your health from being reduced below 1 health until the end of the next round.

Pets affected by Survival will survive an Apocalypse.",237525,4,3,0,2
284,Survive,Unkillable.,237525,-1,0,65,2
285,Pad Aura Test 2.0,,0,-1,0,52,0
286,Pad Test 2.0,TEST: Patty Mac Stun,460857,3,0,0,0
287,Weather Test 2.0,TEST: Patty Mac Stun,236170,3,0,0,0
288,Weather Aura Test 2.0,,0,-1,0,54,0
289,Stockpile,"Damage taken reduced by 10%.
Max health increased by 20.
Can be consumed to restore health.",132812,-1,0,0,0
290,Stockpile,"Stockpiles a reserve of silithid honey, increasing maximum health by 20% and reducing damage taken by 10%. 

Use again to consume the honey, restoring [StandardDamage(1,1)] health.",132812,4,0,0,0
291,Pet Battle Initializer,Initializes pet auras and health.,134400,9,0,0,0
292,GM Stun,Stun the target and make it immune to damage.,294482,0,0,0,0
293,Launch Rocket,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

First use: Creates a rocket. 

Second use: Launches the rocket, dealing [StandardDamage(1,1)] [School()] damage.",132262,9,0,0,0
294,Setup Rocket,A rocket is ready to launch.,511727,9,0,151,0
295,GM Heal,Full Heal.,135915,0,0,0,0
296,Pumped Up,"Damage increased by 10%.
Ready to unleash a torrent of water.",136037,-1,0,0,2
297,Pump,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

First use: Increases your damage dealt by 10%.

Second use: Blasts the target with a surge of water, dealing [StandardDamage(1,1)] [School()] damage.",136037,8,0,0,0
298,Inspiring Song,"Sings an inspiring song, which restores [StandardHealing(1,1)] health to all allies.",237540,6,3,0,2
299,Arcane Explosion,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage to the enemy's active pet and [StandardDamage(1,2)] [School()] damage to the enemy's backline pets.",136116,5,0,0,0
300,Locked On,The enemy is preparing to launch a powerful attack against you.,236203,-1,0,55,0
301,Lock-On,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

First use: Locks onto the target.

Second use: Blasts the target, dealing [StandardDamage(1,1)] [School()] damage.",236203,9,0,0,0
302,Planted,"Unable to flee.
Absorbing nutrients. 
(Current: [unitState(state(1,1))])",134188,6,0,0,2
303,Plant,"Activate: Plant your roots into the ground, absorbing nutrients. While planted your pet cannot swap.

Deactivate: For every round spent planted, you gain [StandardHealing(1,1)] health.",134188,6,0,0,2
304,Self Harm,"Deal [StandardDamage(1,1)] [School()] damage to self.",294482,0,0,0,0
305,Exposed Wounds,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Adds [abs(abilityStateMod(71,306))*AttackBonus()] damage to every attack against the target. 

Lasts [duration(1,1)] |4round:rounds;.",236158,7,0,0,2
306,Exposed Wounds,"Adds [abs(abilityStateMod(71,306))*AttackBonus()] damage to every attack against the target.",236158,-1,0,530,3
307,Kick,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

Interrupts the opponent's round if the user goes first.",132219,0,3,0,0
308,Counterspell,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

Interrupts the opponent's round if the user goes first.",135856,5,2,0,0
309,Shell Shield,"Reduces up to [abs(abilityStateMod(71,309))*AttackBonus()] damage from every attack against the target.",134967,-1,0,660,2
310,Shell Shield,"Reduces up to [abs(abilityStateMod(71,309))*AttackBonus()] damage from each attack against you. 

Lasts [duration(1,1)] |4round:rounds;.",134967,7,0,0,2
311,Dodge,"Increases your chance to dodge attacks by [abs(abilityStateMod( 73, 311 ))]%.",136205,-1,0,468,2
312,Dodge,"Increases your chance to dodge an attack by [abs(abilityStateMod( 73, 311 ))]%.

Lasts [duration(1,1)] |4round:rounds;.",136056,0,4,0,2
313,Mangle,"Adds [abs(abilityStateMod(71,313))*AttackBonus()] damage to every attack against the target.",132133,-1,0,530,3
314,Mangle,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Adds [abs(abilityStateMod(71,313))*AttackBonus()] damage to every attack against the target. 

Lasts [duration(1,1)] |4round:rounds.",132133,7,0,0,2
315,Spiked Skin,"Reduces up to [abs(abilityStateMod(71,316))*AttackBonus()] damage from each attack against you and deals [StandardDamage(getProcIndex(PROC_ON_DAMAGE_TAKEN,316),1,316)] [School()] damage each time you take direct damage.

Lasts [duration(1,1)] |4round:rounds;.",237488,1,0,0,0
316,Spiked Skin,"Reduces up to [abs(abilityStateMod(71,316))*AttackBonus()] damage from each attack and deals [FormatDamage(SimpleDamage(1,1),nil,AURAENEMY)] [School()] damage each time you take direct damage.",237488,1,0,0,0
317,Thorns,"Deals [FormatDamage(SimpleDamage(1,1),nil,AURAENEMY)] [School()] damage each time you take direct damage.",136104,6,0,56,0
318,Thorns,"Deals [StandardDamage(1,1,317)] [School()] damage each time you take direct damage.

Lasts [duration(1,1)] |4round:rounds;.",136104,6,0,0,0
319,Magma Wave,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage to the enemy's pets.

Destroys objects created by both teams.",524795,6,0,0,0
320,Unholy Ascension,"All damage taken is increased by [abs(abilityStateMod(24,320))]%.

Haunted.",236295,-1,0,0,0
321,Unholy Ascension,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Sacrifices your remaining life to haunt the enemy team, increasing all damage they take by [abs(abilityStateMod(24,320))]% for [duration(1,1)] |4round:rounds;.",236295,3,0,0,2
322,Levitated,"Levitated, making you unable to flee. 

Flying",135928,-1,0,166,0
323,Gravity,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Slams the target into the ground, dealing [StandardDamage(1,1)] [School()] damage. 

If used again on the same target, they are levitated and unable to flee for [duration(1,1)]  |4round:rounds.",135729,5,1,0,0
324,Gravity,"If struck again by Gravity, the target will be levitated and unable to escape for 2  |4round:rounds.",135729,-1,0,0,0
325,Beaver Dam,Creates a wooden dam that blocks two attacks. Both enemy and allied attacks will be blocked.,136064,4,5,0,2
326,Beaver Dam,Blocks two attacks.,136064,4,0,157,2
327,Hatchlings,"Places 3 eggs onto the field. After 3  |4round:rounds, the eggs hatch and attack the opponent.",132834,1,5,0,0
328,Eggs,Eggs placed on the field will hatch shortly and attack their enemy.,132834,1,0,501,0
329,Hatchlings,"Attacks the opponent each round, dealing [FormatDamage(SimpleDamage(1,1)*3)] [School()] damage.",132835,1,0,501,0
330,Sons of the Flame,"Submerge, becoming unattackable for [duration(1,1)]  |4round:rounds. During this time, the Sons of the Living Flame attack the opponent, dealing [StandardDamage(1,1,332)] [School(332)] damage each round.",135819,6,8,0,0
331,Submerged,Submerged.,135831,6,0,423,0
332,Sons of the Flame,"Deals [StandardDamage(1,1)] [School()] damage to the enemy  pet twice each round.

[StandardAccuracy(1,1)] |cffffffffHit Chance|r",135819,6,0,429,0
333,Decoy,Blocks two attacks.,132762,9,0,237,2
334,Decoy,Creates a wooden decoy that protects your team from two attacks.,132762,9,8,0,2
338,Webbed,"This pet cannot be swapped.

|cffffffffWebbed.|r",136113,-1,0,166,3
339,Sticky Web,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Flings a sticky |cffffffffWeb|r at the target, dealing [StandardDamage(1,1)] [School()] damage and making it impossible to flee for [duration(1,2)] |4round:rounds;.",136113,7,0,0,0
340,Underground,"Burrowed underground. 
Unattackable.",451165,-1,0,60,0
341,Flying,"Flying up high. 
Unattackable.",132128,-1,0,66,2
345,Maul,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Savagely mauls the enemy, dealing [StandardDamage(1,1)] [School()] damage. 

Deals [StandardDamage(1,3)] additional damage if the target is |cFF970000Bleeding|r.",132136,7,3,0,0
347,Roar,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

A fierce roar deals [StandardDamage (1,1)] [School()] damage and enrages the user, increasing the damage they deal by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 485 ))]% for [duration(1,2)]  |4round:rounds.",463283,7,0,0,0
348,Bash,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Stun the target for [duration(1,1)] |4round:rounds;.",132114,7,5,0,2
349,Smash,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Smash the enemy, dealing [StandardDamage(1,1)] [School()] damage.",132318,7,0,0,0
350,Clobber,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Stun the target for [duration(1,1)] |4round:rounds;.",629484,0,5,0,2
351,Banana Barrage,"Deals [StandardDamage(1,1)] [School()] damage to the current pet every round.",132159,7,0,0,0
352,Banana Barrage,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Hurls bananas at the enemy, dealing [FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3)+SimpleDamage(1,4))] [School()] damage. 

Bananas continue to fall on the enemy's current pet dealing [StandardDamage(1,1, 166)] [School()] damage each round for [duration(1,5)] |4round:rounds;.",132159,7,1,0,0
353,Barrel Ready,A barrel is ready to throw.,594274,-1,0,0,2
354,Barrel Toss,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

First use: Fills a barrel. 

Second use: Throws the barrel, dealing [StandardDamage(1,1)] [School()] damage.",594274,7,0,0,0
355,Triple Snap,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Wildly flails at the enemy 1-3 times, dealing [StandardDamage(1,1)] [School()] damage per hit.",237389,7,0,0,0
356,Snap,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Snaps at the enemy, dealing [StandardDamage(1,1)] [School()] damage.",133708,7,0,0,0
357,Screech,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Frightens the target, dealing [StandardDamage(1,1)] [School()] damage and reducing their speed by [abs(abilityStateMod(25,154))]% for [duration(1,2)] |4round:rounds;.",458967,7,0,0,0
358,Sting,"Deals [StandardDamage(1,1)] [School()] damage every round.

|cFF1EFF00Poisoned.|r",132274,7,0,25,0
359,Sting,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

|cFF1EFF00Poisons|r the target for [StandardDamage(1,1,358)] [School()] damage every round for [duration(1,1)] |4round:rounds;.",132274,7,0,0,0
360,Flurry,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Rapidly strikes at the enemy 1-2 times, dealing [StandardDamage(1,1)] [School()] damage per hit.

Hits an additional time if the user is faster than the enemy.",134294,4,0,0,0
362,Howl,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

A distant howl frightens the target, increasing the damage they take by 100% for [duration(1,1)] rounds.",538568,7,3,0,2
364,Leap,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Instantly deals [StandardDamage(1,1)] [School()] damage and increases your speed by [abs(abilityStateMod( 25, 544 ))]% for [duration(1,2)] round.",236171,7,0,0,0
365,Dazzling Dance,"Team speed increased by [abs(abilityStateMod(25,365))]%.",648208,-1,0,113,0
366,Dazzling Dance,"Increases your team's speed by  [abs(abilityStateMod(25,365))]% for [duration(1,1)] |4round:rounds;.",608954,4,0,0,2
367,Chomp,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Chomps on the enemy, dealing [StandardDamage(1,1)] [School()] damage.",132139,4,0,0,0
368,Acidic Goo,"Deals [StandardDamage(1,1)] [School()] damage every round and increases damage taken by [abs(abilityStateMod(24,368))]%.

|cFF1EFF00Poisoned.|r",134437,4,0,25,1
369,Acidic Goo,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Spits |cFF1EFF00Poison|r goo onto the target, dealing [StandardDamage(1,1,368)] [School()] damage each round and increasing damage taken by [abs(abilityStateMod(24,368))]% for [duration(1,1)] |4round:rounds;.",134437,4,0,0,0
370,Sticky Goo,This pet cannot be swapped.,468265,-1,0,250,3
371,Sticky Goo,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Flings a sticky goo at the target, dealing [StandardDamage(1,1)] [School()] damage and making it impossible to flee for [duration(1,2)]  |4round:rounds.",468265,6,0,0,0
375,Trumpet Strike,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Enrages the user, causing them to attack, dealing [StandardDamage(1,1)] [School()] damage and increasing the damage they deal by [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 485 ))]% for [duration(1,2)]  |4round:rounds.",237398,7,0,0,0
376,Headbutt,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and has a 25% chance to stun the target.",132248,7,4,0,0
377,Trample,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Tramples the target, dealing [StandardDamage(1,1)] [School()] damage plus an additional [points(1,2)]% of the target's health.",132254,7,0,0,0
378,Strike,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Strikes at the enemy, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.",132282,7,0,0,0
379,Poisoned,"Deals [StandardDamage(1,1)] [School()] damage every round.

|cFF1EFF00Poisoned.|r",136067,6,0,25,1
380,Poison Spit,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Instantly deals [StandardDamage(1,1)] [School()] damage and |cFF1EFF00Poisons|r the target for [StandardDamage(1,1,379)] additional [School(379)] damage per round for [duration(1,2)] |4round:rounds.",132104,7,0,0,0
381,Brittle Webbing,"Takes [StandardDamage(1,1)] [School()] damage each time they attack.

|cffffffffWebbed.|r",135822,7,0,0,1
382,Brittle Webbing,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and coats the target in brittle |cffffffffWebbing|r, causing them to take [StandardDamage(1,1,381)] [School()] damage each time they attack. Lasts [duration(1,2)] |4round:rounds;.",135822,7,0,0,0
383,Leech Life,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

The user restores [StandardHealing(getProcIndex(PROC_ON_DAMAGE_DEALT),2)] health. Double if the target is |cffffffffWebbed.|r",538440,3,1,0,0
384,Metal Fist,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Punches the target, dealing [StandardDamage(1,1)] [School()] damage.",133832,9,0,0,0
385,XE-321 Boombot,"Explodes after a delay, dealing [StandardDamage(4,1)] [School()] damage.

[StandardAccuracy(4,1)] |cffffffffHit Chance|r",133712,9,0,216,0
386,XE-321 Boombot,"Creates a Boombot who detonates after 3 |4round:rounds, dealing [StandardDamage(4,1,385)] [School()] damage.

Only 1 Boombot can be present per team.",133712,9,3,0,0
387,Tympanic Tantrum,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Pounds the ground, dealing [FormatDamage(SimpleDamage(1,1)*2)] [School()] damage to the enemy and half that damage to their backline pets.

Tantrum continues for [numTurns()] rounds and can affect enemies underground.",254104,9,4,0,0
389,Overtune,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Overtunes the user's central power core, dealing [StandardDamage(1,1) ] [School()] damage and increasing the user's speed by [abs(abilityStateMod( 25, 544 ))]% for [duration(1,2)] |4round:rounds;.",132997,9,0,0,0
390,Demolish,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Rams the target, dealing [StandardDamage(1,1)] [School()] damage.",252187,9,0,0,0
391,Extra Plating,"Your damage taken has been reduced by [abs(abilityStateMod(24,391))]%.",134518,-1,0,27,2
392,Extra Plating,"The user equips additional plating, reducing all damage taken by 50% for [duration(1,2)] |4round:rounds;.",134518,9,4,0,2
393,Shadowflame,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Overwhelms the enemy with draconic breath, dealing [StandardDamage(1,1)] [School()] damage.",425954,1,0,0,0
394,Lash,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Lashes the enemy 1-2 times, dealing [StandardDamage(1,1)] [School()] damage per lash.

Attacks an additional time if the user is faster than the enemy.",134218,6,0,0,0
395,Soothing Mists,"Restores [StandardDamage(1,1,395)] health each round.",606550,-1,0,635,0
396,Soothing Mists,"Restores [StandardDamage(1,1,395)] health to your active pet every round for [duration(1,1)]  |4round:rounds. Persists through pet swaps.",606550,6,0,0,2
397,Poison Lash,"Deals [StandardDamage(1,1)] [School()] damage every round.

|cFF1EFF00Poisoned.|r",134208,6,0,25,0
398,Poison Lash,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Instantly deals [StandardDamage(1,1)] [School()] damage and |cFF1EFF00Poisons|r the target for [StandardDamage(1,1,379)] additional [School(379)] damage per round for [duration(1,2)] |4round:rounds;.",134208,6,0,0,0
399,Entangling Roots,"When this effect expires, your current pet will take [StandardDamage(2,1)] [School()] damage and be unable to flee for [duration(2,2)] rounds.

[StandardAccuracy(2,1)] |cffffffffHit Chance|r",136100,6,0,0,1
400,Entangling Roots,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Causes a thick nest of vines to begin growing around the enemy team. 

Next round, the opponent's pet will take [StandardDamage(2,1,399)] [School()] damage and be rooted for [duration(2,2,399)] rounds.",136100,6,3,0,0
401,Stun Seed,"Detonates after [numTurns()]  |4round:rounds, dealing [StandardDamage(3,1)] Elemental damage to the current enemy pet and stunning the target for 1 round.

[StandardAccuracy(3,1)] |cffffffffHit Chance|r",464030,6,0,0,0
402,Stun Seed,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Plants a seed in the enemy. 

After 3 |4round:rounds;, the seed blooms, causing the current enemy pet to take [StandardDamage(3,1,401)] [School()] damage and be stunned for [duration(3,2,401)] |4round:rounds;.",464030,6,5,0,0
403,Sunny Day,"Increases the maximum health of all pets by [abs(abilityStateMod(99,403))]%.

Increases healing done by [abs(abilityStateMod(65,403))]%.",535593,6,0,179,2
404,Sunlight,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

A Solar Beam strikes all enemies, dealing [StandardDamage(1,1)] [School()] damage and transforms the weather into a sunny day for [duration(1,4)] rounds.

During a sunny day, the maximum health of all pets is increased by [abs(abilityStateMod(99,403))]%. and healing done is increased by [abs(abilityStateMod(65,403))]%.",535593,6,5,0,0
405,Early Advantage,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.

Deals double damage if the user has lower health.",237538,6,3,0,0
406,Crush,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Crush the enemy, dealing [StandardDamage(1,1)] [School()] damage.",236316,0,0,0,0
407,Meteor Strike,"[StandardAccuracy(2,1)] |cffffffffHit Chance|r

Launch up high, becoming unattackable for one round.

On the next round, you impact, dealing [StandardDamage(2,1)] [School()] damage.",517112,5,4,0,0
408,Immolation,"Deals [StandardDamage(1,1)] [School()] damage to an enemy every round.",460698,6,0,566,0
409,Immolation,"Ignites the caster, causing them to deal [StandardDamage(1,1,408)] [School()] damage to the current enemy pet every round. Lasts [duration(1,1)] |4round:rounds.",460698,6,0,0,0
410,Woodchipper,"Deals [StandardDamage(1,1)] [School()] damage every round.

|cFF970000Bleeding|r",442743,7,0,25,0
411,Woodchipper,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Instantly deals [StandardDamage(1,1)] [School()] damage and causes the target to |cFF970000Bleed|r for  [StandardDamage(1,1,491)] additional [School(491)] damage per round for [duration(1,2)] |4round:rounds.",442743,7,0,0,0
412,Gnaw,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage plus [StandardDamage(1,3)] additional damage if the user is faster than the enemy.",135437,7,0,0,0
413,Ice Lance,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Splashes the enemy with freezing damage, dealing [StandardDamage(1,1)] [School()] damage. 

Deals [StandardDamage(1,2)] additional damage if the target is |cFF0070DDChilled|r.",135844,6,0,0,0
414,Frost Nova,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and prevents the target from fleeing for [duration(1,2)]  |4round:rounds.

While rooted the target is |cFF0070DDChilled|r.",135848,6,3,0,0
415,Frost Shock,"Speed reduced by [abs(abilityStateMod(25,415))]%.

|cFF0070DDChilled|r",653221,-1,0,316,3
416,Frost Shock,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

|cFF0070DDChills|r the target, dealing [StandardDamage(1,1)] [School()] damage and reducing their speed by [abs(abilityStateMod(25,154))]% for [duration(1,2)]  |4round:rounds.",135849,6,0,0,0
417,Geyser,"Detonates after [numTurns()-1] |4round:rounds, dealing [StandardDamage(4,1,417)] [School(417)]  damage to the current enemy pet and stunning the target for [duration(4,2)] |4round:rounds;.

[StandardAccuracy(4,1)] |cffffffffHit Chance|r",135845,6,0,0,1
418,Geyser,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Causes a water geyser to form under the enemy team. 

After [duration(1,1)] |4round:rounds;, the geyser erupts, causing the current enemy pet to take [StandardDamage(4,1,417)] [School(417)] damage and be stunned for [duration(4,2,417)] |4round:rounds;.",135845,6,5,0,0
419,Tidal Wave,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage to the enemy's pets.

Destroys objects created by both teams.",237590,8,0,0,0
420,Slicing Wind,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Attacks the enemy with 1-3 blades of wind, dealing [StandardDamage(1,1)] [School()] damage per attack.",463565,2,0,0,0
421,Arcane Blast,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Blasts the enemy with a surge of arcane power, dealing [StandardDamage(1,1)] [School()] damage. 

Damage increases by [FormatDamage(5*AttackBonus())] each time it is used. Max [FormatDamage(25 *AttackBonus())] [School()] damage.",135735,5,0,0,0
422,Shadow Shock,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Shocks the target with dark energy, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.",136181,3,0,0,0
423,Blood in the Water,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

Always hits if the target is |cFF970000Bleeding|r.",294472,8,3,0,0
424,Tail Slap,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Slaps the enemy with its tail, dealing [StandardDamage(1,1)] [School()] damage.",134324,8,0,0,0
425,Focused,"Hit chance increased by [abs(abilityStateMod( 41, 425 ))]%.",574570,-1,0,0,2
426,Focus,"Focuses intensely, increasing your chance to hit by 100% for [duration(1,1)] rounds.",574570,0,0,0,2
427,Trap,Attempt to catch a pet below 35% health.  Capture chance is increased by 20% each time you fail.,646379,0,0,0,6
429,Claw,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Claws at the enemy, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.",134296,7,0,0,0
430,Jadeskin,Reduces up to [5*AttackBonus()] damage from every attack against the target.,132773,-1,0,660,2
431,Jadeskin,"Reduces up to [5*AttackBonus()] damage from each attack against you. 

Lasts [duration(1,1)]  |4round:rounds.",132773,5,0,0,2
432,Jade Claw,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Rakes the enemy with jade claws, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.",606551,5,0,0,0
433,Jade Barrier,Creates a jade wall that blocks two attacks. Allied and enemy attacks both count.,463518,5,5,0,2
434,Jade Barrier,Blocks two attacks.,463518,-1,0,512,2
435,Stoneskin,Reduces up to [5*AttackBonus()] damage from every attack against the target.,132772,-1,0,660,2
436,Stoneskin,"Reduces up to [5*AttackBonus()] damage from each attack against you. 

Lasts [duration(1,1)] |4round:rounds;.",132772,5,0,0,2
437,Onyx Bite,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Bites the enemy with Onyx teeth, dealing [StandardDamage(1,1)] [School()] damage.",237149,5,0,0,0
438,Onyx Wall,Blocks two attacks.,134455,-1,0,514,2
439,Onyx Wall,"Creates a stone wall that prevents your team from attacking, but protects your team from 2 attacks.",134455,5,5,0,2
440,Evanescence,"Fade into a cloud of mist, increasing your chance to dodge by 100%.

Lasts [duration(1,1)] round.",236222,5,4,0,2
441,Rend,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Lashes the enemy 1-2 times, dealing [StandardDamage(1,1)] [School()] damage per lash.

Attacks an additional time if the user attacks first.",132141,7,0,0,0
442,Spectral Strike,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Strikes at the enemy with the power of a spirit beast, causing [StandardDamage(1,1)] [School()] damage. 

Always hits if the target is |cff9933FFBlinded|r.",132294,5,3,0,0
443,Prismatic Barrier,Blocks two attacks.,132881,-1,0,510,2
444,Prismatic Barrier,Creates a crystal wall that blocks two attacks. Allied and enemy attacks both count.,132881,5,5,0,2
445,Ooze Touch,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Oozes onto the enemy, dealing [StandardDamage(1,1)] [School()] damage.",136157,5,0,0,0
446,Corrosion,"Deals [StandardDamage(1,1)] [School()] damage each round.
Damage taken increased by up to [abs(abilityStateMod(71,446))*AttackBonus()].",132108,5,0,386,1
447,Corrosion,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Splashes the target with corrosive acid, causing [StandardDamage(1,1)] [School()] damage instantly and [StandardDamage(1,1,446)] [School()] damage each round and increases damage taken by up to [abs(abilityStateMod(71,446))*AttackBonus()] for [duration(1,2)] |4round:rounds;.",132108,5,0,0,0
448,Creeping Ooze,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Covers the target in a |cFF1EFF00Poisonous|r ooze, which deals [StandardDamage(1,1)] [School()] damage plus [StandardDamage(1,1,781)] damage each round.  Lasts [duration(1,2)]  |4round:rounds.",132107,8,0,0,0
449,Absorb,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage.

The user is healed for [points(1,2)]% of the damage dealt.",132100,3,0,0,0
450,Expunge,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage to the target.",132099,5,3,0,0
451,Split,"Consumes half of your HP to create an identical clone of yourself for [duration(1,4)]  |4round:rounds.

A team may only have one clone.",610610,5,5,0,2
452,Broom,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Whack the enemy, dealing [StandardDamage(1,1)] [petTypeName(abilityPetType())] damage.",655994,0,0,0,0
453,Sandstorm,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and turns the weather into a sandstorm for [duration(1,2)] rounds.

During a sandstorm, all pets take [AttackBonus()*5] less damage and their accuracy is reduced by 10%.",463521,2,5,0,0
454,Sandstorm,"Reduces the damage taken by all pets by up to [AttackBonus()*5].

Accuracy reduced by 10%.",463521,4,0,175,2
455,Batter,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Smacks the enemy 1-2 times, dealing [StandardDamage(1,1)] [School()] damage per smack.

Hits an additional time if the user is faster than the enemy.",133477,9,0,0,0
456,Clean-Up,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and removes any objects on the battlefield.",132146,5,3,0,0
457,Sweep,"[StandardAccuracy(1,1)] |cffffffffHit Chance|r

Deals [StandardDamage(1,1)] [School()] damage and forces the opponent's highest health pet to swap into battle.",136010,5,5,0,0
458,Wind-Up,"Damage increased by 10%.
Ready to unleash a barrage of attacks.",132996,9,0,0,2
