ID,GameCoords[0],GameCoords[1],GameCoords[2],GameFalloffStart,GameFalloffEnd,ContinentID,LightParamsID[0],LightParamsID[1],LightParamsID[2],LightParamsID[3],LightParamsID[4],LightParamsID[5],LightParamsID[6],LightParamsID[7]
3520,-11943.344,12063.377,-74.38227,891.6495,1008.8351,967,1120,9,1120,11,3,0,0,0
3522,13119.287,-12232.043,-222.22223,1924.9386,2438.9487,967,1105,9,10,11,3,0,0,0
3523,13109.481,13369.552,0,1348.2568,1563.325,967,1115,9,10,11,3,0,0,0
3524,845.15234,4344.6836,236.28206,38.490665,88.86194,860,1116,1053,1116,1053,3,0,0,0
3525,0,0,0,11.654813,13.657333,860,1052,1053,1052,1053,3,0,0,0
3526,842.2998,4795.052,218.56793,273.31653,319.07394,860,1052,1053,1052,1053,3,0,0,0
3529,-10146.035,-2829.7852,23.640245,137.05653,163.89601,751,3025,3020,3034,3022,3,0,0,0
3537,-2225.8633,-1625.6719,251.74274,590.0893,964.93567,870,1121,9,1121,11,3,0,0,0
3538,-2176.0156,-2545.6406,239.70567,542.2358,1014.4662,870,1121,9,1121,11,3,0,0,0
3539,-2223.9844,-798.3281,260.67056,560.7171,906.36127,870,1121,9,1121,11,3,0,0,0
3551,-3646.252,6346.0986,160.66393,82.17848,163.68306,974,1129,1127,1129,805,3,0,0,0
3552,314.64062,-3.78125,30.83016,206.92903,236.12619,730,1131,9,1131,11,3,0,0,0
3553,-12343.828,13207.154,45.540752,30.575392,44.346443,967,1131,9,1131,11,3,0,0,0
3555,6344.4023,504.95312,108.54588,60.122105,60.122105,870,1139,9,10,11,3,0,0,0
3556,807.0117,-198.89062,405.33136,109.63842,169.55171,870,1136,9,1470,11,3,0,0,0
3557,687.2041,-126.40625,336.4081,66.85928,107.15177,870,1136,9,1470,11,3,0,0,0
3561,-12140.516,12089.402,-204.24062,201.66145,204.89069,967,1138,1138,1138,1138,3,0,0,0
3562,-12098.855,12166.59,-225.24962,220.35307,222.69446,967,1138,1138,1138,1138,3,0,0,0
3563,-12058.578,12242.09,-199.32431,191.25806,193.79694,967,1138,1138,1138,1138,3,0,0,0
3564,-11961.789,12305.221,-196.21,190.4673,192.79233,967,1138,1138,1138,1138,3,0,0,0
3565,-12814.744,12811.914,2.306988,62.41884,90.53417,967,1140,1140,1140,1140,3,0,0,0
3566,4316.258,635.3242,43.299587,156.06032,201.45288,940,792,9,792,11,3,0,0,0
3583,3244.5117,531.5117,535.4245,74.089226,389.97446,870,1258,20,1258,20,3,0,0,0
3584,2703.4893,1497.251,731.41956,20.715956,20.715956,870,1258,9,1258,11,3,0,0,0
3592,1208.5361,1291.1924,893.8241,53.797123,53.797123,870,1117,1274,1117,1274,3,0,0,0
3597,-58.177734,908.41797,160.88899,33.2766,70.23112,870,1152,9,1386,11,3,0,0,0
3604,240.59375,1979.999,162.07986,111.42641,150.96529,870,1154,9,1386,11,3,0,0,0
3605,61.541016,2024.2178,140.26915,114.15952,200.1321,870,1154,9,1386,11,3,0,0,0
3606,-52.640625,1623.1367,235.63933,113.75209,153.37456,870,1155,1153,1386,11,3,0,0,0
3612,777.1992,-351.23438,396.77798,48.044178,84.6272,870,1136,9,1470,11,3,0,0,0
3613,-1127.9375,-474.39062,0.8807238,93.086716,136.28685,870,1156,9,1156,11,3,0,0,0
3614,-1156.7344,-361.5,0.9717882,62.95077,101.2392,870,1156,9,1156,11,3,0,0,0
3620,17051.373,17004.936,101.87489,0.34177357,0.69622195,870,1161,1226,1161,1226,3,0,0,0
3676,2173.6367,378.2129,476.0461,105.14958,223.66531,870,1359,1226,1359,1226,3,0,0,0
3677,2241.581,254.34375,458.10248,74.47182,169.25577,870,1359,1226,1359,1226,3,0,0,0
3678,2018.5117,245.68555,463.75766,74.47182,169.25577,870,1359,1226,1359,1226,3,0,0,0
3679,2870.3174,1089.0361,599.9064,92.89634,246.37068,870,1258,9,1258,11,3,0,0,0
3681,1511.6455,-1284.8828,223.96042,66.62133,128.23055,870,1229,1080,1445,11,3,0,0,0
3683,1464.0117,-1210.9844,220.32649,82.55211,153.72266,870,1229,1080,1445,11,3,0,0,0
3684,1637.9629,-1199.4844,223.27441,66.62133,128.23055,870,1229,1080,1445,11,3,0,0,0
3685,17065.297,17043.643,-51.98633,3.8979928,4.882176,870,1358,1080,1358,1080,3,0,0,0
3686,908.23535,601.9004,-2.7126736E-05,105.58881,135.26472,1004,1232,39,1232,39,3,0,0,0
3687,1100.6885,646.7129,0.12150065,52.084774,69.798225,1004,6075,39,6075,39,3,0,0,0
3688,1148.4297,567.2617,0.11810981,93.683044,105.26893,1004,6075,39,6075,39,3,0,0,0
3689,1137.7393,725.6367,5.2621527,93.683044,105.26893,1004,6075,39,6075,39,3,0,0,0
3690,921.27344,540.65625,12.908101,64.92259,75.02485,1001,1232,9,1232,11,3,0,0,0
3691,1018.2617,498.95117,12.906115,56.13776,63.233387,1001,1232,9,1232,11,3,0,0,0
3692,3010.208,2931.4492,407.167,102.29753,394.16342,870,1237,9,1237,11,3,0,0,0
3694,17050.533,17056.846,101.4493,0.7426918,1.1685898,870,1224,1226,1224,1226,3,0,0,0
3717,-159.16016,1598.1523,245.09322,28.404602,107.8463,870,1155,1153,1386,11,3,0,0,0
3718,114.70117,1319.7617,216.92207,35.754066,128.91112,870,1234,9,1386,11,3,0,0,0
3719,248.9375,1264.5117,217.23573,35.754066,128.91112,870,1234,9,1386,11,3,0,0,0
3720,417.25,1205.6367,216.77718,35.754066,128.91112,870,1234,9,1386,11,3,0,0,0
3721,-6.171875,1344.4492,218.77933,35.754066,128.91112,870,1234,9,1386,11,3,0,0,0
3722,-163.75,1369.0518,215.65189,35.754066,128.91112,870,1234,9,1386,11,3,0,0,0
3723,-163.75,1369.0518,215.65189,35.754066,128.91112,870,1234,9,1386,11,3,0,0,0
3724,-271.73438,1439.4023,231.32062,35.754066,128.91112,870,1234,9,1386,11,3,0,0,0
3725,-189.53125,1278.4424,199.97751,35.754066,128.91112,870,1234,9,1386,11,3,0,0,0
3726,-4.0371094,1232.5518,200.45996,35.754066,128.91112,870,1234,9,1386,11,3,0,0,0
3727,414.78125,3604.834,93.27176,168.18704,240.82596,860,1063,1053,1063,11,3,0,0,0
3729,0,0,0,14.286114,26.018806,998,1322,1274,1322,1274,3,0,0,0
3732,535.5918,-733.78125,243.61212,176.18703,276.12503,870,1482,1080,1445,1080,3,0,0,0
3733,250.84375,-729.84375,232.2146,176.19397,299.0249,870,1482,1080,1445,1080,3,0,0,0
3747,0,0,0,25.031292,35.35627,976,1063,1053,1063,1053,3,0,0,0
3748,0,0,0,23.497055,29.86607,975,1063,1053,1063,1053,3,0,0,0
3750,-4696.9062,-4219.672,-6.3001165,2.777639,47.2864,1019,3031,3032,3031,3032,3,0,0,0
3751,-3736.5312,-4459.453,-11.452203,175.75877,393.976,1019,3046,3032,3046,3032,3,0,0,0
3752,1233.9248,1686.1992,501.66644,8.622884,14.122952,870,1257,9,1257,11,3,0,0,0
3814,-588.34375,3201.1611,146.72646,72.1283,107.51836,870,1280,13,1280,0,3,0,0,0
3838,-539.78125,3264.2861,146.65218,49.634964,97.986084,870,1280,13,1280,0,3,0,0,0
3839,1208.6611,3302.9648,157.54243,67.83926,104.34313,870,1280,1226,1280,1226,3,0,0,0
3840,1221.9385,3140.4404,170.22879,94.432945,147.04063,870,1280,1226,1280,1226,3,0,0,0
3841,1316.5879,3076.793,211.03651,52.50009,146.96152,870,1280,1226,1280,1226,3,0,0,0
3842,1199.2617,3355.8242,162.20828,19.560915,128.36693,870,1280,1226,1280,1226,3,0,0,0
3844,1178.0518,3484.4805,108.8233,19.560915,128.36693,870,1280,1226,1280,1226,3,0,0,0
3853,591.9922,4132.4336,202.7983,78.798485,104.89451,870,1302,1226,1302,1226,3,0,0,0
3854,592.9219,4032.753,204.2148,52.10727,86.945465,870,1302,1226,1302,1226,3,0,0,0
3859,16123.521,16666.213,8.643663,1.974407,14.593098,451,12,9,0,0,3,0,0,0
3866,958.9424,2425.7998,300.29453,50.68656,129.71481,870,1344,1226,1344,1226,3,0,0,0
3867,957.4961,2506.9717,293.19614,50.68656,119.02012,870,1344,1226,1344,1226,3,0,0,0
3868,948.60547,2599.38,284.4494,50.68656,122.60399,870,1344,1226,1344,1226,3,0,0,0
3869,973.6748,2665.9023,272.4628,50.68656,121.25572,870,1344,1226,1344,1226,3,0,0,0
3870,969.958,2775.621,255.04254,50.68656,128.30255,870,1344,1226,1344,1226,3,0,0,0
3871,929.72363,2861.0361,247.9029,73.754585,145.1258,870,1344,1226,1344,1226,3,0,0,0
3872,828.7129,2975.7861,220.71805,156.88698,266.2056,870,1344,1226,1344,1226,3,0,0,0
3873,733.55176,3216.4248,209.2832,122.15269,250.11171,870,1344,1226,1344,1226,3,0,0,0
3874,627.2617,3410.083,208.25299,97.39095,212.84006,870,1344,1226,1344,1226,3,0,0,0
3875,531.6875,3519.0898,208.79796,97.39095,200.91197,870,1344,1226,1344,1226,3,0,0,0
3876,482.85352,3677.5273,213.14366,82.67967,185.8894,870,1344,1226,1344,1226,3,0,0,0
3877,433.29492,3795.0186,218.01768,82.67967,184.98845,870,1344,1226,1344,1226,3,0,0,0
3878,-358.57812,2545.5752,143.8635,72.17678,114.372,870,1344,1226,1344,1226,3,0,0,0
3879,-342.75,2633.5742,138.06358,82.67967,162.62161,870,1344,1226,1344,1226,3,0,0,0
3880,-320.71875,2758.0986,133.02805,82.67967,165.25972,870,1344,1226,1344,1226,3,0,0,0
3881,-288.46875,2874.3867,127.30273,82.67967,167.33733,870,1344,1226,1344,1226,3,0,0,0
3882,-252.87695,3001.8643,125.50966,82.67967,177.81775,870,1344,1226,1344,1226,3,0,0,0
3883,-228.72266,3127.6055,120.91792,82.67967,124.36539,870,1344,1226,1344,1226,3,0,0,0
3884,-222.24023,3300.7559,125.85791,150.1746,265.68106,870,1344,1226,1344,1226,3,0,0,0
3885,-210.35938,3488.1836,104.80257,131.80424,265.46338,870,1344,1226,1344,1226,3,0,0,0
3886,-169.70898,3674.0596,133.91878,122.65238,161.36183,870,1344,1226,1344,1226,3,0,0,0
3887,-121.98438,3856.9648,157.33447,122.65238,161.36183,870,1344,1226,1344,1226,3,0,0,0
3888,105.82813,4181.1367,263.5955,370.6748,618.7593,870,1344,1226,1344,1226,3,0,0,0
3895,-330.04688,2335.168,157.45197,66.917366,138.89781,870,1360,1226,1360,1226,3,0,0,0
3896,-316.28125,2271.2861,148.59294,56.101448,165.0547,870,1360,1226,1360,1226,3,0,0,0
3897,-307.39062,2191.6836,126.76109,80.9546,144.99612,870,1360,1226,1360,1226,3,0,0,0
3898,-390.45898,2174.6924,121.53306,24.12968,43.80756,870,1360,1226,1360,1226,3,0,0,0
3899,835.86035,-1876.1738,62.91558,138.69894,205.99689,870,1358,1226,1358,1226,3,0,0,0
3900,835.4248,-1866.9531,88.7764,251.23799,301.88324,972,3045,3043,3044,3043,3,0,0,0
3903,622.28125,3896.71,80.60672,137.69176,200.79547,860,1063,1053,1063,11,3,0,0,0
3904,2014.749,2020.2178,453.07208,41.418858,118.39095,870,1359,1226,1359,1226,3,0,0,0
3905,1981.1553,2144.2305,453.03537,41.418858,112.26255,870,1359,1226,1359,1226,3,0,0,0
3906,1983.708,2213.1924,451.7409,38.88123,81.71562,870,1359,1226,1359,1226,3,0,0,0
3907,2031.7617,2268.3486,452.04156,27.426327,82.53983,870,1359,1226,1359,1226,3,0,0,0
3910,0,0,0,11.099808,16.384083,961,1351,9,1351,0,3,0,0,0
3911,0,0,0,44.863304,58.90346,960,1352,1080,1352,1080,3,0,0,0
3912,0,0,0,23.117468,37.33405,1043,247,9,247,0,3,0,0,0
3913,1558.541,-229.59375,565.108,155.8308,181.28413,870,1365,9,1386,11,3,0,0,0
3914,1924.2178,3329.3018,266.22647,115.36392,148.32997,870,1353,1226,1353,1226,3,0,0,0
3915,1899.7998,3169.2617,264.37674,115.36392,148.32997,870,1353,1226,1353,1226,3,0,0,0
3916,1835.3223,2985.046,291.30676,115.36392,148.32997,870,1353,1226,1353,1226,3,0,0,0
3917,1810.1816,2851.0996,291.304,115.36392,148.32997,870,1353,1226,1353,1226,3,0,0,0
3919,-1731.2656,1038.2148,15.288411,147.39046,245.78822,870,1356,9,1356,0,3,0,0,0
3920,0,0,0,38.548496,55.51421,962,1257,9,1257,0,3,0,0,0
3921,0,0,0,51.16696,63.461613,996,1117,1274,1117,1274,3,0,0,0
3922,0,0,0,59.262493,87.95447,1009,1327,9,1327,0,3,0,0,0
3923,0,0,0,107.91458,156.9398,1011,1161,1226,1161,1226,3,0,0,0
3924,0,0,0,67.27224,115.83423,980,884,9,884,0,3,0,0,0
3925,0,0,0,58.91818,83.9494,1010,915,946,915,946,3,0,0,0
3926,-3815.2031,-4535.672,27.514975,321.06183,418.46396,999,256,257,495,257,3,0,0,0
3928,0,0,0,321.06183,508.8151,999,1364,1364,1364,1364,3,0,0,0
3929,-3807.2188,-4535.7188,27.438477,322.96655,422.13126,1000,256,257,256,257,3,0,0,0
3930,0,0,0,373.28897,494.57657,1000,1364,1364,1364,1364,3,0,0,0
3931,2220.5234,-1088.4238,424.11768,194.5428,284.25073,1005,1230,9,1230,0,3,0,0,0
3932,0,0,0,65.45088,96.48767,1005,1366,1366,1366,1366,3,0,0,0
3934,3919.3018,1773.4385,904.33466,242.44876,369.06683,1014,1300,20,1110,20,3,0,0,0
3935,0,0,0,242.44876,369.06683,1014,1368,1368,1368,1368,3,0,0,0
3936,1981.4805,-1947.375,212.65614,144.46971,186.74748,1024,1106,1080,1106,1080,3,0,0,0
3937,0,0,0,134.47977,165.25801,1024,1369,1369,1369,1369,3,0,0,0
3938,3030.6924,-1892.5703,-5.1996527,629.88306,801.3941,1028,1106,1080,1082,1080,3,0,0,0
3939,0,0,0,50.008514,75.92362,1035,1322,1274,1322,1274,3,0,0,0
3940,0,0,0,104.19941,152.74376,1048,1370,1370,1370,1370,3,0,0,0
3941,-2668.4844,1061.3643,0.11778478,52.362843,85.73509,1048,1069,1450,1069,1365,3,0,0,0
3946,2088.168,4808.9688,154.01845,765.0982,948.68774,1049,1161,1226,1161,1226,3,0,0,0
3947,0,0,0,27.18683,42.879803,1049,1371,1226,1371,1226,3,0,0,0
3948,-884.1289,4254.3984,-0.38172045,37.489037,37.489037,1050,1224,1226,1224,1226,3,0,0,0
3949,0,0,0,486.32266,652.19495,1050,1372,1372,1372,1372,3,0,0,0
3953,1792.7148,283.51367,488.15854,223.9919,295.2085,1051,776,9,776,9,3,0,0,0
3957,186.64062,3584.6748,256.21475,82.67967,255.86356,870,1344,1226,1344,1226,3,0,0,0
3958,-397.4121,3419.7861,177.98915,56.153954,107.7001,870,1344,1226,1344,1226,3,0,0,0
3963,-2752.9453,1078.3555,13.24056,52.362843,103.34007,1048,1069,1450,1069,1365,3,0,0,0
3965,-2782.7656,975.3799,-1.1405165,115.12186,147.623,1048,1069,1450,1069,1365,3,0,0,0
3966,-2913.5566,869.5029,2.3590496,170.66872,223.8271,1048,1069,1450,1069,1365,3,0,0,0
3967,-2949.1113,722.36914,3.8285592,162.80338,227.7589,1048,1069,1450,1069,1365,3,0,0,0
3968,-2859.7168,550.63477,33.61111,150.0177,205.16985,1048,1069,1450,1069,1365,3,0,0,0
3969,945.958,-133.39062,430.97223,109.63842,169.55171,870,1136,9,1470,11,3,0,0,0
3970,1144.7354,-79.984375,476.72623,109.63842,169.55171,870,1136,9,1470,11,3,0,0,0
3971,0,0,0,152.4829,223.57784,1008,1375,9,1375,0,3,0,0,0
3972,478.26562,4083.4492,193.65332,152.65909,242.47363,860,1063,1053,1063,11,3,0,0,0
3987,906.5879,988.291,463.039,58.018757,95.318474,870,1117,1274,1117,1274,3,0,0,0
3988,1215.0898,1021.9648,423.25034,58.018757,95.318474,870,1117,1274,1117,1274,3,0,0,0
3989,1476.2441,995.6885,434.0051,58.018757,95.318474,870,1117,1274,1117,1274,3,0,0,0
3990,1385.4072,1045.4336,516.0777,58.018757,95.318474,870,1117,1274,1117,1274,3,0,0,0
3993,5398.624,7059.5117,-26.812878,823.1481,1120.8441,870,1387,1387,1387,1387,3,0,0,0
4001,-1744.5625,-3814.3164,-266.91608,234.23479,399.01785,996,1436,9,0,0,3,0,0,0
4011,5392.0117,6351.0674,-36.30154,823.1481,985.2411,870,1387,1387,1387,1387,3,0,0,0
4012,5283.5156,5468.121,-41.502064,741.8512,859.6988,870,1387,1387,1387,1387,3,0,0,0
4013,5374.1523,4686.411,-214.26723,760.6505,971.9974,870,1387,1387,1387,1387,3,0,0,0
4014,6289.2617,4353.258,-68.63431,823.1481,1120.8441,870,1387,1387,1387,1387,3,0,0,0
4015,6910.343,4341.6797,-285.36905,823.1481,1120.8441,870,1387,1387,1387,1387,3,0,0,0
4047,0,0,0,63.442524,73.81445,1064,1537,1502,1537,1502,3,0,0,0
4087,2170.0615,-1931.5312,220.07439,100.80798,146.50839,1024,1106,1080,1106,1080,3,0,0,0
4089,0,0,0,34.615284,47.444733,1051,1435,1435,1435,1435,3,0,0,0
4090,-5092.6094,4564.333,145.2757,290.29868,390.05634,996,1436,9,1436,0,3,0,0,0
4103,429.39062,1647.0166,547.3016,80.64744,144.54097,870,1257,9,1257,11,3,0,0,0
4121,2071.5098,-2005.8125,222.38205,136.83846,180.49854,1024,1106,1080,1106,1080,3,0,0,0
4122,0,0,0,2.7359762,3.9214168,1075,256,257,256,257,3,0,0,0
4130,535.5918,-733.78125,437.09348,176.18703,276.12503,870,1482,1080,1445,1080,3,0,0,0
4131,-4120.785,-4168.9453,397.8505,302.9468,327.04123,999,1483,257,1483,257,3,0,0,0
4132,-3614.5156,-4097.172,358.17328,295.6119,316.46887,999,1483,257,1483,257,3,0,0,0
4133,-4063.7344,-4074.375,404.73175,349.14893,384.02142,1000,1483,257,1483,257,3,0,0,0
4134,-3601.125,-4262.3906,413.2506,349.14893,384.02142,1000,1483,257,1483,257,3,0,0,0
4135,-3874.8691,-3946.914,404.7841,295.6119,316.46887,999,1483,257,1483,257,3,0,0,0
4136,0,0,0,27.097446,35.443844,870,1484,1080,1484,11,3,0,0,0
4139,2359.4678,-3324.9219,0.8506945,329.08163,451.5815,870,1485,1080,1486,11,3,0,0,0
4155,7017.1055,5024.8154,103.60166,64.40761,73.47089,1064,1545,1423,1545,1423,3,0,0,0
4156,0,0,0,21.765049,32.482723,1101,1501,9,1501,0,3,0,0,0
4157,1313.3799,45.5,74.76606,84.259056,148.24893,1101,1327,9,1327,0,3,0,0,0
4160,6560.255,6206.208,26.747894,159.07246,187.40244,1064,1503,1504,1503,1504,3,0,0,0
4177,6722.6455,6238.3867,25.116673,125.65728,157.75757,1064,1503,1504,1503,1504,3,0,0,0
4178,6390.7393,6251.9736,51.932755,94.78698,127.84452,1064,1503,1504,1503,1504,3,0,0,0
4206,0,0,0,0.5372018,0.6277176,1061,3047,3020,3047,3022,3,0,0,0
4207,0,0,0,1.8351781,4.173487,1062,3047,3020,3047,3022,3,0,0,0
4208,-677.68945,-709.0039,14.479926,49.89881,127.55674,1062,1511,3020,3047,3022,3,0,0,0
4210,-1852.8145,2386.4268,12.963488,100.72559,173.25241,1061,3049,3020,3049,3022,3,0,0,0
4223,0,0,0,0.24594067,66.199905,1112,604,306,604,306,3,0,0,0
4226,5931.8174,5533.449,30.498888,174.03958,226.7642,1064,1524,1525,1524,1525,3,0,0,0
4227,7242.5205,5270.4023,32.40753,8.455805,95.12752,1064,1528,1423,1528,1423,3,0,0,0
4228,7192.302,5318.9873,29.993021,9.67586,109.68999,1064,1528,1423,1528,1423,3,0,0,0
4229,-2015.9434,2227.293,-0.57421345,435.27383,558.5975,1102,775,9,775,9,3,0,0,0
4230,0,0,0,117.92921,174.18477,1102,1512,1512,1512,1512,3,0,0,0
4231,-194.14062,-54.578125,8.4859585E-06,0.44647515,0.44651985,1103,775,9,775,9,3,0,0,0
4243,0,0,0,111.05363,143.51477,1104,1069,9,1069,9,3,0,0,0
4244,-1766.3906,1048.3848,15.288411,180.46297,268.34448,1104,1356,9,1356,9,3,0,0,0
4245,-1573.1465,170.9961,-4.27908,286.34518,420.7104,1104,1370,1370,1370,1370,3,0,0,0
4246,-1241.9688,101.98438,15.274957,286.34518,420.7104,1104,1370,1370,1370,1370,3,0,0,0
4247,-897.8965,58.625,0.9255642,286.34518,420.7104,1104,1370,1370,1370,1370,3,0,0,0
4248,-1887.875,331.26562,-45.206814,286.34518,420.7104,1104,1370,1370,1370,1370,3,0,0,0
4249,-2072.0469,515.5,-7.0650983,253.734,335.66983,1104,1370,1370,1370,1370,3,0,0,0
4250,-2241.705,779.90234,-0.36284187,253.734,335.66983,1104,1370,1370,1370,1370,3,0,0,0
4251,-2269.0508,1055.8174,1.9770058,253.734,335.66983,1104,1370,1370,1370,1370,3,0,0,0
4253,-2261.3086,1397.0898,0.3988792,253.734,335.66983,1104,1370,1370,1370,1370,3,0,0,0
4254,-2145.5156,1748.8984,-0.7397996,253.734,335.66983,1104,1370,1370,1370,1370,3,0,0,0
4255,-1969.1465,1943.1211,7.640408,253.734,335.66983,1104,1370,1370,1370,1370,3,0,0,0
4256,-1754.3613,1995.999,-0.7783203,253.734,335.66983,1104,1370,1370,1370,1370,3,0,0,0
4257,-1549.0312,1981.333,21.177301,258.8349,340.46533,1104,1370,1370,1370,1370,3,0,0,0
4258,-1212.9375,1939.7129,18.725695,271.05743,382.1773,1104,1370,1370,1370,1370,3,0,0,0
4274,0,0,0,202.92902,288.8209,1103,1512,1512,1512,1512,3,0,0,0
4288,0,0,0,117.22467,146.87071,1095,1542,960,1386,9,3,0,0,0
4289,793.98926,-277.79688,403.89075,117.76004,174.09535,1095,1136,9,1470,1365,3,0,0,0
4290,774.67676,-404.75,401.22357,64.381355,106.99555,1095,1136,9,1470,1365,3,0,0,0
4291,709.11035,-152.19531,334.12152,64.381355,134.51624,1095,1136,9,1470,1365,3,0,0,0
4292,964.3086,-148.89258,433.6421,88.11228,134.51624,1095,1136,9,1470,1365,3,0,0,0
4293,1137.9717,-112.40625,478.31973,88.11228,134.51624,1095,1136,9,1470,1365,3,0,0,0
4294,525.4844,-899.86523,259.60776,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4295,340.53125,-748.53125,218.98361,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4296,320.86914,-569.60156,249.4924,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4297,159.85938,-347.3164,230.50554,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4298,165.3125,-130.46875,191.68555,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4299,282.21875,89.234375,145.68088,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4300,747.77344,-955.6094,225.3354,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4301,986.2217,-845.0039,287.69107,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4302,1153.5342,-742.40625,327.1747,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4303,1335.5967,-567.59375,344.84027,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4304,1412.9229,-423.83398,378.82922,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4305,1503.793,-294.91016,463.17746,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4309,1793.9268,-188.63281,490.8007,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4310,1974.791,135.05664,472.85092,178.26088,260.59833,1095,1536,1536,1536,1536,3,0,0,0
4311,1964.8604,313.52344,460.31683,178.26088,273.80096,1095,1536,1536,1536,1536,3,0,0,0
4312,1919.2373,543.78125,482.77844,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4313,1812.9736,-133.875,520.6939,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4314,480.71875,169.29297,230.56201,178.26088,239.60376,1095,1536,1536,1536,1536,3,0,0,0
4316,-7798.047,1308.3672,252.08795,390.35413,464.09464,1066,3023,3024,3023,3024,3,0,0,0
4320,0,0,0,68.471054,100.12022,1098,1548,1502,1548,1502,3,0,0,0
4333,6176.7773,4065.9648,207.66121,31.26883,47.067753,1116,1666,1868,1666,1868,3,0,0,0
4334,6104.8115,1119.081,54.392414,149.59218,241.0402,870,1557,20,1557,20,3,0,0,0
4340,7192.302,5318.9873,29.993021,9.67586,109.68999,1122,1528,1423,1528,1423,3,0,0,0
4341,7242.5205,5270.4023,32.40753,8.455805,95.12752,1122,1528,1423,1528,1423,3,0,0,0
4342,5931.8174,5533.449,30.498888,174.03958,226.7642,1122,1524,1525,1524,1525,3,0,0,0
4343,0,0,0,63.442524,73.81445,1122,1537,1502,1537,1502,3,0,0,0
4344,6390.7393,6251.9736,51.932755,94.78698,127.84452,1122,1503,1504,1503,1504,3,0,0,0
4345,6722.6455,6238.3867,25.116673,125.65728,157.75757,1122,1503,1504,1503,1504,3,0,0,0
4346,6560.255,6206.208,26.747894,159.07246,187.40244,1122,1503,1504,1503,1504,3,0,0,0
4347,7017.1055,5024.8154,103.60166,64.40761,73.47089,1122,1545,1423,1545,1423,3,0,0,0
4348,7192.302,5318.9873,29.993021,9.67586,109.68999,1123,1528,1423,1528,1423,3,0,0,0
4349,7242.5205,5270.4023,32.40753,8.455805,95.12752,1123,1528,1423,1528,1423,3,0,0,0
4350,5931.8174,5533.449,30.498888,174.03958,226.7642,1123,1524,1525,1524,1525,3,0,0,0
4351,0,0,0,63.442524,73.81445,1123,1537,1502,1537,1502,3,0,0,0
4352,6390.7393,6251.9736,51.932755,94.78698,127.84452,1123,1503,1504,1503,1504,3,0,0,0
4353,6722.6455,6238.3867,25.116673,125.65728,157.75757,1123,1503,1504,1503,1504,3,0,0,0
4354,6560.255,6206.208,26.747894,159.07246,187.40244,1123,1503,1504,1503,1504,3,0,0,0
4355,7017.1055,5024.8154,103.60166,64.40761,73.47089,1123,1545,1423,1545,1423,3,0,0,0
4356,7192.302,5318.9873,29.993021,9.67586,109.68999,1124,1528,1423,1528,1423,3,0,0,0
4357,7242.5205,5270.4023,32.40753,8.455805,95.12752,1124,1528,1423,1528,1423,3,0,0,0
4358,5931.8174,5533.449,30.498888,174.03958,226.7642,1124,1524,1525,1524,1525,3,0,0,0
4359,0,0,0,63.442524,73.81445,1124,1537,1502,1537,1502,3,0,0,0
4360,6390.7393,6251.9736,51.932755,94.78698,127.84452,1124,1503,1504,1503,1504,3,0,0,0
4361,6722.6455,6238.3867,25.116673,125.65728,157.75757,1124,1503,1504,1503,1504,3,0,0,0
4362,6560.255,6206.208,26.747894,159.07246,187.40244,1124,1503,1504,1503,1504,3,0,0,0
4363,7017.1055,5024.8154,103.60166,64.40761,73.47089,1124,1545,1423,1545,1423,3,0,0,0
4364,7192.302,5318.9873,29.993021,9.67586,109.68999,1125,1528,1423,1528,1423,3,0,0,0
4365,7242.5205,5270.4023,32.40753,8.455805,95.12752,1125,1528,1423,1528,1423,3,0,0,0
4366,5931.8174,5533.449,30.498888,174.03958,226.7642,1125,1524,1525,1524,1525,3,0,0,0
4367,0,0,0,63.442524,73.81445,1125,1537,1502,1537,1502,3,0,0,0
4368,6390.7393,6251.9736,51.932755,94.78698,127.84452,1125,1503,1504,1503,1504,3,0,0,0
4369,6722.6455,6238.3867,25.116673,125.65728,157.75757,1125,1503,1504,1503,1504,3,0,0,0
4370,6560.255,6206.208,26.747894,159.07246,187.40244,1125,1503,1504,1503,1504,3,0,0,0
4371,7017.1055,5024.8154,103.60166,64.40761,73.47089,1125,1545,1423,1545,1423,3,0,0,0
4372,7192.302,5318.9873,29.993021,9.67586,109.68999,1126,1528,1423,1528,1423,3,0,0,0
