ID,GeosetIndex,GeosetValue,CreatureDisplayInfoID
39181,1,3,70026
39182,2,1,70026
39183,3,4,70026
39184,4,1,70026
39185,5,1,70026
39186,6,1,70026
39187,7,2,70026
39188,0,1,70027
39189,1,4,70027
39190,2,4,70027
39191,3,1,70027
39192,4,2,70027
39193,5,3,70027
39194,6,2,70027
39195,0,4,70028
39196,1,9,70028
39197,2,1,70028
39198,3,4,70028
39199,6,6,70028
39200,0,2,70029
39201,1,4,70029
39202,2,2,70029
39203,3,1,70029
39204,4,2,70029
39205,0,1,70030
39206,1,5,70030
39207,2,4,70030
39208,3,5,70030
39209,5,2,70030
39210,6,5,70030
39211,0,3,70031
39212,1,8,70031
39213,2,1,70031
39214,3,3,70031
39215,6,1,70031
39216,0,2,70033
39217,1,6,70033
39218,2,2,70033
39219,3,1,70033
39220,4,2,70033
39221,5,2,70033
39222,6,2,70033
39223,0,1,70034
39224,1,6,70034
39225,2,3,70034
39226,3,1,70034
39227,4,2,70034
39228,5,2,70034
39229,6,2,70034
39230,0,4,70035
39231,1,3,70035
39232,2,1,70035
39233,3,1,70035
39234,4,2,70035
39235,6,1,70035
39236,0,1,70036
39237,1,2,70036
39238,2,3,70036
39239,3,1,70036
39240,4,1,70036
39241,5,4,70036
39242,6,1,70036
39243,7,3,70036
39244,0,2,70037
39245,1,3,70037
39246,2,1,70037
39247,3,2,70037
39248,4,2,70037
39249,5,2,70037
39250,6,2,70037
39251,7,1,70037
39252,0,1,70038
39253,1,1,70038
39254,2,2,70038
39255,3,1,70038
39256,4,2,70038
39257,5,7,70038
39258,6,1,70038
39259,0,2,70039
39260,1,3,70039
39261,2,1,70039
39262,3,3,70039
39263,4,2,70039
39264,5,3,70039
39265,6,1,70039
39266,0,1,70042
39267,1,9,70042
39268,2,1,70042
39269,3,4,70042
39270,6,1,70042
39271,0,4,70043
39272,1,4,70043
39273,2,2,70043
39274,3,1,70043
39275,4,2,70043
39276,6,7,70043
39277,0,3,70044
39278,1,4,70044
39279,2,4,70044
39280,3,5,70044
39281,5,2,70044
39282,6,1,70044
39283,0,2,70045
39284,1,8,70045
39285,2,5,70045
39286,3,3,70045
39287,0,1,70046
39288,1,1,70046
39289,2,1,70046
39290,3,3,70046
39291,4,1,70046
39292,6,1,70046
39293,7,4,70046
39294,0,1,70047
39295,1,4,70047
39296,2,4,70047
39297,3,2,70047
39298,4,1,70047
39299,5,3,70047
39300,6,1,70047
39301,0,2,70048
39302,1,1,70048
39303,3,2,70048
39304,4,2,70048
39305,6,2,70048
39306,7,1,70048
39307,0,2,70049
39308,1,2,70049
39309,2,1,70049
39310,3,4,70049
39311,4,1,70049
39312,5,1,70049
39313,6,2,70049
39314,0,5,70073
39315,2,1,70073
39316,0,1,70075
39317,1,4,70075
39318,2,4,70075
39319,3,1,70075
39320,4,2,70075
39321,5,2,70075
39322,6,1,70075
39323,0,3,70076
39324,1,6,70076
39325,2,1,70076
39326,3,1,70076
39327,5,1,70076
39328,6,6,70076
39329,0,2,70077
39330,1,2,70077
39331,2,3,70077
39332,3,2,70077
39333,4,2,70077
39334,5,6,70077
39335,7,3,70077
39336,0,1,70078
39337,1,1,70078
39338,2,2,70078
39339,3,3,70078
39340,4,1,70078
39341,5,1,70078
39342,6,1,70078
39343,7,7,70078
39344,0,2,70079
39345,1,5,70079
39346,2,4,70079
39347,3,1,70079
39348,6,1,70079
39349,0,5,70080
39350,1,3,70080
39351,2,1,70080
39352,3,3,70080
39353,4,2,70080
39354,5,2,70080
39355,6,1,70080
39356,0,1,70081
39357,1,4,70081
39358,2,2,70081
39359,3,4,70081
39360,4,1,70081
39361,5,5,70081
39362,6,1,70081
39363,7,2,70081
39364,0,2,70082
39365,1,1,70082
39366,3,1,70082
39367,4,2,70082
39368,5,2,70082
39369,6,2,70082
39370,0,2,70090
39371,1,4,70090
39372,2,1,70090
39373,3,2,70090
39374,4,1,70090
39375,5,4,70090
39376,6,2,70090
39377,0,2,70091
39378,1,3,70091
39379,2,2,70091
39380,3,1,70091
39381,4,1,70091
39382,5,2,70091
39383,6,1,70091
39384,0,1,70092
39385,1,6,70092
39386,2,4,70092
39387,3,3,70092
39388,4,2,70092
39389,5,1,70092
39390,6,1,70092
39391,0,1,70093
39392,1,5,70093
39393,2,4,70093
39394,3,1,70093
39395,4,2,70093
39396,5,2,70093
39397,6,2,70093
39398,0,2,70095
39399,1,3,70095
39400,2,2,70095
39401,3,1,70095
39402,4,1,70095
39403,5,2,70095
39404,6,2,70095
39405,0,2,70096
39406,1,4,70096
39407,2,3,70096
39408,3,1,70096
39409,4,1,70096
39410,5,4,70096
39411,6,1,70096
39412,0,3,70097
39413,1,3,70097
39414,2,1,70097
39415,3,3,70097
39416,4,1,70097
39417,5,2,70097
39418,0,4,70098
39419,1,1,70098
39420,2,4,70098
39421,3,1,70098
39422,4,2,70098
39423,6,1,70098
39424,0,1,70100
39425,1,1,70100
39426,2,4,70100
39427,3,2,70100
39428,4,1,70100
39429,5,6,70100
39430,6,2,70100
39431,0,2,70101
39432,1,3,70101
39433,2,2,70101
39434,3,2,70101
39435,4,1,70101
39436,5,5,70101
39437,6,1,70101
39438,0,2,70102
39439,1,9,70102
39440,2,1,70102
39441,3,3,70102
39442,4,2,70102
39443,5,1,70102
39444,6,1,70102
39445,0,3,70103
39446,1,4,70103
39447,2,1,70103
39448,3,1,70103
39449,0,5,70106
39450,1,2,70106
39451,2,3,70106
39452,3,4,70106
39453,4,2,70106
39454,5,1,70106
39455,6,2,70106
39456,0,2,70107
39457,1,4,70107
39458,2,1,70107
39459,3,1,70107
39460,4,2,70107
39461,5,6,70107
39462,7,3,70107
39463,0,1,70110
39464,1,2,70110
39465,0,2,70112
39466,1,3,70112
39467,2,1,70112
39468,3,1,70112
39469,4,1,70112
39470,5,1,70112
39471,6,2,70112
39472,0,2,70113
39473,1,1,70113
39474,3,2,70113
39475,4,2,70113
39476,5,3,70113
39477,6,1,70113
39478,0,3,70114
39479,1,6,70114
39480,2,4,70114
39481,3,1,70114
39482,4,2,70114
39483,6,1,70114
39484,0,1,70115
39485,1,8,70115
39486,2,1,70115
39487,3,4,70115
39488,5,2,70115
39489,0,2,70123
39490,1,2,70123
39491,2,1,70123
39492,3,1,70123
39493,4,1,70123
39494,5,4,70123
39495,7,4,70123
39496,0,5,70128
39497,1,6,70128
39498,2,4,70128
39499,3,2,70128
39500,6,2,70128
39501,0,1,70129
39502,1,2,70129
39503,2,3,70129
39504,3,1,70129
39505,4,1,70129
39506,5,4,70129
39507,6,1,70129
39508,7,3,70129
39509,0,5,70130
39510,1,3,70130
39511,2,1,70130
39512,3,3,70130
39513,4,2,70130
39514,5,2,70130
39515,6,1,70130
39516,0,3,70132
39517,0,7,70133
39518,0,1,70137
39519,1,1,70137
39520,2,5,70137
39521,3,2,70137
39522,5,1,70137
39523,6,3,70137
39524,0,2,70138
39525,1,2,70138
39526,2,3,70138
39527,3,1,70138
39528,4,2,70138
39529,5,5,70138
39530,6,2,70138
39531,7,4,70138
39532,0,2,70139
39533,1,4,70139
39534,2,2,70139
39535,3,2,70139
39536,4,2,70139
39537,6,2,70139
39538,7,3,70139
39539,0,5,70140
39540,1,3,70140
39541,2,3,70140
39542,3,4,70140
39543,4,2,70140
39544,5,1,70140
39545,6,6,70140
39546,0,1,70172
39547,1,4,70172
39548,2,1,70172
39549,3,1,70172
39550,4,2,70172
39551,5,5,70172
39552,6,2,70172
39553,7,6,70172
39554,0,3,70173
39555,1,8,70173
39556,2,1,70173
39557,3,4,70173
39558,4,2,70173
39559,5,2,70173
39560,6,9,70173
39561,0,1,70197
39562,1,1,70197
39563,2,1,70197
39564,3,2,70197
39565,4,1,70197
39566,5,1,70197
39567,6,2,70197
39568,7,2,70197
39569,0,2,70210
39570,1,5,70210
39571,2,4,70210
39572,3,3,70210
39573,4,1,70210
39574,6,1,70210
39575,0,2,70222
39576,1,2,70222
39577,2,2,70222
39578,3,1,70222
39579,4,2,70222
39580,5,6,70222
39581,0,1,70223
39582,1,3,70223
39583,2,2,70223
39584,3,1,70223
39585,4,2,70223
39586,5,6,70223
39587,0,1,70224
39588,1,4,70224
39589,2,1,70224
39590,3,1,70224
39591,4,2,70224
39592,5,6,70224
39593,0,2,70225
39594,1,2,70225
39595,2,2,70225
39596,3,1,70225
39597,4,2,70225
39598,5,6,70225
39599,0,4,70250
39600,1,9,70250
39601,2,2,70250
39602,3,2,70250
39603,0,3,70280
39604,2,1,70280
39605,3,1,70280
39606,0,3,70281
39607,2,2,70281
39608,3,1,70281
39609,0,3,70337
39610,2,3,70337
39611,0,3,70338
39612,2,4,70338
39613,0,1,70359
39614,0,3,70411
39615,2,2,70411
39616,3,1,70411
39617,0,3,70423
39618,2,1,70423
39619,3,1,70423
39620,0,1,70458
39621,1,4,70458
39622,3,1,70458
39623,4,2,70458
39624,5,6,70458
39625,7,3,70458
39626,0,1,70459
39627,1,2,70459
39628,2,1,70459
39629,3,1,70459
39630,4,2,70459
39631,5,6,70459
39632,7,4,70459
39633,0,5,70460
39634,1,2,70460
39635,2,3,70460
39636,3,4,70460
39637,4,2,70460
39638,6,6,70460
39639,0,5,70461
39640,1,9,70461
39641,2,2,70461
39642,3,4,70461
39643,4,2,70461
39644,6,4,70461
39645,0,2,70486
39646,1,1,70486
39647,2,1,70486
39648,3,1,70486
39649,4,2,70486
39650,5,7,70486
39651,7,4,70486
39652,0,2,70487
39653,1,3,70487
39654,2,3,70487
39655,3,2,70487
39656,4,1,70487
39657,5,2,70487
39658,6,1,70487
39659,7,3,70487
39660,0,1,70488
39661,1,1,70488
39662,2,4,70488
39663,3,1,70488
39664,4,1,70488
39665,6,2,70488
39666,7,1,70488
39667,0,2,70490
39668,1,4,70490
39669,2,2,70490
39670,3,3,70490
39671,4,1,70490
39672,5,1,70490
39673,6,1,70490
39674,0,4,70492
39675,1,5,70492
39676,2,3,70492
39677,3,5,70492
39678,4,2,70492
39679,5,2,70492
39680,6,1,70492
39681,0,1,70493
39682,1,4,70493
39683,2,2,70493
39684,3,1,70493
39685,4,2,70493
39686,5,3,70493
39687,6,2,70493
39688,0,1,70494
39689,1,3,70494
39690,2,4,70494
39691,3,2,70494
39692,4,2,70494
39693,5,2,70494
39694,6,1,70494
39695,7,1,70494
39696,0,8,70496
39697,1,7,70496
39698,1,1,70526
39699,0,1,70527
39700,1,4,70527
39701,0,1,70528
39702,1,2,70528
39703,0,1,70529
39704,1,1,70529
39705,2,4,70529
39706,0,7,70561
39707,0,7,70562
39708,0,2,70563
39709,0,3,70564
39710,0,8,70566
39711,0,7,70567
39712,0,7,70568
39713,0,8,70569
39714,0,1,70577
39715,1,4,70577
39716,0,2,70583
39717,1,5,70583
39718,2,4,70583
39719,3,3,70583
39720,4,1,70583
39721,6,1,70583
39722,0,8,70592
39723,1,1,70592
39724,0,3,70599
39725,2,2,70599
39726,0,3,70600
39727,2,1,70600
39728,0,3,70601
39729,2,3,70601
39730,0,3,70602
39731,2,4,70602
39732,0,9,70645
39733,1,8,70645
39734,0,10,70669
39735,0,3,70671
39736,0,5,70690
39737,1,1,70690
39738,2,4,70690
39739,0,5,70691
39740,1,1,70691
39741,2,4,70691
39742,0,4,70692
39743,1,3,70692
39744,0,6,70693
39745,1,1,70693
39746,2,3,70693
39747,0,8,70694
39748,1,7,70694
39749,0,5,70696
39750,1,1,70696
39751,0,5,70697
39752,0,10,70698
39753,0,8,70699
39754,1,1,70699
39755,0,6,70726
39756,2,2,70726
39757,0,1,70737
39758,0,1,70745
39759,1,3,70745
39760,2,1,70745
39761,3,2,70745
39762,4,2,70745
39763,5,1,70745
39764,6,1,70745
39765,0,1,70746
39766,1,2,70746
39767,2,1,70746
39768,3,2,70746
39769,4,2,70746
39770,7,2,70746
39771,0,4,70747
39772,1,9,70747
39773,2,2,70747
39774,3,4,70747
39775,6,6,70747
39776,0,1,70748
39777,1,2,70748
39778,2,1,70748
39779,3,4,70748
39780,5,2,70748
39781,6,3,70748
39782,0,1,70749
39783,1,1,70749
39784,3,1,70749
39785,4,2,70749
39786,6,2,70749
39787,0,2,70750
39788,1,1,70750
39789,3,2,70750
39790,4,2,70750
39791,6,1,70750
39792,0,2,70751
39793,1,9,70751
39794,2,1,70751
39795,3,2,70751
39796,5,2,70751
39797,6,9,70751
39798,0,3,70752
39799,1,3,70752
39800,2,2,70752
39801,3,2,70752
39802,6,6,70752
39803,0,2,70753
39804,1,2,70753
39805,3,2,70753
39806,4,2,70753
39807,6,1,70753
39808,7,5,70753
39809,0,1,70754
39810,1,4,70754
39811,3,1,70754
39812,4,2,70754
39813,7,6,70754
39814,0,5,70755
39815,1,2,70755
39816,2,3,70755
39817,3,5,70755
39818,4,2,70755
39819,0,2,70756
39820,1,2,70756
39821,3,1,70756
39822,4,2,70756
39823,5,6,70756
39824,0,1,70757
39825,1,1,70757
39826,2,1,70757
39827,3,3,70757
39828,4,1,70757
39829,5,2,70757
39830,0,3,70758
39831,1,1,70758
39832,2,2,70758
39833,3,3,70758
39834,4,1,70758
39835,5,1,70758
39836,0,1,70759
39837,1,4,70759
39838,2,1,70759
39839,3,1,70759
39840,4,2,70759
39841,5,2,70759
39842,6,1,70759
39843,0,1,70760
39844,1,2,70760
39845,2,2,70760
39846,3,1,70760
39847,4,2,70760
39848,5,3,70760
39849,6,2,70760
39850,0,2,70761
39851,1,6,70761
39852,2,4,70761
39853,3,2,70761
39854,5,1,70761
39855,6,8,70761
39856,0,1,70762
39857,1,2,70762
39858,2,4,70762
39859,3,1,70762
39860,4,1,70762
39861,5,3,70762
39862,6,1,70762
39863,7,5,70762
39864,0,9,70811
39865,2,4,70811
39866,0,1,70821
39867,0,1,70877
39868,1,1,70877
39869,0,2,70878
39870,1,1,70878
39871,0,1,70879
39872,0,2,70880
39873,0,3,70917
39874,0,3,70918
39875,1,2,70918
39876,0,3,70919
39877,1,1,70919
39878,0,2,70922
39879,1,1,70922
39880,2,1,70922
39881,0,1,70924
39882,1,2,70924
39883,3,1,70924
39884,4,2,70924
39885,0,1,70931
39886,1,5,70931
39887,0,2,70934
39888,1,1,70934
39889,2,2,70934
39890,3,2,70934
39891,4,1,70934
39892,6,1,70934
39893,0,3,70976
39894,1,1,70976
39895,2,4,70976
39896,0,3,70977
39897,1,1,70977
39898,2,3,70977
39899,0,3,70978
39900,0,4,70979
39901,0,9,70980
39902,2,4,70980
39903,0,1,71016
39904,1,3,71016
39905,2,3,71016
39906,3,4,71016
39907,0,1,71018
39908,1,3,71018
39909,2,1,71018
39910,3,2,71018
39911,4,1,71018
39912,5,7,71018
39913,0,3,71026
39914,1,2,71026
39915,2,3,71026
39916,3,1,71026
39917,0,1,71027
39918,1,4,71027
39919,2,4,71027
39920,3,4,71027
39921,0,2,71028
39922,1,2,71028
39923,2,1,71028
39924,3,3,71028
39925,4,1,71028
39926,6,2,71028
39927,0,1,71029
39928,1,2,71029
39929,2,1,71029
39930,3,4,71029
39931,4,1,71029
39932,0,1,71035
39933,1,5,71035
39934,2,4,71035
39935,3,1,71035
39936,0,1,71037
39937,1,8,71037
39938,2,2,71037
39939,3,3,71037
39940,4,1,71037
39941,5,1,71037
39942,6,6,71037
39943,0,2,71038
39944,1,1,71038
39945,2,1,71038
39946,3,4,71038
39947,4,1,71038
39948,5,3,71038
39949,6,2,71038
39950,7,2,71038
39951,0,5,71060
39952,1,6,71060
39953,2,1,71060
39954,3,4,71060
39955,4,2,71060
39956,6,3,71060
39957,0,10,71116
39958,0,1,71118
39959,1,2,71118
39960,2,3,71118
39961,3,1,71118
39962,4,1,71118
39963,5,6,71118
39964,0,4,71120
39965,1,4,71120
39966,2,4,71120
39967,3,5,71120
39968,4,1,71120
39969,6,1,71120
39970,0,2,71121
39971,1,1,71121
39972,2,1,71121
39973,3,5,71121
39974,4,2,71121
39975,5,2,71121
39976,6,1,71121
39977,0,2,71122
39978,1,2,71122
39979,3,1,71122
39980,4,1,71122
39981,5,2,71122
39982,6,2,71122
39983,0,2,71123
39984,1,4,71123
39985,3,1,71123
39986,4,1,71123
39987,5,1,71123
39988,6,1,71123
39989,0,6,71158
39990,1,1,71158
39991,2,1,71158
39992,0,2,71230
39993,1,1,71230
39994,3,1,71230
39995,4,2,71230
39996,5,2,71230
39997,6,2,71230
39998,7,2,71230
39999,0,2,71231
40000,1,4,71231
40001,2,3,71231
40002,3,4,71231
40003,4,3,71231
40004,5,1,71231
40005,6,3,71231
40006,0,2,71232
40007,1,1,71232
40008,2,3,71232
40009,3,1,71232
40010,4,1,71232
40011,5,3,71232
40012,6,1,71232
40013,7,3,71232
40014,0,9,71251
40015,2,4,71251
40016,0,4,71270
40017,1,1,71270
40018,0,9,71291
40019,2,4,71291
40020,0,1,71307
40021,0,5,71551
40022,0,4,71580
40023,2,1,71580
40024,0,4,71581
40025,1,1,71581
40026,0,3,71582
40027,1,1,71582
40028,0,2,71583
40029,1,1,71583
40030,0,2,71586
40031,1,1,71586
40032,3,1,71586
40033,4,1,71586
40034,5,2,71586
40035,6,2,71586
40036,7,2,71586
40037,0,2,71587
40038,1,1,71587
40039,2,4,71587
40040,3,2,71587
40041,4,2,71587
40042,5,1,71587
40043,6,3,71587
40044,7,1,71587
40045,0,2,71600
40046,1,2,71600
40047,2,2,71600
40048,3,1,71600
40049,4,2,71600
40050,5,6,71600
40051,0,5,71601
40052,1,8,71601
40053,2,2,71601
40054,3,3,71601
40055,4,1,71601
40056,5,1,71601
40057,6,3,71601
40058,0,2,71603
40059,1,5,71603
40060,0,4,71606
40061,1,7,71606
40062,2,4,71606
40063,3,3,71606
40064,4,2,71606
40065,5,2,71606
40066,6,5,71606
40067,0,2,71607
40068,1,2,71607
40069,3,1,71607
40070,4,1,71607
40071,6,2,71607
40072,7,2,71607
40073,0,1,71613
40074,1,4,71613
40075,2,5,71613
40076,3,2,71613
40077,4,2,71613
40078,5,2,71613
40079,6,2,71613
40080,7,3,71613
40081,0,2,71635
40082,0,4,71644
40083,1,4,71644
40084,2,4,71644
40085,3,5,71644
40086,4,1,71644
40087,6,1,71644
40088,0,2,71645
40089,1,2,71645
40090,3,1,71645
40091,4,1,71645
40092,5,2,71645
40093,6,2,71645
40094,0,1,71646
40095,1,2,71646
40096,2,3,71646
40097,3,1,71646
40098,4,1,71646
40099,5,6,71646
40100,0,2,71655
40101,1,1,71655
40102,2,1,71655
40103,0,2,71664
40104,1,1,71664
40105,2,1,71664
40106,3,1,71664
40107,4,2,71664
40108,5,6,71664
40109,0,2,71665
40110,1,2,71665
40111,2,2,71665
40112,3,4,71665
40113,4,1,71665
40114,5,2,71665
40115,6,1,71665
40116,7,2,71665
40117,0,2,71678
40118,1,2,71678
40119,2,2,71678
40120,3,4,71678
40121,4,1,71678
40122,5,2,71678
40123,6,1,71678
40124,7,2,71678
40125,0,2,71685
40126,1,1,71685
40127,2,1,71685
40128,0,3,71699
40129,1,2,71699
40130,2,2,71699
40131,3,2,71699
40132,0,2,71707
40133,1,1,71707
40134,3,2,71707
40135,4,2,71707
40136,6,2,71707
40137,7,1,71707
40138,0,4,71709
40139,1,4,71709
40140,2,2,71709
40141,3,1,71709
40142,4,2,71709
40143,6,7,71709
40144,0,1,71722
40145,1,1,71722
40146,3,2,71722
40147,4,2,71722
40148,5,2,71722
40149,6,3,71722
40150,7,2,71722
40151,0,3,71734
40152,1,1,71734
40153,2,1,71734
40154,0,7,71737
40155,1,1,71737
40156,0,8,71739
40157,1,1,71739
40158,2,1,71739
40159,0,5,71740
40160,1,1,71740
40161,0,8,71746
40162,1,7,71746
40163,0,9,71748
40164,2,4,71748
40165,0,3,71785
40166,1,2,71785
40167,0,6,71833
40168,2,4,71833
40169,0,1,71840
40170,1,1,71840
40171,3,1,71840
40172,4,2,71840
40173,5,2,71840
40174,6,2,71840
40175,7,2,71840
40176,0,5,71845
40177,1,1,71845
40178,0,10,71854
40179,0,8,71874
40180,1,1,71874
40181,2,1,71874
40182,0,2,71875
40183,1,1,71875
40184,0,1,71895
40185,1,1,71895
40186,2,1,71895
40187,0,1,71906
40188,1,1,71906
40189,3,2,71906
40190,4,1,71906
40191,6,1,71906
40192,7,7,71906
40193,0,2,71907
40194,1,1,71907
40195,3,2,71907
40196,4,1,71907
40197,6,2,71907
40198,7,4,71907
40199,0,1,71908
40200,1,1,71908
40201,2,5,71908
40202,3,1,71908
40203,6,7,71908
40204,0,3,71909
40205,1,3,71909
40206,2,3,71909
40207,3,1,71909
40208,6,9,71909
40209,0,2,71910
40210,1,9,71910
40211,2,2,71910
40212,3,2,71910
40213,6,3,71910
40214,0,1,71919
40215,1,2,71919
40216,0,3,71929
40217,1,4,71929
40218,2,1,71929
40219,3,2,71929
40220,4,2,71929
40221,6,1,71929
40222,0,1,71931
40223,1,1,71931
40224,3,2,71931
40225,4,2,71931
40226,5,2,71931
40227,6,3,71931
40228,7,2,71931
40229,0,1,71932
40230,2,4,71932
40231,3,1,71932
40232,0,1,71988
40233,1,1,71988
40234,2,2,71988
40235,3,3,71988
40236,4,3,71988
40237,5,1,71988
40238,6,1,71988
40239,7,2,71988
40240,0,1,71989
40241,1,3,71989
40242,2,3,71989
40243,3,2,71989
40244,4,4,71989
40245,5,3,71989
40246,6,1,71989
40247,7,3,71989
40248,0,1,72001
40249,2,1,72001
40250,3,2,72001
40251,4,3,72001
40252,5,1,72001
40253,6,4,72001
40254,7,1,72001
40255,0,1,72002
40256,2,2,72002
40257,4,1,72002
40258,5,1,72002
40259,6,2,72002
40260,7,3,72002
40261,0,1,72003
40262,1,2,72003
40263,3,1,72003
40264,4,2,72003
40265,6,1,72003
40266,0,1,72004
40267,1,2,72004
40268,3,1,72004
40269,4,2,72004
40270,6,2,72004
40271,0,1,72071
40272,1,1,72071
40273,2,1,72071
40274,0,6,72131
40275,2,1,72131
40276,0,5,72145
40277,1,1,72145
40278,0,8,72147
40279,1,1,72147
40280,0,6,72161
40281,2,1,72161
40282,0,9,72162
40283,1,1,72162
40284,0,7,72163
40285,0,7,72164
40286,1,1,72164
40287,0,4,72165
40288,0,1,72182
40289,1,1,72182
40290,2,1,72182
40291,3,1,72182
40292,4,1,72182
40293,5,1,72182
40294,6,1,72182
40295,7,1,72182
40296,0,1,72185
40297,1,1,72185
40298,2,1,72185
40299,3,1,72185
40300,4,1,72185
40301,5,1,72185
40302,6,1,72185
40303,0,7,72201
40304,1,1,72201
40305,0,6,72280
40306,0,2,72281
40307,0,2,72342
40308,2,1,72342
40309,0,2,72376
40310,1,2,72376
40311,3,1,72376
40312,4,2,72376
40313,5,6,72376
40314,0,5,72665
40315,1,1,72665
40316,2,1,72665
40317,0,9,72666
40318,1,1,72666
40319,0,8,72685
40320,1,1,72685
40321,0,10,72686
40322,0,4,72687
40323,2,1,72687
40324,0,5,72692
40325,1,1,72692
40326,0,9,72694
40327,2,4,72694
40328,0,2,72705
40329,2,1,72705
40330,0,6,72706
40331,1,1,72706
40332,0,9,72718
40333,2,2,72718
40334,0,2,72827
40335,1,2,72827
40336,2,2,72827
40337,3,2,72827
40338,4,2,72827
40339,5,2,72827
40340,6,2,72827
40341,7,2,72827
40342,0,7,72834
40343,2,1,72834
40344,0,8,72835
40345,1,1,72835
40346,0,1,72836
40347,1,1,72836
40348,0,2,72837
40349,1,1,72837
40350,2,2,72837
40351,3,2,72837
40352,4,1,72837
40353,5,2,72837
40354,6,2,72837
40355,7,1,72837
40356,0,1,72840
40357,1,1,72840
40358,2,5,72840
40359,3,4,72840
40360,6,2,72840
40361,0,3,72841
40362,1,5,72841
40363,2,3,72841
40364,3,2,72841
40365,6,6,72841
40366,0,2,72842
40367,1,3,72842
40368,2,3,72842
40369,3,1,72842
40370,4,1,72842
40371,5,5,72842
40372,6,1,72842
40373,7,3,72842
40374,0,5,72885
40375,1,8,72885
40376,2,2,72885
40377,3,3,72885
40378,4,1,72885
40379,0,1,72887
40380,1,1,72887
40381,2,1,72887
40382,3,1,72887
40383,4,2,72887
40384,5,6,72887
40385,0,2,72889
40386,1,1,72889
40387,3,2,72889
40388,4,2,72889
40389,6,2,72889
40390,7,1,72889
40391,0,1,72890
40392,1,3,72890
40393,3,3,72890
40394,4,1,72890
40395,6,2,72890
40396,7,5,72890
40397,0,1,72891
40398,1,1,72891
40399,2,5,72891
40400,3,1,72891
40401,0,3,72892
40402,1,3,72892
40403,2,3,72892
40404,3,1,72892
40405,0,4,72902
40406,0,3,72945
40407,0,3,72947
40408,2,2,72947
40409,3,1,72947
40410,0,6,72957
40411,2,2,72957
40412,0,1,72972
40413,1,3,72972
40414,3,3,72972
40415,4,1,72972
40416,6,2,72972
40417,7,5,72972
40418,0,3,73121
40419,2,4,73121
40420,3,1,73121
40421,0,1,73235
40422,1,2,73235
40423,2,1,73235
40424,0,4,73236
40425,1,2,73236
40426,0,2,73237
40427,1,2,73237
40428,0,1,73262
40429,0,3,73305
40430,1,1,73306
40431,0,3,73307
40432,1,2,73307
40433,0,2,73326
40434,1,1,73326
40435,2,1,73326
40436,0,3,73370
40437,1,2,73370
40438,0,4,73409
40439,1,4,73409
40440,2,2,73409
40441,3,3,73409
40442,4,2,73409
40443,6,6,73409
40444,0,2,73410
40445,1,4,73410
40446,2,1,73410
40447,3,1,73410
40448,4,2,73410
40449,6,1,73410
40450,0,4,73411
40451,1,5,73411
40452,2,4,73411
40453,3,5,73411
40454,5,1,73411
40455,6,2,73411
40456,0,3,73412
40457,1,4,73412
40458,2,4,73412
40459,3,2,73412
40460,5,2,73412
40461,6,3,73412
40462,0,2,73413
40463,1,1,73413
40464,2,1,73413
40465,3,2,73413
40466,4,2,73413
40467,6,2,73413
40468,7,3,73413
40469,0,2,73414
40470,1,1,73414
40471,3,3,73414
40472,4,1,73414
40473,6,2,73414
40474,7,4,73414
40475,0,2,73415
40476,1,2,73415
40477,3,4,73415
40478,4,1,73415
40479,5,1,73415
40480,6,2,73415
40481,7,1,73415
40482,0,2,73416
40483,1,3,73416
40484,2,2,73416
40485,3,4,73416
40486,4,1,73416
40487,5,4,73416
40488,6,2,73416
40489,7,2,73416
40490,0,5,73431
40491,1,1,73431
40492,2,3,73431
40493,0,1,73462
40494,1,1,73462
40495,0,1,73464
40496,1,1,73464
40497,0,1,73469
40498,1,1,73469
40499,2,2,73469
40500,0,1,73471
40501,1,1,73471
40502,2,4,73471
40503,0,2,73497
40504,2,1,73497
40505,0,7,73498
40506,0,7,73499
40507,0,4,73500
40508,0,4,73501
40509,0,7,73502
40510,1,1,73502
40511,0,7,73503
40512,0,7,73504
40513,0,7,73505
40514,0,3,73506
40515,0,1,73512
40516,0,7,73514
40517,0,4,73515
40518,0,1,73516
40519,1,4,73516
40520,2,4,73516
40521,3,1,73516
40522,4,2,73516
40523,5,3,73516
40524,6,2,73516
40525,0,1,73517
40526,1,4,73517
40527,2,4,73517
40528,3,2,73517
40529,4,1,73517
40530,5,3,73517
40531,6,1,73517
40532,0,2,73518
40533,1,8,73518
40534,2,5,73518
40535,3,3,73518
40536,0,3,73519
40537,1,8,73519
40538,2,1,73519
40539,3,3,73519
40540,6,1,73519
40541,0,1,73530
40542,0,1,73531
40543,0,1,73532
40544,0,7,73537
40545,0,7,73538
40546,0,9,73539
40547,0,4,73540
40548,1,1,73540
40549,0,8,73541
40550,1,1,73541
40551,0,8,73542
40552,1,1,73542
40553,2,1,73542
40554,0,2,73543
40555,1,1,73543
40556,0,7,73557
40557,2,6,73557
40558,3,2,73557
40559,0,4,73580
40560,1,1,73580
40561,0,4,73581
40562,1,1,73581
40563,0,9,73608
40564,0,1,73613
40565,0,1,73626
40566,1,7,73626
40567,2,1,73626
40568,3,1,73626
40569,4,1,73626
40570,6,3,73626
40571,0,1,73627
40572,1,2,73627
40573,2,1,73627
40574,3,4,73627
40575,4,2,73627
40576,6,1,73627
